slot_owner_a,slot_owner_b,slot_ref_count,slot_ref_count_abs_log1p,slot_ref_count_is_even,slot_ref_count_mod3,slot_ref_count_mod5,slot_ref_count_mod7,slot_ref_count_mod10,slot_numerator,slot_numerator_abs_log1p,slot_numerator_is_even,slot_numerator_mod3,slot_numerator_mod5,slot_numerator_mod7,slot_numerator_mod10,slot_denominator,slot_denominator_abs_log1p,slot_denominator_is_even,slot_denominator_mod3,slot_denominator_mod5,slot_denominator_mod7,slot_denominator_mod10,slot_offset,slot_offset_abs_log1p,slot_offset_is_even,slot_offset_mod3,slot_offset_mod5,slot_offset_mod7,slot_offset_mod10,gcd_all,n_multiple_pairs,y
6,1,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,1,1,120.0
9,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,34.0
9,4,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,4,52.0
8,1,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,1,2,93.0
9,6,93,4.543294782270004,0,0,3,2,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,0,184.0
8,1,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,5,54.0
3,4,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,3,110.0
1,7,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,3,67.0
6,2,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,1,2,55.0
9,4,87,4.477336814478207,0,0,2,3,7,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,0,152.0
8,4,69,4.248495242049359,0,0,4,6,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,1,101.0
2,6,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,1,4,97.0
7,6,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,1,135.0
6,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,1,2,76.0
3,2,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,3,122.0
8,5,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,1,0,39.0
7,9,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,4,92.0
0,7,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,1,5,144.0
0,0,86,4.465908118654584,1,2,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,4,148.0
2,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,4,19.0
1,2,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,1,1,137.0
8,7,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,1,2,52.0
9,4,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,3,196.0
9,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,1,4,27.0
4,8,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,3,161.0
5,0,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,2,57.0
2,5,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,1,49.0
8,3,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,2,82.0
1,9,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,1,1,61.0
4,7,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,1,2,181.0
1,3,93,4.543294782270004,0,0,3,2,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,5,148.0
6,8,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,4,106.0
0,6,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,4,39.0
8,6,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,4,44.0
9,9,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,1,2,152.0
7,7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,17.0
6,6,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,4,77.0
2,0,77,4.356708826689592,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,1,2,149.0
1,9,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,6,66.0
1,8,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,1,133.0
7,1,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,5,32.0
5,4,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,6,116.0
8,0,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,3,155.0
7,5,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,1,173.0
2,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,6,19.0
2,5,64,4.174387269895637,1,1,4,1,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,4,87.0
3,3,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,4,97.0
6,2,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,4,110.0
7,6,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,5,137.0
5,6,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,3,106.0
5,2,74,4.31748811353631,1,2,4,4,4,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,1,1,124.0
6,8,77,4.356708826689592,0,2,2,0,7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,1,1,136.0
7,5,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,1,1,69.0
9,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,4,58.0
4,7,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,6,102.0
5,3,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,3,57.0
4,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,6,19.0
9,3,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,130.0
2,1,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,2,98.0
9,0,44,3.8066624897703196,1,2,4,2,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,1,1,101.0
9,4,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,2,51.0
9,7,84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,1,3,153.0
6,4,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,2,18.0
5,0,88,4.48863636973214,1,1,3,4,8,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,1,1,153.0
2,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,4,9.0
8,0,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,5,123.0
4,7,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,2,65.0
1,2,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,1,3,62.0
7,0,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,3,6,135.0
2,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,4,33.0
4,9,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,1,57.0
0,1,81,4.406719247264253,0,0,1,4,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,140.0
0,8,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,4,58.0
5,7,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,2,45.0
8,4,72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,1,2,154.0
6,1,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,2,69.0
4,5,72,4.290459441148391,1,0,2,2,2,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,4,139.0
4,9,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,5,105.0
4,2,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,1,3,137.0
0,5,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1,24.0
4,5,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,2,168.0
9,6,88,4.48863636973214,1,1,3,4,8,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,2,158.0
4,3,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,4,97.0
7,6,98,4.59511985013459,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,4,142.0
0,5,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,3,53.0
1,9,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,6,94.0
7,6,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,3,120.0
8,5,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,2,127.0
4,6,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,35.0
1,3,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,1,2,35.0
0,7,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,104.0
8,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,1,1,59.0
3,6,99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,2,137.0
1,3,65,4.189654742026425,0,2,0,2,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,107.0
5,1,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,1,2,98.0
5,2,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,3,177.0
2,2,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,2,46.0
3,3,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,5,126.0
8,3,44,3.8066624897703196,1,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,75.0
0,8,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,1,2,41.0
9,2,90,4.51085950651685,1,0,0,6,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,1,2,185.0
3,2,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,1,1,63.0
3,0,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,1,52.0
7,2,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,2,31.0
6,8,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,1,1,69.0
6,8,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,4,57.0
1,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,15.0
0,4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,4,32.0
2,1,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,121.0
5,3,66,4.204692619390966,1,0,1,3,6,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,1,144.0
0,7,78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,2,158.0
8,2,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,1,2,63.0
2,8,77,4.356708826689592,0,2,2,0,7,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,1,2,146.0
3,1,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,179.0
6,2,87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,150.0
6,4,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,5,79.0
5,8,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,4,85.0
2,4,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,2,154.0
4,4,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,68.0
8,0,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,6,70.0
6,1,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,152.0
3,5,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,2,59.0
7,0,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,5,89.0
1,9,76,4.343805421853684,1,1,1,6,6,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,1,0,159.0
0,1,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0,54.0
5,1,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,4,23.0
1,8,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,2,73.0
2,7,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,5,86.0
8,7,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,1,0,57.0
9,2,76,4.343805421853684,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,4,133.0
1,9,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,2,98.0
1,7,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,4,25.0
9,5,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,4,73.0
4,2,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,1,2,112.0
1,2,90,4.51085950651685,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,3,136.0
3,0,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,4,82.0
9,6,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,1,1,189.0
0,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,2,3,55.0
4,8,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,4,136.0
7,1,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,153.0
5,0,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,1,3,129.0
2,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,1,3,49.0
0,3,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,3,133.0
0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,5,33.0
