slot_person,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_item_a,slot_item_b,slot_super_category,slot_occasion,gcd_all,n_multiple_pairs,y
3,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,25,4,3,3,1,0,151.0
5,65,4.189654742026425,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,9,13,4,1,1,0,138.0
9,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,31,0,0,3,1,0,97.0
7,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,13,22,0,7,2,0,74.0
3,105,4.663439094112067,0,0,0,0,5,12,2.5649493574615367,1,0,2,5,2,19,18,4,6,3,0,222.0
2,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,2,6,8,1,1,4,2,0,68.0
1,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,13,0,0,0,1,0,59.0
5,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,26,8,4,2,2,0,142.0
2,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,2,2,6,6,1,54.0
1,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,16,2,2,0,1,0,157.0
12,89,4.499809670330265,0,2,4,5,9,22,3.1354942159291497,1,1,2,1,2,29,12,6,2,1,0,200.0
14,67,4.219507705176107,0,1,2,4,7,21,3.091042453358316,0,0,1,0,1,1,16,1,1,1,0,155.0
2,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,5,16,1,7,1,0,89.0
2,53,3.9889840465642745,0,2,3,4,3,2,1.0986122886681098,1,2,2,2,2,19,13,4,7,1,0,108.0
7,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,8,1,1,4,4,1,36.0
5,92,4.532599493153256,1,2,2,1,2,25,3.258096538021482,0,1,0,4,5,9,30,4,5,1,0,209.0
11,71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,15,20,5,2,1,0,147.0
12,93,4.543294782270004,0,0,3,2,3,5,1.791759469228055,0,2,0,5,5,13,0,0,7,1,0,191.0
9,60,4.110873864173311,1,0,0,4,0,11,2.4849066497880004,0,2,1,4,1,5,5,1,6,1,0,131.0
0,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,2,31,2,6,15,1,135.0
1,27,3.332204510175204,0,0,2,6,7,14,2.70805020110221,1,2,4,0,4,5,16,1,4,1,0,68.0
7,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,21,28,6,6,6,1,30.0
7,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,3,3,2,0,1,0,63.0
9,72,4.290459441148391,1,0,2,2,2,19,2.995732273553991,0,1,4,5,9,3,3,2,3,1,0,163.0
10,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,24,21,2,6,6,0,42.0
10,120,4.795790545596741,1,0,0,1,0,18,2.9444389791664403,1,0,3,4,8,16,21,2,2,6,0,258.0
8,91,4.5217885770490405,0,1,1,0,1,23,3.1780538303479458,0,2,3,2,3,14,17,6,0,1,0,205.0
9,103,4.6443908991413725,0,1,3,5,3,5,1.791759469228055,0,2,0,5,5,4,4,3,5,1,0,211.0
3,120,4.795790545596741,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,16,1,2,10,1,250.0
3,67,4.219507705176107,0,1,2,4,7,16,2.833213344056216,1,1,1,2,6,6,4,3,7,1,0,150.0
6,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,5,16,1,3,1,0,59.0
12,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,24,21,2,4,13,1,65.0
12,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,30,13,4,6,2,0,60.0
2,101,4.624972813284271,0,2,1,3,1,18,2.9444389791664403,1,0,3,4,8,18,23,0,1,1,0,220.0
8,42,3.7612001156935624,1,0,2,0,2,17,2.8903717578961645,0,2,2,3,7,26,30,4,1,1,0,101.0
6,56,4.04305126783455,1,2,1,0,6,15,2.772588722239781,0,0,0,1,5,24,2,2,0,1,0,127.0
4,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,25,3,3,1,0,56.0
0,113,4.736198448394496,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,29,12,6,4,1,0,241.0
12,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,4,19,3,2,1,0,37.0
2,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,3,31,2,2,2,0,154.0
3,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,14,14,6,1,1,0,51.0
6,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,0,26,0,7,8,1,88.0
7,59,4.0943445622221,0,2,4,3,9,13,2.6390573296152584,0,1,3,6,3,26,8,4,0,1,0,131.0
10,83,4.430816798843313,0,2,3,6,3,20,3.044522437723423,1,2,0,6,0,19,13,4,1,1,0,186.0
9,45,3.828641396489095,0,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,24,2,2,6,9,0,108.0
6,57,4.060443010546419,0,0,2,1,7,20,3.044522437723423,1,2,0,6,0,27,29,5,6,1,0,134.0
5,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,21,17,6,1,2,1,142.0
12,57,4.060443010546419,0,0,2,1,7,4,1.6094379124341003,1,1,4,4,4,7,26,0,1,1,0,118.0
5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,12,14,6,1,1,0,37.0
2,61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,4,4,3,7,1,0,127.0
11,54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,23,20,5,3,9,1,117.0
13,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,8,27,1,1,3,0,204.0
3,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,19,13,4,5,3,0,75.0
9,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,18,26,0,2,1,0,31.0
7,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,19,13,4,1,1,0,101.0
6,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,24,2,2,2,1,0,50.0
13,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,7,26,0,4,1,1,33.0
14,64,4.174387269895637,1,1,4,1,4,22,3.1354942159291497,1,1,2,1,2,27,24,5,0,2,0,150.0
6,69,4.248495242049359,0,0,4,6,9,17,2.8903717578961645,0,2,2,3,7,16,3,2,4,1,0,155.0
0,92,4.532599493153256,1,2,2,1,2,3,1.3862943611198906,0,0,3,3,3,3,31,2,6,1,0,187.0
4,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,2,15,2,5,3,0,33.0
11,81,4.406719247264253,0,0,1,4,1,11,2.4849066497880004,0,2,1,4,1,20,19,3,7,1,0,173.0
4,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,30,13,4,1,1,0,73.0
6,59,4.0943445622221,0,2,4,3,9,12,2.5649493574615367,1,0,2,5,2,14,28,6,7,1,0,130.0
9,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,14,28,6,1,4,1,124.0
11,57,4.060443010546419,0,0,2,1,7,23,3.1780538303479458,0,2,3,2,3,28,5,1,3,1,0,137.0
4,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,3,31,2,2,1,0,46.0
6,103,4.6443908991413725,0,1,3,5,3,10,2.3978952727983707,1,1,0,3,0,13,0,0,5,1,0,216.0
5,118,4.77912349311153,1,1,3,6,8,5,1.791759469228055,0,2,0,5,5,11,10,5,2,1,0,241.0
11,72,4.290459441148391,1,0,2,2,2,23,3.1780538303479458,0,2,3,2,3,31,7,0,3,1,0,167.0
5,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,24,31,2,0,3,1,159.0
3,84,4.442651256490317,1,0,4,0,4,24,3.2188758248682006,1,0,4,3,4,28,16,1,1,12,0,192.0
11,102,4.634728988229636,1,0,2,4,2,16,2.833213344056216,1,1,1,2,6,0,0,0,0,2,0,220.0
3,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,25,6,3,4,12,1,132.0
8,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,6,11,3,7,1,0,157.0
9,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,31,22,0,0,3,0,51.0
13,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,9,13,4,0,3,0,69.0
9,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,9,8,4,3,2,0,112.0
4,112,4.727387818712341,1,1,2,0,2,18,2.9444389791664403,1,0,3,4,8,19,8,4,4,2,0,242.0
6,36,3.6109179126442243,1,0,1,1,6,23,3.1780538303479458,0,2,3,2,3,24,3,2,3,1,0,95.0
10,61,4.127134385045092,0,1,1,5,1,18,2.9444389791664403,1,0,3,4,8,9,13,4,3,1,0,140.0
3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,23,20,5,6,2,0,22.0
7,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,30,30,4,4,1,0,43.0
5,40,3.713572066704308,1,1,0,5,0,17,2.8903717578961645,0,2,2,3,7,12,17,6,3,1,0,97.0
3,89,4.499809670330265,0,2,4,5,9,15,2.772588722239781,0,0,0,1,5,24,21,2,6,1,0,193.0
7,83,4.430816798843313,0,2,3,6,3,23,3.1780538303479458,0,2,3,2,3,2,2,2,1,1,0,189.0
10,94,4.553876891600541,1,1,4,3,4,15,2.772588722239781,0,0,0,1,5,0,26,0,3,1,0,203.0
11,96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,29,28,6,1,6,1,198.0
11,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,14,14,6,4,1,0,185.0
9,62,4.143134726391533,1,2,2,6,2,12,2.5649493574615367,1,0,2,5,2,2,15,2,4,2,0,136.0
14,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,25,4,3,5,12,1,48.0
1,45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,16,15,2,1,3,0,111.0
6,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,14,14,6,1,2,0,116.0
14,52,3.970291913552122,1,1,2,3,2,11,2.4849066497880004,0,2,1,4,1,20,11,3,7,1,0,115.0
9,117,4.770684624465665,0,0,2,5,7,23,3.1780538303479458,0,2,3,2,3,7,26,0,4,1,0,257.0
12,94,4.553876891600541,1,1,4,3,4,12,2.5649493574615367,1,0,2,5,2,18,23,0,7,2,0,200.0
10,103,4.6443908991413725,0,1,3,5,3,9,2.302585092994046,0,0,4,2,9,12,17,6,4,1,0,215.0
4,43,3.784189633918261,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,14,28,6,1,1,0,96.0
13,97,4.584967478670572,0,1,2,6,7,13,2.6390573296152584,0,1,3,6,3,23,29,5,3,1,0,207.0
0,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,9,30,4,2,2,0,112.0
14,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,4,3,3,1,0,20.0
7,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,13,0,0,2,1,0,29.0
11,24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,20,25,3,4,3,0,69.0
7,64,4.174387269895637,1,1,4,1,4,11,2.4849066497880004,0,2,1,4,1,1,16,1,0,1,0,139.0
11,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,19,8,4,3,2,0,42.0
7,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,19,18,4,3,1,0,53.0
7,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,14,14,6,0,25,1,75.0
10,13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,10,24,5,5,1,0,41.0
8,68,4.23410650459726,1,2,3,5,8,3,1.3862943611198906,0,0,3,3,3,3,31,2,1,1,0,139.0
7,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,14,14,6,0,1,0,38.0
1,116,4.762173934797756,1,2,1,4,6,18,2.9444389791664403,1,0,3,4,8,0,26,0,0,2,0,250.0
13,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,3,15,2,1,1,0,136.0
10,108,4.6913478822291435,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,5,1,1,3,6,1,222.0
8,100,4.61512051684126,1,1,0,2,0,19,2.995732273553991,0,1,4,5,9,11,29,5,4,1,0,219.0
6,37,3.6375861597263857,0,1,2,2,7,18,2.9444389791664403,1,0,3,4,8,19,13,4,7,1,0,92.0
8,99,4.605170185988092,0,0,4,1,9,10,2.3978952727983707,1,1,0,3,0,31,22,0,2,1,0,208.0
10,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,8,27,1,6,2,0,30.0
7,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,21,12,6,7,1,0,158.0
4,42,3.7612001156935624,1,0,2,0,2,24,3.2188758248682006,1,0,4,3,4,29,14,6,1,6,0,108.0
10,79,4.382026634673881,0,1,4,2,9,12,2.5649493574615367,1,0,2,5,2,31,26,0,2,1,0,170.0
0,65,4.189654742026425,0,2,0,2,5,12,2.5649493574615367,1,0,2,5,2,24,3,2,5,1,0,142.0
2,62,4.143134726391533,1,2,2,6,2,12,2.5649493574615367,1,0,2,5,2,12,12,6,7,2,0,136.0
8,75,4.330733340286331,0,0,0,5,5,18,2.9444389791664403,1,0,3,4,8,16,21,2,5,3,0,168.0
13,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,18,23,0,2,2,0,40.0
13,105,4.663439094112067,0,0,0,0,5,25,3.258096538021482,0,1,0,4,5,6,11,3,1,5,0,235.0
12,109,4.700480365792417,0,1,4,4,9,18,2.9444389791664403,1,0,3,4,8,16,3,2,7,1,0,236.0
1,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,25,4,3,7,2,0,34.0
8,66,4.204692619390966,1,0,1,3,6,17,2.8903717578961645,0,2,2,3,7,13,0,0,5,1,0,149.0
12,102,4.634728988229636,1,0,2,4,2,14,2.70805020110221,1,2,4,0,4,2,2,2,0,2,0,218.0
9,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,23,24,5,5,3,1,243.0
4,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,24,3,2,0,1,0,71.0
5,108,4.6913478822291435,1,0,3,3,8,16,2.833213344056216,1,1,1,2,6,5,16,1,4,4,0,232.0
11,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,18,0,0,3,1,0,185.0
12,117,4.770684624465665,0,0,2,5,7,1,0.6931471805599453,0,1,1,1,1,8,5,1,3,1,1,235.0
6,41,3.7376696182833684,0,2,1,6,1,17,2.8903717578961645,0,2,2,3,7,23,29,5,5,1,0,99.0
14,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,25,6,3,1,1,0,51.0
5,115,4.7535901911063645,0,1,0,3,5,23,3.1780538303479458,0,2,3,2,3,23,24,5,4,23,1,253.0
10,61,4.127134385045092,0,1,1,5,1,25,3.258096538021482,0,1,0,4,5,19,18,4,5,1,0,147.0
6,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,10,20,5,2,1,0,29.0
6,72,4.290459441148391,1,0,2,2,2,10,2.3978952727983707,1,1,0,3,0,14,17,6,4,2,0,154.0
9,87,4.477336814478207,0,0,2,3,7,8,2.1972245773362196,1,2,3,1,8,21,17,6,7,1,0,182.0
7,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,15,10,5,3,1,0,35.0
6,119,4.787491742782046,0,2,4,0,9,11,2.4849066497880004,0,2,1,4,1,13,7,0,2,1,0,249.0
0,83,4.430816798843313,0,2,3,6,3,15,2.772588722239781,0,0,0,1,5,26,8,4,4,1,0,181.0
10,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,29,12,6,6,1,1,107.0
10,120,4.795790545596741,1,0,0,1,0,22,3.1354942159291497,1,1,2,1,2,20,11,3,6,2,0,262.0
2,102,4.634728988229636,1,0,2,4,2,13,2.6390573296152584,0,1,3,6,3,31,26,0,6,1,0,217.0
8,62,4.143134726391533,1,2,2,6,2,22,3.1354942159291497,1,1,2,1,2,6,4,3,6,2,0,146.0
14,115,4.7535901911063645,0,1,0,3,5,16,2.833213344056216,1,1,1,2,6,23,10,5,5,1,0,246.0
0,68,4.23410650459726,1,2,3,5,8,25,3.258096538021482,0,1,0,4,5,27,9,5,3,1,0,161.0
14,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,29,14,6,5,1,0,48.0
11,77,4.356708826689592,0,2,2,0,7,22,3.1354942159291497,1,1,2,1,2,17,3,2,0,11,0,176.0
13,109,4.700480365792417,0,1,4,4,9,16,2.833213344056216,1,1,1,2,6,8,5,1,6,1,0,234.0
13,118,4.77912349311153,1,1,3,6,8,21,3.091042453358316,0,0,1,0,1,31,26,0,3,1,0,257.0
0,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,6,4,3,1,3,0,60.0
8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,21,2,5,1,0,17.0
5,113,4.736198448394496,0,2,3,1,3,11,2.4849066497880004,0,2,1,4,1,28,16,1,0,1,0,237.0
14,92,4.532599493153256,1,2,2,1,2,5,1.791759469228055,0,2,0,5,5,8,5,1,5,1,0,189.0
14,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,1,16,1,4,1,0,45.0
8,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,30,30,4,1,1,0,159.0
7,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,24,2,2,4,1,0,93.0
2,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,22,4,3,5,1,0,68.0
13,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,12,14,6,0,1,0,47.0
10,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,6,4,3,2,1,0,34.0
13,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,3,21,2,7,7,1,91.0
9,119,4.787491742782046,0,2,4,0,9,13,2.6390573296152584,0,1,3,6,3,7,7,0,3,1,0,251.0
4,93,4.543294782270004,0,0,3,2,3,25,3.258096538021482,0,1,0,4,5,20,11,3,3,1,0,211.0
10,59,4.0943445622221,0,2,4,3,9,12,2.5649493574615367,1,0,2,5,2,6,6,3,5,1,0,130.0
7,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,5,1,1,3,2,1,142.0
13,43,3.784189633918261,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,19,8,4,6,1,0,88.0
5,115,4.7535901911063645,0,1,0,3,5,1,0.6931471805599453,0,1,1,1,1,14,14,6,2,1,1,231.0
11,100,4.61512051684126,1,1,0,2,0,9,2.302585092994046,0,0,4,2,9,31,26,0,4,1,0,209.0
1,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,15,20,5,3,3,0,66.0
3,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,3,3,2,1,1,1,89.0
10,80,4.394449154672439,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,25,6,3,6,5,1,165.0
3,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,5,5,1,1,1,0,31.0
14,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,28,5,1,3,1,0,34.0
11,76,4.343805421853684,1,1,1,6,6,21,3.091042453358316,0,0,1,0,1,27,9,5,2,1,0,173.0
3,84,4.442651256490317,1,0,4,0,4,14,2.70805020110221,1,2,4,0,4,28,16,1,1,14,1,182.0
3,114,4.74493212836325,1,0,4,2,4,24,3.2188758248682006,1,0,4,3,4,28,5,1,6,6,0,252.0
14,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,29,28,6,7,1,0,114.0
13,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,21,28,6,3,1,0,51.0
6,99,4.605170185988092,0,0,4,1,9,8,2.1972245773362196,1,2,3,1,8,8,5,1,5,1,0,206.0
5,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,2,21,2,4,1,0,40.0
0,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,29,28,6,1,1,0,163.0
6,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,13,0,0,4,1,0,59.0
9,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,23,10,5,3,1,0,61.0
12,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,19,8,4,4,3,0,24.0
9,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,30,18,4,1,1,0,89.0
14,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,8,5,1,0,1,0,93.0
8,76,4.343805421853684,1,1,1,6,6,9,2.302585092994046,0,0,4,2,9,15,20,5,0,1,0,161.0
11,89,4.499809670330265,0,2,4,5,9,12,2.5649493574615367,1,0,2,5,2,21,28,6,0,1,0,190.0
5,42,3.7612001156935624,1,0,2,0,2,23,3.1780538303479458,0,2,3,2,3,22,19,3,0,1,0,107.0
14,47,3.871201010907891,0,2,2,5,7,23,3.1780538303479458,0,2,3,2,3,10,10,5,0,1,0,117.0
8,97,4.584967478670572,0,1,2,6,7,25,3.258096538021482,0,1,0,4,5,2,31,2,1,1,0,219.0
2,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,21,28,6,7,1,1,181.0
8,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,19,8,4,6,1,0,103.0
9,114,4.74493212836325,1,0,4,2,4,15,2.772588722239781,0,0,0,1,5,2,31,2,1,3,0,243.0
10,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,25,25,3,5,11,1,44.0
6,56,4.04305126783455,1,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,8,5,1,1,2,0,122.0
11,84,4.442651256490317,1,0,4,0,4,24,3.2188758248682006,1,0,4,3,4,11,24,5,4,12,0,192.0
8,93,4.543294782270004,0,0,3,2,3,9,2.302585092994046,0,0,4,2,9,12,14,6,0,3,0,195.0
10,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,28,16,1,5,3,1,177.0
0,22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,10,9,5,2,1,0,59.0
2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,22,6,3,2,20,1,140.0
0,37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,17,15,2,5,1,0,91.0
8,112,4.727387818712341,1,1,2,0,2,2,1.0986122886681098,1,2,2,2,2,12,14,6,1,2,1,226.0
7,118,4.77912349311153,1,1,3,6,8,3,1.3862943611198906,0,0,3,3,3,30,18,4,7,1,0,239.0
13,117,4.770684624465665,0,0,2,5,7,20,3.044522437723423,1,2,0,6,0,8,5,1,5,1,0,254.0
10,48,3.8918202981106265,1,0,3,6,8,13,2.6390573296152584,0,1,3,6,3,10,20,5,1,1,0,109.0
10,82,4.418840607796598,1,1,2,5,2,24,3.2188758248682006,1,0,4,3,4,21,17,6,7,2,0,188.0
2,17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,25,4,3,3,17,1,51.0
2,110,4.709530201312334,1,2,0,5,0,19,2.995732273553991,0,1,4,5,9,2,15,2,4,1,0,239.0
14,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,14,17,6,2,1,0,71.0
12,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,0,2,3,2,3,4,19,3,7,1,0,103.0
4,109,4.700480365792417,0,1,4,4,9,20,3.044522437723423,1,2,0,6,0,29,12,6,2,1,0,238.0
6,111,4.718498871295094,0,0,1,6,1,6,1.9459101490553132,1,0,1,6,6,7,7,0,0,3,0,228.0
9,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,4,25,3,4,1,0,104.0
14,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,7,23,0,3,1,0,37.0
0,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,15,10,5,4,3,1,57.0
7,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,0,26,0,1,1,0,85.0
14,63,4.1588830833596715,0,0,3,0,3,10,2.3978952727983707,1,1,0,3,0,14,17,6,1,1,0,136.0
9,75,4.330733340286331,0,0,0,5,5,12,2.5649493574615367,1,0,2,5,2,20,19,3,6,3,0,162.0
14,117,4.770684624465665,0,0,2,5,7,25,3.258096538021482,0,1,0,4,5,3,3,2,2,1,0,259.0
12,109,4.700480365792417,0,1,4,4,9,17,2.8903717578961645,0,2,2,3,7,3,21,2,2,1,0,235.0
0,78,4.3694478524670215,1,0,3,1,8,18,2.9444389791664403,1,0,3,4,8,21,12,6,1,6,0,174.0
11,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,7,26,0,7,1,0,53.0
14,50,3.9318256327243257,1,2,0,1,0,23,3.1780538303479458,0,2,3,2,3,2,2,2,6,1,0,123.0
5,77,4.356708826689592,0,2,2,0,7,17,2.8903717578961645,0,2,2,3,7,10,10,5,7,1,0,171.0
5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,3,15,2,4,4,1,36.0
1,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,6,11,3,5,2,0,38.0
8,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,25,19,3,1,2,0,60.0
1,95,4.564348191467836,0,2,0,4,5,10,2.3978952727983707,1,1,0,3,0,16,3,2,6,5,0,200.0
14,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,22,4,3,3,5,0,55.0
