slot_buyer_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_n_item1,slot_n_item1_abs_log1p,slot_n_item1_is_even,slot_n_item1_mod3,slot_n_item1_mod5,slot_n_item1_mod7,slot_n_item1_mod10,slot_n_item2,slot_n_item2_abs_log1p,slot_n_item2_is_even,slot_n_item2_mod3,slot_n_item2_mod5,slot_n_item2_mod7,slot_n_item2_mod10,slot_item3_per_item1,slot_item3_per_item1_abs_log1p,slot_item3_per_item1_is_even,slot_item3_per_item1_mod3,slot_item3_per_item1_mod5,slot_item3_per_item1_mod7,slot_item3_per_item1_mod10,slot_cost_item1,slot_cost_item1_abs_log1p,slot_cost_item1_mod3,slot_cost_item1_mod7,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_cost_item3,slot_cost_item3_abs_log1p,slot_cost_item3_is_even,slot_cost_item3_mod3,slot_cost_item3_mod7,slot_cost_item3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
0,4,4,4,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,240,5.484796933490655,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,2,0,0,1,14,8440.0
5,4,4,4,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,22800,10.034559673629849,0,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,190,5.25227342804663,1,1,1,0,3,1,15,412870.0
4,3,3,3,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,10200,9.23024103368252,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,190,5.25227342804663,1,1,1,0,0,1,9,193860.0
6,6,6,6,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1040,6.947937068614969,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,350,5.860786223465865,1,2,0,0,3,1,12,29440.0
1,2,2,2,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,740,6.608000625296087,2,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,340,5.831882477283517,1,1,4,0,0,1,7,63120.0
0,0,0,0,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,4720,8.459775920546287,1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,350,5.860786223465865,1,2,0,0,0,1,4,176640.0
5,3,3,3,22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,1200,7.0909098220799835,0,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,105,4.663439094112067,0,0,0,5,3,1,14,44310.0
6,0,0,0,24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,14000,9.546884034617925,2,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,0,1,11,417280.0
6,6,6,6,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,15050,9.619199713152362,2,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,70,4.2626798770413155,1,1,0,0,3,1,5,435700.0
1,3,3,3,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1600,7.3783837129967145,1,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,5,2,1,4,57525.0
5,2,2,2,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,11200,9.32375833901174,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,110,4.709530201312334,1,2,5,0,0,1,15,209400.0
0,0,0,0,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,540,6.293419278846481,0,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,2,0,1,1,11,6120.0
6,4,4,4,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,2970,7.9966538754626075,0,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,1,0,0,1,6,82630.0
6,1,1,1,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,4480,8.407601514786142,1,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,170,5.14166355650266,1,2,2,0,3,1,4,60640.0
7,2,2,2,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,400,5.993961427306569,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,110,4.709530201312334,1,2,5,0,2,1,8,15840.0
3,1,1,1,23,3.1780538303479458,0,2,3,2,3,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,480,6.175867270105761,0,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,135,4.912654885736052,0,0,2,5,2,1,9,25345.0
6,2,2,2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6400,8.764209507142004,1,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,130,4.875197323201151,1,1,4,0,2,1,7,216500.0
4,2,2,2,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,4160,8.333510708982942,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,210,5.351858133476067,1,0,0,0,3,1,11,75840.0
9,4,4,4,21,3.091042453358316,0,0,1,0,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1680,7.427144133408616,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,130,4.875197323201151,1,1,4,0,3,1,10,61390.0
0,0,0,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,9000,9.105090961257085,0,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,125,4.836281906951478,0,2,6,5,2,1,15,103125.0
0,3,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7000,8.853808274977197,1,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,200,5.303304908059076,1,2,4,0,1,1,11,104000.0
7,5,5,5,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,360,5.8888779583328805,0,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,230,5.442417710521793,1,2,6,0,0,1,13,12320.0
9,6,6,6,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5940,8.689632748355741,0,4,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,1,1,9,110370.0
0,6,6,6,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,9000,9.105090961257085,0,5,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,150,5.017279836814924,1,0,3,0,0,1,11,267900.0
8,3,3,3,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1650,7.409136443920128,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,240,5.484796933490655,1,0,2,0,1,1,10,38100.0
5,3,3,3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1500,7.313886831633462,0,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,1,0,0,1,18,34900.0
3,2,2,2,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,24300,10.098272780745283,0,3,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,340,5.831882477283517,1,1,4,0,3,1,10,606360.0
4,3,3,3,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,16800,9.729193687429403,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,6,0,1,1,9,501000.0
6,1,1,1,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,10800,9.287394001418473,0,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,360,5.8888779583328805,1,0,3,0,2,1,14,240300.0
8,6,6,6,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,15200,9.62911649414402,2,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,100,4.61512051684126,1,1,2,0,1,1,12,145300.0
4,1,1,1,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,960,6.8679744089702925,0,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,400,5.993961427306569,1,1,1,0,3,1,10,20080.0
0,5,5,5,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1360,7.215975002651466,1,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,200,5.303304908059076,1,2,4,0,0,1,8,30110.0
5,2,2,2,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,2240,7.714677473800927,2,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,310,5.739792912179234,1,1,2,0,3,1,7,87370.0
2,3,3,3,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,13500,9.510519035757246,0,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,330,5.802118375377063,1,0,1,0,1,1,14,495300.0
8,1,1,1,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,24500,10.106469212026385,2,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,170,5.14166355650266,1,2,2,0,2,1,4,449260.0
8,4,4,4,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1120,7.02197642307216,1,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,250,5.5254529391317835,1,1,5,0,2,1,6,56320.0
8,3,3,3,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,760,6.634633357861686,1,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,1,1,15,22080.0
2,2,2,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,16200,9.692828247710418,0,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,400,5.993961427306569,1,1,1,0,3,1,8,286600.0
5,2,2,2,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,660,6.493753839851686,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,290,5.673323267171493,1,2,3,0,0,1,11,39500.0
8,5,5,5,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1120,7.02197642307216,1,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,380,5.942799375126701,1,2,2,0,2,1,11,19080.0
0,0,0,0,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,120,4.795790545596741,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,4,0,0,1,11,12720.0
3,3,3,3,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1280,7.155396301896734,2,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,310,5.739792912179234,1,1,2,0,0,1,10,55800.0
1,3,3,3,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,480,6.175867270105761,0,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,280,5.638354669333745,1,1,0,0,1,1,13,12240.0
0,1,1,1,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,2900,7.972810784121404,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,300,5.707110264748875,1,0,6,0,2,1,14,95650.0
5,4,4,4,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,3120,8.045908742270779,0,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,130,4.875197323201151,1,1,4,0,3,1,14,110760.0
1,1,1,1,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6900,8.839421607620602,0,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,3,1,14,196580.0
6,0,0,0,28,3.367295829986474,1,1,3,0,8,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,3150,8.055475141757274,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,70,4.2626798770413155,1,1,0,0,3,1,9,150780.0
0,1,1,1,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1240,7.123672785204607,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,1,1,10,33940.0
5,5,5,5,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,360,5.8888779583328805,0,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,120,4.795790545596741,1,0,1,0,1,1,17,7020.0
6,6,6,6,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,14000,9.546884034617925,2,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,6,5,1,1,9,343500.0
6,3,3,3,28,3.367295829986474,1,1,3,0,8,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,2960,7.993282328101591,2,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,170,5.14166355650266,1,2,2,0,3,1,3,130310.0
5,0,0,0,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,2220,7.7057128238944275,0,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,3,1,7,72500.0
6,6,6,6,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,4900,8.497194544909547,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,16,83620.0
1,6,6,6,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,4050,8.30671904320269,0,4,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,115,4.7535901911063645,0,1,3,5,0,1,5,115750.0
7,2,2,2,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1500,7.313886831633462,0,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,300,5.707110264748875,1,0,6,0,2,1,12,73600.0
9,0,0,0,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,38400,10.555838779903407,0,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,140,4.948759890378168,1,2,0,0,3,1,10,1053440.0
2,4,4,4,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3060,8.026496938945412,0,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,1,0,2,1,7,43980.0
3,2,2,2,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,130,4.875197323201151,1,1,4,0,0,1,9,175200.0
0,2,2,2,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,5600,8.630700432209832,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,220,5.3981627015177525,1,1,3,0,1,1,9,139880.0
6,6,6,6,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,17700,9.781376414141157,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,2,1,7,599300.0
4,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,720,6.580639137284949,0,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,6,0,3,1,11,8460.0
8,4,4,4,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,4600,8.434028950155469,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,250,5.5254529391317835,1,1,5,0,3,1,11,156500.0
1,2,2,2,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,21700,9.985113621416073,1,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,320,5.771441123130016,1,2,5,0,0,1,6,531200.0
1,1,1,1,21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,300,5.707110264748875,0,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,130,4.875197323201151,1,1,4,0,2,1,10,21300.0
5,4,4,4,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,6600,8.79497643168877,0,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,170,5.14166355650266,1,2,2,0,3,1,8,256340.0
2,6,6,6,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,13750,9.528866827722945,1,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,3,1,10,406250.0
4,1,1,1,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2560,7.848153086199526,1,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,100,4.61512051684126,1,1,2,0,2,1,7,80680.0
9,0,0,0,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,960,6.8679744089702925,0,1,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,3,0,0,1,13,22080.0
7,3,3,3,24,3.2188758248682006,1,0,4,3,4,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,25500,10.146472946063877,0,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,5,0,2,1,11,1007460.0
2,6,6,6,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,12000,9.392745258631441,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,340,5.831882477283517,1,1,4,0,2,1,11,256440.0
4,1,1,1,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,1080,6.985641817639208,0,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,130,4.875197323201151,1,1,4,0,3,1,11,40030.0
3,2,2,2,23,3.1780538303479458,0,2,3,2,3,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,6200,8.732465848349879,2,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,8,178425.0
1,4,4,4,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,2320,7.749753406274437,1,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,400,5.993961427306569,1,1,1,0,0,1,14,49200.0
0,5,5,5,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,36400,10.502351525774941,1,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,75,4.330733340286331,0,0,5,5,3,1,12,392625.0
9,4,4,4,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,4050,8.30671904320269,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,5,5,1,1,13,77325.0
3,5,5,5,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4680,8.45126704130007,0,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,300,5.707110264748875,1,0,6,0,1,1,9,184080.0
6,1,1,1,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1860,7.528869256642251,0,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,1,0,0,1,6,83760.0
4,3,3,3,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,3520,8.166500319155052,1,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,185,5.225746673713202,0,2,3,5,3,1,4,87460.0
8,0,0,0,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3120,8.045908742270779,0,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,270,5.602118820879701,1,0,4,0,2,1,13,115600.0
9,4,4,4,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,7350,8.902591637374087,0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,5,0,1,1,11,68370.0
9,5,5,5,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,700,6.55250788703459,1,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,120,4.795790545596741,1,0,1,0,3,1,14,22840.0
1,1,1,1,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1280,7.155396301896734,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,6,5,3,1,7,43440.0
8,2,2,2,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,9600,9.169622538697624,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,1,0,3,1,13,117040.0
0,4,4,4,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4900,8.497194544909547,1,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,120,4.795790545596741,1,0,1,0,1,1,8,138080.0
9,1,1,1,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,10800,9.287394001418473,0,6,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,190,5.25227342804663,1,1,1,0,0,1,13,311390.0
