slot_person_name,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_box_weight_oz,slot_box_weight_oz_abs_log1p,slot_box_weight_oz_is_even,slot_box_weight_oz_mod3,slot_box_weight_oz_mod5,slot_box_weight_oz_mod7,slot_box_weight_oz_mod10,slot_item_weight_oz,slot_item_weight_oz_abs_log1p,slot_item_weight_oz_is_even,slot_item_weight_oz_mod3,slot_item_weight_oz_mod5,slot_item_weight_oz_mod7,slot_item_weight_oz_mod10,gcd_all,n_multiple_pairs,y
2,280,5.638354669333745,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,2,2,8,8,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,5,45.0
7,342,5.8377304471659395,1,0,2,6,2,9,2.302585092994046,0,0,4,2,9,2,2,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,3,114.0
6,243,5.497168225293202,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,7,7,0,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,2,82.69
6,100,4.61512051684126,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,6,6,4,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,6,26.25
4,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,8,8,8,8,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,2,36.12
9,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,5,4,4,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,8,6.5
9,207,5.337538079701318,0,0,2,4,7,9,2.302585092994046,0,0,4,2,9,2,2,5,5,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,2,50.31
2,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,3,3,6,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,3,15.75
0,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,7,8,8,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,6,49.5
9,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,0,0,9,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,2,7.19
7,144,4.976733742420574,1,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,9,9,5,5,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,6,51.75
0,225,5.420534999272286,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,3,3,9,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,4,48.44
0,120,4.795790545596741,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,2,1,1,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,2,66.25
8,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,3,9,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,3,33.75
9,242,5.493061443340548,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,6,6,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,7,31.62
2,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,2,2,4,4,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,2,26.0
1,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,9,9,1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,7.0
6,175,5.170483995038151,0,1,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,4,1,1,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,2,81.25
4,280,5.638354669333745,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,3,3,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,2,95.0
0,418,6.037870919922137,1,1,3,5,8,11,2.4849066497880004,0,2,1,4,1,0,0,7,7,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,4,95.0
7,78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,9,9,8,8,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,5,21.12
1,342,5.8377304471659395,1,0,2,6,2,9,2.302585092994046,0,0,4,2,9,1,1,3,3,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,1,161.5
6,160,5.081404364984463,1,1,0,6,0,4,1.6094379124341003,1,1,4,4,4,9,9,2,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,5,110.0
6,155,5.049856007249537,0,2,0,1,5,5,1.791759469228055,0,2,0,5,5,7,7,2,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,3,85.25
7,224,5.41610040220442,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,0,0,8,8,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,4,84.0
8,480,6.175867270105761,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,6,6,2,2,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,7,150.0
9,156,5.056245805348308,1,0,1,2,6,4,1.6094379124341003,1,1,4,4,4,6,6,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,9,12.19
2,208,5.342334251964811,1,1,3,5,8,8,2.1972245773362196,1,2,3,1,8,7,7,8,8,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,4,60.12
0,165,5.111987788356544,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,4,4,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,4,37.12
3,105,4.663439094112067,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,4,7,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,4,26.25
0,288,5.666426688112432,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,9,9,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,37.5
2,280,5.638354669333745,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,2,77.5
9,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,7,7,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,3,10.75
4,104,4.653960350157523,1,2,4,6,4,8,2.1972245773362196,1,2,3,1,8,6,6,8,8,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,2,50.38
6,396,5.983936280687191,1,0,1,4,6,12,2.5649493574615367,1,0,2,5,2,2,2,0,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,165.0
7,216,5.37989735354046,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,7,7,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,61.5
2,266,5.58724865840025,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,9,9,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,7,35.62
6,148,5.003946305945459,1,1,3,1,8,4,1.6094379124341003,1,1,4,4,4,9,9,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,5,30.06
7,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,5,5,6,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,3,22.5
4,420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,7,7,7,7,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,4,113.75
9,130,4.875197323201151,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,0,0,9,9,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,5,30.88
2,165,5.111987788356544,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,8,8,5,5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,4,84.56
0,160,5.081404364984463,1,1,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,7,42.5
1,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,0,0,3,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,2,13.88
1,110,4.709530201312334,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,7,7,4,4,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,3,50.19
0,297,5.697093486505405,0,0,2,3,7,9,2.302585092994046,0,0,4,2,9,9,9,0,0,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,1,121.69
9,324,5.783825182329737,1,0,4,2,4,9,2.302585092994046,0,0,4,2,9,1,1,7,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,3,56.25
8,54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,8,8,5,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,3,10.88
2,156,5.056245805348308,1,0,1,2,6,12,2.5649493574615367,1,0,2,5,2,9,9,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,8,39.81
9,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,1,1,9,9,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,2,35.94
3,96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,9,9,5,5,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,8,36.0
5,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,4,4,4,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,5,15.12
2,290,5.673323267171493,1,2,0,3,0,10,2.3978952727983707,1,1,0,3,0,5,5,9,9,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,3,121.44
1,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,1,2,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,6,14.62
0,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,7,7,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,3,72.0
9,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,0,0,6,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,6,30.0
5,363,5.8971538676367405,0,0,3,6,3,11,2.4849066497880004,0,2,1,4,1,1,1,4,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,5,47.44
5,276,5.6240175061873385,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,2,2,6,6,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,3,83.38
2,252,5.53338948872752,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,5,5,2,2,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,3,72.19
5,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,7,7,1,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,6,31.0
6,186,5.231108616854587,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,8,8,9,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,27.12
0,99,4.605170185988092,0,0,4,1,9,11,2.4849066497880004,0,2,1,4,1,0,0,6,6,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,3,37.12
2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,6,6,8,8,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,5,51.0
7,120,4.795790545596741,1,0,0,1,0,12,2.5649493574615367,1,0,2,5,2,7,7,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,4,33.75
7,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,4,4,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,7,10.5
9,210,5.351858133476067,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,2,2,7,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,3,91.88
7,266,5.58724865840025,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,2,78.38
1,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,5,5,6,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,3,25.5
8,324,5.783825182329737,1,0,4,2,4,9,2.302585092994046,0,0,4,2,9,1,1,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,105.75
8,192,5.262690188904886,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,0,0,5,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,4,84.0
2,110,4.709530201312334,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,4,4,8,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,24.06
9,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,7,7,4,4,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,5,26.25
1,100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,4,4,6,6,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,3,31.25
3,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,1,1,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,13.06
7,276,5.6240175061873385,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,4,4,8,8,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,4,87.69
0,220,5.3981627015177525,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,3,3,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,5,37.5
6,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,6,6,7,7,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,5,25.44
1,182,5.209486152841421,1,2,2,0,2,7,2.0794415416798357,0,1,2,0,7,4,4,7,7,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,4,55.25
5,333,5.811140992976701,0,0,3,4,3,9,2.302585092994046,0,0,4,2,9,1,1,0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,4,76.31
7,150,5.017279836814924,1,0,0,3,0,6,1.9459101490553132,1,0,1,6,6,7,7,1,1,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,4,54.69
3,220,5.3981627015177525,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,0,4,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,2,66.25
3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,3,3,7,7,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,7,30.0
5,380,5.942799375126701,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,7,7,1,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,6,66.5
8,420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,6,6,3,3,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,4,6,148.75
2,240,5.484796933490655,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,6,6,7,7,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,7,75.0
5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,9,9,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,6,6.88
8,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,5,5,6,6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,4,20.62
5,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,5,5,6,6,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,4,15.75
1,120,4.795790545596741,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,5,5,5,5,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,5,82.5
4,168,5.1298987149230735,1,0,3,0,8,6,1.9459101490553132,1,0,1,6,6,7,7,3,3,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,3,80.5
6,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,3,3,8,8,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,7,35.75
1,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,1,7,7,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,8,15.0
3,126,4.844187086458591,1,0,1,0,6,6,1.9459101490553132,1,0,1,6,6,6,6,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,4,42.0
0,324,5.783825182329737,1,0,4,2,4,9,2.302585092994046,0,0,4,2,9,6,6,0,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,3,85.5
1,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,6,6,0,0,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,5,38.81
9,175,5.170483995038151,0,1,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,4,8,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,26.56
9,420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,1,1,6,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,5,67.81
8,198,5.293304824724492,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,4,4,0,0,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,1,7,49.5
1,444,6.09807428216624,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,9,9,9,9,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,7,83.25
0,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,9,9,0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,6,20.62
7,210,5.351858133476067,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,6,6,6,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,4,52.5
8,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,4,4,1,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,5,15.75
1,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,5,5,2,2,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,3,36.0
7,370,5.916202062607435,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,3,3,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,50.88
0,432,6.07073772800249,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,8,45.0
0,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,5,5,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,2,32.0
6,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,6,6,2,2,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,5,40.0
5,143,4.969813299576001,0,2,3,3,3,11,2.4849066497880004,0,2,1,4,1,3,3,1,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,52.81
0,165,5.111987788356544,0,0,0,4,5,11,2.4849066497880004,0,2,1,4,1,2,2,1,1,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,4,41.25
6,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,7,7,5,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,6,4.81
2,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,0,0,3,3,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,1,38.0
4,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,4,4,6,6,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,2,23.44
6,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,6,6,5,5,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,7,6.75
5,304,5.720311776607412,1,1,4,3,4,8,2.1972245773362196,1,2,3,1,8,3,3,8,8,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,7,52.25
6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,8,8,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,3,17.5
6,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,4,4,1,1,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,2,21.31
6,232,5.4510384535657,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,1,7,7,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,6,41.69
5,108,4.6913478822291435,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,5,5,5,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,5,39.0
0,266,5.58724865840025,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,4,4,0,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,1,114.0
9,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,2,2,7,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,6,27.0
3,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,2,9,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,8,8.62
4,440,6.089044875446846,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,2,2,4,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,5,95.0
7,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,4,4,6,6,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,2,17.94
4,175,5.170483995038151,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,9,9,0,0,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,5,41.56
2,91,4.5217885770490405,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,9,9,8,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,3,22.75
4,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,6,6,9,9,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,6,5.0
8,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,4,7,7,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,3,39.38
5,228,5.43372200355424,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,4,4,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,8,61.75
4,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,7,7,5,5,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,7,26.12
3,144,4.976733742420574,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,8,5,5,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,4,85.5
5,253,5.537334267018537,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,7,7,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,3,57.5
3,185,5.225746673713202,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,9,9,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,4,34.69
8,140,4.948759890378168,1,2,0,0,0,7,2.0794415416798357,0,1,2,0,7,0,0,9,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,2,30.0
5,198,5.293304824724492,1,0,3,2,8,11,2.4849066497880004,0,2,1,4,1,3,3,3,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,3,55.12
1,93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,6,6,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,5,52.31
