slot_reported,slot_reported_abs_log1p,slot_reported_is_even,slot_reported_mod3,slot_reported_mod5,slot_reported_mod7,slot_reported_mod10,slot_percent,slot_percent_abs_log1p,slot_percent_is_even,slot_percent_mod3,slot_percent_mod5,slot_percent_mod7,slot_percent_mod10,slot_name_overstater,slot_name_corrector,slot_event,gcd_all,n_multiple_pairs,y
260,5.564520407322694,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,1,5,0,10,0,200.0
651,6.480044561926653,0,0,1,0,1,55,4.02535169073515,0,1,0,6,5,0,5,2,1,0,420.0
667,6.504288173536645,0,1,2,2,7,45,3.828641396489095,0,0,0,3,5,4,6,8,1,0,460.0
689,6.536691597591305,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,3,0,6,1,0,650.0
299,5.703782474656201,0,2,4,5,9,15,2.772588722239781,0,0,0,1,5,6,0,7,1,0,260.0
169,5.135798437050262,0,1,4,1,9,30,3.4339872044851463,1,0,0,2,0,3,2,4,1,0,130.0
663,6.498282149476434,0,0,3,5,3,56,4.04305126783455,1,2,1,0,6,5,7,0,1,0,425.0
3021,8.013674142832684,0,0,1,4,1,59,4.0943445622221,0,2,4,3,9,0,0,6,1,0,1900.0
2996,8.005367067316664,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,5,1,5,7,1,2800.0
595,6.39024066706535,0,1,0,0,5,19,2.995732273553991,0,1,4,5,9,2,3,9,1,0,500.0
837,6.731018100482083,0,0,2,4,7,24,3.2188758248682006,1,0,4,3,4,6,7,9,3,0,675.0
539,6.29156913955832,0,2,4,0,9,54,4.007333185232471,1,0,4,5,4,0,2,9,1,0,350.0
1449,7.27931883541462,0,0,4,0,9,38,3.6635616461296463,1,2,3,3,8,1,6,2,1,0,1050.0
648,6.47543271670409,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,1,3,8,1,600.0
456,6.124683390894205,1,0,1,1,6,52,3.970291913552122,1,1,2,3,2,0,3,0,4,0,300.0
1666,7.418780882750794,1,1,1,0,6,19,2.995732273553991,0,1,4,5,9,3,4,8,1,0,1400.0
1417,7.257002707092073,0,1,2,3,7,9,2.302585092994046,0,0,4,2,9,3,2,5,1,0,1300.0
530,6.274762021241939,1,2,0,5,0,6,1.9459101490553132,1,0,1,6,6,2,3,1,2,0,500.0
868,6.767343125265392,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,6,6,9,4,0,700.0
4553,8.423761246623686,0,2,3,3,3,57,4.060443010546419,0,0,2,1,7,0,4,1,1,0,2900.0
513,6.2422232654551655,0,0,3,2,3,14,2.70805020110221,1,2,4,0,4,5,2,4,1,0,450.0
1666,7.418780882750794,1,1,1,0,6,19,2.995732273553991,0,1,4,5,9,4,6,9,1,0,1400.0
231,5.44673737166631,0,0,1,0,1,32,3.4965075614664802,1,2,2,4,2,4,7,9,1,0,175.0
124,4.8283137373023015,1,1,4,5,4,24,3.2188758248682006,1,0,4,3,4,5,6,0,4,0,100.0
1386,7.234898420314831,1,0,1,0,6,26,3.295836866004329,1,2,1,5,6,5,3,2,2,0,1100.0
135,4.912654885736052,0,0,0,2,5,25,3.258096538021482,0,1,0,4,5,5,4,0,5,0,108.0
224,5.41610040220442,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,6,0,7,4,0,200.0
120,4.795790545596741,1,0,0,1,0,60,4.110873864173311,1,0,0,4,0,5,1,6,60,1,75.0
253,5.537334267018537,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,6,4,4,1,0,230.0
40,3.713572066704308,1,1,0,5,0,60,4.110873864173311,1,0,0,4,0,2,0,8,20,0,25.0
1752,7.469083884921234,1,0,2,2,2,46,3.8501476017100584,1,1,1,4,6,0,7,6,2,0,1200.0
85,4.454347296253507,0,1,0,1,5,25,3.258096538021482,0,1,0,4,5,2,4,7,5,0,68.0
77,4.356708826689592,0,2,2,0,7,40,3.713572066704308,1,1,0,5,0,2,5,3,1,0,55.0
363,5.8971538676367405,0,0,3,6,3,21,3.091042453358316,0,0,1,0,1,4,6,1,3,0,300.0
1738,7.461065514354283,1,1,3,2,8,58,4.07753744390572,1,1,3,2,8,2,6,1,2,0,1100.0
1341,7.201916317531627,0,0,1,4,1,49,3.912023005428146,0,1,4,0,9,2,2,8,1,0,900.0
768,6.645090969505644,1,0,3,5,8,28,3.367295829986474,1,1,3,0,8,4,1,1,4,0,600.0
1469,7.293017679772782,0,2,4,6,9,13,2.6390573296152584,0,1,3,6,3,3,4,9,13,1,1300.0
2420,7.791935956938058,1,2,0,5,0,21,3.091042453358316,0,0,1,0,1,6,3,1,1,0,2000.0
3146,8.054204897064407,1,2,1,3,6,21,3.091042453358316,0,0,1,0,1,3,3,3,1,0,2600.0
112,4.727387818712341,1,1,2,0,2,12,2.5649493574615367,1,0,2,5,2,3,5,5,4,0,100.0
3180,8.064950891749143,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,0,2,3,1,0,2000.0
828,6.720220155135295,1,0,3,2,8,38,3.6635616461296463,1,2,3,3,8,4,7,2,2,0,600.0
891,6.79346613258001,0,0,1,2,1,32,3.4965075614664802,1,2,2,4,2,5,4,6,1,0,675.0
297,5.697093486505405,0,0,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,0,9,1,0,275.0
522,6.259581464064923,1,0,2,4,2,16,2.833213344056216,1,1,1,2,6,5,2,6,2,0,450.0
324,5.783825182329737,1,0,4,2,4,8,2.1972245773362196,1,2,3,1,8,1,4,6,4,0,300.0
735,6.601230118728877,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,7,0,7,1,0,500.0
2032,7.617267813628347,1,1,2,2,2,27,3.332204510175204,0,0,2,6,7,2,7,5,1,0,1600.0
4470,8.405367376233981,1,0,0,4,0,49,3.912023005428146,0,1,4,0,9,7,0,2,1,0,3000.0
200,5.303304908059076,1,2,0,4,0,60,4.110873864173311,1,0,0,4,0,3,7,8,20,0,125.0
3042,8.02059914989697,1,0,2,4,2,17,2.8903717578961645,0,2,2,3,7,2,7,7,1,0,2600.0
1469,7.293017679772782,0,2,4,6,9,13,2.6390573296152584,0,1,3,6,3,2,1,0,13,1,1300.0
646,6.472346294500901,1,1,1,2,6,52,3.970291913552122,1,1,2,3,2,5,3,2,2,0,425.0
327,5.793013608384144,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,0,3,7,3,0,300.0
714,6.5722825426940075,1,0,4,0,4,36,3.6109179126442243,1,0,1,1,6,0,1,0,6,0,525.0
342,5.8377304471659395,1,0,2,6,2,52,3.970291913552122,1,1,2,3,2,4,0,5,2,0,225.0
2227,7.708859601047175,0,1,2,1,7,31,3.4657359027997265,0,1,1,3,1,1,7,0,1,0,1700.0
923,6.828712071641684,0,2,3,6,3,42,3.7612001156935624,1,0,2,0,2,4,5,0,1,0,650.0
2737,7.914983005848394,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,4,6,1,1,0,2300.0
2055,7.628517626575055,0,0,0,4,5,37,3.6375861597263857,0,1,2,2,7,1,1,7,1,0,1500.0
1498,7.312553498102598,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,7,2,4,7,1,1400.0
3444,8.144679183447758,1,0,4,0,4,23,3.1780538303479458,0,2,3,2,3,0,2,7,1,0,2800.0
112,4.727387818712341,1,1,2,0,2,40,3.713572066704308,1,1,0,5,0,5,1,6,8,0,80.0
108,4.6913478822291435,1,0,3,3,8,35,3.58351893845611,0,2,0,0,5,1,4,6,1,0,80.0
682,6.52649485957079,1,1,2,3,2,24,3.2188758248682006,1,0,4,3,4,6,5,4,2,0,550.0
2675,7.892078421248119,0,2,0,1,5,7,2.0794415416798357,0,1,2,0,7,7,1,1,1,0,2500.0
2214,7.703007682479236,1,0,4,2,4,23,3.1780538303479458,0,2,3,2,3,7,4,3,1,0,1800.0
2331,7.754481547470383,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,4,4,7,1,0,2100.0
963,6.871091294610546,0,0,3,4,3,7,2.0794415416798357,0,1,2,0,7,2,2,8,1,0,900.0
488,6.192362489474872,1,2,3,5,8,22,3.1354942159291497,1,1,2,1,2,3,4,2,2,0,400.0
528,6.270988431858299,1,0,3,3,8,32,3.4965075614664802,1,2,2,4,2,3,1,7,16,0,400.0
138,4.9344739331306915,1,0,3,5,8,15,2.772588722239781,0,0,0,1,5,2,5,7,3,0,120.0
954,6.86171134048073,1,0,4,2,4,59,4.0943445622221,0,2,4,3,9,3,0,7,1,0,600.0
232,5.4510384535657,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,2,7,0,8,0,200.0
146,4.990432586778736,1,2,1,6,6,46,3.8501476017100584,1,1,1,4,6,4,3,6,2,0,100.0
1170,7.065613363597717,1,0,0,1,0,56,4.04305126783455,1,2,1,0,6,0,2,7,2,0,750.0
2261,7.724004656676065,0,2,1,0,1,33,3.5263605246161616,0,0,3,5,3,2,3,7,1,0,1700.0
548,6.3080984415095305,1,2,3,2,8,37,3.6375861597263857,0,1,2,2,7,5,5,1,1,0,400.0
1264,7.142827401161621,1,1,4,4,4,58,4.07753744390572,1,1,3,2,8,7,1,3,2,0,800.0
319,5.768320995793772,0,1,4,4,9,10,2.3978952727983707,1,1,0,3,0,0,5,1,1,0,290.0
1617,7.388946097618437,0,0,2,0,7,47,3.871201010907891,0,2,2,5,7,3,4,2,1,0,1100.0
377,5.934894195619588,0,2,2,6,7,30,3.4339872044851463,1,0,0,2,0,5,5,4,1,0,290.0
18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,5,1,7,2,0,15.0
91,4.5217885770490405,0,1,1,0,1,30,3.4339872044851463,1,0,0,2,0,2,0,6,1,0,70.0
527,6.269096283706261,0,2,2,2,7,24,3.2188758248682006,1,0,4,3,4,3,5,7,1,0,425.0
693,6.542471960506805,0,0,3,0,3,54,4.007333185232471,1,0,4,5,4,6,0,8,9,0,450.0
413,6.025865973825314,0,2,3,0,3,18,2.9444389791664403,1,0,3,4,8,0,0,3,1,0,350.0
105,4.663439094112067,0,0,0,0,5,40,3.713572066704308,1,1,0,5,0,5,7,1,5,0,75.0
990,6.898714534329988,1,0,0,3,0,32,3.4965075614664802,1,2,2,4,2,0,2,0,2,0,750.0
2288,7.735870319952567,1,2,3,6,8,43,3.784189633918261,0,1,3,1,3,0,5,4,1,0,1600.0
800,6.68586094706836,1,2,0,2,0,28,3.367295829986474,1,1,3,0,8,2,1,9,4,0,625.0
418,6.037870919922137,1,1,3,5,8,52,3.970291913552122,1,1,2,3,2,0,4,1,2,0,275.0
1846,7.52131798019924,1,1,1,5,6,42,3.7612001156935624,1,0,2,0,2,5,2,5,2,0,1300.0
54,4.007333185232471,1,0,4,5,4,50,3.9318256327243257,1,2,0,1,0,7,0,1,2,0,36.0
1168,7.063903961472068,1,1,3,6,8,46,3.8501476017100584,1,1,1,4,6,2,5,8,2,0,800.0
1778,7.483806687665835,1,2,3,0,8,27,3.332204510175204,0,0,2,6,7,4,2,9,1,0,1400.0
306,5.726847747587197,1,0,1,5,6,36,3.6109179126442243,1,0,1,1,6,6,4,8,18,0,225.0
150,5.017279836814924,1,0,0,3,0,20,3.044522437723423,1,2,0,6,0,0,2,4,10,0,125.0
3336,8.112827478751374,1,0,1,4,6,39,3.6888794541139363,0,0,4,4,9,3,6,4,3,0,2400.0
2115,7.65728279297819,0,0,0,1,5,41,3.7376696182833684,0,2,1,6,1,3,6,7,1,0,1500.0
3870,8.261268150577648,1,0,0,6,0,29,3.4011973816621555,0,2,4,1,9,1,0,3,1,0,3000.0
15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,0,6,5,5,0,12.0
960,6.8679744089702925,1,0,0,1,0,28,3.367295829986474,1,1,3,0,8,6,5,7,4,0,750.0
649,6.476972362889683,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,4,5,6,1,0,550.0
1070,6.976348070447749,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,3,7,2,1,0,1000.0
63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,3,1,0,60.0
70,4.2626798770413155,1,1,0,0,0,25,3.258096538021482,0,1,0,4,5,7,4,1,5,0,56.0
380,5.942799375126701,1,2,0,2,0,52,3.970291913552122,1,1,2,3,2,3,2,4,4,0,250.0
87,4.477336814478207,0,0,2,3,7,50,3.9318256327243257,1,2,0,1,0,6,6,7,1,0,58.0
1070,6.976348070447749,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,7,0,1,1,0,1000.0
756,6.6293632534374485,1,0,1,0,6,12,2.5649493574615367,1,0,2,5,2,5,0,4,12,1,675.0
630,6.447305862541213,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,7,5,3,5,1,600.0
339,5.8289456176102075,0,0,4,3,9,13,2.6390573296152584,0,1,3,6,3,5,5,4,1,0,300.0
35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,7,6,0,5,0,25.0
354,5.872117789475416,1,0,4,4,4,18,2.9444389791664403,1,0,3,4,8,5,4,7,6,0,300.0
755,6.628041376179533,0,2,0,6,5,51,3.9512437185814275,0,0,1,2,1,2,5,2,1,0,500.0
3144,8.05356916913454,1,0,4,1,4,31,3.4657359027997265,0,1,1,3,1,1,4,3,1,0,2400.0
957,6.86484777797086,0,0,2,5,7,32,3.4965075614664802,1,2,2,4,2,3,1,6,1,0,725.0
325,5.786897381366708,0,1,0,3,5,30,3.4339872044851463,1,0,0,2,0,0,4,6,5,0,250.0
1859,7.528331766707247,0,2,4,4,9,43,3.784189633918261,0,1,3,1,3,3,5,2,1,0,1300.0
110,4.709530201312334,1,2,0,5,0,25,3.258096538021482,0,1,0,4,5,2,2,3,5,0,88.0
240,5.484796933490655,1,0,0,2,0,60,4.110873864173311,1,0,0,4,0,4,7,7,60,1,150.0
3725,8.223090551161533,0,2,0,1,5,49,3.912023005428146,0,1,4,0,9,4,7,2,1,0,2500.0
234,5.459585514144159,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,2,6,6,6,0,180.0
228,5.43372200355424,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,3,5,0,2,0,200.0
596,6.391917113392602,1,2,1,1,6,49,3.912023005428146,0,1,4,0,9,4,2,9,1,0,400.0
638,6.459904454377535,1,2,3,1,8,45,3.828641396489095,0,0,0,3,5,7,0,2,1,0,440.0
756,6.6293632534374485,1,0,1,0,6,26,3.295836866004329,1,2,1,5,6,7,1,5,2,0,600.0
2156,7.676473646389156,1,2,1,0,6,54,4.007333185232471,1,0,4,5,4,1,6,8,2,0,1400.0
2086,7.643482907077201,1,1,1,0,6,49,3.912023005428146,0,1,4,0,9,6,3,0,7,0,1400.0
598,6.395261598115449,1,1,3,3,8,15,2.772588722239781,0,0,0,1,5,5,1,3,1,0,520.0
234,5.459585514144159,1,0,4,3,4,56,4.04305126783455,1,2,1,0,6,0,0,9,2,0,150.0
644,6.4692503167957724,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,5,7,6,4,0,575.0
726,6.588926477533519,1,0,1,5,6,21,3.091042453358316,0,0,1,0,1,7,3,4,3,0,600.0
553,6.317164686747284,0,1,3,0,3,58,4.07753744390572,1,1,3,2,8,2,3,9,1,0,350.0
432,6.07073772800249,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,4,1,9,4,0,300.0
1239,7.122866658599083,0,0,4,0,9,18,2.9444389791664403,1,0,3,4,8,6,7,1,3,0,1050.0
1529,7.333023014386481,0,2,4,3,9,39,3.6888794541139363,0,0,4,4,9,1,2,5,1,0,1100.0
186,5.231108616854587,1,0,1,4,6,24,3.2188758248682006,1,0,4,3,4,1,0,4,6,0,150.0
183,5.214935757608986,0,0,3,1,3,22,3.1354942159291497,1,1,2,1,2,5,5,8,1,0,150.0
1065,6.97166860472579,0,0,0,1,5,42,3.7612001156935624,1,0,2,0,2,4,4,1,3,0,750.0
24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,0,1,0,0,6,1,2,0,16.0
84,4.442651256490317,1,0,4,0,4,40,3.713572066704308,1,1,0,5,0,6,4,4,4,0,60.0
3164,8.059908334578276,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,0,6,7,1,0,2800.0
1309,7.177782416195197,0,1,4,0,9,54,4.007333185232471,1,0,4,5,4,5,6,5,1,0,850.0
1270,7.147559271189454,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,4,0,4,1,0,1000.0
32,3.4965075614664802,1,2,2,4,2,60,4.110873864173311,1,0,0,4,0,2,4,1,4,0,20.0
1617,7.388946097618437,0,0,2,0,7,47,3.871201010907891,0,2,2,5,7,0,4,7,1,0,1100.0
2416,7.790282380703483,1,1,1,1,6,51,3.9512437185814275,0,0,1,2,1,5,3,5,1,0,1600.0
1323,7.188412736496954,0,0,3,0,3,26,3.295836866004329,1,2,1,5,6,6,4,6,1,0,1050.0
609,6.413458957167357,0,0,4,0,9,5,1.791759469228055,0,2,0,5,5,2,4,1,1,0,580.0
124,4.8283137373023015,1,1,4,5,4,24,3.2188758248682006,1,0,4,3,4,0,1,5,4,0,100.0
984,6.892641641172089,1,0,4,4,4,23,3.1780538303479458,0,2,3,2,3,3,5,5,1,0,800.0
1605,7.381501894506707,0,0,0,2,5,7,2.0794415416798357,0,1,2,0,7,1,2,3,1,0,1500.0
240,5.484796933490655,1,0,0,2,0,60,4.110873864173311,1,0,0,4,0,3,7,6,60,1,150.0
1080,6.985641817639208,1,0,0,2,0,44,3.8066624897703196,1,2,4,2,4,5,6,0,4,0,750.0
3059,8.026170194946426,0,2,4,0,9,33,3.5263605246161616,0,0,3,5,3,1,4,6,1,0,2300.0
243,5.497168225293202,0,0,3,5,3,35,3.58351893845611,0,2,0,0,5,5,7,5,1,0,180.0
1185,7.078341579557671,0,0,0,2,5,58,4.07753744390572,1,1,3,2,8,7,7,8,1,0,750.0
1887,7.543273346705446,0,0,2,4,7,11,2.4849066497880004,0,2,1,4,1,1,2,0,1,0,1700.0
3799,8.242756345714477,0,1,4,5,9,31,3.4657359027997265,0,1,1,3,1,0,4,8,1,0,2900.0
1130,7.030857476116121,1,2,0,3,0,13,2.6390573296152584,0,1,3,6,3,7,6,6,1,0,1000.0
897,6.8001700683022,0,0,2,1,7,38,3.6635616461296463,1,2,3,3,8,7,1,7,1,0,650.0
976,6.884486652042782,1,1,1,3,6,22,3.1354942159291497,1,1,2,1,2,2,7,2,2,0,800.0
234,5.459585514144159,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,4,3,6,6,0,180.0
2533,7.837554360881084,0,1,3,6,3,49,3.912023005428146,0,1,4,0,9,0,6,2,1,0,1700.0
333,5.811140992976701,0,0,3,4,3,48,3.8918202981106265,1,0,3,6,8,0,1,0,3,0,225.0
1710,7.444833273892193,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,3,7,5,2,0,1500.0
2059,7.630461261783627,0,1,4,1,9,42,3.7612001156935624,1,0,2,0,2,6,6,6,1,0,1450.0
357,5.8805329864007,0,0,2,0,7,5,1.791759469228055,0,2,0,5,5,1,5,5,1,0,340.0
1510,7.32052696227274,1,1,0,5,0,51,3.9512437185814275,0,0,1,2,1,6,5,1,1,0,1000.0
22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,2,0,3,2,0,20.0
1988,7.5953872788539725,1,2,3,0,8,42,3.7612001156935624,1,0,2,0,2,2,4,4,14,0,1400.0
1391,7.238496840894365,0,2,1,5,1,7,2.0794415416798357,0,1,2,0,7,2,3,7,1,0,1300.0
33,3.5263605246161616,0,0,3,5,3,50,3.9318256327243257,1,2,0,1,0,2,6,5,1,0,22.0
869,6.76849321164863,0,2,4,1,9,58,4.07753744390572,1,1,3,2,8,0,3,3,1,0,550.0
282,5.645446897643238,1,0,2,2,2,41,3.7376696182833684,0,2,1,6,1,6,5,8,1,0,200.0
556,6.322565239927284,1,1,1,3,6,39,3.6888794541139363,0,0,4,4,9,7,0,1,1,0,400.0
4172,8.336390480591552,1,2,2,0,2,49,3.912023005428146,0,1,4,0,9,4,2,3,7,0,2800.0
274,5.616771097666572,1,1,4,1,4,37,3.6375861597263857,0,1,2,2,7,6,7,7,1,0,200.0
684,6.529418838262226,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,5,4,9,2,0,600.0
3171,8.06211758275474,0,0,1,0,1,51,3.9512437185814275,0,0,1,2,1,3,5,1,3,0,2100.0
825,6.716594773520978,0,0,0,6,5,32,3.4965075614664802,1,2,2,4,2,1,1,0,1,0,625.0
1020,6.928537818164665,1,0,0,5,0,36,3.6109179126442243,1,0,1,1,6,6,2,3,12,0,750.0
1311,7.179307969504034,0,0,1,2,1,38,3.6635616461296463,1,2,3,3,8,5,3,2,19,0,950.0
381,5.945420608606575,0,0,1,3,1,27,3.332204510175204,0,0,2,6,7,1,3,9,3,0,300.0
531,6.2766434893416445,0,0,1,6,1,18,2.9444389791664403,1,0,3,4,8,3,7,5,9,0,450.0
2660,7.886457270977689,1,2,0,0,0,33,3.5263605246161616,0,0,3,5,3,5,1,9,1,0,2000.0
21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,6,1,7,1,0,14.0
1102,7.005789019253503,1,1,2,3,2,52,3.970291913552122,1,1,2,3,2,6,1,6,2,0,725.0
1845,7.520776415062797,0,0,0,4,5,23,3.1780538303479458,0,2,3,2,3,6,4,8,1,0,1500.0
84,4.442651256490317,1,0,4,0,4,12,2.5649493574615367,1,0,2,5,2,2,6,5,12,1,75.0
930,6.836259277277067,1,0,0,6,0,55,4.02535169073515,0,1,0,6,5,4,7,0,5,0,600.0
1963,7.582738488914411,0,1,3,3,3,51,3.9512437185814275,0,0,1,2,1,1,7,3,1,0,1300.0
759,6.633318433280377,0,0,4,3,9,32,3.4965075614664802,1,2,2,4,2,0,6,4,1,0,575.0
948,6.855408798609928,1,0,3,3,8,58,4.07753744390572,1,1,3,2,8,4,7,5,2,0,600.0
3180,8.064950891749143,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,6,5,4,1,0,2000.0
2507,7.827240901752812,0,2,2,1,7,9,2.302585092994046,0,0,4,2,9,3,0,0,1,0,2300.0
1937,7.569411792450712,0,2,2,5,7,49,3.912023005428146,0,1,4,0,9,4,6,8,1,0,1300.0
65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,5,2,3,5,0,52.0
2926,7.9817332866918855,1,1,1,0,6,33,3.5263605246161616,0,0,3,5,3,0,2,9,11,0,2200.0
1161,7.057897937411856,0,0,1,6,1,29,3.4011973816621555,0,2,4,1,9,4,0,4,1,0,900.0
1752,7.469083884921234,1,0,2,2,2,46,3.8501476017100584,1,1,1,4,6,0,3,4,2,0,1200.0
2921,7.980023592310645,0,2,1,2,1,27,3.332204510175204,0,0,2,6,7,1,7,2,1,0,2300.0
1896,7.5480289699350145,1,0,1,6,6,58,4.07753744390572,1,1,3,2,8,3,7,5,2,0,1200.0
1331,7.194436851100335,0,2,1,1,1,21,3.091042453358316,0,0,1,0,1,5,7,3,1,0,1100.0
84,4.442651256490317,1,0,4,0,4,40,3.713572066704308,1,1,0,5,0,0,1,9,4,0,60.0
2499,7.824046010856292,0,0,4,0,9,47,3.871201010907891,0,2,2,5,7,7,0,2,1,0,1700.0
536,6.285998094508865,1,2,1,4,6,34,3.5553480614894135,1,1,4,6,4,0,0,4,2,0,400.0
363,5.8971538676367405,0,0,3,6,3,32,3.4965075614664802,1,2,2,4,2,5,7,6,1,0,275.0
737,6.6039438246004725,0,2,2,2,7,34,3.5553480614894135,1,1,4,6,4,1,3,4,1,0,550.0
630,6.447305862541213,1,0,0,0,0,26,3.295836866004329,1,2,1,5,6,3,1,5,2,0,500.0
182,5.209486152841421,1,2,2,0,2,40,3.713572066704308,1,1,0,5,0,7,2,4,2,0,130.0
527,6.269096283706261,0,2,2,2,7,55,4.02535169073515,0,1,0,6,5,6,3,7,1,0,340.0
2943,7.987524479848767,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,6,6,5,9,1,2700.0
3612,8.19229373114764,1,0,2,0,2,29,3.4011973816621555,0,2,4,1,9,5,5,5,1,0,2800.0
1651,7.409741954080923,0,1,1,6,1,27,3.332204510175204,0,0,2,6,7,7,2,9,1,0,1300.0
2085,7.643003635560718,0,0,0,6,5,39,3.6888794541139363,0,0,4,4,9,4,0,7,3,0,1500.0
1035,6.943122422819428,0,0,0,6,5,38,3.6635616461296463,1,2,3,3,8,3,1,6,1,0,750.0
90,4.51085950651685,1,0,0,6,0,20,3.044522437723423,1,2,0,6,0,1,2,8,10,0,75.0
1476,7.29776828253138,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,4,7,8,1,0,1200.0
1241,7.124478262493424,0,2,1,2,1,46,3.8501476017100584,1,1,1,4,6,4,5,1,1,0,850.0
168,5.1298987149230735,1,0,3,0,8,20,3.044522437723423,1,2,0,6,0,1,0,9,4,0,140.0
2394,7.781138509845015,1,0,4,0,4,33,3.5263605246161616,0,0,3,5,3,6,7,9,3,0,1800.0
314,5.752572638825633,1,2,4,6,4,57,4.060443010546419,0,0,2,1,7,5,7,4,1,0,200.0
438,6.0844994130751715,1,0,3,4,8,46,3.8501476017100584,1,1,1,4,6,2,3,2,2,0,300.0
1197,7.088408778675395,0,0,2,0,7,26,3.295836866004329,1,2,1,5,6,7,0,6,1,0,950.0
1498,7.312553498102598,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,3,6,8,7,1,1400.0
352,5.8664680569332965,1,1,2,2,2,28,3.367295829986474,1,1,3,0,8,5,6,1,4,0,275.0
969,6.877296071497429,0,0,4,3,9,14,2.70805020110221,1,2,4,0,4,3,0,5,1,0,850.0
214,5.3706380281276624,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,7,3,1,0,200.0
80,4.394449154672439,1,2,0,3,0,25,3.258096538021482,0,1,0,4,5,6,6,0,5,0,64.0
105,4.663439094112067,0,0,0,0,5,25,3.258096538021482,0,1,0,4,5,0,4,4,5,0,84.0
1701,7.43955930913332,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,3,6,8,1,0,1350.0
1256,7.136483208590247,1,2,1,3,6,57,4.060443010546419,0,0,2,1,7,7,6,6,1,0,800.0
150,5.017279836814924,1,0,0,3,0,25,3.258096538021482,0,1,0,4,5,1,3,5,25,1,120.0
728,6.591673732008658,1,2,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,6,8,4,0,650.0
140,4.948759890378168,1,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,5,0,5,4,0,125.0
897,6.8001700683022,0,0,2,1,7,38,3.6635616461296463,1,2,3,3,8,6,7,6,1,0,650.0
2667,7.889084407035514,0,0,2,0,7,27,3.332204510175204,0,0,2,6,7,0,1,2,3,0,2100.0
432,6.07073772800249,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0,8,8,1,400.0
2825,7.946617563244473,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,3,5,8,1,0,2500.0
3775,8.236420527265391,0,1,0,2,5,51,3.9512437185814275,0,0,1,2,1,4,0,7,1,0,2500.0
918,6.823286122355687,1,0,3,1,8,53,3.9889840465642745,0,2,3,4,3,5,7,3,1,0,600.0
1017,6.925595197110468,0,0,2,2,7,13,2.6390573296152584,0,1,3,6,3,3,7,6,1,0,900.0
644,6.4692503167957724,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,2,7,4,1,0,560.0
260,5.564520407322694,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,7,2,8,10,0,200.0
481,6.1779441140506,0,1,1,5,1,48,3.8918202981106265,1,0,3,6,8,2,6,1,1,0,325.0
