slot_name,slot_item,slot_prep_rate,slot_prep_rate_abs_log1p,slot_prep_rate_is_even,slot_prep_rate_mod3,slot_prep_rate_mod5,slot_prep_rate_mod7,slot_prep_rate_mod10,slot_batch_capacity,slot_batch_capacity_abs_log1p,slot_batch_capacity_is_even,slot_batch_capacity_mod3,slot_batch_capacity_mod5,slot_batch_capacity_mod7,slot_batch_capacity_mod10,slot_batch_time,slot_batch_time_abs_log1p,slot_batch_time_is_even,slot_batch_time_mod3,slot_batch_time_mod5,slot_batch_time_mod7,slot_batch_time_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
5,2,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,0,3,0,4,4,42.0
8,3,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,320,5.771441123130016,1,2,0,5,0,5,3,216.0
5,2,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,4,4,50.0
0,12,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,3,46.0
1,6,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,144,4.976733742420574,1,0,4,4,4,1,3,52.0
11,1,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,48,3.8918202981106265,1,0,3,6,8,1,3,61.0
5,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,125,4.836281906951478,0,2,0,6,5,5,4,175.0
11,8,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,240,5.484796933490655,1,0,0,2,0,1,3,224.0
10,10,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,0,4,0,10,3,155.0
9,4,54,4.007333185232471,1,0,4,5,4,36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,324,5.783825182329737,1,0,4,2,4,2,2,258.0
7,12,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,120,4.795790545596741,1,0,0,1,0,1,3,111.0
6,5,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,120,4.795790545596741,1,0,0,1,0,1,3,144.0
1,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,80,4.394449154672439,1,2,0,3,0,2,2,82.0
8,3,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,6,3,62.0
10,10,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,120,4.795790545596741,1,0,0,1,0,1,3,64.0
1,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,200,5.303304908059076,1,2,0,4,0,1,3,152.0
4,1,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,14,2.70805020110221,1,2,4,0,4,192,5.262690188904886,1,0,2,3,2,2,4,180.0
3,3,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,160,5.081404364984463,1,1,0,6,0,2,3,208.0
5,3,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,60,4.110873864173311,1,0,0,4,0,2,3,48.0
4,6,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,28,3.367295829986474,1,1,3,0,8,256,5.54907608489522,1,1,1,4,6,2,4,352.0
8,8,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,64,4.174387269895637,1,1,4,1,4,1,3,92.0
1,4,45,3.828641396489095,0,0,0,3,5,45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,90,4.51085950651685,1,0,0,6,0,3,3,44.0
8,11,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,270,5.602118820879701,1,0,0,4,0,5,5,108.0
6,7,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,150,5.017279836814924,1,0,0,3,0,5,4,56.0
1,5,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,405,6.0063531596017325,0,0,0,6,5,1,3,252.0
6,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,70,4.2626798770413155,1,1,0,0,0,1,3,168.0
11,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,2,4,44.0
10,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,108,4.6913478822291435,1,0,3,3,8,1,3,138.0
2,2,36,3.6109179126442243,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,360,5.8888779583328805,1,0,0,3,0,1,2,66.0
1,10,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,1,3,75.0
6,10,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,26,3.295836866004329,1,2,1,5,6,288,5.666426688112432,1,0,3,1,8,2,3,232.0
11,3,45,3.828641396489095,0,0,0,3,5,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,0,3,5,5,3,61.0
4,10,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,225,5.420534999272286,0,0,0,1,5,1,4,70.0
7,8,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,160,5.081404364984463,1,1,0,6,0,1,2,146.0
10,11,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,150,5.017279836814924,1,0,0,3,0,2,5,45.0
9,10,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,96,4.574710978503383,1,0,1,5,6,1,3,162.0
9,1,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,2,3,36.0
10,2,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,72,4.290459441148391,1,0,2,2,2,1,3,62.0
9,5,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,252,5.53338948872752,1,0,2,0,2,6,5,147.0
8,1,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,75,4.330733340286331,0,0,0,5,5,1,2,23.0
4,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,60,4.110873864173311,1,0,0,4,0,1,3,175.0
0,6,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,108,4.6913478822291435,1,0,3,3,8,3,3,192.0
3,9,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,6,6,56.0
8,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,3,5,96.0
3,7,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,2,5,81.0
6,11,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,2,4,38.0
1,9,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,17,2.8903717578961645,0,2,2,3,7,100,4.61512051684126,1,1,0,2,0,1,3,44.0
5,10,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,225,5.420534999272286,0,0,0,1,5,1,2,232.0
11,5,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,192,5.262690188904886,1,0,2,3,2,1,2,158.0
1,6,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,14,2.70805020110221,1,2,4,0,4,270,5.602118820879701,1,0,0,4,0,1,3,114.0
5,10,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,0,1,0,27,3.332204510175204,0,0,2,6,7,150,5.017279836814924,1,0,0,3,0,1,2,91.0
7,1,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,48,3.8918202981106265,1,0,3,6,8,1,3,80.0
11,12,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,160,5.081404364984463,1,1,0,6,0,1,3,140.0
0,0,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,192,5.262690188904886,1,0,2,3,2,2,3,104.0
3,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,2,3,45.0
5,9,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,26,3.295836866004329,1,2,1,5,6,270,5.602118820879701,1,0,0,4,0,1,3,291.0
6,3,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,72,4.290459441148391,1,0,2,2,2,3,3,62.0
2,1,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,160,5.081404364984463,1,1,0,6,0,1,3,92.0
8,1,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,256,5.54907608489522,1,1,1,4,6,1,3,264.0
2,2,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,0,5,0,1,3,106.0
8,7,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,1,3,34.0
11,5,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,252,5.53338948872752,1,0,2,0,2,1,2,155.0
11,11,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,72,4.290459441148391,1,0,2,2,2,1,3,120.0
6,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,2,4,70.0
11,5,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,1,3,111.0
10,5,28,3.367295829986474,1,1,3,0,8,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,252,5.53338948872752,1,0,2,0,2,1,2,44.0
10,8,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,144,4.976733742420574,1,0,4,4,4,1,3,120.0
2,7,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,48,3.8918202981106265,1,0,3,6,8,2,2,58.0
4,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,1,3,39.0
5,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,1,2,63.0
6,2,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,48,3.8918202981106265,1,0,3,6,8,2,3,81.0
1,11,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,160,5.081404364984463,1,1,0,6,0,4,4,148.0
6,10,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,125,4.836281906951478,0,2,0,6,5,5,6,150.0
11,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,72,4.290459441148391,1,0,2,2,2,1,2,150.0
3,4,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,360,5.8888779583328805,1,0,0,3,0,1,3,315.0
8,12,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,6,5,45.0
4,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,108,4.6913478822291435,1,0,3,3,8,4,4,99.0
1,6,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,72,4.290459441148391,1,0,2,2,2,1,3,105.0
3,8,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,180,5.198497031265826,1,0,0,5,0,1,2,76.0
8,3,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,30,3.4339872044851463,1,0,0,2,0,256,5.54907608489522,1,1,1,4,6,2,3,256.0
6,0,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,150,5.017279836814924,1,0,0,3,0,10,5,105.0
3,8,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,3,3,19.0
0,12,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,120,4.795790545596741,1,0,0,1,0,1,3,132.0
4,2,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,2,6,96.0
10,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,0,5,1,3,152.0
2,12,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,72,4.290459441148391,1,0,2,2,2,1,3,156.0
2,1,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,5,6,22.0
11,10,40,3.713572066704308,1,1,0,5,0,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,240,5.484796933490655,1,0,0,2,0,5,5,46.0
1,1,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,100,4.61512051684126,1,1,0,2,0,1,2,63.0
9,8,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,1,3,69.0
1,5,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,1,4,34.0
2,12,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,60,4.110873864173311,1,0,0,4,0,1,3,42.0
4,10,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,300,5.707110264748875,1,0,0,6,0,2,3,170.0
10,1,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,96,4.574710978503383,1,0,1,5,6,1,3,192.0
2,10,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,75,4.330733340286331,0,0,0,5,5,1,3,45.0
10,0,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,80,4.394449154672439,1,2,0,3,0,4,4,80.0
8,8,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,75,4.330733340286331,0,0,0,5,5,1,3,120.0
0,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,180,5.198497031265826,1,0,0,5,0,2,3,114.0
9,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,3,3,88.0
0,11,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,160,5.081404364984463,1,1,0,6,0,1,2,59.0
2,3,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,3,66.0
7,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,1,2,67.0
10,11,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,1,3,150.0
6,4,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,0,4,0,2,2,145.0
11,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,2,2,86.0
4,2,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,180,5.198497031265826,1,0,0,5,0,4,4,117.0
2,1,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,0,5,0,1,3,70.0
8,5,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,1,0,0,4,0,1,2,69.0
3,2,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,108,4.6913478822291435,1,0,3,3,8,1,3,32.0
0,1,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,100,4.61512051684126,1,1,0,2,0,1,3,170.0
5,11,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,120,4.795790545596741,1,0,0,1,0,2,3,68.0
9,3,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,160,5.081404364984463,1,1,0,6,0,1,2,210.0
1,1,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,140,4.948759890378168,1,2,0,0,0,1,2,81.0
8,12,60,4.110873864173311,1,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,120,4.795790545596741,1,0,0,1,0,1,3,94.0
2,3,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,450,6.111467339502679,1,0,0,2,0,2,2,147.0
3,11,48,3.8918202981106265,1,0,3,6,8,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,96,4.574710978503383,1,0,1,5,6,1,2,77.0
5,9,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,64,4.174387269895637,1,1,4,1,4,1,3,54.0
6,6,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,1,3,63.0
1,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,50,3.9318256327243257,1,2,0,1,0,1,3,90.0
6,8,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,3,36.0
1,11,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,120,4.795790545596741,1,0,0,1,0,1,3,144.0
8,12,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,90,4.51085950651685,1,0,0,6,0,1,2,88.0
2,11,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,26,3.295836866004329,1,2,1,5,6,162,5.093750200806762,1,0,2,1,2,1,2,240.0
9,12,45,3.828641396489095,0,0,0,3,5,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,90,4.51085950651685,1,0,0,6,0,15,6,92.0
2,1,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,80,4.394449154672439,1,2,0,3,0,1,4,80.0
6,5,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,48,3.8918202981106265,1,0,3,6,8,4,3,82.0
6,2,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,2,4,24.0
9,12,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,24,3.2188758248682006,1,0,4,3,4,2,4,100.0
7,1,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,0,5,5,1,2,68.0
4,1,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,1,3,42.0
4,7,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,1,4,54.0
6,6,36,3.6109179126442243,1,0,1,1,6,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,144,4.976733742420574,1,0,4,4,4,3,2,94.0
10,8,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,1,0,0,4,0,4,2,83.0
0,3,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,125,4.836281906951478,0,2,0,6,5,1,3,55.0
4,7,50,3.9318256327243257,1,2,0,1,0,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,450,6.111467339502679,1,0,0,2,0,2,3,117.0
4,9,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,180,5.198497031265826,1,0,0,5,0,2,4,80.0
4,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,80,4.394449154672439,1,2,0,3,0,1,3,256.0
3,10,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,72,4.290459441148391,1,0,2,2,2,2,3,56.0
10,5,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,96,4.574710978503383,1,0,1,5,6,1,2,82.0
10,5,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,48,3.8918202981106265,1,0,3,6,8,4,4,52.0
1,10,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,36,3.6109179126442243,1,0,1,1,6,1,3,90.0
5,8,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,125,4.836281906951478,0,2,0,6,5,1,3,75.0
3,8,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,96,4.574710978503383,1,0,1,5,6,4,3,171.0
6,11,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,4,4,42.0
