slot_seller_name,slot_unit_desc,slot_target,slot_target_abs_log1p,slot_target_is_even,slot_target_mod3,slot_target_mod5,slot_target_mod7,slot_target_mod10,slot_closed_day1,slot_closed_day2,slot_weekend_sales,slot_weekend_sales_abs_log1p,slot_weekend_sales_is_even,slot_weekend_sales_mod3,slot_weekend_sales_mod5,slot_weekend_sales_mod7,slot_weekend_sales_mod10,slot_d1_label,slot_d2_label,slot_d3_label,slot_d1_sales,slot_d1_sales_abs_log1p,slot_d1_sales_is_even,slot_d1_sales_mod3,slot_d1_sales_mod5,slot_d1_sales_mod7,slot_d1_sales_mod10,slot_d2_sales,slot_d2_sales_abs_log1p,slot_d2_sales_is_even,slot_d2_sales_mod3,slot_d2_sales_mod5,slot_d2_sales_mod7,slot_d2_sales_mod10,slot_d3_sales,slot_d3_sales_abs_log1p,slot_d3_sales_is_even,slot_d3_sales_mod3,slot_d3_sales_mod5,slot_d3_sales_mod7,slot_d3_sales_mod10,gcd_all,n_multiple_pairs,y
1,6,168,5.1298987149230735,1,0,3,0,8,2,2,43,3.784189633918261,0,1,3,1,3,0,3,4,34,3.5553480614894135,1,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,1,0,60.0
4,0,243,5.497168225293202,0,0,3,5,3,3,1,78,4.3694478524670215,1,0,3,1,8,2,0,0,43,3.784189633918261,0,1,3,1,3,44,3.8066624897703196,1,2,4,2,4,18,2.9444389791664403,1,0,3,4,8,1,0,60.0
3,5,231,5.44673737166631,0,0,1,0,1,2,3,31,3.4657359027997265,0,1,1,3,1,0,2,3,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,1,1,113.0
1,6,251,5.529429087511423,0,2,1,6,1,2,1,52,3.970291913552122,1,1,2,3,2,4,2,1,45,3.828641396489095,0,0,0,3,5,52,3.970291913552122,1,1,2,3,2,30,3.4339872044851463,1,0,0,2,0,1,1,72.0
6,6,120,4.795790545596741,1,0,0,1,0,2,2,6,1.9459101490553132,1,0,1,6,6,1,4,1,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,2,39.0
6,3,259,5.560681631015528,0,1,4,0,9,4,4,39,3.6888794541139363,0,0,4,4,9,1,3,3,18,2.9444389791664403,1,0,3,4,8,57,4.060443010546419,0,0,2,1,7,33,3.5263605246161616,0,0,3,5,3,1,0,112.0
7,1,206,5.332718793265369,1,2,1,3,6,1,3,50,3.9318256327243257,1,2,0,1,0,0,2,0,57,4.060443010546419,0,0,2,1,7,56,4.04305126783455,1,2,1,0,6,29,3.4011973816621555,0,2,4,1,9,1,0,14.0
5,4,191,5.2574953720277815,0,2,1,2,1,2,3,34,3.5553480614894135,1,1,4,6,4,1,4,3,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,1,1,86.0
0,6,272,5.60947179518496,1,2,2,6,2,2,1,77,4.356708826689592,0,2,2,0,7,4,2,1,38,3.6635616461296463,1,2,3,3,8,22,3.1354942159291497,1,1,2,1,2,58,4.07753744390572,1,1,3,2,8,1,0,77.0
3,5,188,5.241747015059643,1,2,3,6,8,4,3,6,1.9459101490553132,1,0,1,6,6,1,0,0,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,57,4.060443010546419,0,0,2,1,7,1,0,94.0
4,7,228,5.43372200355424,1,0,3,4,8,2,3,60,4.110873864173311,1,0,0,4,0,0,0,4,46,3.8501476017100584,1,1,1,4,6,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,2,0,64.0
7,5,240,5.484796933490655,1,0,0,2,0,2,2,39,3.6888794541139363,0,0,4,4,9,1,3,2,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,46,3.8501476017100584,1,1,1,4,6,1,0,83.0
1,4,219,5.393627546352362,0,0,4,2,9,1,4,40,3.713572066704308,1,1,0,5,0,1,3,2,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,1,1,90.0
1,3,136,4.919980925828125,1,1,1,3,6,3,2,7,2.0794415416798357,0,1,2,0,7,2,4,0,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,59,4.0943445622221,0,2,4,3,9,1,1,2.0
6,6,220,5.3981627015177525,1,1,0,3,0,1,0,73,4.30406509320417,0,1,3,3,3,2,1,2,26,3.295836866004329,1,2,1,5,6,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,1,59.0
4,1,140,4.948759890378168,1,2,0,0,0,1,4,34,3.5553480614894135,1,1,4,6,4,0,3,4,21,3.091042453358316,0,0,1,0,1,42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,1,1,13.0
3,3,142,4.962844630259907,1,1,2,2,2,0,4,22,3.1354942159291497,1,1,2,1,2,4,2,2,51,3.9512437185814275,0,0,1,2,1,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,1,0,36.0
0,6,216,5.37989735354046,1,0,1,6,6,0,4,32,3.4965075614664802,1,2,2,4,2,1,4,3,36,3.6109179126442243,1,0,1,1,6,32,3.4965075614664802,1,2,2,4,2,43,3.784189633918261,0,1,3,1,3,1,2,73.0
3,2,139,4.941642422609304,0,1,4,6,9,0,2,15,2.772588722239781,0,0,0,1,5,0,1,4,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,43.0
4,4,192,5.262690188904886,1,0,2,3,2,1,4,11,2.4849066497880004,0,2,1,4,1,2,2,2,23,3.1780538303479458,0,2,3,2,3,33,3.5263605246161616,0,0,3,5,3,46,3.8501476017100584,1,1,1,4,6,1,2,79.0
5,1,134,4.90527477843843,1,2,4,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,0,2,1,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,1,1,47.0
3,1,117,4.770684624465665,0,0,2,5,7,0,1,8,2.1972245773362196,1,2,3,1,8,3,0,4,35,3.58351893845611,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,33,3.5263605246161616,0,0,3,5,3,1,0,22.0
0,3,215,5.375278407684165,0,2,0,5,5,1,0,15,2.772588722239781,0,0,0,1,5,2,4,0,20,3.044522437723423,1,2,0,6,0,54,4.007333185232471,1,0,4,5,4,60,4.110873864173311,1,0,0,4,0,1,2,66.0
3,3,139,4.941642422609304,0,1,4,6,9,1,1,53,3.9889840465642745,0,2,3,4,3,2,2,0,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,0,35.0
7,4,227,5.429345628954441,0,2,2,3,7,1,1,77,4.356708826689592,0,2,2,0,7,2,2,0,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,1,4,101.0
5,2,246,5.5093883366279774,1,0,1,1,6,2,0,44,3.8066624897703196,1,2,4,2,4,0,0,1,47,3.871201010907891,0,2,2,5,7,60,4.110873864173311,1,0,0,4,0,35,3.58351893845611,0,2,0,0,5,1,0,60.0
5,4,135,4.912654885736052,0,0,0,2,5,1,4,29,3.4011973816621555,0,2,4,1,9,2,2,2,58,4.07753744390572,1,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,1,17.0
6,2,230,5.442417710521793,1,2,0,6,0,0,1,24,3.2188758248682006,1,0,4,3,4,3,2,3,55,4.02535169073515,0,1,0,6,5,52,3.970291913552122,1,1,2,3,2,55,4.02535169073515,0,1,0,6,5,1,1,44.0
0,4,164,5.10594547390058,1,2,4,3,4,0,0,40,3.713572066704308,1,1,0,5,0,4,1,2,49,3.912023005428146,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,10,2.3978952727983707,1,1,0,3,0,1,1,27.0
3,3,215,5.375278407684165,0,2,0,5,5,3,2,77,4.356708826689592,0,2,2,0,7,3,3,2,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,56,4.04305126783455,1,2,1,0,6,1,1,42.0
4,1,216,5.37989735354046,1,0,1,6,6,4,4,54,4.007333185232471,1,0,4,5,4,1,3,3,35,3.58351893845611,0,2,0,0,5,50,3.9318256327243257,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,1,1,49.0
2,7,236,5.4680601411351315,1,2,1,5,6,1,0,36,3.6109179126442243,1,0,1,1,6,2,1,2,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,52,3.970291913552122,1,1,2,3,2,1,1,119.0
4,6,293,5.683579767338681,0,2,3,6,3,3,4,62,4.143134726391533,1,2,2,6,2,2,0,2,52,3.970291913552122,1,1,2,3,2,26,3.295836866004329,1,2,1,5,6,47,3.871201010907891,0,2,2,5,7,1,1,106.0
1,5,234,5.459585514144159,1,0,4,3,4,1,0,72,4.290459441148391,1,0,2,2,2,3,3,2,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,1,85.0
5,7,255,5.545177444479562,0,0,0,3,5,3,2,65,4.189654742026425,0,2,0,2,5,0,3,0,58,4.07753744390572,1,1,3,2,8,45,3.828641396489095,0,0,0,3,5,53,3.9889840465642745,0,2,3,4,3,1,0,34.0
2,4,194,5.272999558563747,1,2,4,5,4,2,3,17,2.8903717578961645,0,2,2,3,7,0,2,3,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,1,1,73.0
0,3,188,5.241747015059643,1,2,3,6,8,1,4,7,2.0794415416798357,0,1,2,0,7,0,2,1,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,1,0,88.0
0,1,340,5.831882477283517,1,1,0,4,0,3,3,73,4.30406509320417,0,1,3,3,3,0,1,3,50,3.9318256327243257,1,2,0,1,0,58,4.07753744390572,1,1,3,2,8,55,4.02535169073515,0,1,0,6,5,1,0,104.0
3,1,154,5.043425116919247,1,1,4,0,4,0,0,5,1.791759469228055,0,2,0,5,5,0,1,3,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,0,4,0,45,3.828641396489095,0,0,0,3,5,1,3,35.0
5,4,152,5.030437921392435,1,2,2,5,2,2,2,16,2.833213344056216,1,1,1,2,6,2,2,2,48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,16,2.833213344056216,1,1,1,2,6,4,3,28.0
4,5,153,5.0369526024136295,0,0,3,6,3,2,0,49,3.912023005428146,0,1,4,0,9,4,3,2,33,3.5263605246161616,0,0,3,5,3,46,3.8501476017100584,1,1,1,4,6,17,2.8903717578961645,0,2,2,3,7,1,1,8.0
6,2,172,5.153291594497779,1,1,2,4,2,3,3,46,3.8501476017100584,1,1,1,4,6,4,4,0,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,1,0,54.0
0,4,249,5.521460917862246,0,0,4,4,9,4,4,42,3.7612001156935624,1,0,2,0,2,1,3,3,13,2.6390573296152584,0,1,3,6,3,50,3.9318256327243257,1,2,0,1,0,48,3.8918202981106265,1,0,3,6,8,1,0,96.0
2,5,199,5.298317366548036,0,1,4,3,9,4,3,73,4.30406509320417,0,1,3,3,3,4,2,0,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,1,1,84.0
1,5,287,5.662960480135946,0,2,2,0,7,2,2,75,4.330733340286331,0,0,0,5,5,0,3,4,47,3.871201010907891,0,2,2,5,7,53,3.9889840465642745,0,2,3,4,3,13,2.6390573296152584,0,1,3,6,3,1,0,99.0
4,3,186,5.231108616854587,1,0,1,4,6,2,2,54,4.007333185232471,1,0,4,5,4,0,3,4,21,3.091042453358316,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,1,0,77.0
0,4,294,5.68697535633982,1,0,4,0,4,3,2,58,4.07753744390572,1,1,3,2,8,2,1,2,53,3.9889840465642745,0,2,3,4,3,51,3.9512437185814275,0,0,1,2,1,42,3.7612001156935624,1,0,2,0,2,1,1,90.0
2,0,251,5.529429087511423,0,2,1,6,1,1,4,75,4.330733340286331,0,0,0,5,5,2,4,4,12,2.5649493574615367,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,35,3.58351893845611,0,2,0,0,5,1,1,81.0
1,5,187,5.236441962829949,0,1,2,5,7,0,4,18,2.9444389791664403,1,0,3,4,8,0,2,3,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,54,4.007333185232471,1,0,4,5,4,1,2,54.0
5,0,222,5.407171771460119,1,0,2,5,2,2,2,53,3.9889840465642745,0,2,3,4,3,2,2,2,7,2.0794415416798357,0,1,2,0,7,41,3.7376696182833684,0,2,1,6,1,35,3.58351893845611,0,2,0,0,5,1,1,86.0
1,1,191,5.2574953720277815,0,2,1,2,1,4,0,48,3.8918202981106265,1,0,3,6,8,4,3,0,26,3.295836866004329,1,2,1,5,6,42,3.7612001156935624,1,0,2,0,2,22,3.1354942159291497,1,1,2,1,2,1,0,53.0
4,3,222,5.407171771460119,1,0,2,5,2,1,0,44,3.8066624897703196,1,2,4,2,4,3,4,1,29,3.4011973816621555,0,2,4,1,9,36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,1,0,85.0
2,1,218,5.389071729816501,1,2,3,1,8,0,2,52,3.970291913552122,1,1,2,3,2,0,2,0,41,3.7376696182833684,0,2,1,6,1,36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,1,0,56.0
1,4,180,5.198497031265826,1,0,0,5,0,2,3,63,4.1588830833596715,0,0,3,0,3,1,0,2,17,2.8903717578961645,0,2,2,3,7,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,1,3,46.0
1,1,279,5.634789603169249,0,0,4,6,9,1,1,70,4.2626798770413155,1,1,0,0,0,2,1,4,42,3.7612001156935624,1,0,2,0,2,38,3.6635616461296463,1,2,3,3,8,57,4.060443010546419,0,0,2,1,7,1,0,72.0
0,5,226,5.424950017481403,1,1,1,2,6,2,1,64,4.174387269895637,1,1,4,1,4,1,3,3,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,43,3.784189633918261,0,1,3,1,3,1,0,61.0
5,3,139,4.941642422609304,0,1,4,6,9,4,3,5,1.791759469228055,0,2,0,5,5,4,1,4,53,3.9889840465642745,0,2,3,4,3,32,3.4965075614664802,1,2,2,4,2,43,3.784189633918261,0,1,3,1,3,1,0,6.0
4,3,248,5.517452896464707,1,2,3,3,8,0,4,54,4.007333185232471,1,0,4,5,4,1,0,2,37,3.6375861597263857,0,1,2,2,7,58,4.07753744390572,1,1,3,2,8,58,4.07753744390572,1,1,3,2,8,1,1,41.0
6,4,138,4.9344739331306915,1,0,3,5,8,3,2,78,4.3694478524670215,1,0,3,1,8,2,1,2,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,1,16.0
0,3,165,5.111987788356544,0,0,0,4,5,1,4,51,3.9512437185814275,0,0,1,2,1,0,3,4,51,3.9512437185814275,0,0,1,2,1,26,3.295836866004329,1,2,1,5,6,26,3.295836866004329,1,2,1,5,6,1,2,11.0
6,4,235,5.4638318050256105,0,1,0,4,5,3,1,78,4.3694478524670215,1,0,3,1,8,2,1,3,52,3.970291913552122,1,1,2,3,2,56,4.04305126783455,1,2,1,0,6,36,3.6109179126442243,1,0,1,1,6,1,0,13.0
1,0,306,5.726847747587197,1,0,1,5,6,4,4,68,4.23410650459726,1,2,3,5,8,1,0,1,40,3.713572066704308,1,1,0,5,0,35,3.58351893845611,0,2,0,0,5,54,4.007333185232471,1,0,4,5,4,1,0,109.0
0,7,205,5.327876168789581,0,1,0,2,5,2,2,12,2.5649493574615367,1,0,2,5,2,1,4,1,26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,1,0,114.0
0,2,167,5.123963979403259,0,2,2,6,7,1,0,12,2.5649493574615367,1,0,2,5,2,0,3,0,9,2.302585092994046,0,0,4,2,9,52,3.970291913552122,1,1,2,3,2,48,3.8918202981106265,1,0,3,6,8,1,1,46.0
4,5,253,5.537334267018537,0,1,3,1,3,3,1,42,3.7612001156935624,1,0,2,0,2,2,1,3,20,3.044522437723423,1,2,0,6,0,59,4.0943445622221,0,2,4,3,9,59,4.0943445622221,0,2,4,3,9,1,1,73.0
4,4,157,5.062595033026967,0,1,2,3,7,3,4,19,2.995732273553991,0,1,4,5,9,4,4,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,103.0
7,4,175,5.170483995038151,0,1,0,0,5,0,0,34,3.5553480614894135,1,1,4,6,4,3,0,2,37,3.6375861597263857,0,1,2,2,7,59,4.0943445622221,0,2,4,3,9,21,3.091042453358316,0,0,1,0,1,1,0,24.0
1,7,248,5.517452896464707,1,2,3,3,8,0,1,42,3.7612001156935624,1,0,2,0,2,3,2,3,41,3.7376696182833684,0,2,1,6,1,48,3.8918202981106265,1,0,3,6,8,29,3.4011973816621555,0,2,4,1,9,1,0,88.0
3,5,151,5.0238805208462765,0,1,1,4,1,0,0,43,3.784189633918261,0,1,3,1,3,3,4,3,49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,1,0,10.0
5,5,83,4.430816798843313,0,2,3,6,3,3,4,6,1.9459101490553132,1,0,1,6,6,2,4,3,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,1,44.0
4,5,150,5.017279836814924,1,0,0,3,0,4,2,67,4.219507705176107,0,1,2,4,7,2,1,4,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,1,0,38.0
2,1,191,5.2574953720277815,0,2,1,2,1,0,1,32,3.4965075614664802,1,2,2,4,2,3,0,4,53,3.9889840465642745,0,2,3,4,3,53,3.9889840465642745,0,2,3,4,3,18,2.9444389791664403,1,0,3,4,8,1,1,35.0
4,2,253,5.537334267018537,0,1,3,1,3,2,3,11,2.4849066497880004,0,2,1,4,1,4,2,2,58,4.07753744390572,1,1,3,2,8,58,4.07753744390572,1,1,3,2,8,49,3.912023005428146,0,1,4,0,9,1,2,77.0
6,4,108,4.6913478822291435,1,0,3,3,8,4,0,63,4.1588830833596715,0,0,3,0,3,2,0,0,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,1,1,2.0
7,0,86,4.465908118654584,1,2,1,2,6,4,0,6,1.9459101490553132,1,0,1,6,6,4,1,1,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,1,2,40.0
2,7,229,5.438079308923196,0,1,4,5,9,0,4,34,3.5553480614894135,1,1,4,6,4,1,0,2,19,2.995732273553991,0,1,4,5,9,52,3.970291913552122,1,1,2,3,2,36,3.6109179126442243,1,0,1,1,6,1,0,88.0
3,3,107,4.68213122712422,0,2,2,2,7,2,1,14,2.70805020110221,1,2,4,0,4,4,3,4,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,47,3.871201010907891,0,2,2,5,7,1,1,1.0
2,2,254,5.541263545158426,1,2,4,2,4,3,4,69,4.248495242049359,0,0,4,6,9,2,4,3,47,3.871201010907891,0,2,2,5,7,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,1,0,95.0
5,3,115,4.7535901911063645,0,1,0,3,5,0,4,24,3.2188758248682006,1,0,4,3,4,0,2,3,37,3.6375861597263857,0,1,2,2,7,35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,1,0,10.0
4,2,195,5.278114659230517,0,0,0,6,5,4,3,21,3.091042453358316,0,0,1,0,1,1,0,0,45,3.828641396489095,0,0,0,3,5,40,3.713572066704308,1,1,0,5,0,37,3.6375861597263857,0,1,2,2,7,1,0,52.0
7,1,187,5.236441962829949,0,1,2,5,7,3,3,33,3.5263605246161616,0,0,3,5,3,4,1,2,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,48,3.8918202981106265,1,0,3,6,8,1,0,50.0
4,3,130,4.875197323201151,1,1,0,4,0,1,1,24,3.2188758248682006,1,0,4,3,4,1,1,1,41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,1,0,19.0
0,2,204,5.3230099791384085,1,0,4,1,4,1,1,18,2.9444389791664403,1,0,3,4,8,2,2,0,51,3.9512437185814275,0,0,1,2,1,24,3.2188758248682006,1,0,4,3,4,44,3.8066624897703196,1,2,4,2,4,1,1,67.0
3,6,205,5.327876168789581,0,1,0,2,5,2,1,74,4.31748811353631,1,2,4,4,4,2,0,4,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,1,1,63.0
5,6,248,5.517452896464707,1,2,3,3,8,0,1,71,4.276666119016055,0,2,1,1,1,1,1,3,59,4.0943445622221,0,2,4,3,9,38,3.6635616461296463,1,2,3,3,8,25,3.258096538021482,0,1,0,4,5,1,0,55.0
0,0,143,4.969813299576001,0,2,3,3,3,4,0,50,3.9318256327243257,1,2,0,1,0,2,1,3,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,1,1,28.0
7,7,176,5.176149732573829,1,2,1,1,6,1,4,40,3.713572066704308,1,1,0,5,0,1,4,1,50,3.9318256327243257,1,2,0,1,0,31,3.4657359027997265,0,1,1,3,1,52,3.970291913552122,1,1,2,3,2,1,0,3.0
3,5,183,5.214935757608986,0,0,3,1,3,0,4,24,3.2188758248682006,1,0,4,3,4,1,0,2,30,3.4339872044851463,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,45,3.828641396489095,0,0,0,3,5,1,0,25.0
6,7,215,5.375278407684165,0,2,0,5,5,2,2,28,3.367295829986474,1,1,3,0,8,1,3,2,59,4.0943445622221,0,2,4,3,9,21,3.091042453358316,0,0,1,0,1,54,4.007333185232471,1,0,4,5,4,1,0,53.0
3,2,262,5.572154032177765,1,1,2,3,2,4,4,42,3.7612001156935624,1,0,2,0,2,4,2,1,58,4.07753744390572,1,1,3,2,8,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,1,0,113.0
6,6,149,5.0106352940962555,0,2,4,2,9,3,1,16,2.833213344056216,1,1,1,2,6,2,1,3,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,56,4.04305126783455,1,2,1,0,6,1,0,36.0
4,2,224,5.41610040220442,1,2,4,0,4,2,2,35,3.58351893845611,0,2,0,0,5,1,4,1,28,3.367295829986474,1,1,3,0,8,33,3.5263605246161616,0,0,3,5,3,53,3.9889840465642745,0,2,3,4,3,1,1,75.0
4,7,154,5.043425116919247,1,1,4,0,4,2,1,25,3.258096538021482,0,1,0,4,5,2,2,3,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,1,1,64.0
7,6,156,5.056245805348308,1,0,1,2,6,4,2,12,2.5649493574615367,1,0,2,5,2,1,3,0,30,3.4339872044851463,1,0,0,2,0,56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,1,1,33.0
6,6,107,4.68213122712422,0,2,2,2,7,2,0,30,3.4339872044851463,1,0,0,2,0,0,3,3,18,2.9444389791664403,1,0,3,4,8,31,3.4657359027997265,0,1,1,3,1,11,2.4849066497880004,0,2,1,4,1,1,0,17.0
0,5,304,5.720311776607412,1,1,4,3,4,4,4,63,4.1588830833596715,0,0,3,0,3,2,0,4,56,4.04305126783455,1,2,1,0,6,44,3.8066624897703196,1,2,4,2,4,49,3.912023005428146,0,1,4,0,9,1,0,92.0
1,4,197,5.288267030694535,0,2,2,1,7,3,4,79,4.382026634673881,0,1,4,2,9,4,4,1,29,3.4011973816621555,0,2,4,1,9,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,0,5,0,1,0,17.0
1,2,234,5.459585514144159,1,0,4,3,4,4,0,76,4.343805421853684,1,1,1,6,6,2,1,3,53,3.9889840465642745,0,2,3,4,3,37,3.6375861597263857,0,1,2,2,7,29,3.4011973816621555,0,2,4,1,9,1,0,39.0
2,0,157,5.062595033026967,0,1,2,3,7,2,2,47,3.871201010907891,0,2,2,5,7,0,3,4,42,3.7612001156935624,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,1,0,29.0
4,5,204,5.3230099791384085,1,0,4,1,4,0,0,68,4.23410650459726,1,2,3,5,8,3,0,2,41,3.7376696182833684,0,2,1,6,1,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,1,1,27.0
7,2,142,4.962844630259907,1,1,2,2,2,2,0,46,3.8501476017100584,1,1,1,4,6,2,4,3,19,2.995732273553991,0,1,4,5,9,41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,1,0,16.0
5,4,127,4.852030263919617,0,1,2,1,7,1,0,10,2.3978952727983707,1,1,0,3,0,2,4,0,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,52,3.970291913552122,1,1,2,3,2,1,0,21.0
0,1,276,5.6240175061873385,1,0,1,3,6,1,0,48,3.8918202981106265,1,0,3,6,8,3,3,2,55,4.02535169073515,0,1,0,6,5,20,3.044522437723423,1,2,0,6,0,51,3.9512437185814275,0,0,1,2,1,1,0,102.0
4,6,157,5.062595033026967,0,1,2,3,7,2,0,22,3.1354942159291497,1,1,2,1,2,4,4,1,18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,50,3.9318256327243257,1,2,0,1,0,1,0,40.0
2,1,141,4.955827057601261,0,0,1,1,1,4,2,10,2.3978952727983707,1,1,0,3,0,2,1,4,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,56,4.04305126783455,1,2,1,0,6,1,0,33.0
1,1,168,5.1298987149230735,1,0,3,0,8,0,1,11,2.4849066497880004,0,2,1,4,1,3,2,3,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,44,3.8066624897703196,1,2,4,2,4,1,1,85.0
6,0,234,5.459585514144159,1,0,4,3,4,1,4,54,4.007333185232471,1,0,4,5,4,2,2,2,49,3.912023005428146,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,1,1,76.0
6,4,135,4.912654885736052,0,0,0,2,5,3,1,17,2.8903717578961645,0,2,2,3,7,2,1,3,38,3.6635616461296463,1,2,3,3,8,52,3.970291913552122,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,1,0,8.0
