slot_person,slot_source1,slot_source2,slot_currency_word,slot_initial,slot_initial_abs_log1p,slot_initial_mod3,slot_initial_mod7,slot_first_amount,slot_first_amount_abs_log1p,slot_first_amount_mod3,slot_first_amount_mod7,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,gcd_all,n_multiple_pairs,y
3,9,4,0,9200,9.127067452782361,2,2,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,23700.0
3,0,6,3,3800,8.24301946898925,2,6,6800,8.824824939175638,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,51400.0
2,13,8,2,2400,7.783640596221253,0,6,13100,9.48044384215367,2,3,6,1.9459101490553132,1,0,1,6,6,2,1,94100.0
1,15,11,5,5100,8.537191877922927,0,4,2700,7.901377353792616,0,5,3,1.3862943611198906,0,0,3,3,3,3,2,15900.0
2,15,10,2,4100,8.31898612539206,2,5,8600,9.059633754551479,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,29900.0
0,11,0,4,7800,8.962007209588313,0,2,8300,9.024131268455035,2,5,4,1.6094379124341003,1,1,4,4,4,4,2,49300.0
7,14,7,1,1300,7.170888478512505,1,5,6900,8.839421607620602,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,35800.0
2,9,10,6,11100,9.314790473332646,0,5,4100,8.31898612539206,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,23400.0
4,2,12,1,10500,9.259225769705994,0,0,9500,9.15915233520675,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,58000.0
6,0,8,1,6100,8.716207971151853,1,3,12300,9.417435838868785,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,92200.0
1,12,10,2,8500,9.04793908261736,1,2,5000,8.517393171418904,2,2,5,1.791759469228055,0,2,0,5,5,5,2,38500.0
6,9,9,2,14500,9.581972891547895,1,3,10500,9.259225769705994,0,0,5,1.791759469228055,0,2,0,5,5,5,2,77500.0
3,10,0,4,8000,8.987321812850125,2,6,3500,8.160803920954665,2,0,3,1.3862943611198906,0,0,3,3,3,1,0,22000.0
3,12,13,5,3700,8.216358332386156,1,4,3600,8.188966863648876,0,2,5,1.791759469228055,0,2,0,5,5,5,2,25300.0
4,11,14,5,10300,9.239996256883693,1,3,2800,7.937731775260109,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,21500.0
6,9,13,6,4500,8.412054873292933,0,6,13700,9.525224101853109,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,114100.0
0,7,9,0,10300,9.239996256883693,1,3,13100,9.48044384215367,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,115100.0
1,7,4,4,9400,9.148571345578551,1,6,3000,8.006700845440367,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,30400.0
1,9,12,5,7300,8.895766604056085,1,6,3200,8.071218539969863,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,16900.0
3,14,4,0,6200,8.732465848349879,2,5,12300,9.417435838868785,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,92300.0
1,10,3,3,11000,9.305741456739435,2,3,1500,7.313886831633462,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,17000.0
1,1,11,6,10500,9.259225769705994,0,0,9100,9.116139576577355,1,0,4,1.6094379124341003,1,1,4,4,4,4,2,56000.0
5,0,10,4,3800,8.24301946898925,2,6,7200,8.881975184248867,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,25400.0
7,13,0,0,9000,9.105090961257085,0,5,11200,9.32375833901174,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,98600.0
3,15,14,0,11600,9.358846580275406,2,1,8300,9.024131268455035,2,5,3,1.3862943611198906,0,0,3,3,3,1,0,44800.0
5,1,11,4,14300,9.568084743872936,2,6,14800,9.60245002503719,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,88300.0
4,7,14,4,7400,8.909370405197466,2,1,2200,7.696667081526462,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,22800.0
7,6,2,4,2000,7.601402334583733,2,5,9100,9.116139576577355,1,0,6,1.9459101490553132,1,0,1,6,6,2,0,65700.0
3,8,8,0,1500,7.313886831633462,0,2,12000,9.392745258631441,0,2,2,1.0986122886681098,1,2,2,2,2,2,3,37500.0
0,15,3,2,11000,9.305741456739435,2,3,9500,9.15915233520675,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,77500.0
3,11,6,2,5400,8.594339400592892,0,3,3100,8.03947991910045,1,6,2,1.0986122886681098,1,2,2,2,2,2,2,14700.0
2,6,7,5,12500,9.433563920090563,2,5,3100,8.03947991910045,1,6,5,1.791759469228055,0,2,0,5,5,5,2,31100.0
4,6,1,5,12100,9.401043372798053,1,4,6200,8.732465848349879,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,30700.0
5,15,8,3,11400,9.34145634983372,0,4,3800,8.24301946898925,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,41800.0
3,3,1,6,3800,8.24301946898925,2,6,3600,8.188966863648876,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,14600.0
4,15,3,6,2300,7.741099090035366,2,4,1000,6.90875477931522,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,10300.0
7,9,11,6,7400,8.909370405197466,2,1,2900,7.972810784121404,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,19000.0
3,3,6,2,13600,9.517898598432753,1,6,4300,8.366602832783736,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,26500.0
6,12,3,4,10700,9.278092474027002,2,4,2300,7.741099090035366,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,19900.0
6,6,14,6,6300,8.748463629942055,0,0,12100,9.401043372798053,1,4,7,2.0794415416798357,0,1,2,0,7,1,1,103100.0
4,8,0,2,3800,8.24301946898925,2,6,7800,8.962007209588313,0,2,5,1.791759469228055,0,2,0,5,5,5,2,50600.0
0,1,4,6,6400,8.764209507142004,1,2,10100,9.220389707829185,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,36700.0
7,15,8,0,3100,8.03947991910045,1,6,7700,8.94910546953925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,26200.0
1,5,3,1,2600,7.8636512654486515,2,3,6300,8.748463629942055,0,0,5,1.791759469228055,0,2,0,5,5,5,2,40400.0
0,4,15,1,4600,8.434028950155469,1,1,7900,8.974744612722734,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,44100.0
6,2,3,5,7000,8.853808274977197,1,0,2900,7.972810784121404,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,18600.0
7,9,12,1,5100,8.537191877922927,0,4,13200,9.488047863280759,0,5,3,1.3862943611198906,0,0,3,3,3,3,2,57900.0
7,4,8,0,5000,8.517393171418904,2,2,14200,9.561067663645012,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,61800.0
0,4,14,5,7200,8.881975184248867,0,4,13700,9.525224101853109,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,48300.0
0,4,8,3,11100,9.314790473332646,0,5,13400,9.503084610020228,2,2,2,1.0986122886681098,1,2,2,2,2,2,2,51300.0
4,5,10,0,8500,9.04793908261736,1,2,1500,7.313886831633462,0,2,5,1.791759469228055,0,2,0,5,5,5,2,17500.0
1,1,15,3,2200,7.696667081526462,1,2,1300,7.170888478512505,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,11300.0
0,5,2,2,11100,9.314790473332646,0,5,13100,9.48044384215367,2,3,5,1.791759469228055,0,2,0,5,5,5,2,89700.0
3,12,10,3,7400,8.909370405197466,2,1,12300,9.417435838868785,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,105800.0
6,12,1,5,3400,8.131824785007195,1,5,4600,8.434028950155469,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,21800.0
2,0,5,2,4000,8.294299608857235,1,3,11000,9.305741456739435,2,3,2,1.0986122886681098,1,2,2,2,2,2,2,37000.0
1,9,9,0,6300,8.748463629942055,0,0,7000,8.853808274977197,1,0,5,1.791759469228055,0,2,0,5,5,5,2,48300.0
2,8,11,5,12700,9.44943600950432,1,2,7300,8.895766604056085,1,6,6,1.9459101490553132,1,0,1,6,6,2,0,63800.0
1,13,8,4,9400,9.148571345578551,1,6,7700,8.94910546953925,2,0,5,1.791759469228055,0,2,0,5,5,5,2,55600.0
1,12,9,5,9600,9.169622538697624,0,3,4700,8.45553053102413,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,33100.0
7,7,10,4,10400,9.249657234353133,2,5,3500,8.160803920954665,2,0,4,1.6094379124341003,1,1,4,4,4,4,2,27900.0
5,10,14,1,5600,8.630700432209832,2,0,3700,8.216358332386156,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,24100.0
3,9,15,0,5400,8.594339400592892,0,3,12400,9.425532393502772,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,67400.0
6,11,1,4,1700,7.438971592395862,2,6,1200,7.0909098220799835,0,3,7,2.0794415416798357,0,1,2,0,7,1,0,11300.0
0,4,14,6,3900,8.268988209506656,0,1,14400,9.575052927597383,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,47100.0
0,6,7,4,11500,9.350189267092581,1,6,10600,9.268703615273097,1,2,5,1.791759469228055,0,2,0,5,5,5,2,75100.0
1,0,10,4,3300,8.101980731853192,0,3,3300,8.101980731853192,0,3,4,1.6094379124341003,1,1,4,4,4,4,3,19800.0
7,11,6,0,2000,7.601402334583733,2,5,3600,8.188966863648876,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,12800.0
3,7,9,6,7400,8.909370405197466,2,1,8100,8.999742789830492,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,31700.0
0,12,12,5,6200,8.732465848349879,2,5,2000,7.601402334583733,2,5,5,1.791759469228055,0,2,0,5,5,5,2,18200.0
7,3,6,2,6700,8.81001204797317,1,1,12700,9.44943600950432,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,57500.0
7,2,3,5,4700,8.45553053102413,2,3,2100,7.650168700845001,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,13100.0
6,14,4,0,7700,8.94910546953925,2,0,15000,9.61587214452889,0,6,5,1.791759469228055,0,2,0,5,5,5,2,97700.0
7,3,6,5,14700,9.595670797663967,0,0,4100,8.31898612539206,2,5,5,1.791759469228055,0,2,0,5,5,5,2,39300.0
5,4,2,5,15000,9.61587214452889,0,6,6300,8.748463629942055,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,65400.0
0,7,3,2,5400,8.594339400592892,0,3,2300,7.741099090035366,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,16900.0
0,4,1,6,2500,7.824445930877619,1,1,9600,9.169622538697624,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,50500.0
2,5,7,2,4700,8.45553053102413,2,3,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,19200.0
2,9,12,3,1300,7.170888478512505,1,5,11500,9.350189267092581,1,6,3,1.3862943611198906,0,0,3,3,3,1,0,47300.0
0,15,6,0,14100,9.55400099583723,0,2,12800,9.45727857185611,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,65300.0
3,11,2,0,11500,9.350189267092581,1,6,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,1,0,33500.0
6,5,9,0,4800,8.476579508530941,0,5,4000,8.294299608857235,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,36800.0
2,5,9,4,5600,8.630700432209832,2,0,10100,9.220389707829185,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,35900.0
5,11,3,0,1800,7.496097345175956,0,1,13400,9.503084610020228,2,2,5,1.791759469228055,0,2,0,5,5,5,2,82200.0
7,9,5,6,5700,8.648396877031582,0,2,8800,9.082620630373812,1,1,6,1.9459101490553132,1,0,1,6,6,2,1,67300.0
6,4,1,0,7200,8.881975184248867,0,4,4500,8.412054873292933,0,6,6,1.9459101490553132,1,0,1,6,6,6,2,38700.0
5,8,10,3,3500,8.160803920954665,2,0,11300,9.332646496360152,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,82600.0
6,2,8,4,8700,9.071193240566025,0,6,13100,9.48044384215367,2,3,5,1.791759469228055,0,2,0,5,5,5,2,87300.0
1,9,9,3,2300,7.741099090035366,2,4,5500,8.612685172875459,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,29800.0
4,1,6,4,11400,9.34145634983372,0,4,4100,8.31898612539206,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,23700.0
6,1,3,2,10100,9.220389707829185,2,6,4400,8.38958706681109,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,32100.0
6,4,2,3,11600,9.358846580275406,2,1,1100,7.00397413672268,2,1,3,1.3862943611198906,0,0,3,3,3,1,0,16000.0
5,1,4,5,7500,8.922791623969637,0,3,9100,9.116139576577355,1,0,5,1.791759469228055,0,2,0,5,5,5,2,62100.0
7,13,5,5,10000,9.210440366976517,1,4,1100,7.00397413672268,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,13300.0
4,0,3,5,13400,9.503084610020228,2,2,6700,8.81001204797317,1,1,5,1.791759469228055,0,2,0,5,5,5,3,53600.0
0,15,6,0,13900,9.539716058977092,1,5,3700,8.216358332386156,1,4,5,1.791759469228055,0,2,0,5,5,5,2,36100.0
5,14,4,4,11900,9.38437770918244,2,0,9100,9.116139576577355,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,48300.0
3,15,13,2,13300,9.495594499353297,1,0,9000,9.105090961257085,0,5,7,2.0794415416798357,0,1,2,0,7,1,1,85300.0
2,2,4,5,4000,8.294299608857235,1,3,2600,7.8636512654486515,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,17000.0
1,1,2,2,6500,8.77971129020447,2,4,2500,7.824445930877619,1,1,5,1.791759469228055,0,2,0,5,5,5,2,21500.0
7,3,1,0,13300,9.495594499353297,1,0,7800,8.962007209588313,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,75700.0
5,12,12,5,12400,9.425532393502772,1,3,4000,8.294299608857235,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,32400.0
1,3,9,5,6200,8.732465848349879,2,5,5600,8.630700432209832,2,0,4,1.6094379124341003,1,1,4,4,4,4,2,34200.0
1,0,14,5,7400,8.909370405197466,2,1,10800,9.287394001418473,0,6,4,1.6094379124341003,1,1,4,4,4,4,2,61400.0
6,14,12,3,10400,9.249657234353133,2,5,12600,9.441531454869693,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,48200.0
3,3,8,4,11100,9.314790473332646,0,5,7200,8.881975184248867,0,4,6,1.9459101490553132,1,0,1,6,6,6,2,61500.0
3,0,7,6,10000,9.210440366976517,1,4,1600,7.3783837129967145,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,18000.0
6,3,9,4,13200,9.488047863280759,0,5,13500,9.510519035757246,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,80700.0
5,12,3,2,6300,8.748463629942055,0,0,14600,9.588845298501564,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,64700.0
2,9,9,3,10100,9.220389707829185,2,6,3300,8.101980731853192,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,26600.0
6,10,15,2,9900,9.200391041122515,0,2,13800,9.53249633228804,0,3,3,1.3862943611198906,0,0,3,3,3,3,2,65100.0
4,1,5,0,12700,9.44943600950432,1,2,14200,9.561067663645012,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,55300.0
0,0,0,4,3700,8.216358332386156,1,4,7500,8.922791623969637,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,26200.0
3,9,10,2,12000,9.392745258631441,0,2,14200,9.561067663645012,1,4,6,1.9459101490553132,1,0,1,6,6,2,1,111400.0
1,11,7,1,11000,9.305741456739435,2,3,14000,9.546884034617925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,53000.0
3,9,2,3,8400,9.036106025364846,0,0,2700,7.901377353792616,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,21900.0
4,8,1,6,4400,8.38958706681109,2,4,7800,8.962007209588313,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,59000.0
3,12,13,4,13800,9.53249633228804,0,3,8600,9.059633754551479,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,56800.0
1,14,15,1,12100,9.401043372798053,1,4,2900,7.972810784121404,2,2,2,1.0986122886681098,1,2,2,2,2,2,2,20800.0
2,3,5,3,5300,8.575650760987806,2,1,8000,8.987321812850125,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,37300.0
6,8,11,1,9000,9.105090961257085,0,5,11500,9.350189267092581,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,66500.0
7,0,14,1,8600,9.059633754551479,2,4,13600,9.517898598432753,1,6,5,1.791759469228055,0,2,0,5,5,5,2,90200.0
4,2,14,5,11300,9.332646496360152,2,2,7600,8.936035096566041,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,34100.0
6,2,7,1,3100,8.03947991910045,1,6,1300,7.170888478512505,1,5,5,1.791759469228055,0,2,0,5,5,5,2,10900.0
0,13,3,5,12100,9.401043372798053,1,4,11000,9.305741456739435,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,56100.0
0,11,5,6,9900,9.200391041122515,0,2,8000,8.987321812850125,2,6,5,1.791759469228055,0,2,0,5,5,5,2,57900.0
7,14,15,4,6600,8.79497643168877,0,6,5800,8.665785595466064,1,4,6,1.9459101490553132,1,0,1,6,6,2,1,47200.0
7,8,2,5,8000,8.987321812850125,2,6,12300,9.417435838868785,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,106400.0
4,4,13,1,2800,7.937731775260109,1,0,14400,9.575052927597383,0,1,7,2.0794415416798357,0,1,2,0,7,1,1,118000.0
2,13,14,6,14100,9.55400099583723,0,2,7800,8.962007209588313,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,76500.0
7,14,1,5,8100,8.999742789830492,0,1,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,1,1,30500.0
5,6,7,0,3500,8.160803920954665,2,0,13700,9.525224101853109,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,99400.0
3,9,1,1,13300,9.495594499353297,1,0,7500,8.922791623969637,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,35800.0
5,14,10,0,1000,6.90875477931522,1,6,6100,8.716207971151853,1,3,5,1.791759469228055,0,2,0,5,5,5,2,37600.0
1,10,9,6,3700,8.216358332386156,1,4,6000,8.699681400989514,0,1,5,1.791759469228055,0,2,0,5,5,5,2,39700.0
2,8,4,4,9400,9.148571345578551,1,6,11700,9.367429587218957,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,67900.0
5,5,12,0,2800,7.937731775260109,1,0,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,5,2,18400.0
3,13,15,3,11100,9.314790473332646,0,5,10400,9.249657234353133,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,52700.0
5,1,10,0,9200,9.127067452782361,2,2,7100,8.867990898182093,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,37600.0
2,15,14,5,9300,9.137877200242468,0,4,2900,7.972810784121404,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,20900.0
4,2,4,6,5200,8.556606193773073,1,6,5200,8.556606193773073,1,6,2,1.0986122886681098,1,2,2,2,2,2,3,20800.0
2,15,10,0,3500,8.160803920954665,2,0,12200,9.409273194575334,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,64500.0
7,13,12,1,5400,8.594339400592892,0,3,11000,9.305741456739435,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,60400.0
6,1,8,6,10600,9.268703615273097,1,2,7700,8.94910546953925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,33700.0
7,2,13,2,14700,9.595670797663967,0,0,12500,9.433563920090563,2,5,5,1.791759469228055,0,2,0,5,5,5,2,89700.0
4,4,9,5,2300,7.741099090035366,2,4,8700,9.071193240566025,0,6,3,1.3862943611198906,0,0,3,3,3,1,1,37100.0
4,4,9,4,12000,9.392745258631441,0,2,3600,8.188966863648876,0,2,5,1.791759469228055,0,2,0,5,5,5,2,33600.0
3,7,2,3,4100,8.31898612539206,2,5,13700,9.525224101853109,2,1,5,1.791759469228055,0,2,0,5,5,5,2,86300.0
3,13,11,0,8800,9.082620630373812,1,1,14400,9.575052927597383,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,52000.0
5,14,1,2,1400,7.244941546337007,2,0,14300,9.568084743872936,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,115800.0
1,6,0,5,10000,9.210440366976517,1,4,4000,8.294299608857235,1,3,5,1.791759469228055,0,2,0,5,5,5,2,34000.0
4,12,14,4,10300,9.239996256883693,1,3,1700,7.438971592395862,2,6,7,2.0794415416798357,0,1,2,0,7,1,0,23900.0
3,13,0,3,11800,9.375939552625749,1,5,3100,8.03947991910045,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,36600.0
7,8,8,1,7800,8.962007209588313,0,2,4800,8.476579508530941,0,5,3,1.3862943611198906,0,0,3,3,3,3,2,27000.0
2,5,7,3,4800,8.476579508530941,0,5,9600,9.169622538697624,0,3,3,1.3862943611198906,0,0,3,3,3,3,3,43200.0
3,5,2,0,9400,9.148571345578551,1,6,7800,8.962007209588313,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,71800.0
2,3,11,4,2100,7.650168700845001,0,0,4400,8.38958706681109,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,15300.0
2,7,0,4,12300,9.417435838868785,0,1,8100,8.999742789830492,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,52800.0
5,12,0,3,12800,9.45727857185611,2,4,13100,9.48044384215367,2,3,5,1.791759469228055,0,2,0,5,5,5,2,91400.0
2,12,0,6,14400,9.575052927597383,0,1,1500,7.313886831633462,0,2,6,1.9459101490553132,1,0,1,6,6,6,2,24900.0
5,12,14,1,9000,9.105090961257085,0,5,12200,9.409273194575334,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,70000.0
5,12,8,3,8900,9.093918908958932,2,3,9200,9.127067452782361,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,73300.0
4,9,3,4,14600,9.588845298501564,2,5,5100,8.537191877922927,0,4,5,1.791759469228055,0,2,0,5,5,5,2,45200.0
0,5,2,1,11800,9.375939552625749,1,5,7400,8.909370405197466,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,63600.0
2,11,7,6,12300,9.417435838868785,0,1,1500,7.313886831633462,0,2,3,1.3862943611198906,0,0,3,3,3,3,2,18300.0
5,14,0,4,2500,7.824445930877619,1,1,14800,9.60245002503719,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,120900.0
7,2,11,6,5300,8.575650760987806,2,1,14300,9.568084743872936,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,76800.0
6,14,12,2,7300,8.895766604056085,1,6,2600,7.8636512654486515,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,17700.0
4,13,7,4,7500,8.922791623969637,0,3,13100,9.48044384215367,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,112300.0
2,11,1,2,7200,8.881975184248867,0,4,12900,9.465060106725137,0,6,4,1.6094379124341003,1,1,4,4,4,4,2,71700.0
0,11,3,3,13400,9.503084610020228,2,2,10300,9.239996256883693,1,3,2,1.0986122886681098,1,2,2,2,2,2,2,44300.0
6,14,15,2,13700,9.525224101853109,2,1,3300,8.101980731853192,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,36800.0
7,15,4,6,13700,9.525224101853109,2,1,14000,9.546884034617925,2,0,3,1.3862943611198906,0,0,3,3,3,1,0,69700.0
2,10,14,5,3200,8.071218539969863,2,1,1100,7.00397413672268,2,1,3,1.3862943611198906,0,0,3,3,3,1,0,7600.0
2,12,7,1,5900,8.682877107057168,2,6,1500,7.313886831633462,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,17900.0
6,12,14,1,14700,9.595670797663967,0,0,6700,8.81001204797317,1,1,4,1.6094379124341003,1,1,4,4,4,4,2,48200.0
5,12,9,5,10100,9.220389707829185,2,6,7500,8.922791623969637,0,3,5,1.791759469228055,0,2,0,5,5,5,2,55100.0
7,10,13,3,12700,9.44943600950432,1,2,14900,9.60918360377546,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,72300.0
1,2,6,4,6700,8.81001204797317,1,1,2900,7.972810784121404,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,29900.0
0,12,6,0,1300,7.170888478512505,1,5,8500,9.04793908261736,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,60800.0
5,3,6,6,7100,8.867990898182093,2,2,8200,9.012011377036412,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,72700.0
2,0,2,1,2600,7.8636512654486515,2,3,2500,7.824445930877619,1,1,4,1.6094379124341003,1,1,4,4,4,4,2,15100.0
6,0,9,2,8800,9.082620630373812,1,1,9600,9.169622538697624,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,56800.0
3,0,12,3,8800,9.082620630373812,1,1,11600,9.358846580275406,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,90000.0
2,2,13,3,11400,9.34145634983372,0,4,5100,8.537191877922927,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,26700.0
4,10,13,6,7300,8.895766604056085,1,6,5900,8.682877107057168,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,36800.0
4,14,12,2,1100,7.00397413672268,2,1,6400,8.764209507142004,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,45900.0
0,3,9,3,3500,8.160803920954665,2,0,11300,9.332646496360152,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,48700.0
1,7,3,5,1000,6.90875477931522,1,6,8100,8.999742789830492,0,1,5,1.791759469228055,0,2,0,5,5,5,2,49600.0
1,9,1,0,4800,8.476579508530941,0,5,3500,8.160803920954665,2,0,5,1.791759469228055,0,2,0,5,5,5,2,25800.0
0,1,0,5,6100,8.716207971151853,1,3,10600,9.268703615273097,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,48500.0
4,13,6,2,4000,8.294299608857235,1,3,6900,8.839421607620602,0,5,6,1.9459101490553132,1,0,1,6,6,2,1,52300.0
2,15,7,2,10600,9.268703615273097,1,2,6900,8.839421607620602,0,5,2,1.0986122886681098,1,2,2,2,2,2,2,31300.0
2,2,7,3,4300,8.366602832783736,1,2,9600,9.169622538697624,0,3,7,2.0794415416798357,0,1,2,0,7,1,0,81100.0
3,14,11,2,7200,8.881975184248867,0,4,12600,9.441531454869693,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,108000.0
6,6,6,4,10700,9.278092474027002,2,4,3900,8.268988209506656,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,30200.0
0,14,15,4,12700,9.44943600950432,1,2,15000,9.61587214452889,0,6,7,2.0794415416798357,0,1,2,0,7,1,0,132700.0
6,12,8,6,4300,8.366602832783736,1,2,10600,9.268703615273097,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,46700.0
0,7,1,3,5600,8.630700432209832,2,0,14900,9.60918360377546,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,65200.0
4,9,10,4,8300,9.024131268455035,2,5,9400,9.148571345578551,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,55300.0
7,12,2,5,12900,9.465060106725137,0,6,8100,8.999742789830492,0,1,5,1.791759469228055,0,2,0,5,5,5,2,61500.0
5,8,3,3,2700,7.901377353792616,0,5,3000,8.006700845440367,0,4,7,2.0794415416798357,0,1,2,0,7,1,0,26700.0
0,1,14,6,9200,9.127067452782361,2,2,13500,9.510519035757246,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,63200.0
