slot_person_name,slot_device,slot_first_count,slot_first_count_abs_log1p,slot_first_count_is_even,slot_first_count_mod3,slot_first_count_mod5,slot_first_count_mod7,slot_first_count_mod10,slot_second_multiplier,slot_second_multiplier_abs_log1p,slot_second_multiplier_is_even,slot_second_multiplier_mod3,slot_second_multiplier_mod5,slot_second_multiplier_mod7,slot_second_multiplier_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,gcd_all,n_multiple_pairs,y
5,7,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,93.0
5,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,3,98.0
2,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,47.0
9,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,1,1,39.0
1,1,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,3,96.0
1,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,2,23.0
1,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,2,96.0
9,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,40.0
1,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,2,81.0
3,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,78.0
6,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,140.0
5,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,6,32.0
1,5,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,135.0
1,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,23.0
5,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,53.0
9,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,58.0
5,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,102.0
5,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,60.0
1,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,3,84.0
5,6,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,2,85.0
9,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,19.0
2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,4,75.0
4,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,3,17.0
2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,4,10.0
8,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,69.0
8,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,3,50.0
5,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,1,0,106.0
7,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,6,15.0
2,2,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,130.0
8,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,52.0
5,5,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,106.0
0,6,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,2,92.0
7,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,40.0
4,7,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,3,98.0
3,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,3,31.0
1,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,47.0
7,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,48.0
1,8,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,1,63.0
3,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,35.0
9,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,1,32.0
1,5,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,4,99.0
1,6,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,114.0
6,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,105.0
6,8,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,2,54.0
5,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,52.0
0,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,3,42.0
7,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,4,35.0
4,8,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,50.0
2,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,68.0
2,8,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,2,138.0
9,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,17.0
4,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,88.0
9,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,6,14.0
1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,1,28.0
2,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,2,3,80.0
3,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,6,88.0
0,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,104.0
3,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,100.0
0,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,3,16.0
4,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,3,20.0
8,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,84.0
4,0,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,3,66.0
0,6,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,4,130.0
1,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,78.0
0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,34.0
9,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,24.0
6,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,44.0
8,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,0,84.0
4,5,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,54.0
9,5,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,80.0
2,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,36.0
3,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,2,72.0
2,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,78.0
6,5,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,115.0
5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,1,63.0
7,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,6,24.0
1,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,3,28.0
2,7,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,4,90.0
4,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,55.0
4,5,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,1,64.0
7,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,2,24.0
4,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,78.0
7,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,56.0
1,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,2,79.0
3,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,60.0
5,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,56.0
2,3,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,1,115.0
6,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,2,67.0
2,6,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,106.0
9,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,3,50.0
4,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,23.0
1,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,28.0
0,1,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,3,110.0
9,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,122.0
5,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,28.0
5,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,51.0
3,8,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,120.0
1,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,3,77.0
7,7,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,70.0
5,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,23.0
3,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,3,55.0
8,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,3,52.0
3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,4,8.0
5,4,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,76.0
6,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,1,60.0
2,8,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,90.0
9,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,3,24.0
6,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,4,40.0
5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,3,19.0
8,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,4,8.0
4,5,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,106.0
3,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,28.0
5,8,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,4,140.0
4,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,3,36.0
7,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,3,26.0
6,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,85.0
7,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,92.0
3,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,37.0
2,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,4,36.0
3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,12.0
2,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,4,47.0
5,1,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,88.0
3,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,1,3,9.0
1,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,30.0
2,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,5,24.0
1,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,11.0
0,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,102.0
2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,3,6,66.0
0,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,3,70.0
3,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,0,84.0
7,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,24.0
2,2,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,3,66.0
5,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,28.0
6,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,5,76.0
4,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,40.0
2,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,1,6,39.0
2,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,2,55.0
1,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,17.0
3,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,84.0
0,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,3,22.0
8,2,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,84.0
5,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,12.0
7,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,78.0
