slot_name_equal1,slot_name_equal2,slot_name_diff_more,slot_name_diff_less,slot_item_plural,slot_action_past,slot_total_count,slot_total_count_abs_log1p,slot_total_count_is_even,slot_total_count_mod3,slot_total_count_mod5,slot_total_count_mod7,slot_total_count_mod10,slot_pair_total,slot_pair_total_abs_log1p,slot_pair_total_is_even,slot_pair_total_mod3,slot_pair_total_mod5,slot_pair_total_mod7,slot_pair_total_mod10,slot_difference,slot_difference_abs_log1p,slot_difference_is_even,slot_difference_mod3,slot_difference_mod5,slot_difference_mod7,slot_difference_mod10,gcd_all,n_multiple_pairs,y
16,3,14,23,5,5,136,4.919980925828125,1,1,1,3,6,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,2,0,3.0
20,0,20,4,1,1,60,4.110873864173311,1,0,0,4,0,24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,2,0,1.0
6,7,22,21,6,6,84,4.442651256490317,1,0,4,0,4,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,0,2,5,2,2,1,2.0
21,12,0,2,0,0,47,3.871201010907891,0,2,2,5,7,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,0,19.0
0,3,2,4,1,1,62,4.143134726391533,1,2,2,6,2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,2,2,18.0
22,7,20,5,1,1,102,4.634728988229636,1,0,2,4,2,66,4.204692619390966,1,0,1,3,6,14,2.70805020110221,1,2,4,0,4,2,0,22.0
6,23,3,1,3,3,139,4.941642422609304,0,1,4,6,9,79,4.382026634673881,0,1,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,19.0
12,16,3,18,7,7,106,4.672828834461906,1,1,1,1,6,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,2,1,13.0
18,18,16,18,2,2,68,4.23410650459726,1,2,3,5,8,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,2,8.0
5,10,4,10,5,5,140,4.948759890378168,1,2,0,0,0,64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,4,1,2.0
18,23,3,23,6,6,119,4.787491742782046,0,2,4,0,9,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,1,0,2.0
14,13,12,20,9,9,31,3.4657359027997265,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,1,0,8.0
27,21,7,20,0,0,73,4.30406509320417,0,1,3,3,3,49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,1,0,18.0
17,2,3,22,1,1,60,4.110873864173311,1,0,0,4,0,46,3.8501476017100584,1,1,1,4,6,12,2.5649493574615367,1,0,2,5,2,2,1,22.0
19,8,2,20,0,0,64,4.174387269895637,1,1,4,1,4,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,2,2,3.0
4,9,11,9,1,1,48,3.8918202981106265,1,0,3,6,8,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,2,0,9.0
13,8,5,24,1,1,67,4.219507705176107,0,1,2,4,7,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,12.0
22,14,17,13,7,7,65,4.189654742026425,0,2,0,2,5,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,1,20.0
11,18,1,9,7,7,46,3.8501476017100584,1,1,1,4,6,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,2,0,9.0
13,10,6,13,0,0,65,4.189654742026425,0,2,0,2,5,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,1,0,14.0
6,1,4,27,1,1,119,4.787491742782046,0,2,4,0,9,53,3.9889840465642745,0,2,3,4,3,15,2.772588722239781,0,0,0,1,5,1,0,1.0
14,26,3,24,1,1,60,4.110873864173311,1,0,0,4,0,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,6,0,21.0
12,18,5,11,5,5,107,4.68213122712422,0,2,2,2,7,71,4.276666119016055,0,2,1,1,1,19,2.995732273553991,0,1,4,5,9,1,0,27.0
16,26,12,23,8,8,42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,2,0,5.0
6,23,10,9,5,5,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,1,7.0
14,2,17,15,9,9,54,4.007333185232471,1,0,4,5,4,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,2,0,19.0
1,19,15,15,2,2,71,4.276666119016055,0,2,1,1,1,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,0,26.0
8,11,25,10,0,0,48,3.8918202981106265,1,0,3,6,8,36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,2,6,4,1,20.0
4,17,23,25,4,4,50,3.9318256327243257,1,2,0,1,0,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,2,0,23.0
18,17,4,8,6,6,85,4.454347296253507,0,1,0,1,5,67,4.219507705176107,0,1,2,4,7,11,2.4849066497880004,0,2,1,4,1,1,0,30.0
17,6,25,27,2,2,97,4.584967478670572,0,1,2,6,7,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,1,0,21.0
14,4,13,24,7,7,126,4.844187086458591,1,0,1,0,6,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,2,0,8.0
9,19,21,21,1,1,83,4.430816798843313,0,2,3,6,3,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,1,0,8.0
15,19,24,22,6,6,123,4.820281565605037,0,0,3,4,3,63,4.1588830833596715,0,0,3,0,3,19,2.995732273553991,0,1,4,5,9,1,0,11.0
6,18,5,22,7,7,115,4.7535901911063645,0,1,0,3,5,61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,1,0,7.0
22,14,1,26,6,6,67,4.219507705176107,0,1,2,4,7,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,1,0,7.0
0,25,6,1,7,7,55,4.02535169073515,0,1,0,6,5,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,1,0,6.0
15,3,16,5,9,9,51,3.9512437185814275,0,0,1,2,1,39,3.6888794541139363,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,3,0,18.0
10,22,8,7,1,1,100,4.61512051684126,1,1,0,2,0,48,3.8918202981106265,1,0,3,6,8,16,2.833213344056216,1,1,1,2,6,4,1,6.0
5,0,6,27,8,8,45,3.828641396489095,0,0,0,3,5,31,3.4657359027997265,0,1,1,3,1,17,2.8903717578961645,0,2,2,3,7,1,0,17.0
14,16,13,8,3,3,84,4.442651256490317,1,0,4,0,4,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,14,2,35.0
24,17,12,1,9,9,44,3.8066624897703196,1,2,4,2,4,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,4,0,2.0
8,21,25,19,9,9,92,4.532599493153256,1,2,2,1,2,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,2,1,23.0
8,7,9,5,5,5,96,4.574710978503383,1,0,1,5,6,54,4.007333185232471,1,0,4,5,4,10,2.3978952727983707,1,1,0,3,0,2,0,11.0
8,6,22,7,0,0,120,4.795790545596741,1,0,0,1,0,52,3.970291913552122,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,4,1,2.0
2,18,24,15,2,2,71,4.276666119016055,0,2,1,1,1,61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,1,0,29.0
23,1,23,2,0,0,118,4.77912349311153,1,1,3,6,8,76,4.343805421853684,1,1,1,6,6,16,2.833213344056216,1,1,1,2,6,2,0,25.0
23,13,25,26,7,7,52,3.970291913552122,1,1,2,3,2,44,3.8066624897703196,1,2,4,2,4,12,2.5649493574615367,1,0,2,5,2,4,0,24.0
23,4,8,22,3,3,39,3.6888794541139363,0,0,4,4,9,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,1,1,8.0
7,10,0,26,2,2,99,4.605170185988092,0,0,4,1,9,59,4.0943445622221,0,2,4,3,9,17,2.8903717578961645,0,2,2,3,7,1,0,18.0
23,19,8,24,2,2,84,4.442651256490317,1,0,4,0,4,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,0,2,5,2,2,1,2.0
21,17,19,21,8,8,108,4.6913478822291435,1,0,3,3,8,70,4.2626798770413155,1,1,0,0,0,20,3.044522437723423,1,2,0,6,0,2,0,26.0
12,9,22,20,4,4,80,4.394449154672439,1,2,0,3,0,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,2,1,17.0
17,24,13,15,2,2,107,4.68213122712422,0,2,2,2,7,57,4.060443010546419,0,0,2,1,7,11,2.4849066497880004,0,2,1,4,1,1,0,9.0
18,14,7,19,6,6,70,4.2626798770413155,1,1,0,0,0,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,10,1,15.0
14,21,18,5,4,4,42,3.7612001156935624,1,0,2,0,2,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,2,0,19.0
27,8,1,14,3,3,105,4.663439094112067,0,0,0,0,5,53,3.9889840465642745,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,1,0,10.0
1,26,16,12,2,2,52,3.970291913552122,1,1,2,3,2,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,4,0,12.0
3,14,8,13,9,9,68,4.23410650459726,1,2,3,5,8,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,2,1,21.0
3,20,15,22,5,5,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,4,1,12.0
15,0,5,12,7,7,108,4.6913478822291435,1,0,3,3,8,64,4.174387269895637,1,1,4,1,4,18,2.9444389791664403,1,0,3,4,8,2,1,19.0
1,16,14,21,7,7,108,4.6913478822291435,1,0,3,3,8,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,6,1,3.0
22,15,20,2,2,2,83,4.430816798843313,0,2,3,6,3,43,3.784189633918261,0,1,3,1,3,19,2.995732273553991,0,1,4,5,9,1,0,11.0
3,1,24,20,2,2,87,4.477336814478207,0,0,2,3,7,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,1.0
0,14,4,3,8,8,79,4.382026634673881,0,1,4,2,9,35,3.58351893845611,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,1,0,5.0
14,21,25,25,7,7,132,4.890349128221754,1,0,2,6,2,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,2,1,5.0
10,15,5,12,8,8,88,4.48863636973214,1,1,3,4,8,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
8,24,0,8,9,9,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,6,1,3.0
15,19,25,26,4,4,38,3.6635616461296463,1,2,3,3,8,32,3.4965075614664802,1,2,2,4,2,20,3.044522437723423,1,2,0,6,0,2,0,23.0
7,23,11,0,5,5,70,4.2626798770413155,1,1,0,0,0,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,14,2,14.0
12,2,11,3,6,6,54,4.007333185232471,1,0,4,5,4,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,2,1,18.0
2,20,11,19,7,7,86,4.465908118654584,1,2,1,2,6,62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,2,0,29.0
5,12,12,15,9,9,54,4.007333185232471,1,0,4,5,4,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,2,0,19.0
10,2,21,0,4,4,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,0,9.0
2,2,5,20,5,5,71,4.276666119016055,0,2,1,1,1,59,4.0943445622221,0,2,4,3,9,13,2.6390573296152584,0,1,3,6,3,1,0,30.0
0,24,17,23,4,4,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,2,1,7.0
26,10,17,20,6,6,70,4.2626798770413155,1,1,0,0,0,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,2,1,31.0
11,3,17,19,7,7,53,3.9889840465642745,0,2,3,4,3,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,1,0,5.0
4,7,25,15,0,0,91,4.5217885770490405,0,1,1,0,1,77,4.356708826689592,0,2,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,0,40.0
25,2,25,18,4,4,65,4.189654742026425,0,2,0,2,5,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,1,1,19.0
8,23,23,22,2,2,77,4.356708826689592,0,2,2,0,7,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,1,0,11.0
0,9,9,4,6,6,71,4.276666119016055,0,2,1,1,1,33,3.5263605246161616,0,0,3,5,3,19,2.995732273553991,0,1,4,5,9,1,0,7.0
7,3,3,0,9,9,91,4.5217885770490405,0,1,1,0,1,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,12.0
16,21,27,20,0,0,31,3.4657359027997265,0,1,1,3,1,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,1,0,14.0
19,25,7,4,1,1,47,3.871201010907891,0,2,2,5,7,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,0,16.0
13,2,0,21,6,6,27,3.332204510175204,0,0,2,6,7,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,0,6.0
6,19,18,16,3,3,48,3.8918202981106265,1,0,3,6,8,38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,0,6,0,2,0,24.0
21,3,0,12,3,3,79,4.382026634673881,0,1,4,2,9,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,5.0
2,21,24,15,2,2,130,4.875197323201151,1,1,0,4,0,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,0,14.0
11,17,1,11,2,2,98,4.59511985013459,1,2,3,0,8,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,14,2,28.0
25,27,24,8,5,5,54,4.007333185232471,1,0,4,5,4,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,6,2,6.0
18,27,3,6,6,6,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,2,13.0
8,10,10,15,7,7,68,4.23410650459726,1,2,3,5,8,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,4,1,18.0
24,21,6,13,5,5,84,4.442651256490317,1,0,4,0,4,48,3.8918202981106265,1,0,3,6,8,12,2.5649493574615367,1,0,2,5,2,12,2,12.0
0,16,24,1,2,2,101,4.624972813284271,0,2,1,3,1,65,4.189654742026425,0,2,0,2,5,17,2.8903717578961645,0,2,2,3,7,1,0,23.0
5,14,25,9,2,2,111,4.718498871295094,0,0,1,6,1,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,2.0
13,6,4,9,2,2,105,4.663439094112067,0,0,0,0,5,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,1,1,6.0
5,11,24,26,4,4,73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,7,2.0794415416798357,0,1,2,0,7,1,0,20.0
20,13,4,0,1,1,63,4.1588830833596715,0,0,3,0,3,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,0,30.0
27,6,15,16,7,7,121,4.804021044733257,0,1,1,2,1,69,4.248495242049359,0,0,4,6,9,15,2.772588722239781,0,0,0,1,5,1,0,16.0
11,14,24,15,0,0,87,4.477336814478207,0,0,2,3,7,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,1,0,25.0
8,10,16,3,1,1,130,4.875197323201151,1,1,0,4,0,70,4.2626798770413155,1,1,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,0,14.0
25,27,14,19,0,0,67,4.219507705176107,0,1,2,4,7,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,1,0,13.0
16,2,27,4,6,6,118,4.77912349311153,1,1,3,6,8,52,3.970291913552122,1,1,2,3,2,16,2.833213344056216,1,1,1,2,6,2,0,1.0
19,19,19,27,1,1,73,4.30406509320417,0,1,3,3,3,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,1,0,2.0
5,20,25,19,9,9,73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,17,2.8903717578961645,0,2,2,3,7,1,0,25.0
25,22,20,3,9,9,73,4.30406509320417,0,1,3,3,3,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,0,25.0
21,24,9,13,2,2,56,4.04305126783455,1,2,1,0,6,32,3.4965075614664802,1,2,2,4,2,14,2.70805020110221,1,2,4,0,4,2,1,11.0
9,26,16,12,6,6,89,4.499809670330265,0,2,4,5,9,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,0,17.0
24,12,0,12,7,7,82,4.418840607796598,1,1,2,5,2,58,4.07753744390572,1,1,3,2,8,18,2.9444389791664403,1,0,3,4,8,2,0,26.0
15,2,24,17,1,1,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,2,0,3.0
26,18,7,20,4,4,96,4.574710978503383,1,0,1,5,6,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,6,0,3.0
10,0,5,7,6,6,131,4.882801922586371,0,2,1,5,1,65,4.189654742026425,0,2,0,2,5,19,2.995732273553991,0,1,4,5,9,1,0,9.0
17,23,0,27,4,4,132,4.890349128221754,1,0,2,6,2,66,4.204692619390966,1,0,1,3,6,14,2.70805020110221,1,2,4,0,4,2,1,7.0
1,24,24,9,4,4,79,4.382026634673881,0,1,4,2,9,67,4.219507705176107,0,1,2,4,7,13,2.6390573296152584,0,1,3,6,3,1,0,34.0
5,12,10,7,3,3,98,4.59511985013459,1,2,3,0,8,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,0,15.0
23,7,11,8,0,0,72,4.290459441148391,1,0,2,2,2,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,2,1,9.0
12,1,2,22,3,3,120,4.795790545596741,1,0,0,1,0,64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,8,1,12.0
8,9,3,21,8,8,94,4.553876891600541,1,1,4,3,4,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,2,0,8.0
20,23,7,3,5,5,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,5.0
15,3,25,19,6,6,86,4.465908118654584,1,2,1,2,6,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,2,0,14.0
0,0,21,9,9,9,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,5.0
12,18,8,9,7,7,84,4.442651256490317,1,0,4,0,4,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,2,0,35.0
1,2,16,2,6,6,53,3.9889840465642745,0,2,3,4,3,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,1,0,3.0
10,17,10,16,6,6,86,4.465908118654584,1,2,1,2,6,42,3.7612001156935624,1,0,2,0,2,10,2.3978952727983707,1,1,0,3,0,2,0,4.0
22,8,6,10,5,5,139,4.941642422609304,0,1,4,6,9,67,4.219507705176107,0,1,2,4,7,19,2.995732273553991,0,1,4,5,9,1,0,7.0
18,11,8,15,7,7,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,1,8.0
13,23,11,10,3,3,61,4.127134385045092,0,1,1,5,1,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,1,0,21.0
10,22,22,4,4,4,78,4.3694478524670215,1,0,3,1,8,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,2,1,21.0
0,5,1,4,0,0,102,4.634728988229636,1,0,2,4,2,62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,2,0,15.0
25,20,14,27,3,3,46,3.8501476017100584,1,1,1,4,6,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,2,1,19.0
15,13,19,26,1,1,86,4.465908118654584,1,2,1,2,6,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,2,0,13.0
24,9,4,23,6,6,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,3.0
7,7,22,25,5,5,90,4.51085950651685,1,0,0,6,0,62,4.143134726391533,1,2,2,6,2,16,2.833213344056216,1,1,1,2,6,2,0,25.0
17,9,5,25,1,1,101,4.624972813284271,0,2,1,3,1,63,4.1588830833596715,0,0,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,1,16.0
25,14,0,4,0,0,71,4.276666119016055,0,2,1,1,1,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,1,1,32.0
15,20,26,27,9,9,118,4.77912349311153,1,1,3,6,8,62,4.143134726391533,1,2,2,6,2,16,2.833213344056216,1,1,1,2,6,2,0,11.0
18,12,26,6,0,0,51,3.9512437185814275,0,0,1,2,1,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,0,22.0
11,25,16,14,9,9,113,4.736198448394496,0,2,3,1,3,61,4.127134385045092,0,1,1,5,1,9,2.302585092994046,0,0,4,2,9,1,0,9.0
7,11,8,12,8,8,66,4.204692619390966,1,0,1,3,6,44,3.8066624897703196,1,2,4,2,4,16,2.833213344056216,1,1,1,2,6,2,0,19.0
21,14,4,15,1,1,38,3.6635616461296463,1,2,3,3,8,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,2,1,2.0
0,23,13,20,6,6,48,3.8918202981106265,1,0,3,6,8,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,14.0
20,5,6,18,6,6,122,4.812184355372417,1,2,2,3,2,68,4.23410650459726,1,2,3,5,8,8,2.1972245773362196,1,2,3,1,8,2,0,11.0
0,22,11,15,9,9,102,4.634728988229636,1,0,2,4,2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,2,1,19.0
2,5,9,17,3,3,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,1,5.0
18,1,2,27,3,3,126,4.844187086458591,1,0,1,0,6,64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,2,1,9.0
5,24,4,2,0,0,66,4.204692619390966,1,0,1,3,6,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,2,0,21.0
8,18,4,26,5,5,71,4.276666119016055,0,2,1,1,1,47,3.871201010907891,0,2,2,5,7,13,2.6390573296152584,0,1,3,6,3,1,0,18.0
2,7,17,0,3,3,90,4.51085950651685,1,0,0,6,0,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,2,0,11.0
2,4,13,20,1,1,84,4.442651256490317,1,0,4,0,4,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,14,3,7.0
3,1,2,18,5,5,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,1,1.0
14,25,2,27,4,4,96,4.574710978503383,1,0,1,5,6,70,4.2626798770413155,1,1,0,0,0,20,3.044522437723423,1,2,0,6,0,2,0,32.0
17,12,20,2,3,3,104,4.653960350157523,1,2,4,6,4,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,4,1,14.0
21,7,2,15,3,3,130,4.875197323201151,1,1,0,4,0,72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,2,0,15.0
11,16,13,27,8,8,98,4.59511985013459,1,2,3,0,8,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,2,0,10.0
3,24,6,0,1,1,82,4.418840607796598,1,1,2,5,2,62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,2,0,23.0
15,16,3,12,8,8,94,4.553876891600541,1,1,4,3,4,44,3.8066624897703196,1,2,4,2,4,16,2.833213344056216,1,1,1,2,6,2,0,5.0
10,2,15,3,2,2,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,9,2.302585092994046,0,0,4,2,9,1,0,13.0
0,21,6,27,3,3,128,4.859812404361672,1,2,3,2,8,72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,8,1,16.0
10,17,27,20,6,6,55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,1,0,6.0
26,14,21,24,9,9,67,4.219507705176107,0,1,2,4,7,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,0,5.0
16,21,12,10,4,4,68,4.23410650459726,1,2,3,5,8,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,0,30.0
7,5,2,3,3,3,100,4.61512051684126,1,1,0,2,0,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,2,1,7.0
18,26,15,7,8,8,37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,1,0,13.0
13,9,1,14,3,3,79,4.382026634673881,0,1,4,2,9,73,4.30406509320417,0,1,3,3,3,15,2.772588722239781,0,0,0,1,5,1,0,41.0
8,9,1,13,4,4,69,4.248495242049359,0,0,4,6,9,61,4.127134385045092,0,1,1,5,1,9,2.302585092994046,0,0,4,2,9,1,0,31.0
26,17,12,19,4,4,138,4.9344739331306915,1,0,3,5,8,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,6,1,9.0
11,24,16,1,3,3,72,4.290459441148391,1,0,2,2,2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,4,1,34.0
