slot_item,slot_action,slot_rate,slot_rate_abs_log1p,slot_rate_is_even,slot_rate_mod3,slot_rate_mod5,slot_rate_mod7,slot_rate_mod10,slot_len_unit,slot_start_hour,slot_start_hour_abs_log1p,slot_start_hour_is_even,slot_start_hour_mod3,slot_start_hour_mod5,slot_start_hour_mod7,slot_start_hour_mod10,slot_end_hour,slot_end_hour_abs_log1p,slot_end_hour_is_even,slot_end_hour_mod3,slot_end_hour_mod5,slot_end_hour_mod7,slot_end_hour_mod10,slot_meridiem,gcd_all,n_multiple_pairs,y
0,0,4,1.6094379124341003,1,1,4,4,4,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,0,4.0
2,2,1,0.6931471805599453,0,1,1,1,1,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,2,1.0
0,0,2,1.0986122886681098,1,2,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,1,2,4.0
1,1,2,1.0986122886681098,1,2,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,2,3,16.0
3,3,2,1.0986122886681098,1,2,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,1,2.0
6,4,2,1.0986122886681098,1,2,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,1,1,2.0
4,0,8,2.1972245773362196,1,2,3,1,8,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,1,3,24.0
3,3,6,1.9459101490553132,1,0,1,6,6,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,1,2,24.0
7,3,3,1.3862943611198906,0,0,3,3,3,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,0,1,0,9.0
4,0,6,1.9459101490553132,1,0,1,6,6,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,0,18.0
7,3,8,2.1972245773362196,1,2,3,1,8,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,0,1,1,24.0
7,3,1,0.6931471805599453,0,1,1,1,1,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,3,6.0
2,2,4,1.6094379124341003,1,1,4,4,4,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,1,20.0
1,1,5,1.791759469228055,0,2,0,5,5,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,0,1,1,35.0
1,1,7,2.0794415416798357,0,1,2,0,7,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,0,7.0
5,2,1,0.6931471805599453,0,1,1,1,1,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,0,1,2,5.0
4,0,7,2.0794415416798357,0,1,2,0,7,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,0,7.0
3,3,2,1.0986122886681098,1,2,2,2,2,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,1,3,14.0
4,0,7,2.0794415416798357,0,1,2,0,7,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,28.0
3,3,6,1.9459101490553132,1,0,1,6,6,1,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,2,0,12.0
6,4,2,1.0986122886681098,1,2,2,2,2,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,1,2.0
6,4,7,2.0794415416798357,0,1,2,0,7,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,1,3,42.0
0,0,4,1.6094379124341003,1,1,4,4,4,1,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,0,1,0,12.0
3,3,5,1.791759469228055,0,2,0,5,5,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,2,5.0
1,1,5,1.791759469228055,0,2,0,5,5,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,1,1,10.0
3,3,6,1.9459101490553132,1,0,1,6,6,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,1,6.0
6,4,4,1.6094379124341003,1,1,4,4,4,1,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,0,1,1,4.0
0,0,8,2.1972245773362196,1,2,3,1,8,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,1,2,32.0
5,2,3,1.3862943611198906,0,0,3,3,3,0,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,0,1,2,30.0
6,4,8,2.1972245773362196,1,2,3,1,8,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,0,1,0,32.0
4,0,2,1.0986122886681098,1,2,2,2,2,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,1,2.0
7,3,6,1.9459101490553132,1,0,1,6,6,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,0,1,0,6.0
7,3,5,1.791759469228055,0,2,0,5,5,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,20.0
3,3,3,1.3862943611198906,0,0,3,3,3,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,1,2,12.0
1,1,6,1.9459101490553132,1,0,1,6,6,0,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,0,1,0,36.0
1,1,5,1.791759469228055,0,2,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,1,0,15.0
4,0,5,1.791759469228055,0,2,0,5,5,1,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,0,1,0,10.0
7,3,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,1,30.0
2,2,3,1.3862943611198906,0,0,3,3,3,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,0,9.0
6,4,9,2.302585092994046,0,0,4,2,9,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,0,9.0
5,2,7,2.0794415416798357,0,1,2,0,7,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,0,1,0,7.0
5,2,2,1.0986122886681098,1,2,2,2,2,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,1,2.0
7,3,4,1.6094379124341003,1,1,4,4,4,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,0,1,0,12.0
5,2,2,1.0986122886681098,1,2,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,1,2.0
6,4,9,2.302585092994046,0,0,4,2,9,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,1,0,9.0
0,0,1,0.6931471805599453,0,1,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,0,1,2,3.0
7,3,8,2.1972245773362196,1,2,3,1,8,2,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,1,0,24.0
2,2,5,1.791759469228055,0,2,0,5,5,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,1,5.0
1,1,8,2.1972245773362196,1,2,3,1,8,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,0,1,1,40.0
7,3,3,1.3862943611198906,0,0,3,3,3,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,0,3.0
6,4,9,2.302585092994046,0,0,4,2,9,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,1,1,63.0
1,1,8,2.1972245773362196,1,2,3,1,8,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,1,2,48.0
3,3,1,0.6931471805599453,0,1,1,1,1,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,1,2,1.0
0,0,5,1.791759469228055,0,2,0,5,5,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,1,2,15.0
0,0,4,1.6094379124341003,1,1,4,4,4,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,0,1,1,24.0
0,0,2,1.0986122886681098,1,2,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,1,18.0
2,2,3,1.3862943611198906,0,0,3,3,3,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,0,6.0
3,3,7,2.0794415416798357,0,1,2,0,7,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,0,7.0
0,0,4,1.6094379124341003,1,1,4,4,4,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,1,12.0
4,0,3,1.3862943611198906,0,0,3,3,3,0,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,1,1,2,27.0
4,0,3,1.3862943611198906,0,0,3,3,3,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,1,24.0
1,1,5,1.791759469228055,0,2,0,5,5,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,1,0,10.0
3,3,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,2,12.0
0,0,4,1.6094379124341003,1,1,4,4,4,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,1,0,8.0
5,2,8,2.1972245773362196,1,2,3,1,8,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,0,8.0
2,2,7,2.0794415416798357,0,1,2,0,7,0,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,0,1,0,21.0
2,2,7,2.0794415416798357,0,1,2,0,7,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,0,1,0,7.0
4,0,6,1.9459101490553132,1,0,1,6,6,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,1,2,36.0
2,2,3,1.3862943611198906,0,0,3,3,3,0,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,0,1,2,30.0
7,3,8,2.1972245773362196,1,2,3,1,8,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,0,8.0
2,2,1,0.6931471805599453,0,1,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,0,1,2,1.0
3,3,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,1,1,6.0
5,2,6,1.9459101490553132,1,0,1,6,6,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,1,6.0
3,3,3,1.3862943611198906,0,0,3,3,3,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,1,12.0
6,4,6,1.9459101490553132,1,0,1,6,6,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,0,6.0
2,2,7,2.0794415416798357,0,1,2,0,7,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,1,56.0
1,1,8,2.1972245773362196,1,2,3,1,8,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,2,1,16.0
4,0,9,2.302585092994046,0,0,4,2,9,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,0,9.0
3,3,2,1.0986122886681098,1,2,2,2,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,1,10.0
3,3,8,2.1972245773362196,1,2,3,1,8,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,0,1,1,40.0
4,0,9,2.302585092994046,0,0,4,2,9,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,0,1,0,45.0
5,2,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,1,1,14.0
1,1,2,1.0986122886681098,1,2,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,0,8.0
2,2,8,2.1972245773362196,1,2,3,1,8,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,1,24.0
0,0,3,1.3862943611198906,0,0,3,3,3,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,3,3,9.0
2,2,8,2.1972245773362196,1,2,3,1,8,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,0,8.0
4,0,4,1.6094379124341003,1,1,4,4,4,0,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,0,1,0,8.0
5,2,8,2.1972245773362196,1,2,3,1,8,1,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,1,1,56.0
2,2,1,0.6931471805599453,0,1,1,1,1,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,0,1,2,1.0
5,2,9,2.302585092994046,0,0,4,2,9,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,1,72.0
4,0,1,0.6931471805599453,0,1,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,1,2,2.0
5,2,7,2.0794415416798357,0,1,2,0,7,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,0,21.0
1,1,9,2.302585092994046,0,0,4,2,9,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,0,1,1,72.0
2,2,9,2.302585092994046,0,0,4,2,9,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,0,1,1,36.0
2,2,1,0.6931471805599453,0,1,1,1,1,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,2,1.0
1,1,5,1.791759469228055,0,2,0,5,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,0,5.0
0,0,9,2.302585092994046,0,0,4,2,9,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,0,1,0,54.0
7,3,4,1.6094379124341003,1,1,4,4,4,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,0,4.0
2,2,2,1.0986122886681098,1,2,2,2,2,0,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,0,1,0,12.0
5,2,8,2.1972245773362196,1,2,3,1,8,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,1,2,40.0
3,3,9,2.302585092994046,0,0,4,2,9,1,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,1,45.0
5,2,4,1.6094379124341003,1,1,4,4,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,3,24.0
2,2,2,1.0986122886681098,1,2,2,2,2,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,0,8.0
5,2,1,0.6931471805599453,0,1,1,1,1,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,3,5.0
5,2,6,1.9459101490553132,1,0,1,6,6,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,0,6.0
7,3,6,1.9459101490553132,1,0,1,6,6,0,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,1,0,42.0
3,3,5,1.791759469228055,0,2,0,5,5,1,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,1,0,35.0
7,3,4,1.6094379124341003,1,1,4,4,4,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,0,4.0
5,2,1,0.6931471805599453,0,1,1,1,1,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,1,2,1.0
7,3,4,1.6094379124341003,1,1,4,4,4,2,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,0,1,0,12.0
4,0,1,0.6931471805599453,0,1,1,1,1,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,1,3,6.0
7,3,5,1.791759469228055,0,2,0,5,5,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,0,1,0,5.0
7,3,9,2.302585092994046,0,0,4,2,9,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,1,54.0
7,3,1,0.6931471805599453,0,1,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,1,3,2.0
7,3,9,2.302585092994046,0,0,4,2,9,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,0,1,1,36.0
2,2,3,1.3862943611198906,0,0,3,3,3,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,0,1,0,9.0
3,3,5,1.791759469228055,0,2,0,5,5,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,2,15.0
1,1,6,1.9459101490553132,1,0,1,6,6,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,0,6.0
7,3,2,1.0986122886681098,1,2,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,1,2.0
7,3,8,2.1972245773362196,1,2,3,1,8,1,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,0,16.0
3,3,9,2.302585092994046,0,0,4,2,9,2,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,1,1,45.0
1,1,6,1.9459101490553132,1,0,1,6,6,0,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,1,1,30.0
5,2,7,2.0794415416798357,0,1,2,0,7,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,0,21.0
0,0,6,1.9459101490553132,1,0,1,6,6,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,0,18.0
3,3,1,0.6931471805599453,0,1,1,1,1,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,2,1.0
7,3,2,1.0986122886681098,1,2,2,2,2,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,1,2.0
2,2,3,1.3862943611198906,0,0,3,3,3,0,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,1,0,12.0
2,2,3,1.3862943611198906,0,0,3,3,3,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,1,0,6.0
2,2,7,2.0794415416798357,0,1,2,0,7,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,1,21.0
1,1,4,1.6094379124341003,1,1,4,4,4,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,2,0,16.0
2,2,2,1.0986122886681098,1,2,2,2,2,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,0,1,0,4.0
6,4,7,2.0794415416798357,0,1,2,0,7,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,0,21.0
6,4,5,1.791759469228055,0,2,0,5,5,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,1,5.0
3,3,4,1.6094379124341003,1,1,4,4,4,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,1,8.0
0,0,6,1.9459101490553132,1,0,1,6,6,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,1,2,24.0
0,0,9,2.302585092994046,0,0,4,2,9,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,1,0,27.0
1,1,4,1.6094379124341003,1,1,4,4,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,1,2,8.0
3,3,3,1.3862943611198906,0,0,3,3,3,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,0,3.0
2,2,1,0.6931471805599453,0,1,1,1,1,2,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,1,2,5.0
7,3,6,1.9459101490553132,1,0,1,6,6,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,0,2,1,24.0
3,3,1,0.6931471805599453,0,1,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,2,5.0
7,3,9,2.302585092994046,0,0,4,2,9,2,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,1,18.0
4,0,3,1.3862943611198906,0,0,3,3,3,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,1,3,15.0
2,2,3,1.3862943611198906,0,0,3,3,3,0,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,0,9.0
2,2,3,1.3862943611198906,0,0,3,3,3,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,1,0,6.0
2,2,6,1.9459101490553132,1,0,1,6,6,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,1,24.0
4,0,9,2.302585092994046,0,0,4,2,9,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,0,1,0,63.0
0,0,4,1.6094379124341003,1,1,4,4,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,3,24.0
0,0,6,1.9459101490553132,1,0,1,6,6,0,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,0,18.0
0,0,1,0.6931471805599453,0,1,1,1,1,2,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,1,2,5.0
0,0,9,2.302585092994046,0,0,4,2,9,0,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,0,1,1,72.0
3,3,9,2.302585092994046,0,0,4,2,9,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,3,2,27.0
7,3,2,1.0986122886681098,1,2,2,2,2,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,1,2.0
1,1,2,1.0986122886681098,1,2,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,0,1,1,14.0
5,2,5,1.791759469228055,0,2,0,5,5,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,1,5.0
6,4,6,1.9459101490553132,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,1,54.0
6,4,6,1.9459101490553132,1,0,1,6,6,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,1,1,12.0
5,2,6,1.9459101490553132,1,0,1,6,6,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,0,1,0,12.0
5,2,3,1.3862943611198906,0,0,3,3,3,1,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,0,1,2,27.0
3,3,8,2.1972245773362196,1,2,3,1,8,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,1,2,40.0
4,0,6,1.9459101490553132,1,0,1,6,6,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,0,1,0,18.0
3,3,3,1.3862943611198906,0,0,3,3,3,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,0,3.0
7,3,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,1,24.0
1,1,9,2.302585092994046,0,0,4,2,9,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,3,2,27.0
5,2,1,0.6931471805599453,0,1,1,1,1,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,0,1,2,1.0
0,0,5,1.791759469228055,0,2,0,5,5,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,0,1,1,5.0
2,2,2,1.0986122886681098,1,2,2,2,2,1,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,0,1,2,16.0
4,0,1,0.6931471805599453,0,1,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,1,2,5.0
6,4,7,2.0794415416798357,0,1,2,0,7,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,1,56.0
7,3,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,1,1,2.0
0,0,6,1.9459101490553132,1,0,1,6,6,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,0,1,1,6.0
7,3,1,0.6931471805599453,0,1,1,1,1,0,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,2,3.0
4,0,5,1.791759469228055,0,2,0,5,5,2,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,0,10.0
6,4,2,1.0986122886681098,1,2,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,1,1,2.0
2,2,2,1.0986122886681098,1,2,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,1,0,4.0
