slot_name_a,slot_name_b,slot_name_c,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod5,slot_base_count_mod7,slot_base_count_mod10,slot_multiplier,slot_multiplier_abs_log1p,slot_multiplier_is_even,slot_multiplier_mod3,slot_multiplier_mod5,slot_multiplier_mod7,slot_multiplier_mod10,slot_item_plural,n_multiple_pairs,y
0,4,5,36,3.6109179126442243,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,2,6,36.0
9,2,11,6,1.9459101490553132,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,5,3.0
6,9,4,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,0,5,84.0
3,9,11,16,2.833213344056216,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,4,8.0
0,3,2,56,4.04305126783455,2,1,0,6,5,1.791759469228055,0,2,0,5,5,4,4,84.0
2,7,2,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,4,5.0
7,0,3,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,0,4,25.0
7,4,7,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,4,5,78.0
8,10,3,10,2.3978952727983707,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,9,5,20.0
2,0,9,18,2.9444389791664403,0,3,4,8,9,2.302585092994046,0,0,4,2,9,7,5,63.0
6,8,11,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,6,4,30.0
1,10,2,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,5,66.0
11,1,6,40,3.713572066704308,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,8,6,120.0
8,9,2,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,2,5,32.0
9,1,10,54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,8,5,189.0
1,9,8,6,1.9459101490553132,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,6,12.0
9,1,3,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,7,4,42.0
10,8,9,4,1.6094379124341003,1,4,4,4,9,2.302585092994046,0,0,4,2,9,8,4,14.0
2,8,10,38,3.6635616461296463,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,5,5,76.0
5,0,11,16,2.833213344056216,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,5,6,48.0
11,9,9,30,3.4339872044851463,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,3,4,75.0
10,1,5,32,3.4965075614664802,2,2,4,2,5,1.791759469228055,0,2,0,5,5,8,4,48.0
4,0,11,26,3.295836866004329,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,5,4,13.0
1,2,5,44,3.8066624897703196,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,8,5,132.0
3,8,0,36,3.6109179126442243,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,0,5,18.0
8,0,9,28,3.367295829986474,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,2,5,70.0
3,5,5,54,4.007333185232471,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,6,5,54.0
0,5,2,38,3.6635616461296463,2,3,3,8,5,1.791759469228055,0,2,0,5,5,3,4,57.0
4,10,4,52,3.970291913552122,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,3,6,52.0
7,0,2,4,1.6094379124341003,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,4,6.0
10,4,11,4,1.6094379124341003,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,6,4.0
1,5,2,32,3.4965075614664802,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,9,4,80.0
9,3,1,46,3.8501476017100584,1,1,4,6,5,1.791759469228055,0,2,0,5,5,9,4,69.0
0,11,2,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,4,5,15.0
6,9,1,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,2,5,60.0
5,7,9,2,1.0986122886681098,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,4,3.0
8,9,5,40,3.713572066704308,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,2,4,100.0
10,9,11,58,4.07753744390572,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,5,58.0
7,2,11,44,3.8066624897703196,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,8,5,132.0
0,5,4,22,3.1354942159291497,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,9,5,22.0
4,5,9,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,4,5.0
9,9,8,18,2.9444389791664403,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,2,6,36.0
8,4,10,18,2.9444389791664403,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,4,4,45.0
9,0,11,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,6,12.0
4,9,11,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,7,4,5.0
4,8,1,16,2.833213344056216,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,4,8.0
8,1,8,24,3.2188758248682006,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,8,6,48.0
5,10,9,44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,6,4,66.0
11,7,0,28,3.367295829986474,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,4,5,56.0
8,0,0,22,3.1354942159291497,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,9,4,11.0
2,3,7,6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,8,4,21.0
4,8,9,34,3.5553480614894135,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,8,5,68.0
10,5,5,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,5,4,49.0
11,6,1,38,3.6635616461296463,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,7,4,95.0
1,5,5,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,7,5,15.0
7,10,6,58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,7,4,87.0
6,11,4,8,2.1972245773362196,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,5,6,24.0
0,1,5,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,1,4,115.0
6,9,4,36,3.6109179126442243,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,9,5,18.0
4,7,11,34,3.5553480614894135,1,4,6,4,9,2.302585092994046,0,0,4,2,9,5,4,119.0
5,10,6,6,1.9459101490553132,0,1,6,6,5,1.791759469228055,0,2,0,5,5,8,4,9.0
2,5,0,56,4.04305126783455,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,0,5,140.0
7,5,9,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,0,6,144.0
6,4,7,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,3,4,91.0
11,9,5,48,3.8918202981106265,0,3,6,8,9,2.302585092994046,0,0,4,2,9,5,4,168.0
1,10,3,6,1.9459101490553132,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,6,12.0
2,2,2,16,2.833213344056216,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,9,6,16.0
8,4,1,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,2,4,20.0
4,9,2,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,0,5,52.0
3,7,3,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,8,4,91.0
3,4,5,48,3.8918202981106265,0,3,6,8,9,2.302585092994046,0,0,4,2,9,2,4,168.0
2,5,0,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,8,4,20.0
6,7,5,58,4.07753744390572,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,7,5,58.0
8,3,3,52,3.970291913552122,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,7,4,130.0
3,0,9,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,5,5,105.0
4,8,4,12,2.5649493574615367,0,2,5,2,9,2.302585092994046,0,0,4,2,9,5,4,42.0
0,0,9,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,4,5,90.0
10,0,5,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,7,6,24.0
1,2,0,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,3,4,39.0
4,2,2,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,5,5,60.0
2,0,2,6,1.9459101490553132,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,4,9.0
9,7,0,54,4.007333185232471,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,0,5,27.0
4,6,4,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,6,12.0
7,7,3,30,3.4339872044851463,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,5,30.0
1,5,7,58,4.07753744390572,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,1,4,29.0
0,4,6,48,3.8918202981106265,0,3,6,8,5,1.791759469228055,0,2,0,5,5,0,4,72.0
6,6,1,6,1.9459101490553132,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,0,5,18.0
8,4,0,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,0,4,14.0
10,8,10,50,3.9318256327243257,2,0,1,0,9,2.302585092994046,0,0,4,2,9,0,4,175.0
3,6,9,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,8,5,105.0
7,2,4,50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,8,4,125.0
9,1,3,46,3.8501476017100584,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,6,5,92.0
1,7,8,38,3.6635616461296463,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,4,4,95.0
8,4,4,18,2.9444389791664403,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,5,18.0
4,2,11,42,3.7612001156935624,0,2,0,2,5,1.791759469228055,0,2,0,5,5,9,4,63.0
3,10,8,22,3.1354942159291497,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,7,4,11.0
6,1,3,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,8,6,96.0
8,8,3,42,3.7612001156935624,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,0,5,126.0
6,2,3,56,4.04305126783455,2,1,0,6,5,1.791759469228055,0,2,0,5,5,9,4,84.0
1,7,8,8,2.1972245773362196,2,3,1,8,9,2.302585092994046,0,0,4,2,9,5,4,28.0
6,3,6,54,4.007333185232471,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,0,4,135.0
7,11,3,22,3.1354942159291497,1,2,1,2,9,2.302585092994046,0,0,4,2,9,7,4,77.0
9,2,8,40,3.713572066704308,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,2,6,120.0
6,9,8,22,3.1354942159291497,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,9,4,55.0
10,0,2,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,3,4,115.0
11,2,0,16,2.833213344056216,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,9,6,48.0
9,11,9,18,2.9444389791664403,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,4,5,18.0
8,8,1,58,4.07753744390572,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,0,5,174.0
7,0,11,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,4,18.0
3,2,8,34,3.5553480614894135,1,4,6,4,5,1.791759469228055,0,2,0,5,5,7,4,51.0
11,2,0,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,7,5,34.0
8,1,8,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,8,6,12.0
9,11,4,46,3.8501476017100584,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,9,4,23.0
3,7,3,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,0,6,108.0
7,7,7,24,3.2188758248682006,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,5,6,48.0
0,9,7,2,1.0986122886681098,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,6,4.0
5,1,8,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,9,6,24.0
1,3,10,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,7,5,105.0
2,8,10,28,3.367295829986474,1,3,0,8,9,2.302585092994046,0,0,4,2,9,7,4,98.0
7,1,2,28,3.367295829986474,1,3,0,8,9,2.302585092994046,0,0,4,2,9,0,4,98.0
7,10,2,38,3.6635616461296463,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,3,5,114.0
9,11,8,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,6,12.0
8,7,2,46,3.8501476017100584,1,1,4,6,5,1.791759469228055,0,2,0,5,5,2,4,69.0
8,10,9,50,3.9318256327243257,2,0,1,0,9,2.302585092994046,0,0,4,2,9,3,4,175.0
10,8,1,14,2.70805020110221,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,0,5,28.0
6,10,0,10,2.3978952727983707,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,5,10.0
8,2,2,24,3.2188758248682006,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,7,6,24.0
9,5,6,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,4,20.0
5,10,2,2,1.0986122886681098,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,4,1.0
11,7,9,52,3.970291913552122,1,2,3,2,5,1.791759469228055,0,2,0,5,5,0,4,78.0
5,8,5,24,3.2188758248682006,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,4,36.0
9,9,1,38,3.6635616461296463,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,4,19.0
8,8,7,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,5,44.0
7,7,5,30,3.4339872044851463,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,5,6,60.0
9,0,9,16,2.833213344056216,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,0,4,8.0
2,4,6,4,1.6094379124341003,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,4,2.0
3,5,3,54,4.007333185232471,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,0,5,162.0
4,2,10,16,2.833213344056216,1,1,2,6,9,2.302585092994046,0,0,4,2,9,4,4,56.0
9,7,5,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,6,12.0
8,5,3,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,5,6,96.0
9,9,0,22,3.1354942159291497,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,4,11.0
4,10,6,32,3.4965075614664802,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,6,4,80.0
11,9,6,52,3.970291913552122,1,2,3,2,5,1.791759469228055,0,2,0,5,5,6,4,78.0
0,6,2,56,4.04305126783455,2,1,0,6,9,2.302585092994046,0,0,4,2,9,9,4,196.0
0,3,2,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,7,6,12.0
9,3,1,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,7,6,108.0
0,4,6,4,1.6094379124341003,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,4,6.0
11,10,3,20,3.044522437723423,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,4,4,10.0
4,8,9,14,2.70805020110221,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,6,5,35.0
6,5,8,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,6,4,20.0
10,3,5,52,3.970291913552122,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,5,6,52.0
10,5,3,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,4,18.0
10,10,6,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,0,4,133.0
10,8,0,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,5,38.0
4,3,1,56,4.04305126783455,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,7,5,112.0
4,6,4,46,3.8501476017100584,1,1,4,6,5,1.791759469228055,0,2,0,5,5,2,4,69.0
0,11,9,16,2.833213344056216,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,8,6,16.0
1,0,2,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,5,6,96.0
9,0,3,22,3.1354942159291497,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,0,4,55.0
8,10,9,44,3.8066624897703196,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,9,6,44.0
7,0,2,2,1.0986122886681098,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,6,2.0
1,2,7,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,3,5,38.0
11,9,9,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,6,8.0
7,8,0,58,4.07753744390572,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,4,5,116.0
3,4,6,32,3.4965075614664802,2,2,4,2,5,1.791759469228055,0,2,0,5,5,9,4,48.0
2,11,1,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,2,4,14.0
4,9,8,18,2.9444389791664403,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,4,45.0
8,5,5,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,4,4,16.0
11,8,10,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,0,5,24.0
8,8,3,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,3,4,49.0
5,2,11,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,2,5,32.0
2,3,7,56,4.04305126783455,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,4,6,56.0
5,8,9,42,3.7612001156935624,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,5,5,42.0
0,4,7,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,9,5,52.0
8,11,1,44,3.8066624897703196,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,7,4,22.0
10,3,2,18,2.9444389791664403,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,5,9.0
7,6,10,4,1.6094379124341003,1,4,4,4,9,2.302585092994046,0,0,4,2,9,8,4,14.0
1,1,4,10,2.3978952727983707,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,8,5,10.0
7,2,3,54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,9,4,81.0
7,5,7,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,4,5,78.0
10,1,11,6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,8,4,21.0
11,0,2,30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,3,4,105.0
2,9,1,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,9,6,12.0
8,1,3,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,7,4,115.0
5,6,11,4,1.6094379124341003,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,4,6.0
10,4,5,44,3.8066624897703196,2,4,2,4,9,2.302585092994046,0,0,4,2,9,9,4,154.0
10,1,11,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,4,4,39.0
2,8,10,36,3.6109179126442243,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,3,5,108.0
2,0,4,40,3.713572066704308,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,5,6,40.0
0,3,4,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,4,30.0
9,6,0,58,4.07753744390572,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,8,4,29.0
10,10,10,2,1.0986122886681098,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,4,5.0
0,4,4,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,7,6,96.0
0,3,0,46,3.8501476017100584,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,7,5,46.0
2,6,4,52,3.970291913552122,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,7,6,52.0
11,1,3,18,2.9444389791664403,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,9,5,54.0
0,5,3,30,3.4339872044851463,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,8,4,75.0
1,6,3,34,3.5553480614894135,1,4,6,4,5,1.791759469228055,0,2,0,5,5,0,4,51.0
1,9,1,8,2.1972245773362196,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,5,16.0
8,1,5,4,1.6094379124341003,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,6,4.0
3,2,5,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,4,6,24.0
6,8,8,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,7,5,44.0
2,4,3,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,6,6,8.0
4,3,10,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,2,5,84.0
8,2,3,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,5,24.0
5,7,1,22,3.1354942159291497,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,8,4,55.0
2,6,3,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,3,6,108.0
8,10,7,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,7,4,30.0
0,4,11,46,3.8501476017100584,1,1,4,6,9,2.302585092994046,0,0,4,2,9,1,4,161.0
11,3,2,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,4,4,25.0
11,2,10,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,5,32.0
7,0,11,20,3.044522437723423,2,0,6,0,5,1.791759469228055,0,2,0,5,5,9,5,30.0
1,5,6,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,5,5,6.0
0,4,10,30,3.4339872044851463,0,0,2,0,5,1.791759469228055,0,2,0,5,5,3,5,45.0
1,3,11,46,3.8501476017100584,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,4,5,138.0
9,11,9,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,0,5,38.0
11,8,3,30,3.4339872044851463,0,0,2,0,5,1.791759469228055,0,2,0,5,5,0,5,45.0
6,7,5,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,2,4,115.0
9,0,8,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,3,5,34.0
2,5,7,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,4,4,39.0
0,4,8,58,4.07753744390572,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,4,4,29.0
1,7,5,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,9,4,16.0
11,3,10,6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,2,4,21.0
11,8,0,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,4,5,32.0
10,2,5,6,1.9459101490553132,0,1,6,6,5,1.791759469228055,0,2,0,5,5,9,4,9.0
2,5,3,30,3.4339872044851463,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,9,4,75.0
10,0,0,24,3.2188758248682006,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,4,6,72.0
11,11,5,58,4.07753744390572,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,8,4,145.0
2,7,7,56,4.04305126783455,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,9,5,112.0
7,5,6,16,2.833213344056216,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,0,6,16.0
3,10,11,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,4,20.0
6,10,6,18,2.9444389791664403,0,3,4,8,9,2.302585092994046,0,0,4,2,9,8,5,63.0
11,3,4,52,3.970291913552122,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,5,5,104.0
5,7,6,22,3.1354942159291497,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,0,4,55.0
11,3,1,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,4,6,96.0
9,0,8,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,1,5,84.0
11,0,5,2,1.0986122886681098,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,4,5.0
11,11,9,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,0,5,44.0
8,8,7,34,3.5553480614894135,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,9,4,17.0
7,9,2,24,3.2188758248682006,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,4,6,24.0
0,9,10,30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,6,4,105.0
4,7,7,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,5,5,90.0
9,0,7,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,6,5,90.0
9,10,8,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,3,6,144.0
2,11,3,4,1.6094379124341003,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,4,2.0
9,1,1,52,3.970291913552122,1,2,3,2,5,1.791759469228055,0,2,0,5,5,3,4,78.0
8,7,9,42,3.7612001156935624,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,5,42.0
1,6,4,28,3.367295829986474,1,3,0,8,9,2.302585092994046,0,0,4,2,9,4,4,98.0
11,3,5,58,4.07753744390572,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,7,5,116.0
0,8,5,20,3.044522437723423,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,0,4,50.0
1,0,11,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,8,6,108.0
11,8,1,16,2.833213344056216,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,6,16.0
8,1,3,56,4.04305126783455,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,9,5,140.0
6,7,1,20,3.044522437723423,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,4,10.0
9,0,6,30,3.4339872044851463,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,8,4,75.0
6,9,5,20,3.044522437723423,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,6,4,10.0
3,5,1,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,5,6.0
4,10,3,44,3.8066624897703196,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,1,4,110.0
