slot_total_people,slot_total_people_abs_log1p,slot_total_people_mod3,slot_total_people_mod5,slot_total_people_mod7,slot_total_people_mod10,slot_per_group1_each,slot_per_group1_each_abs_log1p,slot_per_group1_each_is_even,slot_per_group1_each_mod3,slot_per_group1_each_mod5,slot_per_group1_each_mod7,slot_per_group1_each_mod10,slot_base_factor,slot_base_factor_abs_log1p,slot_base_factor_is_even,slot_base_factor_mod3,slot_base_factor_mod5,slot_base_factor_mod7,slot_base_factor_mod10,slot_extra_factor,slot_extra_factor_abs_log1p,slot_extra_factor_is_even,slot_extra_factor_mod3,slot_extra_factor_mod5,slot_extra_factor_mod7,slot_extra_factor_mod10,slot_item,slot_group1_member,slot_group2_member,gcd_all,n_multiple_pairs,y
50,3.9318256327243257,2,0,1,0,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,3,3,1,0,451.0
18,2.9444389791664403,0,3,4,8,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,6,6,1,1,710.0
18,2.9444389791664403,0,3,4,8,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,0,6,6,1,3,648.0
12,2.5649493574615367,0,2,5,2,114,4.74493212836325,1,0,4,2,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,2,2,1,3,798.0
28,3.367295829986474,1,3,0,8,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,6,6,1,0,407.0
32,3.4965075614664802,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4,6,6,2,4,100.0
14,2.70805020110221,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,6,6,1,1,80.0
20,3.044522437723423,2,0,6,0,75,4.330733340286331,0,0,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,8,7,7,1,2,525.0
20,3.044522437723423,2,0,6,0,98,4.59511985013459,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,8,8,1,4,588.0
44,3.8066624897703196,2,4,2,4,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,7,7,7,1,1,1170.0
8,2.1972245773362196,2,3,1,8,108,4.6913478822291435,1,0,3,3,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,3,3,2,5,432.0
4,1.6094379124341003,1,4,4,4,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,4,4,1,1,410.0
56,4.04305126783455,2,1,0,6,115,4.7535901911063645,0,1,0,3,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,0,2,2,1,1,1265.0
58,4.07753744390572,1,3,2,8,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,4,8,8,1,3,270.0
10,2.3978952727983707,1,0,3,0,91,4.5217885770490405,0,1,1,0,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,3,3,1,1,819.0
30,3.4339872044851463,0,0,2,0,114,4.74493212836325,1,0,4,2,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,5,5,1,3,570.0
38,3.6635616461296463,2,3,3,8,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,7,5,5,1,3,350.0
10,2.3978952727983707,1,0,3,0,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,9,9,1,3,360.0
28,3.367295829986474,1,3,0,8,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,3,3,1,2,432.0
26,3.295836866004329,2,1,5,6,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,6,6,1,1,360.0
58,4.07753744390572,1,3,2,8,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,5,5,1,1,110.0
10,2.3978952727983707,1,0,3,0,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,5,5,1,1,295.0
6,1.9459101490553132,0,1,6,6,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,1,1,3,850.0
36,3.6109179126442243,0,1,1,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,2,2,1,3,78.0
10,2.3978952727983707,1,0,3,0,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,0,0,1,6,420.0
10,2.3978952727983707,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,5,5,2,2,240.0
32,3.4965075614664802,2,2,4,2,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,4,4,2,5,112.0
54,4.007333185232471,0,4,5,4,92,4.532599493153256,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,4,4,2,5,368.0
52,3.970291913552122,1,2,3,2,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,2,2,1,5,90.0
6,1.9459101490553132,0,1,6,6,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,5,5,1,1,308.0
20,3.044522437723423,2,0,6,0,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,7,8,8,1,3,468.0
20,3.044522437723423,2,0,6,0,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,4,4,1,3,246.0
54,4.007333185232471,0,4,5,4,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3,2,2,1,3,592.0
26,3.295836866004329,2,1,5,6,53,3.9889840465642745,0,2,3,4,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,7,7,1,0,530.0
18,2.9444389791664403,0,3,4,8,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,2,2,1,5,132.0
38,3.6635616461296463,2,3,3,8,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,7,7,1,3,156.0
6,1.9459101490553132,0,1,6,6,107,4.68213122712422,0,2,2,2,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,2,2,1,0,1284.0
36,3.6109179126442243,0,1,1,6,73,4.30406509320417,0,1,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,8,8,1,3,584.0
14,2.70805020110221,2,4,0,4,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,8,8,2,4,312.0
54,4.007333185232471,0,4,5,4,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,9,9,1,5,154.0
16,2.833213344056216,1,1,2,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,3,112.0
38,3.6635616461296463,2,3,3,8,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,9,9,1,2,102.0
36,3.6109179126442243,0,1,1,6,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,8,2,5,400.0
46,3.8501476017100584,1,1,4,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,9,9,1,1,72.0
56,4.04305126783455,2,1,0,6,117,4.770684624465665,0,0,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,5,5,1,3,702.0
8,2.1972245773362196,2,3,1,8,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,9,2,2,1,2,260.0
38,3.6635616461296463,2,3,3,8,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,8,1,1,1,4,105.0
58,4.07753744390572,1,3,2,8,115,4.7535901911063645,0,1,0,3,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,6,6,1,4,690.0
8,2.1972245773362196,2,3,1,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,8,7,7,1,3,60.0
8,2.1972245773362196,2,3,1,8,105,4.663439094112067,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,1,1,1,2,945.0
40,3.713572066704308,1,0,5,0,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,2,2,1,4,160.0
46,3.8501476017100584,1,1,4,6,111,4.718498871295094,0,0,1,6,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,7,7,1,1,1110.0
48,3.8918202981106265,0,3,6,8,111,4.718498871295094,0,0,1,6,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0,0,1,3,666.0
34,3.5553480614894135,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1,1,1,1,296.0
50,3.9318256327243257,2,0,1,0,101,4.624972813284271,0,2,1,3,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,2,2,1,2,606.0
60,4.110873864173311,0,0,4,0,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,0,0,1,4,92.0
36,3.6109179126442243,0,1,1,6,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,3,3,1,2,133.0
50,3.9318256327243257,2,0,1,0,95,4.564348191467836,0,2,0,4,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,0,5,5,1,3,855.0
6,1.9459101490553132,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,8,8,1,4,90.0
52,3.970291913552122,1,2,3,2,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,8,4,4,1,3,594.0
32,3.4965075614664802,2,2,4,2,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,3,3,1,1,990.0
4,1.6094379124341003,1,4,4,4,97,4.584967478670572,0,1,2,6,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,5,5,1,2,776.0
42,3.7612001156935624,0,2,0,2,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,7,7,1,1,296.0
60,4.110873864173311,0,0,4,0,106,4.672828834461906,1,1,1,1,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,2,1,4,636.0
56,4.04305126783455,2,1,0,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,9,9,1,5,10.0
24,3.2188758248682006,0,4,3,4,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,5,5,1,3,308.0
50,3.9318256327243257,2,0,1,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,0,0,1,1,153.0
54,4.007333185232471,0,4,5,4,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,7,7,1,3,480.0
22,3.1354942159291497,1,2,1,2,82,4.418840607796598,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,0,7,7,1,2,738.0
22,3.1354942159291497,1,2,1,2,114,4.74493212836325,1,0,4,2,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,1,3,684.0
50,3.9318256327243257,2,0,1,0,119,4.787491742782046,0,2,4,0,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,6,6,1,1,952.0
6,1.9459101490553132,0,1,6,6,90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,9,9,2,2,1080.0
8,2.1972245773362196,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,0,0,1,1,230.0
12,2.5649493574615367,0,2,5,2,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,2,2,1,4,98.0
30,3.4339872044851463,0,0,2,0,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,1,1,1,1,836.0
30,3.4339872044851463,0,0,2,0,115,4.7535901911063645,0,1,0,3,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,6,6,6,1,0,1265.0
22,3.1354942159291497,1,2,1,2,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,7,2,2,1,5,30.0
50,3.9318256327243257,2,0,1,0,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,2,2,1,3,693.0
12,2.5649493574615367,0,2,5,2,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,3,3,1,4,792.0
30,3.4339872044851463,0,0,2,0,93,4.543294782270004,0,0,3,2,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,9,9,1,2,651.0
14,2.70805020110221,2,4,0,4,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,3,3,2,4,384.0
16,2.833213344056216,1,1,2,6,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,1,1,1,432.0
16,2.833213344056216,1,1,2,6,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,2,2,2,5,184.0
54,4.007333185232471,0,4,5,4,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,7,7,2,3,512.0
44,3.8066624897703196,2,4,2,4,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,2,2,1,0,806.0
40,3.713572066704308,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,4,4,1,5,144.0
32,3.4965075614664802,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,8,8,2,4,60.0
54,4.007333185232471,0,4,5,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,7,7,2,3,180.0
52,3.970291913552122,1,2,3,2,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,9,9,2,4,520.0
38,3.6635616461296463,2,3,3,8,115,4.7535901911063645,0,1,0,3,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,4,4,1,0,805.0
30,3.4339872044851463,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,0,0,2,3,60.0
10,2.3978952727983707,1,0,3,0,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,1,1,1,2,760.0
14,2.70805020110221,2,4,0,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,6,6,1,3,64.0
12,2.5649493574615367,0,2,5,2,82,4.418840607796598,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,2,2,2,4,492.0
54,4.007333185232471,0,4,5,4,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,7,7,1,3,78.0
10,2.3978952727983707,1,0,3,0,108,4.6913478822291435,1,0,3,3,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,7,7,1,4,648.0
30,3.4339872044851463,0,0,2,0,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1,1,1,3,100.0
60,4.110873864173311,0,0,4,0,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,7,1,1,1,4,1320.0
42,3.7612001156935624,0,2,0,2,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,7,7,1,0,369.0
40,3.713572066704308,1,0,5,0,109,4.700480365792417,0,1,4,4,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,7,7,1,1,981.0
46,3.8501476017100584,1,1,4,6,115,4.7535901911063645,0,1,0,3,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,4,4,1,4,690.0
10,2.3978952727983707,1,0,3,0,86,4.465908118654584,1,2,1,2,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,9,1,1,1,1,774.0
26,3.295836866004329,2,1,5,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,8,8,1,3,500.0
18,2.9444389791664403,0,3,4,8,95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,2,2,1,2,760.0
34,3.5553480614894135,1,4,6,4,91,4.5217885770490405,0,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,0,2,2,1,2,910.0
10,2.3978952727983707,1,0,3,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,9,9,2,3,128.0
46,3.8501476017100584,1,1,4,6,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,8,3,3,1,3,525.0
24,3.2188758248682006,0,4,3,4,111,4.718498871295094,0,0,1,6,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,7,4,4,1,3,1221.0
60,4.110873864173311,0,0,4,0,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,9,9,1,4,84.0
38,3.6635616461296463,2,3,3,8,73,4.30406509320417,0,1,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,1,1,1,3,584.0
16,2.833213344056216,1,1,2,6,68,4.23410650459726,1,2,3,5,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,8,8,1,2,476.0
58,4.07753744390572,1,3,2,8,67,4.219507705176107,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,9,2,2,1,0,603.0
30,3.4339872044851463,0,0,2,0,67,4.219507705176107,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,6,6,1,1,871.0
6,1.9459101490553132,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,8,8,1,4,87.0
28,3.367295829986474,1,3,0,8,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,6,6,1,0,781.0
52,3.970291913552122,1,2,3,2,120,4.795790545596741,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,4,4,2,3,1200.0
16,2.833213344056216,1,1,2,6,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,1,1,1,498.0
6,1.9459101490553132,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,3,3,1,3,234.0
14,2.70805020110221,2,4,0,4,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,6,6,1,2,378.0
60,4.110873864173311,0,0,4,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,3,3,1,4,45.0
46,3.8501476017100584,1,1,4,6,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7,6,6,1,3,135.0
48,3.8918202981106265,0,3,6,8,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,7,7,1,3,148.0
30,3.4339872044851463,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,0,0,2,4,72.0
48,3.8918202981106265,0,3,6,8,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,7,7,1,3,150.0
50,3.9318256327243257,2,0,1,0,115,4.7535901911063645,0,1,0,3,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,2,2,1,0,805.0
38,3.6635616461296463,2,3,3,8,83,4.430816798843313,0,2,3,6,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,2,2,1,1,664.0
54,4.007333185232471,0,4,5,4,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,9,9,1,2,312.0
18,2.9444389791664403,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,2,2,1,1,161.0
56,4.04305126783455,2,1,0,6,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,6,6,1,0,253.0
48,3.8918202981106265,0,3,6,8,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,0,0,1,2,217.0
48,3.8918202981106265,0,3,6,8,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,7,7,1,3,540.0
58,4.07753744390572,1,3,2,8,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,7,7,1,1,396.0
54,4.007333185232471,0,4,5,4,76,4.343805421853684,1,1,1,6,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,8,8,1,0,912.0
20,3.044522437723423,2,0,6,0,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,0,6,6,1,1,312.0
52,3.970291913552122,1,2,3,2,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,6,6,1,4,111.0
4,1.6094379124341003,1,4,4,4,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,7,6,6,4,6,672.0
44,3.8066624897703196,2,4,2,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,8,2,2,1,4,300.0
56,4.04305126783455,2,1,0,6,105,4.663439094112067,0,0,0,0,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,7,5,5,1,2,525.0
12,2.5649493574615367,0,2,5,2,92,4.532599493153256,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,0,1,1,1,5,276.0
22,3.1354942159291497,1,2,1,2,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,0,0,1,1,644.0
52,3.970291913552122,1,2,3,2,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,7,6,6,1,5,84.0
46,3.8501476017100584,1,1,4,6,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,8,8,1,3,152.0
36,3.6109179126442243,0,1,1,6,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,9,9,1,4,292.0
