slot_person,slot_place,slot_unit,slot_day1,slot_day2,slot_day3,slot_base_amount,slot_base_amount_abs_log1p,slot_base_amount_is_even,slot_base_amount_mod3,slot_base_amount_mod5,slot_base_amount_mod7,slot_base_amount_mod10,slot_mult_day2,slot_mult_day2_abs_log1p,slot_mult_day2_is_even,slot_mult_day2_mod3,slot_mult_day2_mod5,slot_mult_day2_mod7,slot_mult_day2_mod10,slot_mult_day3,slot_mult_day3_abs_log1p,slot_mult_day3_is_even,slot_mult_day3_mod3,slot_mult_day3_mod5,slot_mult_day3_mod7,slot_mult_day3_mod10,slot_initial_total,slot_initial_total_abs_log1p,slot_initial_total_is_even,slot_initial_total_mod3,slot_initial_total_mod5,slot_initial_total_mod7,slot_initial_total_mod10,gcd_all,n_multiple_pairs,y
5,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,214,5.3706380281276624,1,1,4,4,4,2,3,32.0
1,3,4,2,2,2,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,494,6.20455776256869,1,2,4,4,4,1,3,29.0
5,2,1,2,2,2,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,275,5.62040086571715,0,2,0,2,5,1,1,28.0
6,0,3,3,3,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,243,5.497168225293202,0,0,3,5,3,1,1,48.0
2,3,0,3,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,221,5.402677381872279,0,2,1,4,1,1,2,39.0
5,7,0,2,2,2,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,658,6.490723534502507,1,1,3,0,8,1,3,38.0
2,7,4,1,1,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,286,5.659482215759621,1,1,1,6,6,1,1,34.0
6,3,4,4,4,4,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,322,5.777652323222656,1,1,2,0,2,1,0,49.0
5,3,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,285,5.655991810819852,0,0,0,5,5,1,3,37.0
4,6,2,1,1,1,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,190,5.25227342804663,1,1,0,1,0,1,2,3.0
1,6,4,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,200,5.303304908059076,1,2,0,4,0,1,2,48.0
1,5,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,181,5.204006687076795,0,1,1,6,1,1,1,45.0
4,5,0,4,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,164,5.10594547390058,1,2,4,3,4,1,2,24.0
3,4,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,203,5.318119993844216,0,2,3,0,3,1,0,47.0
6,7,3,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,112,4.727387818712341,1,1,2,0,2,1,4,21.0
3,1,4,0,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,1,2,12.0
7,1,0,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,103,4.6443908991413725,0,1,3,5,3,1,1,40.0
5,2,4,1,1,1,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,385,5.955837369464831,0,1,0,0,5,1,2,5.0
0,2,1,4,4,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,261,5.568344503761097,0,0,1,2,1,1,1,27.0
6,4,0,4,4,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,185,5.225746673713202,0,2,0,3,5,1,1,41.0
5,2,2,4,4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,133,4.897839799950911,0,1,3,0,3,1,2,3.0
6,1,3,2,2,2,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,207,5.337538079701318,0,0,2,4,7,1,2,18.0
0,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,1,3,35.0
0,2,2,0,0,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,93,4.543294782270004,0,0,3,2,3,1,2,3.0
7,6,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,51,3.9512437185814275,0,0,1,2,1,1,1,12.0
6,1,2,3,3,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,199,5.298317366548036,0,1,4,3,9,1,1,4.0
6,2,4,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,53,3.9889840465642745,0,2,3,4,3,1,3,25.0
5,2,0,4,4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,269,5.598421958998375,0,2,4,3,9,1,0,44.0
1,3,1,0,0,0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,304,5.720311776607412,1,1,4,3,4,2,5,44.0
0,4,2,3,3,3,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,533,6.280395838960195,0,2,3,1,3,1,2,33.0
4,0,4,1,1,1,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,190,5.25227342804663,1,1,0,1,0,1,2,40.0
6,3,4,3,3,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,104,4.653960350157523,1,2,4,6,4,2,5,20.0
2,6,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,167,5.123963979403259,0,2,2,6,7,1,1,42.0
6,3,0,1,1,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,278,5.631211781821365,1,2,3,5,8,1,1,5.0
0,5,1,2,2,2,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,0,1,0,1,2,36.0
5,5,2,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,137,4.927253685157205,0,2,2,4,7,1,2,29.0
2,7,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,272,5.60947179518496,1,2,2,6,2,1,1,25.0
0,3,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,207,5.337538079701318,0,0,2,4,7,1,3,15.0
0,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,92,4.532599493153256,1,2,2,1,2,1,2,2.0
7,2,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,126,4.844187086458591,1,0,1,0,6,2,4,48.0
7,5,3,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,67,4.219507705176107,0,1,2,4,7,1,2,7.0
1,7,4,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,157,5.062595033026967,0,1,2,3,7,1,1,14.0
0,0,4,3,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,106,4.672828834461906,1,1,1,1,6,1,1,2.0
4,5,3,0,0,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,416,6.0330862217988015,1,2,1,3,6,1,1,36.0
7,3,3,0,0,0,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,264,5.579729825986222,1,0,4,5,4,1,3,17.0
4,5,4,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,70,4.2626798770413155,1,1,0,0,0,1,3,10.0
3,5,3,1,1,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,135,4.912654885736052,0,0,0,2,5,1,2,36.0
4,3,3,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,179,5.19295685089021,0,2,4,4,9,1,3,47.0
2,2,0,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,0,3,0,1,2,29.0
1,7,1,3,3,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,173,5.159055299214529,0,2,3,5,3,1,1,13.0
3,0,2,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,225,5.420534999272286,0,0,0,1,5,1,1,50.0
0,5,1,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,152,5.030437921392435,1,2,2,5,2,1,1,26.0
1,3,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,111,4.718498871295094,0,0,1,6,1,1,2,33.0
6,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,146,4.990432586778736,1,2,1,6,6,1,1,42.0
3,3,4,0,0,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,113,4.736198448394496,0,2,3,1,3,1,1,8.0
7,4,1,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,87,4.477336814478207,0,0,2,3,7,1,1,39.0
1,4,2,3,3,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,226,5.424950017481403,1,1,1,2,6,1,1,18.0
4,3,1,3,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,173,5.159055299214529,0,2,3,5,3,1,3,17.0
3,2,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,222,5.407171771460119,1,0,2,5,2,1,1,22.0
0,4,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,330,5.802118375377063,1,0,0,1,0,1,2,18.0
7,1,2,3,3,3,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,305,5.723585101952381,0,2,0,4,5,1,2,17.0
5,2,4,3,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,136,4.919980925828125,1,1,1,3,6,1,3,19.0
7,5,0,1,1,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,159,5.075173815233827,0,0,4,5,9,1,1,7.0
6,1,0,4,4,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,380,5.942799375126701,1,2,0,2,0,1,2,30.0
2,7,4,4,4,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,217,5.384495062789089,0,1,2,0,7,1,1,9.0
1,7,2,0,0,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,103,4.6443908991413725,0,1,3,5,3,1,0,23.0
7,4,1,1,1,1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,226,5.424950017481403,1,1,1,2,6,1,0,2.0
3,0,3,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,102,4.634728988229636,1,0,2,4,2,1,3,50.0
7,6,4,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,113,4.736198448394496,0,2,3,1,3,1,1,9.0
2,2,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,128,4.859812404361672,1,2,3,2,8,1,2,28.0
4,1,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,318,5.765191102784844,1,0,3,3,8,1,1,6.0
6,1,0,1,1,1,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,225,5.420534999272286,0,0,0,1,5,1,3,49.0
3,5,4,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,252,5.53338948872752,1,0,2,0,2,1,1,43.0
6,2,3,4,4,4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,150,5.017279836814924,1,0,0,3,0,1,3,24.0
3,7,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,104,4.653960350157523,1,2,4,6,4,1,1,41.0
3,1,1,3,3,3,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,508,6.2324480165505225,1,1,3,4,8,1,3,43.0
7,0,4,3,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,124,4.8283137373023015,1,1,4,5,4,1,2,34.0
7,2,4,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,68,4.23410650459726,1,2,3,5,8,1,3,28.0
6,0,2,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,218,5.389071729816501,1,2,3,1,8,1,2,14.0
4,2,0,1,1,1,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,507,6.230481447578482,0,0,2,3,7,1,0,13.0
5,7,0,4,4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,126,4.844187086458591,1,0,1,0,6,2,3,16.0
3,0,3,4,4,4,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,213,5.365976015021851,0,0,3,3,3,1,1,5.0
5,3,3,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,92,4.532599493153256,1,2,2,1,2,1,2,14.0
6,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,104,4.653960350157523,1,2,4,6,4,1,1,41.0
1,5,2,1,1,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,126,4.844187086458591,1,0,1,0,6,1,4,6.0
7,5,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,141,4.955827057601261,0,0,1,1,1,1,2,27.0
5,1,1,0,0,0,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,233,5.455321115357702,0,2,3,2,3,1,1,12.0
4,5,1,3,3,3,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,471,6.156978985585555,0,0,1,2,1,1,3,6.0
3,5,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,108,4.6913478822291435,1,0,3,3,8,2,6,24.0
0,1,0,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,1,4,28.0
4,5,2,0,0,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,113,4.736198448394496,0,2,3,1,3,1,1,50.0
6,7,3,0,0,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,305,5.723585101952381,0,2,0,4,5,1,3,45.0
5,0,0,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,232,5.4510384535657,1,1,2,1,2,1,1,15.0
2,5,2,1,1,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,322,5.777652323222656,1,1,2,0,2,2,2,28.0
5,5,4,1,1,1,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,427,6.059123195581797,0,1,2,0,7,1,0,28.0
7,1,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,2,6,24.0
2,5,4,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,287,5.662960480135946,0,2,2,0,7,1,1,47.0
4,1,3,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,71,4.276666119016055,0,2,1,1,1,1,1,6.0
0,4,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,162,5.093750200806762,1,0,2,1,2,1,1,38.0
4,1,0,2,2,2,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,255,5.545177444479562,0,0,0,3,5,1,1,34.0
5,6,4,0,0,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,213,5.365976015021851,0,0,3,3,3,1,1,5.0
3,1,0,0,0,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,217,5.384495062789089,0,1,2,0,7,1,1,35.0
2,3,0,4,4,4,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,636,6.456769655572163,1,0,1,6,6,1,3,16.0
0,3,4,0,0,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,98,4.59511985013459,1,2,3,0,8,1,2,18.0
4,2,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,400,5.993961427306569,1,1,0,1,0,1,3,28.0
7,2,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,89,4.499809670330265,0,2,4,5,9,1,1,24.0
2,7,3,3,3,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,310,5.739792912179234,1,1,0,2,0,1,1,6.0
0,0,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,193,5.267858159063328,0,1,3,4,3,1,0,11.0
3,0,3,3,3,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,568,6.343880434126331,1,1,3,1,8,1,1,41.0
0,4,0,4,4,4,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,205,5.327876168789581,0,1,0,2,5,1,1,36.0
2,4,2,0,0,0,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,452,6.115892125483034,1,2,2,4,2,1,2,36.0
7,4,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,348,5.855071922202427,1,0,3,5,8,1,2,6.0
4,2,0,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,157,5.062595033026967,0,1,2,3,7,1,0,7.0
3,7,4,4,4,4,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,501,6.218600119691729,0,0,1,4,1,1,0,26.0
3,6,4,4,4,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,312,5.746203190540153,1,0,2,4,2,1,2,24.0
0,5,4,2,2,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,324,5.783825182329737,1,0,4,2,4,1,3,14.0
0,6,3,0,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,169,5.135798437050262,0,1,4,1,9,1,3,13.0
7,5,2,0,0,0,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,201,5.308267697401205,0,0,1,5,1,1,1,14.0
4,0,4,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,105,4.663439094112067,0,0,0,0,5,1,2,42.0
1,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,426,6.056784013228625,1,0,1,6,6,2,1,48.0
1,1,4,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,0,6,0,1,4,25.0
4,7,0,1,1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,174,5.1647859739235145,1,0,4,6,4,1,1,18.0
4,1,3,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,1,0,0,3,0,1,4,50.0
4,0,3,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,131,4.882801922586371,0,2,1,5,1,1,1,31.0
2,1,2,0,0,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,216,5.37989735354046,1,0,1,6,6,1,3,47.0
5,7,3,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,168,5.1298987149230735,1,0,3,0,8,1,3,49.0
6,2,2,4,4,4,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,332,5.808142489980444,1,2,2,3,2,1,1,7.0
5,3,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,266,5.58724865840025,1,2,1,0,6,1,2,32.0
4,5,1,1,1,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,290,5.673323267171493,1,2,0,3,0,1,2,43.0
0,4,4,1,1,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,239,5.480638923341991,0,2,4,1,9,1,0,8.0
1,6,4,4,4,4,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,563,6.335054251498059,0,2,3,3,3,1,1,36.0
3,5,1,0,0,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,220,5.3981627015177525,1,1,0,3,0,1,3,20.0
6,7,4,1,1,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,122,4.812184355372417,1,2,2,3,2,1,3,2.0
