slot_group_a_label,slot_group_b_label,slot_ra,slot_ra_abs_log1p,slot_ra_is_even,slot_ra_mod3,slot_ra_mod5,slot_ra_mod7,slot_ra_mod10,slot_rb,slot_rb_abs_log1p,slot_rb_is_even,slot_rb_mod3,slot_rb_mod5,slot_rb_mod7,slot_rb_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_b_leaves,slot_b_leaves_abs_log1p,slot_b_leaves_sign,slot_b_leaves_is_even,slot_b_leaves_mod3,slot_b_leaves_mod5,slot_b_leaves_mod7,slot_b_leaves_mod10,gcd_all,n_multiple_pairs,y
3,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,1,4,4,4,1,4,36.0
0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,1,3,0,8,1,4,17.0
4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,450,6.111467339502679,1,0,0,2,0,62,4.143134726391533,1,1,2,2,6,2,1,2,118.0
8,8,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,378,5.937536205082426,1,0,3,0,8,316,5.75890177387728,1,1,1,1,1,6,2,3,8.0
9,9,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,195,5.278114659230517,0,0,0,6,5,17,2.8903717578961645,1,0,2,2,3,7,1,3,163.0
5,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,280,5.638354669333745,1,1,0,0,0,84,4.442651256490317,1,1,0,4,0,4,2,2,36.0
7,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,91,4.5217885770490405,0,1,1,0,1,52,3.970291913552122,1,1,1,2,3,2,1,1,13.0
2,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,544,6.300785794663244,1,1,4,5,4,124,4.8283137373023015,1,1,1,4,5,4,4,3,148.0
8,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,266,5.58724865840025,1,2,1,0,6,31,3.4657359027997265,1,0,1,1,3,1,1,3,7.0
4,4,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,442,6.093569770045136,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,1,0,256.0
4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,228,5.43372200355424,1,0,3,4,8,51,3.9512437185814275,1,0,0,1,2,1,1,0,69.0
1,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,1,3,62.0
6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,1,0,1,3,6,3,1,1,3.0
3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,462,6.137727054086234,1,0,2,0,2,38,3.6635616461296463,1,1,2,3,3,8,1,0,259.0
3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,1,2,4,0,4,1,0,6.0
3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,112,4.727387818712341,1,1,2,0,2,16,2.833213344056216,1,1,1,1,2,6,1,1,8.0
2,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,450,6.111467339502679,1,0,0,2,0,188,5.241747015059643,1,1,2,3,6,8,2,2,112.0
4,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,384,5.953243334287785,1,0,4,6,4,169,5.135798437050262,1,0,1,4,1,9,1,3,23.0
6,6,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,220,5.3981627015177525,1,1,0,3,0,132,4.890349128221754,1,1,0,2,6,2,2,3,44.0
0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,420,6.042632833682381,1,0,0,0,0,53,3.9889840465642745,1,0,2,3,4,3,1,2,67.0
4,4,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,760,6.634633357861686,1,1,0,4,0,229,5.438079308923196,1,0,1,4,5,9,1,0,113.0
7,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,105,4.663439094112067,0,0,0,0,5,28,3.367295829986474,1,1,1,3,0,8,1,2,2.0
8,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,0,3,0,0,0.0,0,1,0,0,0,0,2,1,48.0
8,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,70,4.2626798770413155,1,1,0,0,0,52,3.970291913552122,1,1,1,2,3,2,2,3,4.0
5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,11,2.4849066497880004,1,0,2,1,4,1,1,3,28.0
7,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,518,6.251903883165888,1,2,3,0,8,63,4.1588830833596715,1,0,0,3,0,3,1,1,344.0
5,5,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,306,5.726847747587197,1,0,1,5,6,165,5.111987788356544,1,0,0,0,4,5,3,2,39.0
9,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,126,4.844187086458591,1,0,1,0,6,5,1.791759469228055,1,0,2,0,5,5,1,3,9.0
5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,132,4.890349128221754,1,0,2,6,2,97,4.584967478670572,1,0,1,2,6,7,1,2,13.0
0,0,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,740,6.608000625296087,1,2,0,5,0,38,3.6635616461296463,1,1,2,3,3,8,1,0,295.0
0,0,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,500,6.2166061010848646,1,2,0,3,0,14,2.70805020110221,1,1,2,4,0,4,1,0,261.0
3,3,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,528,6.270988431858299,1,0,3,3,8,20,3.044522437723423,1,1,2,0,6,0,2,2,268.0
8,8,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,308,5.733341276897746,1,2,3,0,8,110,4.709530201312334,1,1,2,0,5,0,2,0,66.0
3,3,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,520,6.255750041753367,1,1,0,2,0,66,4.204692619390966,1,1,0,1,3,6,2,3,194.0
3,3,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,345,5.846438775057725,0,0,0,2,5,35,3.58351893845611,1,0,2,0,0,5,1,0,57.0
1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,102,4.634728988229636,1,0,2,4,2,32,3.4965075614664802,1,1,2,2,4,2,1,5,2.0
4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,456,6.124683390894205,1,0,1,1,6,132,4.890349128221754,1,1,0,2,6,2,1,0,58.0
0,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,220,5.3981627015177525,1,1,0,3,0,5,1.791759469228055,1,0,2,0,5,5,1,2,83.0
3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,0,0.0,0,1,0,0,0,0,1,0,6.0
6,6,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,220,5.3981627015177525,1,1,0,3,0,66,4.204692619390966,1,1,0,1,3,6,11,5,44.0
4,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,152,5.030437921392435,1,2,2,5,2,35,3.58351893845611,1,0,2,0,0,5,1,1,53.0
9,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,540,6.293419278846481,1,0,0,1,0,130,4.875197323201151,1,1,1,0,4,0,1,1,14.0
9,9,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,377,5.934894195619588,0,2,2,6,7,25,3.258096538021482,1,0,1,0,4,5,1,3,4.0
0,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,96,4.574710978503383,1,1,0,1,5,6,2,2,84.0
9,9,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,408,6.013715156042802,1,0,3,2,8,233,5.455321115357702,1,0,2,3,2,3,1,3,141.0
1,1,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,304,5.720311776607412,1,1,4,3,4,26,3.295836866004329,1,1,2,1,5,6,2,0,164.0
5,5,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,598,6.395261598115449,1,1,3,3,8,269,5.598421958998375,1,0,2,4,3,9,1,0,17.0
8,8,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,288,5.666426688112432,1,0,3,1,8,120,4.795790545596741,1,1,0,0,1,0,2,3,60.0
2,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,384,5.953243334287785,1,0,4,6,4,171,5.147494476813453,1,0,0,1,3,1,3,3,21.0
1,1,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,192,5.262690188904886,1,0,2,3,2,117,4.770684624465665,1,0,0,2,5,7,1,1,3.0
4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,1,0,2,1,4,1,1,3,1.0
6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,264,5.579729825986222,1,0,4,5,4,20,3.044522437723423,1,1,2,0,6,0,1,2,76.0
3,3,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,330,5.802118375377063,1,0,0,1,0,225,5.420534999272286,1,0,0,0,1,5,1,2,45.0
9,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,1,0,2,0,5,5,1,1,37.0
9,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,84,4.442651256490317,1,0,4,0,4,55,4.02535169073515,1,0,1,0,6,5,1,4,1.0
0,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,322,5.777652323222656,1,1,2,0,2,57,4.060443010546419,1,0,0,2,1,7,1,3,104.0
2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,555,6.320768294250582,0,0,0,2,5,184,5.220355825078324,1,1,1,4,2,4,1,2,260.0
8,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,560,6.329720905522696,1,2,0,0,0,85,4.454347296253507,1,0,1,0,1,5,1,2,335.0
1,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,493,6.202535517187923,0,1,3,3,3,232,5.4510384535657,1,1,1,2,1,2,1,0,58.0
2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,145,4.983606621708336,0,1,0,5,5,70,4.2626798770413155,1,1,1,0,0,0,1,1,17.0
1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,104,4.653960350157523,1,2,4,6,4,0,0.0,0,1,0,0,0,0,1,0,65.0
3,3,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,156,5.056245805348308,1,0,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,1,4,9.0
7,7,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,364,5.8998973535824915,1,1,4,0,4,121,4.804021044733257,1,0,1,1,2,1,1,1,131.0
2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,384,5.953243334287785,1,0,4,6,4,245,5.5053315359323625,1,0,2,0,0,5,1,3,43.0
5,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,1,1,32.0
7,7,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,374,5.926926025970411,1,2,4,3,4,73,4.30406509320417,1,0,1,3,3,3,1,0,81.0
3,3,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,176,5.176149732573829,1,2,1,1,6,49,3.912023005428146,1,0,1,4,0,9,1,1,72.0
0,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,544,6.300785794663244,1,1,4,5,4,24,3.2188758248682006,1,1,0,4,3,4,1,0,214.0
5,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,540,6.293419278846481,1,0,0,1,0,137,4.927253685157205,1,0,2,2,4,7,1,3,43.0
5,5,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,714,6.5722825426940075,1,0,4,0,4,181,5.204006687076795,1,0,1,1,6,1,1,0,227.0
3,3,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,208,5.342334251964811,1,1,3,5,8,29,3.4011973816621555,1,0,2,4,1,9,1,0,88.0
7,7,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,408,6.013715156042802,1,0,3,2,8,190,5.25227342804663,1,1,1,0,1,0,1,2,98.0
4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,1,1,18.0
3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,17,2.8903717578961645,1,0,2,2,3,7,1,3,3.0
7,7,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,558,6.326149473155099,1,0,3,5,8,170,5.14166355650266,1,1,2,0,2,0,2,2,16.0
9,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,0,0.0,0,1,0,0,0,0,1,1,30.0
7,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,1,4,1.0
3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,130,4.875197323201151,1,1,0,4,0,21,3.091042453358316,1,0,0,1,0,1,1,3,5.0
0,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,432,6.07073772800249,1,0,2,5,2,128,4.859812404361672,1,1,2,3,2,8,1,0,40.0
2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,442,6.093569770045136,1,1,2,1,2,101,4.624972813284271,1,0,2,1,3,1,1,0,159.0
4,4,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,352,5.8664680569332965,1,1,2,2,2,8,2.1972245773362196,1,1,2,3,1,8,1,4,24.0
3,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,156,5.056245805348308,1,0,1,2,6,65,4.189654742026425,1,0,2,0,2,5,1,2,39.0
2,2,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,680,6.523562306149512,1,2,0,1,0,189,5.247024072160486,1,0,0,4,0,9,1,1,185.0
8,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,16,2.833213344056216,1,1,1,1,2,6,1,5,24.0
6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,230,5.442417710521793,1,2,0,6,0,66,4.204692619390966,1,1,0,1,3,6,1,1,3.0
9,9,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,1,0,2,1,4,1,1,3,16.0
5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,78,4.3694478524670215,1,0,3,1,8,20,3.044522437723423,1,1,2,0,6,0,1,1,10.0
6,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,352,5.8664680569332965,1,1,2,2,2,246,5.5093883366279774,1,1,0,1,1,6,1,2,10.0
4,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,140,4.948759890378168,1,2,0,0,0,12,2.5649493574615367,1,1,0,2,5,2,1,3,2.0
1,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,117,4.770684624465665,0,0,2,5,7,42,3.7612001156935624,1,1,0,2,0,2,1,1,57.0
4,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,99,4.605170185988092,0,0,4,1,9,68,4.23410650459726,1,1,2,3,5,8,1,1,4.0
7,7,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,112,4.727387818712341,1,1,2,0,2,47,3.871201010907891,1,0,2,2,5,7,1,1,33.0
5,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,448,6.1070228877422545,1,1,3,0,8,195,5.278114659230517,1,0,0,0,6,5,1,1,57.0
5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,182,5.209486152841421,1,2,2,0,2,52,3.970291913552122,1,1,1,2,3,2,2,0,52.0
3,3,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,207,5.337538079701318,0,0,2,4,7,13,2.6390573296152584,1,0,1,3,6,3,1,0,95.0
6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,1,2,2,2,2,2,6,22.0
4,4,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,170,5.14166355650266,1,2,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,1,1,77.0
4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,266,5.58724865840025,1,2,1,0,6,3,1.3862943611198906,1,0,0,3,3,3,1,1,187.0
8,8,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,76,4.343805421853684,1,1,1,6,6,26,3.295836866004329,1,1,2,1,5,6,1,0,6.0
2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,243,5.497168225293202,0,0,3,5,3,31,3.4657359027997265,1,0,1,1,3,1,1,2,131.0
7,7,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,171,5.147494476813453,0,0,1,3,1,30,3.4339872044851463,1,1,0,0,2,0,1,0,33.0
5,5,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,299,5.703782474656201,0,2,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,1,5,22.0
2,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,204,5.3230099791384085,1,0,4,1,4,14,2.70805020110221,1,1,2,4,0,4,2,3,20.0
7,7,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,646,6.472346294500901,1,1,1,2,6,278,5.631211781821365,1,1,2,3,5,8,1,0,28.0
7,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,276,5.6240175061873385,1,0,1,3,6,38,3.6635616461296463,1,1,2,3,3,8,2,3,100.0
5,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,182,5.209486152841421,1,2,2,0,2,10,2.3978952727983707,1,1,1,0,3,0,1,1,32.0
4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,240,5.484796933490655,1,0,0,2,0,27,3.332204510175204,1,0,0,2,6,7,1,1,73.0
2,2,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,352,5.8664680569332965,1,1,2,2,2,39,3.6888794541139363,1,0,0,4,4,9,1,0,115.0
1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,1,0,2,0,5,5,1,3,19.0
6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,425,6.054439346269371,0,2,0,5,5,108,4.6913478822291435,1,1,0,3,3,8,1,2,192.0
3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,168,5.1298987149230735,1,0,3,0,8,9,2.302585092994046,1,0,0,4,2,9,1,4,12.0
3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,43,3.784189633918261,1,0,1,3,1,3,1,3,9.0
8,8,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,136,4.919980925828125,1,1,1,3,6,40,3.713572066704308,1,1,1,0,5,0,1,1,56.0
3,3,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,11,2.4849066497880004,1,0,2,1,4,1,1,1,10.0
9,9,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,703,6.556778356158042,0,1,3,3,3,158,5.0689042022202315,1,1,2,3,4,8,1,0,286.0
1,1,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,640,6.46302945692067,1,1,0,3,0,87,4.477336814478207,1,0,0,2,3,7,1,0,201.0
3,3,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,255,5.545177444479562,0,0,0,3,5,96,4.574710978503383,1,1,0,1,5,6,1,1,91.0
0,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,92,4.532599493153256,1,2,2,1,2,27,3.332204510175204,1,0,0,2,6,7,1,3,19.0
4,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,294,5.68697535633982,1,0,4,0,4,78,4.3694478524670215,1,1,0,3,1,8,1,0,27.0
3,3,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,1,4,4,4,1,3,1.0
7,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,21,3.091042453358316,1,0,0,1,0,1,1,2,15.0
9,9,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,518,6.251903883165888,1,2,3,0,8,101,4.624972813284271,1,0,2,1,3,1,1,0,195.0
1,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,288,5.666426688112432,1,0,3,1,8,22,3.1354942159291497,1,1,1,2,1,2,1,1,106.0
3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,156,5.056245805348308,1,0,1,2,6,17,2.8903717578961645,1,0,2,2,3,7,1,3,9.0
8,8,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,55,4.02535169073515,1,0,1,0,6,5,1,1,65.0
8,8,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,27,3.332204510175204,1,0,0,2,6,7,9,5,18.0
8,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,0,0.0,0,1,0,0,0,0,1,2,3.0
9,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,288,5.666426688112432,1,0,3,1,8,62,4.143134726391533,1,1,2,2,6,2,2,3,82.0
4,4,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,128,4.859812404361672,1,2,3,2,8,53,3.9889840465642745,1,0,2,3,4,3,1,0,3.0
6,6,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,322,5.777652323222656,1,1,2,0,2,129,4.867534450455582,1,0,0,4,3,9,1,0,25.0
0,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,126,4.844187086458591,1,0,1,0,6,25,3.258096538021482,1,0,1,0,4,5,1,2,56.0
5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,1,4,4,4,1,3,5.0
8,8,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,400,5.993961427306569,1,1,0,1,0,49,3.912023005428146,1,0,1,4,0,9,1,1,111.0
7,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,224,5.41610040220442,1,2,4,0,4,72,4.290459441148391,1,1,0,2,2,2,1,1,12.0
7,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,310,5.739792912179234,1,1,0,2,0,123,4.820281565605037,1,0,0,3,4,3,1,3,32.0
6,6,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,350,5.860786223465865,1,2,0,0,0,223,5.4116460518550396,1,0,1,3,6,3,1,0,52.0
1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,216,5.37989735354046,1,0,1,6,6,42,3.7612001156935624,1,1,0,2,0,2,1,3,138.0
4,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,100,4.61512051684126,1,1,0,2,0,30,3.4339872044851463,1,1,0,0,2,0,1,0,25.0
0,0,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,1,2,3,1,8,4,4,64.0
2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,608,6.411818267709897,1,2,3,6,8,279,5.634789603169249,1,0,0,4,6,9,1,1,9.0
3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,420,6.042632833682381,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,1,2,86.0
3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,154,5.043425116919247,1,1,4,0,4,65,4.189654742026425,1,0,2,0,2,5,1,1,19.0
