slot_owner,slot_item,slot_currency_symbol,slot_initial_price,slot_initial_price_abs_log1p,slot_initial_price_mod3,slot_initial_price_mod7,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_rate3,slot_rate3_abs_log1p,slot_rate3_is_even,slot_rate3_mod3,slot_rate3_mod5,slot_rate3_mod7,slot_rate3_mod10,gcd_all,n_multiple_pairs,y
4,6,1,16600,9.717218213494077,1,3,23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,28,3.367295829986474,1,1,3,0,8,1,0,6718.22
1,4,0,14300,9.568084743872936,2,6,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,1,0,5246.1
8,2,0,2000,7.601402334583733,2,5,13,2.6390573296152584,0,1,3,6,3,35,3.58351893845611,0,2,0,0,5,24,3.2188758248682006,1,0,4,3,4,1,0,859.56
0,4,0,9800,9.19023970026918,2,0,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,39,3.6888794541139363,0,0,4,4,9,1,2,3136.06
7,6,4,14000,9.546884034617925,2,0,14,2.70805020110221,1,2,4,0,4,48,3.8918202981106265,1,0,3,6,8,34,3.5553480614894135,1,1,4,6,4,2,1,4132.13
4,1,2,8400,9.036106025364846,0,0,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,1,1,2701.44
5,7,6,29200,10.281958234245314,1,3,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,0,13077.16
8,1,6,9900,9.200391041122515,0,2,34,3.5553480614894135,1,1,4,6,4,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,1,3289.87
5,1,8,2200,7.696667081526462,1,2,36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,1,0,967.72
1,6,7,13300,9.495594499353297,1,0,45,3.828641396489095,0,0,0,3,5,42,3.7612001156935624,1,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,1,0,2885.04
7,7,3,16200,9.692828247710418,0,2,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,34,3.5553480614894135,1,1,4,6,4,1,1,6304.0
9,1,2,8400,9.036106025364846,0,0,37,3.6375861597263857,0,1,2,2,7,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,1,2,3259.87
3,2,8,13300,9.495594499353297,1,0,17,2.8903717578961645,0,2,2,3,7,41,3.7376696182833684,0,2,1,6,1,29,3.4011973816621555,0,2,4,1,9,1,0,4624.24
4,1,2,16100,9.686636660844938,2,0,29,3.4011973816621555,0,2,4,1,9,33,3.5263605246161616,0,0,3,5,3,26,3.295836866004329,1,2,1,5,6,1,0,5667.49
3,2,1,6200,8.732465848349879,2,5,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,1,1,2945.4
8,6,0,16800,9.729193687429403,0,0,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,1,0,11293.25
1,2,4,11000,9.305741456739435,2,3,34,3.5553480614894135,1,1,4,6,4,48,3.8918202981106265,1,0,3,6,8,23,3.1780538303479458,0,2,3,2,3,1,0,2906.9
2,4,0,29300,10.285376924115587,2,5,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,1,1,14569.43
0,0,6,6800,8.824824939175638,2,3,48,3.8918202981106265,1,0,3,6,8,43,3.784189633918261,0,1,3,1,3,8,2.1972245773362196,1,2,3,1,8,1,2,1854.28
3,1,3,9900,9.200391041122515,0,2,24,3.2188758248682006,1,0,4,3,4,38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,2,1,2985.52
6,0,2,4700,8.45553053102413,2,3,15,2.772588722239781,0,0,0,1,5,42,3.7612001156935624,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,1,1,1737.83
1,1,4,9100,9.116139576577355,1,0,31,3.4657359027997265,0,1,1,3,1,26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,0,2,4,1,9,1,1,3298.99
3,4,0,6300,8.748463629942055,0,0,35,3.58351893845611,0,2,0,0,5,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,1,3,2506.14
2,2,7,27100,10.207325906555994,1,3,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,33,3.5263605246161616,0,0,3,5,3,1,1,11765.74
4,0,7,25200,10.134638955251866,0,0,31,3.4657359027997265,0,1,1,3,1,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,1,0,8377.54
8,3,4,27900,10.236417809461043,0,5,43,3.784189633918261,0,1,3,1,3,31,3.4657359027997265,0,1,1,3,1,29,3.4011973816621555,0,2,4,1,9,1,1,7790.88
4,0,8,7600,8.936035096566041,1,5,26,3.295836866004329,1,2,1,5,6,47,3.871201010907891,0,2,2,5,7,33,3.5263605246161616,0,0,3,5,3,1,0,1997.08
1,4,6,14200,9.561067663645012,1,4,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,0,2,3,2,3,1,1,4657.88
8,5,4,24200,10.094149233605084,2,1,42,3.7612001156935624,1,0,2,0,2,42,3.7612001156935624,1,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,2,1,5535.8
6,2,2,18200,9.809231816610408,2,0,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,36,3.6109179126442243,1,0,1,1,6,1,0,5797.21
1,1,2,9600,9.169622538697624,0,3,25,3.258096538021482,0,1,0,4,5,42,3.7612001156935624,1,0,2,0,2,21,3.091042453358316,0,0,1,0,1,1,2,3299.04
9,1,4,14600,9.588845298501564,2,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,1,10642.09
4,2,6,23800,10.077482875583607,1,0,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,1,1,10987.22
8,1,7,22700,10.030164255362632,2,6,50,3.9318256327243257,1,2,0,1,0,37,3.6375861597263857,0,1,2,2,7,37,3.6375861597263857,0,1,2,2,7,1,2,4504.82
5,4,1,19800,9.893487720457795,0,4,15,2.772588722239781,0,0,0,1,5,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,1,2,7452.32
3,0,0,28200,10.247112717290387,0,4,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,1,1,11776.32
6,1,8,23500,10.064798252418377,1,1,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,1,9927.58
7,3,2,5600,8.630700432209832,2,0,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,1,1,2665.96
4,3,4,8600,9.059633754551479,2,4,41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,1,1,3531.5
0,3,4,25100,10.130662964963708,2,5,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,1,1,10884.97
2,1,1,15000,9.61587214452889,0,6,41,3.7376696182833684,0,2,1,6,1,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,1,1,4522.35
6,5,3,7100,8.867990898182093,2,2,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,1,1,3491.6
8,6,2,14900,9.60918360377546,2,4,20,3.044522437723423,1,2,0,6,0,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,1,5288.9
1,0,1,3400,8.131824785007195,1,5,26,3.295836866004329,1,2,1,5,6,36,3.6109179126442243,1,0,1,1,6,39,3.6888794541139363,0,0,4,4,9,1,0,982.25
8,6,2,19000,9.852246888342531,1,2,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,2,1,8627.52
7,5,0,22400,10.016860879703811,2,0,14,2.70805020110221,1,2,4,0,4,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,1,1,8915.38
4,7,6,3400,8.131824785007195,1,5,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,1,1,1552.36
0,1,2,19200,9.862717639992917,0,6,49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0,7494.8
7,1,5,28400,10.254179634797001,2,1,49,3.912023005428146,0,1,4,0,9,42,3.7612001156935624,1,0,2,0,2,33,3.5263605246161616,0,0,3,5,3,1,0,5628.48
4,5,0,11800,9.375939552625749,1,5,49,3.912023005428146,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,39,3.6888794541139363,0,0,4,4,9,1,0,1908.91
7,7,3,14900,9.60918360377546,2,4,31,3.4657359027997265,0,1,1,3,1,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,1,5078.81
6,7,1,26700,10.192456296870509,0,2,46,3.8501476017100584,1,1,1,4,6,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,1,0,8428.76
7,1,7,7400,8.909370405197466,2,1,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,1,5030.3
9,1,5,22400,10.016860879703811,2,0,42,3.7612001156935624,1,0,2,0,2,40,3.713572066704308,1,1,0,5,0,39,3.6888794541139363,0,0,4,4,9,1,1,4755.07
2,3,1,13400,9.503084610020228,2,2,42,3.7612001156935624,1,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,12,2.5649493574615367,1,0,2,5,2,1,0,4719.16
3,0,7,28100,10.243560441877241,2,2,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,1,0,12218.1
5,6,0,27800,10.2328272702548,2,3,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,1,1,14935.94
7,5,3,11200,9.32375833901174,1,0,41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,38,3.6635616461296463,1,2,3,3,8,1,1,3277.57
2,6,3,10100,9.220389707829185,2,6,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,0,6,0,2,3,5381.28
4,2,4,10000,9.210440366976517,1,4,28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,1,0,4140.72
5,5,8,6400,8.764209507142004,1,2,17,2.8903717578961645,0,2,2,3,7,36,3.6109179126442243,1,0,1,1,6,31,3.4657359027997265,0,1,1,3,1,1,0,2345.78
4,2,2,2100,7.650168700845001,0,0,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,1,2,1211.73
9,0,0,16400,9.70509758756311,2,6,23,3.1780538303479458,0,2,3,2,3,49,3.912023005428146,0,1,4,0,9,40,3.713572066704308,1,1,0,5,0,1,1,3864.17
1,4,7,6300,8.748463629942055,0,0,39,3.6888794541139363,0,0,4,4,9,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,3,2823.45
9,3,5,16600,9.717218213494077,1,3,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,1,1,6212.05
9,3,8,10000,9.210440366976517,1,4,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,24,3.2188758248682006,1,0,4,3,4,2,0,3936.8
1,3,3,22700,10.030164255362632,2,6,50,3.9318256327243257,1,2,0,1,0,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,2,1,5025.78
5,5,1,14100,9.55400099583723,0,2,37,3.6375861597263857,0,1,2,2,7,38,3.6635616461296463,1,2,3,3,8,11,2.4849066497880004,0,2,1,4,1,1,0,4901.64
7,0,3,27200,10.211009016314167,2,5,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,1,1,11289.2
5,4,3,28600,10.261196961231647,1,5,28,3.367295829986474,1,1,3,0,8,49,3.912023005428146,0,1,4,0,9,32,3.4965075614664802,1,2,2,4,2,1,0,7141.31
1,0,0,30000,10.308985993422082,0,5,34,3.5553480614894135,1,1,4,6,4,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,0,5,1,0,9137.7
4,3,8,8000,8.987321812850125,2,6,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,38,3.6635616461296463,1,2,3,3,8,1,0,3409.01
1,0,5,22900,10.038935856711177,1,3,45,3.828641396489095,0,0,0,3,5,48,3.8918202981106265,1,0,3,6,8,40,3.713572066704308,1,1,0,5,0,1,0,3929.64
4,3,2,30000,10.308985993422082,0,5,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,34,3.5553480614894135,1,1,4,6,4,2,0,10557.36
4,5,4,11400,9.34145634983372,0,4,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,38,3.6635616461296463,1,2,3,3,8,1,2,3545.31
2,7,4,2200,7.696667081526462,1,2,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,1,1,949.7
6,4,0,24800,10.118639253920785,2,6,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,1,1,11876.22
7,6,8,19800,9.893487720457795,0,4,14,2.70805020110221,1,2,4,0,4,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,1,0,7333.96
5,5,2,4300,8.366602832783736,1,2,36,3.6109179126442243,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,1,0,983.84
0,2,3,21000,9.952325334619427,0,0,45,3.828641396489095,0,0,0,3,5,36,3.6109179126442243,1,0,1,1,6,39,3.6888794541139363,0,0,4,4,9,3,0,4509.12
2,0,2,15900,9.674137279312397,0,3,23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,1,0,7775.53
4,3,7,22500,10.021315031649332,0,2,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,2,9391.73
2,1,5,23700,10.073272520325904,0,5,18,2.9444389791664403,1,0,3,4,8,33,3.5263605246161616,0,0,3,5,3,14,2.70805020110221,1,2,4,0,4,1,0,11197.87
2,4,2,4400,8.38958706681109,2,4,18,2.9444389791664403,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,21,3.091042453358316,0,0,1,0,1,1,0,1938.22
9,6,7,2800,7.937731775260109,1,0,42,3.7612001156935624,1,0,2,0,2,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,1,2,992.26
4,4,8,2900,7.972810784121404,2,2,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,1,0,1972.99
7,1,2,9400,9.148571345578551,1,6,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,2,6304.39
2,7,4,6000,8.699681400989514,0,1,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,1,1,2679.43
6,4,6,3100,8.03947991910045,1,6,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,1,0,1524.35
1,6,3,25400,10.142543822310387,2,4,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,2,7772.4
4,5,6,7500,8.922791623969637,0,3,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,1,0,2838.6
9,5,4,28300,10.250652418696085,1,6,35,3.58351893845611,0,2,0,0,5,31,3.4657359027997265,0,1,1,3,1,12,2.5649493574615367,1,0,2,5,2,1,0,11169.44
1,5,2,4900,8.497194544909547,1,0,22,3.1354942159291497,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,1,0,1589.19
7,0,5,26900,10.199918739620157,2,6,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,12548.53
1,6,1,6200,8.732465848349879,2,5,47,3.871201010907891,0,2,2,5,7,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,0,2001.17
2,4,3,3000,8.006700845440367,0,4,44,3.8066624897703196,1,2,4,2,4,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,1,0,892.42
5,5,1,17400,9.76428295481558,0,5,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,1,2,5011.2
5,3,2,26700,10.192456296870509,0,2,13,2.6390573296152584,0,1,3,6,3,31,3.4657359027997265,0,1,1,3,1,22,3.1354942159291497,1,1,2,1,2,1,0,12501.85
9,4,5,2700,7.901377353792616,0,5,15,2.772588722239781,0,0,0,1,5,46,3.8501476017100584,1,1,1,4,6,36,3.6109179126442243,1,0,1,1,6,1,2,793.15
0,3,0,22500,10.021315031649332,0,2,44,3.8066624897703196,1,2,4,2,4,22,3.1354942159291497,1,1,2,1,2,24,3.2188758248682006,1,0,4,3,4,2,1,7469.28
3,3,6,3100,8.03947991910045,1,6,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,4,2,1015.81
8,1,0,6700,8.81001204797317,1,1,39,3.6888794541139363,0,0,4,4,9,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,1,0,1853.86
1,4,1,13700,9.525224101853109,2,1,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,1,0,5149.01
9,2,8,6100,8.716207971151853,1,3,14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,37,3.6375861597263857,0,1,2,2,7,1,0,2511.78
0,5,0,19500,9.87822102528824,0,5,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,1,1,10337.83
6,4,6,16800,9.729193687429403,0,0,49,3.912023005428146,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,38,3.6635616461296463,1,2,3,3,8,1,1,3293.54
6,1,4,22000,9.99884318585288,1,6,38,3.6635616461296463,1,2,3,3,8,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,0,5,1,0,5940.22
5,1,4,2100,7.650168700845001,0,0,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,32,3.4965075614664802,1,2,2,4,2,2,2,799.68
7,7,8,18400,9.820160289946374,1,4,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,1,12782.66
8,0,2,26000,10.165890277802454,2,2,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,1,0,12745.51
4,6,4,4000,8.294299608857235,1,3,33,3.5263605246161616,0,0,3,5,3,44,3.8066624897703196,1,2,4,2,4,25,3.258096538021482,0,1,0,4,5,1,1,1125.6
9,2,1,14800,9.60245002503719,1,2,25,3.258096538021482,0,1,0,4,5,46,3.8501476017100584,1,1,1,4,6,37,3.6375861597263857,0,1,2,2,7,1,2,3776.22
1,4,4,22400,10.016860879703811,2,0,32,3.4965075614664802,1,2,2,4,2,47,3.871201010907891,0,2,2,5,7,39,3.6888794541139363,0,0,4,4,9,1,1,4924.51
9,1,0,7200,8.881975184248867,0,4,38,3.6635616461296463,1,2,3,3,8,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,2,2,3074.8
3,4,2,3400,8.131824785007195,1,5,14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1,2088.91
1,0,0,5500,8.612685172875459,1,5,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,33,3.5263605246161616,0,0,3,5,3,1,1,1724.58
8,5,7,15300,9.635673464721814,0,5,20,3.044522437723423,1,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,30,3.4339872044851463,1,0,0,2,0,2,2,4798.08
9,2,4,15700,9.661479683575521,1,6,22,3.1354942159291497,1,1,2,1,2,49,3.912023005428146,0,1,4,0,9,37,3.6375861597263857,0,1,2,2,7,1,0,3934.64
6,4,4,21700,9.985113621416073,1,0,36,3.6109179126442243,1,0,1,1,6,46,3.8501476017100584,1,1,1,4,6,24,3.2188758248682006,1,0,4,3,4,2,0,5699.64
0,3,2,25100,10.130662964963708,2,5,34,3.5553480614894135,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,1,1,7544.16
0,7,6,22500,10.021315031649332,0,2,22,3.1354942159291497,1,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,23,3.1780538303479458,0,2,3,2,3,1,0,9189.18
0,2,3,3500,8.160803920954665,2,0,22,3.1354942159291497,1,1,2,1,2,43,3.784189633918261,0,1,3,1,3,28,3.367295829986474,1,1,3,0,8,1,1,1120.39
4,2,2,8600,9.059633754551479,2,4,25,3.258096538021482,0,1,0,4,5,32,3.4965075614664802,1,2,2,4,2,36,3.6109179126442243,1,0,1,1,6,1,1,2807.04
6,2,6,24400,10.102379394048045,1,5,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,1,1,10222.82
6,2,4,29800,10.30229722897745,1,1,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,2,2,14278.25
0,3,5,7200,8.881975184248867,0,4,34,3.5553480614894135,1,1,4,6,4,43,3.784189633918261,0,1,3,1,3,40,3.713572066704308,1,1,0,5,0,1,1,1625.18
2,3,5,28000,10.239995502805316,1,0,42,3.7612001156935624,1,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,26,3.295836866004329,1,2,1,5,6,1,0,8292.14
4,3,4,2900,7.972810784121404,2,2,13,2.6390573296152584,0,1,3,6,3,44,3.8066624897703196,1,2,4,2,4,31,3.4657359027997265,0,1,1,3,1,1,0,974.89
5,3,8,22800,10.034559673629849,0,1,46,3.8501476017100584,1,1,1,4,6,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,0,0,2,6,7,1,0,5752.17
9,7,0,26900,10.199918739620157,2,6,17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,1,0,12771.04
9,6,1,6600,8.79497643168877,0,6,24,3.2188758248682006,1,0,4,3,4,39,3.6888794541139363,0,0,4,4,9,31,3.4657359027997265,0,1,1,3,1,1,1,2111.23
5,6,2,11800,9.375939552625749,1,5,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,1,0,5427.27
6,3,0,15300,9.635673464721814,0,5,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,2,8413.47
8,5,4,11900,9.38437770918244,2,0,43,3.784189633918261,0,1,3,1,3,46,3.8501476017100584,1,1,1,4,6,19,2.995732273553991,0,1,4,5,9,1,0,2966.88
8,4,7,6600,8.79497643168877,0,6,44,3.8066624897703196,1,2,4,2,4,38,3.6635616461296463,1,2,3,3,8,27,3.332204510175204,0,0,2,6,7,1,1,1672.81
1,3,8,27100,10.207325906555994,1,3,48,3.8918202981106265,1,0,3,6,8,41,3.7376696182833684,0,2,1,6,1,17,2.8903717578961645,0,2,2,3,7,1,0,6900.85
5,7,8,23800,10.077482875583607,1,0,45,3.828641396489095,0,0,0,3,5,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,1,2,6754.44
2,3,5,9400,9.148571345578551,1,6,33,3.5263605246161616,0,0,3,5,3,33,3.5263605246161616,0,0,3,5,3,34,3.5553480614894135,1,1,4,6,4,1,1,2784.98
1,5,6,15000,9.61587214452889,0,6,47,3.871201010907891,0,2,2,5,7,41,3.7376696182833684,0,2,1,6,1,30,3.4339872044851463,1,0,0,2,0,1,1,3283.35
5,3,2,22400,10.016860879703811,2,0,47,3.871201010907891,0,2,2,5,7,28,3.367295829986474,1,1,3,0,8,31,3.4657359027997265,0,1,1,3,1,1,1,5898.01
8,2,6,9000,9.105090961257085,0,5,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,1,3,4105.73
3,4,8,21100,9.957075711706057,1,2,38,3.6635616461296463,1,2,3,3,8,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,1,0,8577.87
9,5,2,19600,9.883335864325275,1,0,28,3.367295829986474,1,1,3,0,8,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,1,1,8344.43
0,6,4,24500,10.106469212026385,2,0,48,3.8918202981106265,1,0,3,6,8,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,2,1,5432.34
9,6,6,15000,9.61587214452889,0,6,25,3.258096538021482,0,1,0,4,5,42,3.7612001156935624,1,0,2,0,2,38,3.6635616461296463,1,2,3,3,8,1,1,4045.5
1,4,4,6000,8.699681400989514,0,1,33,3.5263605246161616,0,0,3,5,3,44,3.8066624897703196,1,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,1,1,2116.13
8,5,6,10400,9.249657234353133,2,5,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,1,1,3351.61
8,7,7,27400,10.21833478806055,1,2,34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,2,14602.83
