slot_owner_name,slot_fast_entity,slot_slow_entity,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,slot_fast_speed,slot_fast_speed_abs_log1p,slot_fast_speed_is_even,slot_fast_speed_mod3,slot_fast_speed_mod5,slot_fast_speed_mod7,slot_fast_speed_mod10,slot_dist_unit,slot_time_unit_singular,slot_time_unit_plural,slot_time_duration,slot_time_duration_abs_log1p,slot_time_duration_is_even,slot_time_duration_mod3,slot_time_duration_mod5,slot_time_duration_mod7,slot_time_duration_mod10,gcd_all,n_multiple_pairs,y
3,2,2,9,2.302585092994046,0,0,4,2,9,135,4.912654885736052,0,0,0,2,5,5,1,1,59,4.0943445622221,0,2,4,3,9,1,1,885.0
7,1,1,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,5,1,1,57,4.060443010546419,0,0,2,1,7,1,1,456.0
3,3,3,9,2.302585092994046,0,0,4,2,9,198,5.293304824724492,1,0,3,2,8,5,2,2,145,4.983606621708336,0,1,0,5,5,1,1,3190.0
7,3,3,7,2.0794415416798357,0,1,2,0,7,168,5.1298987149230735,1,0,3,0,8,3,2,2,112,4.727387818712341,1,1,2,0,2,7,2,2688.0
2,1,1,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,2,2,2,71,4.276666119016055,0,2,1,1,1,1,1,497.0
6,7,7,9,2.302585092994046,0,0,4,2,9,315,5.755742213586912,0,0,0,0,5,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,1,455.0
9,1,1,8,2.1972245773362196,1,2,3,1,8,216,5.37989735354046,1,0,1,6,6,5,1,1,128,4.859812404361672,1,2,3,2,8,8,2,3456.0
9,4,4,6,1.9459101490553132,1,0,1,6,6,84,4.442651256490317,1,0,4,0,4,0,2,2,86,4.465908118654584,1,2,1,2,6,2,1,1204.0
1,8,8,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,2,2,97,4.584967478670572,0,1,2,6,7,1,1,776.0
3,7,7,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,0,6,5,1,1,1,113,4.736198448394496,0,2,3,1,3,1,1,2825.0
3,0,0,9,2.302585092994046,0,0,4,2,9,243,5.497168225293202,0,0,3,5,3,0,0,0,153,5.0369526024136295,0,0,3,6,3,9,2,4131.0
6,2,2,2,1.0986122886681098,1,2,2,2,2,58,4.07753744390572,1,1,3,2,8,1,1,1,60,4.110873864173311,1,0,0,4,0,2,2,1740.0
0,8,8,3,1.3862943611198906,0,0,3,3,3,84,4.442651256490317,1,0,4,0,4,0,0,0,83,4.430816798843313,0,2,3,6,3,1,1,2324.0
5,3,3,6,1.9459101490553132,1,0,1,6,6,234,5.459585514144159,1,0,4,3,4,2,2,2,142,4.962844630259907,1,1,2,2,2,2,1,5538.0
7,8,8,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,4,0,0,50,3.9318256327243257,1,2,0,1,0,2,2,450.0
6,5,5,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,3,1,1,103,4.6443908991413725,0,1,3,5,3,1,1,3399.0
7,4,4,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,3,0,0,25,3.258096538021482,0,1,0,4,5,1,1,600.0
5,3,3,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,4,0,0,84,4.442651256490317,1,0,4,0,4,3,1,756.0
6,7,7,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,0,6,0,1,0,0,171,5.147494476813453,0,0,1,3,1,1,1,6840.0
6,0,0,3,1.3862943611198906,0,0,3,3,3,81,4.406719247264253,0,0,1,4,1,0,2,2,163,5.099866427824199,0,1,3,2,3,1,1,4401.0
8,9,9,8,2.1972245773362196,1,2,3,1,8,224,5.41610040220442,1,2,4,0,4,0,1,1,146,4.990432586778736,1,2,1,6,6,2,1,4088.0
5,4,4,7,2.0794415416798357,0,1,2,0,7,161,5.087596335232384,0,2,1,0,1,2,2,2,115,4.7535901911063645,0,1,0,3,5,1,1,2645.0
9,4,4,3,1.3862943611198906,0,0,3,3,3,78,4.3694478524670215,1,0,3,1,8,2,0,0,105,4.663439094112067,0,0,0,0,5,3,2,2730.0
3,7,7,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,2,2,138,4.9344739331306915,1,0,3,5,8,3,2,1242.0
5,6,6,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,0,0,68,4.23410650459726,1,2,3,5,8,1,1,680.0
5,2,2,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,4,2,2,72,4.290459441148391,1,0,2,2,2,8,2,1440.0
2,1,1,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,1,2,2,10,2.3978952727983707,1,1,0,3,0,2,1,180.0
2,4,4,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,1,0,0,136,4.919980925828125,1,1,1,3,6,4,2,2720.0
6,8,8,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,3,1,1,141,4.955827057601261,0,0,1,1,1,1,1,2115.0
9,5,5,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,4,2,2,37,3.6375861597263857,0,1,2,2,7,1,1,703.0
8,2,2,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,4,2,2,70,4.2626798770413155,1,1,0,0,0,2,1,1260.0
7,2,2,8,2.1972245773362196,1,2,3,1,8,320,5.771441123130016,1,2,0,5,0,4,2,2,67,4.219507705176107,0,1,2,4,7,1,1,2680.0
2,1,1,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,0,1,1,171,5.147494476813453,0,0,1,3,1,3,2,3078.0
3,7,7,2,1.0986122886681098,1,2,2,2,2,58,4.07753744390572,1,1,3,2,8,1,1,1,110,4.709530201312334,1,2,0,5,0,2,2,3190.0
6,5,5,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,4,1,1,33,3.5263605246161616,0,0,3,5,3,1,1,132.0
8,0,0,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,1,0,0,3,0,5,2,2,82,4.418840607796598,1,1,2,5,2,1,1,3280.0
1,8,8,8,2.1972245773362196,1,2,3,1,8,72,4.290459441148391,1,0,2,2,2,2,2,2,57,4.060443010546419,0,0,2,1,7,1,1,513.0
0,7,7,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,2,0,0,138,4.9344739331306915,1,0,3,5,8,2,1,3726.0
3,6,6,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,0,1,1,20,3.044522437723423,1,2,0,6,0,5,3,80.0
5,4,4,9,2.302585092994046,0,0,4,2,9,279,5.634789603169249,0,0,4,6,9,4,1,1,38,3.6635616461296463,1,2,3,3,8,1,1,1178.0
5,5,5,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,0,0,0,166,5.117993812416755,1,1,1,5,6,2,1,4482.0
6,5,5,6,1.9459101490553132,1,0,1,6,6,90,4.51085950651685,1,0,0,6,0,2,0,0,102,4.634728988229636,1,0,2,4,2,6,2,1530.0
4,2,2,7,2.0794415416798357,0,1,2,0,7,49,3.912023005428146,0,1,4,0,9,1,0,0,160,5.081404364984463,1,1,0,6,0,1,1,1120.0
9,0,0,9,2.302585092994046,0,0,4,2,9,171,5.147494476813453,0,0,1,3,1,5,1,1,146,4.990432586778736,1,2,1,6,6,1,1,2774.0
7,2,2,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,3,0,0,141,4.955827057601261,0,0,1,1,1,3,2,1269.0
9,4,4,2,1.0986122886681098,1,2,2,2,2,76,4.343805421853684,1,1,1,6,6,0,2,2,168,5.1298987149230735,1,0,3,0,8,2,2,6384.0
3,5,5,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,3,0,0,96,4.574710978503383,1,0,1,5,6,8,2,1056.0
1,7,7,6,1.9459101490553132,1,0,1,6,6,240,5.484796933490655,1,0,0,2,0,1,0,0,62,4.143134726391533,1,2,2,6,2,2,1,2480.0
4,2,2,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,2,0,0,160,5.081404364984463,1,1,0,6,0,2,2,2240.0
5,6,6,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,5,2,2,129,4.867534450455582,0,0,4,3,9,1,1,2580.0
8,7,7,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,2,2,2,121,4.804021044733257,0,1,1,2,1,1,1,605.0
7,4,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,0,0,0,165,5.111987788356544,0,0,0,4,5,3,2,660.0
5,5,5,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,1,0,0,109,4.700480365792417,0,1,4,4,9,1,1,981.0
1,6,6,3,1.3862943611198906,0,0,3,3,3,111,4.718498871295094,0,0,1,6,1,3,1,1,134,4.90527477843843,1,2,4,1,4,1,1,4958.0
5,7,7,7,2.0794415416798357,0,1,2,0,7,224,5.41610040220442,1,2,4,0,4,0,1,1,22,3.1354942159291497,1,1,2,1,2,1,1,704.0
6,7,7,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,2,2,2,150,5.017279836814924,1,0,0,3,0,5,2,1350.0
2,8,8,7,2.0794415416798357,0,1,2,0,7,63,4.1588830833596715,0,0,3,0,3,1,2,2,90,4.51085950651685,1,0,0,6,0,1,1,810.0
1,9,9,9,2.302585092994046,0,0,4,2,9,306,5.726847747587197,1,0,1,5,6,5,2,2,138,4.9344739331306915,1,0,3,5,8,3,1,4692.0
1,3,3,7,2.0794415416798357,0,1,2,0,7,119,4.787491742782046,0,2,4,0,9,3,1,1,169,5.135798437050262,0,1,4,1,9,1,1,2873.0
4,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,2,2,75,4.330733340286331,0,0,0,5,5,1,1,225.0
4,4,4,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,2,0,0,108,4.6913478822291435,1,0,3,3,8,4,2,756.0
2,0,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,0,0,155,5.049856007249537,0,2,0,1,5,1,1,465.0
2,4,4,8,2.1972245773362196,1,2,3,1,8,256,5.54907608489522,1,1,1,4,6,5,1,1,88,4.48863636973214,1,1,3,4,8,8,2,2816.0
7,8,8,7,2.0794415416798357,0,1,2,0,7,238,5.476463551931511,1,1,3,0,8,4,1,1,112,4.727387818712341,1,1,2,0,2,7,2,3808.0
1,2,2,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,3,0,0,32,3.4965075614664802,1,2,2,4,2,2,3,1024.0
0,7,7,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,4,0,0,153,5.0369526024136295,0,0,3,6,3,1,1,4590.0
8,1,1,5,1.791759469228055,0,2,0,5,5,115,4.7535901911063645,0,1,0,3,5,2,1,1,67,4.219507705176107,0,1,2,4,7,1,1,1541.0
9,9,9,7,2.0794415416798357,0,1,2,0,7,147,4.997212273764115,0,0,2,0,7,2,0,0,166,5.117993812416755,1,1,1,5,6,1,1,3486.0
6,4,4,8,2.1972245773362196,1,2,3,1,8,136,4.919980925828125,1,1,1,3,6,3,0,0,21,3.091042453358316,0,0,1,0,1,1,1,357.0
9,9,9,4,1.6094379124341003,1,1,4,4,4,72,4.290459441148391,1,0,2,2,2,5,1,1,136,4.919980925828125,1,1,1,3,6,4,2,2448.0
4,1,1,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,1,2,2,112,4.727387818712341,1,1,2,0,2,1,1,1008.0
5,1,1,9,2.302585092994046,0,0,4,2,9,351,5.863631175598097,0,0,1,1,1,3,1,1,100,4.61512051684126,1,1,0,2,0,1,1,3900.0
3,2,2,8,2.1972245773362196,1,2,3,1,8,208,5.342334251964811,1,1,3,5,8,2,1,1,100,4.61512051684126,1,1,0,2,0,4,1,2600.0
8,4,4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,5,2,2,68,4.23410650459726,1,2,3,5,8,2,2,680.0
4,2,2,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,2,2,2,118,4.77912349311153,1,1,3,6,8,2,2,3894.0
2,1,1,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,1,0,0,33,3.5263605246161616,0,0,3,5,3,3,1,891.0
7,5,5,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,0,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,138.0
1,8,8,9,2.302585092994046,0,0,4,2,9,270,5.602118820879701,1,0,0,4,0,1,1,1,151,5.0238805208462765,0,1,1,4,1,1,1,4530.0
9,5,5,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,2,2,153,5.0369526024136295,0,0,3,6,3,1,1,2142.0
1,2,2,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,4,0,0,34,3.5553480614894135,1,1,4,6,4,2,1,136.0
9,3,3,8,2.1972245773362196,1,2,3,1,8,256,5.54907608489522,1,1,1,4,6,4,1,1,164,5.10594547390058,1,2,4,3,4,4,1,5248.0
2,2,2,7,2.0794415416798357,0,1,2,0,7,168,5.1298987149230735,1,0,3,0,8,4,2,2,128,4.859812404361672,1,2,3,2,8,1,1,3072.0
5,3,3,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,660.0
8,3,3,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,1,0,0,143,4.969813299576001,0,2,3,3,3,1,1,4576.0
7,7,7,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,1,2,2,120,4.795790545596741,1,0,0,1,0,8,2,4440.0
8,9,9,8,2.1972245773362196,1,2,3,1,8,280,5.638354669333745,1,1,0,0,0,0,2,2,25,3.258096538021482,0,1,0,4,5,1,1,875.0
6,0,0,8,2.1972245773362196,1,2,3,1,8,168,5.1298987149230735,1,0,3,0,8,4,2,2,119,4.787491742782046,0,2,4,0,9,1,1,2499.0
0,0,0,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,5,1,1,30,3.4339872044851463,1,0,0,2,0,5,2,660.0
6,7,7,8,2.1972245773362196,1,2,3,1,8,96,4.574710978503383,1,0,1,5,6,2,0,0,167,5.123963979403259,0,2,2,6,7,1,1,2004.0
3,4,4,7,2.0794415416798357,0,1,2,0,7,252,5.53338948872752,1,0,2,0,2,3,0,0,119,4.787491742782046,0,2,4,0,9,7,2,4284.0
0,3,3,2,1.0986122886681098,1,2,2,2,2,42,3.7612001156935624,1,0,2,0,2,4,0,0,99,4.605170185988092,0,0,4,1,9,1,1,2079.0
4,5,5,9,2.302585092994046,0,0,4,2,9,72,4.290459441148391,1,0,2,2,2,1,1,1,35,3.58351893845611,0,2,0,0,5,1,1,280.0
2,1,1,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,0,0,0,143,4.969813299576001,0,2,3,3,3,1,1,3146.0
6,0,0,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,3,0,0,123,4.820281565605037,0,0,3,4,3,1,1,1353.0
8,4,4,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,0,0,0,126,4.844187086458591,1,0,1,0,6,1,1,756.0
6,7,7,7,2.0794415416798357,0,1,2,0,7,175,5.170483995038151,0,1,0,0,5,0,1,1,42,3.7612001156935624,1,0,2,0,2,7,2,1050.0
8,4,4,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,5,0,0,20,3.044522437723423,1,2,0,6,0,1,1,140.0
4,7,7,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,4,1,1,162,5.093750200806762,1,0,2,1,2,3,2,3726.0
9,5,5,8,2.1972245773362196,1,2,3,1,8,192,5.262690188904886,1,0,2,3,2,5,2,2,131,4.882801922586371,0,2,1,5,1,1,1,3144.0
7,6,6,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,2,2,84,4.442651256490317,1,0,4,0,4,2,2,756.0
2,4,4,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,4,2,2,27,3.332204510175204,0,0,2,6,7,3,2,243.0
6,6,6,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,2,2,2,47,3.871201010907891,0,2,2,5,7,1,1,329.0
1,9,9,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,5,2,2,171,5.147494476813453,0,0,1,3,1,1,1,4446.0
2,5,5,9,2.302585092994046,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,1,2,2,168,5.1298987149230735,1,0,3,0,8,3,1,1848.0
6,0,0,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,3,1,1,126,4.844187086458591,1,0,1,0,6,3,3,756.0
9,5,5,5,1.791759469228055,0,2,0,5,5,115,4.7535901911063645,0,1,0,3,5,0,0,0,80,4.394449154672439,1,2,0,3,0,5,2,1840.0
9,8,8,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,0,2,2,64,4.174387269895637,1,1,4,1,4,2,3,1024.0
5,1,1,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,4,2,2,137,4.927253685157205,0,2,2,4,7,1,1,2466.0
7,1,1,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,4,2,2,159,5.075173815233827,0,0,4,5,9,1,1,2862.0
9,8,8,8,2.1972245773362196,1,2,3,1,8,64,4.174387269895637,1,1,4,1,4,2,1,1,168,5.1298987149230735,1,0,3,0,8,8,2,1344.0
1,6,6,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,2,1,1,55,4.02535169073515,0,1,0,6,5,5,2,385.0
7,9,9,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,2,0,0,22,3.1354942159291497,1,1,2,1,2,1,1,66.0
3,3,3,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,3,0,0,177,5.181783550292085,0,0,2,2,7,1,1,1947.0
5,2,2,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,2,2,2,125,4.836281906951478,0,2,0,6,5,1,1,1250.0
5,8,8,9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,2,0,0,146,4.990432586778736,1,2,1,6,6,1,1,876.0
5,7,7,7,2.0794415416798357,0,1,2,0,7,147,4.997212273764115,0,0,2,0,7,2,0,0,25,3.258096538021482,0,1,0,4,5,1,1,525.0
7,9,9,6,1.9459101490553132,1,0,1,6,6,186,5.231108616854587,1,0,1,4,6,0,1,1,111,4.718498871295094,0,0,1,6,1,3,1,3441.0
8,8,8,6,1.9459101490553132,1,0,1,6,6,90,4.51085950651685,1,0,0,6,0,3,1,1,47,3.871201010907891,0,2,2,5,7,1,1,705.0
5,3,3,5,1.791759469228055,0,2,0,5,5,135,4.912654885736052,0,0,0,2,5,0,1,1,35,3.58351893845611,0,2,0,0,5,5,2,945.0
8,9,9,7,2.0794415416798357,0,1,2,0,7,210,5.351858133476067,1,0,0,0,0,5,0,0,51,3.9512437185814275,0,0,1,2,1,1,1,1530.0
2,1,1,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,5,2,2,86,4.465908118654584,1,2,1,2,6,2,2,3440.0
6,8,8,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,0,1,0,1,2,2,71,4.276666119016055,0,2,1,1,1,1,1,2840.0
5,4,4,7,2.0794415416798357,0,1,2,0,7,119,4.787491742782046,0,2,4,0,9,2,1,1,40,3.713572066704308,1,1,0,5,0,1,1,680.0
3,0,0,6,1.9459101490553132,1,0,1,6,6,66,4.204692619390966,1,0,1,3,6,5,1,1,155,5.049856007249537,0,2,0,1,5,1,1,1705.0
5,3,3,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,4,1,1,82,4.418840607796598,1,1,2,5,2,2,1,2214.0
3,6,6,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,4,1,1,159,5.075173815233827,0,0,4,5,9,1,1,3498.0
9,2,2,5,1.791759469228055,0,2,0,5,5,160,5.081404364984463,1,1,0,6,0,0,0,0,113,4.736198448394496,0,2,3,1,3,1,1,3616.0
0,4,4,7,2.0794415416798357,0,1,2,0,7,273,5.6131281063880705,0,0,3,0,3,3,0,0,143,4.969813299576001,0,2,3,3,3,1,1,5577.0
6,6,6,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,3,1,1,50,3.9318256327243257,1,2,0,1,0,1,1,1600.0
5,1,1,8,2.1972245773362196,1,2,3,1,8,224,5.41610040220442,1,2,4,0,4,4,1,1,179,5.19295685089021,0,2,4,4,9,1,1,5012.0
9,4,4,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,0,0,0,70,4.2626798770413155,1,1,0,0,0,2,1,1890.0
3,1,1,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,0,6,0,3,1,1,111,4.718498871295094,0,0,1,6,1,3,2,3330.0
6,8,8,7,2.0794415416798357,0,1,2,0,7,217,5.384495062789089,0,1,2,0,7,1,1,1,36,3.6109179126442243,1,0,1,1,6,1,1,1116.0
4,0,0,8,2.1972245773362196,1,2,3,1,8,216,5.37989735354046,1,0,1,6,6,4,2,2,155,5.049856007249537,0,2,0,1,5,1,1,4185.0
8,4,4,8,2.1972245773362196,1,2,3,1,8,256,5.54907608489522,1,1,1,4,6,2,2,2,48,3.8918202981106265,1,0,3,6,8,8,2,1536.0
9,7,7,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,2,2,138,4.9344739331306915,1,0,3,5,8,3,2,2208.0
6,7,7,4,1.6094379124341003,1,1,4,4,4,56,4.04305126783455,1,2,1,0,6,2,1,1,153,5.0369526024136295,0,0,3,6,3,1,1,2142.0
8,0,0,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,4,0,0,125,4.836281906951478,0,2,0,6,5,1,1,3125.0
0,1,1,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,3,2,2,61,4.127134385045092,0,1,1,5,1,1,1,732.0
3,4,4,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,4,2,2,37,3.6375861597263857,0,1,2,2,7,1,1,777.0
5,3,3,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,1,2,2,118,4.77912349311153,1,1,3,6,8,2,1,2242.0
4,0,0,9,2.302585092994046,0,0,4,2,9,207,5.337538079701318,0,0,2,4,7,4,0,0,85,4.454347296253507,0,1,0,1,5,1,1,1955.0
5,9,9,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,1,0,0,163,5.099866427824199,0,1,3,2,3,1,1,5216.0
1,0,0,7,2.0794415416798357,0,1,2,0,7,259,5.560681631015528,0,1,4,0,9,2,2,2,104,4.653960350157523,1,2,4,6,4,1,1,3848.0
1,1,1,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,4,2,2,48,3.8918202981106265,1,0,3,6,8,2,2,912.0
4,0,0,9,2.302585092994046,0,0,4,2,9,306,5.726847747587197,1,0,1,5,6,5,1,1,108,4.6913478822291435,1,0,3,3,8,9,2,3672.0
0,3,3,6,1.9459101490553132,1,0,1,6,6,126,4.844187086458591,1,0,1,0,6,0,1,1,176,5.176149732573829,1,2,1,1,6,2,1,3696.0
7,5,5,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,5,1,1,88,4.48863636973214,1,1,3,4,8,1,1,2904.0
5,8,8,8,2.1972245773362196,1,2,3,1,8,232,5.4510384535657,1,1,2,1,2,0,1,1,107,4.68213122712422,0,2,2,2,7,1,1,3103.0
9,7,7,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,3,1,1,158,5.0689042022202315,1,2,3,4,8,2,2,2528.0
9,4,4,9,2.302585092994046,0,0,4,2,9,333,5.811140992976701,0,0,3,4,3,0,1,1,100,4.61512051684126,1,1,0,2,0,1,1,3700.0
0,4,4,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,0,6,5,5,1,1,110,4.709530201312334,1,2,0,5,0,5,2,2750.0
3,1,1,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,0,0,0,72,4.290459441148391,1,0,2,2,2,4,2,792.0
6,8,8,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,5,0,0,21,3.091042453358316,0,0,1,0,1,1,1,105.0
4,8,8,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,0,1,1,98,4.59511985013459,1,2,3,0,8,2,2,1274.0
6,6,6,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,4,0,0,30,3.4339872044851463,1,0,0,2,0,2,1,540.0
0,7,7,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,5,1,1,96,4.574710978503383,1,0,1,5,6,8,2,1536.0
4,3,3,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,4,1,1,105,4.663439094112067,0,0,0,0,5,3,1,1260.0
7,6,6,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,0,1,1,16,2.833213344056216,1,1,1,2,6,1,1,48.0
8,5,5,8,2.1972245773362196,1,2,3,1,8,232,5.4510384535657,1,1,2,1,2,0,2,2,107,4.68213122712422,0,2,2,2,7,1,1,3103.0
7,1,1,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,2,0,0,13,2.6390573296152584,0,1,3,6,3,1,1,156.0
9,3,3,3,1.3862943611198906,0,0,3,3,3,114,4.74493212836325,1,0,4,2,4,3,1,1,40,3.713572066704308,1,1,0,5,0,1,1,1520.0
6,5,5,9,2.302585092994046,0,0,4,2,9,198,5.293304824724492,1,0,3,2,8,2,0,0,74,4.31748811353631,1,2,4,4,4,1,1,1628.0
9,3,3,7,2.0794415416798357,0,1,2,0,7,252,5.53338948872752,1,0,2,0,2,0,0,0,40,3.713572066704308,1,1,0,5,0,1,1,1440.0
8,1,1,3,1.3862943611198906,0,0,3,3,3,114,4.74493212836325,1,0,4,2,4,4,1,1,92,4.532599493153256,1,2,2,1,2,1,1,3496.0
3,5,5,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,5,2,2,167,5.123963979403259,0,2,2,6,7,1,1,4008.0
