slot_dist_first_to_second,slot_dist_first_to_second_abs_log1p,slot_dist_first_to_second_is_even,slot_dist_first_to_second_mod3,slot_dist_first_to_second_mod5,slot_dist_first_to_second_mod7,slot_dist_first_to_second_mod10,slot_dist_second_to_third,slot_dist_second_to_third_abs_log1p,slot_dist_second_to_third_is_even,slot_dist_second_to_third_mod3,slot_dist_second_to_third_mod5,slot_dist_second_to_third_mod7,slot_dist_second_to_third_mod10,slot_reduction_from_combined,slot_reduction_from_combined_abs_log1p,slot_reduction_from_combined_is_even,slot_reduction_from_combined_mod3,slot_reduction_from_combined_mod5,slot_reduction_from_combined_mod7,slot_reduction_from_combined_mod10,slot_loops_per_day,slot_loops_per_day_abs_log1p,slot_loops_per_day_is_even,slot_loops_per_day_mod3,slot_loops_per_day_mod5,slot_loops_per_day_mod7,slot_loops_per_day_mod10,slot_service_interval_distance,slot_service_interval_distance_abs_log1p,slot_service_interval_distance_is_even,slot_service_interval_distance_mod3,slot_service_interval_distance_mod5,slot_service_interval_distance_mod7,slot_service_interval_distance_mod10,slot_unit,slot_vehicle,slot_location_label,gcd_all,n_multiple_pairs,y
263,5.575949103146316,0,2,3,4,3,40,3.713572066704308,1,1,0,5,0,275,5.62040086571715,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,57925,10.966921612854625,0,1,0,0,5,1,6,5,1,3,35.0
346,5.849324779946859,1,1,1,3,6,31,3.4657359027997265,0,1,1,3,1,133,4.897839799950911,0,1,3,0,3,4,1.6094379124341003,1,1,4,4,4,62100,11.036517370851499,1,0,0,3,0,1,6,9,1,1,25.0
173,5.159055299214529,0,2,3,5,3,197,5.288267030694535,0,2,2,1,7,235,5.4638318050256105,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,42420,10.655398801626767,1,0,0,0,0,1,4,1,1,1,12.0
50,3.9318256327243257,1,2,0,1,0,175,5.170483995038151,0,1,0,0,5,89,4.499809670330265,0,2,4,5,9,1,0.6931471805599453,0,1,1,1,1,14440,9.577826662126565,1,1,0,6,0,0,0,8,1,4,40.0
187,5.236441962829949,0,1,2,5,7,87,4.477336814478207,0,0,2,3,7,174,5.1647859739235145,1,0,4,6,4,5,1.791759469228055,0,2,0,5,5,31790,10.366938509842946,1,2,0,3,0,1,5,8,1,3,17.0
262,5.572154032177765,1,1,2,3,2,330,5.802118375377063,1,0,0,1,0,198,5.293304824724492,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,195228,12.181928507500128,1,0,3,5,8,0,2,9,2,4,33.0
97,4.584967478670572,0,1,2,6,7,125,4.836281906951478,0,2,0,6,5,156,5.056245805348308,1,0,1,2,6,4,1.6094379124341003,1,1,4,4,4,11520,9.351926736038054,1,0,0,5,0,0,2,7,1,2,10.0
262,5.572154032177765,1,1,2,3,2,374,5.926926025970411,1,2,4,3,4,446,6.102558594613569,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,46256,10.741968082839463,1,2,1,0,6,1,0,1,2,1,14.0
177,5.181783550292085,0,0,2,2,7,99,4.605170185988092,0,0,4,1,9,266,5.58724865840025,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,16302,9.699104418939655,1,0,2,6,2,0,4,1,1,3,19.0
233,5.455321115357702,0,2,3,2,3,56,4.04305126783455,1,2,1,0,6,246,5.5093883366279774,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,73704,11.207825918481378,1,0,4,1,4,0,0,0,1,2,37.0
247,5.5134287461649825,0,1,2,2,7,143,4.969813299576001,0,2,3,3,3,164,5.10594547390058,1,2,4,3,4,8,2.1972245773362196,1,2,3,1,8,39424,10.58215541183124,1,1,4,0,4,1,5,1,1,1,8.0
163,5.099866427824199,0,1,3,2,3,248,5.517452896464707,1,2,3,3,8,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,19494,9.877913301416697,1,0,4,6,4,0,7,2,1,1,9.0
64,4.174387269895637,1,1,4,1,4,196,5.2832037287379885,1,1,1,0,6,199,5.298317366548036,0,1,4,3,9,7,2.0794415416798357,0,1,2,0,7,26964,10.202295007771328,1,0,4,0,4,1,1,2,1,2,12.0
149,5.0106352940962555,0,2,4,2,9,378,5.937536205082426,1,0,3,0,8,321,5.7745515455444085,0,0,1,6,1,3,1.3862943611198906,0,0,3,3,3,41781,10.640220903758994,0,0,1,5,1,1,4,0,1,3,19.0
121,4.804021044733257,0,1,1,2,1,54,4.007333185232471,1,0,4,5,4,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,3780,8.237743803890933,1,0,0,0,0,1,0,4,1,5,14.0
72,4.290459441148391,1,0,2,2,2,388,5.963579343618446,1,1,3,3,8,156,5.056245805348308,1,0,1,2,6,1,0.6931471805599453,0,1,1,1,1,8404,9.036582045842716,1,1,4,4,4,1,4,8,1,4,11.0
195,5.278114659230517,0,0,0,6,5,94,4.553876891600541,1,1,4,3,4,190,5.25227342804663,1,1,0,1,0,3,1.3862943611198906,0,0,3,3,3,34920,10.460843646427818,1,0,0,4,0,0,0,5,1,2,30.0
72,4.290459441148391,1,0,2,2,2,387,5.961005339623274,0,0,2,2,7,205,5.327876168789581,0,1,0,2,5,5,1.791759469228055,0,2,0,5,5,32085,10.376175076911021,0,0,0,4,5,1,4,3,1,2,9.0
227,5.429345628954441,0,2,2,3,7,216,5.37989735354046,1,0,1,6,6,286,5.659482215759621,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,17400,9.76428295481558,1,0,0,5,0,1,5,1,1,4,29.0
245,5.5053315359323625,0,2,0,0,5,193,5.267858159063328,0,1,3,4,3,175,5.170483995038151,0,1,0,0,5,3,1.3862943611198906,0,0,3,3,3,12618,9.44295889365291,1,0,3,4,8,0,4,2,1,1,6.0
205,5.327876168789581,0,1,0,2,5,234,5.459585514144159,1,0,4,3,4,217,5.384495062789089,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,198300,12.197541357359519,1,0,0,4,0,0,2,9,1,2,60.0
306,5.726847747587197,1,0,1,5,6,245,5.5053315359323625,0,2,0,0,5,104,4.653960350157523,1,2,4,6,4,6,1.9459101490553132,1,0,1,6,6,29940,10.306984057549448,1,0,0,1,0,0,7,5,1,2,5.0
75,4.330733340286331,0,0,0,5,5,210,5.351858133476067,1,0,0,0,0,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,25688,10.153818163694302,1,2,3,5,8,1,4,5,1,5,52.0
171,5.147494476813453,0,0,1,3,1,387,5.961005339623274,0,0,2,2,7,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,20640,9.935034668034257,1,0,0,4,0,0,0,4,1,2,5.0
141,4.955827057601261,0,0,1,1,1,280,5.638354669333745,1,1,0,0,0,139,4.941642422609304,0,1,4,6,9,5,1.791759469228055,0,2,0,5,5,45695,10.729766045699256,0,2,0,6,5,1,5,1,1,2,13.0
181,5.204006687076795,0,1,1,6,1,52,3.970291913552122,1,1,2,3,2,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,92736,11.437522808921042,1,0,1,0,6,0,3,2,1,2,28.0
133,4.897839799950911,0,1,3,0,3,88,4.48863636973214,1,1,3,4,8,102,4.634728988229636,1,0,2,4,2,1,0.6931471805599453,0,1,1,1,1,17680,9.780245895678089,1,1,0,5,0,1,2,8,1,4,52.0
249,5.521460917862246,0,0,4,4,9,107,4.68213122712422,0,2,2,2,7,350,5.860786223465865,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,34752,10.456021178201889,1,0,2,4,2,0,4,3,1,1,24.0
361,5.8916442118257715,0,1,1,4,1,51,3.9512437185814275,0,0,1,2,1,59,4.0943445622221,0,2,4,3,9,1,0.6931471805599453,0,1,1,1,1,19125,9.858803944909488,0,0,0,1,5,1,2,0,1,5,25.0
292,5.680172609017068,1,1,2,5,2,272,5.60947179518496,1,2,2,6,2,369,5.91350300563827,0,0,4,5,9,8,2.1972245773362196,1,2,3,1,8,206448,12.237808687514663,1,0,3,4,8,1,3,0,1,3,34.0
398,5.988961416889864,1,2,3,6,8,168,5.1298987149230735,1,0,3,0,8,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,273924,12.520609625273593,1,0,4,0,4,1,4,0,1,2,42.0
114,4.74493212836325,1,0,4,2,4,325,5.786897381366708,0,1,0,3,5,177,5.181783550292085,0,0,2,2,7,8,2.1972245773362196,1,2,3,1,8,78512,11.27101949515503,1,2,2,0,2,0,6,4,1,1,14.0
143,4.969813299576001,0,2,3,3,3,184,5.220355825078324,1,1,4,2,4,319,5.768320995793772,0,1,4,4,9,1,0.6931471805599453,0,1,1,1,1,4020,8.299285906897275,1,0,0,2,0,0,2,0,1,4,12.0
352,5.8664680569332965,1,1,2,2,2,280,5.638354669333745,1,1,0,0,0,322,5.777652323222656,1,1,2,0,2,2,1.0986122886681098,1,2,2,2,2,94200,11.45318607621936,1,0,0,1,0,0,4,0,2,4,50.0
192,5.262690188904886,1,0,2,3,2,248,5.517452896464707,1,2,3,3,8,371,5.918893854273146,0,2,1,0,1,6,1.9459101490553132,1,0,1,6,6,103836,11.55057764091965,1,0,1,5,6,1,1,5,1,2,34.0
105,4.663439094112067,0,0,0,0,5,88,4.48863636973214,1,1,3,4,8,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,18960,9.850139517034204,1,0,0,4,0,0,2,5,1,4,60.0
312,5.746203190540153,1,0,2,4,2,321,5.7745515455444085,0,0,1,6,1,99,4.605170185988092,0,0,4,1,9,5,1.791759469228055,0,2,0,5,5,256740,12.455823073622373,1,0,0,1,0,0,3,8,1,1,44.0
161,5.087596335232384,0,2,1,0,1,167,5.123963979403259,0,2,2,6,7,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,69552,11.149844330856984,1,0,2,0,2,1,4,5,1,4,18.0
242,5.493061443340548,1,2,2,4,2,170,5.14166355650266,1,2,0,2,0,239,5.480638923341991,0,2,4,1,9,1,0.6931471805599453,0,1,1,1,1,26910,10.200290403937228,1,0,0,2,0,0,3,1,1,4,46.0
255,5.545177444479562,0,0,0,3,5,105,4.663439094112067,0,0,0,0,5,320,5.771441123130016,1,2,0,5,0,3,1.3862943611198906,0,0,3,3,3,24000,10.085850775128717,1,0,0,4,0,0,7,2,1,4,20.0
258,5.556828061699537,1,0,3,6,8,286,5.659482215759621,1,1,1,6,6,467,6.148468295917647,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,163944,12.007286284704973,1,0,4,4,4,1,1,9,1,2,44.0
270,5.602118820879701,1,0,0,4,0,262,5.572154032177765,1,1,2,3,2,152,5.030437921392435,1,2,2,5,2,5,1.791759469228055,0,2,0,5,5,36480,10.50454685609326,1,0,0,3,0,1,3,9,1,3,8.0
302,5.713732805509369,1,2,2,1,2,146,4.990432586778736,1,2,1,6,6,440,6.089044875446846,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,143640,11.875072410164853,1,0,0,0,0,1,2,7,1,1,45.0
272,5.60947179518496,1,2,2,6,2,167,5.123963979403259,0,2,2,6,7,75,4.330733340286331,0,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,163009,12.001566827600335,0,1,4,0,9,0,4,4,1,1,29.0
272,5.60947179518496,1,2,2,6,2,174,5.1647859739235145,1,0,4,6,4,220,5.3981627015177525,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,144480,11.88090329000006,1,0,0,0,0,0,1,4,1,2,43.0
62,4.143134726391533,1,2,2,6,2,128,4.859812404361672,1,2,3,2,8,68,4.23410650459726,1,2,3,5,8,6,1.9459101490553132,1,0,1,6,6,104832,11.560123886799229,1,0,2,0,2,0,4,1,2,2,56.0
116,4.762173934797756,1,2,1,4,6,28,3.367295829986474,1,1,3,0,8,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,25992,10.16558254998528,1,0,2,1,2,0,4,7,2,2,19.0
77,4.356708826689592,0,2,2,0,7,153,5.0369526024136295,0,0,3,6,3,156,5.056245805348308,1,0,1,2,6,8,2.1972245773362196,1,2,3,1,8,24320,10.099095453655817,1,2,0,2,0,0,5,1,1,1,10.0
150,5.017279836814924,1,0,0,3,0,42,3.7612001156935624,1,0,2,0,2,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,11798,9.375770061099919,1,2,3,3,8,1,4,0,1,3,17.0
290,5.673323267171493,1,2,0,3,0,77,4.356708826689592,0,2,2,0,7,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,96320,11.475441642548555,1,2,0,0,0,1,4,4,1,2,28.0
278,5.631211781821365,1,2,3,5,8,279,5.634789603169249,0,0,4,6,9,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,195648,12.184077516457595,1,0,3,5,8,1,3,3,1,1,48.0
82,4.418840607796598,1,1,2,5,2,249,5.521460917862246,0,0,4,4,9,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,61128,11.020741664308893,1,0,3,4,8,0,6,9,1,3,36.0
58,4.07753744390572,1,1,3,2,8,308,5.733341276897746,1,2,3,0,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,264628,12.48608412405273,1,1,3,0,8,0,0,2,1,2,52.0
151,5.0238805208462765,0,1,1,4,1,396,5.983936280687191,1,0,1,4,6,134,4.90527477843843,1,2,4,1,4,7,2.0794415416798357,0,1,2,0,7,322560,12.684047544618693,1,0,0,0,0,0,4,6,1,1,48.0
20,3.044522437723423,1,2,0,6,0,146,4.990432586778736,1,2,1,6,6,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,100064,11.513575253811725,1,2,4,6,4,0,5,2,2,3,59.0
333,5.811140992976701,0,0,3,4,3,117,4.770684624465665,0,0,2,5,7,116,4.762173934797756,1,2,1,4,6,5,1.791759469228055,0,2,0,5,5,137200,11.829202282877098,1,1,0,0,0,0,7,2,1,1,35.0
101,4.624972813284271,0,2,1,3,1,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,42192,10.650009609487778,1,0,2,3,2,1,0,9,1,1,36.0
35,3.58351893845611,0,2,0,0,5,131,4.882801922586371,0,2,1,5,1,65,4.189654742026425,0,2,0,2,5,4,1.6094379124341003,1,1,4,4,4,50196,10.823710542937889,1,0,1,6,6,0,1,7,1,1,47.0
299,5.703782474656201,0,2,4,5,9,33,3.5263605246161616,0,0,3,5,3,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,18941,9.849136957786047,0,2,1,6,1,0,1,4,1,4,31.0
357,5.8805329864007,0,0,2,0,7,34,3.5553480614894135,1,1,4,6,4,374,5.926926025970411,1,2,4,3,4,6,1.9459101490553132,1,0,1,6,6,132192,11.792018254922175,1,0,2,4,2,0,0,8,1,3,54.0
367,5.908082938168931,0,1,2,3,7,89,4.499809670330265,0,2,4,5,9,364,5.8998973535824915,1,1,4,0,4,5,1.791759469228055,0,2,0,5,5,71240,11.173823774362912,1,2,0,1,0,1,1,4,1,1,26.0
89,4.499809670330265,0,2,4,5,9,396,5.983936280687191,1,0,1,4,6,169,5.135798437050262,0,1,4,1,9,3,1.3862943611198906,0,0,3,3,3,115344,11.655682916325185,1,0,4,5,4,0,4,6,1,3,48.0
398,5.988961416889864,1,2,3,6,8,217,5.384495062789089,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,285480,12.561930755951224,1,0,0,6,0,0,1,6,1,2,39.0
175,5.170483995038151,0,1,0,0,5,234,5.459585514144159,1,0,4,3,4,261,5.568344503761097,0,0,1,2,1,8,2.1972245773362196,1,2,3,1,8,53472,10.886932132596673,1,0,2,6,2,1,4,2,1,1,12.0
43,3.784189633918261,0,1,3,1,3,317,5.762051382780177,0,2,2,2,7,301,5.71042701737487,0,1,1,0,1,5,1.791759469228055,0,2,0,5,5,77515,11.25823964564614,0,1,0,4,5,0,4,4,1,2,37.0
122,4.812184355372417,1,2,2,3,2,109,4.700480365792417,0,1,4,4,9,224,5.41610040220442,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,8330,9.027738775974909,1,2,0,0,0,1,5,6,1,2,5.0
122,4.812184355372417,1,2,2,3,2,242,5.493061443340548,1,2,2,4,2,261,5.568344503761097,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,58842,10.982628159139644,1,0,2,0,2,1,2,4,1,1,21.0
81,4.406719247264253,0,0,1,4,1,223,5.4116460518550396,0,1,3,6,3,174,5.1647859739235145,1,0,4,6,4,4,1.6094379124341003,1,1,4,4,4,88536,11.391175822721351,1,0,1,0,6,0,5,3,1,1,51.0
79,4.382026634673881,0,1,4,2,9,289,5.66988092298052,0,1,4,2,9,206,5.332718793265369,1,2,1,3,6,4,1.6094379124341003,1,1,4,4,4,99640,11.509329005455823,1,1,0,2,0,1,7,2,1,1,47.0
304,5.720311776607412,1,1,4,3,4,85,4.454347296253507,0,1,0,1,5,119,4.787491742782046,0,2,4,0,9,1,0.6931471805599453,0,1,1,1,1,26360,10.179640924163953,1,2,0,5,0,0,5,2,1,4,40.0
298,5.700443573390687,1,1,3,4,8,81,4.406719247264253,0,0,1,4,1,71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,182055,12.112069611039054,0,0,0,6,5,1,6,9,1,1,53.0
98,4.59511985013459,1,2,3,0,8,263,5.575949103146316,0,2,3,4,3,109,4.700480365792417,0,1,4,4,9,7,2.0794415416798357,0,1,2,0,7,214550,12.276302751327009,1,2,0,0,0,1,5,3,1,2,50.0
238,5.476463551931511,1,1,3,0,8,58,4.07753744390572,1,1,3,2,8,242,5.493061443340548,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,48300,10.785207543360087,1,0,0,0,0,0,1,5,2,1,23.0
337,5.823045895483019,0,1,2,1,7,148,5.003946305945459,1,1,3,1,8,221,5.402677381872279,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,67410,11.118563488331727,1,0,0,0,0,1,2,0,1,2,45.0
214,5.3706380281276624,1,1,4,4,4,315,5.755742213586912,0,0,0,0,5,373,5.924255797414532,0,1,3,2,3,8,2.1972245773362196,1,2,3,1,8,230160,12.346534343019606,1,0,0,0,0,1,7,8,1,1,42.0
273,5.6131281063880705,0,0,3,0,3,329,5.799092654460526,0,2,4,0,9,245,5.5053315359323625,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,72884,11.196638135508113,1,2,4,0,4,1,0,6,1,1,19.0
342,5.8377304471659395,1,0,2,6,2,112,4.727387818712341,1,1,2,0,2,363,5.8971538676367405,0,0,3,6,3,1,0.6931471805599453,0,1,1,1,1,15260,9.633055833490875,1,2,0,0,0,1,1,6,1,4,28.0
358,5.883322388488279,1,1,3,1,8,55,4.02535169073515,0,1,0,6,5,59,4.0943445622221,0,2,4,3,9,8,2.1972245773362196,1,2,3,1,8,214760,12.277281060886253,1,2,0,0,0,0,0,3,1,2,35.0
257,5.552959584921617,0,2,2,5,7,131,4.882801922586371,0,2,1,5,1,240,5.484796933490655,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,109344,11.602263300322424,1,0,4,4,4,1,3,0,1,2,51.0
46,3.8501476017100584,1,1,1,4,6,397,5.986452005284438,0,1,2,5,7,136,4.919980925828125,1,1,1,3,6,6,1.9459101490553132,1,0,1,6,6,171000,12.049424683420915,1,0,0,4,0,0,6,7,1,1,38.0
201,5.308267697401205,0,0,1,5,1,238,5.476463551931511,1,1,3,0,8,262,5.572154032177765,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,49280,10.80529389020931,1,2,0,0,0,1,2,4,1,1,20.0
297,5.697093486505405,0,0,2,3,7,326,5.7899601708972535,1,2,1,4,6,245,5.5053315359323625,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,58058,10.96921501386846,1,2,3,0,8,0,5,2,1,4,58.0
214,5.3706380281276624,1,1,4,4,4,371,5.918893854273146,0,2,1,0,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,324800,12.690967966082654,1,2,0,0,0,1,0,4,1,3,40.0
69,4.248495242049359,0,0,4,6,9,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,23816,10.078154890393224,1,2,1,2,6,1,1,6,1,2,13.0
189,5.247024072160486,0,0,4,0,9,60,4.110873864173311,1,0,0,4,0,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,131586,11.787423508799344,1,0,1,0,6,0,6,2,1,2,39.0
152,5.030437921392435,1,2,2,5,2,137,4.927253685157205,0,2,2,4,7,61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,28435,10.255411227049374,0,1,0,1,5,1,0,3,1,1,11.0
131,4.882801922586371,0,2,1,5,1,70,4.2626798770413155,1,1,0,0,0,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,126735,11.74986146170406,0,0,0,0,5,1,2,5,1,2,51.0
198,5.293304824724492,1,0,3,2,8,301,5.71042701737487,0,1,1,0,1,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,64746,11.07824264644209,1,0,1,3,6,0,5,5,1,3,33.0
141,4.955827057601261,0,0,1,1,1,252,5.53338948872752,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,140220,11.850975028385792,1,0,0,3,0,1,5,3,1,4,60.0
269,5.598421958998375,0,2,4,3,9,307,5.730099782973574,0,1,2,6,7,464,6.142037405587356,1,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,62608,11.04466431672233,1,1,3,0,8,0,0,0,1,1,13.0
194,5.272999558563747,1,2,4,5,4,367,5.908082938168931,0,1,2,3,7,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,75096,11.22653589021665,1,0,1,0,6,0,6,6,1,2,36.0
156,5.056245805348308,1,0,1,2,6,138,4.9344739331306915,1,0,3,5,8,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,53856,10.894087664851423,1,0,1,5,6,1,3,1,6,4,22.0
46,3.8501476017100584,1,1,1,4,6,70,4.2626798770413155,1,1,0,0,0,99,4.605170185988092,0,0,4,1,9,8,2.1972245773362196,1,2,3,1,8,52136,10.861630148432843,1,2,1,0,6,1,4,7,1,1,49.0
315,5.755742213586912,0,0,0,0,5,217,5.384495062789089,0,1,2,0,7,87,4.477336814478207,0,0,2,3,7,6,1.9459101490553132,1,0,1,6,6,187584,12.141987355001424,1,0,4,5,4,1,2,5,1,1,32.0
295,5.69035945432406,0,1,0,1,5,216,5.37989735354046,1,0,1,6,6,150,5.017279836814924,1,0,0,3,0,6,1.9459101490553132,1,0,1,6,6,266832,12.494378273530778,1,0,2,6,2,0,4,0,1,3,51.0
251,5.529429087511423,0,2,1,6,1,273,5.6131281063880705,0,0,3,0,3,96,4.574710978503383,1,0,1,5,6,1,0.6931471805599453,0,1,1,1,1,4760,8.46821300919452,1,2,0,0,0,1,5,0,1,4,5.0
309,5.736572297479192,0,0,4,1,9,301,5.71042701737487,0,1,1,0,1,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,254475,12.446961807971922,0,0,0,4,5,0,6,7,1,1,45.0
170,5.14166355650266,1,2,0,2,0,397,5.986452005284438,0,1,2,5,7,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,179010,12.09520253544873,1,0,0,6,0,1,1,4,1,2,54.0
47,3.871201010907891,0,2,2,5,7,296,5.6937321388027,1,2,1,2,6,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,30450,10.323874113321294,1,0,0,0,0,1,3,4,1,2,25.0
228,5.43372200355424,1,0,3,4,8,353,5.869296913133774,0,2,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,76164,11.240657318570802,1,0,4,4,4,1,2,4,1,2,11.0
135,4.912654885736052,0,0,0,2,5,198,5.293304824724492,1,0,3,2,8,59,4.0943445622221,0,2,4,3,9,7,2.0794415416798357,0,1,2,0,7,220948,12.305687184637804,1,1,3,0,8,0,0,0,1,1,52.0
289,5.66988092298052,0,1,4,2,9,300,5.707110264748875,1,0,0,6,0,200,5.303304908059076,1,2,0,4,0,4,1.6094379124341003,1,1,4,4,4,43032,10.669722542203239,1,0,2,3,2,0,3,4,1,3,11.0
88,4.48863636973214,1,1,3,4,8,252,5.53338948872752,1,0,2,0,2,306,5.726847747587197,1,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,17204,9.752955318231582,1,2,4,5,4,1,0,1,2,4,23.0
91,4.5217885770490405,0,1,1,0,1,24,3.2188758248682006,1,0,4,3,4,91,4.5217885770490405,0,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,16124,9.688126141663973,1,2,4,3,4,1,1,9,1,3,58.0
132,4.890349128221754,1,0,2,6,2,378,5.937536205082426,1,0,3,0,8,388,5.963579343618446,1,1,3,3,8,8,2.1972245773362196,1,2,3,1,8,35392,10.474269339455718,1,1,2,0,2,1,1,0,2,1,7.0
234,5.459585514144159,1,0,4,3,4,91,4.5217885770490405,0,1,1,0,1,305,5.723585101952381,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,32430,10.386870034471961,1,0,0,6,0,0,7,0,1,2,47.0
321,5.7745515455444085,0,0,1,6,1,208,5.342334251964811,1,1,3,5,8,101,4.624972813284271,0,2,1,3,1,6,1.9459101490553132,1,0,1,6,6,223938,12.319128972322392,1,0,3,1,8,1,3,6,1,1,39.0
270,5.602118820879701,1,0,0,4,0,295,5.69035945432406,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,251328,12.434518116794038,1,0,3,0,8,1,3,0,1,2,32.0
384,5.953243334287785,1,0,4,6,4,257,5.552959584921617,0,2,2,5,7,552,6.315358001522335,1,0,2,6,2,1,0.6931471805599453,0,1,1,1,1,13140,9.483492392643639,1,0,0,1,0,0,3,2,1,4,18.0
241,5.488937726156687,0,1,1,3,1,36,3.6109179126442243,1,0,1,1,6,105,4.663439094112067,0,0,0,0,5,6,1.9459101490553132,1,0,1,6,6,88902,11.395301166714397,1,0,2,2,2,0,7,2,1,2,33.0
227,5.429345628954441,0,2,2,3,7,387,5.961005339623274,0,0,2,2,7,540,6.293419278846481,1,0,0,1,0,7,2.0794415416798357,0,1,2,0,7,120400,11.698583117470207,1,1,0,0,0,1,6,3,1,1,25.0
142,4.962844630259907,1,1,2,2,2,254,5.541263545158426,1,2,4,2,4,165,5.111987788356544,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,156750,11.962413838060145,1,0,0,6,0,0,6,4,1,3,50.0
355,5.87493073085203,0,1,0,5,5,102,4.634728988229636,1,0,2,4,2,150,5.017279836814924,1,0,0,3,0,8,2.1972245773362196,1,2,3,1,8,171136,12.050219684310397,1,1,1,0,6,0,5,6,1,1,28.0
144,4.976733742420574,1,0,4,4,4,262,5.572154032177765,1,1,2,3,2,146,4.990432586778736,1,2,1,6,6,1,0.6931471805599453,0,1,1,1,1,16650,9.720225553665117,1,0,0,4,0,0,0,3,1,4,25.0
152,5.030437921392435,1,2,2,5,2,355,5.87493073085203,0,1,0,5,5,254,5.541263545158426,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,44840,10.710878178453925,1,2,0,5,0,0,6,6,1,5,59.0
