slot_venue_name,slot_venue_capacity,slot_venue_capacity_abs_log1p,slot_venue_capacity_is_even,slot_venue_capacity_mod3,slot_venue_capacity_mod5,slot_venue_capacity_mod7,slot_venue_capacity_mod10,slot_num_participants,slot_num_participants_abs_log1p,slot_num_participants_is_even,slot_num_participants_mod3,slot_num_participants_mod5,slot_num_participants_mod7,slot_num_participants_mod10,slot_reserved_staff,slot_reserved_staff_abs_log1p,slot_reserved_staff_is_even,slot_reserved_staff_mod3,slot_reserved_staff_mod5,slot_reserved_staff_mod7,slot_reserved_staff_mod10,slot_group_term,slot_staff_term,gcd_all,n_multiple_pairs,y
0,2112,7.655864017616056,1,0,2,5,2,627,6.4425401664681985,0,0,2,4,7,231,5.44673737166631,0,0,1,0,1,2,5,33,0,2.0
8,2829,7.948031990637284,0,0,4,1,9,352,5.8664680569332965,1,1,2,2,2,1069,6.975413927455952,0,1,4,5,9,5,4,1,0,4.0
0,4583,8.430327258394575,0,2,3,5,3,672,6.511745329644728,1,0,2,0,2,1895,7.547501682814967,0,2,0,5,5,4,5,1,0,3.0
1,23430,10.061815210915432,1,0,0,1,0,2073,7.637234388789473,0,0,3,1,3,627,6.4425401664681985,0,0,2,4,7,2,4,3,0,10.0
0,28336,10.251923650196069,1,1,1,0,6,2684,7.895436006942965,1,2,4,3,4,1496,7.311218384419629,1,2,1,5,6,6,5,44,0,9.0
1,1870,7.534228326274089,1,1,0,1,0,107,4.68213122712422,0,2,2,2,7,1442,7.274479558773871,1,2,2,0,2,3,2,1,0,3.0
2,6455,8.772765209949785,0,2,0,1,5,924,6.829793737512425,1,0,4,0,4,911,6.815639990074331,0,2,1,1,1,4,2,1,0,5.0
0,2226,7.708410667257367,1,0,1,0,6,162,5.093750200806762,1,0,2,1,2,282,5.645446897643238,1,0,2,2,2,3,6,6,0,11.0
8,13428,9.505171826581176,1,0,3,2,8,2443,7.8013913202914855,0,1,3,0,3,1213,7.101675971619444,0,1,3,2,3,2,1,1,0,4.0
5,3015,8.011686729127847,0,0,0,5,5,618,6.428105272684596,1,0,3,2,8,1161,7.057897937411856,0,0,1,6,1,1,1,3,0,2.0
1,8479,9.045465728785949,0,1,4,2,9,1335,7.197435354096591,0,0,0,5,5,469,6.152732694704104,0,1,4,0,9,5,1,1,0,5.0
3,11051,9.310366686043308,0,2,1,5,1,2109,7.6544432264701125,0,0,4,2,9,506,6.2285110035911835,1,2,1,2,6,5,2,1,0,4.0
2,33955,10.432820847857858,0,1,0,5,5,2738,7.915348169263078,1,2,3,1,8,1099,7.003065458786462,0,1,4,0,9,3,0,1,0,11.0
5,10373,9.247057954911346,0,2,3,6,3,1969,7.585788821732034,0,1,4,2,9,528,6.270988431858299,1,0,3,3,8,5,2,11,0,4.0
4,22565,10.024199627698392,0,2,0,4,5,2805,7.939515260662406,0,0,0,5,5,125,4.836281906951478,0,2,0,6,5,0,6,5,0,7.0
2,3594,8.187299270155147,1,0,4,3,4,608,6.411818267709897,1,2,3,6,8,1162,7.0587581525186645,1,1,2,0,2,4,5,2,0,3.0
6,8288,9.022684613591526,1,2,3,0,8,984,6.892641641172089,1,0,4,4,4,1400,7.244941546337007,1,2,0,0,0,4,4,8,0,6.0
8,14381,9.57373270366244,0,2,1,3,1,1192,7.084226422097916,1,1,2,2,2,77,4.356708826689592,0,2,2,0,7,0,5,1,0,11.0
7,22426,10.018020869126289,1,1,1,5,6,2666,7.888709524182015,1,2,1,6,6,1098,7.002155954403621,1,0,3,6,8,2,5,2,0,7.0
0,2643,7.880048200971577,0,0,3,4,3,481,6.1779441140506,0,1,1,5,1,1200,7.0909098220799835,1,0,0,3,0,0,1,1,0,2.0
8,1162,7.0587581525186645,1,1,2,0,2,401,5.996452088619021,0,2,1,2,1,360,5.8888779583328805,1,0,0,3,0,2,1,1,0,1.0
4,7900,8.974744612722734,1,1,0,4,0,620,6.431331081933479,1,2,0,4,0,1700,7.438971592395862,1,2,0,6,0,0,3,20,0,9.0
1,19302,9.868015803227875,1,0,2,3,2,2960,7.993282328101591,1,2,0,6,0,1542,7.341483852363161,1,0,2,2,2,3,5,2,0,5.0
9,18012,9.798848998423558,1,0,2,1,2,2368,7.7702232041587855,1,1,3,2,8,1436,7.270312886079025,1,2,1,1,6,3,1,4,0,6.0
1,1824,7.509335266016592,1,0,4,4,4,157,5.062595033026967,0,1,2,3,7,411,6.021023349349527,0,0,1,5,1,1,3,1,0,8.0
8,2503,7.825644732219989,0,1,3,4,3,87,4.477336814478207,0,0,2,3,7,1633,7.3987862754199485,0,1,3,2,3,6,6,1,0,9.0
7,15326,9.637371257998907,1,2,1,3,6,1413,7.254177846456518,0,0,3,6,3,1196,7.087573705557973,1,2,1,6,6,1,3,1,0,9.0
4,10343,9.244161920451694,0,2,3,4,3,2527,7.8351837552667485,0,1,2,0,7,235,5.4638318050256105,0,1,0,4,5,2,4,1,0,3.0
8,24787,10.118114944081999,0,1,2,0,7,1867,7.532623618788788,0,1,2,5,7,516,6.248042874508429,1,0,1,5,6,0,3,1,0,12.0
1,2403,7.784889295655098,0,0,3,2,3,305,5.723585101952381,0,2,0,4,5,1183,7.076653815443951,0,1,3,0,3,2,6,1,0,3.0
3,13618,9.519221155568957,1,1,3,3,8,2597,7.862497197230545,0,2,2,0,7,633,6.452048954437226,0,0,3,3,3,0,6,1,0,4.0
3,18233,9.811043262144848,0,2,3,5,3,1834,7.51479976048867,1,1,4,0,4,1727,7.454719949364001,0,2,2,5,7,1,3,1,0,8.0
3,31923,10.371113356995899,0,0,3,3,3,2403,7.784889295655098,0,0,3,2,3,684,6.529418838262226,1,0,4,5,4,1,6,9,0,12.0
5,28575,10.260322483676225,0,0,0,1,5,2178,7.68662133494462,1,0,3,1,8,261,5.568344503761097,0,0,1,2,1,5,1,9,0,12.0
5,11786,9.37475250822657,1,2,1,5,6,2501,7.824845691026856,0,2,1,2,1,1782,7.48605261786314,1,0,2,4,2,5,0,1,0,3.0
2,2888,7.968665700466235,1,2,3,4,8,1103,7.00669522683704,0,2,3,4,3,682,6.52649485957079,1,1,2,3,2,0,5,1,0,1.0
8,1319,7.1853870155804165,0,2,4,3,9,529,6.272877006546167,0,1,4,4,9,261,5.568344503761097,0,0,1,2,1,6,0,1,0,1.0
2,17529,9.77166897791528,0,0,4,1,9,2258,7.7226775164680035,1,2,3,4,8,1723,7.452402451223638,0,1,3,1,3,2,1,1,0,6.0
9,8955,9.100078977718645,0,0,0,2,5,2873,7.96346006663897,0,2,3,3,3,336,5.820082930352362,1,0,1,0,6,4,4,1,0,2.0
4,1933,7.56734567601324,0,1,3,1,3,130,4.875197323201151,1,1,0,4,0,763,6.638567789166521,0,1,3,0,3,4,0,1,0,8.0
3,6215,8.734881892047483,0,2,0,6,5,1623,7.392647520721623,0,0,3,6,3,1346,7.205635176410364,1,2,1,2,6,5,0,1,0,2.0
8,16395,9.704792681624228,0,0,0,1,5,1546,7.344072850573066,1,1,1,6,6,935,6.841615476477592,0,2,0,4,5,6,6,1,0,9.0
4,4137,8.327967858305488,0,0,2,0,7,475,6.16541785423142,0,1,0,6,5,1287,7.160845906664299,0,0,2,6,7,1,6,1,0,5.0
7,8877,9.09133158539398,0,0,2,1,7,1919,7.560080465021827,0,2,4,1,9,1201,7.091742115095153,0,1,1,4,1,4,3,1,0,3.0
8,6385,8.761863373274727,0,1,0,1,5,461,6.135564891081739,0,2,1,6,1,1314,7.181591944611865,1,0,4,5,4,3,6,1,0,10.0
8,22408,10.01721794286315,1,1,3,1,8,2630,7.875119281040293,1,2,0,5,0,1368,7.221835825288449,1,0,3,3,8,3,2,2,0,7.0
4,22887,10.038368034729945,0,0,2,4,7,1614,7.387090235656757,1,0,4,4,4,1905,7.552762084214147,0,0,0,1,5,3,5,3,0,12.0
1,2062,7.631916513071252,1,1,2,4,2,277,5.627621113690637,0,1,2,4,7,954,6.86171134048073,1,0,4,2,4,6,0,1,0,3.0
7,29499,10.292145542327912,0,0,4,1,9,2531,7.836764783264067,0,2,1,4,1,1658,7.413970290190444,1,2,3,6,8,5,4,1,0,10.0
9,16430,9.706925073451831,1,2,0,1,0,1351,7.20934025660291,0,1,1,0,1,1569,7.358830898342354,0,0,4,1,9,3,1,1,0,10.0
0,9765,9.186662244621605,0,0,0,0,5,1586,7.369600720526409,1,2,1,4,6,1835,7.515344571180436,0,2,0,1,5,2,1,1,0,4.0
5,15830,9.669725322073777,1,2,0,3,0,2393,7.780720886117918,0,2,3,6,3,1472,7.29505641646263,1,2,2,2,2,4,5,1,0,5.0
8,9775,9.187685681411377,0,1,0,3,5,1464,7.289610521451167,1,0,4,1,4,991,6.899723107284872,0,1,1,4,1,6,6,1,0,5.0
1,1067,6.97354301952014,0,2,2,3,7,175,5.170483995038151,0,1,0,0,5,542,6.297109319933935,1,2,2,3,2,3,0,1,0,2.0
8,11780,9.37424334324612,1,2,0,6,0,1470,7.293697720601438,1,0,0,0,0,20,3.044522437723423,1,2,0,6,0,2,6,10,1,7.0
1,884,6.785587645007929,1,2,4,2,4,59,4.0943445622221,0,2,4,3,9,176,5.176149732573829,1,2,1,1,6,4,1,1,0,11.0
3,6057,8.709134991587183,0,0,2,2,7,1096,7.00033446027523,1,1,1,4,6,1673,7.422971251049421,0,2,3,0,3,1,5,1,0,3.0
8,19654,9.88608703785596,1,1,4,5,4,2423,7.793174347189205,0,2,3,1,3,270,5.602118820879701,1,0,0,4,0,1,5,1,0,7.0
1,1242,7.1252830915107115,1,0,2,3,2,284,5.652489180268651,1,2,4,4,4,674,6.51471269087253,1,2,4,2,4,1,3,2,0,1.0
4,8945,9.098961783992793,0,2,0,6,5,1275,7.151485463904735,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,3,4,5,0,6.0
7,14453,9.578726471842927,0,2,3,5,3,2336,7.756623334538858,1,2,1,5,6,437,6.082218910376446,0,2,2,3,7,0,5,1,0,5.0
4,17793,9.786616600804713,0,0,3,6,3,2133,7.665753431861699,0,0,3,5,3,729,6.593044534142437,0,0,4,1,9,6,3,27,0,7.0
5,38456,10.557296012980244,1,2,1,5,6,2891,7.969703583278656,0,2,1,0,1,873,6.773080375655535,0,0,3,5,3,2,6,1,0,12.0
5,6364,8.758569510991506,1,1,4,1,4,1937,7.569411792450712,0,2,2,5,7,553,6.317164686747284,0,1,3,0,3,1,0,1,0,2.0
1,3381,8.126222529458525,0,0,1,0,1,324,5.783825182329737,1,0,4,2,4,1113,7.01571242048723,0,0,3,0,3,3,3,3,0,6.0
3,15490,9.648014489106362,1,1,0,6,0,1748,7.466799475018602,1,2,3,5,8,1506,7.317876198626496,1,0,1,1,6,1,5,2,0,7.0
9,10177,9.227983807148778,0,1,2,6,7,964,6.872128101338986,1,1,4,5,4,1501,7.31455283232408,0,1,1,3,1,3,5,1,0,8.0
6,4286,8.363342466597977,1,2,1,2,6,344,5.84354441703136,1,2,4,1,4,846,6.741700694652055,1,0,1,6,6,3,2,2,0,9.0
4,8279,9.021598247379305,0,2,4,5,9,2145,7.671360923190644,0,0,0,3,5,1844,7.520234556474628,1,2,4,3,4,3,3,1,0,2.0
5,10534,9.26245832623829,1,1,4,6,4,841,6.7357800142423265,0,1,1,1,1,1283,7.157735484249907,0,2,3,2,3,3,4,1,0,10.0
7,24962,10.12515000756854,1,2,2,0,2,2701,7.9017475185201445,0,1,1,6,1,653,6.483107351457199,0,2,3,2,3,5,0,1,0,8.0
0,30515,10.32600641521012,0,2,0,2,5,2640,7.878912912297133,1,0,0,1,0,1475,7.297091005160418,0,2,0,5,5,5,2,5,0,10.0
0,26889,10.19950974926291,0,0,4,2,9,2150,7.67368812926773,1,2,0,1,0,1089,6.993932975223189,0,0,4,4,9,4,2,1,0,11.0
7,29040,10.27646390360756,1,0,0,4,0,2614,7.869019376499023,1,1,4,3,4,286,5.659482215759621,1,1,1,6,6,4,1,2,0,10.0
6,7623,8.939056445334039,0,0,3,0,3,2971,7.99699040583765,0,1,1,3,1,1681,7.427738840532894,0,1,1,1,1,4,0,1,0,1.0
6,8548,9.053569596026234,1,1,3,1,8,1378,7.229113877793302,1,1,3,6,8,280,5.638354669333745,1,1,0,0,0,3,3,2,0,5.0
7,4708,8.457230850243555,1,1,3,4,8,1494,7.3098814858247865,1,0,4,3,4,1720,7.450660796211539,1,1,0,5,0,6,0,2,0,1.0
4,6228,8.736971085254146,1,0,3,5,8,1467,7.291656209174461,0,0,2,4,7,1827,7.510977752014095,0,0,2,0,7,0,0,9,0,2.0
9,1629,7.396335293800808,0,0,4,5,9,82,4.418840607796598,1,1,2,5,2,645,6.470799503782602,0,0,0,1,5,0,4,1,0,11.0
6,3090,8.036249942132116,1,0,0,3,0,903,6.806829360392176,0,0,3,0,3,381,5.945420608606575,0,0,1,3,1,1,6,3,0,2.0
9,16977,9.739673667297913,0,0,2,2,7,1679,7.426549072397305,0,2,4,6,9,1866,7.532088143541722,1,0,1,4,6,2,4,1,0,8.0
3,8471,9.044521887281242,0,2,1,1,1,2030,7.616283561580385,1,2,0,0,0,351,5.863631175598097,0,0,1,1,1,4,1,1,0,3.0
8,17821,9.788188928172666,0,1,1,6,1,1462,7.288244401020124,1,1,2,6,2,277,5.627621113690637,0,1,2,4,7,3,1,1,0,11.0
9,11611,9.35979432514452,0,1,1,5,1,2541,7.8407064517494,0,0,1,0,1,1447,7.277938572945661,0,1,2,5,7,4,3,1,0,3.0
0,21468,9.974365313169566,1,0,3,6,8,2284,7.734121303328305,1,1,4,2,4,912,6.816735880594968,1,0,2,2,2,2,5,4,0,8.0
8,19045,9.854612384753992,0,1,0,5,5,1954,7.578145472419466,1,1,4,1,4,1459,7.286191714702382,0,1,4,3,9,1,2,1,0,8.0
3,4851,8.48714627006394,0,0,1,0,1,376,5.932245187448011,1,1,1,5,6,1843,7.519692404116539,0,1,3,2,3,1,3,1,0,7.0
5,11498,9.350015354048665,1,2,3,4,8,1083,6.988413181999592,0,0,3,5,3,668,6.505784060128229,1,2,3,3,8,2,1,1,0,9.0
1,4828,8.482394685873542,1,1,3,5,8,1135,7.035268599281097,0,1,0,1,5,1423,7.261225091971921,0,1,3,2,3,2,2,1,0,2.0
5,29435,10.28997369404649,0,2,0,0,5,2435,7.798112628829788,0,2,0,6,5,215,5.375278407684165,0,2,0,5,5,3,6,5,0,11.0
3,10331,9.243001154215731,0,2,1,6,1,1444,7.275864600546533,1,1,4,2,4,223,5.4116460518550396,0,1,3,6,3,0,3,1,0,6.0
6,1682,7.428333194190806,1,2,2,2,2,129,4.867534450455582,0,0,4,3,9,5,1.791759469228055,0,2,0,5,5,2,1,1,0,12.0
0,12592,9.440896383005846,1,1,2,6,2,2832,7.949091499830517,1,0,2,4,2,1264,7.142827401161621,1,1,4,4,4,2,0,16,0,3.0
8,22538,10.02300242103727,1,2,3,5,8,2572,7.8528278122817445,1,1,2,3,2,1962,7.5822291942764615,1,0,2,2,2,6,5,2,0,7.0
3,4266,8.358666283188,1,0,1,3,6,969,6.877296071497429,0,0,4,3,9,1359,7.215239978730097,0,0,4,1,9,3,4,3,0,2.0
9,24958,10.124989757578213,1,1,3,3,8,2961,7.993619994827744,0,0,1,0,1,1270,7.147559271189454,1,1,0,3,0,1,6,1,0,7.0
9,6874,8.835646922534773,1,1,4,0,4,1005,6.913737350659685,0,0,0,4,5,844,6.739336627357174,1,1,4,4,4,0,1,1,0,5.0
7,15866,9.671996759734089,1,2,1,4,6,1338,7.199678345691172,1,0,3,1,8,1148,7.046647277848756,1,2,3,0,8,4,5,2,0,10.0
9,15249,9.632334782035558,0,0,4,3,9,1230,7.115582126184454,1,0,0,5,0,489,6.194405391104672,0,0,4,6,9,2,5,3,0,11.0
2,21927,9.995519637982621,0,0,2,3,7,1726,7.454141078146678,1,1,1,4,6,1215,7.103322062526113,0,0,0,4,5,5,0,1,0,11.0
5,3767,8.234299635696253,0,2,2,1,7,893,6.795705775173514,0,2,3,4,3,195,5.278114659230517,0,0,0,6,5,1,3,1,0,3.0
7,7964,8.98281222234415,1,2,4,5,4,562,6.333279628139691,1,1,2,2,2,1220,7.107425474110705,1,2,0,2,0,2,2,2,0,11.0
6,3824,8.249313746260636,1,2,4,2,4,472,6.159095388491933,1,1,2,3,2,1464,7.289610521451167,1,0,4,1,4,3,4,8,0,4.0
4,13575,9.516058806914062,0,0,0,2,5,1680,7.427144133408616,1,0,0,0,0,135,4.912654885736052,0,0,0,2,5,5,6,15,0,7.0
7,29687,10.298498202740433,0,2,2,0,7,2624,7.872836175025724,1,2,4,6,4,823,6.714170529909472,0,1,3,4,3,0,2,1,0,10.0
8,1900,7.550135342488429,1,1,0,3,0,347,5.8522024797744745,0,2,2,4,7,859,6.756932389247553,0,1,4,5,9,3,3,1,0,2.0
1,24858,10.120975138994181,1,0,3,1,8,2955,7.991592282068092,0,0,0,1,5,1218,7.105786129481271,1,0,3,0,8,2,1,3,0,7.0
5,29828,10.303236353648183,1,2,3,1,8,2851,7.955775781534187,0,1,1,2,1,1318,7.1846291527173145,1,1,3,2,8,1,3,1,0,9.0
4,12625,9.44351345892757,0,1,0,4,5,1383,7.232733136177615,0,0,3,4,3,178,5.187385805840755,1,1,3,3,8,0,5,1,0,8.0
6,1763,7.475339236566737,0,2,3,6,3,58,4.07753744390572,1,1,3,2,8,1183,7.076653815443951,0,1,3,0,3,4,5,1,0,9.0
5,38010,10.54563087050331,1,0,0,0,0,2795,7.935945103353701,0,2,0,2,5,1675,7.424165281042028,0,1,0,2,5,2,6,5,0,12.0
1,24548,10.10842639919549,1,2,3,6,8,2255,7.721348612617949,0,2,0,1,5,1998,7.6004023345004,1,0,3,3,8,3,1,1,0,9.0
8,24622,10.111436244467795,1,1,2,3,2,2651,7.883069351305753,0,2,1,5,1,763,6.638567789166521,0,1,3,0,3,5,0,1,0,8.0
3,4709,8.457443187010464,0,2,4,5,9,227,5.429345628954441,0,2,2,3,7,1758,7.472500744737558,1,0,3,1,8,3,0,1,0,12.0
2,21250,9.96415923206886,1,1,0,5,0,1877,7.537962659768208,0,2,2,1,7,603,6.403574197934815,0,0,3,1,3,4,3,1,0,10.0
0,17107,9.7473014693468,0,1,2,6,7,2064,7.632885505395133,1,0,4,6,4,595,6.39024066706535,0,1,0,0,5,5,1,1,0,7.0
2,6237,8.738414897167749,0,0,2,0,7,2912,7.976938756959434,1,2,2,0,2,413,6.025865973825314,0,2,3,0,3,4,1,7,0,1.0
4,7454,8.916640227198839,1,2,4,6,4,764,6.639875833826536,1,2,4,1,4,1342,7.202661196523238,1,1,2,5,2,4,4,2,0,7.0
1,21573,9.979244164935375,0,0,3,6,3,1656,7.4127640174265625,1,0,1,4,6,45,3.828641396489095,0,0,0,3,5,0,3,9,0,12.0
1,6137,8.722254235179681,0,2,2,5,7,1547,7.344719054149673,0,2,2,0,7,1496,7.311218384419629,1,2,1,5,6,1,1,17,0,2.0
8,8879,9.091556835986216,0,2,4,3,9,1434,7.268920128193722,1,0,4,6,4,275,5.62040086571715,0,2,0,2,5,1,4,1,0,5.0
5,2553,7.845416036592485,0,0,3,5,3,1013,6.921658184151129,0,2,3,5,3,527,6.269096283706261,0,2,2,2,7,1,1,1,0,1.0
8,14823,9.604002767965195,0,0,3,4,3,1710,7.444833273892193,1,0,0,2,0,1143,7.042286171939743,0,0,3,2,3,6,1,9,0,7.0
6,23191,10.051562670601491,0,1,1,0,1,1664,7.417580402414544,1,2,4,5,4,1559,7.352441100243583,0,2,4,5,9,5,3,1,0,12.0
6,9679,9.177817180270623,0,1,4,5,9,2826,7.946971357693591,1,0,1,5,6,1201,7.091742115095153,0,1,1,4,1,3,2,1,0,2.0
8,1306,7.175489713624222,1,1,1,4,6,105,4.663439094112067,0,0,0,0,5,781,6.661854740545311,0,1,1,4,1,0,1,1,0,4.0
1,23600,10.069044362997353,1,2,0,3,0,1665,7.418180822726788,0,0,0,6,5,1955,7.578656850594762,0,2,0,2,5,4,2,5,0,12.0
7,16435,9.707229330003301,0,1,0,6,5,2575,7.853993087224244,0,1,0,6,5,985,6.893656354602635,0,1,0,5,5,0,1,5,0,5.0
2,35835,10.486708253717469,0,0,0,2,5,2863,7.9599745280805365,0,1,3,0,3,1479,7.299797366758161,0,0,4,2,9,3,6,1,0,11.0
2,11628,9.361257257293044,1,0,3,1,8,2191,7.692569648067906,0,1,1,0,1,673,6.513230110912307,0,1,3,1,3,6,4,1,0,4.0
2,856,6.75343791859778,1,1,1,2,6,148,5.003946305945459,1,1,3,1,8,560,6.329720905522696,1,2,0,0,0,2,4,4,0,1.0
0,12947,9.468696615046134,0,2,2,4,7,1520,7.327123292259293,1,2,0,1,0,787,6.669498089857879,0,1,2,3,7,3,2,1,0,7.0
2,3412,8.135346948906706,1,1,2,3,2,418,6.037870919922137,1,1,3,5,8,68,4.23410650459726,1,2,3,5,8,3,1,2,0,7.0
6,7956,8.981807323377534,1,0,1,4,6,1301,7.171656822768514,0,2,1,6,1,150,5.017279836814924,1,0,0,3,0,0,3,1,0,5.0
3,14398,9.57491403870827,1,1,3,6,8,1078,6.983789965258135,1,1,3,0,8,384,5.953243334287785,1,0,4,6,4,5,1,2,0,12.0
7,8216,9.013960457931187,1,2,1,5,6,1087,6.992096427415888,0,1,2,2,7,1694,7.43543801981455,1,2,4,0,4,2,6,1,0,5.0
1,8087,8.998136760700307,0,2,2,2,7,1357,7.213768308118642,0,1,2,6,7,1302,7.172424577124845,1,0,2,0,2,4,4,1,0,4.0
6,2485,7.818430272070656,0,1,0,0,5,219,5.393627546352362,0,0,4,2,9,733,6.598509028614515,0,1,3,5,3,3,2,1,0,7.0
5,10529,9.261983605128021,0,2,4,1,9,958,6.8658910748834385,1,1,3,6,8,949,6.856461984594587,0,1,4,4,9,6,2,1,0,9.0
1,10293,9.2393164802127,0,0,3,3,3,1664,7.417580402414544,1,2,4,5,4,309,5.736572297479192,0,0,4,1,9,1,5,1,0,5.0
2,21913,9.99488098096534,0,1,3,3,3,1688,7.4318919168078,1,2,3,1,8,1657,7.4133673356952405,0,1,2,5,7,6,2,1,0,11.0
8,19786,9.89278043539244,1,1,1,4,6,2662,7.887208585813932,1,1,2,2,2,1152,7.050122520269059,1,0,2,4,2,5,6,2,0,6.0
8,14344,9.571156728415465,1,1,4,1,4,2243,7.716015266642587,0,2,3,3,3,886,6.787844982309579,1,1,1,4,6,3,3,1,0,5.0
3,6662,8.804325112562537,1,2,2,5,2,1570,7.359467638255621,1,1,0,2,0,1952,7.577121930876679,1,2,2,6,2,5,1,2,0,2.0
0,5786,8.663369301573839,1,2,1,4,6,954,6.86171134048073,1,0,4,2,4,62,4.143134726391533,1,2,2,6,2,0,0,2,0,5.0
5,7570,8.932080438103307,1,1,0,3,0,596,6.391917113392602,1,2,1,1,6,1610,7.384610383176974,1,2,0,0,0,5,2,2,0,9.0
4,18285,9.813891018724371,0,0,0,1,5,2555,7.846198815497425,0,2,0,0,5,400,5.993961427306569,1,1,0,1,0,1,1,5,0,6.0
5,3095,8.037866234709618,0,2,0,1,5,460,6.133398042996649,1,1,0,5,0,335,5.817111159963204,0,2,0,6,5,2,4,5,0,5.0
2,17631,9.777470711952642,0,0,1,5,1,2709,7.904703913873747,0,0,4,0,9,1377,7.228388451573604,0,0,2,5,7,6,5,9,0,5.0
1,11422,9.343384145733948,1,1,2,5,2,983,6.891625897052253,0,2,3,3,3,609,6.413458957167357,0,0,4,0,9,4,3,1,0,10.0
5,4421,8.394347361417392,0,2,1,4,1,286,5.659482215759621,1,1,1,6,6,1275,7.151485463904735,0,0,0,1,5,6,0,1,0,10.0
4,15470,9.646722582719068,1,2,0,0,0,1103,7.00669522683704,0,2,3,4,3,1131,7.0317412587631285,0,0,1,4,1,4,2,1,0,12.0
6,3597,8.188133414510478,0,0,2,6,7,363,5.8971538676367405,0,0,3,6,3,1056,6.963189985870238,1,0,1,6,6,4,3,33,0,6.0
8,21132,9.958591078762153,1,0,2,6,2,2987,8.002359546252707,0,2,2,5,7,223,5.4116460518550396,0,1,3,6,3,5,5,1,0,6.0
5,37744,10.538608295573725,1,1,4,0,4,2903,7.973844375944687,0,2,3,5,3,5,1.791759469228055,0,2,0,5,5,2,0,1,0,12.0
7,7798,8.961750799330497,1,1,3,0,8,2268,7.727094484779841,1,0,3,0,8,994,6.902742737158593,1,1,4,0,4,2,6,14,0,2.0
8,7987,8.985695694535705,0,1,2,0,7,2537,7.839131648274333,0,2,2,3,7,376,5.932245187448011,1,1,1,5,6,6,0,1,0,2.0
0,14944,9.612132074718039,1,1,4,6,4,1778,7.483806687665835,1,2,3,0,8,720,6.580639137284949,1,0,0,6,0,1,3,2,0,7.0
5,15401,9.642252650099195,0,2,1,1,1,1317,7.183870715062453,0,0,2,1,7,914,6.818924065275521,1,2,4,4,4,5,6,1,0,10.0
9,19727,9.889794225404126,0,2,2,1,7,2625,7.873217054862741,0,0,0,0,5,1352,7.210079628170788,1,2,2,1,2,5,4,1,0,6.0
9,18467,9.82379478362688,0,2,2,1,7,1505,7.317212408359839,0,2,0,0,5,407,6.0112671744041615,0,2,2,1,7,0,6,1,0,11.0
9,2482,7.817222785508166,1,1,2,4,2,717,6.576469569048224,0,0,2,3,7,331,5.805134968916488,0,1,1,2,1,5,2,1,0,2.0
9,1437,7.271008538280992,0,0,2,2,7,525,6.26530121273771,0,0,0,0,5,387,5.961005339623274,0,0,2,2,7,2,3,3,0,1.0
2,11199,9.323669057283185,0,0,4,6,9,959,6.866933284461882,0,2,4,0,9,650,6.478509642208569,1,2,0,6,0,0,2,1,0,10.0
5,8199,9.011889433252344,0,0,4,2,9,1262,7.141245122350491,1,2,2,2,2,627,6.4425401664681985,0,0,2,4,7,2,5,1,0,5.0
7,33840,10.429428364110965,1,0,0,2,0,2571,7.85243908535751,0,0,1,2,1,417,6.035481432524756,0,0,2,4,7,1,6,3,0,12.0
1,30747,10.333580230469023,0,0,2,3,7,2360,7.766840537085513,1,2,0,1,0,67,4.219507705176107,0,1,2,4,7,1,2,1,0,12.0
5,13515,9.511629447834181,0,0,0,5,5,1574,7.362010551259734,1,2,4,6,4,923,6.828712071641684,0,2,3,6,3,2,0,1,0,7.0
5,18786,9.840920420267299,1,0,1,5,6,2042,7.622174594817622,1,2,2,5,2,408,6.013715156042802,1,0,3,2,8,5,2,2,0,8.0
5,9753,9.185432736269998,0,0,3,2,3,788,6.670766320845874,1,2,3,4,8,1873,7.535830462798367,0,1,3,4,3,2,3,1,0,9.0
6,2867,7.961370201719511,0,2,2,4,7,409,6.016157159698354,0,1,4,3,9,4,1.6094379124341003,1,1,4,4,4,5,4,1,0,6.0
5,7126,8.871645667501872,1,1,1,0,6,501,6.218600119691729,0,0,1,4,1,613,6.419994928147142,0,1,3,4,3,1,1,1,0,12.0
9,2165,7.680637427560936,0,2,0,2,5,89,4.499809670330265,0,2,4,5,9,1453,7.282073658093465,0,1,3,4,3,1,1,1,0,7.0
3,20100,9.908524844053396,1,0,0,3,0,2014,7.608374474380783,1,1,4,5,4,1974,7.5883236773352225,1,0,4,0,4,1,4,2,0,8.0
6,14778,9.600962533214572,1,0,3,1,8,2832,7.949091499830517,1,0,2,4,2,618,6.428105272684596,1,0,3,2,8,5,2,6,0,4.0
0,7562,8.93102321585603,1,2,2,2,2,529,6.272877006546167,0,1,4,4,9,1214,7.102499355774649,1,2,4,3,4,1,3,1,0,11.0
6,4999,8.517193191416238,0,1,4,1,9,2135,7.666690200080086,0,2,0,0,5,729,6.593044534142437,0,0,4,1,9,0,1,1,0,1.0
0,32182,10.379193641807104,1,1,2,3,2,2904,7.974188669286011,1,0,4,6,4,238,5.476463551931511,1,1,3,0,8,6,6,2,0,10.0
1,13909,9.540363284917488,0,1,4,0,9,1515,7.323830566202317,0,0,0,3,5,274,5.616771097666572,1,1,4,1,4,2,1,1,0,8.0
