slot_name,slot_daily_amount,slot_daily_amount_abs_log1p,slot_daily_amount_is_even,slot_daily_amount_mod3,slot_daily_amount_mod5,slot_daily_amount_mod7,slot_daily_amount_mod10,slot_small_unit,slot_per_large,slot_per_large_abs_log1p,slot_per_large_is_even,slot_per_large_mod3,slot_per_large_mod5,slot_per_large_mod7,slot_per_large_mod10,slot_large_unit,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,gcd_all,n_multiple_pairs,y
0,27,3.332204510175204,0,0,2,6,7,7,60,4.110873864173311,1,0,0,4,0,7,280,5.638354669333745,1,1,0,0,0,1,0,126.0
7,5,1.791759469228055,0,2,0,5,5,0,20,3.044522437723423,1,2,0,6,0,0,152,5.030437921392435,1,2,2,5,2,1,1,38.0
5,12,2.5649493574615367,1,0,2,5,2,0,20,3.044522437723423,1,2,0,6,0,0,35,3.58351893845611,0,2,0,0,5,1,0,21.0
9,13,2.6390573296152584,0,1,3,6,3,0,10,2.3978952727983707,1,1,0,3,0,0,270,5.602118820879701,1,0,0,4,0,1,1,351.0
8,11,2.4849066497880004,0,2,1,4,1,0,10,2.3978952727983707,1,1,0,3,0,0,100,4.61512051684126,1,1,0,2,0,1,1,110.0
4,16,2.833213344056216,1,1,1,2,6,5,8,2.1972245773362196,1,2,3,1,8,5,346,5.849324779946859,1,1,1,3,6,2,1,692.0
1,15,2.772588722239781,0,0,0,1,5,4,24,3.2188758248682006,1,0,4,3,4,4,336,5.820082930352362,1,0,1,0,6,3,1,210.0
5,25,3.258096538021482,0,1,0,4,5,1,25,3.258096538021482,0,1,0,4,5,1,28,3.367295829986474,1,1,3,0,8,1,1,28.0
5,34,3.5553480614894135,1,1,4,6,4,1,10,2.3978952727983707,1,1,0,3,0,1,335,5.817111159963204,0,2,0,6,5,1,0,1139.0
5,20,3.044522437723423,1,2,0,6,0,3,40,3.713572066704308,1,1,0,5,0,3,86,4.465908118654584,1,2,1,2,6,2,1,43.0
11,19,2.995732273553991,0,1,4,5,9,0,10,2.3978952727983707,1,1,0,3,0,0,170,5.14166355650266,1,2,0,2,0,1,1,323.0
6,41,3.7376696182833684,0,2,1,6,1,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,1,1,41.0
4,50,3.9318256327243257,1,2,0,1,0,6,16,2.833213344056216,1,1,1,2,6,6,104,4.653960350157523,1,2,4,6,4,2,0,325.0
3,47,3.871201010907891,0,2,2,5,7,5,16,2.833213344056216,1,1,1,2,6,5,144,4.976733742420574,1,0,4,4,4,1,1,423.0
9,30,3.4339872044851463,1,0,0,2,0,4,12,2.5649493574615367,1,0,2,5,2,4,20,3.044522437723423,1,2,0,6,0,2,0,50.0
2,45,3.828641396489095,0,0,0,3,5,6,16,2.833213344056216,1,1,1,2,6,6,256,5.54907608489522,1,1,1,4,6,1,1,720.0
7,18,2.9444389791664403,1,0,3,4,8,7,60,4.110873864173311,1,0,0,4,0,7,10,2.3978952727983707,1,1,0,3,0,2,1,3.0
2,41,3.7376696182833684,0,2,1,6,1,6,16,2.833213344056216,1,1,1,2,6,6,128,4.859812404361672,1,2,3,2,8,1,1,328.0
0,10,2.3978952727983707,1,1,0,3,0,8,25,3.258096538021482,0,1,0,4,5,8,195,5.278114659230517,0,0,0,6,5,5,0,78.0
1,32,3.4965075614664802,1,2,2,4,2,3,10,2.3978952727983707,1,1,0,3,0,3,195,5.278114659230517,0,0,0,6,5,1,0,624.0
4,11,2.4849066497880004,0,2,1,4,1,0,20,3.044522437723423,1,2,0,6,0,0,140,4.948759890378168,1,2,0,0,0,1,1,77.0
7,17,2.8903717578961645,0,2,2,3,7,8,25,3.258096538021482,0,1,0,4,5,8,125,4.836281906951478,0,2,0,6,5,1,1,85.0
2,24,3.2188758248682006,1,0,4,3,4,0,10,2.3978952727983707,1,1,0,3,0,0,320,5.771441123130016,1,2,0,5,0,2,1,768.0
4,31,3.4657359027997265,0,1,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,3,160,5.081404364984463,1,1,0,6,0,1,1,496.0
11,33,3.5263605246161616,0,0,3,5,3,9,50,3.9318256327243257,1,2,0,1,0,9,250,5.5254529391317835,1,1,0,5,0,1,1,165.0
11,20,3.044522437723423,1,2,0,6,0,6,16,2.833213344056216,1,1,1,2,6,6,28,3.367295829986474,1,1,3,0,8,4,0,35.0
3,16,2.833213344056216,1,1,1,2,6,4,24,3.2188758248682006,1,0,4,3,4,4,333,5.811140992976701,0,0,3,4,3,1,0,222.0
7,15,2.772588722239781,0,0,0,1,5,9,20,3.044522437723423,1,2,0,6,0,9,20,3.044522437723423,1,2,0,6,0,5,1,15.0
6,49,3.912023005428146,0,1,4,0,9,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,98.0
3,35,3.58351893845611,0,2,0,0,5,3,15,2.772588722239781,0,0,0,1,5,3,81,4.406719247264253,0,0,1,4,1,1,0,189.0
10,20,3.044522437723423,1,2,0,6,0,9,50,3.9318256327243257,1,2,0,1,0,9,135,4.912654885736052,0,0,0,2,5,5,0,54.0
0,48,3.8918202981106265,1,0,3,6,8,4,12,2.5649493574615367,1,0,2,5,2,4,357,5.8805329864007,0,0,2,0,7,3,1,1428.0
2,4,1.6094379124341003,1,1,4,4,4,2,200,5.303304908059076,1,2,0,4,0,2,350,5.860786223465865,1,2,0,0,0,2,1,7.0
1,5,1.791759469228055,0,2,0,5,5,6,16,2.833213344056216,1,1,1,2,6,6,128,4.859812404361672,1,2,3,2,8,1,1,40.0
11,21,3.091042453358316,0,0,1,0,1,7,60,4.110873864173311,1,0,0,4,0,7,340,5.831882477283517,1,1,0,4,0,1,0,119.0
3,28,3.367295829986474,1,1,3,0,8,5,8,2.1972245773362196,1,2,3,1,8,5,136,4.919980925828125,1,1,1,3,6,4,1,476.0
9,8,2.1972245773362196,1,2,3,1,8,1,10,2.3978952727983707,1,1,0,3,0,1,75,4.330733340286331,0,0,0,5,5,1,0,60.0
0,6,1.9459101490553132,1,0,1,6,6,0,10,2.3978952727983707,1,1,0,3,0,0,295,5.69035945432406,0,1,0,1,5,1,0,177.0
3,27,3.332204510175204,0,0,2,6,7,3,15,2.772588722239781,0,0,0,1,5,3,285,5.655991810819852,0,0,0,5,5,3,1,513.0
8,6,1.9459101490553132,1,0,1,6,6,1,25,3.258096538021482,0,1,0,4,5,1,150,5.017279836814924,1,0,0,3,0,1,2,36.0
3,13,2.6390573296152584,0,1,3,6,3,8,20,3.044522437723423,1,2,0,6,0,8,260,5.564520407322694,1,2,0,1,0,1,2,169.0
3,25,3.258096538021482,0,1,0,4,5,0,20,3.044522437723423,1,2,0,6,0,0,152,5.030437921392435,1,2,2,5,2,1,0,190.0
3,12,2.5649493574615367,1,0,2,5,2,2,100,4.61512051684126,1,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,1,1,3.0
11,43,3.784189633918261,0,1,3,1,3,5,8,2.1972245773362196,1,2,3,1,8,5,280,5.638354669333745,1,1,0,0,0,1,1,1505.0
3,25,3.258096538021482,0,1,0,4,5,9,20,3.044522437723423,1,2,0,6,0,9,20,3.044522437723423,1,2,0,6,0,5,1,25.0
1,41,3.7376696182833684,0,2,1,6,1,5,16,2.833213344056216,1,1,1,2,6,5,48,3.8918202981106265,1,0,3,6,8,1,1,123.0
1,29,3.4011973816621555,0,2,4,1,9,5,16,2.833213344056216,1,1,1,2,6,5,320,5.771441123130016,1,2,0,5,0,1,1,580.0
7,27,3.332204510175204,0,0,2,6,7,3,12,2.5649493574615367,1,0,2,5,2,3,160,5.081404364984463,1,1,0,6,0,1,0,360.0
1,24,3.2188758248682006,1,0,4,3,4,6,16,2.833213344056216,1,1,1,2,6,6,196,5.2832037287379885,1,1,1,0,6,4,0,294.0
6,18,2.9444389791664403,1,0,3,4,8,0,20,3.044522437723423,1,2,0,6,0,0,170,5.14166355650266,1,2,0,2,0,2,0,153.0
1,36,3.6109179126442243,1,0,1,1,6,1,10,2.3978952727983707,1,1,0,3,0,1,155,5.049856007249537,0,2,0,1,5,1,0,558.0
7,16,2.833213344056216,1,1,1,2,6,3,15,2.772588722239781,0,0,0,1,5,3,210,5.351858133476067,1,0,0,0,0,1,1,224.0
7,23,3.1780538303479458,0,2,3,2,3,3,12,2.5649493574615367,1,0,2,5,2,3,156,5.056245805348308,1,0,1,2,6,1,1,299.0
11,30,3.4339872044851463,1,0,0,2,0,8,40,3.713572066704308,1,1,0,5,0,8,172,5.153291594497779,1,1,2,4,2,2,0,129.0
1,25,3.258096538021482,0,1,0,4,5,0,10,2.3978952727983707,1,1,0,3,0,0,250,5.5254529391317835,1,1,0,5,0,5,2,625.0
2,13,2.6390573296152584,0,1,3,6,3,6,16,2.833213344056216,1,1,1,2,6,6,320,5.771441123130016,1,2,0,5,0,1,1,260.0
10,4,1.6094379124341003,1,1,4,4,4,1,25,3.258096538021482,0,1,0,4,5,1,175,5.170483995038151,0,1,0,0,5,1,1,28.0
4,6,1.9459101490553132,1,0,1,6,6,6,16,2.833213344056216,1,1,1,2,6,6,40,3.713572066704308,1,1,0,5,0,2,0,15.0
5,22,3.1354942159291497,1,1,2,1,2,9,20,3.044522437723423,1,2,0,6,0,9,310,5.739792912179234,1,1,0,2,0,2,0,341.0
3,50,3.9318256327243257,1,2,0,1,0,5,16,2.833213344056216,1,1,1,2,6,5,184,5.220355825078324,1,1,4,2,4,2,0,575.0
7,5,1.791759469228055,0,2,0,5,5,1,25,3.258096538021482,0,1,0,4,5,1,235,5.4638318050256105,0,1,0,4,5,5,2,47.0
5,38,3.6635616461296463,1,2,3,3,8,6,16,2.833213344056216,1,1,1,2,6,6,24,3.2188758248682006,1,0,4,3,4,2,0,57.0
7,35,3.58351893845611,0,2,0,0,5,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,5,1,35.0
4,16,2.833213344056216,1,1,1,2,6,0,20,3.044522437723423,1,2,0,6,0,0,105,4.663439094112067,0,0,0,0,5,1,0,84.0
8,23,3.1780538303479458,0,2,3,2,3,6,16,2.833213344056216,1,1,1,2,6,6,48,3.8918202981106265,1,0,3,6,8,1,1,69.0
0,11,2.4849066497880004,0,2,1,4,1,8,40,3.713572066704308,1,1,0,5,0,8,120,4.795790545596741,1,0,0,1,0,1,1,33.0
11,18,2.9444389791664403,1,0,3,4,8,6,16,2.833213344056216,1,1,1,2,6,6,352,5.8664680569332965,1,1,2,2,2,2,1,396.0
9,8,2.1972245773362196,1,2,3,1,8,8,20,3.044522437723423,1,2,0,6,0,8,40,3.713572066704308,1,1,0,5,0,4,2,16.0
11,21,3.091042453358316,0,0,1,0,1,4,12,2.5649493574615367,1,0,2,5,2,4,4,1.6094379124341003,1,1,4,4,4,1,1,7.0
2,3,1.3862943611198906,0,0,3,3,3,6,16,2.833213344056216,1,1,1,2,6,6,352,5.8664680569332965,1,1,2,2,2,1,1,66.0
0,40,3.713572066704308,1,1,0,5,0,4,24,3.2188758248682006,1,0,4,3,4,4,135,4.912654885736052,0,0,0,2,5,1,0,225.0
6,38,3.6635616461296463,1,2,3,3,8,6,16,2.833213344056216,1,1,1,2,6,6,360,5.8888779583328805,1,0,0,3,0,2,0,855.0
6,24,3.2188758248682006,1,0,4,3,4,6,16,2.833213344056216,1,1,1,2,6,6,268,5.594711379601839,1,1,3,2,8,4,0,402.0
9,5,1.791759469228055,0,2,0,5,5,0,20,3.044522437723423,1,2,0,6,0,0,192,5.262690188904886,1,0,2,3,2,1,1,48.0
6,38,3.6635616461296463,1,2,3,3,8,4,24,3.2188758248682006,1,0,4,3,4,4,12,2.5649493574615367,1,0,2,5,2,2,1,19.0
10,48,3.8918202981106265,1,0,3,6,8,6,16,2.833213344056216,1,1,1,2,6,6,356,5.877735781779639,1,2,1,6,6,4,1,1068.0
1,31,3.4657359027997265,0,1,1,3,1,1,25,3.258096538021482,0,1,0,4,5,1,250,5.5254529391317835,1,1,0,5,0,1,1,310.0
8,27,3.332204510175204,0,0,2,6,7,7,60,4.110873864173311,1,0,0,4,0,7,100,4.61512051684126,1,1,0,2,0,1,0,45.0
7,45,3.828641396489095,0,0,0,3,5,0,10,2.3978952727983707,1,1,0,3,0,0,226,5.424950017481403,1,1,1,2,6,1,0,1017.0
11,6,1.9459101490553132,1,0,1,6,6,8,20,3.044522437723423,1,2,0,6,0,8,170,5.14166355650266,1,2,0,2,0,2,0,51.0
10,26,3.295836866004329,1,2,1,5,6,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,2,1,26.0
11,33,3.5263605246161616,0,0,3,5,3,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,33.0
7,14,2.70805020110221,1,2,4,0,4,7,60,4.110873864173311,1,0,0,4,0,7,330,5.802118375377063,1,0,0,1,0,2,0,77.0
4,50,3.9318256327243257,1,2,0,1,0,2,200,5.303304908059076,1,2,0,4,0,2,20,3.044522437723423,1,2,0,6,0,10,2,5.0
5,5,1.791759469228055,0,2,0,5,5,8,50,3.9318256327243257,1,2,0,1,0,8,50,3.9318256327243257,1,2,0,1,0,5,3,5.0
6,32,3.4965075614664802,1,2,2,4,2,0,10,2.3978952727983707,1,1,0,3,0,0,230,5.442417710521793,1,2,0,6,0,2,1,736.0
10,8,2.1972245773362196,1,2,3,1,8,9,20,3.044522437723423,1,2,0,6,0,9,290,5.673323267171493,1,2,0,3,0,2,0,116.0
11,30,3.4339872044851463,1,0,0,2,0,4,12,2.5649493574615367,1,0,2,5,2,4,336,5.820082930352362,1,0,1,0,6,6,1,840.0
3,47,3.871201010907891,0,2,2,5,7,4,12,2.5649493574615367,1,0,2,5,2,4,276,5.6240175061873385,1,0,1,3,6,1,1,1081.0
2,20,3.044522437723423,1,2,0,6,0,4,24,3.2188758248682006,1,0,4,3,4,4,96,4.574710978503383,1,0,1,5,6,4,1,80.0
6,7,2.0794415416798357,0,1,2,0,7,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,42.0
11,23,3.1780538303479458,0,2,3,2,3,0,20,3.044522437723423,1,2,0,6,0,0,360,5.8888779583328805,1,0,0,3,0,1,1,414.0
0,38,3.6635616461296463,1,2,3,3,8,6,16,2.833213344056216,1,1,1,2,6,6,344,5.84354441703136,1,2,4,1,4,2,0,817.0
4,35,3.58351893845611,0,2,0,0,5,1,50,3.9318256327243257,1,2,0,1,0,1,270,5.602118820879701,1,0,0,4,0,5,0,189.0
3,2,1.0986122886681098,1,2,2,2,2,6,16,2.833213344056216,1,1,1,2,6,6,280,5.638354669333745,1,1,0,0,0,2,2,35.0
10,33,3.5263605246161616,0,0,3,5,3,5,8,2.1972245773362196,1,2,3,1,8,5,192,5.262690188904886,1,0,2,3,2,1,1,792.0
8,47,3.871201010907891,0,2,2,5,7,5,8,2.1972245773362196,1,2,3,1,8,5,112,4.727387818712341,1,1,2,0,2,1,1,658.0
0,15,2.772588722239781,0,0,0,1,5,1,25,3.258096538021482,0,1,0,4,5,1,165,5.111987788356544,0,0,0,4,5,5,1,99.0
6,32,3.4965075614664802,1,2,2,4,2,0,20,3.044522437723423,1,2,0,6,0,0,130,4.875197323201151,1,1,0,4,0,2,0,208.0
8,4,1.6094379124341003,1,1,4,4,4,8,20,3.044522437723423,1,2,0,6,0,8,60,4.110873864173311,1,0,0,4,0,4,3,12.0
11,11,2.4849066497880004,0,2,1,4,1,5,8,2.1972245773362196,1,2,3,1,8,5,336,5.820082930352362,1,0,1,0,6,1,1,462.0
0,42,3.7612001156935624,1,0,2,0,2,3,20,3.044522437723423,1,2,0,6,0,3,50,3.9318256327243257,1,2,0,1,0,2,0,105.0
10,8,2.1972245773362196,1,2,3,1,8,0,10,2.3978952727983707,1,1,0,3,0,0,260,5.564520407322694,1,2,0,1,0,2,1,208.0
6,30,3.4339872044851463,1,0,0,2,0,1,25,3.258096538021482,0,1,0,4,5,1,80,4.394449154672439,1,2,0,3,0,5,0,96.0
9,44,3.8066624897703196,1,2,4,2,4,4,24,3.2188758248682006,1,0,4,3,4,4,336,5.820082930352362,1,0,1,0,6,4,1,616.0
6,34,3.5553480614894135,1,1,4,6,4,3,12,2.5649493574615367,1,0,2,5,2,3,36,3.6109179126442243,1,0,1,1,6,2,1,102.0
10,38,3.6635616461296463,1,2,3,3,8,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,2,1,38.0
4,6,1.9459101490553132,1,0,1,6,6,1,25,3.258096538021482,0,1,0,4,5,1,150,5.017279836814924,1,0,0,3,0,1,2,36.0
3,47,3.871201010907891,0,2,2,5,7,0,20,3.044522437723423,1,2,0,6,0,0,200,5.303304908059076,1,2,0,4,0,1,1,470.0
4,50,3.9318256327243257,1,2,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,0,314,5.752572638825633,1,2,4,6,4,2,1,1570.0
3,47,3.871201010907891,0,2,2,5,7,4,24,3.2188758248682006,1,0,4,3,4,4,144,4.976733742420574,1,0,4,4,4,1,1,282.0
1,2,1.0986122886681098,1,2,2,2,2,3,20,3.044522437723423,1,2,0,6,0,3,300,5.707110264748875,1,0,0,6,0,2,3,30.0
4,29,3.4011973816621555,0,2,4,1,9,5,8,2.1972245773362196,1,2,3,1,8,5,56,4.04305126783455,1,2,1,0,6,1,1,203.0
4,17,2.8903717578961645,0,2,2,3,7,5,16,2.833213344056216,1,1,1,2,6,5,320,5.771441123130016,1,2,0,5,0,1,1,340.0
4,33,3.5263605246161616,0,0,3,5,3,8,40,3.713572066704308,1,1,0,5,0,8,40,3.713572066704308,1,1,0,5,0,1,1,33.0
8,42,3.7612001156935624,1,0,2,0,2,7,60,4.110873864173311,1,0,0,4,0,7,50,3.9318256327243257,1,2,0,1,0,2,0,35.0
7,7,2.0794415416798357,0,1,2,0,7,1,25,3.258096538021482,0,1,0,4,5,1,100,4.61512051684126,1,1,0,2,0,1,1,28.0
5,5,1.791759469228055,0,2,0,5,5,2,100,4.61512051684126,1,1,0,2,0,2,80,4.394449154672439,1,2,0,3,0,5,2,4.0
2,37,3.6375861597263857,0,1,2,2,7,0,10,2.3978952727983707,1,1,0,3,0,0,110,4.709530201312334,1,2,0,5,0,1,1,407.0
8,41,3.7376696182833684,0,2,1,6,1,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,41.0
10,46,3.8501476017100584,1,1,1,4,6,6,16,2.833213344056216,1,1,1,2,6,6,208,5.342334251964811,1,1,3,5,8,2,1,598.0
7,25,3.258096538021482,0,1,0,4,5,0,10,2.3978952727983707,1,1,0,3,0,0,32,3.4965075614664802,1,2,2,4,2,1,0,80.0
10,34,3.5553480614894135,1,1,4,6,4,5,16,2.833213344056216,1,1,1,2,6,5,32,3.4965075614664802,1,2,2,4,2,2,1,68.0
3,27,3.332204510175204,0,0,2,6,7,7,60,4.110873864173311,1,0,0,4,0,7,220,5.3981627015177525,1,1,0,3,0,1,0,99.0
8,44,3.8066624897703196,1,2,4,2,4,5,16,2.833213344056216,1,1,1,2,6,5,192,5.262690188904886,1,0,2,3,2,4,1,528.0
3,27,3.332204510175204,0,0,2,6,7,5,8,2.1972245773362196,1,2,3,1,8,5,128,4.859812404361672,1,2,3,2,8,1,1,432.0
1,45,3.828641396489095,0,0,0,3,5,7,60,4.110873864173311,1,0,0,4,0,7,140,4.948759890378168,1,2,0,0,0,5,0,105.0
9,43,3.784189633918261,0,1,3,1,3,8,25,3.258096538021482,0,1,0,4,5,8,325,5.786897381366708,0,1,0,3,5,1,1,559.0
8,8,2.1972245773362196,1,2,3,1,8,8,25,3.258096538021482,0,1,0,4,5,8,300,5.707110264748875,1,0,0,6,0,1,1,96.0
7,3,1.3862943611198906,0,0,3,3,3,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,3.0
1,40,3.713572066704308,1,1,0,5,0,9,20,3.044522437723423,1,2,0,6,0,9,94,4.553876891600541,1,1,4,3,4,2,1,188.0
8,5,1.791759469228055,0,2,0,5,5,2,50,3.9318256327243257,1,2,0,1,0,2,90,4.51085950651685,1,0,0,6,0,5,2,9.0
11,22,3.1354942159291497,1,1,2,1,2,9,50,3.9318256327243257,1,2,0,1,0,9,175,5.170483995038151,0,1,0,0,5,1,0,77.0
7,26,3.295836866004329,1,2,1,5,6,1,10,2.3978952727983707,1,1,0,3,0,1,270,5.602118820879701,1,0,0,4,0,2,1,702.0
8,16,2.833213344056216,1,1,1,2,6,8,20,3.044522437723423,1,2,0,6,0,8,25,3.258096538021482,0,1,0,4,5,1,0,20.0
2,7,2.0794415416798357,0,1,2,0,7,0,10,2.3978952727983707,1,1,0,3,0,0,90,4.51085950651685,1,0,0,6,0,1,1,63.0
6,12,2.5649493574615367,1,0,2,5,2,9,20,3.044522437723423,1,2,0,6,0,9,185,5.225746673713202,0,2,0,3,5,1,0,111.0
2,18,2.9444389791664403,1,0,3,4,8,1,10,2.3978952727983707,1,1,0,3,0,1,330,5.802118375377063,1,0,0,1,0,2,1,594.0
3,16,2.833213344056216,1,1,1,2,6,8,20,3.044522437723423,1,2,0,6,0,8,320,5.771441123130016,1,2,0,5,0,4,2,256.0
7,13,2.6390573296152584,0,1,3,6,3,5,16,2.833213344056216,1,1,1,2,6,5,176,5.176149732573829,1,2,1,1,6,1,1,143.0
8,22,3.1354942159291497,1,1,2,1,2,3,20,3.044522437723423,1,2,0,6,0,3,150,5.017279836814924,1,0,0,3,0,2,0,165.0
4,2,1.0986122886681098,1,2,2,2,2,8,50,3.9318256327243257,1,2,0,1,0,8,225,5.420534999272286,0,0,0,1,5,1,1,9.0
2,43,3.784189633918261,0,1,3,1,3,8,20,3.044522437723423,1,2,0,6,0,8,340,5.831882477283517,1,1,0,4,0,1,1,731.0
3,5,1.791759469228055,0,2,0,5,5,8,40,3.713572066704308,1,1,0,5,0,8,304,5.720311776607412,1,1,4,3,4,1,1,38.0
11,50,3.9318256327243257,1,2,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,1,114,4.74493212836325,1,0,4,2,4,2,1,114.0
11,40,3.713572066704308,1,1,0,5,0,6,16,2.833213344056216,1,1,1,2,6,6,118,4.77912349311153,1,1,3,6,8,2,0,295.0
8,44,3.8066624897703196,1,2,4,2,4,8,25,3.258096538021482,0,1,0,4,5,8,225,5.420534999272286,0,0,0,1,5,1,1,396.0
8,34,3.5553480614894135,1,1,4,6,4,6,16,2.833213344056216,1,1,1,2,6,6,104,4.653960350157523,1,2,4,6,4,2,0,221.0
9,48,3.8918202981106265,1,0,3,6,8,0,20,3.044522437723423,1,2,0,6,0,0,25,3.258096538021482,0,1,0,4,5,1,0,60.0
3,7,2.0794415416798357,0,1,2,0,7,0,10,2.3978952727983707,1,1,0,3,0,0,350,5.860786223465865,1,2,0,0,0,1,2,245.0
7,26,3.295836866004329,1,2,1,5,6,5,8,2.1972245773362196,1,2,3,1,8,5,172,5.153291594497779,1,1,2,4,2,2,0,559.0
7,38,3.6635616461296463,1,2,3,3,8,4,12,2.5649493574615367,1,0,2,5,2,4,120,4.795790545596741,1,0,0,1,0,2,1,380.0
5,22,3.1354942159291497,1,1,2,1,2,8,40,3.713572066704308,1,1,0,5,0,8,320,5.771441123130016,1,2,0,5,0,2,1,176.0
9,30,3.4339872044851463,1,0,0,2,0,2,200,5.303304908059076,1,2,0,4,0,2,300,5.707110264748875,1,0,0,6,0,10,1,45.0
4,19,2.995732273553991,0,1,4,5,9,6,16,2.833213344056216,1,1,1,2,6,6,48,3.8918202981106265,1,0,3,6,8,1,1,57.0
0,20,3.044522437723423,1,2,0,6,0,1,25,3.258096538021482,0,1,0,4,5,1,95,4.564348191467836,0,2,0,4,5,5,0,76.0
3,12,2.5649493574615367,1,0,2,5,2,1,25,3.258096538021482,0,1,0,4,5,1,225,5.420534999272286,0,0,0,1,5,1,1,108.0
7,49,3.912023005428146,0,1,4,0,9,1,10,2.3978952727983707,1,1,0,3,0,1,190,5.25227342804663,1,1,0,1,0,1,1,931.0
6,16,2.833213344056216,1,1,1,2,6,5,8,2.1972245773362196,1,2,3,1,8,5,359,5.886104031450156,0,2,4,2,9,1,1,718.0
1,6,1.9459101490553132,1,0,1,6,6,2,200,5.303304908059076,1,2,0,4,0,2,300,5.707110264748875,1,0,0,6,0,2,1,9.0
1,24,3.2188758248682006,1,0,4,3,4,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,12,2,48.0
0,23,3.1780538303479458,0,2,3,2,3,8,30,3.4339872044851463,1,0,0,2,0,8,330,5.802118375377063,1,0,0,1,0,1,1,253.0
2,37,3.6375861597263857,0,1,2,2,7,2,50,3.9318256327243257,1,2,0,1,0,2,200,5.303304908059076,1,2,0,4,0,1,1,148.0
7,38,3.6635616461296463,1,2,3,3,8,6,16,2.833213344056216,1,1,1,2,6,6,16,2.833213344056216,1,1,1,2,6,2,1,38.0
4,17,2.8903717578961645,0,2,2,3,7,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,1,1,17.0
5,44,3.8066624897703196,1,2,4,2,4,4,24,3.2188758248682006,1,0,4,3,4,4,30,3.4339872044851463,1,0,0,2,0,2,0,55.0
9,12,2.5649493574615367,1,0,2,5,2,4,12,2.5649493574615367,1,0,2,5,2,4,187,5.236441962829949,0,1,2,5,7,1,1,187.0
2,19,2.995732273553991,0,1,4,5,9,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,19.0
6,30,3.4339872044851463,1,0,0,2,0,5,8,2.1972245773362196,1,2,3,1,8,5,32,3.4965075614664802,1,2,2,4,2,2,1,120.0
1,27,3.332204510175204,0,0,2,6,7,9,20,3.044522437723423,1,2,0,6,0,9,340,5.831882477283517,1,1,0,4,0,1,1,459.0
0,29,3.4011973816621555,0,2,4,1,9,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,29.0
11,13,2.6390573296152584,0,1,3,6,3,8,50,3.9318256327243257,1,2,0,1,0,8,300,5.707110264748875,1,0,0,6,0,1,1,78.0
2,17,2.8903717578961645,0,2,2,3,7,4,6,1.9459101490553132,1,0,1,6,6,4,354,5.872117789475416,1,0,4,4,4,1,1,1003.0
11,39,3.6888794541139363,0,0,4,4,9,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,3,1,156.0
8,50,3.9318256327243257,1,2,0,1,0,2,50,3.9318256327243257,1,2,0,1,0,2,250,5.5254529391317835,1,1,0,5,0,50,3,250.0
10,37,3.6375861597263857,0,1,2,2,7,6,16,2.833213344056216,1,1,1,2,6,6,112,4.727387818712341,1,1,2,0,2,1,1,259.0
1,18,2.9444389791664403,1,0,3,4,8,7,60,4.110873864173311,1,0,0,4,0,7,80,4.394449154672439,1,2,0,3,0,2,0,24.0
0,31,3.4657359027997265,0,1,1,3,1,4,12,2.5649493574615367,1,0,2,5,2,4,288,5.666426688112432,1,0,3,1,8,1,1,744.0
0,45,3.828641396489095,0,0,0,3,5,8,30,3.4339872044851463,1,0,0,2,0,8,126,4.844187086458591,1,0,1,0,6,3,0,189.0
5,24,3.2188758248682006,1,0,4,3,4,1,25,3.258096538021482,0,1,0,4,5,1,200,5.303304908059076,1,2,0,4,0,1,1,192.0
6,21,3.091042453358316,0,0,1,0,1,2,50,3.9318256327243257,1,2,0,1,0,2,300,5.707110264748875,1,0,0,6,0,1,1,126.0
1,7,2.0794415416798357,0,1,2,0,7,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,7.0
