slot_name1,slot_name2,slot_sold1_whole,slot_sold1_whole_abs_log1p,slot_sold1_whole_is_even,slot_sold1_whole_mod3,slot_sold1_whole_mod5,slot_sold1_whole_mod7,slot_sold1_whole_mod10,slot_sold2_whole,slot_sold2_whole_abs_log1p,slot_sold2_whole_is_even,slot_sold2_whole_mod3,slot_sold2_whole_mod5,slot_sold2_whole_mod7,slot_sold2_whole_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_frac_decimal_str,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
3,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,2,3,3,1440,7.273092595999522,1,0,0,5,0,1,6,160.0
11,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,0,0,6,6,498,6.212606095751519,1,0,3,1,8,1,4,60.0
10,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,2,2,6,6,5760,8.658866349732383,1,0,0,6,0,1,3,400.0
4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,0,1,1,864,6.762729506931879,1,0,4,3,4,1,3,90.0
14,13,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,0,0,1,1,532,6.278521424165844,1,1,2,0,2,1,6,56.0
8,10,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,0,0,1,1,848,6.744059186311348,1,2,3,1,8,1,6,160.0
19,12,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,2,2,288,5.666426688112432,1,0,3,1,8,1,8,32.0
17,21,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,0,0,152,5.030437921392435,1,2,2,5,2,1,10,38.0
19,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,24,0,0,2,2,372,5.921578419643816,1,0,2,1,2,2,9,60.0
21,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,20,3,3,3,3,4624,8.439231649946526,1,1,4,4,4,1,1,340.0
15,16,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,3,3,2,2,1540,7.340186835320115,1,1,0,0,0,1,4,140.0
18,14,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,2,2,3,3,528,6.270988431858299,1,0,3,3,8,1,5,60.0
9,13,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,6,1,1,4,4,3800,8.24301946898925,1,2,0,6,0,1,6,380.0
4,18,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,19,0,0,1,1,2976,7.998671361015776,1,0,1,1,6,1,3,240.0
1,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,4,4,0,0,310,5.739792912179234,1,1,0,2,0,1,6,50.0
6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,0,3,3,288,5.666426688112432,1,0,3,1,8,1,3,30.0
14,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,3,3,7,7,1140,7.039660349862076,1,0,0,6,0,1,3,100.0
6,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,3,3,700,6.55250788703459,1,1,0,0,0,1,7,56.0
0,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,4,4,5,5,506,6.2285110035911835,1,2,1,2,6,1,2,44.0
14,19,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,1,1,4,4,792,6.675823221634848,1,0,2,1,2,1,7,180.0
4,14,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,6,6,196,5.2832037287379885,1,1,1,0,6,1,8,28.0
17,13,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,0,0,28,3.367295829986474,1,1,3,0,8,1,8,4.0
19,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,0,5,5,301,5.71042701737487,0,1,1,0,1,1,2,35.0
19,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,4,4,532,6.278521424165844,1,1,2,0,2,1,6,56.0
3,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,7,7,1071,6.977281341630747,0,0,1,0,1,1,2,85.0
6,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,5,5,110,4.709530201312334,1,2,0,5,0,1,7,10.0
12,13,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,5,5,360,5.8888779583328805,1,0,0,3,0,1,10,40.0
8,18,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1,1,1,1,448,6.1070228877422545,1,1,3,0,8,1,6,56.0
20,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,2,2,322,5.777652323222656,1,1,2,0,2,1,4,28.0
0,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,4,4,3,3,680,6.523562306149512,1,2,0,1,0,1,4,80.0
16,21,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,2,2,128,4.859812404361672,1,2,3,2,8,1,4,10.0
18,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,1,336,5.820082930352362,1,0,1,0,6,1,6,32.0
15,10,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,0,0,7,7,276,5.6240175061873385,1,0,1,3,6,1,7,60.0
0,21,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,5,5,220,5.3981627015177525,1,1,0,3,0,1,10,40.0
9,15,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,5,5,42,3.7612001156935624,1,0,2,0,2,1,8,6.0
1,9,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,4,4,1,1,228,5.43372200355424,1,0,3,4,8,1,10,76.0
5,16,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,25,0,0,4,4,512,6.240275845170769,1,2,2,1,2,1,2,40.0
2,19,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,2,2,6,6,741,6.60934924316738,0,0,1,6,1,1,5,65.0
3,20,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,4,4,648,6.47543271670409,1,0,3,4,8,1,7,48.0
4,17,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,1,1,414,6.028278520230698,1,0,4,1,4,1,5,36.0
4,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,0,0,7,7,1173,7.068172000388042,0,0,3,4,3,1,1,85.0
9,11,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,2,2,112,4.727387818712341,1,1,2,0,2,1,10,16.0
4,18,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,1,1,4,4,846,6.741700694652055,1,0,1,6,6,1,4,90.0
8,10,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,4,4,1,1,1071,6.977281341630747,0,0,1,0,1,1,1,85.0
21,16,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,3,3,312,5.746203190540153,1,0,2,4,2,1,4,40.0
3,20,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,1,1,0,0,840,6.734591659972948,1,0,0,0,0,1,6,100.0
20,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,2,2,6,6,156,5.056245805348308,1,0,1,2,6,1,7,20.0
16,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,3,3,140,4.948759890378168,1,2,0,0,0,1,7,10.0
20,18,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,2,2,6,6,1139,7.038783541388542,0,2,4,5,9,1,4,85.0
17,18,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,6,6,408,6.013715156042802,1,0,3,2,8,1,7,34.0
5,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,1,1,7,7,656,6.48768401848461,1,2,1,5,6,1,2,80.0
5,19,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,7,7,160,5.081404364984463,1,1,0,6,0,1,7,20.0
18,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,4,4,4,4,364,5.8998973535824915,1,1,4,0,4,1,5,70.0
11,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,3,3,3,3,800,6.68586094706836,1,2,0,2,0,1,5,80.0
0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,4,4,160,5.081404364984463,1,1,0,6,0,1,7,20.0
14,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,7,7,572,6.35088571671474,1,2,2,5,2,1,5,65.0
12,13,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,6,6,220,5.3981627015177525,1,1,0,3,0,1,8,20.0
7,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,2,2,518,6.251903883165888,1,2,3,0,8,1,7,70.0
6,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,7,7,342,5.8377304471659395,1,0,2,6,2,1,8,38.0
20,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,0,0,6,6,3484,8.156223323194624,1,1,4,5,4,2,1,260.0
2,18,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,0,0,5,5,1159,7.05617528410041,0,1,4,4,9,1,0,95.0
3,21,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1,1,1,1,364,5.8998973535824915,1,1,4,0,4,1,4,56.0
12,20,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,11,1,1,3,3,1862,7.529943370601589,1,2,2,0,2,1,1,140.0
13,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,7,7,666,6.502790045915623,1,0,1,1,6,1,5,90.0
1,20,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,0,0,442,6.093569770045136,1,1,2,1,2,1,7,52.0
4,12,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,3,3,3,3,168,5.1298987149230735,1,0,3,0,8,1,7,28.0
6,21,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,1,1,5,5,304,5.720311776607412,1,1,4,3,4,1,5,40.0
21,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1,1,2,2,220,5.3981627015177525,1,1,0,3,0,1,6,40.0
20,11,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,5,5,260,5.564520407322694,1,2,0,1,0,1,6,20.0
18,11,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,3,3,3,3,722,6.583409222158765,1,2,2,1,2,1,4,95.0
8,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,0,0,2,2,312,5.746203190540153,1,0,2,4,2,2,8,24.0
18,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,4,4,308,5.733341276897746,1,2,3,0,8,1,6,56.0
14,11,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2,2,5,5,666,6.502790045915623,1,0,1,1,6,1,6,90.0
21,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,19,4,4,5,5,3216,8.076204527239026,1,0,1,3,6,1,3,240.0
14,11,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,0,0,2,2,60,4.110873864173311,1,0,0,4,0,1,7,8.0
2,20,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,3,3,416,6.0330862217988015,1,2,1,3,6,1,8,32.0
3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,2,2,3,3,392,5.973809611869261,1,2,2,0,2,2,10,56.0
11,20,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,0,0,1,1,1024,6.932447891572509,1,1,4,2,4,1,1,80.0
9,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,2,2,2,2,902,6.805722553416985,1,2,2,6,2,1,7,110.0
20,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,2,2,238,5.476463551931511,1,1,3,0,8,1,9,68.0
5,18,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,2,2,4,4,988,6.8966943316227125,1,1,3,1,8,1,4,95.0
15,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,5,5,700,6.55250788703459,1,1,0,0,0,1,3,56.0
3,20,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,1,1,176,5.176149732573829,1,2,1,1,6,1,5,16.0
19,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,2,2,1005,6.913737350659685,0,0,0,4,5,1,5,75.0
4,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,2,2,210,5.351858133476067,1,0,0,0,0,1,9,30.0
6,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,14,4,4,0,0,3570,8.18060094759445,1,0,0,0,0,1,2,300.0
13,12,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,4,4,234,5.459585514144159,1,0,4,3,4,1,10,26.0
3,18,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,4,4,1,1,684,6.529418838262226,1,0,4,5,4,1,8,180.0
1,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,6,6,702,6.555356891810665,1,0,2,2,2,1,1,52.0
15,11,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,0,0,0,345,5.846438775057725,0,0,0,2,5,1,6,75.0
16,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,2,2,722,6.583409222158765,1,2,2,1,2,1,4,76.0
7,13,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,0,0,0,0,168,5.1298987149230735,1,0,3,0,8,2,10,24.0
3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,2,2,798,6.683360945766275,1,0,3,0,8,1,7,95.0
5,12,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,1,1,3,3,1728,7.455298485683291,1,0,3,6,8,1,2,160.0
11,17,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,4,4,7,7,598,6.395261598115449,1,1,3,3,8,1,5,52.0
21,21,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,5,5,180,5.198497031265826,1,0,0,5,0,1,10,20.0
2,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,0,0,192,5.262690188904886,1,0,2,3,2,1,7,16.0
0,20,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,7,7,568,6.343880434126331,1,1,3,1,8,1,1,40.0
9,14,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,17,0,0,6,6,588,6.3784261836515865,1,0,3,0,8,1,3,60.0
9,21,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,6,2,2,5,5,4200,8.343077871169383,1,0,0,0,0,1,5,300.0
0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1,1,2,2,660,6.493753839851686,1,0,0,2,0,2,8,60.0
4,13,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,7,7,585,6.373319789577012,0,0,0,4,5,1,4,75.0
11,18,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,2,2,476,6.1675164908883415,1,2,1,0,6,1,5,56.0
2,21,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,4,4,2,2,150,5.017279836814924,1,0,0,3,0,1,6,20.0
13,21,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,5,5,294,5.68697535633982,1,0,4,0,4,1,6,28.0
0,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,3,3,228,5.43372200355424,1,0,3,4,8,1,10,38.0
20,12,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,4,4,90,4.51085950651685,1,0,0,6,0,1,9,18.0
