slot_total_games,slot_total_games_abs_log1p,slot_total_games_is_even,slot_total_games_mod3,slot_total_games_mod5,slot_total_games_mod7,slot_total_games_mod10,slot_diff_more,slot_diff_more_abs_log1p,slot_diff_more_is_even,slot_diff_more_mod3,slot_diff_more_mod5,slot_diff_more_mod7,slot_diff_more_mod10,slot_team_name,gcd_all,n_multiple_pairs,y
22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,2,0,13.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,8,11,1,11.0
55,4.02535169073515,0,1,0,6,5,39,3.6888794541139363,0,0,4,4,9,9,1,0,47.0
70,4.2626798770413155,1,1,0,0,0,42,3.7612001156935624,1,0,2,0,2,4,14,0,56.0
54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,2,0,37.0
56,4.04305126783455,1,2,1,0,6,38,3.6635616461296463,1,2,3,3,8,1,2,0,47.0
55,4.02535169073515,0,1,0,6,5,47,3.871201010907891,0,2,2,5,7,5,1,0,51.0
68,4.23410650459726,1,2,3,5,8,42,3.7612001156935624,1,0,2,0,2,1,2,0,55.0
62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,3,2,1,32.0
32,3.4965075614664802,1,2,2,4,2,30,3.4339872044851463,1,0,0,2,0,9,2,0,31.0
61,4.127134385045092,0,1,1,5,1,61,4.127134385045092,0,1,1,5,1,1,61,1,61.0
42,3.7612001156935624,1,0,2,0,2,42,3.7612001156935624,1,0,2,0,2,0,42,1,42.0
105,4.663439094112067,0,0,0,0,5,27,3.332204510175204,0,0,2,6,7,1,3,0,66.0
84,4.442651256490317,1,0,4,0,4,54,4.007333185232471,1,0,4,5,4,8,6,0,69.0
100,4.61512051684126,1,1,0,2,0,16,2.833213344056216,1,1,1,2,6,9,4,0,58.0
98,4.59511985013459,1,2,3,0,8,30,3.4339872044851463,1,0,0,2,0,2,2,0,64.0
38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,8,2,0,22.0
51,3.9512437185814275,0,0,1,2,1,25,3.258096538021482,0,1,0,4,5,3,1,0,38.0
42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,6,2,0,31.0
35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,3,5,0,25.0
30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,3,30,1,30.0
13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,3,1,0,11.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,2,1,0,13.0
119,4.787491742782046,0,2,4,0,9,105,4.663439094112067,0,0,0,0,5,0,7,0,112.0
32,3.4965075614664802,1,2,2,4,2,32,3.4965075614664802,1,2,2,4,2,2,32,1,32.0
60,4.110873864173311,1,0,0,4,0,34,3.5553480614894135,1,1,4,6,4,6,2,0,47.0
42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,4,2,0,31.0
91,4.5217885770490405,0,1,1,0,1,59,4.0943445622221,0,2,4,3,9,3,1,0,75.0
50,3.9318256327243257,1,2,0,1,0,32,3.4965075614664802,1,2,2,4,2,2,2,0,41.0
102,4.634728988229636,1,0,2,4,2,22,3.1354942159291497,1,1,2,1,2,3,2,0,62.0
77,4.356708826689592,0,2,2,0,7,53,3.9889840465642745,0,2,3,4,3,7,1,0,65.0
110,4.709530201312334,1,2,0,5,0,6,1.9459101490553132,1,0,1,6,6,3,2,0,58.0
81,4.406719247264253,0,0,1,4,1,7,2.0794415416798357,0,1,2,0,7,3,1,0,44.0
37,3.6375861597263857,0,1,2,2,7,23,3.1780538303479458,0,2,3,2,3,2,1,0,30.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,4,6,1,12.0
59,4.0943445622221,0,2,4,3,9,45,3.828641396489095,0,0,0,3,5,6,1,0,52.0
77,4.356708826689592,0,2,2,0,7,31,3.4657359027997265,0,1,1,3,1,7,1,0,54.0
37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,0,1,0,31.0
38,3.6635616461296463,1,2,3,3,8,26,3.295836866004329,1,2,1,5,6,0,2,0,32.0
54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,9,2,1,28.0
73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,5,1,0,63.0
45,3.828641396489095,0,0,0,3,5,29,3.4011973816621555,0,2,4,1,9,9,1,0,37.0
98,4.59511985013459,1,2,3,0,8,10,2.3978952727983707,1,1,0,3,0,6,2,0,54.0
72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,8,2,0,43.0
92,4.532599493153256,1,2,2,1,2,84,4.442651256490317,1,0,4,0,4,4,4,0,88.0
52,3.970291913552122,1,1,2,3,2,14,2.70805020110221,1,2,4,0,4,6,2,0,33.0
100,4.61512051684126,1,1,0,2,0,42,3.7612001156935624,1,0,2,0,2,3,2,0,71.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,9,2,1,7.0
20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,3,10,1,15.0
39,3.6888794541139363,0,0,4,4,9,17,2.8903717578961645,0,2,2,3,7,6,1,0,28.0
100,4.61512051684126,1,1,0,2,0,22,3.1354942159291497,1,1,2,1,2,1,2,0,61.0
55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,8,5,0,40.0
109,4.700480365792417,0,1,4,4,9,29,3.4011973816621555,0,2,4,1,9,6,1,0,69.0
52,3.970291913552122,1,1,2,3,2,30,3.4339872044851463,1,0,0,2,0,5,2,0,41.0
39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,6,1,0,22.0
48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,1,4,0,46.0
26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,3,2,0,18.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,2,0,11.0
61,4.127134385045092,0,1,1,5,1,59,4.0943445622221,0,2,4,3,9,1,1,0,60.0
19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,3,1,0,13.0
39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,8,1,0,23.0
98,4.59511985013459,1,2,3,0,8,28,3.367295829986474,1,1,3,0,8,0,14,0,63.0
56,4.04305126783455,1,2,1,0,6,36,3.6109179126442243,1,0,1,1,6,4,4,0,46.0
58,4.07753744390572,1,1,3,2,8,34,3.5553480614894135,1,1,4,6,4,8,2,0,46.0
43,3.784189633918261,0,1,3,1,3,33,3.5263605246161616,0,0,3,5,3,0,1,0,38.0
78,4.3694478524670215,1,0,3,1,8,74,4.31748811353631,1,2,4,4,4,6,2,0,76.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,4,1,0,13.0
116,4.762173934797756,1,2,1,4,6,46,3.8501476017100584,1,1,1,4,6,8,2,0,81.0
22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,7,2,0,19.0
76,4.343805421853684,1,1,1,6,6,18,2.9444389791664403,1,0,3,4,8,7,2,0,47.0
83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1,0,43.0
101,4.624972813284271,0,2,1,3,1,49,3.912023005428146,0,1,4,0,9,7,1,0,75.0
22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,6,2,1,12.0
109,4.700480365792417,0,1,4,4,9,109,4.700480365792417,0,1,4,4,9,9,109,1,109.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,8,1,0,6.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,7,1,0,7.0
46,3.8501476017100584,1,1,1,4,6,12,2.5649493574615367,1,0,2,5,2,3,2,0,29.0
107,4.68213122712422,0,2,2,2,7,49,3.912023005428146,0,1,4,0,9,4,1,0,78.0
70,4.2626798770413155,1,1,0,0,0,36,3.6109179126442243,1,0,1,1,6,6,2,0,53.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,8,1,0,7.0
51,3.9512437185814275,0,0,1,2,1,29,3.4011973816621555,0,2,4,1,9,2,1,0,40.0
28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,4,4,0,18.0
86,4.465908118654584,1,2,1,2,6,66,4.204692619390966,1,0,1,3,6,0,2,0,76.0
90,4.51085950651685,1,0,0,6,0,22,3.1354942159291497,1,1,2,1,2,7,2,0,56.0
85,4.454347296253507,0,1,0,1,5,27,3.332204510175204,0,0,2,6,7,1,1,0,56.0
111,4.718498871295094,0,0,1,6,1,93,4.543294782270004,0,0,3,2,3,6,3,0,102.0
27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,9,1,0,25.0
110,4.709530201312334,1,2,0,5,0,108,4.6913478822291435,1,0,3,3,8,8,2,0,109.0
49,3.912023005428146,0,1,4,0,9,17,2.8903717578961645,0,2,2,3,7,6,1,0,33.0
113,4.736198448394496,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,0,1,0,64.0
104,4.653960350157523,1,2,4,6,4,90,4.51085950651685,1,0,0,6,0,7,2,0,97.0
86,4.465908118654584,1,2,1,2,6,30,3.4339872044851463,1,0,0,2,0,4,2,0,58.0
93,4.543294782270004,0,0,3,2,3,47,3.871201010907891,0,2,2,5,7,6,1,0,70.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,0,1,0,10.0
113,4.736198448394496,0,2,3,1,3,13,2.6390573296152584,0,1,3,6,3,9,1,0,63.0
95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,7,1,0,49.0
105,4.663439094112067,0,0,0,0,5,33,3.5263605246161616,0,0,3,5,3,2,3,0,69.0
26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,9,2,0,19.0
85,4.454347296253507,0,1,0,1,5,43,3.784189633918261,0,1,3,1,3,1,1,0,64.0
43,3.784189633918261,0,1,3,1,3,17,2.8903717578961645,0,2,2,3,7,3,1,0,30.0
115,4.7535901911063645,0,1,0,3,5,7,2.0794415416798357,0,1,2,0,7,7,1,0,61.0
112,4.727387818712341,1,1,2,0,2,54,4.007333185232471,1,0,4,5,4,7,2,0,83.0
96,4.574710978503383,1,0,1,5,6,18,2.9444389791664403,1,0,3,4,8,3,6,0,57.0
74,4.31748811353631,1,2,4,4,4,28,3.367295829986474,1,1,3,0,8,6,2,0,51.0
28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,3,2,0,23.0
58,4.07753744390572,1,1,3,2,8,28,3.367295829986474,1,1,3,0,8,8,2,0,43.0
43,3.784189633918261,0,1,3,1,3,27,3.332204510175204,0,0,2,6,7,4,1,0,35.0
87,4.477336814478207,0,0,2,3,7,45,3.828641396489095,0,0,0,3,5,4,3,0,66.0
91,4.5217885770490405,0,1,1,0,1,65,4.189654742026425,0,2,0,2,5,7,13,0,78.0
65,4.189654742026425,0,2,0,2,5,51,3.9512437185814275,0,0,1,2,1,2,1,0,58.0
62,4.143134726391533,1,2,2,6,2,24,3.2188758248682006,1,0,4,3,4,5,2,0,43.0
85,4.454347296253507,0,1,0,1,5,35,3.58351893845611,0,2,0,0,5,8,5,0,60.0
55,4.02535169073515,0,1,0,6,5,51,3.9512437185814275,0,0,1,2,1,4,1,0,53.0
50,3.9318256327243257,1,2,0,1,0,46,3.8501476017100584,1,1,1,4,6,2,2,0,48.0
120,4.795790545596741,1,0,0,1,0,28,3.367295829986474,1,1,3,0,8,0,4,0,74.0
67,4.219507705176107,0,1,2,4,7,39,3.6888794541139363,0,0,4,4,9,8,1,0,53.0
54,4.007333185232471,1,0,4,5,4,48,3.8918202981106265,1,0,3,6,8,3,6,0,51.0
56,4.04305126783455,1,2,1,0,6,14,2.70805020110221,1,2,4,0,4,2,14,1,35.0
103,4.6443908991413725,0,1,3,5,3,57,4.060443010546419,0,0,2,1,7,8,1,0,80.0
70,4.2626798770413155,1,1,0,0,0,56,4.04305126783455,1,2,1,0,6,3,14,0,63.0
25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,9,5,1,15.0
88,4.48863636973214,1,1,3,4,8,26,3.295836866004329,1,2,1,5,6,0,2,0,57.0
100,4.61512051684126,1,1,0,2,0,48,3.8918202981106265,1,0,3,6,8,7,4,0,74.0
100,4.61512051684126,1,1,0,2,0,40,3.713572066704308,1,1,0,5,0,6,20,0,70.0
100,4.61512051684126,1,1,0,2,0,70,4.2626798770413155,1,1,0,0,0,6,10,0,85.0
32,3.4965075614664802,1,2,2,4,2,28,3.367295829986474,1,1,3,0,8,9,4,0,30.0
16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,9,4,0,14.0
83,4.430816798843313,0,2,3,6,3,19,2.995732273553991,0,1,4,5,9,1,1,0,51.0
31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,4,1,0,23.0
72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,9,8,0,44.0
42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,1,22.0
66,4.204692619390966,1,0,1,3,6,28,3.367295829986474,1,1,3,0,8,9,2,0,47.0
112,4.727387818712341,1,1,2,0,2,52,3.970291913552122,1,1,2,3,2,0,4,0,82.0
27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,1,27,1,27.0
40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,0,2,0,27.0
28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,3,14,1,21.0
105,4.663439094112067,0,0,0,0,5,43,3.784189633918261,0,1,3,1,3,8,1,0,74.0
108,4.6913478822291435,1,0,3,3,8,66,4.204692619390966,1,0,1,3,6,2,6,0,87.0
74,4.31748811353631,1,2,4,4,4,38,3.6635616461296463,1,2,3,3,8,7,2,0,56.0
70,4.2626798770413155,1,1,0,0,0,20,3.044522437723423,1,2,0,6,0,8,10,0,45.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7,6,1,6.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1,0,7.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,8,2,0,11.0
53,3.9889840465642745,0,2,3,4,3,11,2.4849066497880004,0,2,1,4,1,4,1,0,32.0
77,4.356708826689592,0,2,2,0,7,25,3.258096538021482,0,1,0,4,5,8,1,0,51.0
109,4.700480365792417,0,1,4,4,9,103,4.6443908991413725,0,1,3,5,3,0,1,0,106.0
46,3.8501476017100584,1,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,0,2,0,27.0
86,4.465908118654584,1,2,1,2,6,60,4.110873864173311,1,0,0,4,0,0,2,0,73.0
45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,2,3,1,24.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,3,1,0,22.0
93,4.543294782270004,0,0,3,2,3,23,3.1780538303479458,0,2,3,2,3,6,1,0,58.0
15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,9,1,0,14.0
107,4.68213122712422,0,2,2,2,7,93,4.543294782270004,0,0,3,2,3,7,1,0,100.0
47,3.871201010907891,0,2,2,5,7,41,3.7376696182833684,0,2,1,6,1,6,1,0,44.0
94,4.553876891600541,1,1,4,3,4,60,4.110873864173311,1,0,0,4,0,3,2,0,77.0
120,4.795790545596741,1,0,0,1,0,46,3.8501476017100584,1,1,1,4,6,7,2,0,83.0
24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,8,2,0,17.0
70,4.2626798770413155,1,1,0,0,0,50,3.9318256327243257,1,2,0,1,0,9,10,0,60.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,5,1,0,11.0
110,4.709530201312334,1,2,0,5,0,30,3.4339872044851463,1,0,0,2,0,5,10,0,70.0
64,4.174387269895637,1,1,4,1,4,54,4.007333185232471,1,0,4,5,4,8,2,0,59.0
60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,1,4,0,34.0
29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,4,1,0,26.0
10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,2,0,8.0
80,4.394449154672439,1,2,0,3,0,64,4.174387269895637,1,1,4,1,4,2,16,0,72.0
91,4.5217885770490405,0,1,1,0,1,69,4.248495242049359,0,0,4,6,9,7,1,0,80.0
54,4.007333185232471,1,0,4,5,4,52,3.970291913552122,1,1,2,3,2,7,2,0,53.0
104,4.653960350157523,1,2,4,6,4,12,2.5649493574615367,1,0,2,5,2,7,4,0,58.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,6,10,0,25.0
117,4.770684624465665,0,0,2,5,7,115,4.7535901911063645,0,1,0,3,5,4,1,0,116.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,6,1,9.0
69,4.248495242049359,0,0,4,6,9,31,3.4657359027997265,0,1,1,3,1,2,1,0,50.0
85,4.454347296253507,0,1,0,1,5,23,3.1780538303479458,0,2,3,2,3,9,1,0,54.0
39,3.6888794541139363,0,0,4,4,9,39,3.6888794541139363,0,0,4,4,9,0,39,1,39.0
44,3.8066624897703196,1,2,4,2,4,44,3.8066624897703196,1,2,4,2,4,9,44,1,44.0
75,4.330733340286331,0,0,0,5,5,35,3.58351893845611,0,2,0,0,5,1,5,0,55.0
70,4.2626798770413155,1,1,0,0,0,48,3.8918202981106265,1,0,3,6,8,4,2,0,59.0
56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,2,4,1,30.0
63,4.1588830833596715,0,0,3,0,3,53,3.9889840465642745,0,2,3,4,3,5,1,0,58.0
87,4.477336814478207,0,0,2,3,7,13,2.6390573296152584,0,1,3,6,3,5,1,0,50.0
109,4.700480365792417,0,1,4,4,9,57,4.060443010546419,0,0,2,1,7,9,1,0,83.0
91,4.5217885770490405,0,1,1,0,1,57,4.060443010546419,0,0,2,1,7,9,1,0,74.0
25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,9,1,0,24.0
36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,2,4,0,32.0
100,4.61512051684126,1,1,0,2,0,28,3.367295829986474,1,1,3,0,8,7,4,0,64.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,8,1,0,11.0
15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,6,15,1,15.0
74,4.31748811353631,1,2,4,4,4,42,3.7612001156935624,1,0,2,0,2,2,2,0,58.0
52,3.970291913552122,1,1,2,3,2,26,3.295836866004329,1,2,1,5,6,6,26,1,39.0
84,4.442651256490317,1,0,4,0,4,36,3.6109179126442243,1,0,1,1,6,3,12,0,60.0
40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,3,40,1,40.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,6,1,6.0
79,4.382026634673881,0,1,4,2,9,9,2.302585092994046,0,0,4,2,9,3,1,0,44.0
94,4.553876891600541,1,1,4,3,4,16,2.833213344056216,1,1,1,2,6,0,2,0,55.0
40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,0,2,0,31.0
28,3.367295829986474,1,1,3,0,8,26,3.295836866004329,1,2,1,5,6,3,2,0,27.0
59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,5,1,0,32.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,9,2,1,4.0
102,4.634728988229636,1,0,2,4,2,62,4.143134726391533,1,2,2,6,2,4,2,0,82.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,5,7,1,7.0
61,4.127134385045092,0,1,1,5,1,29,3.4011973816621555,0,2,4,1,9,7,1,0,45.0
65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,3,1,0,34.0
111,4.718498871295094,0,0,1,6,1,63,4.1588830833596715,0,0,3,0,3,5,3,0,87.0
54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,4,2,0,34.0
72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,6,2,0,43.0
30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,3,6,0,21.0
118,4.77912349311153,1,1,3,6,8,12,2.5649493574615367,1,0,2,5,2,6,2,0,65.0
66,4.204692619390966,1,0,1,3,6,60,4.110873864173311,1,0,0,4,0,2,6,0,63.0
38,3.6635616461296463,1,2,3,3,8,28,3.367295829986474,1,1,3,0,8,0,2,0,33.0
113,4.736198448394496,0,2,3,1,3,75,4.330733340286331,0,0,0,5,5,9,1,0,94.0
31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,7,1,0,27.0
100,4.61512051684126,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,4,4,0,54.0
16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,4,4,1,10.0
45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,8,3,0,33.0
32,3.4965075614664802,1,2,2,4,2,20,3.044522437723423,1,2,0,6,0,9,4,0,26.0
107,4.68213122712422,0,2,2,2,7,59,4.0943445622221,0,2,4,3,9,2,1,0,83.0
49,3.912023005428146,0,1,4,0,9,33,3.5263605246161616,0,0,3,5,3,8,1,0,41.0
16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,3,16,1,16.0
114,4.74493212836325,1,0,4,2,4,92,4.532599493153256,1,2,2,1,2,4,2,0,103.0
120,4.795790545596741,1,0,0,1,0,32,3.4965075614664802,1,2,2,4,2,1,8,0,76.0
83,4.430816798843313,0,2,3,6,3,27,3.332204510175204,0,0,2,6,7,9,1,0,55.0
77,4.356708826689592,0,2,2,0,7,33,3.5263605246161616,0,0,3,5,3,8,11,0,55.0
74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,2,0,39.0
40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,4,1,22.0
115,4.7535901911063645,0,1,0,3,5,41,3.7376696182833684,0,2,1,6,1,7,1,0,78.0
119,4.787491742782046,0,2,4,0,9,19,2.995732273553991,0,1,4,5,9,9,1,0,69.0
88,4.48863636973214,1,1,3,4,8,64,4.174387269895637,1,1,4,1,4,0,8,0,76.0
39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,1,1,0,22.0
67,4.219507705176107,0,1,2,4,7,25,3.258096538021482,0,1,0,4,5,5,1,0,46.0
41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,3,1,0,23.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,1,10,0,25.0
18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,2,2,0,14.0
99,4.605170185988092,0,0,4,1,9,35,3.58351893845611,0,2,0,0,5,4,1,0,67.0
102,4.634728988229636,1,0,2,4,2,88,4.48863636973214,1,1,3,4,8,2,2,0,95.0
45,3.828641396489095,0,0,0,3,5,43,3.784189633918261,0,1,3,1,3,8,1,0,44.0
104,4.653960350157523,1,2,4,6,4,40,3.713572066704308,1,1,0,5,0,3,8,0,72.0
38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,8,2,0,23.0
13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,6,1,0,11.0
55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,8,1,0,34.0
42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,5,6,0,30.0
95,4.564348191467836,0,2,0,4,5,79,4.382026634673881,0,1,4,2,9,4,1,0,87.0
94,4.553876891600541,1,1,4,3,4,84,4.442651256490317,1,0,4,0,4,0,2,0,89.0
17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,2,1,0,12.0
49,3.912023005428146,0,1,4,0,9,33,3.5263605246161616,0,0,3,5,3,0,1,0,41.0
29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,4,1,0,18.0
108,4.6913478822291435,1,0,3,3,8,84,4.442651256490317,1,0,4,0,4,5,12,0,96.0
33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,0,1,2,0,7,3,1,0,20.0
55,4.02535169073515,0,1,0,6,5,31,3.4657359027997265,0,1,1,3,1,8,1,0,43.0
8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,1,5.0
41,3.7376696182833684,0,2,1,6,1,39,3.6888794541139363,0,0,4,4,9,5,1,0,40.0
65,4.189654742026425,0,2,0,2,5,39,3.6888794541139363,0,0,4,4,9,6,13,0,52.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,6,1,0,10.0
113,4.736198448394496,0,2,3,1,3,31,3.4657359027997265,0,1,1,3,1,2,1,0,72.0
66,4.204692619390966,1,0,1,3,6,50,3.9318256327243257,1,2,0,1,0,4,2,0,58.0
43,3.784189633918261,0,1,3,1,3,43,3.784189633918261,0,1,3,1,3,9,43,1,43.0
59,4.0943445622221,0,2,4,3,9,35,3.58351893845611,0,2,0,0,5,4,1,0,47.0
106,4.672828834461906,1,1,1,1,6,24,3.2188758248682006,1,0,4,3,4,6,2,0,65.0
99,4.605170185988092,0,0,4,1,9,11,2.4849066497880004,0,2,1,4,1,3,11,1,55.0
98,4.59511985013459,1,2,3,0,8,44,3.8066624897703196,1,2,4,2,4,3,2,0,71.0
88,4.48863636973214,1,1,3,4,8,72,4.290459441148391,1,0,2,2,2,4,8,0,80.0
21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,3,3,0,15.0
58,4.07753744390572,1,1,3,2,8,34,3.5553480614894135,1,1,4,6,4,7,2,0,46.0
110,4.709530201312334,1,2,0,5,0,64,4.174387269895637,1,1,4,1,4,7,2,0,87.0
35,3.58351893845611,0,2,0,0,5,29,3.4011973816621555,0,2,4,1,9,8,1,0,32.0
93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,4,3,1,48.0
104,4.653960350157523,1,2,4,6,4,98,4.59511985013459,1,2,3,0,8,1,2,0,101.0
41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,8,1,0,33.0
53,3.9889840465642745,0,2,3,4,3,37,3.6375861597263857,0,1,2,2,7,1,1,0,45.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,5,1,0,22.0
102,4.634728988229636,1,0,2,4,2,20,3.044522437723423,1,2,0,6,0,7,2,0,61.0
86,4.465908118654584,1,2,1,2,6,68,4.23410650459726,1,2,3,5,8,3,2,0,77.0
