slot_person_a,slot_person_b,slot_a_current_age,slot_a_current_age_abs_log1p,slot_a_current_age_is_even,slot_a_current_age_mod3,slot_a_current_age_mod5,slot_a_current_age_mod7,slot_a_current_age_mod10,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_multiple,slot_multiple_abs_log1p,slot_multiple_is_even,slot_multiple_mod3,slot_multiple_mod5,slot_multiple_mod7,slot_multiple_mod10,gcd_all,n_multiple_pairs,y
6,2,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,8.0
8,7,97,4.584967478670572,0,1,2,6,7,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
2,7,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,11.0
5,9,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,9.0
6,6,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,15.0
0,0,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,7.0
2,9,53,3.9889840465642745,0,2,3,4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,13.0
4,7,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,6.0
8,2,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,21.0
7,5,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,6.0
9,5,95,4.564348191467836,0,2,0,4,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,35.0
9,0,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,11.0
4,1,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,25.0
7,0,48,3.8918202981106265,1,0,3,6,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,3,21.0
6,8,76,4.343805421853684,1,1,1,6,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,28.0
1,2,92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,50.0
5,1,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,22.0
4,1,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,45.0
2,3,97,4.584967478670572,0,1,2,6,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,34.0
5,8,99,4.605170185988092,0,0,4,1,9,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,36.0
9,5,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,44.0
1,2,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,37.0
0,5,82,4.418840607796598,1,1,2,5,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,48.0
8,4,79,4.382026634673881,0,1,4,2,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,28.0
4,7,117,4.770684624465665,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,1,36.0
1,1,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,24.0
8,8,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,39.0
3,3,43,3.784189633918261,0,1,3,1,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
1,4,94,4.553876891600541,1,1,4,3,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,22.0
3,8,71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,43.0
0,5,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,12.0
1,4,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,14.0
8,5,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
5,7,82,4.418840607796598,1,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
3,2,87,4.477336814478207,0,0,2,3,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,27.0
8,8,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,13.0
3,9,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,31.0
9,6,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
5,2,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
3,1,120,4.795790545596741,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,3,36.0
3,7,95,4.564348191467836,0,2,0,4,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,39.0
0,1,103,4.6443908991413725,0,1,3,5,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,37.0
2,0,87,4.477336814478207,0,0,2,3,7,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,33.0
1,6,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,18.0
9,9,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,12.0
8,0,89,4.499809670330265,0,2,4,5,9,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,37.0
0,8,72,4.290459441148391,1,0,2,2,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,34.0
4,2,111,4.718498871295094,0,0,1,6,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,39.0
2,0,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,39.0
5,1,42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,24.0
9,3,51,3.9512437185814275,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,25.0
1,1,53,3.9889840465642745,0,2,3,4,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,25.0
9,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,32.0
4,0,86,4.465908118654584,1,2,1,2,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,26.0
7,2,91,4.5217885770490405,0,1,1,0,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,23.0
7,1,67,4.219507705176107,0,1,2,4,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,23.0
1,0,98,4.59511985013459,1,2,3,0,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,30.0
5,9,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,13.0
5,7,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,10.0
2,4,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,22.0
6,9,100,4.61512051684126,1,1,0,2,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,32.0
5,4,67,4.219507705176107,0,1,2,4,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,41.0
1,5,67,4.219507705176107,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
4,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,4.0
6,7,82,4.418840607796598,1,1,2,5,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,26.0
3,1,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,18.0
8,6,46,3.8501476017100584,1,1,1,4,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,29.0
6,8,52,3.970291913552122,1,1,2,3,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,24.0
7,9,113,4.736198448394496,0,2,3,1,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,45.0
8,1,44,3.8066624897703196,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,22.0
3,1,91,4.5217885770490405,0,1,1,0,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,23.0
8,5,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,16.0
6,6,52,3.970291913552122,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,16.0
9,9,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,20.0
5,2,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,21.0
8,7,104,4.653960350157523,1,2,4,6,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,24.0
2,3,93,4.543294782270004,0,0,3,2,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,39.0
3,7,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,19.0
5,5,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
5,9,110,4.709530201312334,1,2,0,5,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,44.0
6,5,65,4.189654742026425,0,2,0,2,5,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
2,7,48,3.8918202981106265,1,0,3,6,8,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,29.0
2,7,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,34.0
8,0,114,4.74493212836325,1,0,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,26.0
8,4,42,3.7612001156935624,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,20.0
8,6,102,4.634728988229636,1,0,2,4,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,42.0
2,7,76,4.343805421853684,1,1,1,6,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,44.0
1,8,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,21.0
1,7,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,13.0
0,8,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,8.0
7,8,108,4.6913478822291435,1,0,3,3,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,46.0
6,1,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,19.0
9,5,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,23.0
7,6,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,45.0
9,7,59,4.0943445622221,0,2,4,3,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,19.0
0,8,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,14.0
2,8,46,3.8501476017100584,1,1,1,4,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,22.0
9,1,98,4.59511985013459,1,2,3,0,8,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,42.0
0,5,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,20.0
6,5,108,4.6913478822291435,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,40.0
8,3,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,13.0
4,0,91,4.5217885770490405,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,28.0
8,8,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,10.0
9,9,108,4.6913478822291435,1,0,3,3,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,32.0
4,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,14.0
8,3,94,4.553876891600541,1,1,4,3,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,28.0
3,0,75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,1,30.0
1,8,115,4.7535901911063645,0,1,0,3,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,2,31.0
6,9,103,4.6443908991413725,0,1,3,5,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,27.0
0,5,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
5,4,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,27.0
4,5,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,14.0
4,7,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,11.0
2,4,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,28.0
7,6,79,4.382026634673881,0,1,4,2,9,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
6,0,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,29.0
2,7,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,15.0
5,4,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,12.0
7,0,69,4.248495242049359,0,0,4,6,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,27.0
9,6,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,20.0
0,5,116,4.762173934797756,1,2,1,4,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,64.0
1,1,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
5,6,105,4.663439094112067,0,0,0,0,5,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,3,45.0
7,4,79,4.382026634673881,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,35.0
5,2,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,11.0
3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,4.0
4,8,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
6,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,6.0
0,2,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,29.0
1,0,40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,19.0
4,2,92,4.532599493153256,1,2,2,1,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,24.0
5,6,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,14.0
0,7,120,4.795790545596741,1,0,0,1,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,3,66.0
1,8,103,4.6443908991413725,0,1,3,5,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
0,2,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,19.0
2,5,72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,30.0
1,8,57,4.060443010546419,0,0,2,1,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
1,7,32,3.4965075614664802,1,2,2,4,2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,20.0
5,8,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,21.0
6,7,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,39.0
9,9,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,22.0
3,8,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,20.0
9,0,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
6,1,65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,23.0
5,7,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,11.0
0,5,117,4.770684624465665,0,0,2,5,7,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,29.0
4,9,97,4.584967478670572,0,1,2,6,7,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
1,0,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,14.0
8,7,97,4.584967478670572,0,1,2,6,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,34.0
8,5,91,4.5217885770490405,0,1,1,0,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,53.0
7,3,108,4.6913478822291435,1,0,3,3,8,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,59.0
0,1,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,10.0
9,8,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
7,3,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,14.0
1,3,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,10.0
3,3,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,20.0
3,1,91,4.5217885770490405,0,1,1,0,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,27.0
6,5,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,27.0
0,6,52,3.970291913552122,1,1,2,3,2,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,1,26.0
9,5,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,9.0
7,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,3.0
2,2,86,4.465908118654584,1,2,1,2,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,32.0
7,9,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,15.0
3,6,85,4.454347296253507,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,22.0
9,8,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
3,8,67,4.219507705176107,0,1,2,4,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,25.0
7,2,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,17.0
7,3,53,3.9889840465642745,0,2,3,4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,13.0
0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,7.0
3,8,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,5.0
6,5,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,19.0
3,1,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,20.0
1,5,95,4.564348191467836,0,2,0,4,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,37.0
1,2,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,21.0
6,5,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,15.0
0,2,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,19.0
5,0,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,15.0
6,4,106,4.672828834461906,1,1,1,1,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,22.0
6,0,89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
1,4,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,39.0
0,7,91,4.5217885770490405,0,1,1,0,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
9,1,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,16.0
4,2,114,4.74493212836325,1,0,4,2,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,59.0
5,1,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,50.0
9,1,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,14.0
