slot_num_people,slot_num_people_abs_log1p,slot_num_people_is_even,slot_num_people_mod3,slot_num_people_mod5,slot_num_people_mod7,slot_num_people_mod10,slot_payer_name,slot_currency,slot_total_bill,slot_total_bill_abs_log1p,slot_total_bill_mod3,slot_total_bill_mod7,slot_tip_percent,slot_tip_percent_abs_log1p,slot_tip_percent_is_even,slot_tip_percent_mod3,slot_tip_percent_mod5,slot_tip_percent_mod7,slot_tip_percent_mod10,gcd_all,n_multiple_pairs,y
2,1.0986122886681098,1,2,2,2,2,4,0,780,6.660575149839686,0,3,10,2.3978952727983707,1,1,0,3,0,2,3,468.0
3,1.3862943611198906,0,0,3,3,3,7,3,660,6.493753839851686,0,2,5,1.791759469228055,0,2,0,5,5,1,2,253.0
2,1.0986122886681098,1,2,2,2,2,6,3,600,6.398594934535208,0,5,5,1.791759469228055,0,2,0,5,5,1,2,330.0
5,1.791759469228055,0,2,0,5,5,3,0,380,5.942799375126701,2,2,5,1.791759469228055,0,2,0,5,5,5,3,95.0
6,1.9459101490553132,1,0,1,6,6,6,2,2100,7.650168700845001,0,0,18,2.9444389791664403,1,0,3,4,8,6,2,728.0
3,1.3862943611198906,0,0,3,3,3,3,1,300,5.707110264748875,0,6,5,1.791759469228055,0,2,0,5,5,1,2,115.0
3,1.3862943611198906,0,0,3,3,3,2,0,720,6.580639137284949,0,6,20,3.044522437723423,1,2,0,6,0,1,2,384.0
6,1.9459101490553132,1,0,1,6,6,5,0,1440,7.273092595999522,0,5,18,2.9444389791664403,1,0,3,4,8,6,3,499.2
3,1.3862943611198906,0,0,3,3,3,7,3,1260,7.13966033596492,0,0,15,2.772588722239781,0,0,0,1,5,3,3,609.0
5,1.791759469228055,0,2,0,5,5,4,1,100,4.61512051684126,1,2,18,2.9444389791664403,1,0,3,4,8,1,1,38.0
3,1.3862943611198906,0,0,3,3,3,4,2,1500,7.313886831633462,0,2,18,2.9444389791664403,1,0,3,4,8,3,2,770.0
2,1.0986122886681098,1,2,2,2,2,5,1,500,6.2166061010848646,2,3,15,2.772588722239781,0,0,0,1,5,1,1,325.0
2,1.0986122886681098,1,2,2,2,2,7,1,400,5.993961427306569,1,1,25,3.258096538021482,0,1,0,4,5,1,2,300.0
3,1.3862943611198906,0,0,3,3,3,1,1,120,4.795790545596741,0,1,25,3.258096538021482,0,1,0,4,5,1,1,70.0
3,1.3862943611198906,0,0,3,3,3,1,3,900,6.803505257608338,0,4,20,3.044522437723423,1,2,0,6,0,1,2,480.0
3,1.3862943611198906,0,0,3,3,3,7,1,660,6.493753839851686,0,2,15,2.772588722239781,0,0,0,1,5,3,3,319.0
3,1.3862943611198906,0,0,3,3,3,7,2,420,6.042632833682381,0,0,22,3.1354942159291497,1,1,2,1,2,1,1,232.4
6,1.9459101490553132,1,0,1,6,6,6,2,1020,6.928537818164665,0,5,18,2.9444389791664403,1,0,3,4,8,6,2,353.6
5,1.791759469228055,0,2,0,5,5,5,2,680,6.523562306149512,2,1,30,3.4339872044851463,1,0,0,2,0,5,2,340.0
5,1.791759469228055,0,2,0,5,5,5,2,660,6.493753839851686,0,2,15,2.772588722239781,0,0,0,1,5,5,3,231.0
6,1.9459101490553132,1,0,1,6,6,7,2,480,6.175867270105761,0,4,22,3.1354942159291497,1,1,2,1,2,2,1,185.6
6,1.9459101490553132,1,0,1,6,6,4,1,2040,7.621195162809845,0,3,10,2.3978952727983707,1,1,0,3,0,2,2,544.0
2,1.0986122886681098,1,2,2,2,2,5,0,220,5.3981627015177525,1,3,30,3.4339872044851463,1,0,0,2,0,2,2,176.0
3,1.3862943611198906,0,0,3,3,3,0,3,1620,7.390798521735676,0,3,10,2.3978952727983707,1,1,0,3,0,1,2,702.0
2,1.0986122886681098,1,2,2,2,2,6,3,240,5.484796933490655,0,2,15,2.772588722239781,0,0,0,1,5,1,2,156.0
2,1.0986122886681098,1,2,2,2,2,3,0,660,6.493753839851686,0,2,20,3.044522437723423,1,2,0,6,0,2,3,462.0
6,1.9459101490553132,1,0,1,6,6,1,3,1680,7.427144133408616,0,0,25,3.258096538021482,0,1,0,4,5,1,1,700.0
3,1.3862943611198906,0,0,3,3,3,2,0,960,6.8679744089702925,0,1,5,1.791759469228055,0,2,0,5,5,1,2,368.0
4,1.6094379124341003,1,1,4,4,4,2,1,320,5.771441123130016,2,5,22,3.1354942159291497,1,1,2,1,2,2,1,150.4
3,1.3862943611198906,0,0,3,3,3,4,0,2220,7.7057128238944275,0,1,20,3.044522437723423,1,2,0,6,0,1,2,1184.0
5,1.791759469228055,0,2,0,5,5,3,1,220,5.3981627015177525,1,3,15,2.772588722239781,0,0,0,1,5,5,2,77.0
6,1.9459101490553132,1,0,1,6,6,2,0,540,6.293419278846481,0,1,15,2.772588722239781,0,0,0,1,5,3,2,171.0
6,1.9459101490553132,1,0,1,6,6,6,3,840,6.734591659972948,0,0,22,3.1354942159291497,1,1,2,1,2,2,1,324.8
3,1.3862943611198906,0,0,3,3,3,2,3,1020,6.928537818164665,0,5,10,2.3978952727983707,1,1,0,3,0,1,2,442.0
4,1.6094379124341003,1,1,4,4,4,6,2,220,5.3981627015177525,1,3,22,3.1354942159291497,1,1,2,1,2,2,2,103.4
4,1.6094379124341003,1,1,4,4,4,5,1,420,6.042632833682381,0,0,5,1.791759469228055,0,2,0,5,5,1,2,126.0
6,1.9459101490553132,1,0,1,6,6,5,1,2100,7.650168700845001,0,0,20,3.044522437723423,1,2,0,6,0,2,2,770.0
2,1.0986122886681098,1,2,2,2,2,2,0,640,6.46302945692067,1,3,22,3.1354942159291497,1,1,2,1,2,2,2,460.8
4,1.6094379124341003,1,1,4,4,4,3,2,40,3.713572066704308,1,5,5,1.791759469228055,0,2,0,5,5,1,2,12.0
4,1.6094379124341003,1,1,4,4,4,3,1,280,5.638354669333745,1,0,25,3.258096538021482,0,1,0,4,5,1,1,140.0
3,1.3862943611198906,0,0,3,3,3,3,1,1200,7.0909098220799835,0,3,5,1.791759469228055,0,2,0,5,5,1,2,460.0
4,1.6094379124341003,1,1,4,4,4,6,2,180,5.198497031265826,0,5,5,1.791759469228055,0,2,0,5,5,1,2,54.0
2,1.0986122886681098,1,2,2,2,2,3,3,160,5.081404364984463,1,6,30,3.4339872044851463,1,0,0,2,0,2,2,128.0
6,1.9459101490553132,1,0,1,6,6,7,2,1140,7.039660349862076,0,6,22,3.1354942159291497,1,1,2,1,2,2,1,440.8
4,1.6094379124341003,1,1,4,4,4,7,3,420,6.042632833682381,0,0,20,3.044522437723423,1,2,0,6,0,4,3,189.0
6,1.9459101490553132,1,0,1,6,6,5,3,660,6.493753839851686,0,2,30,3.4339872044851463,1,0,0,2,0,6,3,308.0
4,1.6094379124341003,1,1,4,4,4,0,1,580,6.364750756851911,1,6,25,3.258096538021482,0,1,0,4,5,1,1,290.0
5,1.791759469228055,0,2,0,5,5,6,1,640,6.46302945692067,1,3,25,3.258096538021482,0,1,0,4,5,5,2,288.0
4,1.6094379124341003,1,1,4,4,4,3,0,580,6.364750756851911,1,6,30,3.4339872044851463,1,0,0,2,0,2,1,319.0
2,1.0986122886681098,1,2,2,2,2,7,3,440,6.089044875446846,2,6,5,1.791759469228055,0,2,0,5,5,1,2,242.0
5,1.791759469228055,0,2,0,5,5,0,2,220,5.3981627015177525,1,3,5,1.791759469228055,0,2,0,5,5,5,3,55.0
4,1.6094379124341003,1,1,4,4,4,1,2,300,5.707110264748875,0,6,15,2.772588722239781,0,0,0,1,5,1,2,120.0
5,1.791759469228055,0,2,0,5,5,2,3,780,6.660575149839686,0,3,5,1.791759469228055,0,2,0,5,5,5,3,195.0
4,1.6094379124341003,1,1,4,4,4,3,0,800,6.68586094706836,2,2,25,3.258096538021482,0,1,0,4,5,1,2,400.0
5,1.791759469228055,0,2,0,5,5,4,0,240,5.484796933490655,0,2,20,3.044522437723423,1,2,0,6,0,5,3,96.0
2,1.0986122886681098,1,2,2,2,2,6,3,780,6.660575149839686,0,3,18,2.9444389791664403,1,0,3,4,8,2,2,530.4
5,1.791759469228055,0,2,0,5,5,6,3,740,6.608000625296087,2,5,18,2.9444389791664403,1,0,3,4,8,1,1,281.2
3,1.3862943611198906,0,0,3,3,3,0,1,1080,6.985641817639208,0,2,25,3.258096538021482,0,1,0,4,5,1,1,630.0
3,1.3862943611198906,0,0,3,3,3,4,3,1800,7.496097345175956,0,1,10,2.3978952727983707,1,1,0,3,0,1,2,780.0
5,1.791759469228055,0,2,0,5,5,0,2,80,4.394449154672439,2,3,25,3.258096538021482,0,1,0,4,5,5,2,36.0
5,1.791759469228055,0,2,0,5,5,3,0,380,5.942799375126701,2,2,30,3.4339872044851463,1,0,0,2,0,5,2,190.0
2,1.0986122886681098,1,2,2,2,2,7,2,500,6.2166061010848646,2,3,20,3.044522437723423,1,2,0,6,0,2,3,350.0
2,1.0986122886681098,1,2,2,2,2,1,0,780,6.660575149839686,0,3,25,3.258096538021482,0,1,0,4,5,1,1,585.0
3,1.3862943611198906,0,0,3,3,3,1,1,2160,7.6783263565068856,0,4,30,3.4339872044851463,1,0,0,2,0,3,3,1368.0
4,1.6094379124341003,1,1,4,4,4,3,3,280,5.638354669333745,1,0,5,1.791759469228055,0,2,0,5,5,1,2,84.0
2,1.0986122886681098,1,2,2,2,2,3,0,140,4.948759890378168,2,0,15,2.772588722239781,0,0,0,1,5,1,1,91.0
3,1.3862943611198906,0,0,3,3,3,6,1,1200,7.0909098220799835,0,3,22,3.1354942159291497,1,1,2,1,2,1,1,664.0
6,1.9459101490553132,1,0,1,6,6,0,3,1980,7.591357046698551,0,6,15,2.772588722239781,0,0,0,1,5,3,2,627.0
4,1.6094379124341003,1,1,4,4,4,7,3,320,5.771441123130016,2,5,10,2.3978952727983707,1,1,0,3,0,2,2,112.0
2,1.0986122886681098,1,2,2,2,2,7,1,200,5.303304908059076,2,4,18,2.9444389791664403,1,0,3,4,8,2,2,136.0
5,1.791759469228055,0,2,0,5,5,5,2,240,5.484796933490655,0,2,15,2.772588722239781,0,0,0,1,5,5,3,84.0
3,1.3862943611198906,0,0,3,3,3,3,1,2400,7.783640596221253,0,6,15,2.772588722239781,0,0,0,1,5,3,3,1160.0
6,1.9459101490553132,1,0,1,6,6,5,3,1140,7.039660349862076,0,6,15,2.772588722239781,0,0,0,1,5,3,2,361.0
2,1.0986122886681098,1,2,2,2,2,2,1,720,6.580639137284949,0,6,30,3.4339872044851463,1,0,0,2,0,2,3,576.0
2,1.0986122886681098,1,2,2,2,2,2,3,620,6.431331081933479,2,4,22,3.1354942159291497,1,1,2,1,2,2,2,446.4
2,1.0986122886681098,1,2,2,2,2,6,3,640,6.46302945692067,1,3,25,3.258096538021482,0,1,0,4,5,1,1,480.0
3,1.3862943611198906,0,0,3,3,3,5,0,1920,7.560601162768557,0,2,30,3.4339872044851463,1,0,0,2,0,3,3,1216.0
5,1.791759469228055,0,2,0,5,5,7,2,340,5.831882477283517,1,4,25,3.258096538021482,0,1,0,4,5,5,2,153.0
4,1.6094379124341003,1,1,4,4,4,0,2,420,6.042632833682381,0,0,22,3.1354942159291497,1,1,2,1,2,2,1,197.4
4,1.6094379124341003,1,1,4,4,4,2,2,760,6.634633357861686,1,4,5,1.791759469228055,0,2,0,5,5,1,2,228.0
5,1.791759469228055,0,2,0,5,5,5,3,380,5.942799375126701,2,2,30,3.4339872044851463,1,0,0,2,0,5,2,190.0
2,1.0986122886681098,1,2,2,2,2,0,2,420,6.042632833682381,0,0,15,2.772588722239781,0,0,0,1,5,1,2,273.0
3,1.3862943611198906,0,0,3,3,3,4,3,2400,7.783640596221253,0,6,20,3.044522437723423,1,2,0,6,0,1,2,1280.0
5,1.791759469228055,0,2,0,5,5,3,2,560,6.329720905522696,2,0,10,2.3978952727983707,1,1,0,3,0,5,3,168.0
3,1.3862943611198906,0,0,3,3,3,3,2,1980,7.591357046698551,0,6,20,3.044522437723423,1,2,0,6,0,1,2,1056.0
6,1.9459101490553132,1,0,1,6,6,2,2,1680,7.427144133408616,0,0,22,3.1354942159291497,1,1,2,1,2,2,1,649.6
5,1.791759469228055,0,2,0,5,5,6,1,760,6.634633357861686,1,4,10,2.3978952727983707,1,1,0,3,0,5,3,228.0
5,1.791759469228055,0,2,0,5,5,2,1,140,4.948759890378168,2,0,15,2.772588722239781,0,0,0,1,5,5,2,49.0
6,1.9459101490553132,1,0,1,6,6,6,0,1560,7.353081920515432,0,6,30,3.4339872044851463,1,0,0,2,0,6,3,728.0
4,1.6094379124341003,1,1,4,4,4,3,1,300,5.707110264748875,0,6,5,1.791759469228055,0,2,0,5,5,1,2,90.0
2,1.0986122886681098,1,2,2,2,2,3,3,580,6.364750756851911,1,6,5,1.791759469228055,0,2,0,5,5,1,2,319.0
3,1.3862943611198906,0,0,3,3,3,1,0,2220,7.7057128238944275,0,1,18,2.9444389791664403,1,0,3,4,8,3,2,1139.6
6,1.9459101490553132,1,0,1,6,6,7,0,960,6.8679744089702925,0,1,30,3.4339872044851463,1,0,0,2,0,6,3,448.0
3,1.3862943611198906,0,0,3,3,3,5,2,2040,7.621195162809845,0,3,22,3.1354942159291497,1,1,2,1,2,1,1,1128.8
6,1.9459101490553132,1,0,1,6,6,0,3,420,6.042632833682381,0,0,15,2.772588722239781,0,0,0,1,5,3,2,133.0
3,1.3862943611198906,0,0,3,3,3,5,1,840,6.734591659972948,0,0,18,2.9444389791664403,1,0,3,4,8,3,2,431.2
4,1.6094379124341003,1,1,4,4,4,3,2,540,6.293419278846481,0,1,22,3.1354942159291497,1,1,2,1,2,2,1,253.8
3,1.3862943611198906,0,0,3,3,3,1,0,2400,7.783640596221253,0,6,5,1.791759469228055,0,2,0,5,5,1,2,920.0
5,1.791759469228055,0,2,0,5,5,2,1,340,5.831882477283517,1,4,25,3.258096538021482,0,1,0,4,5,5,2,153.0
6,1.9459101490553132,1,0,1,6,6,5,1,1860,7.528869256642251,0,5,25,3.258096538021482,0,1,0,4,5,1,1,775.0
2,1.0986122886681098,1,2,2,2,2,7,3,300,5.707110264748875,0,6,18,2.9444389791664403,1,0,3,4,8,2,2,204.0
4,1.6094379124341003,1,1,4,4,4,4,3,360,5.8888779583328805,0,3,15,2.772588722239781,0,0,0,1,5,1,2,144.0
2,1.0986122886681098,1,2,2,2,2,7,0,740,6.608000625296087,2,5,25,3.258096538021482,0,1,0,4,5,1,1,555.0
6,1.9459101490553132,1,0,1,6,6,0,0,1140,7.039660349862076,0,6,20,3.044522437723423,1,2,0,6,0,2,2,418.0
4,1.6094379124341003,1,1,4,4,4,0,1,520,6.255750041753367,1,2,20,3.044522437723423,1,2,0,6,0,4,3,234.0
6,1.9459101490553132,1,0,1,6,6,1,0,600,6.398594934535208,0,5,15,2.772588722239781,0,0,0,1,5,3,2,190.0
5,1.791759469228055,0,2,0,5,5,3,3,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,5,2,189.0
6,1.9459101490553132,1,0,1,6,6,4,1,2160,7.6783263565068856,0,4,25,3.258096538021482,0,1,0,4,5,1,1,900.0
4,1.6094379124341003,1,1,4,4,4,0,2,480,6.175867270105761,0,4,5,1.791759469228055,0,2,0,5,5,1,2,144.0
6,1.9459101490553132,1,0,1,6,6,3,2,2040,7.621195162809845,0,3,18,2.9444389791664403,1,0,3,4,8,6,2,707.2
4,1.6094379124341003,1,1,4,4,4,2,3,140,4.948759890378168,2,0,18,2.9444389791664403,1,0,3,4,8,2,1,60.2
4,1.6094379124341003,1,1,4,4,4,5,0,540,6.293419278846481,0,1,25,3.258096538021482,0,1,0,4,5,1,1,270.0
2,1.0986122886681098,1,2,2,2,2,7,3,140,4.948759890378168,2,0,25,3.258096538021482,0,1,0,4,5,1,1,105.0
4,1.6094379124341003,1,1,4,4,4,3,1,680,6.523562306149512,2,1,18,2.9444389791664403,1,0,3,4,8,2,1,292.4
5,1.791759469228055,0,2,0,5,5,7,0,120,4.795790545596741,0,1,5,1.791759469228055,0,2,0,5,5,5,3,30.0
6,1.9459101490553132,1,0,1,6,6,3,2,1680,7.427144133408616,0,0,15,2.772588722239781,0,0,0,1,5,3,2,532.0
5,1.791759469228055,0,2,0,5,5,3,1,280,5.638354669333745,1,0,22,3.1354942159291497,1,1,2,1,2,1,1,117.6
6,1.9459101490553132,1,0,1,6,6,2,0,960,6.8679744089702925,0,1,5,1.791759469228055,0,2,0,5,5,1,2,208.0
2,1.0986122886681098,1,2,2,2,2,2,3,660,6.493753839851686,0,2,30,3.4339872044851463,1,0,0,2,0,2,3,528.0
2,1.0986122886681098,1,2,2,2,2,1,2,80,4.394449154672439,2,3,10,2.3978952727983707,1,1,0,3,0,2,3,48.0
4,1.6094379124341003,1,1,4,4,4,0,0,660,6.493753839851686,0,2,10,2.3978952727983707,1,1,0,3,0,2,2,231.0
2,1.0986122886681098,1,2,2,2,2,6,1,320,5.771441123130016,2,5,10,2.3978952727983707,1,1,0,3,0,2,3,192.0
6,1.9459101490553132,1,0,1,6,6,6,1,1440,7.273092595999522,0,5,25,3.258096538021482,0,1,0,4,5,1,1,600.0
2,1.0986122886681098,1,2,2,2,2,1,0,760,6.634633357861686,1,4,22,3.1354942159291497,1,1,2,1,2,2,2,547.2
2,1.0986122886681098,1,2,2,2,2,0,3,760,6.634633357861686,1,4,20,3.044522437723423,1,2,0,6,0,2,3,532.0
6,1.9459101490553132,1,0,1,6,6,5,3,1680,7.427144133408616,0,0,15,2.772588722239781,0,0,0,1,5,3,2,532.0
4,1.6094379124341003,1,1,4,4,4,0,0,500,6.2166061010848646,2,3,15,2.772588722239781,0,0,0,1,5,1,1,200.0
3,1.3862943611198906,0,0,3,3,3,3,3,660,6.493753839851686,0,2,25,3.258096538021482,0,1,0,4,5,1,1,385.0
3,1.3862943611198906,0,0,3,3,3,2,1,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,1,1,245.0
5,1.791759469228055,0,2,0,5,5,4,0,400,5.993961427306569,1,1,25,3.258096538021482,0,1,0,4,5,5,3,180.0
3,1.3862943611198906,0,0,3,3,3,1,3,480,6.175867270105761,0,4,22,3.1354942159291497,1,1,2,1,2,1,1,265.6
6,1.9459101490553132,1,0,1,6,6,0,0,1980,7.591357046698551,0,6,18,2.9444389791664403,1,0,3,4,8,6,3,686.4
6,1.9459101490553132,1,0,1,6,6,5,2,1920,7.560601162768557,0,2,5,1.791759469228055,0,2,0,5,5,1,2,416.0
2,1.0986122886681098,1,2,2,2,2,2,2,120,4.795790545596741,0,1,15,2.772588722239781,0,0,0,1,5,1,2,78.0
2,1.0986122886681098,1,2,2,2,2,5,0,120,4.795790545596741,0,1,10,2.3978952727983707,1,1,0,3,0,2,3,72.0
5,1.791759469228055,0,2,0,5,5,4,3,540,6.293419278846481,0,1,25,3.258096538021482,0,1,0,4,5,5,2,243.0
4,1.6094379124341003,1,1,4,4,4,7,1,340,5.831882477283517,1,4,20,3.044522437723423,1,2,0,6,0,4,3,153.0
2,1.0986122886681098,1,2,2,2,2,0,2,40,3.713572066704308,1,5,10,2.3978952727983707,1,1,0,3,0,2,3,24.0
4,1.6094379124341003,1,1,4,4,4,4,0,780,6.660575149839686,0,3,22,3.1354942159291497,1,1,2,1,2,2,1,366.6
4,1.6094379124341003,1,1,4,4,4,0,2,320,5.771441123130016,2,5,25,3.258096538021482,0,1,0,4,5,1,1,160.0
3,1.3862943611198906,0,0,3,3,3,5,3,1860,7.528869256642251,0,5,22,3.1354942159291497,1,1,2,1,2,1,1,1029.2
3,1.3862943611198906,0,0,3,3,3,2,1,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,0,3,0,1,2,104.0
3,1.3862943611198906,0,0,3,3,3,1,2,660,6.493753839851686,0,2,25,3.258096538021482,0,1,0,4,5,1,1,385.0
2,1.0986122886681098,1,2,2,2,2,5,2,260,5.564520407322694,2,1,22,3.1354942159291497,1,1,2,1,2,2,2,187.2
5,1.791759469228055,0,2,0,5,5,2,3,320,5.771441123130016,2,5,10,2.3978952727983707,1,1,0,3,0,5,3,96.0
4,1.6094379124341003,1,1,4,4,4,6,3,120,4.795790545596741,0,1,5,1.791759469228055,0,2,0,5,5,1,2,36.0
2,1.0986122886681098,1,2,2,2,2,2,2,560,6.329720905522696,2,0,22,3.1354942159291497,1,1,2,1,2,2,2,403.2
5,1.791759469228055,0,2,0,5,5,3,2,140,4.948759890378168,2,0,18,2.9444389791664403,1,0,3,4,8,1,1,53.2
2,1.0986122886681098,1,2,2,2,2,6,2,780,6.660575149839686,0,3,22,3.1354942159291497,1,1,2,1,2,2,2,561.6
4,1.6094379124341003,1,1,4,4,4,4,3,180,5.198497031265826,0,5,22,3.1354942159291497,1,1,2,1,2,2,1,84.6
5,1.791759469228055,0,2,0,5,5,0,1,440,6.089044875446846,2,6,5,1.791759469228055,0,2,0,5,5,5,3,110.0
6,1.9459101490553132,1,0,1,6,6,4,1,1320,7.186144304522325,0,4,30,3.4339872044851463,1,0,0,2,0,6,3,616.0
6,1.9459101490553132,1,0,1,6,6,2,1,1980,7.591357046698551,0,6,22,3.1354942159291497,1,1,2,1,2,2,2,765.6
3,1.3862943611198906,0,0,3,3,3,6,2,900,6.803505257608338,0,4,22,3.1354942159291497,1,1,2,1,2,1,1,498.0
4,1.6094379124341003,1,1,4,4,4,5,2,800,6.68586094706836,2,2,10,2.3978952727983707,1,1,0,3,0,2,2,280.0
6,1.9459101490553132,1,0,1,6,6,7,3,240,5.484796933490655,0,2,18,2.9444389791664403,1,0,3,4,8,6,2,83.2
6,1.9459101490553132,1,0,1,6,6,5,2,1320,7.186144304522325,0,4,22,3.1354942159291497,1,1,2,1,2,2,2,510.4
6,1.9459101490553132,1,0,1,6,6,1,3,1140,7.039660349862076,0,6,22,3.1354942159291497,1,1,2,1,2,2,1,440.8
3,1.3862943611198906,0,0,3,3,3,0,1,1800,7.496097345175956,0,1,18,2.9444389791664403,1,0,3,4,8,3,3,924.0
3,1.3862943611198906,0,0,3,3,3,6,3,840,6.734591659972948,0,0,25,3.258096538021482,0,1,0,4,5,1,1,490.0
4,1.6094379124341003,1,1,4,4,4,4,2,120,4.795790545596741,0,1,22,3.1354942159291497,1,1,2,1,2,2,1,56.4
6,1.9459101490553132,1,0,1,6,6,4,0,480,6.175867270105761,0,4,15,2.772588722239781,0,0,0,1,5,3,2,152.0
5,1.791759469228055,0,2,0,5,5,3,0,600,6.398594934535208,0,5,30,3.4339872044851463,1,0,0,2,0,5,3,300.0
3,1.3862943611198906,0,0,3,3,3,4,1,1560,7.353081920515432,0,6,5,1.791759469228055,0,2,0,5,5,1,2,598.0
2,1.0986122886681098,1,2,2,2,2,4,2,240,5.484796933490655,0,2,22,3.1354942159291497,1,1,2,1,2,2,2,172.8
3,1.3862943611198906,0,0,3,3,3,7,3,300,5.707110264748875,0,6,18,2.9444389791664403,1,0,3,4,8,3,2,154.0
6,1.9459101490553132,1,0,1,6,6,4,0,1500,7.313886831633462,0,2,18,2.9444389791664403,1,0,3,4,8,6,2,520.0
3,1.3862943611198906,0,0,3,3,3,7,2,2340,7.75833346749091,0,2,30,3.4339872044851463,1,0,0,2,0,3,3,1482.0
5,1.791759469228055,0,2,0,5,5,5,0,240,5.484796933490655,0,2,22,3.1354942159291497,1,1,2,1,2,1,1,100.8
6,1.9459101490553132,1,0,1,6,6,3,2,1620,7.390798521735676,0,3,22,3.1354942159291497,1,1,2,1,2,2,1,626.4
3,1.3862943611198906,0,0,3,3,3,1,0,1740,7.462214939768189,0,4,22,3.1354942159291497,1,1,2,1,2,1,1,962.8
6,1.9459101490553132,1,0,1,6,6,3,0,1560,7.353081920515432,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,416.0
3,1.3862943611198906,0,0,3,3,3,0,3,2400,7.783640596221253,0,6,5,1.791759469228055,0,2,0,5,5,1,2,920.0
6,1.9459101490553132,1,0,1,6,6,2,2,1620,7.390798521735676,0,3,5,1.791759469228055,0,2,0,5,5,1,2,351.0
3,1.3862943611198906,0,0,3,3,3,7,3,1560,7.353081920515432,0,6,30,3.4339872044851463,1,0,0,2,0,3,3,988.0
4,1.6094379124341003,1,1,4,4,4,2,3,160,5.081404364984463,1,6,15,2.772588722239781,0,0,0,1,5,1,1,64.0
3,1.3862943611198906,0,0,3,3,3,7,2,2340,7.75833346749091,0,2,18,2.9444389791664403,1,0,3,4,8,3,3,1201.2
2,1.0986122886681098,1,2,2,2,2,6,3,740,6.608000625296087,2,5,25,3.258096538021482,0,1,0,4,5,1,1,555.0
5,1.791759469228055,0,2,0,5,5,3,2,760,6.634633357861686,1,4,30,3.4339872044851463,1,0,0,2,0,5,2,380.0
4,1.6094379124341003,1,1,4,4,4,7,0,560,6.329720905522696,2,0,10,2.3978952727983707,1,1,0,3,0,2,2,196.0
2,1.0986122886681098,1,2,2,2,2,3,2,660,6.493753839851686,0,2,10,2.3978952727983707,1,1,0,3,0,2,3,396.0
6,1.9459101490553132,1,0,1,6,6,1,1,540,6.293419278846481,0,1,22,3.1354942159291497,1,1,2,1,2,2,1,208.8
2,1.0986122886681098,1,2,2,2,2,0,3,380,5.942799375126701,2,2,25,3.258096538021482,0,1,0,4,5,1,1,285.0
6,1.9459101490553132,1,0,1,6,6,3,0,1680,7.427144133408616,0,0,30,3.4339872044851463,1,0,0,2,0,6,3,784.0
6,1.9459101490553132,1,0,1,6,6,0,2,840,6.734591659972948,0,0,15,2.772588722239781,0,0,0,1,5,3,2,266.0
3,1.3862943611198906,0,0,3,3,3,5,0,1560,7.353081920515432,0,6,10,2.3978952727983707,1,1,0,3,0,1,2,676.0
4,1.6094379124341003,1,1,4,4,4,5,2,40,3.713572066704308,1,5,22,3.1354942159291497,1,1,2,1,2,2,1,18.8
4,1.6094379124341003,1,1,4,4,4,0,1,460,6.133398042996649,1,5,22,3.1354942159291497,1,1,2,1,2,2,1,216.2
5,1.791759469228055,0,2,0,5,5,2,0,380,5.942799375126701,2,2,22,3.1354942159291497,1,1,2,1,2,1,1,159.6
4,1.6094379124341003,1,1,4,4,4,0,3,760,6.634633357861686,1,4,22,3.1354942159291497,1,1,2,1,2,2,1,357.2
3,1.3862943611198906,0,0,3,3,3,3,1,1500,7.313886831633462,0,2,25,3.258096538021482,0,1,0,4,5,1,2,875.0
4,1.6094379124341003,1,1,4,4,4,5,2,400,5.993961427306569,1,1,20,3.044522437723423,1,2,0,6,0,4,3,180.0
6,1.9459101490553132,1,0,1,6,6,1,0,1140,7.039660349862076,0,6,5,1.791759469228055,0,2,0,5,5,1,2,247.0
4,1.6094379124341003,1,1,4,4,4,6,2,180,5.198497031265826,0,5,22,3.1354942159291497,1,1,2,1,2,2,1,84.6
6,1.9459101490553132,1,0,1,6,6,5,3,900,6.803505257608338,0,4,22,3.1354942159291497,1,1,2,1,2,2,1,348.0
6,1.9459101490553132,1,0,1,6,6,7,1,1260,7.13966033596492,0,0,22,3.1354942159291497,1,1,2,1,2,2,1,487.2
4,1.6094379124341003,1,1,4,4,4,1,2,700,6.55250788703459,1,0,25,3.258096538021482,0,1,0,4,5,1,2,350.0
5,1.791759469228055,0,2,0,5,5,1,3,360,5.8888779583328805,0,3,5,1.791759469228055,0,2,0,5,5,5,3,90.0
5,1.791759469228055,0,2,0,5,5,4,3,320,5.771441123130016,2,5,10,2.3978952727983707,1,1,0,3,0,5,3,96.0
3,1.3862943611198906,0,0,3,3,3,7,1,2280,7.732369222284388,0,5,25,3.258096538021482,0,1,0,4,5,1,1,1330.0
4,1.6094379124341003,1,1,4,4,4,0,0,740,6.608000625296087,2,5,5,1.791759469228055,0,2,0,5,5,1,2,222.0
2,1.0986122886681098,1,2,2,2,2,3,1,460,6.133398042996649,1,5,20,3.044522437723423,1,2,0,6,0,2,3,322.0
