slot_person1,slot_person2,slot_country,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_person2_current_age,slot_person2_current_age_abs_log1p,slot_person2_current_age_is_even,slot_person2_current_age_mod3,slot_person2_current_age_mod5,slot_person2_current_age_mod7,slot_person2_current_age_mod10,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_pop_scale_k,slot_pop_scale_k_abs_log1p,slot_pop_scale_k_mod3,slot_pop_scale_k_mod7,slot_current_to_past_factor,slot_current_to_past_factor_abs_log1p,slot_current_to_past_factor_is_even,slot_current_to_past_factor_mod3,slot_current_to_past_factor_mod5,slot_current_to_past_factor_mod7,slot_current_to_past_factor_mod10,n_multiple_pairs,y
16,16,6,11,2.4849066497880004,0,2,1,4,1,191,5.2574953720277815,0,2,1,2,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3700,8.216358332386156,1,4,3,1.3862943611198906,0,0,3,3,3,2,799200.0
1,8,8,12,2.5649493574615367,1,0,2,5,2,82,4.418840607796598,1,1,2,5,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,7,231000.0
8,13,1,11,2.4849066497880004,0,2,1,4,1,151,5.0238805208462765,0,1,1,4,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6200,8.732465848349879,2,5,3,1.3862943611198906,0,0,3,3,3,6,520800.0
17,13,0,8,2.1972245773362196,1,2,3,1,8,86,4.465908118654584,1,2,1,2,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3200,8.071218539969863,2,1,4,1.6094379124341003,1,1,4,4,4,8,332800.0
3,5,9,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6900,8.839421607620602,0,5,3,1.3862943611198906,0,0,3,3,3,12,579600.0
17,10,1,4,1.6094379124341003,1,1,4,4,4,174,5.1647859739235145,1,0,4,6,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7100,8.867990898182093,2,2,5,1.791759469228055,0,2,0,5,5,9,1207000.0
16,4,4,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5600,8.630700432209832,2,0,5,1.791759469228055,0,2,0,5,5,5,1232000.0
13,7,4,9,2.302585092994046,0,0,4,2,9,121,4.804021044733257,0,1,1,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4500,8.412054873292933,0,6,6,1.9459101490553132,1,0,1,6,6,6,2268000.0
5,17,7,10,2.3978952727983707,1,1,0,3,0,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,14,151200.0
8,8,4,12,2.5649493574615367,1,0,2,5,2,148,5.003946305945459,1,1,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5000,8.517393171418904,2,2,3,1.3862943611198906,0,0,3,3,3,9,510000.0
8,13,5,10,2.3978952727983707,1,1,0,3,0,118,4.77912349311153,1,1,3,6,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,7,445500.0
2,10,7,10,2.3978952727983707,1,1,0,3,0,86,4.465908118654584,1,2,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5900,8.682877107057168,2,6,2,1.0986122886681098,1,2,2,2,2,6,672600.0
10,3,1,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3200,8.071218539969863,2,1,6,1.9459101490553132,1,0,1,6,6,6,1209600.0
4,5,6,6,1.9459101490553132,1,0,1,6,6,84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6900,8.839421607620602,0,5,6,1.9459101490553132,1,0,1,6,6,13,2152800.0
9,2,3,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6200,8.732465848349879,2,5,2,1.0986122886681098,1,2,2,2,2,10,124000.0
16,11,7,4,1.6094379124341003,1,1,4,4,4,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4100,8.31898612539206,2,5,4,1.6094379124341003,1,1,4,4,4,12,574000.0
8,7,5,11,2.4849066497880004,0,2,1,4,1,61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,6,1.9459101490553132,1,0,1,6,6,4,702000.0
1,14,8,9,2.302585092994046,0,0,4,2,9,144,4.976733742420574,1,0,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2100,7.650168700845001,0,0,3,1.3862943611198906,0,0,3,3,3,7,340200.0
2,10,2,12,2.5649493574615367,1,0,2,5,2,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7400,8.909370405197466,2,1,2,1.0986122886681098,1,2,2,2,2,6,384800.0
7,0,1,10,2.3978952727983707,1,1,0,3,0,88,4.48863636973214,1,1,3,4,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3500,8.160803920954665,2,0,4,1.6094379124341003,1,1,4,4,4,8,364000.0
14,17,2,5,1.791759469228055,0,2,0,5,5,135,4.912654885736052,0,0,0,2,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5700,8.648396877031582,0,2,5,1.791759469228055,0,2,0,5,5,14,741000.0
0,2,2,6,1.9459101490553132,1,0,1,6,6,58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2800,7.937731775260109,1,0,4,1.6094379124341003,1,1,4,4,4,4,436800.0
14,6,2,11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2900,7.972810784121404,2,2,5,1.791759469228055,0,2,0,5,5,2,522000.0
12,10,3,5,1.791759469228055,0,2,0,5,5,170,5.14166355650266,1,2,0,2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4100,8.31898612539206,2,5,3,1.3862943611198906,0,0,3,3,3,7,811800.0
17,10,6,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2700,7.901377353792616,0,5,3,1.3862943611198906,0,0,3,3,3,11,113400.0
7,1,8,8,2.1972245773362196,1,2,3,1,8,193,5.267858159063328,0,1,3,4,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4800,8.476579508530941,0,5,4,1.6094379124341003,1,1,4,4,4,9,710400.0
13,12,3,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5600,8.630700432209832,2,0,6,1.9459101490553132,1,0,1,6,6,10,672000.0
15,8,6,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7300,8.895766604056085,1,6,3,1.3862943611198906,0,0,3,3,3,9,372300.0
14,1,9,3,1.3862943611198906,0,0,3,3,3,203,5.318119993844216,0,2,3,0,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,6,1.9459101490553132,1,0,1,6,6,7,2808000.0
5,0,0,8,2.1972245773362196,1,2,3,1,8,173,5.159055299214529,0,2,3,5,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2600,7.8636512654486515,2,3,6,1.9459101490553132,1,0,1,6,6,5,1029600.0
12,1,0,10,2.3978952727983707,1,1,0,3,0,115,4.7535901911063645,0,1,0,3,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7300,8.895766604056085,1,6,3,1.3862943611198906,0,0,3,3,3,6,919800.0
12,9,5,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,0,5,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2900,7.972810784121404,2,2,5,1.791759469228055,0,2,0,5,5,11,1015000.0
0,7,3,8,2.1972245773362196,1,2,3,1,8,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7500,8.922791623969637,0,3,6,1.9459101490553132,1,0,1,6,6,10,810000.0
12,14,8,6,1.9459101490553132,1,0,1,6,6,154,5.043425116919247,1,1,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3700,8.216358332386156,1,4,6,1.9459101490553132,1,0,1,6,6,4,2464200.0
0,8,5,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6800,8.824824939175638,2,3,2,1.0986122886681098,1,2,2,2,2,10,476000.0
17,16,8,4,1.6094379124341003,1,1,4,4,4,139,4.941642422609304,0,1,4,6,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4000,8.294299608857235,1,3,4,1.6094379124341003,1,1,4,4,4,4,1296000.0
13,2,9,10,2.3978952727983707,1,1,0,3,0,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2500,7.824445930877619,1,1,6,1.9459101490553132,1,0,1,6,6,7,210000.0
4,3,1,12,2.5649493574615367,1,0,2,5,2,78,4.3694478524670215,1,0,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4500,8.412054873292933,0,6,3,1.3862943611198906,0,0,3,3,3,12,445500.0
7,9,0,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4400,8.38958706681109,2,4,6,1.9459101490553132,1,0,1,6,6,8,554400.0
5,3,9,3,1.3862943611198906,0,0,3,3,3,139,4.941642422609304,0,1,4,6,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6900,8.839421607620602,0,5,3,1.3862943611198906,0,0,3,3,3,9,703800.0
3,3,4,12,2.5649493574615367,1,0,2,5,2,117,4.770684624465665,0,0,2,5,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2300,7.741099090035366,2,4,2,1.0986122886681098,1,2,2,2,2,6,193200.0
2,15,5,9,2.302585092994046,0,0,4,2,9,79,4.382026634673881,0,1,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6700,8.81001204797317,1,1,6,1.9459101490553132,1,0,1,6,6,7,1407000.0
17,15,7,11,2.4849066497880004,0,2,1,4,1,201,5.308267697401205,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3400,8.131824785007195,1,5,6,1.9459101490553132,1,0,1,6,6,3,1550400.0
10,16,9,11,2.4849066497880004,0,2,1,4,1,87,4.477336814478207,0,0,2,3,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6600,8.79497643168877,0,6,5,1.791759469228055,0,2,0,5,5,8,1254000.0
16,13,7,4,1.6094379124341003,1,1,4,4,4,119,4.787491742782046,0,2,4,0,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6000,8.699681400989514,0,1,2,1.0986122886681098,1,2,2,2,2,9,276000.0
10,11,6,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4900,8.497194544909547,1,0,2,1.0986122886681098,1,2,2,2,2,8,323400.0
16,14,4,8,2.1972245773362196,1,2,3,1,8,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6800,8.824824939175638,2,3,2,1.0986122886681098,1,2,2,2,2,4,530400.0
14,10,7,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,11,319200.0
15,16,9,3,1.3862943611198906,0,0,3,3,3,127,4.852030263919617,0,1,2,1,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5200,8.556606193773073,1,6,3,1.3862943611198906,0,0,3,3,3,4,1450800.0
13,6,1,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7400,8.909370405197466,2,1,6,1.9459101490553132,1,0,1,6,6,6,1332000.0
16,5,4,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6900,8.839421607620602,0,5,5,1.791759469228055,0,2,0,5,5,9,1035000.0
17,15,1,5,1.791759469228055,0,2,0,5,5,115,4.7535901911063645,0,1,0,3,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,3,1.3862943611198906,0,0,3,3,3,7,514800.0
7,1,8,11,2.4849066497880004,0,2,1,4,1,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3600,8.188966863648876,0,2,5,1.791759469228055,0,2,0,5,5,4,702000.0
12,16,2,9,2.302585092994046,0,0,4,2,9,120,4.795790545596741,1,0,0,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4800,8.476579508530941,0,5,4,1.6094379124341003,1,1,4,4,4,11,710400.0
10,12,2,4,1.6094379124341003,1,1,4,4,4,94,4.553876891600541,1,1,4,3,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3500,8.160803920954665,2,0,6,1.9459101490553132,1,0,1,6,6,3,1134000.0
11,13,6,4,1.6094379124341003,1,1,4,4,4,121,4.804021044733257,0,1,1,2,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4300,8.366602832783736,1,2,6,1.9459101490553132,1,0,1,6,6,7,1006200.0
8,6,3,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3300,8.101980731853192,0,3,3,1.3862943611198906,0,0,3,3,3,14,148500.0
17,3,0,8,2.1972245773362196,1,2,3,1,8,122,4.812184355372417,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7200,8.881975184248867,0,4,3,1.3862943611198906,0,0,3,3,3,7,1641600.0
16,7,2,4,1.6094379124341003,1,1,4,4,4,149,5.0106352940962555,0,2,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,3,1.3862943611198906,0,0,3,3,3,5,1017900.0
3,2,2,12,2.5649493574615367,1,0,2,5,2,126,4.844187086458591,1,0,1,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4300,8.366602832783736,1,2,6,1.9459101490553132,1,0,1,6,6,9,1960800.0
12,2,7,9,2.302585092994046,0,0,4,2,9,161,5.087596335232384,0,2,1,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7800,8.962007209588313,0,2,5,1.791759469228055,0,2,0,5,5,4,4446000.0
10,14,4,6,1.9459101490553132,1,0,1,6,6,62,4.143134726391533,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5100,8.537191877922927,0,4,5,1.791759469228055,0,2,0,5,5,5,1071000.0
2,13,7,3,1.3862943611198906,0,0,3,3,3,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,5,676000.0
13,16,4,6,1.9459101490553132,1,0,1,6,6,116,4.762173934797756,1,2,1,4,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5300,8.575650760987806,2,1,4,1.6094379124341003,1,1,4,4,4,4,1399200.0
17,12,0,10,2.3978952727983707,1,1,0,3,0,73,4.30406509320417,0,1,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4700,8.45553053102413,2,3,6,1.9459101490553132,1,0,1,6,6,7,592200.0
5,4,7,3,1.3862943611198906,0,0,3,3,3,151,5.0238805208462765,0,1,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4400,8.38958706681109,2,4,5,1.791759469228055,0,2,0,5,5,3,2442000.0
11,12,5,8,2.1972245773362196,1,2,3,1,8,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6800,8.824824939175638,2,3,6,1.9459101490553132,1,0,1,6,6,7,448800.0
0,17,4,9,2.302585092994046,0,0,4,2,9,111,4.718498871295094,0,0,1,6,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7300,8.895766604056085,1,6,3,1.3862943611198906,0,0,3,3,3,10,744600.0
11,15,8,8,2.1972245773362196,1,2,3,1,8,98,4.59511985013459,1,2,3,0,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7100,8.867990898182093,2,2,4,1.6094379124341003,1,1,4,4,4,7,1022400.0
1,0,9,5,1.791759469228055,0,2,0,5,5,65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,8000,8.987321812850125,2,6,5,1.791759469228055,0,2,0,5,5,6,1800000.0
7,11,6,11,2.4849066497880004,0,2,1,4,1,171,5.147494476813453,0,0,1,3,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3700,8.216358332386156,1,4,3,1.3862943611198906,0,0,3,3,3,7,444000.0
6,5,4,11,2.4849066497880004,0,2,1,4,1,49,3.912023005428146,0,1,4,0,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5600,8.630700432209832,2,0,6,1.9459101490553132,1,0,1,6,6,7,638400.0
11,2,6,9,2.302585092994046,0,0,4,2,9,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7900,8.974744612722734,1,4,5,1.791759469228055,0,2,0,5,5,5,1777500.0
9,14,2,6,1.9459101490553132,1,0,1,6,6,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,7,346800.0
8,15,4,11,2.4849066497880004,0,2,1,4,1,166,5.117993812416755,1,1,1,5,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6400,8.764209507142004,1,2,5,1.791759469228055,0,2,0,5,5,3,2976000.0
9,8,1,8,2.1972245773362196,1,2,3,1,8,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2700,7.901377353792616,0,5,5,1.791759469228055,0,2,0,5,5,9,391500.0
8,2,3,6,1.9459101490553132,1,0,1,6,6,166,5.117993812416755,1,1,1,5,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6100,8.716207971151853,1,3,6,1.9459101490553132,1,0,1,6,6,4,3513600.0
3,15,0,7,2.0794415416798357,0,1,2,0,7,103,4.6443908991413725,0,1,3,5,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7600,8.936035096566041,1,5,6,1.9459101490553132,1,0,1,6,6,6,1459200.0
5,7,8,11,2.4849066497880004,0,2,1,4,1,196,5.2832037287379885,1,1,1,0,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7100,8.867990898182093,2,2,2,1.0986122886681098,1,2,2,2,2,6,1050800.0
13,8,3,11,2.4849066497880004,0,2,1,4,1,181,5.204006687076795,0,1,1,6,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2800,7.937731775260109,1,0,5,1.791759469228055,0,2,0,5,5,3,1428000.0
15,15,5,6,1.9459101490553132,1,0,1,6,6,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5200,8.556606193773073,1,6,4,1.6094379124341003,1,1,4,4,4,9,416000.0
16,12,6,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7900,8.974744612722734,1,4,4,1.6094379124341003,1,1,4,4,4,12,316000.0
5,16,3,8,2.1972245773362196,1,2,3,1,8,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5000,8.517393171418904,2,2,2,1.0986122886681098,1,2,2,2,2,13,110000.0
6,8,5,12,2.5649493574615367,1,0,2,5,2,164,5.10594547390058,1,2,4,3,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4900,8.497194544909547,1,0,6,1.9459101490553132,1,0,1,6,6,9,1117200.0
2,15,4,8,2.1972245773362196,1,2,3,1,8,163,5.099866427824199,0,1,3,2,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7300,8.895766604056085,1,6,6,1.9459101490553132,1,0,1,6,6,6,1357800.0
13,2,9,8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3100,8.03947991910045,1,6,4,1.6094379124341003,1,1,4,4,4,8,124000.0
11,9,4,10,2.3978952727983707,1,1,0,3,0,180,5.198497031265826,1,0,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6200,8.732465848349879,2,5,4,1.6094379124341003,1,1,4,4,4,8,2529600.0
1,6,2,10,2.3978952727983707,1,1,0,3,0,140,4.948759890378168,1,2,0,0,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4000,8.294299608857235,1,3,5,1.791759469228055,0,2,0,5,5,14,520000.0
13,15,3,11,2.4849066497880004,0,2,1,4,1,106,4.672828834461906,1,1,1,1,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2200,7.696667081526462,1,2,3,1.3862943611198906,0,0,3,3,3,4,250800.0
2,4,0,12,2.5649493574615367,1,0,2,5,2,122,4.812184355372417,1,2,2,3,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4600,8.434028950155469,1,1,2,1.0986122886681098,1,2,2,2,2,9,202400.0
10,12,7,11,2.4849066497880004,0,2,1,4,1,211,5.356586274672012,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5700,8.648396877031582,0,2,4,1.6094379124341003,1,1,4,4,4,3,2736000.0
7,0,7,4,1.6094379124341003,1,1,4,4,4,89,4.499809670330265,0,2,4,5,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4700,8.45553053102413,2,3,5,1.791759469228055,0,2,0,5,5,9,399500.0
0,17,2,12,2.5649493574615367,1,0,2,5,2,88,4.48863636973214,1,1,3,4,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6100,8.716207971151853,1,3,4,1.6094379124341003,1,1,4,4,4,12,463600.0
13,15,6,9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,7,348000.0
0,17,0,4,1.6094379124341003,1,1,4,4,4,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7800,8.962007209588313,0,2,4,1.6094379124341003,1,1,4,4,4,14,1060800.0
9,12,5,7,2.0794415416798357,0,1,2,0,7,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3400,8.131824785007195,1,5,3,1.3862943611198906,0,0,3,3,3,2,581400.0
7,0,0,5,1.791759469228055,0,2,0,5,5,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3900,8.268988209506656,0,1,3,1.3862943611198906,0,0,3,3,3,8,210600.0
4,0,9,12,2.5649493574615367,1,0,2,5,2,102,4.634728988229636,1,0,2,4,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5100,8.537191877922927,0,4,3,1.3862943611198906,0,0,3,3,3,14,459000.0
12,13,8,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6400,8.764209507142004,1,2,3,1.3862943611198906,0,0,3,3,3,8,806400.0
10,2,2,11,2.4849066497880004,0,2,1,4,1,163,5.099866427824199,0,1,3,2,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,7,494000.0
15,6,9,4,1.6094379124341003,1,1,4,4,4,169,5.135798437050262,0,1,4,1,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,4,1287000.0
5,13,9,5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2400,7.783640596221253,0,6,4,1.6094379124341003,1,1,4,4,4,9,230400.0
