slot_first_item,slot_second_item,slot_third_item,slot_fourth_item,slot_place,slot_base_weight,slot_base_weight_abs_log1p,slot_base_weight_is_even,slot_base_weight_mod3,slot_base_weight_mod5,slot_base_weight_mod7,slot_base_weight_mod10,slot_m1,slot_m1_abs_log1p,slot_m1_is_even,slot_m1_mod3,slot_m1_mod5,slot_m1_mod7,slot_m1_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_m3,slot_m3_abs_log1p,slot_m3_is_even,slot_m3_mod3,slot_m3_mod5,slot_m3_mod7,slot_m3_mod10,slot_unit,gcd_all,n_multiple_pairs,y
3,0,2,0,4,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,54,4.007333185232471,1,0,4,5,4,1,1,9,1944.0
4,0,6,1,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,3,1,1,132.0
5,6,0,1,5,78,4.3694478524670215,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,43,3.784189633918261,0,1,3,1,3,3,1,3,7826.0
2,3,2,6,1,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,3,1,1,3240.0
1,6,1,3,4,104,4.653960350157523,1,2,4,6,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,3,1,2,3510.0
3,3,5,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,1,1,5,282.0
6,6,6,4,5,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,1,2,1000.0
6,3,2,2,4,125,4.836281906951478,0,2,0,6,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,0,1,2,1800.0
5,0,0,5,2,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,0,1,2,3900.0
4,0,4,6,2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,58,4.07753744390572,1,1,3,2,8,0,1,9,2320.0
0,2,5,4,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,44,3.8066624897703196,1,2,4,2,4,3,1,2,440.0
0,3,5,1,6,210,5.351858133476067,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,3,1,2,18720.0
3,6,4,1,4,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,0,1,2,5265.0
6,6,6,2,1,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,0,1,6,4680.0
5,0,3,3,6,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,2,1,4,5040.0
1,4,6,4,5,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,3,1,6,1872.0
5,1,1,3,3,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,52,3.970291913552122,1,1,2,3,2,1,1,5,832.0
0,4,2,0,0,78,4.3694478524670215,1,0,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,2,1,7,5616.0
6,3,0,6,5,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,1,1,2,10206.0
3,5,5,3,5,119,4.787491742782046,0,2,4,0,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,1,1,2,14960.0
0,4,5,3,0,144,4.976733742420574,1,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,1,3,27360.0
3,3,2,0,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1,5,285.0
5,5,0,1,3,150,5.017279836814924,1,0,0,3,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,49,3.912023005428146,0,1,4,0,9,0,1,4,12250.0
2,1,2,3,6,96,4.574710978503383,1,0,1,5,6,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1,4,2160.0
0,2,0,1,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,3,1,5,756.0
6,5,2,1,2,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,1,3,2268.0
0,3,6,4,6,192,5.262690188904886,1,0,2,3,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,3,1,6,6656.0
1,0,3,1,3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,2,1,4,780.0
6,5,6,5,0,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,39,3.6888794541139363,0,0,4,4,9,2,3,8,3510.0
4,0,2,0,0,108,4.6913478822291435,1,0,3,3,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,1,1,2,33453.0
0,4,5,0,5,126,4.844187086458591,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,3,1,3,11970.0
1,0,0,2,5,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,35,3.58351893845611,0,2,0,0,5,2,1,3,7350.0
2,2,1,0,3,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3,1,7,2016.0
0,6,5,0,0,110,4.709530201312334,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,59,4.0943445622221,0,2,4,3,9,3,1,7,6490.0
3,1,1,3,6,145,4.983606621708336,0,1,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,2,1,0,8700.0
1,5,0,3,6,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,0,1,6,1600.0
4,4,1,3,5,84,4.442651256490317,1,0,4,0,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,0,1,2,12320.0
3,4,1,6,2,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,3,1,7,780.0
1,5,2,2,0,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,2,1,5,4992.0
4,1,0,6,1,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,0,1,4,13365.0
2,1,3,0,2,182,5.209486152841421,1,2,2,0,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,0,1,3,9126.0
6,2,6,2,3,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,3,1,7,1984.0
4,3,3,5,3,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,0,1,4,2156.0
6,1,5,2,1,60,4.110873864173311,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,2,5346.0
2,3,3,6,6,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,0,2,6,464.0
4,5,4,3,0,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,2,1,2,10449.0
3,2,6,2,5,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,0,1,3,3000.0
4,0,2,5,3,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,3,1,5,1176.0
4,3,4,6,5,60,4.110873864173311,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,0,1,6,3780.0
5,5,4,1,0,216,5.37989735354046,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,2,1,6,13824.0
2,2,3,1,0,140,4.948759890378168,1,2,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,2,1,3,9072.0
3,3,3,0,0,84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,3,1,5,7392.0
6,0,4,5,2,145,4.983606621708336,0,1,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,1,1,3,12528.0
0,0,3,3,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,56,4.04305126783455,1,2,1,0,6,0,1,4,1344.0
4,6,2,5,0,360,5.8888779583328805,1,0,0,3,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,39,3.6888794541139363,0,0,4,4,9,0,1,4,23400.0
4,0,4,0,5,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,0,1,3,8904.0
5,3,2,4,0,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3,1,3,2772.0
2,0,6,0,1,216,5.37989735354046,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,0,1,5,16896.0
1,4,4,3,2,171,5.147494476813453,0,0,1,3,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,31,3.4657359027997265,0,1,1,3,1,0,1,1,20615.0
4,4,2,1,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,1,5,1998.0
2,4,0,1,3,88,4.48863636973214,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,2,1,5,924.0
2,4,2,3,1,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,3,1,3,2700.0
2,3,3,5,0,100,4.61512051684126,1,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,47,3.871201010907891,0,2,2,5,7,3,1,1,22560.0
1,1,6,6,3,75,4.330733340286331,0,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,3,1,3,16800.0
3,1,0,5,2,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,2,1,3,20880.0
1,4,2,6,5,243,5.497168225293202,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,41,3.7376696182833684,0,2,1,6,1,0,1,1,46494.0
0,2,3,5,1,192,5.262690188904886,1,0,2,3,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,0,1,3,6480.0
5,2,4,0,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,1,6,384.0
2,5,0,2,5,198,5.293304824724492,1,0,3,2,8,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,32,3.4965075614664802,1,2,2,4,2,3,1,2,17280.0
0,4,3,0,1,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,0,1,7,7500.0
1,4,4,0,6,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,1,2,1008.0
3,2,6,1,6,91,4.5217885770490405,0,1,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,2,1,5,2600.0
3,4,3,0,6,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,2,1,2,1584.0
5,6,2,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,44,3.8066624897703196,1,2,4,2,4,0,1,6,88.0
5,0,0,1,4,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,1,7,6084.0
2,2,3,2,0,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,0,1,8,2808.0
3,1,2,1,1,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,2,2,8,560.0
0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,2,1,5,130.0
5,1,0,0,2,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,53,3.9889840465642745,0,2,3,4,3,3,1,1,7155.0
3,1,4,2,0,90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,0,1,2,5400.0
4,4,1,4,2,69,4.248495242049359,0,0,4,6,9,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,2,1,4,2944.0
3,0,3,2,4,110,4.709530201312334,1,2,0,5,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,0,1,6,4312.0
5,2,5,1,2,140,4.948759890378168,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,3,1,9,2450.0
3,1,6,0,4,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,6,2160.0
2,1,4,4,2,143,4.969813299576001,0,2,3,3,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,1,4,14040.0
4,5,2,4,5,264,5.579729825986222,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,3,1,2,14688.0
5,0,5,2,2,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,46,3.8501476017100584,1,1,1,4,6,0,1,2,2576.0
2,2,6,1,6,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1,5,945.0
0,4,3,2,0,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,0,1,6,4100.0
0,2,0,4,2,126,4.844187086458591,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,1,1,6,4704.0
6,2,4,1,5,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,0,1,2,5952.0
3,4,4,5,4,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,47,3.871201010907891,0,2,2,5,7,1,1,0,9870.0
1,4,6,3,2,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,3,1,6,819.0
2,0,5,4,0,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,1,1,5,1870.0
2,5,4,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,0,3,7,468.0
1,0,4,5,3,297,5.697093486505405,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,0,1,7,6561.0
3,1,2,5,4,104,4.653960350157523,1,2,4,6,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1,3,780.0
0,4,5,4,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,3,1,3,780.0
3,0,5,3,2,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,53,3.9889840465642745,0,2,3,4,3,3,1,5,5830.0
1,3,1,4,4,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,2,1,2,6650.0
4,0,1,0,6,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,3,1,4,4480.0
6,4,0,5,5,264,5.579729825986222,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,0,1,3,14976.0
1,0,3,6,6,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,0,1,7,4263.0
3,1,6,4,4,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,0,1,3,1725.0
5,2,1,0,3,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,58,4.07753744390572,1,1,3,2,8,0,1,1,20880.0
4,4,3,2,3,175,5.170483995038151,0,1,0,0,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,2,1,3,9600.0
6,4,3,2,0,297,5.697093486505405,0,0,2,3,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,2,1,2,32832.0
2,6,2,0,6,132,4.890349128221754,1,0,2,6,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,3,1,2,8880.0
4,0,1,2,4,220,5.3981627015177525,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,3,1,2,15660.0
