slot_person_a,slot_person_b,slot_person_c,slot_item,slot_product2,slot_product3_singular,slot_product3_plural,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_m,slot_m_abs_log1p,slot_m_is_even,slot_m_mod3,slot_m_mod5,slot_m_mod7,slot_m_mod10,slot_p,slot_p_abs_log1p,slot_p_is_even,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,gcd_all,n_multiple_pairs,y
6,6,0,3,0,2,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,1,144.0
5,6,7,1,1,1,1,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,122.0
6,0,6,0,0,3,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,93.0
2,8,6,3,1,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,1,136.0
7,1,1,1,1,3,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,53.0
0,3,3,1,2,1,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,135.0
4,4,0,0,1,3,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,96.0
3,0,8,3,2,2,2,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,105.0
8,4,2,3,1,0,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,1,238.0
8,6,0,0,0,2,2,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,126.0
4,6,5,1,2,0,0,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,0,194.0
2,8,2,2,0,1,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0,100.0
3,0,8,1,1,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,1,76.0
4,9,9,4,0,3,3,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,6,144.0
3,1,3,4,0,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,0,125.0
0,4,8,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1,118.0
0,7,7,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,72.0
3,7,0,1,0,3,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,3,66.0
7,5,1,4,1,3,3,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,2,112.0
3,0,8,3,2,2,2,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,2,3,116.0
4,4,3,3,2,0,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,3,99.0
8,9,4,1,2,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,3,48.0
2,6,6,0,0,3,3,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,1,193.0
6,5,1,4,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,6,42.0
1,6,1,1,2,4,4,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,1,3,116.0
4,7,4,3,1,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,1,116.0
9,7,1,4,2,0,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,5,66.0
7,1,6,1,1,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,4,45.0
8,8,4,4,2,0,0,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,2,132.0
2,1,8,3,2,4,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,1,196.0
3,3,8,0,2,3,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,108.0
1,7,5,0,1,3,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,1,171.0
6,8,5,2,1,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,92.0
8,5,5,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,3,130.0
0,7,8,3,0,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,5,100.0
8,5,3,4,2,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,120.0
1,5,0,0,2,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,74.0
7,3,3,1,0,1,1,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,1,1,272.0
2,5,9,0,2,0,0,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,3,152.0
8,7,5,2,0,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,2,140.0
2,9,8,2,2,0,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,62.0
3,2,7,0,2,4,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,156.0
4,5,2,1,2,0,0,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,3,117.0
4,8,4,4,2,2,2,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,2,1,146.0
3,3,1,1,1,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,120.0
1,7,1,3,0,4,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,151.0
2,1,1,3,2,1,1,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,0,147.0
0,4,2,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,1,80.0
7,0,9,1,1,3,3,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,178.0
1,5,2,0,0,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,1,129.0
2,2,4,4,0,1,1,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,1,159.0
4,7,5,2,2,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,3,144.0
0,4,6,3,1,4,4,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,1,1,184.0
7,2,8,0,2,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,3,56.0
9,3,6,3,0,0,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,2,92.0
7,5,4,0,0,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,115.0
6,6,9,1,0,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,2,98.0
8,0,2,3,1,0,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,1,1,171.0
5,8,8,3,1,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,3,54.0
6,6,7,3,1,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,115.0
7,2,9,3,1,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,1,97.0
2,5,7,0,1,0,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,1,82.0
2,5,0,0,1,2,2,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,123.0
5,8,9,2,1,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,3,28.0
7,7,7,3,0,2,2,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,1,0,256.0
9,7,2,0,1,2,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,3,45.0
3,6,7,4,0,3,3,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,3,84.0
0,2,5,1,0,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,3,114.0
2,9,3,0,1,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,39.0
7,5,5,4,1,2,2,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,3,132.0
7,0,2,2,1,1,1,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,1,156.0
7,4,4,4,0,2,2,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,1,232.0
6,3,4,4,1,0,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0,142.0
2,1,3,1,0,1,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,1,203.0
4,7,2,1,1,1,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,84.0
2,6,0,2,1,1,1,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,3,100.0
6,9,5,0,2,1,1,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0,141.0
4,0,4,2,1,2,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,2,114.0
6,4,9,1,1,2,2,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,160.0
2,6,6,1,1,0,0,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,133.0
5,7,5,1,0,3,3,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,3,115.0
9,9,0,0,2,3,3,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,2,120.0
3,2,3,3,0,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,60.0
2,0,4,3,2,1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0,108.0
4,9,1,2,0,0,0,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,1,285.0
3,3,5,0,0,3,3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,1,86.0
2,8,6,1,2,0,0,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,3,136.0
7,4,8,1,2,2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,6,60.0
2,3,2,1,0,2,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,1,4,39.0
4,8,0,4,1,3,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,1,1,168.0
5,8,3,0,2,3,3,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,3,117.0
2,4,2,4,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,3,134.0
7,1,0,3,1,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,1,51.0
1,2,9,4,0,0,0,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,103.0
7,5,8,3,2,0,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,3,144.0
3,4,4,3,2,0,0,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0,218.0
7,4,8,3,2,4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,2,142.0
7,3,3,2,2,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,64.0
0,6,0,1,2,1,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,3,172.0
3,5,5,1,1,1,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,1,69.0
4,7,2,3,1,1,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,0,138.0
2,7,6,3,0,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,1,46.0
5,1,1,0,1,1,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,36.0
3,1,8,2,0,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,58.0
4,3,7,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,0,163.0
2,2,4,4,2,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,89.0
3,8,4,1,0,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,2,5,126.0
4,7,9,1,0,1,1,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,1,2,122.0
7,0,5,2,0,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,50.0
3,9,1,3,0,2,2,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,0,138.0
5,9,8,1,0,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,0,133.0
2,8,2,1,1,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,113.0
3,0,3,4,0,0,0,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,1,114.0
1,2,0,0,0,3,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,1,156.0
1,5,8,4,1,4,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,3,91.0
8,8,1,0,1,4,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,0,130.0
6,8,2,0,2,4,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,3,32.0
0,7,7,2,0,2,2,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,1,182.0
3,0,7,2,2,3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,1,1,105.0
4,0,2,4,1,4,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,1,75.0
9,6,2,2,1,4,4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,111.0
2,4,6,3,1,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,2,128.0
2,9,1,4,2,1,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,1,125.0
2,2,8,1,0,3,3,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,80.0
6,9,3,0,1,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,3,108.0
7,1,5,3,1,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,3,55.0
1,5,3,2,1,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,66.0
8,8,0,3,2,0,0,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0,161.0
4,1,0,4,0,0,0,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,0,138.0
8,1,1,0,1,1,1,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,0,186.0
