slot_person1,slot_person2,slot_factor,slot_factor_abs_log1p,slot_factor_is_even,slot_factor_mod3,slot_factor_mod5,slot_factor_mod7,slot_factor_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_item,gcd_all,n_multiple_pairs,y
18,9,4,1.6094379124341003,1,1,4,4,4,515,6.246106765481563,0,2,0,4,5,5,1,0,103.0
6,4,6,1.9459101490553132,1,0,1,6,6,4333,8.374246182096304,0,1,3,0,3,2,1,0,619.0
19,9,12,2.5649493574615367,1,0,2,5,2,1154400,13.959092152692289,1,0,0,2,0,3,12,1,88800.0
10,0,4,1.6094379124341003,1,1,4,4,4,31750000,17.273403314799037,1,1,0,2,0,14,4,1,6350000.0
1,3,12,2.5649493574615367,1,0,2,5,2,91,4.5217885770490405,0,1,1,0,1,4,1,0,7.0
9,3,12,2.5649493574615367,1,0,2,5,2,1003600,13.819105089886822,1,1,0,3,0,14,4,0,77200.0
9,13,4,1.6094379124341003,1,1,4,4,4,1190,7.0825485693553,1,2,0,0,0,2,2,0,238.0
8,9,3,1.3862943611198906,0,0,3,3,3,29200,10.281958234245314,1,1,0,3,0,2,1,0,7300.0
4,14,2,1.0986122886681098,1,2,2,2,2,2643000,14.787425571944281,1,0,0,3,0,10,2,1,881000.0
15,19,12,2.5649493574615367,1,0,2,5,2,7800000,15.86963441986494,1,0,0,5,0,4,12,1,600000.0
8,11,9,2.302585092994046,0,0,4,2,9,3100000,14.946912992035967,1,1,0,1,0,4,1,0,310000.0
17,19,7,2.0794415416798357,0,1,2,0,7,16000000,16.588099342704055,1,1,0,2,0,2,1,0,2000000.0
6,0,10,2.3978952727983707,1,1,0,3,0,484,6.184148890937483,1,1,4,1,4,15,2,0,44.0
12,5,12,2.5649493574615367,1,0,2,5,2,84370000,18.250722457994364,1,1,0,1,0,4,4,0,6490000.0
7,18,4,1.6094379124341003,1,1,4,4,4,39500,10.584081267024454,1,2,0,6,0,11,4,1,7900.0
18,15,7,2.0794415416798357,0,1,2,0,7,2120000,14.566927118346197,1,2,0,1,0,7,1,0,265000.0
12,8,4,1.6094379124341003,1,1,4,4,4,1185000,13.98525417643287,1,0,0,5,0,3,4,1,237000.0
11,2,8,2.1972245773362196,1,2,3,1,8,47880,10.776474045001011,1,0,0,0,0,5,8,1,5320.0
6,4,4,1.6094379124341003,1,1,4,4,4,3055000,14.932290477920022,1,1,0,4,0,3,4,1,611000.0
1,12,5,1.791759469228055,0,2,0,5,5,11160000,16.22784660452317,1,0,0,5,0,7,5,1,1860000.0
3,5,5,1.791759469228055,0,2,0,5,5,350400,12.76683349192158,1,0,0,1,0,2,5,1,58400.0
17,5,4,1.6094379124341003,1,1,4,4,4,33800000,17.335971390039045,1,2,0,3,0,5,4,1,6760000.0
0,13,6,1.9459101490553132,1,0,1,6,6,12530000,16.34363640668071,1,2,0,0,0,2,2,0,1790000.0
18,19,3,1.3862943611198906,0,0,3,3,3,2488000,14.726990134770388,1,1,0,4,0,2,1,0,622000.0
1,15,12,2.5649493574615367,1,0,2,5,2,364000,12.804911893867851,1,1,0,0,0,12,4,0,28000.0
1,10,7,2.0794415416798357,0,1,2,0,7,40640000,17.5202633858408,1,2,0,2,0,15,1,0,5080000.0
7,18,4,1.6094379124341003,1,1,4,4,4,444500,13.004707583652351,1,2,0,0,0,12,4,1,88900.0
18,18,5,1.791759469228055,0,2,0,5,5,51420,10.847801928316501,1,0,0,5,0,9,5,1,8570.0
18,11,12,2.5649493574615367,1,0,2,5,2,76830,11.249363483526032,1,0,0,5,0,10,6,0,5910.0
5,4,11,2.4849066497880004,0,2,1,4,1,6168,8.72729202920964,1,0,3,1,8,11,1,0,514.0
14,2,4,1.6094379124341003,1,1,4,4,4,18200000,16.716932206992077,1,2,0,0,0,6,4,1,3640000.0
6,11,9,2.302585092994046,0,0,4,2,9,2440,7.80016307039296,1,1,0,4,0,7,1,0,244.0
19,11,3,1.3862943611198906,0,0,3,3,3,1564000,14.262757839473378,1,1,0,4,0,8,1,0,391000.0
1,8,9,2.302585092994046,0,0,4,2,9,399000,12.896719202134523,1,0,0,0,0,0,3,0,39900.0
8,8,7,2.0794415416798357,0,1,2,0,7,20480,9.92725290608639,1,2,0,5,0,11,1,0,2560.0
2,12,5,1.791759469228055,0,2,0,5,5,4800,8.476579508530941,1,0,0,5,0,10,5,1,800.0
8,6,2,1.0986122886681098,1,2,2,2,2,441,6.091309882077698,0,0,1,0,1,0,1,0,147.0
10,3,10,2.3978952727983707,1,1,0,3,0,41360,10.63009368683974,1,2,0,4,0,13,10,1,3760.0
11,17,12,2.5649493574615367,1,0,2,5,2,3211000,14.982093284501063,1,1,0,2,0,0,4,0,247000.0
2,18,10,2.3978952727983707,1,1,0,3,0,98340,11.496196309716344,1,0,0,4,0,10,10,1,8940.0
14,14,7,2.0794415416798357,0,1,2,0,7,59200,10.988693712621323,1,1,0,1,0,15,1,0,7400.0
11,0,2,1.0986122886681098,1,2,2,2,2,612000,13.324489195480057,1,0,0,4,0,7,2,1,204000.0
8,5,3,1.3862943611198906,0,0,3,3,3,201600,12.214045775484509,1,0,0,0,0,8,3,1,50400.0
13,15,8,2.1972245773362196,1,2,3,1,8,51390,10.847218338835674,1,0,0,3,0,11,2,0,5710.0
14,6,11,2.4849066497880004,0,2,1,4,1,38160000,17.45729843074981,1,0,0,4,0,12,1,0,3180000.0
5,1,9,2.302585092994046,0,0,4,2,9,17500,9.770013301136158,1,1,0,0,0,15,1,0,1750.0
1,16,4,1.6094379124341003,1,1,4,4,4,23000000,16.951004817371683,1,2,0,2,0,0,4,1,4600000.0
18,7,7,2.0794415416798357,0,1,2,0,7,497600,13.11755383005139,1,2,0,5,0,2,1,0,62200.0
10,4,2,1.0986122886681098,1,2,2,2,2,2040000,14.528460856016357,1,0,0,4,0,4,2,1,680000.0
5,9,2,1.0986122886681098,1,2,2,2,2,6630000,15.707115512991596,1,0,0,6,0,14,2,1,2210000.0
19,2,5,1.791759469228055,0,2,0,5,5,4560,8.4252971767117,1,0,0,3,0,13,5,1,760.0
9,2,2,1.0986122886681098,1,2,2,2,2,206400,12.237576157539047,1,0,0,5,0,15,2,1,68800.0
1,7,3,1.3862943611198906,0,0,3,3,3,21000000,16.860033043306743,1,0,0,0,0,3,3,1,5250000.0
1,11,6,1.9459101490553132,1,0,1,6,6,3598000,15.095888971424761,1,1,0,0,0,9,2,0,514000.0
7,16,4,1.6094379124341003,1,1,4,4,4,42300000,17.560297667657167,1,0,0,1,0,7,4,1,8460000.0
17,8,6,1.9459101490553132,1,0,1,6,6,5880000,15.587067489942822,1,0,0,0,0,5,6,1,840000.0
14,6,7,2.0794415416798357,0,1,2,0,7,3528000,15.07624197955549,1,0,0,0,0,1,7,1,441000.0
5,5,5,1.791759469228055,0,2,0,5,5,10140,9.224341891611996,1,0,0,4,0,7,5,1,1690.0
6,9,6,1.9459101490553132,1,0,1,6,6,1036000,13.850878667052065,1,1,0,0,0,3,2,0,148000.0
5,17,9,2.302585092994046,0,0,4,2,9,17200,9.75272280064639,1,1,0,1,0,10,1,0,1720.0
16,9,10,2.3978952727983707,1,1,0,3,0,2893000,14.877804929620154,1,1,0,5,0,3,10,1,263000.0
2,12,7,2.0794415416798357,0,1,2,0,7,792000,13.58231793342203,1,0,0,6,0,6,1,0,99000.0
6,11,3,1.3862943611198906,0,0,3,3,3,3460000,15.056779436051206,1,1,0,5,0,5,1,0,865000.0
5,17,8,2.1972245773362196,1,2,3,1,8,10080,9.218407743053941,1,0,0,0,0,11,8,1,1120.0
18,11,11,2.4849066497880004,0,2,1,4,1,8616000,15.969131613881492,1,0,0,1,0,6,1,0,718000.0
11,12,2,1.0986122886681098,1,2,2,2,2,184200,12.123782831670258,1,0,0,2,0,6,2,1,61400.0
15,7,4,1.6094379124341003,1,1,4,4,4,438500,12.991117371293484,1,2,0,6,0,0,4,1,87700.0
10,14,2,1.0986122886681098,1,2,2,2,2,288000,12.570719231334277,1,0,0,6,0,1,2,1,96000.0
12,10,11,2.4849066497880004,0,2,1,4,1,55560,10.925236795266423,1,0,0,1,0,6,1,0,4630.0
7,14,9,2.302585092994046,0,0,4,2,9,5900,8.682877107057168,1,2,0,6,0,15,1,0,590.0
4,9,5,1.791759469228055,0,2,0,5,5,34500000,17.356469910987094,1,0,0,3,0,1,5,1,5750000.0
14,8,7,2.0794415416798357,0,1,2,0,7,181600,12.109567251742098,1,1,0,6,0,0,1,0,22700.0
16,4,4,1.6094379124341003,1,1,4,4,4,29950,10.307317991967832,1,1,0,4,0,13,2,0,5990.0
17,4,7,2.0794415416798357,0,1,2,0,7,244800,12.408200914579284,1,0,0,3,0,14,1,0,30600.0
17,7,7,2.0794415416798357,0,1,2,0,7,24400,10.102379394048045,1,1,0,5,0,0,1,0,3050.0
16,16,3,1.3862943611198906,0,0,3,3,3,56800,10.947309210188068,1,1,0,2,0,8,1,0,14200.0
0,17,4,1.6094379124341003,1,1,4,4,4,23950000,16.99147892357485,1,1,0,4,0,9,4,1,4790000.0
12,16,2,1.0986122886681098,1,2,2,2,2,8850000,15.995928129978456,1,0,0,5,0,1,2,1,2950000.0
13,13,12,2.5649493574615367,1,0,2,5,2,1146600,13.952312471599768,1,0,0,0,0,15,12,1,88200.0
8,13,4,1.6094379124341003,1,1,4,4,4,19600,9.883335864325275,1,1,0,0,0,4,4,1,3920.0
2,13,6,1.9459101490553132,1,0,1,6,6,35140000,17.374850669180823,1,1,0,0,0,13,2,0,5020000.0
18,1,12,2.5649493574615367,1,0,2,5,2,81120000,18.211440110134564,1,0,0,3,0,5,12,1,6240000.0
14,2,4,1.6094379124341003,1,1,4,4,4,60000,11.002116507732017,1,0,0,3,0,10,4,1,12000.0
10,6,11,2.4849066497880004,0,2,1,4,1,21120,9.958023085184141,1,0,0,1,0,13,11,1,1760.0
17,12,6,1.9459101490553132,1,0,1,6,6,22470,10.019980867971933,1,0,0,0,0,13,6,1,3210.0
10,16,8,2.1972245773362196,1,2,3,1,8,6012,8.70167907103957,1,0,2,6,2,13,4,0,668.0
9,13,7,2.0794415416798357,0,1,2,0,7,832000,13.631588921725701,1,1,0,1,0,2,1,0,104000.0
16,3,3,1.3862943611198906,0,0,3,3,3,1076000,13.888761949071464,1,2,0,2,0,2,1,0,269000.0
3,5,5,1.791759469228055,0,2,0,5,5,103800,11.550230883578887,1,0,0,4,0,7,5,1,17300.0
17,9,2,1.0986122886681098,1,2,2,2,2,729000,13.499430382731967,1,0,0,6,0,4,2,1,243000.0
17,11,2,1.0986122886681098,1,2,2,2,2,2679000,14.800954521800286,1,0,0,2,0,14,2,1,893000.0
19,0,3,1.3862943611198906,0,0,3,3,3,1680000,14.33430494661736,1,0,0,0,0,12,3,1,420000.0
8,3,3,1.3862943611198906,0,0,3,3,3,5840,8.67265729404031,1,2,0,2,0,8,1,0,1460.0
2,1,6,1.9459101490553132,1,0,1,6,6,457800,13.0341898708582,1,0,0,0,0,11,6,1,65400.0
18,16,2,1.0986122886681098,1,2,2,2,2,13170000,16.393452149649605,1,0,0,4,0,7,2,1,4390000.0
1,10,7,2.0794415416798357,0,1,2,0,7,28880000,17.17865990661494,1,2,0,2,0,7,1,0,3610000.0
0,5,7,2.0794415416798357,0,1,2,0,7,483200,13.088187995137025,1,2,0,4,0,3,1,0,60400.0
11,16,3,1.3862943611198906,0,0,3,3,3,18200000,16.716932206992077,1,2,0,0,0,12,1,0,4550000.0
7,1,9,2.302585092994046,0,0,4,2,9,2720000,14.81614280591917,1,2,0,3,0,8,1,0,272000.0
7,2,10,2.3978952727983707,1,1,0,3,0,592900,13.2927827163191,1,1,0,0,0,3,10,1,53900.0
17,9,7,2.0794415416798357,0,1,2,0,7,22320,10.013283218359012,1,0,0,4,0,9,1,0,2790.0
16,16,3,1.3862943611198906,0,0,3,3,3,868,6.767343125265392,1,1,3,0,8,8,1,0,217.0
5,18,10,2.3978952727983707,1,1,0,3,0,36300000,17.40732832678329,1,0,0,2,0,4,10,1,3300000.0
11,11,6,1.9459101490553132,1,0,1,6,6,6930,8.843759381917984,1,0,0,0,0,10,6,1,990.0
19,12,9,2.302585092994046,0,0,4,2,9,856000,13.660026823347495,1,1,0,5,0,7,1,0,85600.0
9,11,3,1.3862943611198906,0,0,3,3,3,21040000,16.861935993362298,1,1,0,2,0,5,1,0,5260000.0
9,2,7,2.0794415416798357,0,1,2,0,7,928,6.834108738813838,1,1,3,4,8,13,1,0,116.0
5,15,9,2.302585092994046,0,0,4,2,9,43100000,17.579033578275833,1,2,0,6,0,4,1,0,4310000.0
7,6,11,2.4849066497880004,0,2,1,4,1,828000,13.626769641096136,1,0,0,5,0,8,1,0,69000.0
4,10,6,1.9459101490553132,1,0,1,6,6,20440,9.925297966799977,1,1,0,0,0,15,2,0,2920.0
19,2,2,1.0986122886681098,1,2,2,2,2,92100,11.430641079947755,1,0,0,1,0,4,2,1,30700.0
14,10,7,2.0794415416798357,0,1,2,0,7,517600,13.15695995416078,1,1,0,6,0,0,1,0,64700.0
9,11,4,1.6094379124341003,1,1,4,4,4,1950000,14.48334044336031,1,0,0,3,0,13,4,1,390000.0
11,19,5,1.791759469228055,0,2,0,5,5,497400,13.117151820803784,1,0,0,1,0,8,5,1,82900.0
0,2,5,1.791759469228055,0,2,0,5,5,425400,12.960787532474237,1,0,0,3,0,2,5,1,70900.0
19,7,6,1.9459101490553132,1,0,1,6,6,76300,11.242441323346558,1,1,0,0,0,1,2,0,10900.0
15,0,9,2.302585092994046,0,0,4,2,9,42000,10.645448706505872,1,0,0,0,0,8,3,0,4200.0
16,4,8,2.1972245773362196,1,2,3,1,8,53100000,17.78768750504456,1,0,0,2,0,13,8,1,5900000.0
15,13,12,2.5649493574615367,1,0,2,5,2,3120000,14.953343880298434,1,0,0,2,0,15,12,1,240000.0
3,12,2,1.0986122886681098,1,2,2,2,2,9090000,16.02268557616466,1,0,0,3,0,11,2,1,3030000.0
4,0,12,2.5649493574615367,1,0,2,5,2,114530000,18.556347364105235,1,2,0,4,0,12,4,0,8810000.0
11,7,7,2.0794415416798357,0,1,2,0,7,5528,8.617762246337932,1,2,3,5,8,6,1,0,691.0
16,14,11,2.4849066497880004,0,2,1,4,1,51240,10.84429527182336,1,0,0,0,0,15,1,0,4270.0
12,14,11,2.4849066497880004,0,2,1,4,1,55800000,17.837284445272687,1,0,0,4,0,10,1,0,4650000.0
11,5,8,2.1972245773362196,1,2,3,1,8,3510,8.163656176168432,1,0,0,3,0,13,2,0,390.0
0,14,2,1.0986122886681098,1,2,2,2,2,2424,7.793586803371584,1,0,4,2,4,6,2,1,808.0
16,11,9,2.302585092994046,0,0,4,2,9,200000,12.206077645517674,1,2,0,3,0,6,1,0,20000.0
16,8,7,2.0794415416798357,0,1,2,0,7,2240,7.714677473800927,1,2,0,0,0,2,7,1,280.0
16,19,7,2.0794415416798357,0,1,2,0,7,475200,13.071493151405463,1,0,0,5,0,3,1,0,59400.0
7,7,10,2.3978952727983707,1,1,0,3,0,77770,11.26152389003502,1,1,0,0,0,12,10,1,7070.0
0,17,9,2.302585092994046,0,0,4,2,9,520000,13.161586013632684,1,1,0,5,0,9,1,0,52000.0
8,16,8,2.1972245773362196,1,2,3,1,8,52650,10.871440510734077,1,0,0,3,0,5,2,0,5850.0
4,7,8,2.1972245773362196,1,2,3,1,8,13590,9.517163087955348,1,0,0,3,0,0,2,0,1510.0
2,7,10,2.3978952727983707,1,1,0,3,0,2684,7.895436006942965,1,2,4,3,4,1,2,0,244.0
7,14,8,2.1972245773362196,1,2,3,1,8,1512,7.321849713788356,1,0,2,0,2,11,8,1,168.0
1,17,3,1.3862943611198906,0,0,3,3,3,35560000,17.386731996731463,1,1,0,0,0,1,1,0,8890000.0
4,16,4,1.6094379124341003,1,1,4,4,4,42450000,17.563837494278758,1,0,0,5,0,4,4,1,8490000.0
10,12,7,2.0794415416798357,0,1,2,0,7,15680,9.660205067381032,1,2,0,0,0,15,7,1,1960.0
12,17,8,2.1972245773362196,1,2,3,1,8,4698,8.455104999102815,1,0,3,1,8,11,2,0,522.0
17,2,9,2.302585092994046,0,0,4,2,9,23700000,16.980985648299452,1,0,0,2,0,15,3,0,2370000.0
19,10,10,2.3978952727983707,1,1,0,3,0,8041,8.992433087457218,0,1,1,5,1,2,1,0,731.0
6,9,8,2.1972245773362196,1,2,3,1,8,3879,8.263590432617319,0,0,4,1,9,1,1,0,431.0
6,17,8,2.1972245773362196,1,2,3,1,8,4716,8.458928283284262,1,0,1,5,6,11,4,0,524.0
13,12,12,2.5649493574615367,1,0,2,5,2,88270000,18.295910868325294,1,1,0,0,0,10,4,0,6790000.0
10,15,12,2.5649493574615367,1,0,2,5,2,802100,13.594989814081579,1,2,0,5,0,9,4,0,61700.0
14,8,12,2.5649493574615367,1,0,2,5,2,107900000,18.496715439496203,1,2,0,5,0,5,4,0,8300000.0
11,7,3,1.3862943611198906,0,0,3,3,3,35120000,17.374281355204992,1,2,0,6,0,2,1,0,8780000.0
4,0,10,2.3978952727983707,1,1,0,3,0,62700,11.046132675457146,1,0,0,1,0,7,10,1,5700.0
18,10,9,2.302585092994046,0,0,4,2,9,882000,13.689948468775134,1,0,0,0,0,12,9,1,88200.0
19,19,5,1.791759469228055,0,2,0,5,5,5760000,15.56644820628317,1,0,0,1,0,14,5,1,960000.0
2,6,5,1.791759469228055,0,2,0,5,5,14580000,16.495161353131888,1,0,0,1,0,15,5,1,2430000.0
7,19,11,2.4849066497880004,0,2,1,4,1,85560000,18.264728453866184,1,0,0,1,0,7,1,0,7130000.0
11,1,9,2.302585092994046,0,0,4,2,9,22600,10.025749432069084,1,1,0,4,0,1,1,0,2260.0
3,10,12,2.5649493574615367,1,0,2,5,2,4095000,15.225277519469522,1,0,0,0,0,9,12,1,315000.0
12,14,5,1.791759469228055,0,2,0,5,5,55200,10.918736348043124,1,0,0,5,0,2,5,1,9200.0
8,4,7,2.0794415416798357,0,1,2,0,7,88000,11.385103457032141,1,1,0,3,0,4,1,0,11000.0
9,12,4,1.6094379124341003,1,1,4,4,4,2060,7.630946580890459,1,2,0,2,0,13,4,1,412.0
18,9,2,1.0986122886681098,1,2,2,2,2,12840000,16.368075934107708,1,0,0,5,0,6,2,1,4280000.0
12,1,2,1.0986122886681098,1,2,2,2,2,255600,12.451372913840931,1,0,0,2,0,8,2,1,85200.0
15,7,11,2.4849066497880004,0,2,1,4,1,5160,8.548885638148727,1,0,0,1,0,12,1,0,430.0
7,1,3,1.3862943611198906,0,0,3,3,3,7680000,15.85413023533218,1,0,0,6,0,8,3,1,1920000.0
6,5,2,1.0986122886681098,1,2,2,2,2,11820000,16.28530365454459,1,0,0,3,0,8,2,1,3940000.0
3,6,5,1.791759469228055,0,2,0,5,5,21000,9.952325334619427,1,0,0,0,0,7,5,1,3500.0
15,8,7,2.0794415416798357,0,1,2,0,7,1392,7.239214973779806,1,0,2,6,2,9,1,0,174.0
17,0,5,1.791759469228055,0,2,0,5,5,2520,7.83241092718792,1,0,0,0,0,1,5,1,420.0
4,0,8,2.1972245773362196,1,2,3,1,8,37080000,17.428588325630646,1,0,0,6,0,14,8,1,4120000.0
0,5,8,2.1972245773362196,1,2,3,1,8,605700,13.31414174395001,1,0,0,4,0,8,4,0,67300.0
8,0,10,2.3978952727983707,1,1,0,3,0,649,6.476972362889683,0,1,4,5,9,2,1,0,59.0
11,14,6,1.9459101490553132,1,0,1,6,6,315,5.755742213586912,0,0,0,0,5,9,3,0,45.0
0,0,12,2.5649493574615367,1,0,2,5,2,390000,12.873904582205107,1,0,0,2,0,11,12,1,30000.0
2,18,6,1.9459101490553132,1,0,1,6,6,441700,12.998388461562133,1,1,0,0,0,8,2,0,63100.0
6,11,6,1.9459101490553132,1,0,1,6,6,30030000,17.217707473259544,1,0,0,0,0,10,6,1,4290000.0
16,19,10,2.3978952727983707,1,1,0,3,0,2805000,14.846914453445109,1,0,0,2,0,11,10,1,255000.0
12,1,4,1.6094379124341003,1,1,4,4,4,9600,9.169622538697624,1,0,0,3,0,0,4,1,1920.0
6,9,7,2.0794415416798357,0,1,2,0,7,4456000,15.30976228500575,1,1,0,3,0,4,1,0,557000.0
17,12,10,2.3978952727983707,1,1,0,3,0,8646000,15.972607459870128,1,0,0,6,0,10,10,1,786000.0
9,18,2,1.0986122886681098,1,2,2,2,2,10320,9.241935933565934,1,0,0,2,0,13,2,1,3440.0
12,3,7,2.0794415416798357,0,1,2,0,7,3360,8.119993827725105,1,0,0,0,0,9,7,1,420.0
2,5,11,2.4849066497880004,0,2,1,4,1,85200,11.352768449837729,1,0,0,3,0,6,1,0,7100.0
16,12,8,2.1972245773362196,1,2,3,1,8,6606000,15.703489036310396,1,0,0,2,0,13,8,1,734000.0
9,18,5,1.791759469228055,0,2,0,5,5,1302000,14.079412869799512,1,0,0,0,0,0,5,1,217000.0
10,10,10,2.3978952727983707,1,1,0,3,0,59620,10.995763139986401,1,1,0,1,0,2,10,1,5420.0
10,12,7,2.0794415416798357,0,1,2,0,7,6784000,15.730077603859526,1,1,0,6,0,12,1,0,848000.0
4,18,9,2.302585092994046,0,0,4,2,9,40100000,17.50688691721445,1,2,0,3,0,1,1,0,4010000.0
13,14,12,2.5649493574615367,1,0,2,5,2,46410,10.745291779083457,1,0,0,0,0,0,6,0,3570.0
18,6,8,2.1972245773362196,1,2,3,1,8,11160,9.320180837655714,1,0,0,2,0,10,8,1,1240.0
0,5,12,2.5649493574615367,1,0,2,5,2,43810000,17.59537268261592,1,1,0,3,0,13,4,0,3370000.0
11,5,3,1.3862943611198906,0,0,3,3,3,33000000,17.312018149733785,1,0,0,5,0,2,3,1,8250000.0
13,4,7,2.0794415416798357,0,1,2,0,7,31360000,17.261043785334238,1,1,0,0,0,7,7,1,3920000.0
1,7,3,1.3862943611198906,0,0,3,3,3,34760000,17.363977887130165,1,2,0,2,0,14,1,0,8690000.0
11,2,5,1.791759469228055,0,2,0,5,5,23760000,16.98351409454626,1,0,0,5,0,1,5,1,3960000.0
6,16,4,1.6094379124341003,1,1,4,4,4,25800,10.158168529848494,1,0,0,5,0,8,4,1,5160.0
8,10,11,2.4849066497880004,0,2,1,4,1,204000,12.225880174775122,1,0,0,6,0,13,1,0,17000.0
9,18,4,1.6094379124341003,1,1,4,4,4,1155000,13.959611767738522,1,0,0,0,0,10,4,1,231000.0
10,14,11,2.4849066497880004,0,2,1,4,1,372000,12.826651821423713,1,0,0,6,0,5,1,0,31000.0
1,18,11,2.4849066497880004,0,2,1,4,1,62040000,17.943289912391243,1,0,0,1,0,13,11,1,5170000.0
3,15,2,1.0986122886681098,1,2,2,2,2,900,6.803505257608338,1,0,0,4,0,12,2,1,300.0
5,8,7,2.0794415416798357,0,1,2,0,7,4560,8.4252971767117,1,0,0,3,0,4,1,0,570.0
10,10,6,1.9459101490553132,1,0,1,6,6,6160,8.725994381014571,1,1,0,0,0,3,2,0,880.0
2,13,4,1.6094379124341003,1,1,4,4,4,2450000,14.711598990684092,1,2,0,0,0,1,4,1,490000.0
10,2,8,2.1972245773362196,1,2,3,1,8,6570,8.790421306897867,1,0,0,4,0,7,2,0,730.0
7,4,9,2.302585092994046,0,0,4,2,9,329000,12.703816069256568,1,2,0,0,0,8,1,0,32900.0
5,11,4,1.6094379124341003,1,1,4,4,4,44450,10.702142737876844,1,2,0,0,0,0,2,0,8890.0
15,16,9,2.302585092994046,0,0,4,2,9,117000,11.669937760751914,1,0,0,2,0,11,9,1,11700.0
12,11,11,2.4849066497880004,0,2,1,4,1,508800,13.139812256414922,1,0,0,5,0,3,1,0,42400.0
9,13,5,1.791759469228055,0,2,0,5,5,1566,7.356918242356021,1,0,1,5,6,9,1,0,261.0
2,4,4,1.6094379124341003,1,1,4,4,4,3515000,15.072550367721883,1,2,0,6,0,10,4,1,703000.0
13,12,10,2.3978952727983707,1,1,0,3,0,5918,8.685922794690725,1,2,3,3,8,3,2,0,538.0
18,15,12,2.5649493574615367,1,0,2,5,2,89570000,18.31053101161583,1,2,0,2,0,10,4,0,6890000.0
19,10,6,1.9459101490553132,1,0,1,6,6,92400,11.433893080082035,1,0,0,0,0,1,6,1,13200.0
19,8,5,1.791759469228055,0,2,0,5,5,52980,10.877688637695117,1,0,0,4,0,9,5,1,8830.0
7,8,8,2.1972245773362196,1,2,3,1,8,3663,8.20631072579402,0,0,3,2,3,3,1,0,407.0
9,10,9,2.302585092994046,0,0,4,2,9,4980000,15.42094064980403,1,0,0,4,0,14,3,0,498000.0
12,12,11,2.4849066497880004,0,2,1,4,1,4368,8.382289428951436,1,0,3,0,8,6,1,0,364.0
10,3,2,1.0986122886681098,1,2,2,2,2,13290000,16.40252250593397,1,0,0,3,0,14,2,1,4430000.0
14,5,3,1.3862943611198906,0,0,3,3,3,35200,10.468829770273567,1,1,0,4,0,0,1,0,8800.0
17,14,11,2.4849066497880004,0,2,1,4,1,18240,9.811427086686914,1,0,0,5,0,3,1,0,1520.0
8,11,6,1.9459101490553132,1,0,1,6,6,1547,7.344719054149673,0,2,2,0,7,8,1,0,221.0
7,4,10,2.3978952727983707,1,1,0,3,0,74690000,18.128856785721922,1,2,0,0,0,2,10,1,6790000.0
12,9,3,1.3862943611198906,0,0,3,3,3,30120000,17.2206999940965,1,0,0,1,0,8,3,1,7530000.0
6,18,3,1.3862943611198906,0,0,3,3,3,2952,7.990576881743923,1,0,2,5,2,15,3,1,738.0
6,14,4,1.6094379124341003,1,1,4,4,4,394000,12.884108726347916,1,1,0,5,0,8,4,1,78800.0
5,10,7,2.0794415416798357,0,1,2,0,7,3864000,15.167213733113684,1,0,0,0,0,9,7,1,483000.0
18,13,6,1.9459101490553132,1,0,1,6,6,27930,10.237492462093485,1,0,0,0,0,11,6,1,3990.0
0,19,5,1.791759469228055,0,2,0,5,5,2346000,14.668222734452927,1,0,0,6,0,7,5,1,391000.0
17,19,3,1.3862943611198906,0,0,3,3,3,324000,12.688501881189456,1,0,0,5,0,5,3,1,81000.0
11,14,12,2.5649493574615367,1,0,2,5,2,299000,12.608202196848836,1,2,0,2,0,1,4,0,23000.0
15,7,9,2.302585092994046,0,0,4,2,9,1040000,13.854732232655556,1,2,0,3,0,3,1,0,104000.0
1,0,11,2.4849066497880004,0,2,1,4,1,8820,9.084890521258767,1,0,0,0,0,1,1,0,735.0
13,2,6,1.9459101490553132,1,0,1,6,6,2030,7.616283561580385,1,2,0,0,0,1,2,0,290.0
12,12,7,2.0794415416798357,0,1,2,0,7,2352000,14.670777013170632,1,0,0,0,0,12,7,1,294000.0
19,10,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,0,4,0,15,1,0,5.0
13,1,8,2.1972245773362196,1,2,3,1,8,72090000,18.09342591025231,1,0,0,3,0,1,8,1,8010000.0
8,16,8,2.1972245773362196,1,2,3,1,8,6354000,15.664595251192763,1,0,0,2,0,9,8,1,706000.0
14,11,10,2.3978952727983707,1,1,0,3,0,4631000,15.348283601398949,1,2,0,3,0,14,10,1,421000.0
1,7,5,1.791759469228055,0,2,0,5,5,315600,12.662234036516644,1,0,0,5,0,8,5,1,52600.0
3,14,4,1.6094379124341003,1,1,4,4,4,11600000,16.266515742283485,1,2,0,6,0,5,4,1,2320000.0
18,3,11,2.4849066497880004,0,2,1,4,1,4920000,15.408819291720503,1,0,0,1,0,9,1,0,410000.0
7,1,4,1.6094379124341003,1,1,4,4,4,4340000,15.283385136491308,1,2,0,0,0,1,4,1,868000.0
2,17,6,1.9459101490553132,1,0,1,6,6,23240,10.053673239300013,1,2,0,0,0,11,2,0,3320.0
10,6,4,1.6094379124341003,1,1,4,4,4,20250000,16.823665400899536,1,0,0,1,0,15,4,1,4050000.0
