slot_a,slot_a_abs_log1p,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_sign,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_name1,slot_name2,gcd_all,n_multiple_pairs,y
330,5.802118375377063,0,0,1,0,30,3.4339872044851463,1,1,0,0,2,0,8,5,30,1,525.0
514,6.244166900663736,1,4,3,4,22,3.1354942159291497,1,1,1,2,1,2,12,9,2,0,793.0
586,6.375024819828097,1,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,7,17,2,0,885.0
348,5.855071922202427,0,3,5,8,2,1.0986122886681098,1,1,2,2,2,2,6,3,2,1,524.0
1106,7.009408932708637,2,1,0,6,15,2.772588722239781,1,0,0,0,1,5,17,6,1,0,1674.0
1052,6.959398512133975,2,2,2,2,32,3.4965075614664802,1,1,2,2,4,2,4,18,4,0,1610.0
262,5.572154032177765,1,2,3,2,33,3.5263605246161616,1,0,0,3,5,3,10,3,1,0,426.0
162,5.093750200806762,0,2,1,2,32,3.4965075614664802,1,1,2,2,4,2,7,11,2,0,275.0
694,6.543911845564792,1,4,1,4,17,2.8903717578961645,1,0,2,2,3,7,4,12,1,0,1058.0
162,5.093750200806762,0,2,1,2,49,3.912023005428146,1,0,1,4,0,9,17,12,1,0,292.0
676,6.517671272912275,1,1,4,6,49,3.912023005428146,1,0,1,4,0,9,6,18,1,0,1063.0
914,6.818924065275521,2,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,5,18,1,0,1374.0
204,5.3230099791384085,0,4,1,4,42,3.7612001156935624,1,1,0,2,0,2,9,16,6,0,348.0
920,6.825460036255307,2,0,3,0,12,2.5649493574615367,1,1,0,2,5,2,9,0,4,0,1392.0
526,6.267200548541362,1,1,1,6,14,2.70805020110221,1,1,2,4,0,4,19,15,2,0,803.0
694,6.543911845564792,1,4,1,4,28,3.367295829986474,1,1,1,3,0,8,9,11,2,0,1069.0
222,5.407171771460119,0,2,5,2,15,2.772588722239781,1,0,0,0,1,5,7,13,3,0,348.0
282,5.645446897643238,0,2,2,2,7,2.0794415416798357,1,0,1,2,0,7,8,12,1,0,430.0
372,5.921578419643816,0,2,1,2,39,3.6888794541139363,1,0,0,4,4,9,16,3,3,0,597.0
232,5.4510384535657,1,2,1,2,32,3.4965075614664802,1,1,2,2,4,2,10,16,8,0,380.0
654,6.484635235635252,0,4,3,4,0,0.0,0,1,0,0,0,0,10,1,654,0,981.0
1138,7.037905963447182,1,3,4,8,46,3.8501476017100584,1,1,1,1,4,6,15,12,2,0,1753.0
466,6.1463292576688975,1,1,4,6,23,3.1780538303479458,1,0,2,3,2,3,13,18,1,0,722.0
1030,6.93828448401696,1,0,1,0,30,3.4339872044851463,1,1,0,0,2,0,3,19,10,0,1575.0
428,6.061456918928017,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,16,9,1,1,643.0
120,4.795790545596741,0,0,1,0,22,3.1354942159291497,1,1,1,2,1,2,11,17,2,0,202.0
1174,7.069023426578259,1,4,5,4,11,2.4849066497880004,1,0,2,1,4,1,9,10,1,0,1772.0
956,6.863803391452954,2,1,4,6,2,1.0986122886681098,1,1,2,2,2,2,8,10,2,1,1436.0
1108,7.011213987350367,1,3,2,8,42,3.7612001156935624,1,1,0,2,0,2,14,15,2,0,1704.0
288,5.666426688112432,0,3,1,8,35,3.58351893845611,1,0,2,0,0,5,5,10,1,0,467.0
178,5.187385805840755,1,3,3,8,24,3.2188758248682006,1,1,0,4,3,4,1,12,2,0,291.0
994,6.902742737158593,1,4,0,4,13,2.6390573296152584,1,0,1,3,6,3,4,6,1,0,1504.0
822,6.71295620067707,0,2,3,2,27,3.332204510175204,1,0,0,2,6,7,16,14,3,0,1260.0
734,6.5998704992128365,2,4,6,4,48,3.8918202981106265,1,1,0,3,6,8,17,12,2,0,1149.0
564,6.336825731146441,0,4,4,4,18,2.9444389791664403,1,1,0,3,4,8,18,1,6,0,864.0
368,5.910796644040527,2,3,4,8,0,0.0,0,1,0,0,0,0,1,5,368,0,552.0
436,6.07993319509559,1,1,2,6,10,2.3978952727983707,1,1,1,0,3,0,18,16,2,0,664.0
390,5.968707559985366,0,0,5,0,14,2.70805020110221,1,1,2,4,0,4,6,13,2,0,599.0
374,5.926926025970411,2,4,3,4,10,2.3978952727983707,1,1,1,0,3,0,12,1,2,0,571.0
1154,7.051855622955894,2,4,6,4,36,3.6109179126442243,1,1,0,1,1,6,7,16,2,0,1767.0
810,6.698268054115413,0,0,5,0,10,2.3978952727983707,1,1,1,0,3,0,13,7,10,1,1225.0
616,6.424869023905388,1,1,0,6,48,3.8918202981106265,1,1,0,3,6,8,11,14,8,0,972.0
996,6.904750769961838,0,1,2,6,27,3.332204510175204,1,0,0,2,6,7,16,2,3,0,1521.0
838,6.732210706467206,1,3,5,8,8,2.1972245773362196,1,1,2,3,1,8,2,7,2,0,1265.0
1060,6.966967138613983,1,0,3,0,5,1.791759469228055,1,0,2,0,5,5,13,14,5,1,1595.0
978,6.88653164253051,0,3,5,8,10,2.3978952727983707,1,1,1,0,3,0,6,10,2,0,1477.0
858,6.755768921984255,0,3,4,8,31,3.4657359027997265,1,0,1,1,3,1,17,6,1,0,1318.0
108,4.6913478822291435,0,3,3,8,42,3.7612001156935624,1,1,0,2,0,2,2,6,6,0,204.0
780,6.660575149839686,0,0,3,0,28,3.367295829986474,1,1,1,3,0,8,7,18,4,0,1198.0
508,6.2324480165505225,1,3,4,8,43,3.784189633918261,1,0,1,3,1,3,10,2,1,0,805.0
688,6.535241271013659,1,3,2,8,2,1.0986122886681098,1,1,2,2,2,2,2,18,2,1,1034.0
860,6.7580945044277305,2,0,6,0,44,3.8066624897703196,1,1,2,4,2,4,6,4,4,0,1334.0
416,6.0330862217988015,2,1,3,6,1,0.6931471805599453,1,0,1,1,1,1,11,4,1,1,625.0
594,6.38856140554563,0,4,6,4,26,3.295836866004329,1,1,2,1,5,6,19,8,2,0,917.0
762,6.637258031284457,0,2,6,2,44,3.8066624897703196,1,1,2,4,2,4,3,15,2,0,1187.0
308,5.733341276897746,2,3,0,8,10,2.3978952727983707,1,1,1,0,3,0,7,4,2,0,472.0
704,6.558197802812269,2,4,4,4,32,3.4965075614664802,1,1,2,2,4,2,16,14,32,1,1088.0
686,6.532334292222349,2,1,0,6,22,3.1354942159291497,1,1,1,2,1,2,12,1,2,0,1051.0
860,6.7580945044277305,2,0,6,0,16,2.833213344056216,1,1,1,1,2,6,19,3,4,0,1306.0
170,5.14166355650266,2,0,2,0,25,3.258096538021482,1,0,1,0,4,5,3,3,5,0,280.0
408,6.013715156042802,0,3,2,8,40,3.713572066704308,1,1,1,0,5,0,15,2,8,0,652.0
726,6.588926477533519,0,1,5,6,27,3.332204510175204,1,0,0,2,6,7,2,13,3,0,1116.0
938,6.844815479208263,2,3,0,8,12,2.5649493574615367,1,1,0,2,5,2,6,18,2,0,1419.0
158,5.0689042022202315,2,3,4,8,0,0.0,0,1,0,0,0,0,2,11,158,0,237.0
568,6.343880434126331,1,3,1,8,46,3.8501476017100584,1,1,1,1,4,6,11,5,2,0,898.0
1036,6.9440872082295275,1,1,0,6,16,2.833213344056216,1,1,1,1,2,6,16,19,4,0,1570.0
914,6.818924065275521,2,4,4,4,28,3.367295829986474,1,1,1,3,0,8,6,17,2,0,1399.0
254,5.541263545158426,2,4,2,4,21,3.091042453358316,1,0,0,1,0,1,12,15,1,0,402.0
722,6.583409222158765,2,2,1,2,50,3.9318256327243257,1,1,2,0,1,0,19,4,2,0,1133.0
172,5.153291594497779,1,2,4,2,45,3.828641396489095,1,0,0,0,3,5,0,11,1,0,303.0
1046,6.953684210870537,2,1,3,6,30,3.4339872044851463,1,1,0,0,2,0,18,18,2,0,1599.0
164,5.10594547390058,2,4,3,4,10,2.3978952727983707,1,1,1,0,3,0,4,13,2,0,256.0
764,6.639875833826536,2,4,1,4,48,3.8918202981106265,1,1,0,3,6,8,11,17,4,0,1194.0
1166,7.062191632286556,2,1,4,6,2,1.0986122886681098,1,1,2,2,2,2,12,15,2,1,1751.0
1038,6.946013991099227,0,3,2,8,13,2.6390573296152584,1,0,1,3,6,3,14,1,1,0,1570.0
106,4.672828834461906,1,1,1,6,41,3.7376696182833684,1,0,2,1,6,1,11,1,1,0,200.0
256,5.54907608489522,1,1,4,6,11,2.4849066497880004,1,0,2,1,4,1,2,11,1,0,395.0
364,5.8998973535824915,1,4,0,4,22,3.1354942159291497,1,1,1,2,1,2,6,12,2,0,568.0
270,5.602118820879701,0,0,4,0,42,3.7612001156935624,1,1,0,2,0,2,5,16,6,0,447.0
652,6.481577129276431,1,2,1,2,1,0.6931471805599453,1,0,1,1,1,1,14,18,1,1,979.0
332,5.808142489980444,2,2,3,2,46,3.8501476017100584,1,1,1,1,4,6,0,10,2,0,544.0
460,6.133398042996649,1,0,5,0,29,3.4011973816621555,1,0,2,4,1,9,16,18,1,0,719.0
1168,7.063903961472068,1,3,6,8,17,2.8903717578961645,1,0,2,2,3,7,11,13,1,0,1769.0
1126,7.027314514039777,1,1,6,6,38,3.6635616461296463,1,1,2,3,3,8,17,16,2,0,1727.0
236,5.4680601411351315,2,1,5,6,9,2.302585092994046,1,0,0,4,2,9,13,13,1,0,363.0
798,6.683360945766275,0,3,0,8,37,3.6375861597263857,1,0,1,2,2,7,6,4,1,0,1234.0
480,6.175867270105761,0,0,4,0,1,0.6931471805599453,1,0,1,1,1,1,5,11,1,1,721.0
978,6.88653164253051,0,3,5,8,50,3.9318256327243257,1,1,2,0,1,0,5,17,2,0,1517.0
322,5.777652323222656,1,2,0,2,44,3.8066624897703196,1,1,2,4,2,4,12,17,2,0,527.0
894,6.796823718274855,0,4,5,4,41,3.7376696182833684,1,0,2,1,6,1,9,2,1,0,1382.0
268,5.594711379601839,1,3,2,8,44,3.8066624897703196,1,1,2,4,2,4,3,0,4,0,446.0
942,6.849066282633458,0,2,4,2,34,3.5553480614894135,1,1,1,4,6,4,17,0,2,0,1447.0
712,6.569481420414296,1,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,16,7,8,1,1076.0
766,6.642486801367256,1,1,3,6,9,2.302585092994046,1,0,0,4,2,9,8,11,1,0,1158.0
206,5.332718793265369,2,1,3,6,25,3.258096538021482,1,0,1,0,4,5,9,11,1,0,334.0
338,5.82600010738045,2,3,2,8,45,3.828641396489095,1,0,0,0,3,5,19,7,1,0,552.0
412,6.023447592961033,1,2,6,2,21,3.091042453358316,1,0,0,1,0,1,9,15,1,0,639.0
886,6.787844982309579,1,1,4,6,48,3.8918202981106265,1,1,0,3,6,8,17,18,2,0,1377.0
444,6.09807428216624,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,9,3,1,1,667.0
848,6.744059186311348,2,3,1,8,22,3.1354942159291497,1,1,1,2,1,2,10,16,2,0,1294.0
984,6.892641641172089,0,4,4,4,26,3.295836866004329,1,1,2,1,5,6,15,5,2,0,1502.0
284,5.652489180268651,2,4,4,4,19,2.995732273553991,1,0,1,4,5,9,19,12,1,0,445.0
1100,7.00397413672268,2,0,1,0,24,3.2188758248682006,1,1,0,4,3,4,11,5,4,0,1674.0
270,5.602118820879701,0,0,4,0,49,3.912023005428146,1,0,1,4,0,9,7,8,1,0,454.0
802,6.688354713946762,1,2,4,2,9,2.302585092994046,1,0,0,4,2,9,17,9,1,0,1212.0
1016,6.92461239604856,2,1,1,6,40,3.713572066704308,1,1,1,0,5,0,3,5,8,0,1564.0
690,6.53813982376767,0,0,4,0,30,3.4339872044851463,1,1,0,0,2,0,11,19,30,1,1065.0
160,5.081404364984463,1,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,11,7,4,1,244.0
1074,6.980075940561763,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,19,7,1,0,1616.0
456,6.124683390894205,0,1,1,6,20,3.044522437723423,1,1,2,0,6,0,14,17,4,0,704.0
774,6.652863029353347,0,4,4,4,30,3.4339872044851463,1,1,0,0,2,0,7,10,6,0,1191.0
340,5.831882477283517,1,0,4,0,46,3.8501476017100584,1,1,1,1,4,6,17,17,2,0,556.0
1108,7.011213987350367,1,3,2,8,20,3.044522437723423,1,1,2,0,6,0,10,18,4,0,1682.0
998,6.906754778648554,2,3,4,8,7,2.0794415416798357,1,0,1,2,0,7,15,19,1,0,1504.0
458,6.129050210060545,2,3,3,8,44,3.8066624897703196,1,1,2,4,2,4,9,1,2,0,731.0
352,5.8664680569332965,1,2,2,2,34,3.5553480614894135,1,1,1,4,6,4,14,17,2,0,562.0
624,6.437751649736401,0,4,1,4,29,3.4011973816621555,1,0,2,4,1,9,15,15,1,0,965.0
1028,6.9363427358340495,2,3,6,8,18,2.9444389791664403,1,1,0,3,4,8,9,2,2,0,1560.0
762,6.637258031284457,0,2,6,2,5,1.791759469228055,1,0,2,0,5,5,10,4,1,0,1148.0
402,5.998936561946683,0,2,3,2,32,3.4965075614664802,1,1,2,2,4,2,2,17,2,0,635.0
1116,7.018401799069201,0,1,3,6,16,2.833213344056216,1,1,1,1,2,6,13,3,4,0,1690.0
134,4.90527477843843,2,4,1,4,48,3.8918202981106265,1,1,0,3,6,8,18,0,2,0,249.0
1188,7.080867896690782,0,3,5,8,8,2.1972245773362196,1,1,2,3,1,8,2,14,4,0,1790.0
924,6.829793737512425,0,4,0,4,39,3.6888794541139363,1,0,0,4,4,9,11,8,3,0,1425.0
706,6.561030665896573,1,1,6,6,26,3.295836866004329,1,1,2,1,5,6,4,0,2,0,1085.0
584,6.371611847231857,2,4,3,4,4,1.6094379124341003,1,1,1,4,4,4,5,2,4,1,880.0
200,5.303304908059076,2,0,4,0,1,0.6931471805599453,1,0,1,1,1,1,11,16,1,1,301.0
172,5.153291594497779,1,2,4,2,45,3.828641396489095,1,0,0,0,3,5,10,14,1,0,303.0
1006,6.914730892718563,1,1,5,6,34,3.5553480614894135,1,1,1,4,6,4,9,7,2,0,1543.0
502,6.220590170099739,1,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,3,2,2,0,761.0
962,6.870053411798126,2,2,3,2,48,3.8918202981106265,1,1,0,3,6,8,17,17,2,0,1491.0
1172,7.067319848653476,2,2,3,2,47,3.871201010907891,1,0,2,2,5,7,19,11,1,0,1805.0
484,6.184148890937483,1,4,1,4,28,3.367295829986474,1,1,1,3,0,8,3,15,4,0,754.0
1016,6.92461239604856,2,1,1,6,47,3.871201010907891,1,0,2,2,5,7,14,8,1,0,1571.0
1178,7.072421900537371,2,3,2,8,9,2.302585092994046,1,0,0,4,2,9,12,14,1,0,1776.0
1152,7.050122520269059,0,2,4,2,5,1.791759469228055,1,0,2,0,5,5,13,4,1,0,1733.0
430,6.066108090103747,1,0,3,0,35,3.58351893845611,1,0,2,0,0,5,9,4,5,0,680.0
938,6.844815479208263,2,3,0,8,50,3.9318256327243257,1,1,2,0,1,0,4,13,2,0,1457.0
926,6.831953565565855,2,1,2,6,19,2.995732273553991,1,0,1,4,5,9,5,9,1,0,1408.0
192,5.262690188904886,0,2,3,2,45,3.828641396489095,1,0,0,0,3,5,6,15,3,0,333.0
1032,6.940222469119639,0,2,3,2,18,2.9444389791664403,1,1,0,3,4,8,17,1,6,0,1566.0
392,5.973809611869261,2,2,0,2,29,3.4011973816621555,1,0,2,4,1,9,18,4,1,0,617.0
1146,7.044905117129371,0,1,5,6,45,3.828641396489095,1,0,0,0,3,5,17,6,3,0,1764.0
1092,6.996681488176539,0,2,0,2,4,1.6094379124341003,1,1,1,4,4,4,2,7,4,1,1642.0
976,6.884486652042782,1,1,3,6,4,1.6094379124341003,1,1,1,4,4,4,7,2,4,1,1468.0
482,6.180016653652572,2,2,6,2,26,3.295836866004329,1,1,2,1,5,6,10,10,2,0,749.0
1076,6.981934677156389,2,1,5,6,16,2.833213344056216,1,1,1,1,2,6,8,0,4,0,1630.0
494,6.20455776256869,2,4,4,4,11,2.4849066497880004,1,0,2,1,4,1,17,19,1,0,752.0
386,5.958424693029782,2,1,1,6,30,3.4339872044851463,1,1,0,0,2,0,1,8,2,0,609.0
484,6.184148890937483,1,4,1,4,6,1.9459101490553132,1,1,0,1,6,6,5,4,2,0,732.0
736,6.602587892189336,1,1,1,6,1,0.6931471805599453,1,0,1,1,1,1,11,0,1,1,1105.0
358,5.883322388488279,1,3,1,8,49,3.912023005428146,1,0,1,4,0,9,10,8,1,0,586.0
722,6.583409222158765,2,2,1,2,42,3.7612001156935624,1,1,0,2,0,2,9,9,2,0,1125.0
748,6.618738983517219,1,3,6,8,5,1.791759469228055,1,0,2,0,5,5,16,15,1,0,1127.0
778,6.658011045870748,1,3,1,8,31,3.4657359027997265,1,0,1,1,3,1,14,13,1,0,1198.0
1146,7.044905117129371,0,1,5,6,19,2.995732273553991,1,0,1,4,5,9,10,13,1,0,1738.0
910,6.814542897259958,1,0,0,0,34,3.5553480614894135,1,1,1,4,6,4,6,18,2,0,1399.0
464,6.142037405587356,2,4,2,4,1,0.6931471805599453,1,0,1,1,1,1,10,9,1,1,697.0
696,6.546785410760524,0,1,3,6,46,3.8501476017100584,1,1,1,1,4,6,12,3,2,0,1090.0
930,6.836259277277067,0,0,6,0,19,2.995732273553991,1,0,1,4,5,9,9,3,1,0,1414.0
478,6.171700597410915,1,3,2,8,35,3.58351893845611,1,0,2,0,0,5,6,2,1,0,752.0
1146,7.044905117129371,0,1,5,6,47,3.871201010907891,1,0,2,2,5,7,15,4,1,0,1766.0
236,5.4680601411351315,2,1,5,6,18,2.9444389791664403,1,1,0,3,4,8,3,16,2,0,372.0
976,6.884486652042782,1,1,3,6,50,3.9318256327243257,1,1,2,0,1,0,18,7,2,0,1514.0
736,6.602587892189336,1,1,1,6,13,2.6390573296152584,1,0,1,3,6,3,18,6,1,0,1117.0
178,5.187385805840755,1,3,3,8,25,3.258096538021482,1,0,1,0,4,5,14,5,1,0,292.0
1106,7.009408932708637,2,1,0,6,33,3.5263605246161616,1,0,0,3,5,3,7,13,1,0,1692.0
282,5.645446897643238,0,2,2,2,17,2.8903717578961645,1,0,2,2,3,7,11,12,1,0,440.0
630,6.447305862541213,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,18,3,6,1,951.0
146,4.990432586778736,2,1,6,6,9,2.302585092994046,1,0,0,4,2,9,7,9,1,0,228.0
916,6.821107472256465,1,1,6,6,46,3.8501476017100584,1,1,1,1,4,6,17,17,2,0,1420.0
618,6.428105272684596,0,3,2,8,32,3.4965075614664802,1,1,2,2,4,2,6,18,2,0,959.0
1030,6.93828448401696,1,0,1,0,32,3.4965075614664802,1,1,2,2,4,2,9,0,2,0,1577.0
696,6.546785410760524,0,1,3,6,50,3.9318256327243257,1,1,2,0,1,0,2,16,2,0,1094.0
1084,6.98933526597456,1,4,6,4,39,3.6888794541139363,1,0,0,4,4,9,14,16,1,0,1665.0
1074,6.980075940561763,0,4,3,4,49,3.912023005428146,1,0,1,4,0,9,5,13,1,0,1660.0
976,6.884486652042782,1,1,3,6,30,3.4339872044851463,1,1,0,0,2,0,6,11,2,0,1494.0
1004,6.912742820493176,2,4,3,4,5,1.791759469228055,1,0,2,0,5,5,9,11,1,0,1511.0
512,6.240275845170769,2,2,1,2,35,3.58351893845611,1,0,2,0,0,5,5,4,1,0,803.0
1020,6.928537818164665,0,0,5,0,30,3.4339872044851463,1,1,0,0,2,0,7,9,30,1,1560.0
728,6.591673732008658,2,3,0,8,12,2.5649493574615367,1,1,0,2,5,2,14,5,4,0,1104.0
340,5.831882477283517,1,0,4,0,20,3.044522437723423,1,1,2,0,6,0,18,18,20,1,530.0
202,5.313205979041787,1,2,6,2,9,2.302585092994046,1,0,0,4,2,9,7,13,1,0,312.0
848,6.744059186311348,2,3,1,8,11,2.4849066497880004,1,0,2,1,4,1,12,10,1,0,1283.0
808,6.695798917058491,1,3,3,8,38,3.6635616461296463,1,1,2,3,3,8,14,19,2,0,1250.0
1166,7.062191632286556,2,1,4,6,14,2.70805020110221,1,1,2,4,0,4,3,18,2,0,1763.0
684,6.529418838262226,0,4,5,4,12,2.5649493574615367,1,1,0,2,5,2,8,15,12,1,1038.0
914,6.818924065275521,2,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,19,0,1,0,1374.0
168,5.1298987149230735,0,3,0,8,16,2.833213344056216,1,1,1,1,2,6,8,5,8,0,268.0
876,6.776506992372183,0,1,1,6,9,2.302585092994046,1,0,0,4,2,9,5,9,3,0,1323.0
1198,7.089243155027514,1,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,9,9,2,0,1805.0
544,6.300785794663244,1,4,5,4,50,3.9318256327243257,1,1,2,0,1,0,1,12,2,0,866.0
666,6.502790045915623,0,1,1,6,40,3.713572066704308,1,1,1,0,5,0,2,8,2,0,1039.0
562,6.333279628139691,1,2,2,2,14,2.70805020110221,1,1,2,4,0,4,19,14,2,0,857.0
262,5.572154032177765,1,2,3,2,5,1.791759469228055,1,0,2,0,5,5,3,0,1,0,398.0
1160,7.057036981697891,2,0,5,0,36,3.6109179126442243,1,1,0,1,1,6,3,17,4,0,1776.0
714,6.5722825426940075,0,4,0,4,38,3.6635616461296463,1,1,2,3,3,8,4,1,2,0,1109.0
972,6.880384082186005,0,2,6,2,41,3.7376696182833684,1,0,2,1,6,1,7,12,1,0,1499.0
418,6.037870919922137,1,3,5,8,21,3.091042453358316,1,0,0,1,0,1,10,4,1,0,648.0
642,6.466144724237619,0,2,5,2,26,3.295836866004329,1,1,2,1,5,6,3,4,2,0,989.0
574,6.354370040797351,1,4,0,4,50,3.9318256327243257,1,1,2,0,1,0,8,12,2,0,911.0
416,6.0330862217988015,2,1,3,6,22,3.1354942159291497,1,1,1,2,1,2,18,6,2,0,646.0
856,6.75343791859778,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,15,11,2,1,1286.0
1128,7.029087564149662,0,3,1,8,29,3.4011973816621555,1,0,2,4,1,9,4,14,1,0,1721.0
704,6.558197802812269,2,4,4,4,34,3.5553480614894135,1,1,1,4,6,4,7,16,2,0,1090.0
458,6.129050210060545,2,3,3,8,48,3.8918202981106265,1,1,0,3,6,8,9,12,2,0,735.0
1116,7.018401799069201,0,1,3,6,36,3.6109179126442243,1,1,0,1,1,6,2,4,36,1,1710.0
762,6.637258031284457,0,2,6,2,45,3.828641396489095,1,0,0,0,3,5,6,11,3,0,1188.0
1132,7.0326242610280065,1,2,5,2,36,3.6109179126442243,1,1,0,1,1,6,19,6,4,0,1734.0
476,6.1675164908883415,2,1,0,6,1,0.6931471805599453,1,0,1,1,1,1,4,2,1,1,715.0
728,6.591673732008658,2,3,0,8,6,1.9459101490553132,1,1,0,1,6,6,2,14,2,0,1098.0
234,5.459585514144159,0,4,3,4,40,3.713572066704308,1,1,1,0,5,0,17,1,2,0,391.0
186,5.231108616854587,0,1,4,6,42,3.7612001156935624,1,1,0,2,0,2,15,8,6,0,321.0
772,6.650279048587422,1,2,2,2,15,2.772588722239781,1,0,0,0,1,5,19,15,1,0,1173.0
954,6.86171134048073,0,4,2,4,21,3.091042453358316,1,0,0,1,0,1,18,19,3,0,1452.0
254,5.541263545158426,2,4,2,4,46,3.8501476017100584,1,1,1,1,4,6,16,2,2,0,427.0
486,6.18826412308259,0,1,3,6,30,3.4339872044851463,1,1,0,0,2,0,5,15,6,0,759.0
1160,7.057036981697891,2,0,5,0,0,0.0,0,1,0,0,0,0,17,1,1160,0,1740.0
1058,6.9650803456014065,2,3,1,8,36,3.6109179126442243,1,1,0,1,1,6,8,18,2,0,1623.0
650,6.478509642208569,2,0,6,0,31,3.4657359027997265,1,0,1,1,3,1,4,18,1,0,1006.0
908,6.812345094177479,2,3,5,8,15,2.772588722239781,1,0,0,0,1,5,13,1,1,0,1377.0
552,6.315358001522335,0,2,6,2,42,3.7612001156935624,1,1,0,2,0,2,5,6,6,0,870.0
186,5.231108616854587,0,1,4,6,19,2.995732273553991,1,0,1,4,5,9,13,9,1,0,298.0
656,6.48768401848461,2,1,5,6,49,3.912023005428146,1,0,1,4,0,9,17,7,1,0,1033.0
1056,6.963189985870238,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,14,9,3,1,1587.0
1152,7.050122520269059,0,2,4,2,12,2.5649493574615367,1,1,0,2,5,2,17,17,12,1,1740.0
650,6.478509642208569,2,0,6,0,7,2.0794415416798357,1,0,1,2,0,7,17,4,1,0,982.0
752,6.6240652277998935,2,2,3,2,33,3.5263605246161616,1,0,0,3,5,3,1,10,1,0,1161.0
1112,7.014814351275545,2,2,6,2,31,3.4657359027997265,1,0,1,1,3,1,15,10,1,0,1699.0
174,5.1647859739235145,0,4,6,4,31,3.4657359027997265,1,0,1,1,3,1,13,10,1,0,292.0
984,6.892641641172089,0,4,4,4,21,3.091042453358316,1,0,0,1,0,1,7,0,3,0,1497.0
768,6.645090969505644,0,3,5,8,49,3.912023005428146,1,0,1,4,0,9,1,0,1,0,1201.0
226,5.424950017481403,1,1,2,6,46,3.8501476017100584,1,1,1,1,4,6,10,6,2,0,385.0
188,5.241747015059643,2,3,6,8,17,2.8903717578961645,1,0,2,2,3,7,1,5,1,0,299.0
340,5.831882477283517,1,0,4,0,36,3.6109179126442243,1,1,0,1,1,6,8,19,4,0,546.0
248,5.517452896464707,2,3,3,8,42,3.7612001156935624,1,1,0,2,0,2,3,17,2,0,414.0
770,6.647688373563329,2,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,14,1,2,0,1161.0
1190,7.0825485693553,2,0,0,0,41,3.7376696182833684,1,0,2,1,6,1,19,10,1,0,1826.0
468,6.150602768446279,0,3,6,8,25,3.258096538021482,1,0,1,0,4,5,15,7,1,0,727.0
1058,6.9650803456014065,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,12,13,1,0,1594.0
666,6.502790045915623,0,1,1,6,34,3.5553480614894135,1,1,1,4,6,4,17,8,2,0,1033.0
284,5.652489180268651,2,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,6,15,1,1,427.0
742,6.610696044717759,1,2,0,2,39,3.6888794541139363,1,0,0,4,4,9,0,3,1,0,1152.0
476,6.1675164908883415,2,1,0,6,18,2.9444389791664403,1,1,0,3,4,8,7,9,2,0,732.0
1046,6.953684210870537,2,1,3,6,49,3.912023005428146,1,0,1,4,0,9,11,1,1,0,1618.0
298,5.700443573390687,1,3,4,8,34,3.5553480614894135,1,1,1,4,6,4,15,5,2,0,481.0
1064,6.970730078143525,2,4,0,4,21,3.091042453358316,1,0,0,1,0,1,19,1,7,0,1617.0
520,6.255750041753367,1,0,2,0,50,3.9318256327243257,1,1,2,0,1,0,18,11,10,0,830.0
1132,7.0326242610280065,1,2,5,2,47,3.871201010907891,1,0,2,2,5,7,9,17,1,0,1745.0
1028,6.9363427358340495,2,3,6,8,3,1.3862943611198906,1,0,0,3,3,3,10,1,1,0,1545.0
1076,6.981934677156389,2,1,5,6,48,3.8918202981106265,1,1,0,3,6,8,18,8,4,0,1662.0
878,6.778784897685177,2,3,3,8,3,1.3862943611198906,1,0,0,3,3,3,5,7,1,0,1320.0
586,6.375024819828097,1,1,5,6,11,2.4849066497880004,1,0,2,1,4,1,8,19,1,0,890.0
1178,7.072421900537371,2,3,2,8,25,3.258096538021482,1,0,1,0,4,5,3,1,1,0,1792.0
742,6.610696044717759,1,2,0,2,16,2.833213344056216,1,1,1,1,2,6,3,11,2,0,1129.0
522,6.259581464064923,0,2,4,2,16,2.833213344056216,1,1,1,1,2,6,17,6,2,0,799.0
902,6.805722553416985,2,2,6,2,46,3.8501476017100584,1,1,1,1,4,6,5,4,2,0,1399.0
414,6.028278520230698,0,4,1,4,17,2.8903717578961645,1,0,2,2,3,7,11,6,1,0,638.0
