slot_name_a,slot_name_b,slot_a_yesterday,slot_a_yesterday_abs_log1p,slot_a_yesterday_is_even,slot_a_yesterday_mod3,slot_a_yesterday_mod5,slot_a_yesterday_mod7,slot_a_yesterday_mod10,slot_b_yesterday,slot_b_yesterday_abs_log1p,slot_b_yesterday_is_even,slot_b_yesterday_mod3,slot_b_yesterday_mod5,slot_b_yesterday_mod7,slot_b_yesterday_mod10,slot_delta,slot_delta_abs_log1p,slot_delta_is_even,slot_delta_mod3,slot_delta_mod5,slot_delta_mod7,slot_delta_mod10,gcd_all,n_multiple_pairs,y
2,4,35,3.58351893845611,0,2,0,0,5,35,3.58351893845611,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,1,1,54.0
9,3,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,2,14.0
2,4,59,4.0943445622221,0,2,4,3,9,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,1,1,72.0
1,7,40,3.713572066704308,1,1,0,5,0,67,4.219507705176107,0,1,2,4,7,23,3.1780538303479458,0,2,3,2,3,1,0,63.0
5,3,31,3.4657359027997265,0,1,1,3,1,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,0,34.0
7,7,40,3.713572066704308,1,1,0,5,0,74,4.31748811353631,1,2,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0,47.0
1,5,66,4.204692619390966,1,0,1,3,6,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,0,6,0,1,0,86.0
2,14,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,1,0,53.0
14,6,36,3.6109179126442243,1,0,1,1,6,61,4.127134385045092,0,1,1,5,1,12,2.5649493574615367,1,0,2,5,2,1,1,48.0
8,1,48,3.8918202981106265,1,0,3,6,8,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,1,0,67.0
4,14,72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,2,0,86.0
6,1,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,1,0,29.0
13,14,56,4.04305126783455,1,2,1,0,6,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,1,58.0
12,0,54,4.007333185232471,1,0,4,5,4,37,3.6375861597263857,0,1,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,1,60.0
3,3,22,3.1354942159291497,1,1,2,1,2,79,4.382026634673881,0,1,4,2,9,21,3.091042453358316,0,0,1,0,1,1,0,43.0
11,14,7,2.0794415416798357,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,1,10.0
1,8,42,3.7612001156935624,1,0,2,0,2,79,4.382026634673881,0,1,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,61.0
2,8,64,4.174387269895637,1,1,4,1,4,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,1,68.0
12,11,55,4.02535169073515,0,1,0,6,5,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,1,2,56.0
14,13,27,3.332204510175204,0,0,2,6,7,31,3.4657359027997265,0,1,1,3,1,24,3.2188758248682006,1,0,4,3,4,1,0,51.0
13,6,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,1,43.0
0,14,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,0,6,5,21,3.091042453358316,0,0,1,0,1,1,0,43.0
11,10,76,4.343805421853684,1,1,1,6,6,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,1,2,77.0
14,14,40,3.713572066704308,1,1,0,5,0,64,4.174387269895637,1,1,4,1,4,9,2.302585092994046,0,0,4,2,9,1,0,49.0
2,4,44,3.8066624897703196,1,2,4,2,4,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,0,53.0
12,4,50,3.9318256327243257,1,2,0,1,0,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,53.0
14,14,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,16.0
13,3,19,2.995732273553991,0,1,4,5,9,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,1,1,26.0
9,1,72,4.290459441148391,1,0,2,2,2,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,1,0,97.0
8,5,73,4.30406509320417,0,1,3,3,3,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,1,1,77.0
0,2,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,0,40.0
5,7,42,3.7612001156935624,1,0,2,0,2,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,1,1,49.0
14,10,64,4.174387269895637,1,1,4,1,4,67,4.219507705176107,0,1,2,4,7,16,2.833213344056216,1,1,1,2,6,1,1,80.0
0,8,22,3.1354942159291497,1,1,2,1,2,73,4.30406509320417,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,30.0
5,4,71,4.276666119016055,0,2,1,1,1,77,4.356708826689592,0,2,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,0,81.0
5,1,24,3.2188758248682006,1,0,4,3,4,66,4.204692619390966,1,0,1,3,6,22,3.1354942159291497,1,1,2,1,2,2,1,46.0
5,7,72,4.290459441148391,1,0,2,2,2,56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,1,0,97.0
1,11,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,3,1,99.0
11,11,40,3.713572066704308,1,1,0,5,0,66,4.204692619390966,1,0,1,3,6,21,3.091042453358316,0,0,1,0,1,1,0,61.0
4,10,52,3.970291913552122,1,1,2,3,2,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,1,54.0
3,4,15,2.772588722239781,0,0,0,1,5,80,4.394449154672439,1,2,0,3,0,17,2.8903717578961645,0,2,2,3,7,1,0,32.0
11,5,18,2.9444389791664403,1,0,3,4,8,69,4.248495242049359,0,0,4,6,9,18,2.9444389791664403,1,0,3,4,8,3,1,36.0
7,5,68,4.23410650459726,1,2,3,5,8,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,0,78.0
3,0,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,21.0
1,2,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,17,2.8903717578961645,0,2,2,3,7,1,0,22.0
8,7,54,4.007333185232471,1,0,4,5,4,51,3.9512437185814275,0,0,1,2,1,18,2.9444389791664403,1,0,3,4,8,3,1,72.0
7,14,75,4.330733340286331,0,0,0,5,5,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,1,80.0
0,11,69,4.248495242049359,0,0,4,6,9,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,1,1,92.0
2,0,23,3.1780538303479458,0,2,3,2,3,80,4.394449154672439,1,2,0,3,0,24,3.2188758248682006,1,0,4,3,4,1,0,47.0
14,10,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1,1,37.0
5,4,80,4.394449154672439,1,2,0,3,0,56,4.04305126783455,1,2,1,0,6,15,2.772588722239781,0,0,0,1,5,1,0,95.0
7,12,15,2.772588722239781,0,0,0,1,5,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,1,0,26.0
0,5,54,4.007333185232471,1,0,4,5,4,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,1,0,71.0
13,12,36,3.6109179126442243,1,0,1,1,6,69,4.248495242049359,0,0,4,6,9,20,3.044522437723423,1,2,0,6,0,1,0,56.0
3,8,59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,1,1,74.0
12,1,64,4.174387269895637,1,1,4,1,4,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,1,0,73.0
0,11,57,4.060443010546419,0,0,2,1,7,80,4.394449154672439,1,2,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,0,80.0
11,13,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,1,43.0
1,13,39,3.6888794541139363,0,0,4,4,9,67,4.219507705176107,0,1,2,4,7,18,2.9444389791664403,1,0,3,4,8,1,0,57.0
12,5,53,3.9889840465642745,0,2,3,4,3,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,1,0,56.0
7,0,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,83.0
0,6,24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,2,0,40.0
8,1,45,3.828641396489095,0,0,0,3,5,43,3.784189633918261,0,1,3,1,3,17,2.8903717578961645,0,2,2,3,7,1,0,62.0
6,3,80,4.394449154672439,1,2,0,3,0,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,1,0,105.0
11,13,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,1,69.0
1,2,28,3.367295829986474,1,1,3,0,8,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,1,1,32.0
1,13,14,2.70805020110221,1,2,4,0,4,46,3.8501476017100584,1,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,1,0,17.0
10,12,77,4.356708826689592,0,2,2,0,7,61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,1,1,84.0
13,13,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,1,1,20.0
10,2,55,4.02535169073515,0,1,0,6,5,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,0,58.0
1,13,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,1,0,21.0
11,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,2,8.0
10,4,43,3.784189633918261,0,1,3,1,3,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,1,0,68.0
4,14,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,1,0,17.0
1,12,15,2.772588722239781,0,0,0,1,5,54,4.007333185232471,1,0,4,5,4,15,2.772588722239781,0,0,0,1,5,3,1,30.0
7,11,70,4.2626798770413155,1,1,0,0,0,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,5,1,80.0
1,11,21,3.091042453358316,0,0,1,0,1,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,1,0,29.0
14,14,36,3.6109179126442243,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,14,2.70805020110221,1,2,4,0,4,1,0,50.0
3,14,75,4.330733340286331,0,0,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,2,76.0
14,8,24,3.2188758248682006,1,0,4,3,4,74,4.31748811353631,1,2,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,0,41.0
11,13,29,3.4011973816621555,0,2,4,1,9,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,1,0,49.0
1,10,65,4.189654742026425,0,2,0,2,5,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,1,0,71.0
0,14,65,4.189654742026425,0,2,0,2,5,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,1,0,87.0
11,10,68,4.23410650459726,1,2,3,5,8,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,1,0,78.0
4,8,37,3.6375861597263857,0,1,2,2,7,21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,1,0,46.0
8,13,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,23,3.1780538303479458,0,2,3,2,3,1,0,63.0
1,9,58,4.07753744390572,1,1,3,2,8,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1,70.0
7,0,7,2.0794415416798357,0,1,2,0,7,73,4.30406509320417,0,1,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,0,19.0
12,0,78,4.3694478524670215,1,0,3,1,8,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,80.0
11,7,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,25,3.258096538021482,0,1,0,4,5,5,2,35.0
0,13,49,3.912023005428146,0,1,4,0,9,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,0,52.0
9,6,69,4.248495242049359,0,0,4,6,9,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,1,2,70.0
12,12,60,4.110873864173311,1,0,0,4,0,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,2,1,64.0
1,12,59,4.0943445622221,0,2,4,3,9,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,64.0
1,10,42,3.7612001156935624,1,0,2,0,2,34,3.5553480614894135,1,1,4,6,4,19,2.995732273553991,0,1,4,5,9,1,0,61.0
11,11,76,4.343805421853684,1,1,1,6,6,54,4.007333185232471,1,0,4,5,4,25,3.258096538021482,0,1,0,4,5,1,0,101.0
8,9,72,4.290459441148391,1,0,2,2,2,46,3.8501476017100584,1,1,1,4,6,15,2.772588722239781,0,0,0,1,5,1,0,87.0
3,8,18,2.9444389791664403,1,0,3,4,8,53,3.9889840465642745,0,2,3,4,3,25,3.258096538021482,0,1,0,4,5,1,0,43.0
7,0,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,1,0,22.0
11,8,41,3.7376696182833684,0,2,1,6,1,71,4.276666119016055,0,2,1,1,1,21,3.091042453358316,0,0,1,0,1,1,0,62.0
9,13,72,4.290459441148391,1,0,2,2,2,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,73.0
11,9,77,4.356708826689592,0,2,2,0,7,69,4.248495242049359,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,1,1,88.0
12,6,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,1,0,31.0
3,0,19,2.995732273553991,0,1,4,5,9,76,4.343805421853684,1,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,1,25.0
0,9,43,3.784189633918261,0,1,3,1,3,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0,64.0
1,0,20,3.044522437723423,1,2,0,6,0,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
13,13,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0,33.0
3,14,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,3,9.0
9,2,70,4.2626798770413155,1,1,0,0,0,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,0,76.0
13,7,49,3.912023005428146,0,1,4,0,9,36,3.6109179126442243,1,0,1,1,6,23,3.1780538303479458,0,2,3,2,3,1,0,72.0
12,13,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,23,3.1780538303479458,0,2,3,2,3,1,1,26.0
6,5,68,4.23410650459726,1,2,3,5,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,70.0
13,3,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,1,0,28.0
6,3,45,3.828641396489095,0,0,0,3,5,31,3.4657359027997265,0,1,1,3,1,11,2.4849066497880004,0,2,1,4,1,1,0,56.0
5,12,28,3.367295829986474,1,1,3,0,8,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,1,0,33.0
6,13,14,2.70805020110221,1,2,4,0,4,78,4.3694478524670215,1,0,3,1,8,19,2.995732273553991,0,1,4,5,9,1,0,33.0
1,5,15,2.772588722239781,0,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,22,3.1354942159291497,1,1,2,1,2,1,0,37.0
1,4,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,28.0
0,2,62,4.143134726391533,1,2,2,6,2,65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,1,0,87.0
10,0,22,3.1354942159291497,1,1,2,1,2,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,1,0,43.0
3,14,41,3.7376696182833684,0,2,1,6,1,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,1,0,66.0
5,4,61,4.127134385045092,0,1,1,5,1,57,4.060443010546419,0,0,2,1,7,24,3.2188758248682006,1,0,4,3,4,1,0,85.0
11,14,5,1.791759469228055,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,14,2.70805020110221,1,2,4,0,4,1,0,19.0
3,10,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
5,11,46,3.8501476017100584,1,1,1,4,6,75,4.330733340286331,0,0,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,0,68.0
10,8,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,1,0,32.0
5,13,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,1,0,20.0
1,7,69,4.248495242049359,0,0,4,6,9,55,4.02535169073515,0,1,0,6,5,23,3.1780538303479458,0,2,3,2,3,1,1,92.0
0,6,33,3.5263605246161616,0,0,3,5,3,77,4.356708826689592,0,2,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,0,50.0
14,8,16,2.833213344056216,1,1,1,2,6,53,3.9889840465642745,0,2,3,4,3,12,2.5649493574615367,1,0,2,5,2,1,0,28.0
6,14,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,1,1,33.0
9,10,30,3.4339872044851463,1,0,0,2,0,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,1,0,41.0
4,11,71,4.276666119016055,0,2,1,1,1,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,1,0,89.0
2,8,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,1,0,80.0
9,4,41,3.7376696182833684,0,2,1,6,1,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,1,0,46.0
14,12,43,3.784189633918261,0,1,3,1,3,22,3.1354942159291497,1,1,2,1,2,23,3.1780538303479458,0,2,3,2,3,1,0,66.0
14,7,25,3.258096538021482,0,1,0,4,5,35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,1,0,43.0
9,2,18,2.9444389791664403,1,0,3,4,8,49,3.912023005428146,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,37.0
5,8,78,4.3694478524670215,1,0,3,1,8,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,1,0,89.0
4,9,33,3.5263605246161616,0,0,3,5,3,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0,37.0
2,1,43,3.784189633918261,0,1,3,1,3,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,1,0,53.0
0,4,76,4.343805421853684,1,1,1,6,6,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,1,2,77.0
6,5,4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,1,0,27.0
6,6,32,3.4965075614664802,1,2,2,4,2,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,2,2,34.0
14,12,29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,1,0,45.0
12,3,28,3.367295829986474,1,1,3,0,8,79,4.382026634673881,0,1,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,47.0
8,11,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,1,0,8.0
5,1,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,1,0,52.0
0,7,42,3.7612001156935624,1,0,2,0,2,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,44.0
9,2,73,4.30406509320417,0,1,3,3,3,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,1,1,76.0
8,7,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,1,26.0
11,12,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,0,37.0
0,6,16,2.833213344056216,1,1,1,2,6,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,4,1,24.0
2,0,54,4.007333185232471,1,0,4,5,4,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,1,0,65.0
9,3,53,3.9889840465642745,0,2,3,4,3,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,2,54.0
14,0,58,4.07753744390572,1,1,3,2,8,63,4.1588830833596715,0,0,3,0,3,20,3.044522437723423,1,2,0,6,0,1,0,78.0
9,3,10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,1,0,19.0
10,12,19,2.995732273553991,0,1,4,5,9,63,4.1588830833596715,0,0,3,0,3,22,3.1354942159291497,1,1,2,1,2,1,0,41.0
9,3,57,4.060443010546419,0,0,2,1,7,46,3.8501476017100584,1,1,1,4,6,24,3.2188758248682006,1,0,4,3,4,1,0,81.0
1,10,72,4.290459441148391,1,0,2,2,2,21,3.091042453358316,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,1,0,94.0
9,1,57,4.060443010546419,0,0,2,1,7,51,3.9512437185814275,0,0,1,2,1,14,2.70805020110221,1,2,4,0,4,1,0,71.0
14,13,78,4.3694478524670215,1,0,3,1,8,57,4.060443010546419,0,0,2,1,7,11,2.4849066497880004,0,2,1,4,1,1,0,89.0
13,4,63,4.1588830833596715,0,0,3,0,3,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,1,0,82.0
4,3,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,49.0
10,7,53,3.9889840465642745,0,2,3,4,3,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,2,54.0
3,14,47,3.871201010907891,0,2,2,5,7,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,1,0,61.0
5,10,43,3.784189633918261,0,1,3,1,3,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,1,0,51.0
6,8,56,4.04305126783455,1,2,1,0,6,78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,61.0
11,6,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,2,60.0
9,1,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,0,56.0
11,7,3,1.3862943611198906,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,24,3.2188758248682006,1,0,4,3,4,1,1,27.0
5,2,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,1,0,18.0
7,5,43,3.784189633918261,0,1,3,1,3,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,1,0,67.0
12,5,26,3.295836866004329,1,2,1,5,6,64,4.174387269895637,1,1,4,1,4,10,2.3978952727983707,1,1,0,3,0,2,0,36.0
13,2,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,4,0,32.0
13,4,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,2,57.0
10,0,78,4.3694478524670215,1,0,3,1,8,77,4.356708826689592,0,2,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,1,84.0
1,8,13,2.6390573296152584,0,1,3,6,3,77,4.356708826689592,0,2,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0,22.0
10,14,65,4.189654742026425,0,2,0,2,5,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,1,0,75.0
13,8,52,3.970291913552122,1,1,2,3,2,62,4.143134726391533,1,2,2,6,2,10,2.3978952727983707,1,1,0,3,0,2,0,62.0
10,10,64,4.174387269895637,1,1,4,1,4,75,4.330733340286331,0,0,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,0,74.0
5,8,48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,55.0
8,11,67,4.219507705176107,0,1,2,4,7,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,0,83.0
5,13,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,1,0,40.0
7,6,72,4.290459441148391,1,0,2,2,2,53,3.9889840465642745,0,2,3,4,3,2,1.0986122886681098,1,2,2,2,2,1,1,74.0
11,2,41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,1,0,50.0
