slot_person_name,slot_years_ahead,slot_years_ahead_abs_log1p,slot_years_ahead_is_even,slot_years_ahead_mod3,slot_years_ahead_mod5,slot_years_ahead_mod7,slot_years_ahead_mod10,slot_future_age,slot_future_age_abs_log1p,slot_future_age_is_even,slot_future_age_mod3,slot_future_age_mod5,slot_future_age_mod7,slot_future_age_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,gcd_all,n_multiple_pairs,y
9,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,0,48.0
6,21,3.091042453358316,0,0,1,0,1,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,1,1,42.0
3,39,3.6888794541139363,0,0,4,4,9,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,1,19.0
3,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,3,3,120.0
9,1,0.6931471805599453,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,2,39.0
6,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,128.0
1,32,3.4965075614664802,1,2,2,4,2,61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,1,0,58.0
4,26,3.295836866004329,1,2,1,5,6,52,3.970291913552122,1,1,2,3,2,5,1.791759469228055,0,2,0,5,5,1,1,104.0
9,19,2.995732273553991,0,1,4,5,9,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,0,32.0
3,21,3.091042453358316,0,0,1,0,1,74,4.31748811353631,1,2,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,265.0
5,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,19.0
3,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,2,12.0
5,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,1,7.0
9,32,3.4965075614664802,1,2,2,4,2,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,180.0
3,1,0.6931471805599453,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,1,2,128.0
0,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,2,1,30.0
6,19,2.995732273553991,0,1,4,5,9,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,0,32.0
2,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
4,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,1,15.0
5,10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,195.0
8,23,3.1780538303479458,0,2,3,2,3,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,116.0
0,30,3.4339872044851463,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,1,145.0
4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,184.0
7,37,3.6375861597263857,0,1,2,2,7,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,1,0,28.0
7,31,3.4657359027997265,0,1,1,3,1,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,0,72.0
9,36,3.6109179126442243,1,0,1,1,6,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,1,150.0
8,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,1,200.0
4,32,3.4965075614664802,1,2,2,4,2,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,1,0,165.0
8,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
8,31,3.4657359027997265,0,1,1,3,1,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,1,0,70.0
8,17,2.8903717578961645,0,2,2,3,7,57,4.060443010546419,0,0,2,1,7,5,1.791759469228055,0,2,0,5,5,1,0,160.0
9,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
5,10,2.3978952727983707,1,1,0,3,0,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,1,1,47.0
3,11,2.4849066497880004,0,2,1,4,1,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,1,0,290.0
5,35,3.58351893845611,0,2,0,0,5,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,0,235.0
9,23,3.1780538303479458,0,2,3,2,3,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,80.0
8,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0,9.0
8,32,3.4965075614664802,1,2,2,4,2,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,1,27.0
7,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,1,1,17.0
4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,2,90.0
8,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,1,35.0
2,30,3.4339872044851463,1,0,0,2,0,82,4.418840607796598,1,1,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,1,104.0
4,7,2.0794415416798357,0,1,2,0,7,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,0,230.0
3,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,1,1,50.0
5,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,1,116.0
8,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,1,7.0
6,31,3.4657359027997265,0,1,1,3,1,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,1,15.0
7,17,2.8903717578961645,0,2,2,3,7,68,4.23410650459726,1,2,3,5,8,6,1.9459101490553132,1,0,1,6,6,1,1,255.0
4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,3,4.0
1,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,1,1,52.0
1,26,3.295836866004329,1,2,1,5,6,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,2,1,66.0
8,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,3,105.0
0,26,3.295836866004329,1,2,1,5,6,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,1,130.0
0,35,3.58351893845611,0,2,0,0,5,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,0,100.0
0,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,1,96.0
3,25,3.258096538021482,0,1,0,4,5,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,1,19.0
8,5,1.791759469228055,0,2,0,5,5,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,1,0,162.0
2,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,4.0
6,36,3.6109179126442243,1,0,1,1,6,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0,32.0
6,15,2.772588722239781,0,0,0,1,5,51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
6,29,3.4011973816621555,0,2,4,1,9,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,0,112.0
4,22,3.1354942159291497,1,1,2,1,2,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1,150.0
2,16,2.833213344056216,1,1,1,2,6,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,1,126.0
0,27,3.332204510175204,0,0,2,6,7,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,3,2,12.0
3,9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,3,2,60.0
5,37,3.6375861597263857,0,1,2,2,7,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,176.0
4,30,3.4339872044851463,1,0,0,2,0,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,50.0
1,34,3.5553480614894135,1,1,4,6,4,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,94.0
3,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
0,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,0,156.0
9,10,2.3978952727983707,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,1,1,144.0
1,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,24.0
5,1,0.6931471805599453,0,1,1,1,1,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,2,38.0
0,40,3.713572066704308,1,1,0,5,0,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,4,2,36.0
6,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,12.0
6,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,1,1,23.0
3,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
9,17,2.8903717578961645,0,2,2,3,7,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,1,1,155.0
6,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,1,0,25.0
1,19,2.995732273553991,0,1,4,5,9,61,4.127134385045092,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,1,0,210.0
4,36,3.6109179126442243,1,0,1,1,6,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,3,2,54.0
7,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,1,1,22.0
0,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,1,200.0
1,24,3.2188758248682006,1,0,4,3,4,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,3,2,36.0
2,20,3.044522437723423,1,2,0,6,0,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,1,1,116.0
1,37,3.6375861597263857,0,1,2,2,7,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,1,0,40.0
1,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0,40.0
9,37,3.6375861597263857,0,1,2,2,7,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
8,23,3.1780538303479458,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
0,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,3,42.0
9,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,5,3,140.0
0,28,3.367295829986474,1,1,3,0,8,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,1,0,40.0
2,37,3.6375861597263857,0,1,2,2,7,89,4.499809670330265,0,2,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0,156.0
8,13,2.6390573296152584,0,1,3,6,3,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,2,52.0
0,19,2.995732273553991,0,1,4,5,9,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,265.0
6,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,1,9.0
2,32,3.4965075614664802,1,2,2,4,2,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,50.0
9,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,1,3.0
4,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,1,10.0
8,33,3.5263605246161616,0,0,3,5,3,37,3.6375861597263857,0,1,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,0,20.0
0,31,3.4657359027997265,0,1,1,3,1,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,86.0
7,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,2,8.0
7,34,3.5553480614894135,1,1,4,6,4,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,164.0
7,28,3.367295829986474,1,1,3,0,8,51,3.9512437185814275,0,0,1,2,1,4,1.6094379124341003,1,1,4,4,4,1,1,69.0
3,13,2.6390573296152584,0,1,3,6,3,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0,124.0
9,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,3,16.0
9,34,3.5553480614894135,1,1,4,6,4,93,4.543294782270004,0,0,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0,236.0
2,4,1.6094379124341003,1,1,4,4,4,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0,172.0
9,39,3.6888794541139363,0,0,4,4,9,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,1,21.0
5,13,2.6390573296152584,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,1,0,63.0
7,23,3.1780538303479458,0,2,3,2,3,67,4.219507705176107,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,1,0,176.0
0,24,3.2188758248682006,1,0,4,3,4,64,4.174387269895637,1,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,2,1,200.0
0,39,3.6888794541139363,0,0,4,4,9,64,4.174387269895637,1,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,1,0,125.0
4,19,2.995732273553991,0,1,4,5,9,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,1,0,188.0
2,6,1.9459101490553132,1,0,1,6,6,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,1,185.0
3,31,3.4657359027997265,0,1,1,3,1,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,0,78.0
7,20,3.044522437723423,1,2,0,6,0,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,1,1,152.0
8,26,3.295836866004329,1,2,1,5,6,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,0,180.0
7,31,3.4657359027997265,0,1,1,3,1,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,1,39.0
8,38,3.6635616461296463,1,2,3,3,8,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,1,7.0
4,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,1,1,45.0
1,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,2,81.0
4,18,2.9444389791664403,1,0,3,4,8,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,3,36.0
3,18,2.9444389791664403,1,0,3,4,8,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,2,1,100.0
9,7,2.0794415416798357,0,1,2,0,7,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,1,0,120.0
4,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,1,40.0
4,26,3.295836866004329,1,2,1,5,6,71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,1,0,180.0
1,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,0,15.0
7,13,2.6390573296152584,0,1,3,6,3,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0,168.0
2,35,3.58351893845611,0,2,0,0,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,0,10.0
7,34,3.5553480614894135,1,1,4,6,4,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,2,1,70.0
9,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,1,1,172.0
2,39,3.6888794541139363,0,0,4,4,9,99,4.605170185988092,0,0,4,1,9,5,1.791759469228055,0,2,0,5,5,1,0,240.0
7,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,1,10.0
5,32,3.4965075614664802,1,2,2,4,2,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
0,38,3.6635616461296463,1,2,3,3,8,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,0,36.0
7,15,2.772588722239781,0,0,0,1,5,61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,1,1,184.0
8,27,3.332204510175204,0,0,2,6,7,79,4.382026634673881,0,1,4,2,9,6,1.9459101490553132,1,0,1,6,6,1,0,260.0
2,40,3.713572066704308,1,1,0,5,0,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,2,1,174.0
8,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,3,2,12.0
7,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,0,46.0
7,38,3.6635616461296463,1,2,3,3,8,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,1,0,42.0
7,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,1,0,224.0
4,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,1,1,52.0
2,19,2.995732273553991,0,1,4,5,9,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,1,1,13.0
2,24,3.2188758248682006,1,0,4,3,4,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,228.0
0,27,3.332204510175204,0,0,2,6,7,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,135.0
7,7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,1,0,141.0
4,24,3.2188758248682006,1,0,4,3,4,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,3,2,66.0
2,22,3.1354942159291497,1,1,2,1,2,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,2,2,66.0
0,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,1,1,23.0
7,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,1,1,54.0
1,25,3.258096538021482,0,1,0,4,5,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,1,0,200.0
8,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,3,48.0
1,20,3.044522437723423,1,2,0,6,0,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,2,2,46.0
0,12,2.5649493574615367,1,0,2,5,2,51,3.9512437185814275,0,0,1,2,1,5,1.791759469228055,0,2,0,5,5,1,0,156.0
6,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,1,65.0
6,33,3.5263605246161616,0,0,3,5,3,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0,108.0
6,32,3.4965075614664802,1,2,2,4,2,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0,82.0
6,39,3.6888794541139363,0,0,4,4,9,79,4.382026634673881,0,1,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,160.0
1,39,3.6888794541139363,0,0,4,4,9,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,1,1,7.0
8,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,0,88.0
3,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
7,26,3.295836866004329,1,2,1,5,6,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,1,13.0
8,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,1,33.0
9,37,3.6375861597263857,0,1,2,2,7,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,0,110.0
3,35,3.58351893845611,0,2,0,0,5,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,1,0,24.0
3,19,2.995732273553991,0,1,4,5,9,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
2,39,3.6888794541139363,0,0,4,4,9,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,1,159.0
0,34,3.5553480614894135,1,1,4,6,4,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,2,0,108.0
9,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,1,9.0
3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,2,15.0
8,21,3.091042453358316,0,0,1,0,1,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,3,2,90.0
9,26,3.295836866004329,1,2,1,5,6,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,0,40.0
0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,1,17.0
3,32,3.4965075614664802,1,2,2,4,2,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,260.0
9,36,3.6109179126442243,1,0,1,1,6,84,4.442651256490317,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,192.0
8,16,2.833213344056216,1,1,1,2,6,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,100.0
9,36,3.6109179126442243,1,0,1,1,6,90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,6,2,270.0
4,38,3.6635616461296463,1,2,3,3,8,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,2,1,42.0
1,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,0,8.0
0,28,3.367295829986474,1,1,3,0,8,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,2,18.0
5,12,2.5649493574615367,1,0,2,5,2,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,156.0
6,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,2,2,24.0
6,29,3.4011973816621555,0,2,4,1,9,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,110.0
7,37,3.6375861597263857,0,1,2,2,7,64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,1,0,108.0
4,17,2.8903717578961645,0,2,2,3,7,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,1,0,114.0
0,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,1,0,84.0
2,13,2.6390573296152584,0,1,3,6,3,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,0,150.0
0,3,1.3862943611198906,0,0,3,3,3,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,1,0,236.0
8,20,3.044522437723423,1,2,0,6,0,71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,1,1,204.0
