slot_name_r,slot_name_m,slot_name_a,slot_s_r,slot_s_r_abs_log1p,slot_s_r_is_even,slot_s_r_mod3,slot_s_r_mod5,slot_s_r_mod7,slot_s_r_mod10,slot_diff_m,slot_diff_m_abs_log1p,slot_diff_m_is_even,slot_diff_m_mod3,slot_diff_m_mod5,slot_diff_m_mod7,slot_diff_m_mod10,slot_diff_a,slot_diff_a_abs_log1p,slot_diff_a_is_even,slot_diff_a_mod3,slot_diff_a_mod5,slot_diff_a_mod7,slot_diff_a_mod10,slot_item_plural,slot_context,gcd_all,n_multiple_pairs,y
21,7,13,153,5.0369526024136295,0,0,3,6,3,80,4.394449154672439,1,2,0,3,0,130,4.875197323201151,1,1,0,4,0,2,1,1,0,249.0
8,26,12,200,5.303304908059076,1,2,0,4,0,53,3.9889840465642745,0,2,3,4,3,188,5.241747015059643,1,2,3,6,8,8,2,1,0,359.0
13,20,27,84,4.442651256490317,1,0,4,0,4,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,10,9,1,1,191.0
2,26,5,154,5.043425116919247,1,1,4,0,4,67,4.219507705176107,0,1,2,4,7,147,4.997212273764115,0,0,2,0,7,6,6,1,0,248.0
26,0,28,85,4.454347296253507,0,1,0,1,5,46,3.8501476017100584,1,1,1,4,6,76,4.343805421853684,1,1,1,6,6,5,2,1,0,133.0
8,19,5,76,4.343805421853684,1,1,1,6,6,45,3.828641396489095,0,0,0,3,5,70,4.2626798770413155,1,1,0,0,0,8,8,1,0,113.0
15,12,8,64,4.174387269895637,1,1,4,1,4,57,4.060443010546419,0,0,2,1,7,18,2.9444389791664403,1,0,3,4,8,0,9,1,0,117.0
20,7,0,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,2,2,0,128.0
9,26,27,183,5.214935757608986,0,0,3,1,3,125,4.836281906951478,0,2,0,6,5,158,5.0689042022202315,1,2,3,4,8,6,7,1,0,266.0
11,6,9,192,5.262690188904886,1,0,2,3,2,162,5.093750200806762,1,0,2,1,2,110,4.709530201312334,1,2,0,5,0,2,5,2,0,304.0
24,11,2,75,4.330733340286331,0,0,0,5,5,32,3.4965075614664802,1,2,2,4,2,65,4.189654742026425,0,2,0,2,5,3,1,1,0,128.0
2,13,14,116,4.762173934797756,1,2,1,4,6,75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,8,5,1,0,262.0
21,20,21,165,5.111987788356544,0,0,0,4,5,35,3.58351893845611,0,2,0,0,5,141,4.955827057601261,0,0,1,1,1,0,9,1,0,319.0
26,5,0,76,4.343805421853684,1,1,1,6,6,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,9,2,2,0,186.0
1,14,28,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,0,6,1,0,52.0
0,19,23,108,4.6913478822291435,1,0,3,3,8,43,3.784189633918261,0,1,3,1,3,45,3.828641396489095,0,0,0,3,5,1,6,1,0,236.0
15,1,16,183,5.214935757608986,0,0,3,1,3,118,4.77912349311153,1,1,3,6,8,152,5.030437921392435,1,2,2,5,2,5,5,1,0,279.0
5,6,26,193,5.267858159063328,0,1,3,4,3,68,4.23410650459726,1,2,3,5,8,185,5.225746673713202,0,2,0,3,5,10,2,1,0,326.0
21,4,7,71,4.276666119016055,0,2,1,1,1,55,4.02535169073515,0,1,0,6,5,18,2.9444389791664403,1,0,3,4,8,4,7,1,0,140.0
24,3,22,100,4.61512051684126,1,1,0,2,0,83,4.430816798843313,0,2,3,6,3,26,3.295836866004329,1,2,1,5,6,11,3,1,0,191.0
20,11,9,79,4.382026634673881,0,1,4,2,9,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,4,5,1,0,175.0
18,18,25,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,8,2,1,0,47.0
15,28,1,101,4.624972813284271,0,2,1,3,1,53,3.9889840465642745,0,2,3,4,3,75,4.330733340286331,0,0,0,5,5,9,3,1,0,175.0
6,5,11,167,5.123963979403259,0,2,2,6,7,56,4.04305126783455,1,2,1,0,6,72,4.290459441148391,1,0,2,2,2,1,1,1,0,373.0
7,21,3,138,4.9344739331306915,1,0,3,5,8,30,3.4339872044851463,1,0,0,2,0,99,4.605170185988092,0,0,4,1,9,7,8,3,0,285.0
4,21,16,46,3.8501476017100584,1,1,1,4,6,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,0,1,4,5,9,4,4,1,0,91.0
24,19,11,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,9,5,1,0,53.0
4,5,13,119,4.787491742782046,0,2,4,0,9,20,3.044522437723423,1,2,0,6,0,56,4.04305126783455,1,2,1,0,6,3,0,1,0,281.0
20,5,4,193,5.267858159063328,0,1,3,4,3,29,3.4011973816621555,0,2,4,1,9,190,5.25227342804663,1,1,0,1,0,1,6,1,0,360.0
25,1,20,189,5.247024072160486,0,0,4,0,9,110,4.709530201312334,1,2,0,5,0,89,4.499809670330265,0,2,4,5,9,6,1,1,0,368.0
9,15,2,68,4.23410650459726,1,2,3,5,8,33,3.5263605246161616,0,0,3,5,3,67,4.219507705176107,0,1,2,4,7,4,1,1,0,104.0
10,18,16,175,5.170483995038151,0,1,0,0,5,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,4,9,1,0,457.0
8,5,3,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,0,3,4,8,7,9,1,0,46.0
15,12,8,130,4.875197323201151,1,1,0,4,0,101,4.624972813284271,0,2,1,3,1,10,2.3978952727983707,1,1,0,3,0,4,9,1,1,279.0
0,19,7,71,4.276666119016055,0,2,1,1,1,63,4.1588830833596715,0,0,3,0,3,26,3.295836866004329,1,2,1,5,6,6,0,1,0,124.0
18,10,18,137,4.927253685157205,0,2,2,4,7,24,3.2188758248682006,1,0,4,3,4,53,3.9889840465642745,0,2,3,4,3,3,5,1,0,334.0
7,5,22,55,4.02535169073515,0,1,0,6,5,34,3.5553480614894135,1,1,4,6,4,51,3.9512437185814275,0,0,1,2,1,4,3,1,0,80.0
3,8,1,58,4.07753744390572,1,1,3,2,8,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,4,3,1,0,109.0
27,12,18,75,4.330733340286331,0,0,0,5,5,23,3.1780538303479458,0,2,3,2,3,49,3.912023005428146,0,1,4,0,9,4,8,1,0,153.0
21,17,0,130,4.875197323201151,1,1,0,4,0,112,4.727387818712341,1,1,2,0,2,10,2.3978952727983707,1,1,0,3,0,4,6,2,1,268.0
3,26,7,69,4.248495242049359,0,0,4,6,9,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,5,7,1,0,168.0
24,27,24,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,5,1,1,50.0
12,10,16,168,5.1298987149230735,1,0,3,0,8,165,5.111987788356544,0,0,0,4,5,120,4.795790545596741,1,0,0,1,0,1,5,3,0,219.0
24,14,19,66,4.204692619390966,1,0,1,3,6,50,3.9318256327243257,1,2,0,1,0,58,4.07753744390572,1,1,3,2,8,5,3,2,0,90.0
2,10,21,196,5.2832037287379885,1,1,1,0,6,184,5.220355825078324,1,1,4,2,4,190,5.25227342804663,1,1,0,1,0,3,4,2,0,214.0
0,26,15,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,0,1,5,8,8,1,0,40.0
24,19,25,99,4.605170185988092,0,0,4,1,9,27,3.332204510175204,0,0,2,6,7,84,4.442651256490317,1,0,4,0,4,11,7,3,0,186.0
14,13,9,127,4.852030263919617,0,1,2,1,7,18,2.9444389791664403,1,0,3,4,8,47,3.871201010907891,0,2,2,5,7,11,9,1,0,316.0
25,21,0,95,4.564348191467836,0,2,0,4,5,90,4.51085950651685,1,0,0,6,0,38,3.6635616461296463,1,2,3,3,8,8,4,1,0,157.0
5,24,25,181,5.204006687076795,0,1,1,6,1,144,4.976733742420574,1,0,4,4,4,74,4.31748811353631,1,2,4,4,4,10,6,1,0,325.0
28,17,12,55,4.02535169073515,0,1,0,6,5,26,3.295836866004329,1,2,1,5,6,43,3.784189633918261,0,1,3,1,3,1,3,1,0,96.0
4,12,3,189,5.247024072160486,0,0,4,0,9,167,5.123963979403259,0,2,2,6,7,103,4.6443908991413725,0,1,3,5,3,9,9,1,0,297.0
6,15,3,162,5.093750200806762,1,0,2,1,2,48,3.8918202981106265,1,0,3,6,8,135,4.912654885736052,0,0,0,2,5,8,0,3,0,303.0
19,13,19,95,4.564348191467836,0,2,0,4,5,41,3.7376696182833684,0,2,1,6,1,30,3.4339872044851463,1,0,0,2,0,7,2,1,0,214.0
18,22,2,107,4.68213122712422,0,2,2,2,7,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,7,0,1,0,256.0
26,26,5,110,4.709530201312334,1,2,0,5,0,26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,10,8,1,0,295.0
28,11,14,83,4.430816798843313,0,2,3,6,3,53,3.9889840465642745,0,2,3,4,3,75,4.330733340286331,0,0,0,5,5,1,7,1,0,121.0
2,17,16,134,4.90527477843843,1,2,4,1,4,121,4.804021044733257,0,1,1,2,1,108,4.6913478822291435,1,0,3,3,8,11,5,1,0,173.0
8,23,7,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,0,4,2,0,48.0
13,13,7,99,4.605170185988092,0,0,4,1,9,61,4.127134385045092,0,1,1,5,1,26,3.295836866004329,1,2,1,5,6,5,6,1,0,210.0
9,3,12,73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,3,0,1,0,157.0
20,23,16,110,4.709530201312334,1,2,0,5,0,44,3.8066624897703196,1,2,4,2,4,99,4.605170185988092,0,0,4,1,9,4,8,11,0,187.0
24,27,15,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,6,0,1,0,54.0
18,7,14,54,4.007333185232471,1,0,4,5,4,43,3.784189633918261,0,1,3,1,3,40,3.713572066704308,1,1,0,5,0,7,9,1,0,79.0
28,23,25,113,4.736198448394496,0,2,3,1,3,45,3.828641396489095,0,0,0,3,5,100,4.61512051684126,1,1,0,2,0,7,5,1,0,194.0
10,1,16,184,5.220355825078324,1,1,4,2,4,94,4.553876891600541,1,1,4,3,4,175,5.170483995038151,0,1,0,0,5,7,8,1,0,283.0
11,27,0,90,4.51085950651685,1,0,0,6,0,78,4.3694478524670215,1,0,3,1,8,79,4.382026634673881,0,1,4,2,9,10,5,1,0,113.0
19,20,11,42,3.7612001156935624,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,11,9,3,0,102.0
0,11,28,164,5.10594547390058,1,2,4,3,4,145,4.983606621708336,0,1,0,5,5,65,4.189654742026425,0,2,0,2,5,0,8,1,0,282.0
17,3,26,118,4.77912349311153,1,1,3,6,8,99,4.605170185988092,0,0,4,1,9,60,4.110873864173311,1,0,0,4,0,3,8,1,0,195.0
11,12,5,151,5.0238805208462765,0,1,1,4,1,138,4.9344739331306915,1,0,3,5,8,77,4.356708826689592,0,2,2,0,7,7,7,1,0,238.0
10,19,8,123,4.820281565605037,0,0,3,4,3,67,4.219507705176107,0,1,2,4,7,80,4.394449154672439,1,2,0,3,0,7,6,1,0,222.0
0,23,15,86,4.465908118654584,1,2,1,2,6,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,3,8,1,0,205.0
7,27,15,45,3.828641396489095,0,0,0,3,5,28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,3,1,1,0,78.0
19,8,7,95,4.564348191467836,0,2,0,4,5,46,3.8501476017100584,1,1,1,4,6,29,3.4011973816621555,0,2,4,1,9,4,7,1,0,210.0
22,18,28,81,4.406719247264253,0,0,1,4,1,56,4.04305126783455,1,2,1,0,6,22,3.1354942159291497,1,1,2,1,2,6,7,1,0,165.0
0,8,16,177,5.181783550292085,0,0,2,2,7,56,4.04305126783455,1,2,1,0,6,131,4.882801922586371,0,2,1,5,1,1,0,1,0,344.0
20,2,14,117,4.770684624465665,0,0,2,5,7,81,4.406719247264253,0,0,1,4,1,27,3.332204510175204,0,0,2,6,7,4,1,9,1,243.0
5,18,22,188,5.241747015059643,1,2,3,6,8,36,3.6109179126442243,1,0,1,1,6,116,4.762173934797756,1,2,1,4,6,8,9,4,0,412.0
4,17,3,74,4.31748811353631,1,2,4,4,4,62,4.143134726391533,1,2,2,6,2,22,3.1354942159291497,1,1,2,1,2,8,2,2,0,138.0
3,10,3,103,4.6443908991413725,0,1,3,5,3,23,3.1780538303479458,0,2,3,2,3,33,3.5263605246161616,0,0,3,5,3,5,0,1,0,253.0
13,9,6,74,4.31748811353631,1,2,4,4,4,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,2,8,1,0,146.0
24,2,11,139,4.941642422609304,0,1,4,6,9,102,4.634728988229636,1,0,2,4,2,42,3.7612001156935624,1,0,2,0,2,9,6,1,0,273.0
15,15,19,135,4.912654885736052,0,0,0,2,5,68,4.23410650459726,1,2,3,5,8,78,4.3694478524670215,1,0,3,1,8,10,4,1,0,259.0
22,12,6,102,4.634728988229636,1,0,2,4,2,42,3.7612001156935624,1,0,2,0,2,50,3.9318256327243257,1,2,0,1,0,4,5,2,0,214.0
24,6,14,86,4.465908118654584,1,2,1,2,6,31,3.4657359027997265,0,1,1,3,1,82,4.418840607796598,1,1,2,5,2,0,8,1,0,145.0
27,24,22,124,4.8283137373023015,1,1,4,5,4,77,4.356708826689592,0,2,2,0,7,31,3.4657359027997265,0,1,1,3,1,1,8,1,1,264.0
24,15,26,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,2,1,1,0,39.0
3,1,0,120,4.795790545596741,1,0,0,1,0,32,3.4965075614664802,1,2,2,4,2,96,4.574710978503383,1,0,1,5,6,7,0,8,1,232.0
15,18,6,117,4.770684624465665,0,0,2,5,7,92,4.532599493153256,1,2,2,1,2,20,3.044522437723423,1,2,0,6,0,0,3,1,0,239.0
18,24,5,153,5.0369526024136295,0,0,3,6,3,150,5.017279836814924,1,0,0,3,0,17,2.8903717578961645,0,2,2,3,7,2,5,1,1,292.0
27,13,28,150,5.017279836814924,1,0,0,3,0,88,4.48863636973214,1,1,3,4,8,29,3.4011973816621555,0,2,4,1,9,0,8,1,0,333.0
22,11,21,147,4.997212273764115,0,0,2,0,7,68,4.23410650459726,1,2,3,5,8,28,3.367295829986474,1,1,3,0,8,1,3,1,0,345.0
25,25,22,97,4.584967478670572,0,1,2,6,7,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,4,6,1,0,224.0
12,18,15,137,4.927253685157205,0,2,2,4,7,74,4.31748811353631,1,2,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,1,1,0,330.0
25,4,18,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,11,6,1,0,50.0
5,22,15,94,4.553876891600541,1,1,4,3,4,41,3.7376696182833684,0,2,1,6,1,82,4.418840607796598,1,1,2,5,2,2,8,1,1,159.0
4,0,8,111,4.718498871295094,0,0,1,6,1,53,3.9889840465642745,0,2,3,4,3,102,4.634728988229636,1,0,2,4,2,9,8,1,0,178.0
17,28,16,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,9,2,0,56.0
18,1,22,152,5.030437921392435,1,2,2,5,2,94,4.553876891600541,1,1,4,3,4,44,3.8066624897703196,1,2,4,2,4,2,9,2,0,318.0
7,25,11,58,4.07753744390572,1,1,3,2,8,13,2.6390573296152584,0,1,3,6,3,45,3.828641396489095,0,0,0,3,5,1,6,1,0,116.0
3,8,6,82,4.418840607796598,1,1,2,5,2,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,6,2,1,0,207.0
21,14,12,169,5.135798437050262,0,1,4,1,9,118,4.77912349311153,1,1,3,6,8,134,4.90527477843843,1,2,4,1,4,8,0,1,0,255.0
24,12,14,194,5.272999558563747,1,2,4,5,4,71,4.276666119016055,0,2,1,1,1,163,5.099866427824199,0,1,3,2,3,7,9,1,0,348.0
11,12,25,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,3,5,2,1,44.0
24,11,5,56,4.04305126783455,1,2,1,0,6,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,4,2,1,0,137.0
2,22,0,112,4.727387818712341,1,1,2,0,2,24,3.2188758248682006,1,0,4,3,4,57,4.060443010546419,0,0,2,1,7,7,9,1,0,255.0
8,14,17,152,5.030437921392435,1,2,2,5,2,52,3.970291913552122,1,1,2,3,2,60,4.110873864173311,1,0,0,4,0,1,3,4,0,344.0
9,10,27,89,4.499809670330265,0,2,4,5,9,37,3.6375861597263857,0,1,2,2,7,22,3.1354942159291497,1,1,2,1,2,3,1,1,0,208.0
13,3,11,55,4.02535169073515,0,1,0,6,5,52,3.970291913552122,1,1,2,3,2,17,2.8903717578961645,0,2,2,3,7,6,6,1,0,96.0
20,12,28,171,5.147494476813453,0,0,1,3,1,134,4.90527477843843,1,2,4,1,4,23,3.1780538303479458,0,2,3,2,3,4,8,1,0,356.0
19,3,28,57,4.060443010546419,0,0,2,1,7,7,2.0794415416798357,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,0,3,1,0,116.0
15,26,12,190,5.25227342804663,1,1,0,1,0,179,5.19295685089021,0,2,4,4,9,18,2.9444389791664403,1,0,3,4,8,8,2,1,0,373.0
9,4,26,89,4.499809670330265,0,2,4,5,9,80,4.394449154672439,1,2,0,3,0,42,3.7612001156935624,1,0,2,0,2,1,0,1,0,145.0
15,20,22,180,5.198497031265826,1,0,0,5,0,14,2.70805020110221,1,2,4,0,4,150,5.017279836814924,1,0,0,3,0,5,9,2,0,376.0
11,18,23,105,4.663439094112067,0,0,0,0,5,40,3.713572066704308,1,1,0,5,0,86,4.465908118654584,1,2,1,2,6,8,4,1,0,189.0
28,23,17,101,4.624972813284271,0,2,1,3,1,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,8,2,1,0,232.0
17,12,25,133,4.897839799950911,0,1,3,0,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,9,2,1,0,382.0
8,7,28,94,4.553876891600541,1,1,4,3,4,36,3.6109179126442243,1,0,1,1,6,89,4.499809670330265,0,2,4,5,9,4,8,1,0,157.0
11,11,18,175,5.170483995038151,0,1,0,0,5,91,4.5217885770490405,0,1,1,0,1,23,3.1780538303479458,0,2,3,2,3,9,4,1,0,411.0
6,19,27,127,4.852030263919617,0,1,2,1,7,72,4.290459441148391,1,0,2,2,2,72,4.290459441148391,1,0,2,2,2,4,5,1,1,237.0
0,9,3,65,4.189654742026425,0,2,0,2,5,31,3.4657359027997265,0,1,1,3,1,64,4.174387269895637,1,1,4,1,4,0,1,1,0,100.0
18,25,25,42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,8,7,6,2,90.0
9,22,9,180,5.198497031265826,1,0,0,5,0,83,4.430816798843313,0,2,3,6,3,26,3.295836866004329,1,2,1,5,6,1,3,1,0,431.0
19,14,15,99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,9,8,1,0,253.0
1,17,3,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,0,0,1,0,1,1,4,1,0,224.0
5,23,0,129,4.867534450455582,0,0,4,3,9,112,4.727387818712341,1,1,2,0,2,69,4.248495242049359,0,0,4,6,9,5,7,1,0,206.0
18,28,20,68,4.23410650459726,1,2,3,5,8,62,4.143134726391533,1,2,2,6,2,28,3.367295829986474,1,1,3,0,8,8,5,2,0,114.0
4,3,15,110,4.709530201312334,1,2,0,5,0,58,4.07753744390572,1,1,3,2,8,39,3.6888794541139363,0,0,4,4,9,5,1,1,0,233.0
6,12,11,118,4.77912349311153,1,1,3,6,8,48,3.8918202981106265,1,0,3,6,8,15,2.772588722239781,0,0,0,1,5,3,0,1,0,291.0
4,14,14,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,7,9,1,1,97.0
14,16,23,163,5.099866427824199,0,1,3,2,3,50,3.9318256327243257,1,2,0,1,0,121,4.804021044733257,0,1,1,2,1,8,1,1,0,318.0
8,0,10,97,4.584967478670572,0,1,2,6,7,78,4.3694478524670215,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,9,1,0,206.0
19,14,13,94,4.553876891600541,1,1,4,3,4,91,4.5217885770490405,0,1,1,0,1,23,3.1780538303479458,0,2,3,2,3,3,9,1,0,168.0
17,6,1,122,4.812184355372417,1,2,2,3,2,68,4.23410650459726,1,2,3,5,8,57,4.060443010546419,0,0,2,1,7,9,3,1,0,241.0
8,22,11,52,3.970291913552122,1,1,2,3,2,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,4,6,1,0,120.0
12,3,17,149,5.0106352940962555,0,2,4,2,9,86,4.465908118654584,1,2,1,2,6,79,4.382026634673881,0,1,4,2,9,1,4,1,0,282.0
21,19,26,137,4.927253685157205,0,2,2,4,7,127,4.852030263919617,0,1,2,1,7,72,4.290459441148391,1,0,2,2,2,7,5,1,0,212.0
16,21,18,101,4.624972813284271,0,2,1,3,1,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,8,1,1,0,253.0
6,3,18,192,5.262690188904886,1,0,2,3,2,86,4.465908118654584,1,2,1,2,6,182,5.209486152841421,1,2,2,0,2,11,4,2,0,308.0
3,28,27,96,4.574710978503383,1,0,1,5,6,92,4.532599493153256,1,2,2,1,2,49,3.912023005428146,0,1,4,0,9,5,2,1,0,147.0
18,2,16,128,4.859812404361672,1,2,3,2,8,35,3.58351893845611,0,2,0,0,5,46,3.8501476017100584,1,1,1,4,6,4,1,1,0,303.0
2,17,7,38,3.6635616461296463,1,2,3,3,8,25,3.258096538021482,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,7,3,1,0,55.0
6,7,28,126,4.844187086458591,1,0,1,0,6,20,3.044522437723423,1,2,0,6,0,46,3.8501476017100584,1,1,1,4,6,6,5,2,0,312.0
3,17,26,127,4.852030263919617,0,1,2,1,7,119,4.787491742782046,0,2,4,0,9,43,3.784189633918261,0,1,3,1,3,0,4,1,0,219.0
19,25,7,50,3.9318256327243257,1,2,0,1,0,33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,0,1,2,0,7,2,5,1,0,110.0
0,15,4,60,4.110873864173311,1,0,0,4,0,14,2.70805020110221,1,2,4,0,4,43,3.784189633918261,0,1,3,1,3,0,7,1,0,123.0
22,8,15,193,5.267858159063328,0,1,3,4,3,34,3.5553480614894135,1,1,4,6,4,72,4.290459441148391,1,0,2,2,2,0,3,1,0,473.0
2,15,17,100,4.61512051684126,1,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,95,4.564348191467836,0,2,0,4,5,1,6,1,0,199.0
20,0,9,59,4.0943445622221,0,2,4,3,9,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,4,2,1,1,153.0
15,4,3,145,4.983606621708336,0,1,0,5,5,52,3.970291913552122,1,1,2,3,2,43,3.784189633918261,0,1,3,1,3,11,1,1,0,340.0
16,15,27,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,3,1,1,0,109.0
10,27,24,132,4.890349128221754,1,0,2,6,2,127,4.852030263919617,0,1,2,1,7,102,4.634728988229636,1,0,2,4,2,8,0,1,0,167.0
23,4,28,77,4.356708826689592,0,2,2,0,7,45,3.828641396489095,0,0,0,3,5,23,3.1780538303479458,0,2,3,2,3,11,4,1,0,163.0
15,11,0,115,4.7535901911063645,0,1,0,3,5,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,0,0,1,1,310.0
13,16,12,160,5.081404364984463,1,1,0,6,0,132,4.890349128221754,1,0,2,6,2,18,2.9444389791664403,1,0,3,4,8,1,5,2,0,330.0
1,9,23,94,4.553876891600541,1,1,4,3,4,76,4.343805421853684,1,1,1,6,6,32,3.4965075614664802,1,2,2,4,2,3,6,2,0,174.0
3,15,18,105,4.663439094112067,0,0,0,0,5,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,5,0,1,0,239.0
12,18,3,62,4.143134726391533,1,2,2,6,2,59,4.0943445622221,0,2,4,3,9,44,3.8066624897703196,1,2,4,2,4,2,6,1,0,83.0
12,5,17,32,3.4965075614664802,1,2,2,4,2,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,0,3,2,1,54.0
17,18,15,151,5.0238805208462765,0,1,1,4,1,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,10,0,1,0,405.0
18,11,24,74,4.31748811353631,1,2,4,4,4,62,4.143134726391533,1,2,2,6,2,35,3.58351893845611,0,2,0,0,5,0,7,1,0,125.0
10,19,15,80,4.394449154672439,1,2,0,3,0,49,3.912023005428146,0,1,4,0,9,33,3.5263605246161616,0,0,3,5,3,2,5,1,0,158.0
8,16,9,125,4.836281906951478,0,2,0,6,5,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,10,6,1,0,307.0
27,11,18,174,5.1647859739235145,1,0,4,6,4,80,4.394449154672439,1,2,0,3,0,140,4.948759890378168,1,2,0,0,0,9,3,2,0,302.0
27,3,22,160,5.081404364984463,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,74,4.31748811353631,1,2,4,4,4,10,5,2,1,396.0
24,4,16,76,4.343805421853684,1,1,1,6,6,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,7,1,1,1,174.0
3,3,11,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,1,9,1,0,35.0
1,10,24,172,5.153291594497779,1,1,2,4,2,54,4.007333185232471,1,0,4,5,4,146,4.990432586778736,1,2,1,6,6,11,6,2,0,316.0
8,8,3,90,4.51085950651685,1,0,0,6,0,48,3.8918202981106265,1,0,3,6,8,59,4.0943445622221,0,2,4,3,9,8,2,1,0,163.0
21,9,25,98,4.59511985013459,1,2,3,0,8,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,10,9,2,0,232.0
2,19,22,56,4.04305126783455,1,2,1,0,6,20,3.044522437723423,1,2,0,6,0,41,3.7376696182833684,0,2,1,6,1,2,5,1,0,107.0
27,28,4,142,4.962844630259907,1,1,2,2,2,15,2.772588722239781,0,0,0,1,5,123,4.820281565605037,0,0,3,4,3,6,0,1,0,288.0
