slot_person,slot_object,slot_place,slot_level_term,slot_floors,slot_floors_abs_log1p,slot_floors_is_even,slot_floors_mod3,slot_floors_mod5,slot_floors_mod7,slot_floors_mod10,slot_height_per_floor,slot_height_per_floor_abs_log1p,slot_height_per_floor_is_even,slot_height_per_floor_mod3,slot_height_per_floor_mod5,slot_height_per_floor_mod7,slot_height_per_floor_mod10,slot_unit,slot_ratio_numer,slot_ratio_numer_abs_log1p,slot_ratio_numer_is_even,slot_ratio_numer_mod3,slot_ratio_numer_mod5,slot_ratio_numer_mod7,slot_ratio_numer_mod10,slot_ratio_denom,slot_ratio_denom_abs_log1p,slot_ratio_denom_is_even,slot_ratio_denom_mod3,slot_ratio_denom_mod5,slot_ratio_denom_mod7,slot_ratio_denom_mod10,slot_bounce_count,slot_bounce_count_abs_log1p,slot_bounce_count_is_even,slot_bounce_count_mod3,slot_bounce_count_mod5,slot_bounce_count_mod7,slot_bounce_count_mod10,n_multiple_pairs,y
2,3,3,0,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,18.0
1,1,5,0,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,60.0
6,0,0,0,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,180.0
5,2,1,2,3,1.3862943611198906,0,0,3,3,3,150,5.017279836814924,1,0,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,162.0
2,0,4,1,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,150.0
5,3,4,2,5,1.791759469228055,0,2,0,5,5,625,6.439350371100098,0,1,0,2,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1600.0
2,0,1,0,5,1.791759469228055,0,2,0,5,5,99,4.605170185988092,0,0,4,1,9,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,220.0
5,0,4,2,6,1.9459101490553132,1,0,1,6,6,225,5.420534999272286,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,864.0
7,4,0,0,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,60.0
7,0,0,0,4,1.6094379124341003,1,1,4,4,4,150,5.017279836814924,1,0,0,3,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,384.0
4,0,0,0,3,1.3862943611198906,0,0,3,3,3,300,5.707110264748875,1,0,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,324.0
3,3,2,1,2,1.0986122886681098,1,2,2,2,2,500,6.2166061010848646,1,2,0,3,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,216.0
1,1,0,0,4,1.6094379124341003,1,1,4,4,4,54,4.007333185232471,1,0,4,5,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,96.0
1,1,4,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,24.0
7,2,0,1,6,1.9459101490553132,1,0,1,6,6,189,5.247024072160486,0,0,4,0,9,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,336.0
6,4,0,1,6,1.9459101490553132,1,0,1,6,6,625,6.439350371100098,0,1,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,810.0
6,2,4,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,16.0
2,1,4,1,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,54.0
3,0,5,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,90.0
7,2,3,2,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,18.0
0,4,4,2,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,162.0
6,3,0,1,5,1.791759469228055,0,2,0,5,5,189,5.247024072160486,0,0,4,0,9,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,280.0
7,3,4,1,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,108.0
6,0,5,1,3,1.3862943611198906,0,0,3,3,3,162,5.093750200806762,1,0,2,1,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,144.0
5,2,4,2,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,90.0
4,0,2,2,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,176.0
1,2,1,2,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,10.0
2,4,2,2,4,1.6094379124341003,1,1,4,4,4,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,96.0
5,2,4,1,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,42.0
2,3,0,1,4,1.6094379124341003,1,1,4,4,4,300,5.707110264748875,1,0,0,6,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,768.0
4,4,0,0,5,1.791759469228055,0,2,0,5,5,96,4.574710978503383,1,0,1,5,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,270.0
5,0,0,2,4,1.6094379124341003,1,1,4,4,4,216,5.37989735354046,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,256.0
1,2,5,1,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,44.0
2,3,2,0,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,108.0
1,4,2,1,4,1.6094379124341003,1,1,4,4,4,250,5.5254529391317835,1,1,0,5,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,640.0
4,4,0,0,4,1.6094379124341003,1,1,4,4,4,1250,7.1316985104669115,1,2,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,2560.0
4,4,5,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,25.0
3,2,4,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,24.0
7,0,0,1,4,1.6094379124341003,1,1,4,4,4,375,5.929589143389895,0,0,0,4,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,768.0
0,0,0,1,6,1.9459101490553132,1,0,1,6,6,225,5.420534999272286,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,864.0
5,4,5,1,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,120.0
5,3,1,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,15.0
7,1,5,1,3,1.3862943611198906,0,0,3,3,3,275,5.62040086571715,0,2,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,297.0
3,2,3,1,6,1.9459101490553132,1,0,1,6,6,81,4.406719247264253,0,0,1,4,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,216.0
3,2,0,0,6,1.9459101490553132,1,0,1,6,6,256,5.54907608489522,1,1,1,4,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,648.0
4,1,4,1,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,30.0
2,2,1,1,2,1.0986122886681098,1,2,2,2,2,243,5.497168225293202,0,0,3,5,3,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,144.0
6,3,5,1,5,1.791759469228055,0,2,0,5,5,375,5.929589143389895,0,0,0,4,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,960.0
5,2,5,0,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,48.0
1,4,1,2,3,1.3862943611198906,0,0,3,3,3,320,5.771441123130016,1,2,0,5,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,405.0
2,2,0,2,4,1.6094379124341003,1,1,4,4,4,270,5.602118820879701,1,0,0,4,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,320.0
3,4,1,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,54.0
7,0,0,2,3,1.3862943611198906,0,0,3,3,3,375,5.929589143389895,0,0,0,4,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,243.0
1,4,3,2,2,1.0986122886681098,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,432.0
0,2,0,1,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,72.0
2,2,2,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,36.0
4,4,4,1,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,60.0
5,1,0,1,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,14.0
1,1,3,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,54.0
7,4,3,0,3,1.3862943611198906,0,0,3,3,3,500,6.2166061010848646,1,2,0,3,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,768.0
7,4,1,1,2,1.0986122886681098,1,2,2,2,2,72,4.290459441148391,1,0,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,7,64.0
5,1,4,0,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,140.0
5,1,5,0,4,1.6094379124341003,1,1,4,4,4,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,96.0
5,4,5,1,5,1.791759469228055,0,2,0,5,5,300,5.707110264748875,1,0,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,540.0
1,2,5,1,6,1.9459101490553132,1,0,1,6,6,55,4.02535169073515,0,1,0,6,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,198.0
4,1,3,1,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,36.0
7,4,2,1,6,1.9459101490553132,1,0,1,6,6,250,5.5254529391317835,1,1,0,5,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,960.0
6,3,0,0,4,1.6094379124341003,1,1,4,4,4,225,5.420534999272286,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,576.0
7,3,1,2,6,1.9459101490553132,1,0,1,6,6,512,6.240275845170769,1,2,2,1,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1296.0
6,3,0,2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,192.0
6,3,0,2,6,1.9459101490553132,1,0,1,6,6,375,5.929589143389895,0,0,0,4,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1152.0
4,3,4,0,5,1.791759469228055,0,2,0,5,5,72,4.290459441148391,1,0,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,160.0
5,3,5,2,2,1.0986122886681098,1,2,2,2,2,704,6.558197802812269,1,2,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,594.0
2,1,1,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,108.0
4,3,2,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,90.0
7,1,2,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,10.0
3,3,1,2,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,48.0
7,3,2,1,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,165.0
4,2,5,1,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,54.0
4,4,1,0,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,40.0
7,3,0,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,100.0
5,0,1,2,4,1.6094379124341003,1,1,4,4,4,300,5.707110264748875,1,0,0,6,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,768.0
4,3,1,1,4,1.6094379124341003,1,1,4,4,4,64,4.174387269895637,1,1,4,1,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,144.0
6,3,0,0,3,1.3862943611198906,0,0,3,3,3,625,6.439350371100098,0,1,0,2,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,405.0
5,3,2,2,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,6.0
0,3,3,0,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,9,72.0
0,3,3,2,6,1.9459101490553132,1,0,1,6,6,750,6.621405651764134,1,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,972.0
1,1,2,2,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,192.0
6,1,5,2,5,1.791759469228055,0,2,0,5,5,108,4.6913478822291435,1,0,3,3,8,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,240.0
0,0,4,1,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,80.0
1,1,4,1,3,1.3862943611198906,0,0,3,3,3,875,6.775366090936392,0,2,0,0,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,567.0
1,3,0,0,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,162.0
5,2,2,1,6,1.9459101490553132,1,0,1,6,6,875,6.775366090936392,0,2,0,0,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1134.0
5,0,5,1,6,1.9459101490553132,1,0,1,6,6,320,5.771441123130016,1,2,0,5,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,810.0
7,3,1,0,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,90.0
7,1,2,1,3,1.3862943611198906,0,0,3,3,3,125,4.836281906951478,0,2,0,6,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,135.0
0,1,3,0,6,1.9459101490553132,1,0,1,6,6,176,5.176149732573829,1,2,1,1,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,594.0
0,2,0,2,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,120.0
5,3,3,0,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,90.0
6,0,1,2,3,1.3862943611198906,0,0,3,3,3,384,5.953243334287785,1,0,4,6,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,486.0
0,4,3,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,45.0
5,3,1,0,6,1.9459101490553132,1,0,1,6,6,176,5.176149732573829,1,2,1,1,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,594.0
6,1,5,1,4,1.6094379124341003,1,1,4,4,4,1250,7.1316985104669115,1,2,0,4,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1080.0
5,3,3,0,4,1.6094379124341003,1,1,4,4,4,256,5.54907608489522,1,1,1,4,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,432.0
1,0,4,2,4,1.6094379124341003,1,1,4,4,4,576,6.3578422665081,1,0,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,972.0
3,4,1,2,2,1.0986122886681098,1,2,2,2,2,1125,7.026426808699636,0,0,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,486.0
0,2,0,0,5,1.791759469228055,0,2,0,5,5,225,5.420534999272286,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,720.0
3,2,3,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,120.0
7,1,4,2,3,1.3862943611198906,0,0,3,3,3,1125,7.026426808699636,0,0,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1728.0
0,1,2,2,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,45.0
6,2,4,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,30.0
0,4,3,0,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,288.0
