slot_person_a,slot_person_b,slot_f1,slot_f1_abs_log1p,slot_f1_is_even,slot_f1_mod3,slot_f1_mod5,slot_f1_mod7,slot_f1_mod10,slot_d1,slot_d1_abs_log1p,slot_d1_is_even,slot_d1_mod3,slot_d1_mod5,slot_d1_mod7,slot_d1_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,slot_d2,slot_d2_abs_log1p,slot_d2_is_even,slot_d2_mod3,slot_d2_mod5,slot_d2_mod7,slot_d2_mod10,gcd_all,n_multiple_pairs,y
9,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,12.0
6,9,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,3,12.0
4,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,7.0
7,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,3,21.0
9,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,2,15.0
8,5,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,49,3.912023005428146,0,1,4,0,9,1,2,8.0
0,2,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,1,5.0
5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,9.0
6,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
2,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,1,2,5.0
1,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,2,11.0
8,5,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,2,16.0
4,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,2,6,16.0
1,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,1,2,8.0
5,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,3,9.0
2,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,2,16.0
0,9,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,2,6.0
2,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,11.0
5,6,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0,6.0
8,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,5.0
5,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,3,7.0
0,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,2,18.0
4,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,1,0,6.0
9,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,0,31.0
7,5,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
5,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,2,8.0
4,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,1,2,5.0
6,0,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,1,9.0
7,6,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,1,27.0
9,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,0,22.0
9,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,4,5.0
8,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,0,13.0
9,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,2,8.0
2,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,6.0
8,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,28.0
6,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,8.0
0,9,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,1,3,6.0
7,2,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,1,6.0
8,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,0,19.0
1,7,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,2,6.0
9,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,0,9.0
8,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,3,15.0
5,8,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,1,20.0
5,0,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,53,3.9889840465642745,0,2,3,4,3,1,1,7.0
1,1,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,2,6.0
9,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,1,1,6.0
0,8,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,2,12.0
0,6,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,1,6.0
7,6,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,1,1,13.0
8,9,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,1,1,8.0
9,5,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,3,8.0
2,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,0,17.0
6,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,2,8.0
0,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,2,4,6.0
6,7,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,1,0,5.0
4,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,1,15.0
7,8,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,2,10.0
8,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,2,17.0
5,4,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,2,12.0
2,2,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,14.0
9,7,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0,5.0
5,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,1,8.0
8,9,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,2,10.0
0,9,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,2,20.0
8,0,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,3,12.0
7,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,2,20.0
3,9,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,2,8.0
7,8,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,1,4,6.0
5,2,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,2,10.0
7,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,25.0
6,1,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,1,19.0
9,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,3,5.0
2,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,4,12.0
4,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,2,5,26.0
8,9,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,1,2,11.0
5,8,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
3,0,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,1,3,10.0
5,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,4,17.0
3,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,6.0
9,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,2,5.0
5,5,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,1,3,10.0
2,3,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,46,3.8501476017100584,1,1,1,4,6,1,1,5.0
3,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,1,19.0
5,2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,1,1,8.0
0,8,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,1,0,11.0
8,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,1,2,7.0
5,5,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,3,22.0
3,3,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,4,6.0
3,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,13.0
6,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,49,3.912023005428146,0,1,4,0,9,1,1,6.0
8,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,4,6,8.0
3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,2,4,26.0
7,8,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,2,20.0
7,1,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,2,10.0
7,5,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
2,7,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,2,9.0
2,1,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,0,5.0
4,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,2,16.0
9,8,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,1,7.0
4,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,2,15.0
7,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,1,1,5.0
6,2,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,1,12.0
5,0,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,49,3.912023005428146,0,1,4,0,9,1,1,7.0
0,6,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,2,5.0
6,7,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,2,12.0
3,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
6,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,17.0
2,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,5,9.0
8,5,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,1,1,5.0
9,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,1,1,8.0
7,1,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
3,6,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,1,9.0
2,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,4,6.0
1,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,11.0
7,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,2,7.0
4,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,2,8.0
5,2,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,2,12.0
1,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,1,12.0
4,0,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,1,2,15.0
0,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,3,6.0
1,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,16.0
9,7,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,1,19.0
5,9,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,1,1,13.0
3,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,8.0
8,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0,13.0
3,4,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,1,1,5.0
6,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,2,7.0
8,5,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,1,2,8.0
8,1,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,11.0
1,9,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,8.0
2,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,1,3,6.0
6,9,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,1,1,7.0
3,0,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,9.0
8,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,1,7.0
4,8,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,1,7.0
0,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,8.0
9,7,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,1,1,5.0
9,1,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,2,3,5.0
7,0,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,2,5.0
3,7,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,7.0
1,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,2,2,14.0
9,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,2,16.0
9,2,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,2,16.0
0,3,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,1,1,6.0
