slot_buyer_name,slot_store_type,slot_unit_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_q1,slot_q1_abs_log1p,slot_q1_is_even,slot_q1_mod3,slot_q1_mod5,slot_q1_mod7,slot_q1_mod10,slot_q2,slot_q2_abs_log1p,slot_q2_is_even,slot_q2_mod3,slot_q2_mod5,slot_q2_mod7,slot_q2_mod10,slot_q3,slot_q3_abs_log1p,slot_q3_is_even,slot_q3_mod3,slot_q3_mod5,slot_q3_mod7,slot_q3_mod10,slot_p1,slot_p1_abs_log1p,slot_p1_is_even,slot_p1_mod3,slot_p1_mod5,slot_p1_mod7,slot_p1_mod10,slot_p2,slot_p2_abs_log1p,slot_p2_is_even,slot_p2_mod3,slot_p2_mod5,slot_p2_mod7,slot_p2_mod10,slot_p3,slot_p3_abs_log1p,slot_p3_is_even,slot_p3_mod3,slot_p3_mod5,slot_p3_mod7,slot_p3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
8,2,3,6,5,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,178,5.187385805840755,1,1,3,3,8,56,4.04305126783455,1,2,1,0,6,1,1,3,1520.0
8,0,2,10,6,7,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,155,5.049856007249537,0,2,0,1,5,149,5.0106352940962555,0,2,4,2,9,39,3.6888794541139363,0,0,4,4,9,0,1,0,2826.0
4,6,4,0,5,10,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,119,4.787491742782046,0,2,4,0,9,56,4.04305126783455,1,2,1,0,6,36,3.6109179126442243,1,0,1,1,6,2,1,4,1139.0
1,0,3,11,7,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,131,4.882801922586371,0,2,1,5,1,169,5.135798437050262,0,1,4,1,9,12,2.5649493574615367,1,0,2,5,2,1,1,2,1536.0
6,4,0,0,2,7,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,149,5.0106352940962555,0,2,4,2,9,75,4.330733340286331,0,0,0,5,5,104,4.653960350157523,1,2,4,6,4,3,1,0,3041.0
2,6,2,2,1,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,116,4.762173934797756,1,2,1,4,6,183,5.214935757608986,0,0,3,1,3,198,5.293304824724492,1,0,3,2,8,1,1,4,3274.0
8,1,3,1,3,9,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,187,5.236441962829949,0,1,2,5,7,39,3.6888794541139363,0,0,4,4,9,140,4.948759890378168,1,2,0,0,0,0,1,3,3341.0
3,4,4,10,10,7,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,175,5.170483995038151,0,1,0,0,5,146,4.990432586778736,1,2,1,6,6,186,5.231108616854587,1,0,1,4,6,3,1,1,4392.0
8,2,0,3,1,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,200,5.303304908059076,1,2,0,4,0,115,4.7535901911063645,0,1,0,3,5,3,1,7,1435.0
6,1,1,7,9,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,47,3.871201010907891,0,2,2,5,7,74,4.31748811353631,1,2,4,4,4,1,1,3,1330.0
8,6,1,8,7,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,72,4.290459441148391,1,0,2,2,2,134,4.90527477843843,1,2,4,1,4,162,5.093750200806762,1,0,2,1,2,1,1,9,904.0
3,1,0,11,0,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,57,4.060443010546419,0,0,2,1,7,64,4.174387269895637,1,1,4,1,4,94,4.553876891600541,1,1,4,3,4,0,1,6,762.0
6,3,4,7,2,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,126,4.844187086458591,1,0,1,0,6,153,5.0369526024136295,0,0,3,6,3,153,5.0369526024136295,0,0,3,6,3,1,1,2,3249.0
3,1,1,11,9,8,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,141,4.955827057601261,0,0,1,1,1,32,3.4965075614664802,1,2,2,4,2,93,4.543294782270004,0,0,3,2,3,3,1,3,1868.0
2,6,3,11,11,10,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,147,4.997212273764115,0,0,2,0,7,154,5.043425116919247,1,1,4,0,4,172,5.153291594497779,1,1,2,4,2,0,1,2,1885.0
0,0,4,1,1,11,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,62,4.143134726391533,1,2,2,6,2,54,4.007333185232471,1,0,4,5,4,3,1,1,1172.0
0,5,4,8,8,9,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,187,5.236441962829949,0,1,2,5,7,153,5.0369526024136295,0,0,3,6,3,169,5.135798437050262,0,1,4,1,9,0,1,2,3901.0
8,0,1,10,5,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,47,3.871201010907891,0,2,2,5,7,40,3.713572066704308,1,1,0,5,0,3,1,3,1214.0
5,3,2,5,8,10,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,14,2.70805020110221,1,2,4,0,4,102,4.634728988229636,1,0,2,4,2,2,1,3,1020.0
8,1,1,11,11,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,168,5.1298987149230735,1,0,3,0,8,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,0,1,4,2098.0
4,1,4,6,2,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,145,4.983606621708336,0,1,0,5,5,0,1,2,1315.0
4,3,1,5,11,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,70,4.2626798770413155,1,1,0,0,0,98,4.59511985013459,1,2,3,0,8,1,1,8,728.0
5,6,4,1,10,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,200,5.303304908059076,1,2,0,4,0,105,4.663439094112067,0,0,0,0,5,85,4.454347296253507,0,1,0,1,5,0,1,7,2445.0
4,1,2,4,6,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,96,4.574710978503383,1,0,1,5,6,178,5.187385805840755,1,1,3,3,8,154,5.043425116919247,1,1,4,0,4,2,1,3,2966.0
3,1,3,4,8,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,100,4.61512051684126,1,1,0,2,0,143,4.969813299576001,0,2,3,3,3,1,1,8,905.0
1,1,2,1,6,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,63,4.1588830833596715,0,0,3,0,3,153,5.0369526024136295,0,0,3,6,3,75,4.330733340286331,0,0,0,5,5,0,1,3,1038.0
2,0,0,5,10,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,92,4.532599493153256,1,2,2,1,2,174,5.1647859739235145,1,0,4,6,4,56,4.04305126783455,1,2,1,0,6,3,1,3,1610.0
4,1,2,0,3,0,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,120,4.795790545596741,1,0,0,1,0,17,2.8903717578961645,0,2,2,3,7,166,5.117993812416755,1,1,1,5,6,1,1,4,2682.0
6,1,3,7,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,179,5.19295685089021,0,2,4,4,9,194,5.272999558563747,1,2,4,5,4,92,4.532599493153256,1,2,2,1,2,2,1,5,2367.0
5,2,2,0,5,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,78,4.3694478524670215,1,0,3,1,8,165,5.111987788356544,0,0,0,4,5,1,1,4,1215.0
7,4,0,1,9,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,123,4.820281565605037,0,0,3,4,3,71,4.276666119016055,0,2,1,1,1,177,5.181783550292085,0,0,2,2,7,1,1,3,1622.0
3,4,1,5,2,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,173,5.159055299214529,0,2,3,5,3,165,5.111987788356544,0,0,0,4,5,0,1,4,2414.0
4,3,4,8,3,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,188,5.241747015059643,1,2,3,6,8,196,5.2832037287379885,1,1,1,0,6,3,1,2,3197.0
2,3,0,1,6,5,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,82,4.418840607796598,1,1,2,5,2,118,4.77912349311153,1,1,3,6,8,92,4.532599493153256,1,2,2,1,2,0,1,0,2490.0
1,0,0,9,11,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,131,4.882801922586371,0,2,1,5,1,155,5.049856007249537,0,2,0,1,5,161,5.087596335232384,0,2,1,0,1,0,1,6,1675.0
7,0,0,11,9,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,43,3.784189633918261,0,1,3,1,3,70,4.2626798770413155,1,1,0,0,0,82,4.418840607796598,1,1,2,5,2,2,1,5,1144.0
9,2,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,101,4.624972813284271,0,2,1,3,1,183,5.214935757608986,0,0,3,1,3,107,4.68213122712422,0,2,2,2,7,3,1,5,2928.0
3,5,2,7,8,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,68,4.23410650459726,1,2,3,5,8,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,0,2,5,844.0
6,4,1,1,10,6,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,189,5.247024072160486,0,0,4,0,9,142,4.962844630259907,1,1,2,2,2,200,5.303304908059076,1,2,0,4,0,1,1,2,3408.0
9,4,2,11,10,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,171,5.147494476813453,0,0,1,3,1,18,2.9444389791664403,1,0,3,4,8,2,1,8,1075.0
6,2,2,3,1,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,78,4.3694478524670215,1,0,3,1,8,81,4.406719247264253,0,0,1,4,1,153,5.0369526024136295,0,0,3,6,3,1,1,4,1266.0
8,4,1,11,4,8,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,169,5.135798437050262,0,1,4,1,9,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,2,1,1,2274.0
8,5,0,3,4,10,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,149,5.0106352940962555,0,2,4,2,9,81,4.406719247264253,0,0,1,4,1,121,4.804021044733257,0,1,1,2,1,2,1,6,1744.0
5,0,4,11,5,6,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,193,5.267858159063328,0,1,3,4,3,98,4.59511985013459,1,2,3,0,8,41,3.7376696182833684,0,2,1,6,1,0,1,1,3229.0
5,5,2,1,9,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,60,4.110873864173311,1,0,0,4,0,192,5.262690188904886,1,0,2,3,2,3,1,7,1210.0
8,0,2,4,7,9,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,164,5.10594547390058,1,2,4,3,4,141,4.955827057601261,0,0,1,1,1,14,2.70805020110221,1,2,4,0,4,1,1,0,3167.0
6,3,4,6,4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,84,4.442651256490317,1,0,4,0,4,18,2.9444389791664403,1,0,3,4,8,2,1,3,1149.0
3,2,2,8,6,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,131,4.882801922586371,0,2,1,5,1,71,4.276666119016055,0,2,1,1,1,52,3.970291913552122,1,1,2,3,2,0,1,1,1191.0
7,4,3,9,0,11,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,138,4.9344739331306915,1,0,3,5,8,48,3.8918202981106265,1,0,3,6,8,140,4.948759890378168,1,2,0,0,0,1,1,8,1342.0
8,4,1,7,9,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,82,4.418840607796598,1,1,2,5,2,124,4.8283137373023015,1,1,4,5,4,124,4.8283137373023015,1,1,4,5,4,0,1,3,2312.0
0,6,3,6,11,10,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,180,5.198497031265826,1,0,0,5,0,45,3.828641396489095,0,0,0,3,5,198,5.293304824724492,1,0,3,2,8,2,1,2,3204.0
9,2,2,3,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,174,5.1647859739235145,1,0,4,6,4,56,4.04305126783455,1,2,1,0,6,119,4.787491742782046,0,2,4,0,9,2,1,4,2639.0
0,0,4,4,4,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,150,5.017279836814924,1,0,0,3,0,158,5.0689042022202315,1,2,3,4,8,15,2.772588722239781,0,0,0,1,5,0,1,7,1643.0
3,4,4,3,8,11,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,175,5.170483995038151,0,1,0,0,5,115,4.7535901911063645,0,1,0,3,5,2,1,5,1975.0
3,3,3,0,5,0,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,112,4.727387818712341,1,1,2,0,2,105,4.663439094112067,0,0,0,0,5,24,3.2188758248682006,1,0,4,3,4,0,1,4,2547.0
8,2,3,0,11,6,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,199,5.298317366548036,0,1,4,3,9,127,4.852030263919617,0,1,2,1,7,166,5.117993812416755,1,1,1,5,6,2,1,1,4046.0
1,5,0,6,10,4,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,174,5.1647859739235145,1,0,4,6,4,41,3.7376696182833684,0,2,1,6,1,29,3.4011973816621555,0,2,4,1,9,2,1,6,886.0
8,0,2,8,0,0,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,123,4.820281565605037,0,0,3,4,3,123,4.820281565605037,0,0,3,4,3,151,5.0238805208462765,0,1,1,4,1,0,1,1,3148.0
5,6,4,7,7,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,190,5.25227342804663,1,1,0,1,0,32,3.4965075614664802,1,2,2,4,2,116,4.762173934797756,1,2,1,4,6,2,1,1,3328.0
1,0,3,4,4,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,92,4.532599493153256,1,2,2,1,2,72,4.290459441148391,1,0,2,2,2,158,5.0689042022202315,1,2,3,4,8,0,2,3,2668.0
4,1,0,9,10,5,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,130,4.875197323201151,1,1,0,4,0,154,5.043425116919247,1,1,4,0,4,141,4.955827057601261,0,0,1,1,1,2,1,2,3311.0
1,0,4,5,0,11,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,157,5.062595033026967,0,1,2,3,7,25,3.258096538021482,0,1,0,4,5,2,1,9,450.0
9,0,4,10,8,11,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,69,4.248495242049359,0,0,4,6,9,115,4.7535901911063645,0,1,0,3,5,124,4.8283137373023015,1,1,4,5,4,3,1,0,2211.0
0,2,3,5,0,11,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,177,5.181783550292085,0,0,2,2,7,93,4.543294782270004,0,0,3,2,3,78,4.3694478524670215,1,0,3,1,8,0,1,0,2331.0
8,6,0,11,11,11,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,191,5.2574953720277815,0,2,1,2,1,20,3.044522437723423,1,2,0,6,0,182,5.209486152841421,1,2,2,0,2,3,1,2,3719.0
5,1,2,0,4,10,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,172,5.153291594497779,1,1,2,4,2,110,4.709530201312334,1,2,0,5,0,200,5.303304908059076,1,2,0,4,0,0,1,7,1962.0
3,0,0,1,2,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,191,5.2574953720277815,0,2,1,2,1,192,5.262690188904886,1,0,2,3,2,2,1,4,2722.0
4,4,2,9,10,11,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,83,4.430816798843313,0,2,3,6,3,169,5.135798437050262,0,1,4,1,9,103,4.6443908991413725,0,1,3,5,3,3,1,0,1500.0
8,3,3,1,11,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,167,5.123963979403259,0,2,2,6,7,111,4.718498871295094,0,0,1,6,1,161,5.087596335232384,0,2,1,0,1,3,1,2,2954.0
6,0,3,11,11,7,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,163,5.099866427824199,0,1,3,2,3,195,5.278114659230517,0,0,0,6,5,0,1,4,2575.0
5,0,4,9,7,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,103,4.6443908991413725,0,1,3,5,3,18,2.9444389791664403,1,0,3,4,8,1,1,2,1552.0
8,1,4,11,3,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,189,5.247024072160486,0,0,4,0,9,156,5.056245805348308,1,0,1,2,6,190,5.25227342804663,1,1,0,1,0,2,1,6,3111.0
6,0,2,6,3,7,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,200,5.303304908059076,1,2,0,4,0,30,3.4339872044851463,1,0,0,2,0,103,4.6443908991413725,0,1,3,5,3,2,1,2,2894.0
3,3,0,4,8,7,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,114,4.74493212836325,1,0,4,2,4,169,5.135798437050262,0,1,4,1,9,0,1,2,3211.0
6,1,0,3,10,11,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,195,5.278114659230517,0,0,0,6,5,87,4.477336814478207,0,0,2,3,7,102,4.634728988229636,1,0,2,4,2,0,1,2,3153.0
6,4,3,2,3,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,170,5.14166355650266,1,2,0,2,0,20,3.044522437723423,1,2,0,6,0,122,4.812184355372417,1,2,2,3,2,2,1,1,2116.0
1,4,1,5,0,4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,136,4.919980925828125,1,1,1,3,6,55,4.02535169073515,0,1,0,6,5,182,5.209486152841421,1,2,2,0,2,0,1,1,3510.0
6,5,1,11,6,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,156,5.056245805348308,1,0,1,2,6,15,2.772588722239781,0,0,0,1,5,68,4.23410650459726,1,2,3,5,8,2,1,9,755.0
3,4,2,5,9,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,107,4.68213122712422,0,2,2,2,7,41,3.7376696182833684,0,2,1,6,1,60,4.110873864173311,1,0,0,4,0,3,1,3,1150.0
4,2,4,4,4,8,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,131,4.882801922586371,0,2,1,5,1,86,4.465908118654584,1,2,1,2,6,89,4.499809670330265,0,2,4,5,9,3,1,1,2357.0
6,2,2,3,4,8,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,52,3.970291913552122,1,1,2,3,2,72,4.290459441148391,1,0,2,2,2,142,4.962844630259907,1,1,2,2,2,1,1,1,2504.0
0,0,3,7,7,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,181,5.204006687076795,0,1,1,6,1,107,4.68213122712422,0,2,2,2,7,3,1,1,1725.0
5,0,4,9,2,2,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,169,5.135798437050262,0,1,4,1,9,118,4.77912349311153,1,1,3,6,8,69,4.248495242049359,0,0,4,6,9,3,1,1,3596.0
4,5,0,2,11,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,38,3.6635616461296463,1,2,3,3,8,154,5.043425116919247,1,1,4,0,4,117,4.770684624465665,0,0,2,5,7,1,1,1,3210.0
5,3,3,2,4,10,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,94,4.553876891600541,1,1,4,3,4,45,3.828641396489095,0,0,0,3,5,1,1,5,389.0
1,5,0,7,5,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,141,4.955827057601261,0,0,1,1,1,25,3.258096538021482,0,1,0,4,5,161,5.087596335232384,0,2,1,0,1,2,1,2,1731.0
9,5,0,4,6,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,179,5.19295685089021,0,2,4,4,9,196,5.2832037287379885,1,1,1,0,6,157,5.062595033026967,0,1,2,3,7,3,1,1,3859.0
5,2,4,7,11,9,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,172,5.153291594497779,1,1,2,4,2,2,1,5,1695.0
0,6,4,0,9,10,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,197,5.288267030694535,0,2,2,1,7,56,4.04305126783455,1,2,1,0,6,115,4.7535901911063645,0,1,0,3,5,0,1,4,2070.0
8,6,3,3,5,3,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,137,4.927253685157205,0,2,2,4,7,125,4.836281906951478,0,2,0,6,5,81,4.406719247264253,0,0,1,4,1,0,1,1,2432.0
5,6,0,10,8,6,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,95,4.564348191467836,0,2,0,4,5,72,4.290459441148391,1,0,2,2,2,86,4.465908118654584,1,2,1,2,6,0,1,2,2648.0
9,4,4,10,6,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,185,5.225746673713202,0,2,0,3,5,192,5.262690188904886,1,0,2,3,2,83,4.430816798843313,0,2,3,6,3,1,1,7,1921.0
