slot_person_name,slot_room_name,slot_length_ft,slot_length_ft_abs_log1p,slot_length_ft_is_even,slot_length_ft_mod3,slot_length_ft_mod5,slot_length_ft_mod7,slot_length_ft_mod10,slot_width_ft,slot_width_ft_abs_log1p,slot_width_ft_is_even,slot_width_ft_mod3,slot_width_ft_mod5,slot_width_ft_mod7,slot_width_ft_mod10,slot_cost_material_per_sqft,slot_cost_material_per_sqft_abs_log1p,slot_cost_material_per_sqft_is_even,slot_cost_material_per_sqft_mod3,slot_cost_material_per_sqft_mod5,slot_cost_material_per_sqft_mod7,slot_cost_material_per_sqft_mod10,slot_cost_padding_per_sqft,slot_cost_padding_per_sqft_abs_log1p,slot_cost_padding_per_sqft_sign,slot_cost_padding_per_sqft_is_even,slot_cost_padding_per_sqft_mod3,slot_cost_padding_per_sqft_mod5,slot_cost_padding_per_sqft_mod7,slot_cost_padding_per_sqft_mod10,slot_cost_removal_per_sqft,slot_cost_removal_per_sqft_abs_log1p,slot_cost_removal_per_sqft_sign,slot_cost_removal_per_sqft_is_even,slot_cost_removal_per_sqft_mod3,slot_cost_removal_per_sqft_mod5,slot_cost_removal_per_sqft_mod7,slot_cost_removal_per_sqft_mod10,slot_cost_install_per_sqft,slot_cost_install_per_sqft_abs_log1p,slot_cost_install_per_sqft_is_even,slot_cost_install_per_sqft_mod3,slot_cost_install_per_sqft_mod5,slot_cost_install_per_sqft_mod7,slot_cost_install_per_sqft_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
4,3,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,2,1,6,15540.0
2,0,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,0,1,4,30450.0
1,0,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,0,1,4,34580.0
4,2,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,1,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,0,1,1,24219.0
1,0,14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,2,1,1,24108.0
7,1,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,19,2.995732273553991,0,1,4,5,9,2,1,0,19602.0
5,2,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,2,1,3,14025.0
6,3,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,14,2.70805020110221,1,2,4,0,4,0,1,1,3509.0
6,1,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,1,1,2,42432.0
1,1,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,0,1,2,19008.0
2,0,17,2.8903717578961645,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,43,3.784189633918261,0,1,3,1,3,2,1,0,25194.0
5,2,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,1,0,2,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,1,0,25872.0
1,1,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,24,3.2188758248682006,1,0,4,3,4,1,1,4,13005.0
2,0,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,1,1,2,10080.0
7,2,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,2,1,1,10450.0
7,4,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,1,1,4,12960.0
1,2,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,0,1,5,17688.0
2,4,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,0,1,0,17136.0
6,1,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,34,3.5553480614894135,1,1,4,6,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,39,3.6888794541139363,0,0,4,4,9,1,1,4,14060.0
2,4,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,1,3,31460.0
1,0,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,1,2,3,1,8,9,2.302585092994046,1,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,1,1,1,18960.0
5,0,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,1,1,14688.0
0,0,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,1,1,3,25800.0
6,1,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,38,3.6635616461296463,1,2,3,3,8,0,1,9,51504.0
5,1,26,3.295836866004329,1,2,1,5,6,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,1,0,1,6,6,9,2.302585092994046,1,0,0,4,2,9,43,3.784189633918261,0,1,3,1,3,1,1,0,52000.0
7,4,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,2,1,1,22568.0
7,4,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,1,0,0,3,3,3,10,2.3978952727983707,1,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,2,1,2,18876.0
4,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,2,1,0,9240.0
0,2,28,3.367295829986474,1,1,3,0,8,27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,1,1,4,43092.0
5,3,30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,0,1,8,28980.0
3,0,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,0,1,3,33264.0
7,0,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,1,1,1,12331.0
3,0,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,0,1,0,24180.0
2,3,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,26,3.295836866004329,1,2,1,5,6,0,1,7,21504.0
1,1,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,2,1,7,30016.0
3,4,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,1,2,2,2,2,7,2.0794415416798357,1,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,0,1,3,16368.0
7,0,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,1,1,1,33174.0
4,3,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1,1,13984.0
5,0,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,0,1,7,16020.0
0,2,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,2,1,5,17328.0
6,1,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,2,1,6,39875.0
0,1,13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,1,0,1,2,0,7,7,2.0794415416798357,1,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,2,1,1,14625.0
7,4,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,16,2.833213344056216,1,1,1,2,6,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,0,1,0,19459.0
5,0,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,0,1,1,36400.0
4,4,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1,1,34713.0
5,0,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,2,1,2,33660.0
0,0,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,28,3.367295829986474,1,1,3,0,8,2,1,2,11730.0
1,2,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,0,1,2,32400.0
1,4,19,2.995732273553991,0,1,4,5,9,23,3.1780538303479458,0,2,3,2,3,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,2,21413.0
4,0,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,1,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,0,1,2,30015.0
4,3,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,1,1,11880.0
7,2,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,17,2.8903717578961645,0,2,2,3,7,0,1,3,14112.0
3,0,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,1,5,35100.0
7,2,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,2,1,6,33540.0
6,4,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,46,3.8501476017100584,1,1,1,4,6,2,1,8,14740.0
3,2,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,13,2.6390573296152584,0,1,3,6,3,0,1,1,11077.0
6,2,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1,7,10836.0
2,0,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,0,1,1,22932.0
2,1,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,48,3.8918202981106265,1,0,3,6,8,0,1,8,41580.0
2,1,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,1,0,1,2,0,7,7,2.0794415416798357,1,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,1,1,2,38000.0
2,1,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,0,1,1,48720.0
4,0,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,0,1,2,23808.0
2,0,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,39,3.6888794541139363,0,0,4,4,9,2,1,0,32604.0
3,3,19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,16,2.833213344056216,1,1,1,2,6,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,0,1,1,15162.0
5,4,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,1,7,10830.0
0,2,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,2,1,1,11024.0
4,3,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,10,2.3978952727983707,1,1,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,1,1,3,14820.0
2,1,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,7,2.0794415416798357,1,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,1,1,9768.0
5,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,1,1,7,6300.0
4,2,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,1,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,0,13325.0
6,2,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,1,1,4,11280.0
2,2,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,2,1,2,27000.0
7,0,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,0,1,1,18480.0
1,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,1,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,0,1,0,26100.0
0,3,27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,30,3.4339872044851463,1,0,0,2,0,2,1,9,48114.0
7,1,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,0,1,4,16000.0
2,3,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,2,1,3,29400.0
3,4,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,7,2.0794415416798357,1,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,1,1,19822.0
6,2,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,0,1,3,13860.0
4,4,26,3.295836866004329,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,0,1,4,20774.0
6,4,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,0,2,5,35776.0
0,2,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,8,2.1972245773362196,1,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,1,1,3,39123.0
6,3,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,1,1,5,26180.0
0,3,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,1,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,0,1,3,41580.0
7,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,0,1,7,21300.0
7,3,28,3.367295829986474,1,1,3,0,8,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,38,3.6635616461296463,1,2,3,3,8,0,1,1,45864.0
2,1,17,2.8903717578961645,0,2,2,3,7,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,0,1,3,24157.0
2,3,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,0,1,2,40404.0
4,4,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,1,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,2,1,4,16268.0
0,2,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,1,1,2,27761.0
7,1,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,0,1,7,9408.0
7,3,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,1,1,2,60720.0
5,4,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,2,1,7,23100.0
