slot_base_price,slot_base_price_abs_log1p,slot_base_price_is_even,slot_base_price_mod3,slot_base_price_mod7,slot_base_price_mod10,slot_inc_pct,slot_inc_pct_abs_log1p,slot_inc_pct_is_even,slot_inc_pct_mod3,slot_inc_pct_mod7,slot_inc_pct_mod10,slot_dec_pct,slot_dec_pct_abs_log1p,slot_dec_pct_is_even,slot_dec_pct_mod3,slot_dec_pct_mod7,slot_dec_pct_mod10,slot_currency,slot_item,slot_month1,slot_month2,slot_month3,gcd_all,n_multiple_pairs,y
100,4.61512051684126,1,1,2,0,15,2.772588722239781,0,0,1,5,75,4.330733340286331,0,0,5,5,0,2,8,9,2,5,1,28.75
240,5.484796933490655,1,0,2,0,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,2,0,2,0,3,5,0,195.0
165,5.111987788356544,0,0,4,5,100,4.61512051684126,1,1,2,0,20,3.044522437723423,1,2,6,0,3,8,4,1,10,5,1,264.0
110,4.709530201312334,1,2,5,0,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,3,3,11,11,7,10,2,168.3
95,4.564348191467836,0,2,4,5,80,4.394449154672439,1,2,3,0,75,4.330733340286331,0,0,5,5,0,6,0,0,3,5,0,42.75
375,5.929589143389895,0,0,4,5,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,0,7,7,8,4,5,1,180.0
280,5.638354669333745,1,1,0,0,70,4.2626798770413155,1,1,0,0,50,3.9318256327243257,1,2,1,0,1,3,11,3,8,10,1,238.0
25,3.258096538021482,0,1,4,5,30,3.4339872044851463,1,0,2,0,10,2.3978952727983707,1,1,3,0,1,5,6,5,7,5,1,29.25
470,6.154858094016418,1,2,1,0,20,3.044522437723423,1,2,6,0,30,3.4339872044851463,1,0,2,0,0,7,8,9,9,10,0,394.8
120,4.795790545596741,1,0,1,0,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,3,0,2,7,0,4,8,10,3,118.8
210,5.351858133476067,1,0,0,0,15,2.772588722239781,0,0,1,5,70,4.2626798770413155,1,1,0,0,3,9,8,8,7,5,2,72.45
160,5.081404364984463,1,1,6,0,60,4.110873864173311,1,0,4,0,40,3.713572066704308,1,1,5,0,0,7,4,0,11,20,1,153.6
240,5.484796933490655,1,0,2,0,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,0,6,9,7,9,20,3,230.4
350,5.860786223465865,1,2,0,0,70,4.2626798770413155,1,1,0,0,60,4.110873864173311,1,0,4,0,0,5,5,0,5,10,1,238.0
470,6.154858094016418,1,2,1,0,15,2.772588722239781,0,0,1,5,25,3.258096538021482,0,1,4,5,3,5,2,0,1,5,0,405.38
225,5.420534999272286,0,0,1,5,20,3.044522437723423,1,2,6,0,50,3.9318256327243257,1,2,1,0,3,9,10,6,2,5,0,135.0
275,5.62040086571715,0,2,2,5,40,3.713572066704308,1,1,5,0,90,4.51085950651685,1,0,6,0,3,0,11,7,5,5,0,38.5
120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,0,0,3,7,7,8,0,5,0,45.0
130,4.875197323201151,1,1,4,0,30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,1,3,3,7,4,10,0,101.4
200,5.303304908059076,1,2,4,0,120,4.795790545596741,1,0,1,0,80,4.394449154672439,1,2,3,0,0,8,1,5,4,40,0,88.0
75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,45,3.828641396489095,0,0,3,5,3,9,6,3,0,15,2,47.44
495,6.206575926724928,0,0,5,5,60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,1,6,6,10,8,5,1,712.8
310,5.739792912179234,1,1,2,0,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,3,2,4,7,0,5,2,647.9
450,6.111467339502679,1,0,2,0,10,2.3978952727983707,1,1,3,0,75,4.330733340286331,0,0,5,5,3,2,6,10,3,5,2,123.75
160,5.081404364984463,1,1,6,0,20,3.044522437723423,1,2,6,0,15,2.772588722239781,0,0,1,5,2,0,1,7,0,5,1,163.2
355,5.87493073085203,0,1,5,5,50,3.9318256327243257,1,2,1,0,50,3.9318256327243257,1,2,1,0,1,2,7,1,8,5,1,266.25
425,6.054439346269371,0,2,5,5,30,3.4339872044851463,1,0,2,0,80,4.394449154672439,1,2,3,0,1,3,3,7,10,5,0,110.5
370,5.916202062607435,1,1,6,0,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,3,8,7,2,1,10,2,399.6
345,5.846438775057725,0,0,2,5,75,4.330733340286331,0,0,5,5,80,4.394449154672439,1,2,3,0,1,3,5,7,2,5,0,120.75
200,5.303304908059076,1,2,4,0,50,3.9318256327243257,1,2,1,0,15,2.772588722239781,0,0,1,5,2,4,8,5,4,5,1,255.0
175,5.170483995038151,0,1,0,5,60,4.110873864173311,1,0,4,0,90,4.51085950651685,1,0,6,0,3,8,11,10,1,5,0,28.0
475,6.16541785423142,0,1,6,5,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,2,4,6,1,4,5,1,767.12
245,5.5053315359323625,0,2,0,5,40,3.713572066704308,1,1,5,0,60,4.110873864173311,1,0,4,0,0,4,10,0,0,5,0,137.2
445,6.100318952020064,0,1,4,5,10,2.3978952727983707,1,1,3,0,60,4.110873864173311,1,0,4,0,0,5,5,1,8,5,1,195.8
155,5.049856007249537,0,2,1,5,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,0,7,4,0,5,5,2,323.95
350,5.860786223465865,1,2,0,0,120,4.795790545596741,1,0,1,0,35,3.58351893845611,0,2,0,5,0,5,10,8,0,5,1,500.5
315,5.755742213586912,0,0,0,5,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,0,7,3,8,1,5,2,359.1
250,5.5254529391317835,1,1,5,0,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,3,8,1,11,2,5,2,223.12
220,5.3981627015177525,1,1,3,0,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,1,6,1,3,3,10,3,237.6
335,5.817111159963204,0,2,6,5,10,2.3978952727983707,1,1,3,0,50,3.9318256327243257,1,2,1,0,0,2,8,0,5,5,1,184.25
305,5.723585101952381,0,2,4,5,70,4.2626798770413155,1,1,0,0,30,3.4339872044851463,1,0,2,0,2,0,8,9,7,5,0,362.95
345,5.846438775057725,0,0,2,5,60,4.110873864173311,1,0,4,0,75,4.330733340286331,0,0,5,5,2,8,3,1,8,15,0,138.0
435,6.077642243349034,0,0,1,5,100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,5,5,0,7,11,10,1,5,2,826.5
390,5.968707559985366,1,0,5,0,20,3.044522437723423,1,2,6,0,65,4.189654742026425,0,2,2,5,0,7,6,4,1,5,1,163.8
190,5.25227342804663,1,1,1,0,30,3.4339872044851463,1,0,2,0,20,3.044522437723423,1,2,6,0,3,6,9,10,5,10,0,197.6
390,5.968707559985366,1,0,5,0,5,1.791759469228055,0,2,5,5,55,4.02535169073515,0,1,6,5,1,0,2,10,4,5,2,184.27
50,3.9318256327243257,1,2,1,0,5,1.791759469228055,0,2,5,5,75,4.330733340286331,0,0,5,5,1,3,3,0,1,5,2,13.12
205,5.327876168789581,0,1,2,5,5,1.791759469228055,0,2,5,5,90,4.51085950651685,1,0,6,0,1,2,5,3,0,5,2,21.52
105,4.663439094112067,0,0,0,5,20,3.044522437723423,1,2,6,0,75,4.330733340286331,0,0,5,5,1,6,9,0,11,5,0,31.5
120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,60,4.110873864173311,1,0,4,0,1,5,8,9,8,15,1,84.0
425,6.054439346269371,0,2,5,5,15,2.772588722239781,0,0,1,5,35,3.58351893845611,0,2,0,5,1,4,11,11,5,5,0,317.69
445,6.100318952020064,0,1,4,5,25,3.258096538021482,0,1,4,5,80,4.394449154672439,1,2,3,0,2,2,11,7,3,5,0,111.25
430,6.066108090103747,1,1,3,0,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,2,3,0,2,3,10,11,2,10,1,103.2
70,4.2626798770413155,1,1,0,0,5,1.791759469228055,0,2,5,5,10,2.3978952727983707,1,1,3,0,0,2,10,11,7,5,3,66.15
30,3.4339872044851463,1,0,2,0,120,4.795790545596741,1,0,1,0,50,3.9318256327243257,1,2,1,0,3,4,11,9,3,10,1,33.0
325,5.786897381366708,0,1,3,5,100,4.61512051684126,1,1,2,0,15,2.772588722239781,0,0,1,5,2,4,5,9,9,5,0,552.5
435,6.077642243349034,0,0,1,5,75,4.330733340286331,0,0,5,5,45,3.828641396489095,0,0,3,5,2,5,1,7,3,15,0,418.69
85,4.454347296253507,0,1,1,5,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,3,9,10,1,11,5,1,81.6
485,6.186208623900494,0,2,2,5,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,3,1,3,3,9,5,0,346.78
485,6.186208623900494,0,2,2,5,60,4.110873864173311,1,0,4,0,45,3.828641396489095,0,0,3,5,1,4,2,6,4,5,0,426.8
395,5.981414211254481,0,2,3,5,20,3.044522437723423,1,2,6,0,40,3.713572066704308,1,1,5,0,3,1,11,9,11,5,1,284.4
125,4.836281906951478,0,2,6,5,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,0,3,10,8,3,5,1,15.62
180,5.198497031265826,1,0,5,0,5,1.791759469228055,0,2,5,5,40,3.713572066704308,1,1,5,0,2,1,2,7,0,5,2,113.4
220,5.3981627015177525,1,1,3,0,60,4.110873864173311,1,0,4,0,60,4.110873864173311,1,0,4,0,3,4,7,5,6,20,1,140.8
435,6.077642243349034,0,0,1,5,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,2,9,3,6,2,5,2,909.15
490,6.19644412779452,1,1,0,0,30,3.4339872044851463,1,0,2,0,15,2.772588722239781,0,0,1,5,0,8,9,1,2,5,1,541.45
210,5.351858133476067,1,0,0,0,60,4.110873864173311,1,0,4,0,65,4.189654742026425,0,2,2,5,0,4,10,11,11,5,0,117.6
415,6.030685260261263,0,1,2,5,120,4.795790545596741,1,0,1,0,15,2.772588722239781,0,0,1,5,2,0,0,9,0,5,1,776.05
100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,3,6,1,9,10,5,1,12.5
135,4.912654885736052,0,0,2,5,30,3.4339872044851463,1,0,2,0,55,4.02535169073515,0,1,6,5,3,6,3,0,4,5,0,78.97
200,5.303304908059076,1,2,4,0,90,4.51085950651685,1,0,6,0,20,3.044522437723423,1,2,6,0,2,2,10,10,0,10,1,304.0
60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,1,1,11,10,5,5,1,42.9
250,5.5254529391317835,1,1,5,0,60,4.110873864173311,1,0,4,0,65,4.189654742026425,0,2,2,5,2,8,10,6,5,5,0,140.0
325,5.786897381366708,0,1,3,5,80,4.394449154672439,1,2,3,0,55,4.02535169073515,0,1,6,5,2,4,4,8,0,5,0,263.25
480,6.175867270105761,1,0,4,0,100,4.61512051684126,1,1,2,0,65,4.189654742026425,0,2,2,5,2,2,9,7,11,5,0,336.0
230,5.442417710521793,1,2,6,0,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,3,5,8,5,4,5,1,342.12
145,4.983606621708336,0,1,5,5,40,3.713572066704308,1,1,5,0,35,3.58351893845611,0,2,0,5,0,5,5,3,1,5,0,131.95
225,5.420534999272286,0,0,1,5,10,2.3978952727983707,1,1,3,0,50,3.9318256327243257,1,2,1,0,1,0,10,1,4,5,1,123.75
90,4.51085950651685,1,0,6,0,30,3.4339872044851463,1,0,2,0,10,2.3978952727983707,1,1,3,0,1,1,3,11,3,10,3,105.3
20,3.044522437723423,1,2,6,0,30,3.4339872044851463,1,0,2,0,15,2.772588722239781,0,0,1,5,0,6,6,4,3,5,1,22.1
455,6.1224928095143865,0,2,0,5,30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,3,9,5,10,1,5,0,354.9
445,6.100318952020064,0,1,4,5,15,2.772588722239781,0,0,1,5,15,2.772588722239781,0,0,1,5,3,9,9,8,9,5,1,434.99
10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,30,3.4339872044851463,1,0,2,0,3,7,6,2,9,10,2,8.4
470,6.154858094016418,1,2,1,0,90,4.51085950651685,1,0,6,0,5,1.791759469228055,0,2,5,5,1,6,5,1,9,5,2,848.35
130,4.875197323201151,1,1,4,0,15,2.772588722239781,0,0,1,5,10,2.3978952727983707,1,1,3,0,0,5,6,4,10,5,1,134.55
300,5.707110264748875,1,0,6,0,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,0,2,0,1,5,0,5,10,30,3,273.0
415,6.030685260261263,0,1,2,5,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,0,1,7,3,11,5,1,448.2
65,4.189654742026425,0,2,2,5,80,4.394449154672439,1,2,3,0,50,3.9318256327243257,1,2,1,0,0,2,9,1,0,5,0,58.5
495,6.206575926724928,0,0,5,5,10,2.3978952727983707,1,1,3,0,65,4.189654742026425,0,2,2,5,2,6,2,9,0,5,0,190.57
415,6.030685260261263,0,1,2,5,20,3.044522437723423,1,2,6,0,90,4.51085950651685,1,0,6,0,1,6,3,3,6,5,0,49.8
445,6.100318952020064,0,1,4,5,120,4.795790545596741,1,0,1,0,55,4.02535169073515,0,1,6,5,1,8,8,10,2,5,0,440.55
120,4.795790545596741,1,0,1,0,50,3.9318256327243257,1,2,1,0,60,4.110873864173311,1,0,4,0,2,0,10,3,9,10,1,72.0
240,5.484796933490655,1,0,2,0,75,4.330733340286331,0,0,5,5,5,1.791759469228055,0,2,5,5,2,2,8,11,1,5,2,399.0
495,6.206575926724928,0,0,5,5,80,4.394449154672439,1,2,3,0,20,3.044522437723423,1,2,6,0,3,3,9,8,7,5,1,712.8
325,5.786897381366708,0,1,3,5,120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,1,9,4,9,10,5,0,178.75
190,5.25227342804663,1,1,1,0,25,3.258096538021482,0,1,4,5,5,1.791759469228055,0,2,5,5,1,1,11,8,1,5,2,225.62
375,5.929589143389895,0,0,4,5,90,4.51085950651685,1,0,6,0,80,4.394449154672439,1,2,3,0,2,9,4,6,11,5,0,142.5
220,5.3981627015177525,1,1,3,0,60,4.110873864173311,1,0,4,0,80,4.394449154672439,1,2,3,0,2,6,4,6,3,20,0,70.4
310,5.739792912179234,1,1,2,0,75,4.330733340286331,0,0,5,5,50,3.9318256327243257,1,2,1,0,2,5,2,5,9,5,0,271.25
105,4.663439094112067,0,0,0,5,25,3.258096538021482,0,1,4,5,55,4.02535169073515,0,1,6,5,1,4,2,11,2,5,0,59.06
480,6.175867270105761,1,0,4,0,100,4.61512051684126,1,1,2,0,10,2.3978952727983707,1,1,3,0,0,2,11,4,2,10,2,864.0
305,5.723585101952381,0,2,4,5,10,2.3978952727983707,1,1,3,0,70,4.2626798770413155,1,1,0,0,3,0,4,6,2,5,1,100.65
205,5.327876168789581,0,1,2,5,50,3.9318256327243257,1,2,1,0,25,3.258096538021482,0,1,4,5,1,1,1,9,7,5,1,230.62
220,5.3981627015177525,1,1,3,0,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,2,6,3,1,9,5,2,459.8
110,4.709530201312334,1,2,5,0,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,0,2,0,2,5,7,4,0,10,1,100.1
370,5.916202062607435,1,1,6,0,60,4.110873864173311,1,0,4,0,90,4.51085950651685,1,0,6,0,1,4,9,7,7,10,0,59.2
430,6.066108090103747,1,1,3,0,70,4.2626798770413155,1,1,0,0,15,2.772588722239781,0,0,1,5,1,0,11,1,6,5,0,621.35
440,6.089044875446846,1,2,6,0,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,3,0,2,3,3,1,7,10,3,435.6
290,5.673323267171493,1,2,3,0,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,4,5,0,2,1,7,1,5,1,271.88
310,5.739792912179234,1,1,2,0,120,4.795790545596741,1,0,1,0,40,3.713572066704308,1,1,5,0,3,0,10,1,5,10,1,409.2
220,5.3981627015177525,1,1,3,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,3,3,3,6,10,10,0,224.4
30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,20,3.044522437723423,1,2,6,0,2,1,4,8,8,10,1,33.6
65,4.189654742026425,0,2,2,5,5,1.791759469228055,0,2,5,5,70,4.2626798770413155,1,1,0,0,0,1,8,9,10,5,2,20.48
195,5.278114659230517,0,0,6,5,100,4.61512051684126,1,1,2,0,65,4.189654742026425,0,2,2,5,1,4,9,9,8,5,1,136.5
450,6.111467339502679,1,0,2,0,40,3.713572066704308,1,1,5,0,75,4.330733340286331,0,0,5,5,2,6,10,4,4,5,1,157.5
490,6.19644412779452,1,1,0,0,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,4,5,3,6,5,9,3,5,1,459.38
335,5.817111159963204,0,2,6,5,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,0,7,5,5,8,5,2,298.99
440,6.089044875446846,1,2,6,0,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,0,2,5,1,0,10,0,198.0
380,5.942799375126701,1,2,2,0,5,1.791759469228055,0,2,5,5,40,3.713572066704308,1,1,5,0,0,5,7,1,2,5,2,239.4
130,4.875197323201151,1,1,4,0,60,4.110873864173311,1,0,4,0,5,1.791759469228055,0,2,5,5,1,6,0,7,4,5,2,197.6
350,5.860786223465865,1,2,0,0,70,4.2626798770413155,1,1,0,0,20,3.044522437723423,1,2,6,0,3,7,7,8,1,10,1,476.0
470,6.154858094016418,1,2,1,0,10,2.3978952727983707,1,1,3,0,75,4.330733340286331,0,0,5,5,2,8,5,8,7,5,1,129.25
45,3.828641396489095,0,0,3,5,75,4.330733340286331,0,0,5,5,75,4.330733340286331,0,0,5,5,1,9,7,4,0,15,1,19.69
210,5.351858133476067,1,0,0,0,90,4.51085950651685,1,0,6,0,60,4.110873864173311,1,0,4,0,2,0,10,5,11,30,0,159.6
385,5.955837369464831,0,1,0,5,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,2,1,0,0,2,5,2,343.61
220,5.3981627015177525,1,1,3,0,120,4.795790545596741,1,0,1,0,90,4.51085950651685,1,0,6,0,2,3,9,2,5,10,0,48.4
330,5.802118375377063,1,0,1,0,40,3.713572066704308,1,1,5,0,55,4.02535169073515,0,1,6,5,0,8,10,10,0,5,1,207.9
105,4.663439094112067,0,0,0,5,25,3.258096538021482,0,1,4,5,10,2.3978952727983707,1,1,3,0,1,5,1,10,5,5,0,118.12
45,3.828641396489095,0,0,3,5,80,4.394449154672439,1,2,3,0,15,2.772588722239781,0,0,1,5,0,6,1,10,8,5,1,68.85
275,5.62040086571715,0,2,2,5,80,4.394449154672439,1,2,3,0,50,3.9318256327243257,1,2,1,0,2,8,5,6,2,5,0,247.5
150,5.017279836814924,1,0,3,0,15,2.772588722239781,0,0,1,5,35,3.58351893845611,0,2,0,5,3,0,7,10,4,5,1,112.12
425,6.054439346269371,0,2,5,5,20,3.044522437723423,1,2,6,0,40,3.713572066704308,1,1,5,0,3,2,2,6,2,5,1,306.0
185,5.225746673713202,0,2,3,5,50,3.9318256327243257,1,2,1,0,25,3.258096538021482,0,1,4,5,0,2,4,1,9,5,1,208.12
10,2.3978952727983707,1,1,3,0,50,3.9318256327243257,1,2,1,0,65,4.189654742026425,0,2,2,5,0,2,9,8,4,5,1,5.25
140,4.948759890378168,1,2,0,0,20,3.044522437723423,1,2,6,0,40,3.713572066704308,1,1,5,0,3,4,1,0,8,20,2,100.8
290,5.673323267171493,1,2,3,0,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,3,6,0,6,0,5,2,330.6
310,5.739792912179234,1,1,2,0,90,4.51085950651685,1,0,6,0,75,4.330733340286331,0,0,5,5,3,5,7,4,2,5,0,147.25
405,6.0063531596017325,0,0,6,5,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,2,3,0,0,6,10,3,5,5,1,93.15
300,5.707110264748875,1,0,6,0,90,4.51085950651685,1,0,6,0,45,3.828641396489095,0,0,3,5,1,0,7,8,6,15,1,313.5
200,5.303304908059076,1,2,4,0,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,2,5,3,6,8,20,3,192.0
150,5.017279836814924,1,0,3,0,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,2,5,5,9,8,15,2,242.25
25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,40,3.713572066704308,1,1,5,0,3,1,7,11,9,5,0,28.5
420,6.042632833682381,1,0,0,0,75,4.330733340286331,0,0,5,5,55,4.02535169073515,0,1,6,5,2,4,6,0,8,5,0,330.75
380,5.942799375126701,1,2,2,0,15,2.772588722239781,0,0,1,5,20,3.044522437723423,1,2,6,0,0,1,1,3,7,5,1,349.6
490,6.19644412779452,1,1,0,0,20,3.044522437723423,1,2,6,0,70,4.2626798770413155,1,1,0,0,0,6,10,6,10,10,1,176.4
210,5.351858133476067,1,0,0,0,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,0,6,6,7,7,5,0,26.25
35,3.58351893845611,0,2,0,5,70,4.2626798770413155,1,1,0,0,60,4.110873864173311,1,0,4,0,3,4,10,4,4,5,1,23.8
310,5.739792912179234,1,1,2,0,20,3.044522437723423,1,2,6,0,70,4.2626798770413155,1,1,0,0,3,3,4,3,4,10,0,111.6
140,4.948759890378168,1,2,0,0,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,3,0,3,3,11,5,1,115.5
285,5.655991810819852,0,0,5,5,10,2.3978952727983707,1,1,3,0,45,3.828641396489095,0,0,3,5,1,7,5,5,10,5,0,172.43
235,5.4638318050256105,0,1,4,5,90,4.51085950651685,1,0,6,0,40,3.713572066704308,1,1,5,0,3,9,3,6,2,5,0,267.9
130,4.875197323201151,1,1,4,0,15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,2,0,1,6,4,2,0,5,1,104.65
285,5.655991810819852,0,0,5,5,15,2.772588722239781,0,0,1,5,65,4.189654742026425,0,2,2,5,0,5,0,8,7,5,1,114.71
310,5.739792912179234,1,1,2,0,40,3.713572066704308,1,1,5,0,70,4.2626798770413155,1,1,0,0,0,4,6,3,9,10,0,130.2
405,6.0063531596017325,0,0,6,5,100,4.61512051684126,1,1,2,0,15,2.772588722239781,0,0,1,5,1,3,4,1,10,5,1,688.5
55,4.02535169073515,0,1,6,5,70,4.2626798770413155,1,1,0,0,15,2.772588722239781,0,0,1,5,0,9,1,6,2,5,0,79.47
195,5.278114659230517,0,0,6,5,60,4.110873864173311,1,0,4,0,90,4.51085950651685,1,0,6,0,3,1,2,9,1,15,0,31.2
250,5.5254529391317835,1,1,5,0,100,4.61512051684126,1,1,2,0,65,4.189654742026425,0,2,2,5,0,7,11,2,3,5,0,175.0
280,5.638354669333745,1,1,0,0,80,4.394449154672439,1,2,3,0,35,3.58351893845611,0,2,0,5,3,2,7,7,0,5,1,327.6
465,6.144185634125646,0,0,3,5,15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,5,5,2,1,6,10,1,5,3,508.01
425,6.054439346269371,0,2,5,5,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,2,1,0,0,1,2,1,9,25,2,265.62
50,3.9318256327243257,1,2,1,0,75,4.330733340286331,0,0,5,5,55,4.02535169073515,0,1,6,5,2,4,10,0,9,5,0,39.37
180,5.198497031265826,1,0,5,0,80,4.394449154672439,1,2,3,0,5,1.791759469228055,0,2,5,5,2,0,9,9,7,5,2,307.8
10,2.3978952727983707,1,1,3,0,100,4.61512051684126,1,1,2,0,35,3.58351893845611,0,2,0,5,3,5,5,5,6,5,1,13.0
25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,4,5,45,3.828641396489095,0,0,3,5,2,3,7,3,5,5,1,17.19
170,5.14166355650266,1,2,2,0,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,2,5,5,4,0,5,2,71.4
140,4.948759890378168,1,2,0,0,90,4.51085950651685,1,0,6,0,90,4.51085950651685,1,0,6,0,0,0,0,4,7,10,1,26.6
200,5.303304908059076,1,2,4,0,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,3,5,3,5,4,10,3,216.0
130,4.875197323201151,1,1,4,0,10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,2,8,9,10,5,10,2,114.4
465,6.144185634125646,0,0,3,5,60,4.110873864173311,1,0,4,0,40,3.713572066704308,1,1,5,0,0,4,10,2,3,5,0,446.4
375,5.929589143389895,0,0,4,5,90,4.51085950651685,1,0,6,0,40,3.713572066704308,1,1,5,0,0,0,4,3,11,5,0,427.5
270,5.602118820879701,1,0,4,0,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,3,4,10,1,0,5,1,222.75
230,5.442417710521793,1,2,6,0,100,4.61512051684126,1,1,2,0,20,3.044522437723423,1,2,6,0,0,4,6,6,11,10,1,368.0
410,6.018593214496234,1,2,4,0,30,3.4339872044851463,1,0,2,0,50,3.9318256327243257,1,2,1,0,2,9,10,9,0,10,0,266.5
165,5.111987788356544,0,0,4,5,25,3.258096538021482,0,1,4,5,80,4.394449154672439,1,2,3,0,0,0,0,9,8,5,0,41.25
255,5.545177444479562,0,0,3,5,60,4.110873864173311,1,0,4,0,80,4.394449154672439,1,2,3,0,0,6,11,11,8,5,0,81.6
250,5.5254529391317835,1,1,5,0,5,1.791759469228055,0,2,5,5,70,4.2626798770413155,1,1,0,0,0,6,1,10,0,5,2,78.75
345,5.846438775057725,0,0,2,5,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,1,3,1,3,1,5,1,345.0
90,4.51085950651685,1,0,6,0,80,4.394449154672439,1,2,3,0,50,3.9318256327243257,1,2,1,0,3,3,6,11,9,10,0,81.0
90,4.51085950651685,1,0,6,0,20,3.044522437723423,1,2,6,0,45,3.828641396489095,0,0,3,5,3,0,2,6,8,5,1,59.4
300,5.707110264748875,1,0,6,0,20,3.044522437723423,1,2,6,0,65,4.189654742026425,0,2,2,5,1,3,8,5,10,5,1,126.0
65,4.189654742026425,0,2,2,5,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,2,1,9,8,7,5,1,31.85
475,6.16541785423142,0,1,6,5,75,4.330733340286331,0,0,5,5,55,4.02535169073515,0,1,6,5,2,2,4,3,3,5,0,374.06
435,6.077642243349034,0,0,1,5,80,4.394449154672439,1,2,3,0,90,4.51085950651685,1,0,6,0,0,8,0,9,2,5,0,78.3
35,3.58351893845611,0,2,0,5,40,3.713572066704308,1,1,5,0,70,4.2626798770413155,1,1,0,0,3,7,4,8,5,5,1,14.7
280,5.638354669333745,1,1,0,0,5,1.791759469228055,0,2,5,5,5,1.791759469228055,0,2,5,5,2,9,2,4,5,5,3,279.3
120,4.795790545596741,1,0,1,0,120,4.795790545596741,1,0,1,0,70,4.2626798770413155,1,1,0,0,2,7,5,1,7,10,1,79.2
235,5.4638318050256105,0,1,4,5,50,3.9318256327243257,1,2,1,0,60,4.110873864173311,1,0,4,0,1,3,3,2,8,5,0,141.0
475,6.16541785423142,0,1,6,5,20,3.044522437723423,1,2,6,0,45,3.828641396489095,0,0,3,5,0,4,2,11,2,5,0,313.5
