slot_person1,slot_person2,slot_item1,slot_item2,slot_currency_symbol,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_hours1,slot_hours1_abs_log1p,slot_hours1_is_even,slot_hours1_mod3,slot_hours1_mod5,slot_hours1_mod7,slot_hours1_mod10,slot_hours2,slot_hours2_abs_log1p,slot_hours2_is_even,slot_hours2_mod3,slot_hours2_mod5,slot_hours2_mod7,slot_hours2_mod10,gcd_all,n_multiple_pairs,y
8,21,6,10,2,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,237.0
17,17,10,10,2,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,152.0
5,10,5,4,1,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,1,228.0
21,2,9,9,3,45,3.828641396489095,0,0,0,3,5,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,3,360.0
17,12,1,3,3,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,3,129.0
4,2,8,3,1,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0,225.0
2,17,11,5,0,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,3,82.0
8,3,4,6,2,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,5,64.0
21,10,8,4,1,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,140.0
12,20,4,7,0,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,270.0
13,5,6,11,2,45,3.828641396489095,0,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,336.0
16,16,7,7,3,30,3.4339872044851463,1,0,0,2,0,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,2,490.0
10,3,4,3,2,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,104.0
8,13,3,6,1,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,2,280.0
13,21,5,1,2,55,4.02535169073515,0,1,0,6,5,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,1,540.0
15,16,6,0,2,22,3.1354942159291497,1,1,2,1,2,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,4,144.0
13,12,11,11,0,50,3.9318256327243257,1,2,0,1,0,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,3,372.0
20,1,8,10,3,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,210.0
2,11,5,8,3,40,3.713572066704308,1,1,0,5,0,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,2,360.0
6,14,9,0,1,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,200.0
16,5,9,5,0,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,264.0
2,2,6,3,0,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,156.0
7,10,2,6,1,15,2.772588722239781,0,0,0,1,5,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,3,115.0
9,11,6,10,1,25,3.258096538021482,0,1,0,4,5,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,465.0
7,1,8,7,1,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,186.0
12,13,3,6,3,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,4,390.0
11,13,9,9,1,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,4,376.0
10,2,8,10,3,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,170.0
6,11,11,4,0,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,2,266.0
9,16,0,5,2,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,325.0
0,16,4,5,1,60,4.110873864173311,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,3,340.0
4,19,4,6,1,22,3.1354942159291497,1,1,2,1,2,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,306.0
3,12,8,5,0,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,2,231.0
3,3,2,1,0,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0,145.0
6,5,10,1,1,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,96.0
19,10,9,7,1,10,2.3978952727983707,1,1,0,3,0,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,105.0
9,5,10,11,3,45,3.828641396489095,0,0,0,3,5,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,480.0
11,18,8,9,3,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,242.0
17,6,1,7,1,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,164.0
2,1,0,0,3,25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,131.0
5,18,11,2,3,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1,164.0
16,0,9,0,0,50,3.9318256327243257,1,2,0,1,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,222.0
2,4,10,6,3,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,2,340.0
6,2,9,9,1,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,2,310.0
12,12,9,2,0,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,170.0
8,10,8,1,0,40,3.713572066704308,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,360.0
11,2,9,5,1,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0,225.0
21,0,0,8,3,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,208.0
2,9,7,6,3,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,2,430.0
21,4,5,7,1,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,256.0
9,12,0,10,3,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,3,280.0
4,12,4,8,3,55,4.02535169073515,0,1,0,6,5,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,530.0
14,19,7,9,0,25,3.258096538021482,0,1,0,4,5,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,225.0
0,3,4,7,1,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,210.0
13,10,1,2,2,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,100.0
12,12,4,6,3,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,86.0
15,14,4,5,1,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,190.0
8,14,9,6,0,50,3.9318256327243257,1,2,0,1,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,266.0
3,5,9,0,1,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,280.0
7,0,4,1,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,2,245.0
21,5,8,0,2,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,262.0
8,2,9,0,1,35,3.58351893845611,0,2,0,0,5,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,255.0
17,1,5,3,3,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,3,215.0
6,3,6,5,3,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,6,140.0
12,19,1,9,0,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,464.0
20,14,7,9,0,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,3,152.0
10,5,8,3,2,45,3.828641396489095,0,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,3,202.0
7,17,10,8,1,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,72.0
8,10,4,8,2,55,4.02535169073515,0,1,0,6,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,470.0
13,17,8,0,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,80.0
13,4,0,11,1,50,3.9318256327243257,1,2,0,1,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,4,95.0
2,1,6,6,2,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,306.0
9,10,5,1,3,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,280.0
9,4,4,2,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,5,60.0
1,5,9,3,3,50,3.9318256327243257,1,2,0,1,0,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,230.0
13,4,10,10,2,30,3.4339872044851463,1,0,0,2,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,400.0
1,19,8,11,3,35,3.58351893845611,0,2,0,0,5,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,2,490.0
20,3,4,1,0,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,468.0
19,3,4,9,3,20,3.044522437723423,1,2,0,6,0,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0,470.0
21,13,7,10,0,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,66.0
9,20,10,6,1,28,3.367295829986474,1,1,3,0,8,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,248.0
20,19,9,3,3,20,3.044522437723423,1,2,0,6,0,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,390.0
1,6,5,8,1,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,5,204.0
16,19,6,6,0,45,3.828641396489095,0,0,0,3,5,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,420.0
4,11,11,10,2,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,92.0
18,7,2,4,2,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,70.0
18,20,10,11,1,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,1,520.0
5,6,0,1,1,55,4.02535169073515,0,1,0,6,5,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,405.0
10,2,7,0,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,4,144.0
2,14,1,7,3,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,5,108.0
20,1,4,6,0,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,285.0
4,1,9,8,1,35,3.58351893845611,0,2,0,0,5,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,1,640.0
11,16,3,7,0,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,5,144.0
3,9,7,11,3,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,136.0
3,7,11,8,2,40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,2,428.0
10,4,1,3,0,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,2,236.0
16,8,8,9,0,30,3.4339872044851463,1,0,0,2,0,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,275.0
16,0,9,10,0,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,206.0
1,4,2,4,3,60,4.110873864173311,1,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,6,180.0
17,4,9,3,0,35,3.58351893845611,0,2,0,0,5,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,3,560.0
4,1,1,9,0,55,4.02535169073515,0,1,0,6,5,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,95.0
5,15,0,1,1,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,44.0
15,15,2,1,0,55,4.02535169073515,0,1,0,6,5,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,295.0
18,13,10,5,3,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,2,396.0
21,20,3,5,0,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,3,94.0
6,13,2,6,2,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,310.0
11,7,11,2,0,55,4.02535169073515,0,1,0,6,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,2,390.0
0,4,0,1,3,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,28.0
16,11,7,6,1,45,3.828641396489095,0,0,0,3,5,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,1,380.0
0,16,1,4,3,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,1,308.0
10,18,7,6,1,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,2,430.0
7,20,4,4,0,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,298.0
18,14,3,4,3,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,86.0
16,13,4,5,2,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,485.0
16,20,2,0,1,45,3.828641396489095,0,0,0,3,5,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,375.0
5,19,2,9,1,55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,465.0
0,11,4,1,2,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,2,232.0
1,16,6,4,2,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,224.0
19,9,8,3,0,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,5,65.0
3,14,2,2,3,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,209.0
6,20,10,4,1,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,3,106.0
4,14,7,7,1,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,3,95.0
16,7,3,1,3,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,1,140.0
1,6,5,1,1,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,3,198.0
21,0,1,2,2,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,5,120.0
2,14,0,7,0,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,88.0
14,19,1,8,1,45,3.828641396489095,0,0,0,3,5,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,2,615.0
12,15,8,0,3,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,3,68.0
16,7,3,8,1,22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,4,88.0
19,4,11,5,1,45,3.828641396489095,0,0,0,3,5,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,225.0
4,18,6,4,3,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,405.0
12,11,6,2,2,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,225.0
13,5,4,4,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,1,78.0
3,3,2,8,0,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,204.0
9,20,10,0,2,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,180.0
