slot_person_name,slot_base_item,slot_other_item,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod7,slot_percent_more,slot_percent_more_abs_log1p,slot_percent_more_is_even,slot_percent_more_mod3,slot_percent_more_mod7,slot_percent_more_mod10,gcd_all,n_multiple_pairs,y
3,6,6,840,6.734591659972948,0,0,55,4.02535169073515,0,1,6,5,5,0,2142.0
4,2,2,1000,6.90875477931522,1,6,25,3.258096538021482,0,1,4,5,25,1,2250.0
8,8,8,80,4.394449154672439,2,3,70,4.2626798770413155,1,1,0,0,10,0,216.0
6,4,4,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,3,0,10,1,504.0
1,7,7,1000,6.90875477931522,1,6,85,4.454347296253507,0,1,1,5,5,0,2850.0
6,4,4,1000,6.90875477931522,1,6,85,4.454347296253507,0,1,1,5,5,0,2850.0
8,7,7,980,6.8885724595653635,2,0,80,4.394449154672439,1,2,3,0,20,0,2744.0
3,2,2,60,4.110873864173311,0,4,35,3.58351893845611,0,2,0,5,5,0,141.0
3,0,0,180,5.198497031265826,0,5,50,3.9318256327243257,1,2,1,0,10,0,450.0
7,4,4,740,6.608000625296087,2,5,40,3.713572066704308,1,1,5,0,20,0,1776.0
0,5,5,860,6.7580945044277305,2,6,50,3.9318256327243257,1,2,1,0,10,0,2150.0
3,4,4,900,6.803505257608338,0,4,60,4.110873864173311,1,0,4,0,60,1,2340.0
9,5,5,180,5.198497031265826,0,5,10,2.3978952727983707,1,1,3,0,10,1,378.0
8,3,3,460,6.133398042996649,1,5,40,3.713572066704308,1,1,5,0,20,0,1104.0
7,3,3,860,6.7580945044277305,2,6,50,3.9318256327243257,1,2,1,0,10,0,2150.0
2,5,5,60,4.110873864173311,0,4,25,3.258096538021482,0,1,4,5,5,0,135.0
8,5,5,240,5.484796933490655,0,2,70,4.2626798770413155,1,1,0,0,10,0,648.0
6,3,3,440,6.089044875446846,2,6,30,3.4339872044851463,1,0,2,0,10,0,1012.0
7,3,3,480,6.175867270105761,0,4,75,4.330733340286331,0,0,5,5,15,0,1320.0
9,2,2,140,4.948759890378168,2,0,45,3.828641396489095,0,0,3,5,5,0,343.0
9,2,2,880,6.78105762593618,1,5,20,3.044522437723423,1,2,6,0,20,1,1936.0
9,4,4,340,5.831882477283517,1,4,35,3.58351893845611,0,2,0,5,5,0,799.0
5,8,8,320,5.771441123130016,2,5,70,4.2626798770413155,1,1,0,0,10,0,864.0
0,5,5,860,6.7580945044277305,2,6,65,4.189654742026425,0,2,2,5,5,0,2279.0
6,8,8,480,6.175867270105761,0,4,15,2.772588722239781,0,0,1,5,15,1,1032.0
7,1,1,540,6.293419278846481,0,1,80,4.394449154672439,1,2,3,0,20,0,1512.0
8,6,6,520,6.255750041753367,1,2,55,4.02535169073515,0,1,6,5,5,0,1326.0
1,8,8,380,5.942799375126701,2,2,25,3.258096538021482,0,1,4,5,5,0,855.0
2,7,7,780,6.660575149839686,0,3,35,3.58351893845611,0,2,0,5,5,0,1833.0
9,3,3,200,5.303304908059076,2,4,95,4.564348191467836,0,2,4,5,5,0,590.0
0,6,6,220,5.3981627015177525,1,3,55,4.02535169073515,0,1,6,5,55,1,561.0
5,7,7,780,6.660575149839686,0,3,35,3.58351893845611,0,2,0,5,5,0,1833.0
5,5,5,540,6.293419278846481,0,1,20,3.044522437723423,1,2,6,0,20,1,1188.0
4,6,6,980,6.8885724595653635,2,0,75,4.330733340286331,0,0,5,5,5,0,2695.0
2,6,6,140,4.948759890378168,2,0,15,2.772588722239781,0,0,1,5,5,0,301.0
5,7,7,680,6.523562306149512,2,1,80,4.394449154672439,1,2,3,0,40,0,1904.0
2,0,0,980,6.8885724595653635,2,0,25,3.258096538021482,0,1,4,5,5,0,2205.0
6,4,4,140,4.948759890378168,2,0,90,4.51085950651685,1,0,6,0,10,0,406.0
2,3,3,180,5.198497031265826,0,5,25,3.258096538021482,0,1,4,5,5,0,405.0
6,3,3,700,6.55250788703459,1,0,50,3.9318256327243257,1,2,1,0,50,1,1750.0
3,0,0,180,5.198497031265826,0,5,10,2.3978952727983707,1,1,3,0,10,1,378.0
2,7,7,680,6.523562306149512,2,1,70,4.2626798770413155,1,1,0,0,10,0,1836.0
9,1,1,220,5.3981627015177525,1,3,80,4.394449154672439,1,2,3,0,20,0,616.0
9,3,3,420,6.042632833682381,0,0,85,4.454347296253507,0,1,1,5,5,0,1197.0
3,2,2,100,4.61512051684126,1,2,90,4.51085950651685,1,0,6,0,10,0,290.0
4,3,3,900,6.803505257608338,0,4,35,3.58351893845611,0,2,0,5,5,0,2115.0
4,1,1,820,6.710523109452428,1,1,75,4.330733340286331,0,0,5,5,5,0,2255.0
1,7,7,1000,6.90875477931522,1,6,75,4.330733340286331,0,0,5,5,25,0,2750.0
4,1,1,380,5.942799375126701,2,2,90,4.51085950651685,1,0,6,0,10,0,1102.0
9,7,7,400,5.993961427306569,1,1,40,3.713572066704308,1,1,5,0,40,1,960.0
7,2,2,300,5.707110264748875,0,6,25,3.258096538021482,0,1,4,5,25,1,675.0
2,3,3,500,6.2166061010848646,2,3,35,3.58351893845611,0,2,0,5,5,0,1175.0
6,0,0,540,6.293419278846481,0,1,75,4.330733340286331,0,0,5,5,15,0,1485.0
9,5,5,320,5.771441123130016,2,5,40,3.713572066704308,1,1,5,0,40,1,768.0
2,0,0,800,6.68586094706836,2,2,60,4.110873864173311,1,0,4,0,20,0,2080.0
7,8,8,620,6.431331081933479,2,4,20,3.044522437723423,1,2,6,0,20,1,1364.0
7,2,2,960,6.8679744089702925,0,1,35,3.58351893845611,0,2,0,5,5,0,2256.0
9,4,4,380,5.942799375126701,2,2,20,3.044522437723423,1,2,6,0,20,1,836.0
4,0,0,740,6.608000625296087,2,5,40,3.713572066704308,1,1,5,0,20,0,1776.0
1,8,8,560,6.329720905522696,2,0,70,4.2626798770413155,1,1,0,0,70,1,1512.0
3,8,8,240,5.484796933490655,0,2,40,3.713572066704308,1,1,5,0,40,1,576.0
8,0,0,880,6.78105762593618,1,5,50,3.9318256327243257,1,2,1,0,10,0,2200.0
1,4,4,60,4.110873864173311,0,4,90,4.51085950651685,1,0,6,0,30,0,174.0
4,7,7,600,6.398594934535208,0,5,35,3.58351893845611,0,2,0,5,5,0,1410.0
1,3,3,420,6.042632833682381,0,0,95,4.564348191467836,0,2,4,5,5,0,1239.0
3,4,4,580,6.364750756851911,1,6,40,3.713572066704308,1,1,5,0,20,0,1392.0
7,5,5,980,6.8885724595653635,2,0,55,4.02535169073515,0,1,6,5,5,0,2499.0
1,8,8,840,6.734591659972948,0,0,20,3.044522437723423,1,2,6,0,20,1,1848.0
6,5,5,820,6.710523109452428,1,1,95,4.564348191467836,0,2,4,5,5,0,2419.0
0,4,4,280,5.638354669333745,1,0,45,3.828641396489095,0,0,3,5,5,0,686.0
9,5,5,400,5.993961427306569,1,1,45,3.828641396489095,0,0,3,5,5,0,980.0
2,0,0,540,6.293419278846481,0,1,95,4.564348191467836,0,2,4,5,5,0,1593.0
7,2,2,740,6.608000625296087,2,5,95,4.564348191467836,0,2,4,5,5,0,2183.0
0,5,5,380,5.942799375126701,2,2,80,4.394449154672439,1,2,3,0,20,0,1064.0
3,1,1,520,6.255750041753367,1,2,60,4.110873864173311,1,0,4,0,20,0,1352.0
6,7,7,700,6.55250788703459,1,0,95,4.564348191467836,0,2,4,5,5,0,2065.0
8,2,2,600,6.398594934535208,0,5,5,1.791759469228055,0,2,5,5,5,1,1230.0
9,7,7,240,5.484796933490655,0,2,65,4.189654742026425,0,2,2,5,5,0,636.0
5,7,7,740,6.608000625296087,2,5,15,2.772588722239781,0,0,1,5,5,0,1591.0
8,8,8,140,4.948759890378168,2,0,25,3.258096538021482,0,1,4,5,5,0,315.0
8,3,3,960,6.8679744089702925,0,1,10,2.3978952727983707,1,1,3,0,10,1,2016.0
5,6,6,400,5.993961427306569,1,1,50,3.9318256327243257,1,2,1,0,50,1,1000.0
1,1,1,820,6.710523109452428,1,1,45,3.828641396489095,0,0,3,5,5,0,2009.0
8,6,6,980,6.8885724595653635,2,0,60,4.110873864173311,1,0,4,0,20,0,2548.0
0,7,7,540,6.293419278846481,0,1,90,4.51085950651685,1,0,6,0,90,1,1566.0
9,8,8,880,6.78105762593618,1,5,60,4.110873864173311,1,0,4,0,20,0,2288.0
0,1,1,760,6.634633357861686,1,4,95,4.564348191467836,0,2,4,5,95,1,2242.0
1,4,4,160,5.081404364984463,1,6,90,4.51085950651685,1,0,6,0,10,0,464.0
6,1,1,820,6.710523109452428,1,1,60,4.110873864173311,1,0,4,0,20,0,2132.0
2,6,6,660,6.493753839851686,0,2,30,3.4339872044851463,1,0,2,0,30,1,1518.0
8,0,0,300,5.707110264748875,0,6,25,3.258096538021482,0,1,4,5,25,1,675.0
3,7,7,560,6.329720905522696,2,0,35,3.58351893845611,0,2,0,5,35,1,1316.0
5,0,0,160,5.081404364984463,1,6,40,3.713572066704308,1,1,5,0,40,1,384.0
7,8,8,100,4.61512051684126,1,2,90,4.51085950651685,1,0,6,0,10,0,290.0
9,8,8,580,6.364750756851911,1,6,5,1.791759469228055,0,2,5,5,5,1,1189.0
4,3,3,260,5.564520407322694,2,1,95,4.564348191467836,0,2,4,5,5,0,767.0
2,6,6,340,5.831882477283517,1,4,90,4.51085950651685,1,0,6,0,10,0,986.0
1,7,7,300,5.707110264748875,0,6,55,4.02535169073515,0,1,6,5,5,0,765.0
6,4,4,900,6.803505257608338,0,4,45,3.828641396489095,0,0,3,5,45,1,2205.0
2,7,7,100,4.61512051684126,1,2,10,2.3978952727983707,1,1,3,0,10,1,210.0
6,5,5,280,5.638354669333745,1,0,65,4.189654742026425,0,2,2,5,5,0,742.0
9,8,8,760,6.634633357861686,1,4,50,3.9318256327243257,1,2,1,0,10,0,1900.0
3,3,3,140,4.948759890378168,2,0,85,4.454347296253507,0,1,1,5,5,0,399.0
3,5,5,1000,6.90875477931522,1,6,30,3.4339872044851463,1,0,2,0,10,0,2300.0
6,3,3,620,6.431331081933479,2,4,65,4.189654742026425,0,2,2,5,5,0,1643.0
4,4,4,420,6.042632833682381,0,0,60,4.110873864173311,1,0,4,0,60,1,1092.0
3,6,6,940,6.846943139585379,1,2,50,3.9318256327243257,1,2,1,0,10,0,2350.0
2,0,0,820,6.710523109452428,1,1,40,3.713572066704308,1,1,5,0,20,0,1968.0
7,5,5,820,6.710523109452428,1,1,60,4.110873864173311,1,0,4,0,20,0,2132.0
3,8,8,560,6.329720905522696,2,0,30,3.4339872044851463,1,0,2,0,10,0,1288.0
3,5,5,400,5.993961427306569,1,1,45,3.828641396489095,0,0,3,5,5,0,980.0
1,4,4,380,5.942799375126701,2,2,95,4.564348191467836,0,2,4,5,95,1,1121.0
0,7,7,660,6.493753839851686,0,2,35,3.58351893845611,0,2,0,5,5,0,1551.0
9,5,5,660,6.493753839851686,0,2,45,3.828641396489095,0,0,3,5,15,0,1617.0
4,6,6,820,6.710523109452428,1,1,10,2.3978952727983707,1,1,3,0,10,1,1722.0
8,5,5,960,6.8679744089702925,0,1,80,4.394449154672439,1,2,3,0,80,1,2688.0
3,6,6,300,5.707110264748875,0,6,50,3.9318256327243257,1,2,1,0,50,1,750.0
2,5,5,440,6.089044875446846,2,6,95,4.564348191467836,0,2,4,5,5,0,1298.0
8,2,2,460,6.133398042996649,1,5,80,4.394449154672439,1,2,3,0,20,0,1288.0
4,8,8,420,6.042632833682381,0,0,25,3.258096538021482,0,1,4,5,5,0,945.0
5,4,4,780,6.660575149839686,0,3,10,2.3978952727983707,1,1,3,0,10,1,1638.0
3,0,0,80,4.394449154672439,2,3,60,4.110873864173311,1,0,4,0,20,0,208.0
6,5,5,760,6.634633357861686,1,4,85,4.454347296253507,0,1,1,5,5,0,2166.0
2,8,8,520,6.255750041753367,1,2,80,4.394449154672439,1,2,3,0,40,0,1456.0
9,3,3,420,6.042632833682381,0,0,55,4.02535169073515,0,1,6,5,5,0,1071.0
6,6,6,400,5.993961427306569,1,1,35,3.58351893845611,0,2,0,5,5,0,940.0
0,5,5,340,5.831882477283517,1,4,45,3.828641396489095,0,0,3,5,5,0,833.0
9,0,0,520,6.255750041753367,1,2,35,3.58351893845611,0,2,0,5,5,0,1222.0
0,1,1,1000,6.90875477931522,1,6,80,4.394449154672439,1,2,3,0,40,0,2800.0
2,0,0,580,6.364750756851911,1,6,10,2.3978952727983707,1,1,3,0,10,1,1218.0
0,8,8,1000,6.90875477931522,1,6,35,3.58351893845611,0,2,0,5,5,0,2350.0
5,0,0,760,6.634633357861686,1,4,30,3.4339872044851463,1,0,2,0,10,0,1748.0
6,6,6,940,6.846943139585379,1,2,50,3.9318256327243257,1,2,1,0,10,0,2350.0
1,5,5,740,6.608000625296087,2,5,30,3.4339872044851463,1,0,2,0,10,0,1702.0
6,5,5,220,5.3981627015177525,1,3,45,3.828641396489095,0,0,3,5,5,0,539.0
0,8,8,120,4.795790545596741,0,1,30,3.4339872044851463,1,0,2,0,30,1,276.0
4,3,3,900,6.803505257608338,0,4,25,3.258096538021482,0,1,4,5,25,1,2025.0
2,0,0,260,5.564520407322694,2,1,55,4.02535169073515,0,1,6,5,5,0,663.0
5,5,5,960,6.8679744089702925,0,1,35,3.58351893845611,0,2,0,5,5,0,2256.0
8,0,0,980,6.8885724595653635,2,0,30,3.4339872044851463,1,0,2,0,10,0,2254.0
9,8,8,840,6.734591659972948,0,0,15,2.772588722239781,0,0,1,5,15,1,1806.0
1,0,0,180,5.198497031265826,0,5,15,2.772588722239781,0,0,1,5,15,1,387.0
8,6,6,520,6.255750041753367,1,2,25,3.258096538021482,0,1,4,5,5,0,1170.0
0,4,4,740,6.608000625296087,2,5,85,4.454347296253507,0,1,1,5,5,0,2109.0
3,4,4,120,4.795790545596741,0,1,5,1.791759469228055,0,2,5,5,5,1,246.0
4,5,5,880,6.78105762593618,1,5,10,2.3978952727983707,1,1,3,0,10,1,1848.0
1,2,2,700,6.55250788703459,1,0,45,3.828641396489095,0,0,3,5,5,0,1715.0
1,2,2,760,6.634633357861686,1,4,15,2.772588722239781,0,0,1,5,5,0,1634.0
0,4,4,220,5.3981627015177525,1,3,65,4.189654742026425,0,2,2,5,5,0,583.0
7,0,0,420,6.042632833682381,0,0,70,4.2626798770413155,1,1,0,0,70,1,1134.0
5,3,3,620,6.431331081933479,2,4,80,4.394449154672439,1,2,3,0,20,0,1736.0
5,1,1,740,6.608000625296087,2,5,25,3.258096538021482,0,1,4,5,5,0,1665.0
9,0,0,180,5.198497031265826,0,5,40,3.713572066704308,1,1,5,0,20,0,432.0
1,3,3,100,4.61512051684126,1,2,65,4.189654742026425,0,2,2,5,5,0,265.0
9,0,0,460,6.133398042996649,1,5,90,4.51085950651685,1,0,6,0,10,0,1334.0
1,2,2,460,6.133398042996649,1,5,90,4.51085950651685,1,0,6,0,10,0,1334.0
4,1,1,840,6.734591659972948,0,0,55,4.02535169073515,0,1,6,5,5,0,2142.0
9,6,6,680,6.523562306149512,2,1,15,2.772588722239781,0,0,1,5,5,0,1462.0
5,0,0,960,6.8679744089702925,0,1,25,3.258096538021482,0,1,4,5,5,0,2160.0
2,1,1,700,6.55250788703459,1,0,70,4.2626798770413155,1,1,0,0,70,1,1890.0
0,7,7,960,6.8679744089702925,0,1,20,3.044522437723423,1,2,6,0,20,1,2112.0
3,1,1,200,5.303304908059076,2,4,95,4.564348191467836,0,2,4,5,5,0,590.0
7,5,5,660,6.493753839851686,0,2,25,3.258096538021482,0,1,4,5,5,0,1485.0
1,7,7,380,5.942799375126701,2,2,15,2.772588722239781,0,0,1,5,5,0,817.0
8,3,3,560,6.329720905522696,2,0,75,4.330733340286331,0,0,5,5,5,0,1540.0
2,4,4,60,4.110873864173311,0,4,30,3.4339872044851463,1,0,2,0,30,1,138.0
6,0,0,740,6.608000625296087,2,5,10,2.3978952727983707,1,1,3,0,10,1,1554.0
8,0,0,200,5.303304908059076,2,4,65,4.189654742026425,0,2,2,5,5,0,530.0
5,7,7,1000,6.90875477931522,1,6,10,2.3978952727983707,1,1,3,0,10,1,2100.0
3,4,4,980,6.8885724595653635,2,0,10,2.3978952727983707,1,1,3,0,10,1,2058.0
3,0,0,500,6.2166061010848646,2,3,65,4.189654742026425,0,2,2,5,5,0,1325.0
6,4,4,860,6.7580945044277305,2,6,25,3.258096538021482,0,1,4,5,5,0,1935.0
1,5,5,540,6.293419278846481,0,1,90,4.51085950651685,1,0,6,0,90,1,1566.0
9,4,4,980,6.8885724595653635,2,0,20,3.044522437723423,1,2,6,0,20,1,2156.0
3,5,5,660,6.493753839851686,0,2,55,4.02535169073515,0,1,6,5,55,1,1683.0
2,1,1,320,5.771441123130016,2,5,45,3.828641396489095,0,0,3,5,5,0,784.0
7,1,1,340,5.831882477283517,1,4,30,3.4339872044851463,1,0,2,0,10,0,782.0
8,5,5,380,5.942799375126701,2,2,15,2.772588722239781,0,0,1,5,5,0,817.0
0,5,5,140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,35,1,329.0
9,5,5,920,6.825460036255307,2,3,50,3.9318256327243257,1,2,1,0,10,0,2300.0
7,6,6,420,6.042632833682381,0,0,90,4.51085950651685,1,0,6,0,30,0,1218.0
6,3,3,640,6.46302945692067,1,3,15,2.772588722239781,0,0,1,5,5,0,1376.0
2,5,5,280,5.638354669333745,1,0,10,2.3978952727983707,1,1,3,0,10,1,588.0
2,2,2,460,6.133398042996649,1,5,90,4.51085950651685,1,0,6,0,10,0,1334.0
2,4,4,340,5.831882477283517,1,4,50,3.9318256327243257,1,2,1,0,10,0,850.0
5,5,5,640,6.46302945692067,1,3,60,4.110873864173311,1,0,4,0,20,0,1664.0
3,0,0,840,6.734591659972948,0,0,30,3.4339872044851463,1,0,2,0,30,1,1932.0
9,7,7,860,6.7580945044277305,2,6,55,4.02535169073515,0,1,6,5,5,0,2193.0
3,1,1,200,5.303304908059076,2,4,55,4.02535169073515,0,1,6,5,5,0,510.0
1,2,2,700,6.55250788703459,1,0,75,4.330733340286331,0,0,5,5,25,0,1925.0
4,5,5,60,4.110873864173311,0,4,45,3.828641396489095,0,0,3,5,15,0,147.0
5,5,5,280,5.638354669333745,1,0,70,4.2626798770413155,1,1,0,0,70,1,756.0
8,7,7,920,6.825460036255307,2,3,40,3.713572066704308,1,1,5,0,40,1,2208.0
5,6,6,640,6.46302945692067,1,3,50,3.9318256327243257,1,2,1,0,10,0,1600.0
8,3,3,840,6.734591659972948,0,0,50,3.9318256327243257,1,2,1,0,10,0,2100.0
0,1,1,80,4.394449154672439,2,3,5,1.791759469228055,0,2,5,5,5,1,164.0
1,8,8,900,6.803505257608338,0,4,60,4.110873864173311,1,0,4,0,60,1,2340.0
0,3,3,200,5.303304908059076,2,4,35,3.58351893845611,0,2,0,5,5,0,470.0
4,5,5,940,6.846943139585379,1,2,90,4.51085950651685,1,0,6,0,10,0,2726.0
5,4,4,520,6.255750041753367,1,2,85,4.454347296253507,0,1,1,5,5,0,1482.0
7,1,1,800,6.68586094706836,2,2,60,4.110873864173311,1,0,4,0,20,0,2080.0
5,4,4,880,6.78105762593618,1,5,85,4.454347296253507,0,1,1,5,5,0,2508.0
5,3,3,680,6.523562306149512,2,1,90,4.51085950651685,1,0,6,0,10,0,1972.0
4,4,4,780,6.660575149839686,0,3,10,2.3978952727983707,1,1,3,0,10,1,1638.0
7,6,6,180,5.198497031265826,0,5,40,3.713572066704308,1,1,5,0,20,0,432.0
6,8,8,60,4.110873864173311,0,4,50,3.9318256327243257,1,2,1,0,10,0,150.0
3,3,3,180,5.198497031265826,0,5,15,2.772588722239781,0,0,1,5,15,1,387.0
7,3,3,780,6.660575149839686,0,3,55,4.02535169073515,0,1,6,5,5,0,1989.0
7,0,0,80,4.394449154672439,2,3,75,4.330733340286331,0,0,5,5,5,0,220.0
6,2,2,1000,6.90875477931522,1,6,25,3.258096538021482,0,1,4,5,25,1,2250.0
7,5,5,560,6.329720905522696,2,0,90,4.51085950651685,1,0,6,0,10,0,1624.0
6,5,5,600,6.398594934535208,0,5,80,4.394449154672439,1,2,3,0,40,0,1680.0
2,5,5,900,6.803505257608338,0,4,60,4.110873864173311,1,0,4,0,60,1,2340.0
4,2,2,880,6.78105762593618,1,5,70,4.2626798770413155,1,1,0,0,10,0,2376.0
3,3,3,340,5.831882477283517,1,4,5,1.791759469228055,0,2,5,5,5,1,697.0
5,5,5,680,6.523562306149512,2,1,90,4.51085950651685,1,0,6,0,10,0,1972.0
7,5,5,580,6.364750756851911,1,6,75,4.330733340286331,0,0,5,5,5,0,1595.0
6,1,1,560,6.329720905522696,2,0,30,3.4339872044851463,1,0,2,0,10,0,1288.0
9,6,6,560,6.329720905522696,2,0,60,4.110873864173311,1,0,4,0,20,0,1456.0
9,1,1,580,6.364750756851911,1,6,90,4.51085950651685,1,0,6,0,10,0,1682.0
2,5,5,300,5.707110264748875,0,6,40,3.713572066704308,1,1,5,0,20,0,720.0
3,5,5,900,6.803505257608338,0,4,40,3.713572066704308,1,1,5,0,20,0,2160.0
1,7,7,120,4.795790545596741,0,1,75,4.330733340286331,0,0,5,5,15,0,330.0
1,3,3,920,6.825460036255307,2,3,85,4.454347296253507,0,1,1,5,5,0,2622.0
9,7,7,340,5.831882477283517,1,4,85,4.454347296253507,0,1,1,5,85,1,969.0
5,4,4,220,5.3981627015177525,1,3,85,4.454347296253507,0,1,1,5,5,0,627.0
8,4,4,200,5.303304908059076,2,4,60,4.110873864173311,1,0,4,0,20,0,520.0
1,1,1,820,6.710523109452428,1,1,5,1.791759469228055,0,2,5,5,5,1,1681.0
2,8,8,820,6.710523109452428,1,1,75,4.330733340286331,0,0,5,5,5,0,2255.0
8,5,5,460,6.133398042996649,1,5,40,3.713572066704308,1,1,5,0,20,0,1104.0
9,3,3,400,5.993961427306569,1,1,85,4.454347296253507,0,1,1,5,5,0,1140.0
8,6,6,160,5.081404364984463,1,6,70,4.2626798770413155,1,1,0,0,10,0,432.0
0,1,1,580,6.364750756851911,1,6,5,1.791759469228055,0,2,5,5,5,1,1189.0
3,0,0,600,6.398594934535208,0,5,5,1.791759469228055,0,2,5,5,5,1,1230.0
5,5,5,420,6.042632833682381,0,0,70,4.2626798770413155,1,1,0,0,70,1,1134.0
7,8,8,580,6.364750756851911,1,6,30,3.4339872044851463,1,0,2,0,10,0,1334.0
9,0,0,360,5.8888779583328805,0,3,35,3.58351893845611,0,2,0,5,5,0,846.0
6,5,5,60,4.110873864173311,0,4,45,3.828641396489095,0,0,3,5,15,0,147.0
0,3,3,580,6.364750756851911,1,6,75,4.330733340286331,0,0,5,5,5,0,1595.0
6,0,0,600,6.398594934535208,0,5,25,3.258096538021482,0,1,4,5,25,1,1350.0
7,2,2,840,6.734591659972948,0,0,25,3.258096538021482,0,1,4,5,5,0,1890.0
6,6,6,300,5.707110264748875,0,6,95,4.564348191467836,0,2,4,5,5,0,885.0
1,2,2,100,4.61512051684126,1,2,30,3.4339872044851463,1,0,2,0,10,0,230.0
2,5,5,860,6.7580945044277305,2,6,30,3.4339872044851463,1,0,2,0,10,0,1978.0
0,8,8,120,4.795790545596741,0,1,25,3.258096538021482,0,1,4,5,5,0,270.0
4,6,6,320,5.771441123130016,2,5,90,4.51085950651685,1,0,6,0,10,0,928.0
5,0,0,840,6.734591659972948,0,0,85,4.454347296253507,0,1,1,5,5,0,2394.0
1,2,2,860,6.7580945044277305,2,6,65,4.189654742026425,0,2,2,5,5,0,2279.0
4,2,2,860,6.7580945044277305,2,6,50,3.9318256327243257,1,2,1,0,10,0,2150.0
3,5,5,640,6.46302945692067,1,3,15,2.772588722239781,0,0,1,5,5,0,1376.0
1,3,3,240,5.484796933490655,0,2,90,4.51085950651685,1,0,6,0,30,0,696.0
1,7,7,880,6.78105762593618,1,5,85,4.454347296253507,0,1,1,5,5,0,2508.0
8,2,2,980,6.8885724595653635,2,0,65,4.189654742026425,0,2,2,5,5,0,2597.0
3,6,6,920,6.825460036255307,2,3,90,4.51085950651685,1,0,6,0,10,0,2668.0
5,8,8,300,5.707110264748875,0,6,20,3.044522437723423,1,2,6,0,20,1,660.0
5,0,0,160,5.081404364984463,1,6,15,2.772588722239781,0,0,1,5,5,0,344.0
6,0,0,560,6.329720905522696,2,0,35,3.58351893845611,0,2,0,5,35,1,1316.0
2,2,2,540,6.293419278846481,0,1,70,4.2626798770413155,1,1,0,0,10,0,1458.0
3,1,1,260,5.564520407322694,2,1,70,4.2626798770413155,1,1,0,0,10,0,702.0
7,2,2,460,6.133398042996649,1,5,25,3.258096538021482,0,1,4,5,5,0,1035.0
9,3,3,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,5,0,2451.0
5,2,2,740,6.608000625296087,2,5,40,3.713572066704308,1,1,5,0,20,0,1776.0
0,7,7,320,5.771441123130016,2,5,60,4.110873864173311,1,0,4,0,20,0,832.0
0,2,2,640,6.46302945692067,1,3,60,4.110873864173311,1,0,4,0,20,0,1664.0
4,2,2,540,6.293419278846481,0,1,70,4.2626798770413155,1,1,0,0,10,0,1458.0
2,6,6,220,5.3981627015177525,1,3,80,4.394449154672439,1,2,3,0,20,0,616.0
2,5,5,1000,6.90875477931522,1,6,65,4.189654742026425,0,2,2,5,5,0,2650.0
8,0,0,320,5.771441123130016,2,5,15,2.772588722239781,0,0,1,5,5,0,688.0
4,3,3,820,6.710523109452428,1,1,15,2.772588722239781,0,0,1,5,5,0,1763.0
6,6,6,540,6.293419278846481,0,1,65,4.189654742026425,0,2,2,5,5,0,1431.0
5,0,0,660,6.493753839851686,0,2,50,3.9318256327243257,1,2,1,0,10,0,1650.0
2,7,7,700,6.55250788703459,1,0,95,4.564348191467836,0,2,4,5,5,0,2065.0
1,2,2,600,6.398594934535208,0,5,15,2.772588722239781,0,0,1,5,15,1,1290.0
7,6,6,700,6.55250788703459,1,0,75,4.330733340286331,0,0,5,5,25,0,1925.0
4,0,0,760,6.634633357861686,1,4,95,4.564348191467836,0,2,4,5,95,1,2242.0
7,0,0,820,6.710523109452428,1,1,70,4.2626798770413155,1,1,0,0,10,0,2214.0
4,0,0,240,5.484796933490655,0,2,50,3.9318256327243257,1,2,1,0,10,0,600.0
6,5,5,280,5.638354669333745,1,0,80,4.394449154672439,1,2,3,0,40,0,784.0
9,1,1,160,5.081404364984463,1,6,20,3.044522437723423,1,2,6,0,20,1,352.0
8,3,3,400,5.993961427306569,1,1,30,3.4339872044851463,1,0,2,0,10,0,920.0
2,0,0,460,6.133398042996649,1,5,55,4.02535169073515,0,1,6,5,5,0,1173.0
9,4,4,780,6.660575149839686,0,3,30,3.4339872044851463,1,0,2,0,30,1,1794.0
6,2,2,700,6.55250788703459,1,0,15,2.772588722239781,0,0,1,5,5,0,1505.0
1,3,3,340,5.831882477283517,1,4,60,4.110873864173311,1,0,4,0,20,0,884.0
5,4,4,100,4.61512051684126,1,2,75,4.330733340286331,0,0,5,5,25,0,275.0
1,1,1,320,5.771441123130016,2,5,95,4.564348191467836,0,2,4,5,5,0,944.0
4,1,1,1000,6.90875477931522,1,6,5,1.791759469228055,0,2,5,5,5,1,2050.0
1,7,7,800,6.68586094706836,2,2,45,3.828641396489095,0,0,3,5,5,0,1960.0
1,5,5,580,6.364750756851911,1,6,60,4.110873864173311,1,0,4,0,20,0,1508.0
4,5,5,800,6.68586094706836,2,2,30,3.4339872044851463,1,0,2,0,10,0,1840.0
7,1,1,540,6.293419278846481,0,1,55,4.02535169073515,0,1,6,5,5,0,1377.0
4,1,1,960,6.8679744089702925,0,1,20,3.044522437723423,1,2,6,0,20,1,2112.0
1,0,0,120,4.795790545596741,0,1,40,3.713572066704308,1,1,5,0,40,1,288.0
4,8,8,700,6.55250788703459,1,0,40,3.713572066704308,1,1,5,0,20,0,1680.0
