slot_seller,slot_item_plural,slot_container_singular,slot_container_plural,slot_bag_size,slot_bag_size_abs_log1p,slot_bag_size_is_even,slot_bag_size_mod3,slot_bag_size_mod5,slot_bag_size_mod7,slot_bag_size_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_is_even,slot_price_per_container_mod3,slot_price_per_container_mod5,slot_price_per_container_mod7,slot_price_per_container_mod10,slot_currency_symbol,slot_timeframe,gcd_all,n_multiple_pairs,y
6,5,1,1,9,2.302585092994046,0,0,4,2,9,4041,8.304494897963567,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,0,0,3,1,5388.0
0,8,3,3,22,3.1354942159291497,1,1,2,1,2,2178,7.68662133494462,1,0,3,1,8,26,3.295836866004329,1,2,1,5,6,1,4,2,1,2574.0
4,9,3,3,13,2.6390573296152584,0,1,3,6,3,9633,9.173053787190167,0,0,3,1,3,15,2.772588722239781,0,0,0,1,5,3,4,1,1,11115.0
6,4,1,1,20,3.044522437723423,1,2,0,6,0,11520,9.351926736038054,1,0,0,5,0,36,3.6109179126442243,1,0,1,1,6,3,2,4,2,20736.0
5,4,6,6,10,2.3978952727983707,1,1,0,3,0,7580,8.933400396056303,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,2,2,5,1,18950.0
6,0,5,5,30,3.4339872044851463,1,0,0,2,0,16290,9.69836808706617,1,0,0,1,0,19,2.995732273553991,0,1,4,5,9,2,2,1,1,10317.0
4,2,4,4,25,3.258096538021482,0,1,0,4,5,2625,7.873217054862741,0,0,0,0,5,34,3.5553480614894135,1,1,4,6,4,1,2,1,1,3570.0
6,0,1,1,12,2.5649493574615367,1,0,2,5,2,4440,8.398634855292102,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,2,4,1,5920.0
5,5,1,1,14,2.70805020110221,1,2,4,0,4,9898,9.200189020919808,1,1,3,0,8,43,3.784189633918261,0,1,3,1,3,2,3,1,1,30401.0
4,1,6,6,11,2.4849066497880004,0,2,1,4,1,2640,7.878912912297133,1,0,0,1,0,38,3.6635616461296463,1,2,3,3,8,2,0,1,1,9120.0
1,5,3,3,11,2.4849066497880004,0,2,1,4,1,6699,8.809862805379057,0,0,4,0,9,50,3.9318256327243257,1,2,0,1,0,2,2,1,1,30450.0
3,0,0,0,19,2.995732273553991,0,1,4,5,9,5586,8.628197749459149,1,0,1,0,6,39,3.6888794541139363,0,0,4,4,9,2,3,1,1,11466.0
0,5,6,6,24,3.2188758248682006,1,0,4,3,4,17928,9.794174792595427,1,0,3,1,8,16,2.833213344056216,1,1,1,2,6,2,0,8,1,11952.0
3,3,5,5,9,2.302585092994046,0,0,4,2,9,4545,8.422003004412488,0,0,0,2,5,15,2.772588722239781,0,0,0,1,5,1,0,3,2,7575.0
6,6,5,5,27,3.332204510175204,0,0,2,6,7,20385,9.922603669728359,0,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,3,1,3,1,29445.0
3,6,3,3,6,1.9459101490553132,1,0,1,6,6,3330,8.11102783819368,1,0,0,5,0,38,3.6635616461296463,1,2,3,3,8,1,4,2,1,21090.0
4,2,5,5,16,2.833213344056216,1,1,1,2,6,1728,7.455298485683291,1,0,3,6,8,38,3.6635616461296463,1,2,3,3,8,3,0,2,1,4104.0
2,5,3,3,26,3.295836866004329,1,2,1,5,6,16796,9.728955578017002,1,2,1,3,6,26,3.295836866004329,1,2,1,5,6,0,0,26,3,16796.0
0,2,2,2,13,2.6390573296152584,0,1,3,6,3,2145,7.671360923190644,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,2,1,1,1,660.0
3,6,1,1,24,3.2188758248682006,1,0,4,3,4,8112,9.001222992395064,1,0,2,6,2,21,3.091042453358316,0,0,1,0,1,2,1,3,1,7098.0
4,3,2,2,14,2.70805020110221,1,2,4,0,4,4550,8.423102268016642,1,2,0,0,0,17,2.8903717578961645,0,2,2,3,7,2,2,1,1,5525.0
4,4,5,5,12,2.5649493574615367,1,0,2,5,2,9000,9.105090961257085,1,0,0,5,0,49,3.912023005428146,0,1,4,0,9,3,2,1,1,36750.0
2,0,1,1,23,3.1780538303479458,0,2,3,2,3,6785,8.822616945344176,0,2,0,2,5,10,2.3978952727983707,1,1,0,3,0,3,6,1,1,2950.0
2,8,6,6,11,2.4849066497880004,0,2,1,4,1,3113,8.043663352393944,0,2,3,5,3,40,3.713572066704308,1,1,0,5,0,0,2,1,1,11320.0
2,1,3,3,2,1.0986122886681098,1,2,2,2,2,1356,7.213031659834869,1,0,1,5,6,22,3.1354942159291497,1,1,2,1,2,2,6,2,2,14916.0
1,2,5,5,5,1.791759469228055,0,2,0,5,5,3315,8.106514516255185,0,0,0,4,5,40,3.713572066704308,1,1,0,5,0,2,6,5,2,26520.0
6,8,1,1,25,3.258096538021482,0,1,0,4,5,19875,9.897268252722212,0,0,0,2,5,5,1.791759469228055,0,2,0,5,5,3,6,5,3,3975.0
1,6,0,0,29,3.4011973816621555,0,2,4,1,9,3567,8.1797604936999,0,0,2,4,7,27,3.332204510175204,0,0,2,6,7,0,0,1,1,3321.0
6,7,6,6,9,2.302585092994046,0,0,4,2,9,6444,8.771059915373288,1,0,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,4,9,3,12888.0
2,7,2,2,6,1.9459101490553132,1,0,1,6,6,3342,8.114623886420098,1,0,2,3,2,20,3.044522437723423,1,2,0,6,0,2,0,2,1,11140.0
6,1,1,1,21,3.091042453358316,0,0,1,0,1,15351,9.639001037687535,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,3,0,1,1,29240.0
2,7,2,2,13,2.6390573296152584,0,1,3,6,3,8320,9.02653771890043,1,1,0,4,0,37,3.6375861597263857,0,1,2,2,7,2,5,1,1,23680.0
1,3,5,5,24,3.2188758248682006,1,0,4,3,4,16824,9.730621154512928,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,2,5,8,3,5608.0
4,4,3,3,25,3.258096538021482,0,1,0,4,5,1825,7.509883061154913,0,1,0,5,5,39,3.6888794541139363,0,0,4,4,9,1,0,1,1,2847.0
3,3,1,1,5,1.791759469228055,0,2,0,5,5,620,6.431331081933479,1,2,0,4,0,24,3.2188758248682006,1,0,4,3,4,3,2,1,1,2976.0
5,5,0,0,20,3.044522437723423,1,2,0,6,0,4540,8.420902531097951,1,1,0,4,0,29,3.4011973816621555,0,2,4,1,9,2,1,1,1,6583.0
0,4,2,2,30,3.4339872044851463,1,0,0,2,0,14520,9.583351156530737,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,0,5,3,3,1452.0
5,8,2,2,18,2.9444389791664403,1,0,3,4,8,10440,9.25349564229011,1,0,0,3,0,36,3.6109179126442243,1,0,1,1,6,1,4,18,3,20880.0
2,7,5,5,29,3.4011973816621555,0,2,4,1,9,6670,8.805525052709516,1,1,0,6,0,28,3.367295829986474,1,1,3,0,8,3,0,1,1,6440.0
1,3,5,5,5,1.791759469228055,0,2,0,5,5,2605,7.8655717576847906,0,1,0,1,5,22,3.1354942159291497,1,1,2,1,2,1,4,1,1,11462.0
6,8,4,4,2,1.0986122886681098,1,2,2,2,2,758,6.63200177739563,1,2,3,2,8,13,2.6390573296152584,0,1,3,6,3,1,0,1,1,4927.0
5,5,6,6,4,1.6094379124341003,1,1,4,4,4,2380,7.7752758464868625,1,1,0,0,0,44,3.8066624897703196,1,2,4,2,4,3,6,4,2,26180.0
0,6,3,3,22,3.1354942159291497,1,1,2,1,2,4488,8.409385238781931,1,0,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,6,22,3,4488.0
5,0,5,5,20,3.044522437723423,1,2,0,6,0,460,6.133398042996649,1,1,0,5,0,46,3.8501476017100584,1,1,1,4,6,2,5,2,2,1058.0
0,7,2,2,14,2.70805020110221,1,2,4,0,4,1750,7.467942332285852,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,4,2,2,1250.0
1,4,1,1,12,2.5649493574615367,1,0,2,5,2,2916,7.978310969867722,1,0,1,4,6,12,2.5649493574615367,1,0,2,5,2,1,6,12,3,2916.0
2,0,6,6,19,2.995732273553991,0,1,4,5,9,1216,7.104144092987527,1,1,1,5,6,17,2.8903717578961645,0,2,2,3,7,1,3,1,1,1088.0
5,0,4,4,30,3.4339872044851463,1,0,0,2,0,780,6.660575149839686,1,0,0,3,0,21,3.091042453358316,0,0,1,0,1,0,1,3,1,546.0
4,6,0,0,7,2.0794415416798357,0,1,2,0,7,4375,8.383890344101816,0,1,0,0,5,45,3.828641396489095,0,0,0,3,5,2,4,1,1,28125.0
1,4,5,5,9,2.302585092994046,0,0,4,2,9,3816,8.247220052745229,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,2,6,1,1,12296.0
3,8,6,6,28,3.367295829986474,1,1,3,0,8,19544,9.880474778227056,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,3,3,1,1,13262.0
0,0,4,4,12,2.5649493574615367,1,0,2,5,2,1404,7.247792581767846,1,0,4,4,4,45,3.828641396489095,0,0,0,3,5,3,3,3,1,5265.0
0,9,1,1,9,2.302585092994046,0,0,4,2,9,945,6.852242569051878,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,1,5,1,1,4935.0
4,7,5,5,13,2.6390573296152584,0,1,3,6,3,4589,8.431635303054591,0,2,4,4,9,5,1.791759469228055,0,2,0,5,5,2,3,1,1,1765.0
0,3,6,6,14,2.70805020110221,1,2,4,0,4,9478,9.156834104453042,1,1,3,0,8,9,2.302585092994046,0,0,4,2,9,0,0,1,1,6093.0
6,3,6,6,24,3.2188758248682006,1,0,4,3,4,1872,7.5352967024440884,1,0,2,3,2,13,2.6390573296152584,0,1,3,6,3,1,6,1,2,1014.0
0,6,2,2,11,2.4849066497880004,0,2,1,4,1,5104,8.537975730598767,1,1,4,1,4,32,3.4965075614664802,1,2,2,4,2,0,0,1,1,14848.0
1,4,0,0,23,3.1780538303479458,0,2,3,2,3,11638,9.362116806941977,1,1,3,4,8,25,3.258096538021482,0,1,0,4,5,3,6,1,1,12650.0
0,6,3,3,21,3.091042453358316,0,0,1,0,1,6804,8.825412915085566,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,2,6,1,1,1620.0
6,7,6,6,29,3.4011973816621555,0,2,4,1,9,2755,7.9215356321335495,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,1,2,1,1,1900.0
4,9,2,2,20,3.044522437723423,1,2,0,6,0,7940,8.97979449089521,1,2,0,2,0,27,3.332204510175204,0,0,2,6,7,1,5,1,1,10719.0
1,7,5,5,3,1.3862943611198906,0,0,3,3,3,240,5.484796933490655,1,0,0,2,0,41,3.7376696182833684,0,2,1,6,1,3,0,1,1,3280.0
2,4,6,6,25,3.258096538021482,0,1,0,4,5,10150,9.225327501784431,1,1,0,0,0,15,2.772588722239781,0,0,0,1,5,2,5,5,1,6090.0
4,1,5,5,19,2.995732273553991,0,1,4,5,9,8550,9.053803514155955,1,0,0,3,0,21,3.091042453358316,0,0,1,0,1,3,6,1,1,9450.0
6,1,4,4,30,3.4339872044851463,1,0,0,2,0,5850,8.674367865788236,1,0,0,5,0,42,3.7612001156935624,1,0,2,0,2,0,6,6,1,8190.0
5,1,1,1,21,3.091042453358316,0,0,1,0,1,2058,7.629975707027789,1,0,3,0,8,38,3.6635616461296463,1,2,3,3,8,1,4,1,1,3724.0
4,4,2,2,30,3.4339872044851463,1,0,0,2,0,9780,9.188197007290492,1,0,0,1,0,40,3.713572066704308,1,1,0,5,0,3,5,10,1,13040.0
1,1,5,5,22,3.1354942159291497,1,1,2,1,2,15334,9.637893076548352,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,3,3,1,1,21607.0
6,0,6,6,3,1.3862943611198906,0,0,3,3,3,726,6.588926477533519,1,0,1,5,6,37,3.6375861597263857,0,1,2,2,7,2,0,1,1,8954.0
0,6,4,4,16,2.833213344056216,1,1,1,2,6,6144,8.723394022000136,1,0,4,5,4,36,3.6109179126442243,1,0,1,1,6,0,0,4,1,13824.0
5,5,6,6,6,1.9459101490553132,1,0,1,6,6,1596,7.3758821482150125,1,0,1,0,6,48,3.8918202981106265,1,0,3,6,8,2,2,6,2,12768.0
1,0,3,3,6,1.9459101490553132,1,0,1,6,6,3150,8.055475141757274,1,0,0,0,0,40,3.713572066704308,1,1,0,5,0,2,1,2,1,21000.0
3,1,2,2,8,2.1972245773362196,1,2,3,1,8,1208,7.097548850614793,1,2,3,4,8,22,3.1354942159291497,1,1,2,1,2,0,0,2,1,3322.0
3,8,0,0,29,3.4011973816621555,0,2,4,1,9,20329,9.919852906622392,0,1,4,1,9,40,3.713572066704308,1,1,0,5,0,1,1,1,1,28040.0
0,2,0,0,15,2.772588722239781,0,0,0,1,5,4710,8.45765547870004,1,0,0,6,0,35,3.58351893845611,0,2,0,0,5,1,6,5,1,10990.0
6,6,4,4,23,3.1780538303479458,0,2,3,2,3,12857,9.461721464701633,0,2,2,5,7,37,3.6375861597263857,0,1,2,2,7,3,6,1,1,20683.0
4,5,4,4,20,3.044522437723423,1,2,0,6,0,10360,9.245804036251752,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,5,1,1,1554.0
2,2,1,1,6,1.9459101490553132,1,0,1,6,6,744,6.61338421837956,1,0,4,2,4,32,3.4965075614664802,1,2,2,4,2,0,3,2,1,3968.0
4,7,0,0,14,2.70805020110221,1,2,4,0,4,5404,8.595079730073309,1,1,4,0,4,22,3.1354942159291497,1,1,2,1,2,1,4,2,1,8492.0
6,9,4,4,18,2.9444389791664403,1,0,3,4,8,10224,9.232590980911002,1,0,4,4,4,38,3.6635616461296463,1,2,3,3,8,2,4,2,1,21584.0
2,0,6,6,9,2.302585092994046,0,0,4,2,9,3978,8.288785810426928,1,0,3,2,8,1,0.6931471805599453,0,1,1,1,1,3,5,1,3,442.0
5,0,4,4,25,3.258096538021482,0,1,0,4,5,3775,8.236420527265391,0,1,0,2,5,48,3.8918202981106265,1,0,3,6,8,1,2,1,1,7248.0
5,4,3,3,17,2.8903717578961645,0,2,2,3,7,1649,7.408530566894626,0,2,4,4,9,29,3.4011973816621555,0,2,4,1,9,2,3,1,1,2813.0
0,2,0,0,7,2.0794415416798357,0,1,2,0,7,5208,8.558143177745192,1,0,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,3,1,2,8928.0
0,8,1,1,21,3.091042453358316,0,0,1,0,1,9555,9.1649245084457,0,0,0,0,5,29,3.4011973816621555,0,2,4,1,9,2,3,1,1,13195.0
4,6,4,4,21,3.091042453358316,0,0,1,0,1,336,5.820082930352362,1,0,1,0,6,27,3.332204510175204,0,0,2,6,7,3,0,3,1,432.0
0,5,1,1,14,2.70805020110221,1,2,4,0,4,3108,8.042056410058754,1,0,3,0,8,12,2.5649493574615367,1,0,2,5,2,1,4,2,2,2664.0
0,3,3,3,16,2.833213344056216,1,1,1,2,6,8800,9.082620630373812,1,1,0,1,0,14,2.70805020110221,1,2,4,0,4,2,1,2,1,7700.0
3,3,5,5,4,1.6094379124341003,1,1,4,4,4,1800,7.496097345175956,1,0,0,1,0,50,3.9318256327243257,1,2,0,1,0,0,2,2,2,22500.0
5,6,4,4,17,2.8903717578961645,0,2,2,3,7,10183,9.228573140237243,0,1,3,5,3,39,3.6888794541139363,0,0,4,4,9,0,2,1,1,23361.0
5,5,0,0,15,2.772588722239781,0,0,0,1,5,195,5.278114659230517,0,0,0,6,5,24,3.2188758248682006,1,0,4,3,4,2,1,3,1,312.0
2,4,4,4,12,2.5649493574615367,1,0,2,5,2,7536,8.92757950384347,1,0,1,4,6,29,3.4011973816621555,0,2,4,1,9,1,5,1,1,18212.0
2,1,0,0,7,2.0794415416798357,0,1,2,0,7,2940,7.9865049385539955,1,0,0,0,0,21,3.091042453358316,0,0,1,0,1,0,6,7,3,8820.0
1,6,6,6,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,0,2,1,1,44.0
6,6,4,4,15,2.772588722239781,0,0,0,1,5,6870,8.835064935031076,1,0,0,3,0,28,3.367295829986474,1,1,3,0,8,0,2,1,1,12824.0
0,1,1,1,13,2.6390573296152584,0,1,3,6,3,481,6.1779441140506,0,1,1,5,1,28,3.367295829986474,1,1,3,0,8,3,4,1,1,1036.0
1,5,1,1,29,3.4011973816621555,0,2,4,1,9,6757,8.818482267274236,0,1,2,2,7,29,3.4011973816621555,0,2,4,1,9,3,0,29,3,6757.0
6,5,4,4,23,3.1780538303479458,0,2,3,2,3,16008,9.680906343078094,1,0,3,6,8,20,3.044522437723423,1,2,0,6,0,0,3,1,1,13920.0
1,6,5,5,7,2.0794415416798357,0,1,2,0,7,868,6.767343125265392,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,1,0,1,1,2976.0
2,0,3,3,13,2.6390573296152584,0,1,3,6,3,1456,7.284134806195205,1,1,1,0,6,14,2.70805020110221,1,2,4,0,4,3,3,1,2,1568.0
0,2,6,6,5,1.791759469228055,0,2,0,5,5,1365,7.2196420401307355,0,0,0,0,5,11,2.4849066497880004,0,2,1,4,1,0,0,1,1,3003.0
2,1,3,3,2,1.0986122886681098,1,2,2,2,2,826,6.717804695023691,1,1,1,0,6,37,3.6375861597263857,0,1,2,2,7,3,0,1,1,15281.0
0,0,2,2,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,1,0,0,3,0,37,3.6375861597263857,0,1,2,2,7,0,6,1,1,2775.0
0,6,4,4,22,3.1354942159291497,1,1,2,1,2,7898,8.97449144816442,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,6,2,1,1436.0
0,8,1,1,30,3.4339872044851463,1,0,0,2,0,7320,8.898502209646642,1,0,0,5,0,8,2.1972245773362196,1,2,3,1,8,1,4,2,2,1952.0
4,3,3,3,25,3.258096538021482,0,1,0,4,5,1225,7.111512116496157,0,1,0,0,5,23,3.1780538303479458,0,2,3,2,3,1,6,1,1,1127.0
3,1,1,1,26,3.295836866004329,1,2,1,5,6,18434,9.822006310668245,1,2,4,3,4,33,3.5263605246161616,0,0,3,5,3,3,0,1,1,23397.0
1,9,2,2,23,3.1780538303479458,0,2,3,2,3,10143,9.224637676677007,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,1,3,23,3,10143.0
4,2,4,4,7,2.0794415416798357,0,1,2,0,7,3094,8.037543185118697,1,1,4,0,4,45,3.828641396489095,0,0,0,3,5,1,6,1,1,19890.0
3,3,4,4,17,2.8903717578961645,0,2,2,3,7,10625,9.271059107010888,0,2,0,6,5,23,3.1780538303479458,0,2,3,2,3,2,6,1,1,14375.0
2,0,2,2,2,1.0986122886681098,1,2,2,2,2,728,6.591673732008658,1,2,3,0,8,50,3.9318256327243257,1,2,0,1,0,3,3,2,2,18200.0
4,0,6,6,29,3.4011973816621555,0,2,4,1,9,11861,9.381095292398673,0,2,1,3,1,9,2.302585092994046,0,0,4,2,9,3,1,1,1,3681.0
1,5,0,0,4,1.6094379124341003,1,1,4,4,4,1580,7.365812837209472,1,2,0,5,0,47,3.871201010907891,0,2,2,5,7,1,4,1,1,18565.0
0,6,5,5,10,2.3978952727983707,1,1,0,3,0,3800,8.24301946898925,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,2,0,2,1,9120.0
5,4,5,5,27,3.332204510175204,0,0,2,6,7,20736,9.93967482329784,1,0,1,2,6,31,3.4657359027997265,0,1,1,3,1,0,6,1,1,23808.0
4,2,6,6,29,3.4011973816621555,0,2,4,1,9,22040,10.000659634288388,1,2,0,4,0,33,3.5263605246161616,0,0,3,5,3,2,5,1,1,25080.0
3,9,1,1,24,3.2188758248682006,1,0,4,3,4,11568,9.356084386028888,1,0,3,4,8,49,3.912023005428146,0,1,4,0,9,2,3,1,1,23618.0
3,2,5,5,27,3.332204510175204,0,0,2,6,7,6183,8.729720590267258,0,0,3,2,3,28,3.367295829986474,1,1,3,0,8,0,3,1,1,6412.0
1,3,0,0,7,2.0794415416798357,0,1,2,0,7,5005,8.518392471991719,0,1,0,0,5,48,3.8918202981106265,1,0,3,6,8,2,0,1,1,34320.0
1,9,3,3,24,3.2188758248682006,1,0,4,3,4,14208,9.561630845638076,1,0,3,5,8,25,3.258096538021482,0,1,0,4,5,2,5,1,1,14800.0
1,5,4,4,7,2.0794415416798357,0,1,2,0,7,4487,8.409162447202533,0,2,2,0,7,50,3.9318256327243257,1,2,0,1,0,0,1,1,1,32050.0
0,3,4,4,6,1.9459101490553132,1,0,1,6,6,1800,7.496097345175956,1,0,0,1,0,34,3.5553480614894135,1,1,4,6,4,0,4,2,1,10200.0
3,4,4,4,17,2.8903717578961645,0,2,2,3,7,2771,7.927324360309794,0,2,1,6,1,9,2.302585092994046,0,0,4,2,9,1,0,1,1,1467.0
1,5,1,1,12,2.5649493574615367,1,0,2,5,2,1860,7.528869256642251,1,0,0,5,0,39,3.6888794541139363,0,0,4,4,9,0,4,3,1,6045.0
5,0,5,5,7,2.0794415416798357,0,1,2,0,7,5152,8.547334348328224,1,1,2,0,2,1,0.6931471805599453,0,1,1,1,1,3,3,1,3,736.0
6,3,2,2,18,2.9444389791664403,1,0,3,4,8,14382,9.573802232603889,1,0,2,4,2,39,3.6888794541139363,0,0,4,4,9,3,1,3,1,31161.0
0,1,1,1,5,1.791759469228055,0,2,0,5,5,3105,8.041091003708633,0,0,0,4,5,26,3.295836866004329,1,2,1,5,6,3,3,1,1,16146.0
0,1,4,4,21,3.091042453358316,0,0,1,0,1,2982,8.000684784514748,1,0,2,0,2,43,3.784189633918261,0,1,3,1,3,2,5,1,1,6106.0
3,6,6,6,25,3.258096538021482,0,1,0,4,5,15425,9.643809676493944,0,2,0,4,5,18,2.9444389791664403,1,0,3,4,8,3,5,1,1,11106.0
6,4,3,3,22,3.1354942159291497,1,1,2,1,2,11264,9.329455852866344,1,2,4,1,4,40,3.713572066704308,1,1,0,5,0,3,5,2,1,20480.0
1,3,5,5,25,3.258096538021482,0,1,0,4,5,9775,9.187685681411377,0,1,0,3,5,27,3.332204510175204,0,0,2,6,7,2,3,1,1,10557.0
2,2,6,6,3,1.3862943611198906,0,0,3,3,3,1401,7.2456550675945355,0,0,1,1,1,20,3.044522437723423,1,2,0,6,0,0,1,1,1,9340.0
5,4,4,4,12,2.5649493574615367,1,0,2,5,2,4080,8.314097335405807,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,3,1,1,2,1700.0
3,9,3,3,17,2.8903717578961645,0,2,2,3,7,6239,8.738735461363474,0,2,4,2,9,20,3.044522437723423,1,2,0,6,0,2,3,1,1,7340.0
4,0,4,4,21,3.091042453358316,0,0,1,0,1,7161,8.876544550558378,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,0,3,1,1,5797.0
3,5,4,4,13,2.6390573296152584,0,1,3,6,3,2678,7.893198869544609,1,2,3,4,8,29,3.4011973816621555,0,2,4,1,9,1,1,1,1,5974.0
4,3,6,6,2,1.0986122886681098,1,2,2,2,2,486,6.18826412308259,1,0,1,3,6,33,3.5263605246161616,0,0,3,5,3,3,1,1,1,8019.0
3,7,6,6,14,2.70805020110221,1,2,4,0,4,4298,8.366137716496281,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,2,6,1,3,307.0
1,8,2,2,17,2.8903717578961645,0,2,2,3,7,2176,7.685703061234547,1,1,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,6,1,1,1408.0
3,1,3,3,30,3.4339872044851463,1,0,0,2,0,6570,8.790421306897867,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,3,6,2,3,438.0
5,5,2,2,22,3.1354942159291497,1,1,2,1,2,396,5.983936280687191,1,0,1,4,6,17,2.8903717578961645,0,2,2,3,7,2,4,1,1,306.0
0,4,0,0,3,1.3862943611198906,0,0,3,3,3,2253,7.720461694599722,0,0,3,6,3,17,2.8903717578961645,0,2,2,3,7,0,2,1,1,12767.0
2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3534,8.170468578330674,1,0,4,6,4,49,3.912023005428146,0,1,4,0,9,2,4,1,1,28861.0
1,7,2,2,20,3.044522437723423,1,2,0,6,0,2100,7.650168700845001,1,0,0,0,0,33,3.5263605246161616,0,0,3,5,3,3,3,1,1,3465.0
3,1,4,4,11,2.4849066497880004,0,2,1,4,1,3377,8.125039097367745,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,3,1,1,614.0
1,7,4,4,18,2.9444389791664403,1,0,3,4,8,612,6.418364935936212,1,0,2,3,2,17,2.8903717578961645,0,2,2,3,7,0,2,1,2,578.0
0,1,0,0,29,3.4011973816621555,0,2,4,1,9,22301,10.012431639525307,0,2,1,6,1,30,3.4339872044851463,1,0,0,2,0,2,0,1,1,23070.0
5,1,0,0,20,3.044522437723423,1,2,0,6,0,9520,9.161255164285691,1,1,0,0,0,18,2.9444389791664403,1,0,3,4,8,0,6,2,1,8568.0
1,9,6,6,6,1.9459101490553132,1,0,1,6,6,3516,8.165363632473982,1,0,1,2,6,30,3.4339872044851463,1,0,0,2,0,3,4,6,2,17580.0
1,0,1,1,7,2.0794415416798357,0,1,2,0,7,1701,7.43955930913332,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,3,2,1,2,2187.0
4,8,1,1,11,2.4849066497880004,0,2,1,4,1,7887,8.973097896282471,0,0,2,5,7,22,3.1354942159291497,1,1,2,1,2,0,1,11,2,15774.0
1,8,6,6,13,2.6390573296152584,0,1,3,6,3,7540,8.928110078202646,1,1,0,1,0,44,3.8066624897703196,1,2,4,2,4,3,1,1,1,25520.0
5,2,1,1,18,2.9444389791664403,1,0,3,4,8,6606,8.795884972029885,1,0,1,5,6,40,3.713572066704308,1,1,0,5,0,0,5,2,1,14680.0
3,2,4,4,29,3.4011973816621555,0,2,4,1,9,11600,9.358846580275406,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,0,0,1,3,400.0
2,9,1,1,29,3.4011973816621555,0,2,4,1,9,3219,8.077136638538454,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,1,1,1,1,1221.0
5,4,6,6,12,2.5649493574615367,1,0,2,5,2,6444,8.771059915373288,1,0,4,4,4,17,2.8903717578961645,0,2,2,3,7,2,6,1,1,9129.0
5,6,0,0,15,2.772588722239781,0,0,0,1,5,9270,9.134646527606982,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,3,6,3,1,16686.0
3,3,6,6,5,1.791759469228055,0,2,0,5,5,1490,7.307202314764738,1,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,3,6,1,1,13112.0
3,7,2,2,30,3.4339872044851463,1,0,0,2,0,17160,9.750394646402302,1,0,0,3,0,34,3.5553480614894135,1,1,4,6,4,3,2,2,1,19448.0
4,2,3,3,29,3.4011973816621555,0,2,4,1,9,5336,8.582418976333944,1,2,1,2,6,6,1.9459101490553132,1,0,1,6,6,1,3,1,1,1104.0
4,4,6,6,22,3.1354942159291497,1,1,2,1,2,3190,8.068089626278244,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,1,3,2,1,870.0
1,2,6,6,14,2.70805020110221,1,2,4,0,4,9492,9.158309963881798,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,0,2,2,4068.0
2,9,1,1,7,2.0794415416798357,0,1,2,0,7,3129,8.048788283534199,0,0,4,0,9,12,2.5649493574615367,1,0,2,5,2,1,0,1,1,5364.0
3,2,2,2,21,3.091042453358316,0,0,1,0,1,13587,9.516942329280475,0,0,2,0,7,31,3.4657359027997265,0,1,1,3,1,2,0,1,1,20057.0
