slot_x,slot_x_abs_log1p,slot_x_is_even,slot_x_mod3,slot_x_mod5,slot_x_mod7,slot_x_mod10,slot_y,slot_y_abs_log1p,slot_y_is_even,slot_y_mod3,slot_y_mod5,slot_y_mod7,slot_y_mod10,slot_z,slot_z_abs_log1p,slot_z_is_even,slot_z_mod3,slot_z_mod5,slot_z_mod7,slot_z_mod10,gcd_all,n_multiple_pairs,y
85,4.454347296253507,0,1,0,1,5,22,3.1354942159291497,1,1,2,1,2,71,4.276666119016055,0,2,1,1,1,1,0,52567.0
81,4.406719247264253,0,0,1,4,1,57,4.060443010546419,0,0,2,1,7,82,4.418840607796598,1,1,2,5,2,1,0,41243081.0
50,3.9318256327243257,1,2,0,1,0,88,4.48863636973214,1,1,3,4,8,84,4.442651256490317,1,0,4,0,4,2,0,15458584.0
63,4.1588830833596715,0,0,3,0,3,43,3.784189633918261,0,1,3,1,3,39,3.6888794541139363,0,0,4,4,9,1,0,953433647.0
66,4.204692619390966,1,0,1,3,6,77,4.356708826689592,0,2,2,0,7,26,3.295836866004329,1,2,1,5,6,1,0,10653385.0
30,3.4339872044851463,1,0,0,2,0,51,3.9512437185814275,0,0,1,2,1,72,4.290459441148391,1,0,2,2,2,3,0,709921.0
61,4.127134385045092,0,1,1,5,1,65,4.189654742026425,0,2,0,2,5,89,4.499809670330265,0,2,4,5,9,1,0,8476858235.0
59,4.0943445622221,0,2,4,3,9,47,3.871201010907891,0,2,2,5,7,69,4.248495242049359,0,0,4,6,9,1,0,4569819.0
19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,1,1,1215.0
54,4.007333185232471,1,0,4,5,4,71,4.276666119016055,0,2,1,1,1,45,3.828641396489095,0,0,0,3,5,1,0,2425008.0
88,4.48863636973214,1,1,3,4,8,31,3.4657359027997265,0,1,1,3,1,85,4.454347296253507,0,1,0,1,5,1,0,4580985.0
69,4.248495242049359,0,0,4,6,9,56,4.04305126783455,1,2,1,0,6,38,3.6635616461296463,1,2,3,3,8,1,0,7787103.0
49,3.912023005428146,0,1,4,0,9,57,4.060443010546419,0,0,2,1,7,81,4.406719247264253,0,0,1,4,1,1,0,137089911.0
47,3.871201010907891,0,2,2,5,7,20,3.044522437723423,1,2,0,6,0,39,3.6888794541139363,0,0,4,4,9,1,0,14447.0
87,4.477336814478207,0,0,2,3,7,29,3.4011973816621555,0,2,4,1,9,78,4.3694478524670215,1,0,3,1,8,1,1,1746897.0
60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,63,4.1588830833596715,0,0,3,0,3,3,1,17.0
28,3.367295829986474,1,1,3,0,8,46,3.8501476017100584,1,1,1,4,6,43,3.784189633918261,0,1,3,1,3,1,0,15867131.0
58,4.07753744390572,1,1,3,2,8,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,1,0,864235.0
53,3.9889840465642745,0,2,3,4,3,33,3.5263605246161616,0,0,3,5,3,64,4.174387269895637,1,1,4,1,4,1,0,8622.0
54,4.007333185232471,1,0,4,5,4,63,4.1588830833596715,0,0,3,0,3,87,4.477336814478207,0,0,2,3,7,3,0,69190.0
83,4.430816798843313,0,2,3,6,3,29,3.4011973816621555,0,2,4,1,9,55,4.02535169073515,0,1,0,6,5,1,0,79290971.0
55,4.02535169073515,0,1,0,6,5,78,4.3694478524670215,1,0,3,1,8,71,4.276666119016055,0,2,1,1,1,1,0,29105448.0
82,4.418840607796598,1,1,2,5,2,19,2.995732273553991,0,1,4,5,9,68,4.23410650459726,1,2,3,5,8,1,0,222352463.0
89,4.499809670330265,0,2,4,5,9,88,4.48863636973214,1,1,3,4,8,81,4.406719247264253,0,0,1,4,1,1,0,425658.0
54,4.007333185232471,1,0,4,5,4,63,4.1588830833596715,0,0,3,0,3,14,2.70805020110221,1,2,4,0,4,1,0,71058307.0
36,3.6109179126442243,1,0,1,1,6,41,3.7376696182833684,0,2,1,6,1,37,3.6375861597263857,0,1,2,2,7,1,0,28516.0
51,3.9512437185814275,0,0,1,2,1,80,4.394449154672439,1,2,0,3,0,52,3.970291913552122,1,1,2,3,2,1,0,36667411.0
26,3.295836866004329,1,2,1,5,6,45,3.828641396489095,0,0,0,3,5,50,3.9318256327243257,1,2,0,1,0,1,0,4703407.0
59,4.0943445622221,0,2,4,3,9,31,3.4657359027997265,0,1,1,3,1,67,4.219507705176107,0,1,2,4,7,1,0,1156735559.0
49,3.912023005428146,0,1,4,0,9,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,1,1,10499567.0
15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,21,3.091042453358316,0,0,1,0,1,1,0,56213.0
74,4.31748811353631,1,2,4,4,4,67,4.219507705176107,0,1,2,4,7,29,3.4011973816621555,0,2,4,1,9,1,0,141208.0
23,3.1780538303479458,0,2,3,2,3,66,4.204692619390966,1,0,1,3,6,53,3.9889840465642745,0,2,3,4,3,1,0,1200.0
29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,59,4.0943445622221,0,2,4,3,9,1,0,47898.0
42,3.7612001156935624,1,0,2,0,2,41,3.7376696182833684,0,2,1,6,1,67,4.219507705176107,0,1,2,4,7,1,0,930968.0
33,3.5263605246161616,0,0,3,5,3,86,4.465908118654584,1,2,1,2,6,66,4.204692619390966,1,0,1,3,6,1,1,1400932399.0
57,4.060443010546419,0,0,2,1,7,61,4.127134385045092,0,1,1,5,1,83,4.430816798843313,0,2,3,6,3,1,0,6101968863.0
65,4.189654742026425,0,2,0,2,5,51,3.9512437185814275,0,0,1,2,1,90,4.51085950651685,1,0,0,6,0,1,0,259.0
71,4.276666119016055,0,2,1,1,1,14,2.70805020110221,1,2,4,0,4,79,4.382026634673881,0,1,4,2,9,1,0,553571.0
72,4.290459441148391,1,0,2,2,2,73,4.30406509320417,0,1,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,0,21410.0
86,4.465908118654584,1,2,1,2,6,76,4.343805421853684,1,1,1,6,6,18,2.9444389791664403,1,0,3,4,8,2,0,30.0
27,3.332204510175204,0,0,2,6,7,44,3.8066624897703196,1,2,4,2,4,56,4.04305126783455,1,2,1,0,6,1,0,4775483.0
71,4.276666119016055,0,2,1,1,1,52,3.970291913552122,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,1,0,33430043.0
87,4.477336814478207,0,0,2,3,7,87,4.477336814478207,0,0,2,3,7,32,3.4965075614664802,1,2,2,4,2,1,1,11298.0
31,3.4657359027997265,0,1,1,3,1,46,3.8501476017100584,1,1,1,4,6,29,3.4011973816621555,0,2,4,1,9,1,0,7940.0
76,4.343805421853684,1,1,1,6,6,73,4.30406509320417,0,1,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,0,68644481.0
73,4.30406509320417,0,1,3,3,3,50,3.9318256327243257,1,2,0,1,0,59,4.0943445622221,0,2,4,3,9,1,0,108985.0
37,3.6375861597263857,0,1,2,2,7,62,4.143134726391533,1,2,2,6,2,37,3.6375861597263857,0,1,2,2,7,1,1,8085.0
82,4.418840607796598,1,1,2,5,2,31,3.4657359027997265,0,1,1,3,1,74,4.31748811353631,1,2,4,4,4,1,0,77598183.0
51,3.9512437185814275,0,0,1,2,1,83,4.430816798843313,0,2,3,6,3,90,4.51085950651685,1,0,0,6,0,1,0,145911081.0
26,3.295836866004329,1,2,1,5,6,44,3.8066624897703196,1,2,4,2,4,49,3.912023005428146,0,1,4,0,9,1,0,360729131.0
88,4.48863636973214,1,1,3,4,8,51,3.9512437185814275,0,0,1,2,1,60,4.110873864173311,1,0,0,4,0,1,0,84253715.0
67,4.219507705176107,0,1,2,4,7,88,4.48863636973214,1,1,3,4,8,49,3.912023005428146,0,1,4,0,9,1,0,3753.0
84,4.442651256490317,1,0,4,0,4,90,4.51085950651685,1,0,0,6,0,77,4.356708826689592,0,2,2,0,7,1,0,23814957427.0
13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,1,0,7571.0
29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,1,0,12117.0
61,4.127134385045092,0,1,1,5,1,22,3.1354942159291497,1,1,2,1,2,54,4.007333185232471,1,0,4,5,4,1,0,4523983.0
56,4.04305126783455,1,2,1,0,6,47,3.871201010907891,0,2,2,5,7,18,2.9444389791664403,1,0,3,4,8,1,0,188641.0
82,4.418840607796598,1,1,2,5,2,68,4.23410650459726,1,2,3,5,8,72,4.290459441148391,1,0,2,2,2,2,0,197214926.0
78,4.3694478524670215,1,0,3,1,8,37,3.6375861597263857,0,1,2,2,7,42,3.7612001156935624,1,0,2,0,2,1,0,75338231.0
53,3.9889840465642745,0,2,3,4,3,86,4.465908118654584,1,2,1,2,6,42,3.7612001156935624,1,0,2,0,2,1,0,582333.0
47,3.871201010907891,0,2,2,5,7,63,4.1588830833596715,0,0,3,0,3,79,4.382026634673881,0,1,4,2,9,1,0,448749625.0
75,4.330733340286331,0,0,0,5,5,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,5,0,2063175.0
54,4.007333185232471,1,0,4,5,4,66,4.204692619390966,1,0,1,3,6,68,4.23410650459726,1,2,3,5,8,2,0,930.0
78,4.3694478524670215,1,0,3,1,8,56,4.04305126783455,1,2,1,0,6,33,3.5263605246161616,0,0,3,5,3,1,0,7346355.0
41,3.7376696182833684,0,2,1,6,1,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,1,0,7849605.0
44,3.8066624897703196,1,2,4,2,4,89,4.499809670330265,0,2,4,5,9,87,4.477336814478207,0,0,2,3,7,1,0,11999013.0
21,3.091042453358316,0,0,1,0,1,68,4.23410650459726,1,2,3,5,8,83,4.430816798843313,0,2,3,6,3,1,0,62439.0
22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,0,6,5,62,4.143134726391533,1,2,2,6,2,1,0,15260883.0
70,4.2626798770413155,1,1,0,0,0,55,4.02535169073515,0,1,0,6,5,47,3.871201010907891,0,2,2,5,7,1,0,2818092.0
28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,47,3.871201010907891,0,2,2,5,7,1,0,7102.0
89,4.499809670330265,0,2,4,5,9,78,4.3694478524670215,1,0,3,1,8,19,2.995732273553991,0,1,4,5,9,1,0,407549.0
88,4.48863636973214,1,1,3,4,8,44,3.8066624897703196,1,2,4,2,4,70,4.2626798770413155,1,1,0,0,0,2,1,66874404.0
41,3.7376696182833684,0,2,1,6,1,51,3.9512437185814275,0,0,1,2,1,68,4.23410650459726,1,2,3,5,8,1,0,734669.0
25,3.258096538021482,0,1,0,4,5,58,4.07753744390572,1,1,3,2,8,48,3.8918202981106265,1,0,3,6,8,1,0,1107.0
82,4.418840607796598,1,1,2,5,2,24,3.2188758248682006,1,0,4,3,4,70,4.2626798770413155,1,1,0,0,0,2,0,286.0
64,4.174387269895637,1,1,4,1,4,42,3.7612001156935624,1,0,2,0,2,24,3.2188758248682006,1,0,4,3,4,2,0,951616.0
68,4.23410650459726,1,2,3,5,8,76,4.343805421853684,1,1,1,6,6,52,3.970291913552122,1,1,2,3,2,4,0,5792697.0
59,4.0943445622221,0,2,4,3,9,58,4.07753744390572,1,1,3,2,8,55,4.02535169073515,0,1,0,6,5,1,0,1604575.0
84,4.442651256490317,1,0,4,0,4,23,3.1780538303479458,0,2,3,2,3,80,4.394449154672439,1,2,0,3,0,1,0,12509549.0
62,4.143134726391533,1,2,2,6,2,64,4.174387269895637,1,1,4,1,4,34,3.5553480614894135,1,1,4,6,4,2,0,11118.0
60,4.110873864173311,1,0,0,4,0,42,3.7612001156935624,1,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,1,0,9322157.0
23,3.1780538303479458,0,2,3,2,3,47,3.871201010907891,0,2,2,5,7,47,3.871201010907891,0,2,2,5,7,1,1,539551.0
16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,41,3.7376696182833684,0,2,1,6,1,1,0,443.0
40,3.713572066704308,1,1,0,5,0,69,4.248495242049359,0,0,4,6,9,46,3.8501476017100584,1,1,1,4,6,1,0,570409.0
81,4.406719247264253,0,0,1,4,1,12,2.5649493574615367,1,0,2,5,2,73,4.30406509320417,0,1,3,3,3,1,0,77827.0
67,4.219507705176107,0,1,2,4,7,41,3.7376696182833684,0,2,1,6,1,82,4.418840607796598,1,1,2,5,2,1,1,353189.0
33,3.5263605246161616,0,0,3,5,3,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,0,0,2,6,7,3,0,8799.0
22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,1,0,446667.0
90,4.51085950651685,1,0,0,6,0,37,3.6375861597263857,0,1,2,2,7,64,4.174387269895637,1,1,4,1,4,1,0,2084237.0
28,3.367295829986474,1,1,3,0,8,42,3.7612001156935624,1,0,2,0,2,60,4.110873864173311,1,0,0,4,0,2,0,4899808.0
64,4.174387269895637,1,1,4,1,4,88,4.48863636973214,1,1,3,4,8,86,4.465908118654584,1,2,1,2,6,2,0,2113322.0
35,3.58351893845611,0,2,0,0,5,67,4.219507705176107,0,1,2,4,7,33,3.5263605246161616,0,0,3,5,3,1,0,41450907.0
38,3.6635616461296463,1,2,3,3,8,84,4.442651256490317,1,0,4,0,4,52,3.970291913552122,1,1,2,3,2,2,0,4784.0
65,4.189654742026425,0,2,0,2,5,57,4.060443010546419,0,0,2,1,7,90,4.51085950651685,1,0,0,6,0,1,0,144872.0
54,4.007333185232471,1,0,4,5,4,29,3.4011973816621555,0,2,4,1,9,62,4.143134726391533,1,2,2,6,2,1,0,9721823.0
69,4.248495242049359,0,0,4,6,9,82,4.418840607796598,1,1,2,5,2,84,4.442651256490317,1,0,4,0,4,1,0,16743485267.0
44,3.8066624897703196,1,2,4,2,4,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,1,0,1311043.0
70,4.2626798770413155,1,1,0,0,0,86,4.465908118654584,1,2,1,2,6,79,4.382026634673881,0,1,4,2,9,1,0,37945965.0
53,3.9889840465642745,0,2,3,4,3,17,2.8903717578961645,0,2,2,3,7,69,4.248495242049359,0,0,4,6,9,1,0,2779115.0
70,4.2626798770413155,1,1,0,0,0,85,4.454347296253507,0,1,0,1,5,23,3.1780538303479458,0,2,3,2,3,1,0,500517.0
58,4.07753744390572,1,1,3,2,8,80,4.394449154672439,1,2,0,3,0,73,4.30406509320417,0,1,3,3,3,1,0,361167459.0
19,2.995732273553991,0,1,4,5,9,37,3.6375861597263857,0,1,2,2,7,50,3.9318256327243257,1,2,0,1,0,1,0,18046.0
78,4.3694478524670215,1,0,3,1,8,24,3.2188758248682006,1,0,4,3,4,79,4.382026634673881,0,1,4,2,9,1,0,42603003.0
77,4.356708826689592,0,2,2,0,7,17,2.8903717578961645,0,2,2,3,7,80,4.394449154672439,1,2,0,3,0,1,0,42.0
69,4.248495242049359,0,0,4,6,9,47,3.871201010907891,0,2,2,5,7,66,4.204692619390966,1,0,1,3,6,1,0,1433.0
35,3.58351893845611,0,2,0,0,5,71,4.276666119016055,0,2,1,1,1,47,3.871201010907891,0,2,2,5,7,1,0,695879743.0
72,4.290459441148391,1,0,2,2,2,68,4.23410650459726,1,2,3,5,8,16,2.833213344056216,1,1,1,2,6,4,0,245117.0
40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,37,3.6375861597263857,0,1,2,2,7,1,0,629.0
55,4.02535169073515,0,1,0,6,5,51,3.9512437185814275,0,0,1,2,1,49,3.912023005428146,0,1,4,0,9,1,0,26766621.0
39,3.6888794541139363,0,0,4,4,9,43,3.784189633918261,0,1,3,1,3,67,4.219507705176107,0,1,2,4,7,1,0,10748817.0
87,4.477336814478207,0,0,2,3,7,59,4.0943445622221,0,2,4,3,9,89,4.499809670330265,0,2,4,5,9,1,0,173625021.0
66,4.204692619390966,1,0,1,3,6,37,3.6375861597263857,0,1,2,2,7,42,3.7612001156935624,1,0,2,0,2,1,0,680952671.0
20,3.044522437723423,1,2,0,6,0,46,3.8501476017100584,1,1,1,4,6,38,3.6635616461296463,1,2,3,3,8,2,0,7785.0
50,3.9318256327243257,1,2,0,1,0,45,3.828641396489095,0,0,0,3,5,40,3.713572066704308,1,1,0,5,0,5,0,184989.0
81,4.406719247264253,0,0,1,4,1,20,3.044522437723423,1,2,0,6,0,70,4.2626798770413155,1,1,0,0,0,1,0,44847397.0
32,3.4965075614664802,1,2,2,4,2,33,3.5263605246161616,0,0,3,5,3,31,3.4657359027997265,0,1,1,3,1,1,0,196354.0
66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,2,0,4056.0
37,3.6375861597263857,0,1,2,2,7,27,3.332204510175204,0,0,2,6,7,50,3.9318256327243257,1,2,0,1,0,1,0,419.0
79,4.382026634673881,0,1,4,2,9,30,3.4339872044851463,1,0,0,2,0,53,3.9889840465642745,0,2,3,4,3,1,0,283895.0
61,4.127134385045092,0,1,1,5,1,48,3.8918202981106265,1,0,3,6,8,35,3.58351893845611,0,2,0,0,5,1,0,3808638.0
18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,1,0,129827.0
47,3.871201010907891,0,2,2,5,7,36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,1,0,272991963.0
63,4.1588830833596715,0,0,3,0,3,76,4.343805421853684,1,1,1,6,6,70,4.2626798770413155,1,1,0,0,0,1,0,116001055.0
72,4.290459441148391,1,0,2,2,2,38,3.6635616461296463,1,2,3,3,8,43,3.784189633918261,0,1,3,1,3,1,0,66628513.0
84,4.442651256490317,1,0,4,0,4,75,4.330733340286331,0,0,0,5,5,39,3.6888794541139363,0,0,4,4,9,3,0,4.0
58,4.07753744390572,1,1,3,2,8,71,4.276666119016055,0,2,1,1,1,53,3.9889840465642745,0,2,3,4,3,1,0,4192833.0
21,3.091042453358316,0,0,1,0,1,51,3.9512437185814275,0,0,1,2,1,43,3.784189633918261,0,1,3,1,3,1,0,189523379.0
84,4.442651256490317,1,0,4,0,4,15,2.772588722239781,0,0,0,1,5,76,4.343805421853684,1,1,1,6,6,1,0,210636635.0
64,4.174387269895637,1,1,4,1,4,15,2.772588722239781,0,0,0,1,5,71,4.276666119016055,0,2,1,1,1,1,0,9854.0
72,4.290459441148391,1,0,2,2,2,65,4.189654742026425,0,2,0,2,5,73,4.30406509320417,0,1,3,3,3,1,0,151269.0
57,4.060443010546419,0,0,2,1,7,37,3.6375861597263857,0,1,2,2,7,88,4.48863636973214,1,1,3,4,8,1,0,430.0
86,4.465908118654584,1,2,1,2,6,85,4.454347296253507,0,1,0,1,5,72,4.290459441148391,1,0,2,2,2,1,0,2216629173.0
79,4.382026634673881,0,1,4,2,9,72,4.290459441148391,1,0,2,2,2,50,3.9318256327243257,1,2,0,1,0,1,0,6214075407.0
59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,52,3.970291913552122,1,1,2,3,2,1,0,6496.0
58,4.07753744390572,1,1,3,2,8,37,3.6375861597263857,0,1,2,2,7,48,3.8918202981106265,1,0,3,6,8,1,0,553013.0
34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,2,0,30.0
52,3.970291913552122,1,1,2,3,2,70,4.2626798770413155,1,1,0,0,0,79,4.382026634673881,0,1,4,2,9,1,0,6468195727.0
82,4.418840607796598,1,1,2,5,2,11,2.4849066497880004,0,2,1,4,1,85,4.454347296253507,0,1,0,1,5,1,0,121383.0
37,3.6375861597263857,0,1,2,2,7,36,3.6109179126442243,1,0,1,1,6,37,3.6375861597263857,0,1,2,2,7,1,1,164.0
85,4.454347296253507,0,1,0,1,5,68,4.23410650459726,1,2,3,5,8,37,3.6375861597263857,0,1,2,2,7,1,0,66292.0
78,4.3694478524670215,1,0,3,1,8,49,3.912023005428146,0,1,4,0,9,59,4.0943445622221,0,2,4,3,9,1,0,3740399.0
38,3.6635616461296463,1,2,3,3,8,53,3.9889840465642745,0,2,3,4,3,50,3.9318256327243257,1,2,0,1,0,1,0,1903831.0
40,3.713572066704308,1,1,0,5,0,85,4.454347296253507,0,1,0,1,5,64,4.174387269895637,1,1,4,1,4,1,0,2496087415.0
51,3.9512437185814275,0,0,1,2,1,49,3.912023005428146,0,1,4,0,9,52,3.970291913552122,1,1,2,3,2,1,0,4502.0
59,4.0943445622221,0,2,4,3,9,78,4.3694478524670215,1,0,3,1,8,43,3.784189633918261,0,1,3,1,3,1,0,10462197.0
26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,48,3.8918202981106265,1,0,3,6,8,1,0,11829.0
42,3.7612001156935624,1,0,2,0,2,67,4.219507705176107,0,1,2,4,7,38,3.6635616461296463,1,2,3,3,8,1,0,80335093.0
59,4.0943445622221,0,2,4,3,9,84,4.442651256490317,1,0,4,0,4,47,3.871201010907891,0,2,2,5,7,1,0,2658.0
65,4.189654742026425,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,1,0,49399195.0
50,3.9318256327243257,1,2,0,1,0,44,3.8066624897703196,1,2,4,2,4,87,4.477336814478207,0,0,2,3,7,1,0,1277655.0
79,4.382026634673881,0,1,4,2,9,80,4.394449154672439,1,2,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,352344155.0
71,4.276666119016055,0,2,1,1,1,25,3.258096538021482,0,1,0,4,5,76,4.343805421853684,1,1,1,6,6,1,0,24657.0
65,4.189654742026425,0,2,0,2,5,24,3.2188758248682006,1,0,4,3,4,81,4.406719247264253,0,0,1,4,1,1,0,118117.0
18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,3,1,8333.0
24,3.2188758248682006,1,0,4,3,4,57,4.060443010546419,0,0,2,1,7,36,3.6109179126442243,1,0,1,1,6,3,0,89625.0
30,3.4339872044851463,1,0,0,2,0,52,3.970291913552122,1,1,2,3,2,27,3.332204510175204,0,0,2,6,7,1,0,73309.0
80,4.394449154672439,1,2,0,3,0,85,4.454347296253507,0,1,0,1,5,81,4.406719247264253,0,0,1,4,1,1,0,21603182.0
61,4.127134385045092,0,1,1,5,1,79,4.382026634673881,0,1,4,2,9,55,4.02535169073515,0,1,0,6,5,1,0,614844699.0
65,4.189654742026425,0,2,0,2,5,82,4.418840607796598,1,1,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,0,1198278.0
51,3.9512437185814275,0,0,1,2,1,43,3.784189633918261,0,1,3,1,3,66,4.204692619390966,1,0,1,3,6,1,0,30002929.0
59,4.0943445622221,0,2,4,3,9,68,4.23410650459726,1,2,3,5,8,26,3.295836866004329,1,2,1,5,6,1,0,702774319.0
50,3.9318256327243257,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,82,4.418840607796598,1,1,2,5,2,2,0,23350.0
52,3.970291913552122,1,1,2,3,2,30,3.4339872044851463,1,0,0,2,0,65,4.189654742026425,0,2,0,2,5,1,0,756955299.0
86,4.465908118654584,1,2,1,2,6,88,4.48863636973214,1,1,3,4,8,82,4.418840607796598,1,1,2,5,2,2,0,6584654.0
60,4.110873864173311,1,0,0,4,0,74,4.31748811353631,1,2,4,4,4,50,3.9318256327243257,1,2,0,1,0,2,0,3351.0
72,4.290459441148391,1,0,2,2,2,47,3.871201010907891,0,2,2,5,7,34,3.5553480614894135,1,1,4,6,4,1,0,63324577.0
79,4.382026634673881,0,1,4,2,9,30,3.4339872044851463,1,0,0,2,0,81,4.406719247264253,0,0,1,4,1,1,0,495674.0
85,4.454347296253507,0,1,0,1,5,85,4.454347296253507,0,1,0,1,5,45,3.828641396489095,0,0,0,3,5,5,1,841.0
37,3.6375861597263857,0,1,2,2,7,62,4.143134726391533,1,2,2,6,2,62,4.143134726391533,1,2,2,6,2,1,1,1359263.0
77,4.356708826689592,0,2,2,0,7,66,4.204692619390966,1,0,1,3,6,32,3.4965075614664802,1,2,2,4,2,1,0,178358595.0
43,3.784189633918261,0,1,3,1,3,73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,1,0,229530513.0
57,4.060443010546419,0,0,2,1,7,42,3.7612001156935624,1,0,2,0,2,72,4.290459441148391,1,0,2,2,2,3,0,3253733.0
90,4.51085950651685,1,0,0,6,0,61,4.127134385045092,0,1,1,5,1,55,4.02535169073515,0,1,0,6,5,1,0,16286.0
45,3.828641396489095,0,0,0,3,5,41,3.7376696182833684,0,2,1,6,1,55,4.02535169073515,0,1,0,6,5,1,0,24442767.0
71,4.276666119016055,0,2,1,1,1,82,4.418840607796598,1,1,2,5,2,65,4.189654742026425,0,2,0,2,5,1,0,1220207.0
83,4.430816798843313,0,2,3,6,3,58,4.07753744390572,1,1,3,2,8,52,3.970291913552122,1,1,2,3,2,1,0,466117873.0
25,3.258096538021482,0,1,0,4,5,44,3.8066624897703196,1,2,4,2,4,21,3.091042453358316,0,0,1,0,1,1,0,4062.0
36,3.6109179126442243,1,0,1,1,6,50,3.9318256327243257,1,2,0,1,0,25,3.258096538021482,0,1,0,4,5,1,1,3717987.0
70,4.2626798770413155,1,1,0,0,0,62,4.143134726391533,1,2,2,6,2,87,4.477336814478207,0,0,2,3,7,1,0,46047941.0
17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,39,3.6888794541139363,0,0,4,4,9,1,0,7648587.0
83,4.430816798843313,0,2,3,6,3,58,4.07753744390572,1,1,3,2,8,53,3.9889840465642745,0,2,3,4,3,1,0,4322757.0
62,4.143134726391533,1,2,2,6,2,67,4.219507705176107,0,1,2,4,7,54,4.007333185232471,1,0,4,5,4,1,0,3934813.0
44,3.8066624897703196,1,2,4,2,4,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,2,0,10444.0
53,3.9889840465642745,0,2,3,4,3,49,3.912023005428146,0,1,4,0,9,21,3.091042453358316,0,0,1,0,1,1,0,145471.0
64,4.174387269895637,1,1,4,1,4,68,4.23410650459726,1,2,3,5,8,24,3.2188758248682006,1,0,4,3,4,4,0,76111.0
66,4.204692619390966,1,0,1,3,6,28,3.367295829986474,1,1,3,0,8,45,3.828641396489095,0,0,0,3,5,1,0,121217.0
82,4.418840607796598,1,1,2,5,2,53,3.9889840465642745,0,2,3,4,3,79,4.382026634673881,0,1,4,2,9,1,0,39197.0
34,3.5553480614894135,1,1,4,6,4,58,4.07753744390572,1,1,3,2,8,45,3.828641396489095,0,0,0,3,5,1,0,9552079.0
52,3.970291913552122,1,1,2,3,2,75,4.330733340286331,0,0,0,5,5,34,3.5553480614894135,1,1,4,6,4,1,0,90080327.0
24,3.2188758248682006,1,0,4,3,4,66,4.204692619390966,1,0,1,3,6,47,3.871201010907891,0,2,2,5,7,1,0,171735439.0
53,3.9889840465642745,0,2,3,4,3,42,3.7612001156935624,1,0,2,0,2,61,4.127134385045092,0,1,1,5,1,1,0,34881.0
40,3.713572066704308,1,1,0,5,0,44,3.8066624897703196,1,2,4,2,4,28,3.367295829986474,1,1,3,0,8,4,0,1344.0
71,4.276666119016055,0,2,1,1,1,53,3.9889840465642745,0,2,3,4,3,30,3.4339872044851463,1,0,0,2,0,1,0,73298.0
24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,61,4.127134385045092,0,1,1,5,1,1,1,310473479.0
