slot_p,slot_p_abs_log1p,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_t,slot_t_abs_log1p,slot_t_sign,slot_t_is_even,slot_t_mod3,slot_t_mod5,slot_t_mod7,slot_t_mod10,slot_u,slot_u_abs_log1p,slot_u_sign,slot_u_is_even,slot_u_mod3,slot_u_mod5,slot_u_mod7,slot_u_mod10,slot_mod,slot_mod_abs_log1p,slot_mod_is_even,slot_mod_mod3,slot_mod_mod5,slot_mod_mod7,slot_mod_mod10,gcd_all,n_multiple_pairs,y
17,2.8903717578961645,2,2,3,7,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,1978,7.590346945602565,1,1,3,4,8,1,0,1743.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,3,5313.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,3,501.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,0,41.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,3,1.3862943611198906,1,0,0,3,3,3,1210,7.099201743553092,1,1,0,6,0,1,1,367.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,3277.0
5,1.791759469228055,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,6,461.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,4,331.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,1,0.6931471805599453,1,0,1,1,1,1,4464,8.4040244933106,1,0,4,5,4,1,3,2593.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,-5,1.791759469228055,-1,0,1,0,2,5,4253,8.355614995760183,0,2,3,4,3,1,0,1766.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,-5,1.791759469228055,-1,0,1,0,2,5,3441,8.143807976771484,0,0,1,4,1,1,1,3097.0
19,2.995732273553991,1,4,5,9,-5,1.791759469228055,-1,0,1,0,2,5,3,1.3862943611198906,1,0,0,3,3,3,10000,9.210440366976517,1,1,0,4,0,1,1,37.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,4433.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,3642,8.200562797008564,1,0,2,2,2,1,1,2557.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,3,2113.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,0,0.0,0,1,0,0,0,0,1539,7.3395376954076745,0,0,4,6,9,1,0,1111.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,899.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,41.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,3,1.3862943611198906,1,0,0,3,3,3,2778,7.929846429742503,1,0,3,6,8,1,4,973.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,6689.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,6,605.0
19,2.995732273553991,1,4,5,9,-5,1.791759469228055,-1,0,1,0,2,5,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,2,1389.0
13,2.6390573296152584,1,3,6,3,-3,1.3862943611198906,-1,0,0,2,4,7,-5,1.791759469228055,-1,0,1,0,2,5,1189,7.081708586105575,0,1,4,6,9,1,0,893.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,1,1299.0
17,2.8903717578961645,2,2,3,7,-4,1.6094379124341003,-1,1,2,1,3,6,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,4,761.0
17,2.8903717578961645,2,2,3,7,-3,1.3862943611198906,-1,0,0,2,4,7,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,409.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,6,1.9459101490553132,1,1,0,1,6,6,1003,6.911747300251674,0,1,3,2,3,1,0,550.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,2,29.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1608,7.3833681469923835,1,0,3,5,8,1,2,1.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,3349,8.116715624819111,0,1,4,3,9,1,3,2449.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,-5,1.791759469228055,-1,0,1,0,2,5,1636,7.400620577371135,1,1,1,5,6,1,1,781.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,0,573.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,1033.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,931.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,-2,1.0986122886681098,-1,1,1,3,5,8,2730,7.912423121473705,1,0,0,0,0,1,4,1093.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,6,1.9459101490553132,1,1,0,1,6,6,625,6.439350371100098,0,1,0,2,5,1,1,491.0
5,1.791759469228055,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,-4,1.6094379124341003,-1,1,2,1,3,6,3998,8.293799608846818,1,2,3,1,8,1,0,3851.0
13,2.6390573296152584,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,-6,1.9459101490553132,-1,1,0,4,1,4,4754,8.46695197497949,1,2,4,1,4,1,2,1697.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,-4,1.6094379124341003,-1,1,2,1,3,6,2547,7.843064016692054,0,0,2,6,7,1,1,2345.0
23,3.1780538303479458,2,3,2,3,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,3383,8.126813720726114,0,2,3,2,3,1,0,3048.0
5,1.791759469228055,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,3534,8.170468578330674,1,0,4,6,4,1,4,841.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,6421.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,7637.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,2293.0
23,3.1780538303479458,2,3,2,3,4,1.6094379124341003,1,1,1,4,4,4,-3,1.3862943611198906,-1,0,0,2,4,7,2099,7.649692623711514,0,2,4,6,9,1,0,1053.0
23,3.1780538303479458,2,3,2,3,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,1621,7.3914152346753585,0,1,1,4,1,1,0,458.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,9091.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,3470,8.152198015861787,1,2,0,5,0,1,1,1311.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,3,161.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,1,981.0
17,2.8903717578961645,2,2,3,7,-3,1.3862943611198906,-1,0,0,2,4,7,3,1.3862943611198906,1,0,0,3,3,3,10000,9.210440366976517,1,1,0,4,0,1,1,5783.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,1,637.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,41.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,-2,1.0986122886681098,-1,1,1,3,5,8,4294,8.365206834418355,1,1,4,3,4,1,4,3763.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,5,521.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,4,1331.0
11,2.4849066497880004,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,3913,8.272315147956022,0,1,3,0,3,1,1,3240.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,3,6597.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,4429,8.39615486303918,0,1,4,5,9,1,0,1.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,4779,8.472195825485501,0,0,4,5,9,1,1,622.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,2698,7.900636613018005,1,1,3,3,8,1,1,121.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,3739,8.226840890408578,0,1,4,1,9,1,0,1409.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,0,563.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,1,0.6931471805599453,1,0,1,1,1,1,3980,8.289288323000317,1,2,0,4,0,1,4,1841.0
19,2.995732273553991,1,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,5,9349.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,5,79.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,279.0
19,2.995732273553991,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,0,2099.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,5,1.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,8947.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,4,1.0
23,3.1780538303479458,2,3,2,3,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,4,1.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,881.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1902,7.551186867296149,1,0,2,5,2,1,2,1279.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,451.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,3,469.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,3,29.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3121,8.046229101075378,0,1,1,6,1,1,0,1417.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,2,161.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,2103,7.651595573857601,0,0,3,3,3,1,1,1532.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-5,1.791759469228055,-1,0,1,0,2,5,536,6.285998094508865,1,2,1,4,6,1,1,281.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,4,1.6094379124341003,1,1,1,4,4,4,2625,7.873217054862741,0,0,0,0,5,1,1,1864.0
17,2.8903717578961645,2,2,3,7,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,1181,7.074963197966044,0,2,1,5,1,1,0,262.0
17,2.8903717578961645,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,9237.0
13,2.6390573296152584,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,2,2281.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,-3,1.3862943611198906,-1,0,0,2,4,7,3304,8.103191752285786,1,1,4,0,4,1,3,933.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,2,221.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,429.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,3830,8.25088114470065,1,2,0,1,0,1,1,1531.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,2496,7.822845290279774,1,0,1,4,6,1,3,1933.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,0,1.0
23,3.1780538303479458,2,3,2,3,-2,1.0986122886681098,-1,1,1,3,5,8,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,3,631.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,3,1.3862943611198906,1,0,0,3,3,3,3949,8.281470857895167,0,1,4,1,9,1,3,421.0
5,1.791759469228055,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,2,451.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,5,1.791759469228055,1,0,2,0,5,5,4697,8.454892165218858,0,2,2,0,7,1,3,3690.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,7521.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,-6,1.9459101490553132,-1,1,0,4,1,4,2357,7.765569081097317,0,2,2,5,7,1,3,966.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,39.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,51.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,0,0.0,0,1,0,0,0,0,1635,7.400009517162692,0,0,0,4,5,1,0,1513.0
5,1.791759469228055,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,-4,1.6094379124341003,-1,1,2,1,3,6,4591,8.432070937999402,0,1,1,6,1,1,3,461.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,2352,7.763446388727362,1,0,2,0,2,1,5,71.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,1,731.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,5781.0
7,2.0794415416798357,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3765,8.233768709217097,0,0,0,6,5,1,4,496.0
7,2.0794415416798357,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,-2,1.0986122886681098,-1,1,1,3,5,8,1435,7.269616749608169,0,1,0,0,5,1,1,414.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,2278,7.731492029245684,1,1,3,3,8,1,1,1497.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,-2,1.0986122886681098,-1,1,1,3,5,8,4618,8.437933510430605,1,1,3,5,8,1,4,3573.0
19,2.995732273553991,1,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,3,279.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,-5,1.791759469228055,-1,0,1,0,2,5,3829,8.250620082174692,0,1,4,0,9,1,0,2437.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,91.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,7387.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,5,1.791759469228055,1,0,2,0,5,5,4925,8.502282578680484,0,2,0,4,5,1,1,312.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,4,1.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,1441.0
11,2.4849066497880004,2,1,4,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2456,7.806696372521179,1,2,1,6,6,1,2,1.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,3,261.0
13,2.6390573296152584,1,3,6,3,-2,1.0986122886681098,-1,1,1,3,5,8,-2,1.0986122886681098,-1,1,1,3,5,8,1974,7.5883236773352225,1,0,4,0,4,1,3,367.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,2593,7.860956364876389,0,1,3,3,3,1,1,781.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,5,1.791759469228055,1,0,2,0,5,5,2126,7.6624678152002375,1,2,1,5,6,1,3,639.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,1423.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,0,161.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,4794,8.475328987317539,1,0,4,6,4,1,4,4621.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,1,607.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,4112,8.321907968230423,1,2,2,3,2,1,1,739.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,3207,8.073402968986406,0,0,2,1,7,1,0,1546.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,431.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,580,6.364750756851911,1,1,0,6,0,1,1,411.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,799.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,3,371.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,4,569.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,-2,1.0986122886681098,-1,1,1,3,5,8,3484,8.156223323194624,1,1,4,5,4,1,1,87.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,4996,8.516593011344206,1,1,1,5,6,1,4,4439.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,1406,7.249215057114389,1,2,1,6,6,1,1,937.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,873.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,4,961.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,4019,8.299037181613066,0,2,4,1,9,1,1,3355.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,3973,8.287528423111763,0,1,3,4,3,1,0,331.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,3026,8.01532730902172,1,2,1,2,6,1,4,69.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,371.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,2942,7.987184748233473,1,2,2,2,2,1,4,755.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,4,8001.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,-4,1.6094379124341003,-1,1,2,1,3,6,2291,7.73718007783463,0,2,1,2,1,1,0,341.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,4726,8.461046030793236,1,1,1,1,6,1,1,1259.0
