slot_threshold_count,slot_threshold_count_abs_log1p,slot_threshold_count_sign,slot_threshold_count_is_even,slot_threshold_count_mod3,slot_threshold_count_mod5,slot_threshold_count_mod7,slot_threshold_count_mod10,slot_base_min,slot_base_min_abs_log1p,slot_base_min_is_even,slot_base_min_mod3,slot_base_min_mod5,slot_base_min_mod7,slot_base_min_mod10,gcd_all,n_multiple_pairs,y
38,3.6635616461296463,1,1,2,3,3,8,4909,8.499029220788566,0,1,4,2,9,1,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,19493,9.877862004897155,0,2,3,5,3,1,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,1759,7.473069088032197,0,1,4,2,9,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,589,6.380122536899765,0,1,4,1,9,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,9,1,211.0
13,2.6390573296152584,1,0,1,3,6,3,120,4.795790545596741,1,0,0,1,0,1,0,211.0
9,2.302585092994046,1,0,0,4,2,9,167,5.123963979403259,0,2,2,6,7,1,0,211.0
32,3.4965075614664802,1,1,2,2,4,2,4252,8.355379895253634,1,1,2,3,2,4,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,1198,7.089243155027514,1,1,3,1,8,2,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,21035,9.953990534709234,0,2,0,0,5,35,1,30031.0
25,3.258096538021482,1,0,1,0,4,5,1832,7.513709247839705,1,2,2,5,2,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,1931,7.566311014772463,0,2,1,6,1,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,11418,9.343033913701648,1,0,3,1,8,2,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,1563,7.355001921105257,0,0,3,2,3,3,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,196,5.2832037287379885,1,1,1,0,6,14,1,211.0
17,2.8903717578961645,1,0,2,2,3,7,242,5.493061443340548,1,2,2,4,2,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1560,7.353081920515432,1,0,0,6,0,24,1,2311.0
31,3.4657359027997265,1,0,1,1,3,1,11785,9.374667665397858,0,1,0,4,5,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,18114,9.804495603329178,1,0,4,5,4,3,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,184,5.220355825078324,1,1,4,2,4,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,114,4.74493212836325,1,0,4,2,4,1,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,3,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,945,6.852242569051878,0,0,0,0,5,5,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,95,4.564348191467836,0,2,0,4,5,1,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,8180,9.009569671513699,1,2,0,4,0,2,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,23181,10.05113139444869,0,0,1,4,1,3,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,4595,8.432941638968646,0,2,0,3,5,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,2240,7.714677473800927,1,2,0,0,0,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,204,5.3230099791384085,1,0,4,1,4,3,0,211.0
3,1.3862943611198906,1,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0,31.0
24,3.2188758248682006,1,1,0,4,3,4,1336,7.198183577101943,1,1,1,6,6,8,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1123,7.024649030453636,0,1,3,3,3,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,1,0,211.0
29,3.4011973816621555,1,0,2,4,1,9,117,4.770684624465665,0,0,2,5,7,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,10621,9.270682600982344,0,1,1,2,1,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,13557,9.51473205799091,0,0,2,5,7,1,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,43,3.784189633918261,0,1,3,1,3,1,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,1640,7.403061091090091,1,2,0,2,0,8,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,31.0
11,2.4849066497880004,1,0,2,1,4,1,193,5.267858159063328,0,1,3,4,3,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1097,7.001245622069476,0,2,2,5,7,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,130,4.875197323201151,1,1,0,4,0,2,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,1128,7.029087564149662,1,0,3,1,8,4,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,11015,9.307104040408491,0,2,0,4,5,1,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,312,5.746203190540153,1,0,2,4,2,3,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,7,1,211.0
24,3.2188758248682006,1,1,0,4,3,4,2040,7.621195162809845,1,0,0,3,0,24,1,2311.0
25,3.258096538021482,1,0,1,0,4,5,342,5.8377304471659395,1,0,2,6,2,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,44,3.8066624897703196,1,2,4,2,4,2,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,18873,9.845540592581278,0,0,3,1,3,3,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,2290,7.736743682453495,1,1,0,1,0,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,917,6.822197390620491,0,2,2,0,7,7,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,27345,10.216325544869028,0,0,0,3,5,5,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,182,5.209486152841421,1,2,2,0,2,7,1,211.0
40,3.713572066704308,1,1,1,0,5,0,6185,8.730043953245016,0,2,0,4,5,5,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1714,7.44716835960004,1,1,4,6,4,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,2143,7.670428522190693,0,1,3,1,3,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,1529,7.333023014386481,0,2,4,3,9,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,806,6.693323668269949,1,2,1,1,6,2,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,108,4.6913478822291435,1,0,3,3,8,4,0,2311.0
13,2.6390573296152584,1,0,1,3,6,3,39,3.6888794541139363,0,0,4,4,9,13,1,211.0
15,2.772588722239781,1,0,0,0,1,5,742,6.610696044717759,1,1,2,0,2,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,14201,9.561138078742038,0,2,1,5,1,1,0,30031.0
4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0,31.0
19,2.995732273553991,1,0,1,4,5,9,1859,7.528331766707247,0,2,4,4,9,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,15440,9.644781588320864,1,2,0,5,0,40,1,30031.0
33,3.5263605246161616,1,0,0,3,5,3,17466,9.768068665428393,1,0,1,1,6,3,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,34,3.5553480614894135,1,1,4,6,4,2,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,414,6.028278520230698,1,0,4,1,4,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,1666,7.418780882750794,1,1,1,0,6,1,0,2311.0
22,3.1354942159291497,1,1,1,2,1,2,2057,7.629489916393995,0,2,2,6,7,11,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1676,7.424761761823209,1,2,1,3,6,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,18307,9.815093401773533,0,1,2,2,7,1,0,30031.0
5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,31.0
30,3.4339872044851463,1,1,0,0,2,0,708,6.5638555265321274,1,0,3,1,8,6,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,1,0,31.0
40,3.713572066704308,1,1,1,0,5,0,16319,9.700146628518098,0,2,4,2,9,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1227,7.113142108707088,0,0,2,2,7,3,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,20831,9.944245545008295,0,2,1,6,1,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,82,4.418840607796598,1,1,2,5,2,2,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,10325,9.242420265439595,0,2,0,0,5,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,27401,10.218371282413054,0,2,1,3,1,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,174,5.1647859739235145,1,0,4,6,4,6,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,17293,9.758114899520375,0,1,3,3,3,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1453,7.282073658093465,0,1,3,4,3,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,20778,9.94169814029988,1,0,3,2,8,2,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,168,5.1298987149230735,1,0,3,0,8,3,0,211.0
31,3.4657359027997265,1,0,1,1,3,1,10910,9.297526733655099,1,2,0,4,0,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,1185,7.078341579557671,0,0,0,2,5,3,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,19364,9.871222591948852,1,2,4,2,4,4,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1637,7.401231264413015,0,2,2,6,7,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,2046,7.624130585661289,1,0,1,2,6,6,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,18818,9.842622276764853,1,2,3,2,8,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,2263,7.724888439323074,0,1,3,2,3,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,164,5.10594547390058,1,2,4,3,4,4,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,147,4.997212273764115,0,0,2,0,7,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,1003,6.911747300251674,0,1,3,2,3,1,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,18663,9.834351813701266,0,0,3,1,3,1,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,181,5.204006687076795,0,1,1,6,1,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,5,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1736,7.459914766241105,1,2,1,0,6,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1257,7.1372784372603855,0,0,2,4,7,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,22821,10.035480261994625,0,0,1,1,1,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,1612,7.385851078125209,1,1,2,2,2,1,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,0,31.0
13,2.6390573296152584,1,0,1,3,6,3,89,4.499809670330265,0,2,4,5,9,1,0,211.0
27,3.332204510175204,1,0,0,2,6,7,695,6.54534966033442,0,2,0,2,5,1,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,0,31.0
10,2.3978952727983707,1,1,1,0,3,0,186,5.231108616854587,1,0,1,4,6,2,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,2046,7.624130585661289,1,0,1,2,6,6,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1740,7.462214939768189,1,0,0,4,0,3,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1141,7.040536390215956,0,1,1,0,1,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,31.0
39,3.6888794541139363,1,0,0,4,4,9,24593,10.110257789732392,0,2,3,2,3,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1200,7.0909098220799835,1,0,0,3,0,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,5517,8.615770754777232,0,0,2,1,7,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,7269,8.891511570527564,0,0,4,3,9,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1648,7.407924322559599,1,1,3,3,8,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,2,0,211.0
16,2.833213344056216,1,1,1,1,2,6,571,6.349138991379798,0,1,1,4,1,1,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
25,3.258096538021482,1,0,1,0,4,5,1533,7.335633981927201,0,0,3,0,3,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,5662,8.641709066113805,1,1,2,6,2,2,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,2304,7.742835955430749,1,0,4,1,4,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,2088,7.644440761556566,1,0,3,2,8,2,0,2311.0
8,2.1972245773362196,1,1,2,3,1,8,211,5.356586274672012,0,1,1,1,1,1,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,754,6.626717749249025,1,1,4,5,4,2,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1502,7.315218389752975,1,2,2,4,2,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,12410,9.426338455129521,1,2,0,6,0,1,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,5447,8.60300384782935,0,2,2,1,7,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,747,6.617402977974478,0,0,2,5,7,1,0,2311.0
13,2.6390573296152584,1,0,1,3,6,3,115,4.7535901911063645,0,1,0,3,5,1,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,15547,9.651687291972113,0,1,2,0,7,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,18538,9.827631900232593,1,1,3,2,8,2,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,367,5.908082938168931,0,1,2,3,7,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,11243,9.327589932026422,0,2,3,1,3,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,681,6.525029657843462,0,0,1,2,1,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,369,5.91350300563827,0,0,4,5,9,3,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,23028,10.044509570248016,1,0,3,5,8,4,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1108,7.011213987350367,1,1,3,2,8,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,3,1,31.0
39,3.6888794541139363,1,0,0,4,4,9,12635,9.444305161921976,0,2,0,0,5,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,17315,9.759386208561871,0,2,0,4,5,1,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,0,31.0
26,3.295836866004329,1,1,2,1,5,6,2212,7.70210434005105,1,1,2,0,2,2,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1421,7.259819610363186,0,2,1,0,1,29,1,2311.0
34,3.5553480614894135,1,1,1,4,6,4,16422,9.70643807033756,1,0,2,0,2,34,1,30031.0
37,3.6375861597263857,1,0,1,2,2,7,28961,10.273739904888547,0,2,1,2,1,1,0,30031.0
4,1.6094379124341003,1,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,0,31.0
30,3.4339872044851463,1,1,0,0,2,0,927,6.833031732786201,0,0,2,3,7,3,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,1677,7.425357887027151,0,0,2,4,7,3,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,27535,10.22324951845132,0,1,0,4,5,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,102,4.634728988229636,1,0,2,4,2,6,0,211.0
15,2.772588722239781,1,0,0,0,1,5,905,6.80903930604298,0,2,0,2,5,5,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,148,5.003946305945459,1,1,3,1,8,1,0,211.0
29,3.4011973816621555,1,0,2,4,1,9,687,6.5337888379333435,0,0,2,1,7,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1986,7.594381242551817,1,0,1,5,6,2,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,6262,8.742414582525413,1,1,2,4,2,1,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,116,4.762173934797756,1,2,1,4,6,1,0,211.0
31,3.4657359027997265,1,0,1,1,3,1,13336,9.498297406622395,1,1,1,1,6,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1335,7.197435354096591,0,0,0,5,5,3,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,1608,7.3833681469923835,1,0,3,5,8,4,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,2019,7.61085279039525,0,0,4,3,9,3,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,4976,8.512582578858554,1,2,1,6,6,8,0,30031.0
24,3.2188758248682006,1,1,0,4,3,4,2114,7.656810091480378,1,2,4,0,4,2,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1321,7.186901020411631,0,1,1,5,1,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,302,5.713732805509369,1,2,2,1,2,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,1851,7.524021415206125,0,0,1,3,1,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,1,0,211.0
12,2.5649493574615367,1,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,1,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,180,5.198497031265826,1,0,0,5,0,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,27787,10.232359551812772,0,1,2,4,7,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1535,7.336936913707618,0,2,0,2,5,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,2158,7.677400430514807,1,1,3,2,8,26,1,2311.0
32,3.4965075614664802,1,1,2,2,4,2,20727,9.939240722241946,0,0,2,0,7,1,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1513,7.322510433997394,0,1,3,1,3,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1753,7.469654172932128,0,1,3,3,3,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,952,6.859614903654202,1,1,2,0,2,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,26807,10.196455629417146,0,2,2,4,7,1,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,416,6.0330862217988015,1,2,1,3,6,2,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1627,7.395107546562485,0,1,2,3,7,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,1779,7.484368643286131,0,0,4,1,9,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1551,7.347299700743164,0,0,1,4,1,3,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,11727,9.369734424126433,0,0,2,2,7,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,18533,9.827362162146636,0,2,3,4,3,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1800,7.496097345175956,1,0,0,1,0,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,8252,9.018332049592685,1,2,2,6,2,4,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,73,4.30406509320417,0,1,3,3,3,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,10870,9.293853972204001,1,1,0,6,0,2,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,831,6.723832440821209,0,0,1,5,1,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,15267,9.63351441386512,0,0,2,0,7,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,10009,9.211339872309265,0,1,4,6,9,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,830,6.7226297948554485,1,2,0,4,0,2,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,88,4.48863636973214,1,1,3,4,8,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,27559,10.224120725127595,0,1,4,0,9,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,10397,9.24936875894366,0,2,2,2,7,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,21403,9.971333099431195,0,1,3,4,3,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,3488,8.157370441186774,1,2,3,2,8,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,28537,10.258991811490521,0,1,2,5,7,1,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,107,4.68213122712422,0,2,2,2,7,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,10116,9.22197245620589,1,0,1,1,6,3,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,1074,6.980075940561763,1,0,4,3,4,3,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,1090,6.994849985833071,1,1,0,5,0,10,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,13594,9.51745735706657,1,1,4,0,4,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1105,7.00850518208228,0,1,0,6,5,17,1,2311.0
30,3.4339872044851463,1,1,0,0,2,0,1698,7.4377951216719325,1,0,3,4,8,6,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,31.0
9,2.302585092994046,1,0,0,4,2,9,67,4.219507705176107,0,1,2,4,7,1,0,211.0
13,2.6390573296152584,1,0,1,3,6,3,171,5.147494476813453,0,0,1,3,1,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,12338,9.420520256898534,1,2,3,4,8,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,6,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,1558,7.351799869057777,1,1,3,4,8,2,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,9362,9.14452103093889,1,2,2,3,2,2,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,1252,7.133295954896068,1,1,2,6,2,2,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,1788,7.489412083508719,1,0,3,3,8,3,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,396,5.983936280687191,1,0,1,4,6,4,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,527,6.269096283706261,0,2,2,2,7,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,194,5.272999558563747,1,2,4,5,4,2,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,1355,7.212294468500341,0,2,0,4,5,1,0,2311.0
1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,7.0
16,2.833213344056216,1,1,1,1,2,6,641,6.464588303689961,0,2,1,4,1,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,10824,9.28961355287069,1,0,4,2,4,8,0,30031.0
24,3.2188758248682006,1,1,0,4,3,4,1976,7.589335823170617,1,2,1,2,6,8,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,23064,10.04607159599192,1,0,4,6,4,8,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,12549,9.43747594455993,0,0,4,5,9,1,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,744,6.61338421837956,1,0,4,2,4,3,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,177,5.181783550292085,0,0,2,2,7,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,28909,10.271942835010393,0,1,4,6,9,1,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,104,4.653960350157523,1,2,4,6,4,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,9,1,211.0
34,3.5553480614894135,1,1,1,4,6,4,15566,9.65290856803585,1,2,1,5,6,2,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,29057,10.277049111631284,0,2,2,0,7,1,0,30031.0
10,2.3978952727983707,1,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,2,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,1765,7.476472381163905,0,1,0,1,5,5,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,440,6.089044875446846,1,2,0,6,0,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,6683,8.807471889715284,0,2,3,5,3,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,7387,8.90761234131913,0,1,2,2,7,1,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,18454,9.8230906154641,1,1,4,2,4,1,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,17069,9.745077815788486,0,2,4,3,9,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,4056,8.308199063206446,1,0,1,3,6,1,0,30031.0
36,3.6109179126442243,1,1,0,1,1,6,25966,10.164581780078812,1,1,1,3,6,2,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,3,0,211.0
12,2.5649493574615367,1,1,0,2,5,2,189,5.247024072160486,0,0,4,0,9,3,0,211.0
34,3.5553480614894135,1,1,1,4,6,4,22553,10.023667712792234,0,2,3,6,3,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,2117,7.658227526161352,0,2,2,3,7,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1583,7.367708572374371,0,2,3,1,3,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1315,7.182352111885263,0,1,0,6,5,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,5655,8.640472207576408,0,0,0,6,5,3,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,31.0
8,2.1972245773362196,1,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,1773,7.480992162869525,0,0,3,2,3,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,19774,9.892173792635855,1,1,4,6,4,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,2039,7.620705086838262,0,2,4,2,9,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,983,6.891625897052253,0,2,3,3,3,1,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,25554,10.14858827120238,1,0,4,4,4,3,0,30031.0
11,2.4849066497880004,1,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0,211.0
12,2.5649493574615367,1,1,0,2,5,2,125,4.836281906951478,0,2,0,6,5,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,8222,9.014690384970896,1,2,2,4,2,1,0,30031.0
