slot_R,slot_R_abs_log1p,slot_R_is_even,slot_R_mod3,slot_R_mod5,slot_R_mod7,slot_R_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,slot_triangle_name,gcd_all,n_multiple_pairs,y
90,4.51085950651685,1,0,0,6,0,29,3.4011973816621555,0,2,4,1,9,2,1,0,15660.0
68,4.23410650459726,1,2,3,5,8,27,3.332204510175204,0,0,2,6,7,2,1,0,11016.0
40,3.713572066704308,1,1,0,5,0,17,2.8903717578961645,0,2,2,3,7,0,1,0,4080.0
74,4.31748811353631,1,2,4,4,4,27,3.332204510175204,0,0,2,6,7,1,1,0,11988.0
98,4.59511985013459,1,2,3,0,8,22,3.1354942159291497,1,1,2,1,2,0,2,0,12936.0
18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,3,2,0,864.0
72,4.290459441148391,1,0,2,2,2,29,3.4011973816621555,0,2,4,1,9,2,1,0,12528.0
44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,0,792.0
89,4.499809670330265,0,2,4,5,9,24,3.2188758248682006,1,0,4,3,4,2,1,0,12816.0
98,4.59511985013459,1,2,3,0,8,14,2.70805020110221,1,2,4,0,4,1,14,1,8232.0
80,4.394449154672439,1,2,0,3,0,26,3.295836866004329,1,2,1,5,6,3,2,0,12480.0
44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,1,4,1,1056.0
47,3.871201010907891,0,2,2,5,7,17,2.8903717578961645,0,2,2,3,7,1,1,0,4794.0
50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,2,10,1,3000.0
52,3.970291913552122,1,1,2,3,2,22,3.1354942159291497,1,1,2,1,2,3,2,0,6864.0
48,3.8918202981106265,1,0,3,6,8,14,2.70805020110221,1,2,4,0,4,1,2,0,4032.0
46,3.8501476017100584,1,1,1,4,6,9,2.302585092994046,0,0,4,2,9,0,1,0,2484.0
91,4.5217885770490405,0,1,1,0,1,19,2.995732273553991,0,1,4,5,9,3,1,0,10374.0
61,4.127134385045092,0,1,1,5,1,23,3.1780538303479458,0,2,3,2,3,0,1,0,8418.0
93,4.543294782270004,0,0,3,2,3,1,0.6931471805599453,0,1,1,1,1,3,1,1,558.0
61,4.127134385045092,0,1,1,5,1,27,3.332204510175204,0,0,2,6,7,0,1,0,9882.0
46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,3,1,0,3588.0
23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,0,1,0,276.0
81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,2,1,0,972.0
66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,1,11,1,4356.0
42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,0,1,1,252.0
77,4.356708826689592,0,2,2,0,7,13,2.6390573296152584,0,1,3,6,3,2,1,0,6006.0
92,4.532599493153256,1,2,2,1,2,30,3.4339872044851463,1,0,0,2,0,0,2,0,16560.0
99,4.605170185988092,0,0,4,1,9,17,2.8903717578961645,0,2,2,3,7,0,1,0,10098.0
42,3.7612001156935624,1,0,2,0,2,11,2.4849066497880004,0,2,1,4,1,3,1,0,2772.0
60,4.110873864173311,1,0,0,4,0,11,2.4849066497880004,0,2,1,4,1,0,1,0,3960.0
66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,0,3,1,1188.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,0,3,1,486.0
87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,1,0,3654.0
50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,1,10,0,6000.0
10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,1,1,60.0
49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,2,1,0,2646.0
56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,3,4,0,4032.0
32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,2,4,0,2304.0
59,4.0943445622221,0,2,4,3,9,14,2.70805020110221,1,2,4,0,4,2,1,0,4956.0
51,3.9512437185814275,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,1,3,0,1836.0
84,4.442651256490317,1,0,4,0,4,13,2.6390573296152584,0,1,3,6,3,0,1,0,6552.0
64,4.174387269895637,1,1,4,1,4,29,3.4011973816621555,0,2,4,1,9,2,1,0,11136.0
96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,6,1,3456.0
82,4.418840607796598,1,1,2,5,2,25,3.258096538021482,0,1,0,4,5,1,1,0,12300.0
63,4.1588830833596715,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,0,1,0,8694.0
80,4.394449154672439,1,2,0,3,0,19,2.995732273553991,0,1,4,5,9,0,1,0,9120.0
99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,1,0,2376.0
34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,2,1,0,612.0
81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,1,0,972.0
73,4.30406509320417,0,1,3,3,3,22,3.1354942159291497,1,1,2,1,2,0,1,0,9636.0
54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,3,6,0,7776.0
88,4.48863636973214,1,1,3,4,8,21,3.091042453358316,0,0,1,0,1,1,1,0,11088.0
41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,1,0,738.0
80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,0,2,1,960.0
86,4.465908118654584,1,2,1,2,6,20,3.044522437723423,1,2,0,6,0,2,2,0,10320.0
95,4.564348191467836,0,2,0,4,5,24,3.2188758248682006,1,0,4,3,4,1,1,0,13680.0
66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,1,3,1,1188.0
61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,3,1,0,2562.0
39,3.6888794541139363,0,0,4,4,9,16,2.833213344056216,1,1,1,2,6,2,1,0,3744.0
66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,2,3,1,1188.0
90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,2,5,1,2700.0
63,4.1588830833596715,0,0,3,0,3,26,3.295836866004329,1,2,1,5,6,2,1,0,9828.0
52,3.970291913552122,1,1,2,3,2,9,2.302585092994046,0,0,4,2,9,1,1,0,2808.0
85,4.454347296253507,0,1,0,1,5,10,2.3978952727983707,1,1,0,3,0,3,5,0,5100.0
75,4.330733340286331,0,0,0,5,5,23,3.1780538303479458,0,2,3,2,3,3,1,0,10350.0
53,3.9889840465642745,0,2,3,4,3,16,2.833213344056216,1,1,1,2,6,0,1,0,5088.0
78,4.3694478524670215,1,0,3,1,8,9,2.302585092994046,0,0,4,2,9,2,3,0,4212.0
35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,1,0,630.0
49,3.912023005428146,0,1,4,0,9,18,2.9444389791664403,1,0,3,4,8,3,1,0,5292.0
61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,2,1,0,4026.0
74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1,0,1332.0
41,3.7376696182833684,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,2,1,0,3936.0
57,4.060443010546419,0,0,2,1,7,13,2.6390573296152584,0,1,3,6,3,1,1,0,4446.0
21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,0,3,0,1134.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,0,2,0,720.0
66,4.204692619390966,1,0,1,3,6,17,2.8903717578961645,0,2,2,3,7,3,1,0,6732.0
89,4.499809670330265,0,2,4,5,9,21,3.091042453358316,0,0,1,0,1,0,1,0,11214.0
79,4.382026634673881,0,1,4,2,9,16,2.833213344056216,1,1,1,2,6,3,1,0,7584.0
61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,1,1,0,1098.0
68,4.23410650459726,1,2,3,5,8,26,3.295836866004329,1,2,1,5,6,1,2,0,10608.0
87,4.477336814478207,0,0,2,3,7,15,2.772588722239781,0,0,0,1,5,1,3,0,7830.0
63,4.1588830833596715,0,0,3,0,3,29,3.4011973816621555,0,2,4,1,9,2,1,0,10962.0
58,4.07753744390572,1,1,3,2,8,24,3.2188758248682006,1,0,4,3,4,0,2,0,8352.0
86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,1,0,6708.0
54,4.007333185232471,1,0,4,5,4,27,3.332204510175204,0,0,2,6,7,3,27,1,8748.0
81,4.406719247264253,0,0,1,4,1,22,3.1354942159291497,1,1,2,1,2,1,1,0,10692.0
60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,1,4,0,2880.0
61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,1,1,0,1830.0
100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,3,1,0,1800.0
57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,3,1,0,684.0
31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,1,0,1116.0
42,3.7612001156935624,1,0,2,0,2,10,2.3978952727983707,1,1,0,3,0,2,2,0,2520.0
74,4.31748811353631,1,2,4,4,4,25,3.258096538021482,0,1,0,4,5,3,1,0,11100.0
54,4.007333185232471,1,0,4,5,4,19,2.995732273553991,0,1,4,5,9,1,1,0,6156.0
51,3.9512437185814275,0,0,1,2,1,15,2.772588722239781,0,0,0,1,5,3,3,0,4590.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,2,3,0,756.0
81,4.406719247264253,0,0,1,4,1,24,3.2188758248682006,1,0,4,3,4,0,3,0,11664.0
57,4.060443010546419,0,0,2,1,7,4,1.6094379124341003,1,1,4,4,4,2,1,0,1368.0
99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,3,1,0,1188.0
76,4.343805421853684,1,1,1,6,6,20,3.044522437723423,1,2,0,6,0,0,4,0,9120.0
47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,1,0,1974.0
61,4.127134385045092,0,1,1,5,1,12,2.5649493574615367,1,0,2,5,2,1,1,0,4392.0
75,4.330733340286331,0,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1,0,3600.0
46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,1,23,1,6348.0
49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,1,0,2352.0
85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1,0,1530.0
96,4.574710978503383,1,0,1,5,6,12,2.5649493574615367,1,0,2,5,2,2,12,1,6912.0
49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,0,1,0,1470.0
62,4.143134726391533,1,2,2,6,2,26,3.295836866004329,1,2,1,5,6,0,2,0,9672.0
100,4.61512051684126,1,1,0,2,0,27,3.332204510175204,0,0,2,6,7,1,1,0,16200.0
60,4.110873864173311,1,0,0,4,0,14,2.70805020110221,1,2,4,0,4,2,2,0,5040.0
75,4.330733340286331,0,0,0,5,5,25,3.258096538021482,0,1,0,4,5,1,25,1,11250.0
48,3.8918202981106265,1,0,3,6,8,19,2.995732273553991,0,1,4,5,9,2,1,0,5472.0
91,4.5217885770490405,0,1,1,0,1,20,3.044522437723423,1,2,0,6,0,2,1,0,10920.0
38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,1,1,0,1140.0
90,4.51085950651685,1,0,0,6,0,26,3.295836866004329,1,2,1,5,6,2,2,0,14040.0
27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,3,1,1,162.0
79,4.382026634673881,0,1,4,2,9,27,3.332204510175204,0,0,2,6,7,2,1,0,12798.0
47,3.871201010907891,0,2,2,5,7,12,2.5649493574615367,1,0,2,5,2,0,1,0,3384.0
38,3.6635616461296463,1,2,3,3,8,17,2.8903717578961645,0,2,2,3,7,0,1,0,3876.0
37,3.6375861597263857,0,1,2,2,7,14,2.70805020110221,1,2,4,0,4,1,1,0,3108.0
35,3.58351893845611,0,2,0,0,5,11,2.4849066497880004,0,2,1,4,1,2,1,0,2310.0
61,4.127134385045092,0,1,1,5,1,17,2.8903717578961645,0,2,2,3,7,2,1,0,6222.0
42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,0,3,0,3780.0
78,4.3694478524670215,1,0,3,1,8,26,3.295836866004329,1,2,1,5,6,0,26,1,12168.0
63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,1,1,0,756.0
76,4.343805421853684,1,1,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,1,0,13224.0
98,4.59511985013459,1,2,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,2,0,7056.0
83,4.430816798843313,0,2,3,6,3,2,1.0986122886681098,1,2,2,2,2,3,1,0,996.0
91,4.5217885770490405,0,1,1,0,1,16,2.833213344056216,1,1,1,2,6,1,1,0,8736.0
67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,1,0,1206.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,0,1,0,234.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1,1,84.0
94,4.553876891600541,1,1,4,3,4,27,3.332204510175204,0,0,2,6,7,0,1,0,15228.0
65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,2,1,0,3510.0
59,4.0943445622221,0,2,4,3,9,16,2.833213344056216,1,1,1,2,6,0,1,0,5664.0
90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,0,1,0,3780.0
82,4.418840607796598,1,1,2,5,2,24,3.2188758248682006,1,0,4,3,4,2,2,0,11808.0
69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,1,1,0,2070.0
72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,4,1,1728.0
79,4.382026634673881,0,1,4,2,9,16,2.833213344056216,1,1,1,2,6,1,1,0,7584.0
94,4.553876891600541,1,1,4,3,4,24,3.2188758248682006,1,0,4,3,4,3,2,0,13536.0
100,4.61512051684126,1,1,0,2,0,11,2.4849066497880004,0,2,1,4,1,1,1,0,6600.0
57,4.060443010546419,0,0,2,1,7,22,3.1354942159291497,1,1,2,1,2,2,1,0,7524.0
100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,0,10,1,6000.0
95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,2,1,0,1710.0
82,4.418840607796598,1,1,2,5,2,12,2.5649493574615367,1,0,2,5,2,2,2,0,5904.0
38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,0,2,0,912.0
43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,0,1,0,1548.0
65,4.189654742026425,0,2,0,2,5,20,3.044522437723423,1,2,0,6,0,2,5,0,7800.0
61,4.127134385045092,0,1,1,5,1,21,3.091042453358316,0,0,1,0,1,3,1,0,7686.0
99,4.605170185988092,0,0,4,1,9,26,3.295836866004329,1,2,1,5,6,2,1,0,15444.0
87,4.477336814478207,0,0,2,3,7,10,2.3978952727983707,1,1,0,3,0,2,1,0,5220.0
67,4.219507705176107,0,1,2,4,7,11,2.4849066497880004,0,2,1,4,1,3,1,0,4422.0
84,4.442651256490317,1,0,4,0,4,25,3.258096538021482,0,1,0,4,5,2,1,0,12600.0
97,4.584967478670572,0,1,2,6,7,25,3.258096538021482,0,1,0,4,5,3,1,0,14550.0
88,4.48863636973214,1,1,3,4,8,12,2.5649493574615367,1,0,2,5,2,3,4,0,6336.0
81,4.406719247264253,0,0,1,4,1,18,2.9444389791664403,1,0,3,4,8,0,9,0,8748.0
41,3.7376696182833684,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,1,1,0,3936.0
30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,0,6,0,2160.0
57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,0,1,0,684.0
99,4.605170185988092,0,0,4,1,9,19,2.995732273553991,0,1,4,5,9,2,1,0,11286.0
39,3.6888794541139363,0,0,4,4,9,1,0.6931471805599453,0,1,1,1,1,0,1,1,234.0
57,4.060443010546419,0,0,2,1,7,5,1.791759469228055,0,2,0,5,5,0,1,0,1710.0
30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,3,2,0,1440.0
37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,2,1,0,3774.0
45,3.828641396489095,0,0,0,3,5,14,2.70805020110221,1,2,4,0,4,0,1,0,3780.0
92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,4,0,4416.0
71,4.276666119016055,0,2,1,1,1,19,2.995732273553991,0,1,4,5,9,1,1,0,8094.0
31,3.4657359027997265,0,1,1,3,1,12,2.5649493574615367,1,0,2,5,2,1,1,0,2232.0
92,4.532599493153256,1,2,2,1,2,9,2.302585092994046,0,0,4,2,9,2,1,0,4968.0
89,4.499809670330265,0,2,4,5,9,26,3.295836866004329,1,2,1,5,6,1,1,0,13884.0
60,4.110873864173311,1,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,2,30,1,10800.0
69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,3,1,0,7866.0
99,4.605170185988092,0,0,4,1,9,23,3.1780538303479458,0,2,3,2,3,3,1,0,13662.0
98,4.59511985013459,1,2,3,0,8,12,2.5649493574615367,1,0,2,5,2,1,2,0,7056.0
22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,0,2,0,1320.0
33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,0,3,0,2376.0
88,4.48863636973214,1,1,3,4,8,27,3.332204510175204,0,0,2,6,7,2,1,0,14256.0
88,4.48863636973214,1,1,3,4,8,18,2.9444389791664403,1,0,3,4,8,3,2,0,9504.0
55,4.02535169073515,0,1,0,6,5,24,3.2188758248682006,1,0,4,3,4,0,1,0,7920.0
72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,3,2,0,6048.0
38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,3,2,1,456.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,3,1,0,360.0
87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,0,1,0,3654.0
77,4.356708826689592,0,2,2,0,7,22,3.1354942159291497,1,1,2,1,2,0,11,0,10164.0
54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,1,2,0,6480.0
92,4.532599493153256,1,2,2,1,2,3,1.3862943611198906,0,0,3,3,3,3,1,0,1656.0
42,3.7612001156935624,1,0,2,0,2,21,3.091042453358316,0,0,1,0,1,1,21,1,5292.0
96,4.574710978503383,1,0,1,5,6,4,1.6094379124341003,1,1,4,4,4,2,4,1,2304.0
59,4.0943445622221,0,2,4,3,9,17,2.8903717578961645,0,2,2,3,7,2,1,0,6018.0
77,4.356708826689592,0,2,2,0,7,26,3.295836866004329,1,2,1,5,6,2,1,0,12012.0
40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,0,2,0,4320.0
68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,1,1,0,2040.0
44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,3,4,0,2112.0
57,4.060443010546419,0,0,2,1,7,28,3.367295829986474,1,1,3,0,8,0,1,0,9576.0
90,4.51085950651685,1,0,0,6,0,23,3.1780538303479458,0,2,3,2,3,2,1,0,12420.0
41,3.7376696182833684,0,2,1,6,1,19,2.995732273553991,0,1,4,5,9,3,1,0,4674.0
65,4.189654742026425,0,2,0,2,5,12,2.5649493574615367,1,0,2,5,2,2,1,0,4680.0
40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,2,2,0,4320.0
96,4.574710978503383,1,0,1,5,6,27,3.332204510175204,0,0,2,6,7,2,3,0,15552.0
61,4.127134385045092,0,1,1,5,1,28,3.367295829986474,1,1,3,0,8,0,1,0,10248.0
83,4.430816798843313,0,2,3,6,3,9,2.302585092994046,0,0,4,2,9,2,1,0,4482.0
34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,0,1,5,0,1,0,3060.0
71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,3,1,0,6390.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,1,0,456.0
52,3.970291913552122,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,1,4,0,6240.0
84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,1,1008.0
94,4.553876891600541,1,1,4,3,4,17,2.8903717578961645,0,2,2,3,7,2,1,0,9588.0
92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,3,4,0,4416.0
34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,1,2,0,816.0
67,4.219507705176107,0,1,2,4,7,24,3.2188758248682006,1,0,4,3,4,1,1,0,9648.0
45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,1,5,0,5400.0
100,4.61512051684126,1,1,0,2,0,22,3.1354942159291497,1,1,2,1,2,1,2,0,13200.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,0,1,0,414.0
43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,2,1,0,1290.0
28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,2,1,0,840.0
31,3.4657359027997265,0,1,1,3,1,13,2.6390573296152584,0,1,3,6,3,1,1,0,2418.0
97,4.584967478670572,0,1,2,6,7,14,2.70805020110221,1,2,4,0,4,1,1,0,8148.0
92,4.532599493153256,1,2,2,1,2,13,2.6390573296152584,0,1,3,6,3,1,1,0,7176.0
85,4.454347296253507,0,1,0,1,5,28,3.367295829986474,1,1,3,0,8,2,1,0,14280.0
62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,1,2,0,7440.0
32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,3,2,0,1152.0
48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,4,1,1152.0
46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,0,2,1,552.0
51,3.9512437185814275,0,0,1,2,1,13,2.6390573296152584,0,1,3,6,3,2,1,0,3978.0
74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,2,1,0,3996.0
71,4.276666119016055,0,2,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,1,0,9372.0
86,4.465908118654584,1,2,1,2,6,30,3.4339872044851463,1,0,0,2,0,1,2,0,15480.0
64,4.174387269895637,1,1,4,1,4,22,3.1354942159291497,1,1,2,1,2,1,2,0,8448.0
62,4.143134726391533,1,2,2,6,2,6,1.9459101490553132,1,0,1,6,6,2,2,0,2232.0
58,4.07753744390572,1,1,3,2,8,29,3.4011973816621555,0,2,4,1,9,1,29,1,10092.0
65,4.189654742026425,0,2,0,2,5,26,3.295836866004329,1,2,1,5,6,0,13,0,10140.0
56,4.04305126783455,1,2,1,0,6,20,3.044522437723423,1,2,0,6,0,0,4,0,6720.0
78,4.3694478524670215,1,0,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1,1,468.0
41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,0,1,0,4920.0
57,4.060443010546419,0,0,2,1,7,11,2.4849066497880004,0,2,1,4,1,1,1,0,3762.0
84,4.442651256490317,1,0,4,0,4,19,2.995732273553991,0,1,4,5,9,2,1,0,9576.0
66,4.204692619390966,1,0,1,3,6,27,3.332204510175204,0,0,2,6,7,3,3,0,10692.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,0,108.0
93,4.543294782270004,0,0,3,2,3,18,2.9444389791664403,1,0,3,4,8,0,3,0,10044.0
57,4.060443010546419,0,0,2,1,7,10,2.3978952727983707,1,1,0,3,0,2,1,0,3420.0
60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,3,4,0,10080.0
27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,2,1,0,2106.0
40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,0,10,1,2400.0
50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,3,1,1,300.0
62,4.143134726391533,1,2,2,6,2,22,3.1354942159291497,1,1,2,1,2,1,2,0,8184.0
100,4.61512051684126,1,1,0,2,0,7,2.0794415416798357,0,1,2,0,7,0,1,0,4200.0
72,4.290459441148391,1,0,2,2,2,26,3.295836866004329,1,2,1,5,6,3,2,0,11232.0
90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,6,1,3240.0
53,3.9889840465642745,0,2,3,4,3,25,3.258096538021482,0,1,0,4,5,1,1,0,7950.0
51,3.9512437185814275,0,0,1,2,1,19,2.995732273553991,0,1,4,5,9,1,1,0,5814.0
51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,2,1,0,2142.0
69,4.248495242049359,0,0,4,6,9,13,2.6390573296152584,0,1,3,6,3,2,1,0,5382.0
68,4.23410650459726,1,2,3,5,8,20,3.044522437723423,1,2,0,6,0,1,4,0,8160.0
63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,1,0,1890.0
57,4.060443010546419,0,0,2,1,7,19,2.995732273553991,0,1,4,5,9,0,19,1,6498.0
100,4.61512051684126,1,1,0,2,0,13,2.6390573296152584,0,1,3,6,3,1,1,0,7800.0
54,4.007333185232471,1,0,4,5,4,19,2.995732273553991,0,1,4,5,9,3,1,0,6156.0
65,4.189654742026425,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,2,1,0,4290.0
100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,4,1,2400.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1,0,84.0
76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,1,0,1368.0
79,4.382026634673881,0,1,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,1,0,1422.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,2,3,1,486.0
70,4.2626798770413155,1,1,0,0,0,23,3.1780538303479458,0,2,3,2,3,3,1,0,9660.0
