slot_total_listed,slot_total_listed_abs_log1p,slot_total_listed_is_even,slot_total_listed_mod3,slot_total_listed_mod5,slot_total_listed_mod7,slot_total_listed_mod10,slot_alice_name,slot_bob_name,gcd_all,y
33469,10.418404794205372,0,1,4,2,9,2,0,33469,53.0
243910,12.40455868363802,1,1,0,2,0,4,3,243910,110.0
14934,9.61146273065021,1,0,4,3,4,2,2,14934,66.0
279056,12.53917134101215,1,2,1,1,6,2,1,279056,49.0
125703,11.741685215869968,0,0,3,4,3,1,1,125703,99.0
325389,12.692779741887357,0,0,4,1,9,4,1,325389,115.0
149868,11.917516858167325,1,0,3,5,8,0,3,149868,74.0
265047,12.487666220641398,0,0,2,6,7,4,1,265047,68.0
343090,12.74575099708308,1,1,0,6,0,2,0,343090,99.0
121881,11.710808642548207,0,0,1,4,1,1,1,121881,94.0
366884,12.81280372643323,1,2,4,0,4,1,2,366884,95.0
1250,7.1316985104669115,1,2,0,4,0,4,0,1250,34.0
126149,11.745226954069203,0,2,4,2,9,4,1,126149,104.0
446284,13.008713040372955,1,1,4,6,4,0,4,446284,124.0
246834,12.416475376193548,1,0,4,0,4,4,4,246834,90.0
359937,12.79368707337812,0,0,2,4,7,4,1,359937,112.0
326241,12.695394716245596,0,0,1,6,1,2,3,326241,113.0
375798,12.836809704968074,1,0,3,3,8,1,1,375798,141.0
80530,11.296397482445013,1,1,0,2,0,2,0,80530,81.0
457125,13.032714343034742,0,0,0,4,5,2,4,457125,134.0
169692,12.041746201108138,1,0,2,5,2,0,2,169692,95.0
97884,11.491548599210644,1,0,4,3,4,0,3,97884,111.0
35984,10.490857463941905,1,2,4,4,4,4,0,35984,52.0
258877,12.464112187235276,0,1,2,3,7,4,3,258877,131.0
47133,10.760749887948041,0,0,3,2,3,0,0,47133,68.0
77398,11.256729139597715,1,1,3,6,8,1,4,77398,81.0
445,6.100318952020064,0,1,0,4,5,3,4,445,36.0
122034,11.712063167817591,1,0,4,3,4,3,2,122034,105.0
212730,12.267783735749537,1,0,0,0,0,0,0,212730,127.0
324084,12.688761106046869,1,0,4,5,4,0,4,324084,115.0
488132,13.098343188686343,1,2,2,1,2,0,0,488132,124.0
327713,12.699896555776178,0,2,3,1,3,4,2,327713,43.0
37133,10.522288270967417,0,2,3,5,3,1,0,37133,46.0
374734,12.833974388479298,1,1,4,3,4,2,0,374734,133.0
124072,11.728625381043033,1,1,2,4,2,1,1,124072,91.0
36571,10.507038199284317,0,1,1,3,1,4,1,36571,76.0
446337,13.008831791514394,0,0,2,3,7,3,1,446337,119.0
363954,12.804785512602882,1,0,4,3,4,3,3,363954,105.0
51969,10.858421908002487,0,0,4,1,9,0,4,51969,63.0
78094,11.265681313291823,1,1,4,2,4,3,3,78094,62.0
175592,12.075924096062849,1,2,2,4,2,2,3,175592,105.0
309442,12.642529186132853,1,1,2,0,2,3,2,309442,91.0
453341,13.024402086508443,0,2,1,0,1,3,4,453341,132.0
199878,12.205467462443826,1,0,3,0,8,2,1,199878,78.0
104191,11.553990629922158,0,1,1,3,1,4,4,104191,103.0
243489,12.40283115289967,0,0,4,1,9,4,1,243489,115.0
81142,11.303968309209806,1,1,2,5,2,4,2,81142,98.0
455148,13.028380116853135,1,0,3,1,8,3,2,455148,132.0
11797,9.37568530456302,0,1,2,2,7,1,3,11797,56.0
174787,12.071329089961477,0,1,2,4,7,4,1,174787,88.0
83577,11.333535606545942,0,0,2,4,7,3,1,83577,76.0
390833,12.876038196389937,0,2,3,2,3,0,2,390833,135.0
457631,13.033820646672662,0,2,1,6,1,2,0,457631,149.0
209792,12.253876609278079,1,2,2,2,2,1,3,209792,89.0
252196,12.437965807121033,1,1,1,0,6,2,0,252196,109.0
481512,13.08468850881743,1,0,2,3,2,0,2,481512,119.0
143670,11.875281242375891,1,0,0,2,0,2,2,143670,70.0
325132,12.691989608369031,1,1,2,3,2,4,1,325132,105.0
267120,12.495457018246348,1,0,0,0,0,1,4,267120,69.0
449824,13.016613897220719,1,1,4,4,4,3,1,449824,119.0
245771,12.412159555874391,0,2,1,1,1,4,4,245771,73.0
66718,11.108245048910714,1,1,3,1,8,4,2,66718,50.0
264858,12.486952887894276,1,0,3,6,8,0,2,264858,60.0
394717,12.885926864867493,0,1,2,1,7,1,0,394717,85.0
449123,13.015054297861713,0,2,3,3,3,1,3,449123,119.0
459633,13.038185799592174,0,0,3,6,3,4,0,459633,92.0
470081,13.060662426553561,0,2,1,3,1,3,1,470081,99.0
367811,12.815327217047534,0,2,1,3,1,3,4,367811,106.0
206561,12.238355888450327,0,2,1,5,1,0,4,206561,92.0
248990,12.4251720302153,1,2,0,0,0,2,3,248990,111.0
112654,11.632085330139486,1,1,4,3,4,1,4,112654,81.0
338262,12.731578978406105,1,0,2,1,2,3,1,338262,88.0
274801,12.523806117324225,0,1,1,2,1,2,3,274801,74.0
189257,12.15086644253307,0,2,2,5,7,0,2,189257,94.0
243178,12.401553076661676,1,1,3,5,8,4,1,243178,125.0
123545,11.724368835336202,0,2,0,2,5,0,1,123545,90.0
9125,9.118882761487347,0,2,0,4,5,3,3,9125,51.0
313109,12.654309845482206,0,2,4,6,9,2,2,313109,89.0
370842,12.823534071430403,1,0,2,3,2,0,2,370842,97.0
269761,12.505295367765772,0,1,1,2,1,0,3,269761,80.0
489133,13.100391759547879,0,1,3,1,3,4,1,489133,139.0
469463,13.059346897374304,0,2,3,1,3,2,2,469463,115.0
379856,12.847550145088539,1,2,1,1,6,2,0,379856,118.0
69362,11.147108863114212,1,2,2,6,2,2,0,69362,78.0
456998,13.03243648169014,1,2,3,3,8,1,1,456998,127.0
282759,12.552353760284891,0,0,4,1,9,0,4,282759,61.0
394528,12.885447927339412,1,1,3,1,8,1,0,394528,63.0
145687,11.889222627775656,0,1,2,3,7,0,4,145687,77.0
428624,12.968337689765221,1,2,4,0,4,4,3,428624,87.0
242178,12.397432401139703,1,0,3,6,8,0,2,242178,90.0
326649,12.696644540268897,0,0,4,1,9,3,2,326649,139.0
213974,12.27361446474981,1,2,4,5,4,4,1,213974,94.0
171798,12.054080467793582,1,0,3,4,8,1,2,171798,99.0
410524,12.925192107360038,1,1,4,2,4,4,1,410524,91.0
126987,11.751847872787462,0,0,2,0,7,1,0,126987,82.0
457097,13.03265308890007,0,2,2,4,7,1,3,457097,129.0
427150,12.964892859674999,1,1,0,3,0,3,1,427150,81.0
58396,10.975019797633829,1,1,1,2,6,1,2,58396,68.0
332453,12.714256783642712,0,2,3,2,3,4,1,332453,77.0
165035,12.013918910902708,0,2,0,3,5,0,4,165035,66.0
310079,12.644585607684538,0,2,4,0,9,2,4,310079,114.0
446978,13.010266892626346,1,2,3,0,8,2,2,446978,93.0
116789,11.66813272927261,0,2,4,1,9,2,2,116789,75.0
351614,12.770292105999198,1,2,4,4,4,0,4,351614,123.0
490008,13.10217903726507,1,0,3,1,8,3,0,490008,127.0
491271,13.10475322487786,0,0,1,4,1,2,3,491271,144.0
75195,11.227853317033851,0,0,0,1,5,1,4,75195,77.0
359193,12.79161791148448,0,0,3,2,3,2,4,359193,119.0
12415,9.426741242423,0,1,0,4,5,2,2,12415,55.0
456621,13.031611194133488,0,0,1,4,1,3,0,456621,147.0
191907,12.16477136950622,0,0,2,2,7,1,4,191907,112.0
122951,11.719549314287148,0,2,1,3,1,4,0,122951,75.0
305046,12.62822114207827,1,0,1,0,6,3,4,305046,97.0
252511,12.43921405132076,0,1,1,0,1,4,4,252511,123.0
298299,12.60585497050284,0,0,4,1,9,3,1,298299,85.0
15220,9.630431332279667,1,1,0,2,0,2,2,15220,79.0
204937,12.230462773352249,0,1,2,5,7,1,4,204937,62.0
78454,11.27028049099317,1,1,4,5,4,3,2,78454,77.0
356724,12.784720455798777,1,0,4,4,4,0,3,356724,108.0
141511,11.860139798123344,0,1,1,6,1,1,0,141511,65.0
42464,10.656435486214109,1,2,4,2,4,0,2,42464,71.0
345771,12.753534877293026,0,0,1,6,1,2,4,345771,93.0
50232,10.824427460224394,1,0,2,0,2,4,3,50232,57.0
10423,9.251866118804681,0,1,3,0,3,0,3,10423,51.0
433667,12.980034543379839,0,2,2,3,7,3,3,433667,102.0
294353,12.592538403628556,0,2,3,3,3,1,2,294353,114.0
411739,12.9281473611633,0,1,4,6,9,4,0,411739,83.0
215498,12.280711548143943,1,2,3,3,8,2,1,215498,92.0
14862,9.606630182148894,1,0,2,1,2,0,4,14862,58.0
489168,13.100463312021938,1,0,3,1,8,0,0,489168,137.0
215557,12.280985293845177,0,1,2,6,7,2,3,215557,76.0
133226,11.799809719249712,1,2,1,2,6,2,2,133226,49.0
471814,13.064342238583004,1,1,4,0,4,0,4,471814,105.0
287061,12.567453499285662,0,0,1,5,1,4,2,287061,73.0
373024,12.829400720508623,1,1,4,1,4,4,4,373024,94.0
151920,11.931115927876299,1,0,0,6,0,2,0,151920,73.0
144224,11.87912985912509,1,2,4,3,4,2,2,144224,77.0
104729,11.55914088876719,0,2,4,2,9,0,0,104729,77.0
276529,12.530074593154767,0,1,4,1,9,2,2,276529,70.0
273648,12.519601542262446,1,0,3,4,8,4,0,273648,82.0
207588,12.243315442357511,1,0,3,3,8,3,2,207588,95.0
227964,12.33694738738097,1,0,4,2,4,4,1,227964,124.0
320780,12.678513926287843,1,2,0,5,0,1,4,320780,91.0
3495,8.159374736775426,0,0,0,2,5,4,4,3495,52.0
180501,12.103497137026096,0,0,1,6,1,1,1,180501,67.0
113830,11.642470171310983,1,1,0,3,0,4,1,113830,102.0
224717,12.32260156177412,0,2,2,3,7,1,4,224717,119.0
12994,9.47231994707559,1,1,4,2,4,4,0,12994,54.0
460947,13.041040517351941,0,0,2,4,7,2,4,460947,82.0
484669,13.091223525962933,0,1,4,3,9,4,3,484669,122.0
450732,13.01863042543476,1,0,2,2,2,4,1,450732,103.0
440112,12.994786791104119,1,0,2,1,2,4,0,440112,121.0
490933,13.104064978189605,0,1,3,2,3,3,4,490933,151.0
297556,12.603361082254185,1,1,1,0,6,3,1,297556,72.0
339032,12.7338527267576,1,2,2,1,2,0,0,339032,89.0
167126,12.02650928142314,1,2,1,1,6,0,2,167126,82.0
29908,10.305914717430841,1,1,3,4,8,2,1,29908,76.0
422231,12.953310204986991,0,2,1,5,1,3,0,422231,106.0
80200,11.2922912626048,1,1,0,1,0,0,2,80200,76.0
133963,11.80532638612195,0,1,3,4,3,3,4,133963,63.0
386883,12.865880185478359,0,0,3,0,3,2,3,386883,121.0
103654,11.548823355967214,1,1,4,5,4,1,4,103654,83.0
381508,12.851889720516194,1,1,3,1,8,4,0,381508,100.0
302837,12.620953288048032,0,2,2,3,7,1,3,302837,111.0
363847,12.804491476989478,0,1,2,1,7,3,2,363847,97.0
185048,12.128375933854821,1,2,3,3,8,4,1,185048,96.0
216572,12.285682952039492,1,2,2,6,2,0,0,216572,115.0
401466,12.902880617210203,1,0,1,2,6,0,0,401466,68.0
475566,13.072263055352753,1,0,1,0,6,0,4,475566,101.0
31265,10.35028652413727,0,2,0,3,5,0,3,31265,71.0
38072,10.547260648478273,1,2,2,6,2,2,3,38072,63.0
361574,12.798224767941933,1,2,4,3,4,3,2,361574,81.0
486047,13.094062663437745,0,2,2,2,7,2,2,486047,128.0
422671,12.954351743528118,0,1,1,4,1,4,0,422671,108.0
465025,13.04984859698486,0,1,0,1,5,1,3,465025,88.0
366475,12.811688313853601,0,1,0,4,5,4,0,366475,110.0
264443,12.485384787637757,0,2,3,4,3,1,3,264443,64.0
122431,11.715311052799924,0,1,1,1,1,1,3,122431,115.0
227438,12.334637349551233,1,2,3,1,8,2,0,227438,111.0
21869,9.992871113670814,0,2,4,1,9,3,2,21869,69.0
449075,13.01494741743409,0,2,0,4,5,2,3,449075,117.0
48251,10.784192556685275,0,2,1,0,1,3,3,48251,91.0
42299,10.65254236503437,0,2,4,5,9,4,2,42299,68.0
497354,13.117059335812423,1,2,4,4,4,3,2,497354,125.0
300616,12.613592308261467,1,1,1,1,6,1,2,300616,80.0
80638,11.297737682434654,1,1,3,5,8,2,2,80638,101.0
218615,12.295072045092756,0,2,0,5,5,3,3,218615,115.0
240056,12.388631674125469,1,2,1,5,6,3,0,240056,109.0
9942,9.204624064980074,1,0,2,2,2,1,0,9942,60.0
144770,11.882908462632694,1,2,0,3,0,1,3,144770,75.0
458221,13.035109061816598,0,1,1,1,1,4,3,458221,156.0
431370,12.974723787682725,1,0,0,2,0,3,4,431370,92.0
12134,9.403849118160702,1,2,4,3,4,0,4,12134,74.0
154555,11.94831176919427,0,1,0,2,5,4,0,154555,103.0
349798,12.765113982786108,1,1,3,1,8,2,2,349798,103.0
75435,11.231039893632255,0,0,0,3,5,4,3,75435,73.0
34173,10.43922040000822,0,0,3,6,3,0,0,34173,62.0
189363,12.151426367750144,0,0,3,6,3,3,2,189363,104.0
53897,10.894848650457261,0,2,2,4,7,1,0,53897,67.0
227087,12.333092886539038,0,2,2,0,7,4,0,227087,117.0
396226,12.889742558324961,1,1,1,5,6,2,4,396226,85.0
443577,13.002628938999479,0,0,2,1,7,3,0,443577,103.0
36409,10.502598741169479,0,1,4,2,9,1,4,36409,65.0
114142,11.64520732725677,1,1,2,0,2,0,1,114142,121.0
233105,12.35924856471832,0,2,0,5,5,1,1,233105,98.0
360336,12.794794983664644,1,0,1,4,6,1,2,360336,133.0
121865,11.71067735941954,0,2,0,2,5,1,4,121865,89.0
3033,8.017637159908478,0,0,3,2,3,0,4,3033,56.0
223027,12.315052603098307,0,1,2,0,7,4,1,223027,108.0
268794,12.501704286267652,1,0,4,1,4,2,3,268794,85.0
141567,11.860535446001897,0,0,2,6,7,1,3,141567,80.0
326166,12.695164799122043,1,0,1,1,6,1,3,326166,109.0
134111,11.806430550724798,0,2,1,5,1,0,4,134111,79.0
96853,11.480959968963178,0,1,3,1,3,3,4,96853,97.0
359359,12.792079950532216,0,1,4,0,9,1,4,359359,138.0
226422,12.330160210257247,1,0,2,0,2,1,2,226422,111.0
138530,11.83884940627887,1,2,0,0,0,3,4,138530,71.0
73464,11.204564381310046,1,0,4,6,4,2,4,73464,93.0
263956,12.483541490074384,1,1,1,0,6,0,4,263956,57.0
67570,11.120934175903928,1,1,0,6,0,2,4,67570,75.0
312022,12.650832182023303,1,1,2,4,2,1,0,312022,85.0
283005,12.553223377814055,0,0,0,2,5,1,3,283005,82.0
217275,12.288923713757386,0,0,0,2,5,0,3,217275,89.0
486606,13.095212094760353,1,0,1,1,6,4,2,486606,130.0
412848,12.930837187655406,1,0,3,2,8,2,4,412848,94.0
85366,11.3547148882366,1,1,1,1,6,4,0,85366,87.0
42428,10.65558736968861,1,2,3,1,8,1,1,42428,76.0
496506,13.115352861058815,1,0,1,3,6,1,2,496506,126.0
64315,11.071563712864302,0,1,0,6,5,1,0,64315,107.0
12972,9.470625553571013,1,0,2,1,2,2,2,12972,58.0
358390,12.789379848160468,1,1,0,4,0,0,0,358390,139.0
250054,12.429436172647932,1,1,4,0,4,1,4,250054,99.0
45085,10.716327056014078,0,1,0,5,5,0,0,45085,56.0
192698,12.168884664975396,1,2,3,2,8,0,3,192698,101.0
302670,12.620401685993448,1,0,0,4,0,1,4,302670,97.0
149676,11.916234917989229,1,0,1,2,6,1,1,149676,66.0
468874,13.05809148738419,1,1,4,0,4,3,2,468874,112.0
202818,12.220069234673604,1,0,3,0,8,3,0,202818,69.0
417364,12.941716417689685,1,1,4,3,4,3,0,417364,113.0
193218,12.171579539610432,1,0,3,4,8,1,3,193218,103.0
149841,11.917336684599634,0,0,1,6,1,3,3,149841,67.0
265120,12.487941604530162,1,1,0,2,0,3,4,265120,64.0
492872,13.108006813347703,1,2,2,2,2,1,3,492872,101.0
192819,12.16951239021837,0,0,4,4,9,3,4,192819,99.0
133454,11.801519621346978,1,2,4,6,4,3,1,133454,55.0
207994,12.245269319932989,1,1,4,3,4,3,2,207994,96.0
200218,12.207167046454959,1,1,3,4,8,3,3,200218,79.0
280012,12.542591309645042,1,1,2,5,2,1,3,280012,76.0
224824,12.323077600782716,1,1,4,5,4,3,2,224824,112.0
101917,11.531923847379543,0,1,2,4,7,4,0,101917,79.0
182952,12.116984568235837,1,0,2,0,2,1,4,182952,89.0
170444,12.046167943020219,1,2,4,1,4,3,3,170444,90.0
269006,12.502492680550235,1,2,1,3,6,4,3,269006,78.0
388567,12.870223465648527,0,1,2,4,7,2,0,388567,139.0
499809,13.121983305186033,0,0,4,2,9,3,1,499809,98.0
50314,10.826058522367434,1,1,4,5,4,3,2,50314,56.0
392642,12.880656081062291,1,2,2,5,2,2,3,392642,143.0
468596,13.057498402986683,1,2,1,2,6,4,3,468596,110.0
339716,12.735868197053117,1,2,1,6,6,0,1,339716,95.0
495172,13.112662475441189,1,1,2,6,2,3,4,495172,113.0
485429,13.092790375061963,0,2,4,0,9,2,4,485429,110.0
179039,12.095364523545753,0,2,4,0,9,1,2,179039,114.0
221687,12.309026266940556,0,2,2,4,7,4,0,221687,105.0
312207,12.65142491133478,0,0,2,0,7,4,1,312207,87.0
214654,12.276787367115398,1,1,4,6,4,4,4,214654,98.0
80423,11.295067918085255,0,2,3,0,3,0,2,80423,78.0
243671,12.403578337649169,0,2,1,1,1,2,4,243671,134.0
374037,12.832112675513379,0,0,2,6,7,4,2,374037,108.0
18110,9.804274767464536,1,2,0,1,0,1,0,18110,64.0
281282,12.547116558951084,1,2,2,1,2,3,4,281282,73.0
20220,9.91447694733573,1,0,0,4,0,0,0,20220,81.0
9,2.302585092994046,0,0,4,2,9,1,0,9,5.0
196476,12.188300655094706,1,0,1,0,6,2,2,196476,143.0
136186,11.821784220271333,1,1,1,1,6,1,0,136186,82.0
440223,12.995038967260722,0,0,3,0,3,2,1,440223,133.0
31986,10.373084849239977,1,0,1,3,6,0,0,31986,93.0
482618,13.086982801476827,1,2,3,3,8,3,3,482618,131.0
178309,12.091278887528093,0,1,4,5,9,0,4,178309,85.0
419047,12.945740750815508,0,1,2,6,7,3,0,419047,104.0
37592,10.534573141833395,1,2,2,2,2,2,2,37592,63.0
16148,9.689613407229068,1,2,3,6,8,1,4,16148,77.0
433974,12.98074220773675,1,0,4,2,4,1,3,433974,124.0
355151,12.780301145833441,0,2,1,6,1,0,3,355151,113.0
259056,12.464803393688314,1,0,1,0,6,1,3,259056,138.0
156178,11.958758064327682,1,1,3,1,8,3,1,156178,64.0
171403,12.051778622096379,0,1,3,1,3,1,2,171403,94.0
86711,11.370347561495587,0,2,1,2,1,1,2,86711,80.0
307938,12.637656990392783,1,0,3,1,8,1,3,307938,95.0
32600,10.392098241730961,1,2,0,1,0,1,1,32600,100.0
100641,11.519324944550796,0,0,1,2,1,3,3,100641,61.0
423927,12.957318908473765,0,0,2,0,7,4,2,423927,141.0
452834,13.023283099703653,1,2,4,4,4,2,2,452834,117.0
74878,11.223628756361444,1,1,3,6,8,0,1,74878,69.0
148313,11.907086926907,0,2,3,4,3,2,2,148313,69.0
70507,11.163481457539843,0,1,2,3,7,0,0,70507,69.0
248957,12.425039486520873,0,2,2,2,7,1,1,248957,115.0
41034,10.622180640063812,1,0,4,0,4,1,3,41034,43.0
336838,12.727360350370967,1,1,3,5,8,2,0,336838,89.0
248810,12.42444885108848,1,2,0,2,0,2,3,248810,124.0
474293,13.06958266156428,0,2,3,1,3,2,0,474293,127.0
50623,10.832181051127325,0,1,3,6,3,4,3,50623,80.0
40160,10.600651654454007,1,2,0,1,0,0,0,40160,73.0
413278,12.931878188659686,1,1,3,5,8,4,4,413278,106.0
426732,12.963913803893677,1,0,2,5,2,3,2,426732,91.0
212661,12.267459329844385,0,0,1,1,1,4,0,212661,118.0
344356,12.749434188920723,1,1,1,5,6,2,4,344356,69.0
61396,11.025116253006695,1,1,1,6,6,2,4,61396,110.0
172922,12.060601687694225,1,2,2,1,2,0,1,172922,91.0
284027,12.556828103832812,0,2,2,2,7,4,4,284027,92.0
404159,12.909566118144264,0,2,4,0,9,1,2,404159,102.0
487391,13.09682400641523,0,2,1,2,1,0,1,487391,155.0
387068,12.866358250692974,1,2,3,3,8,0,0,387068,144.0
326273,12.69549279813179,0,2,3,3,3,0,2,326273,108.0
325336,12.692616847155412,1,1,1,4,6,1,3,325336,122.0
86772,11.37105079235144,1,0,2,0,2,0,1,86772,84.0
384929,12.860816778557174,0,2,4,6,9,3,1,384929,137.0
129836,11.774035096561096,1,2,1,0,6,2,1,129836,119.0
482839,13.087440614815064,0,1,4,0,9,0,0,482839,126.0
65843,11.095043586846975,0,2,3,1,3,3,4,65843,40.0
212701,12.267647404059025,0,1,1,6,1,3,2,212701,123.0
238955,12.384034713546676,0,2,0,3,5,4,4,238955,105.0
97631,11.488960587516397,0,2,1,2,1,4,0,97631,113.0
139691,11.847195278036242,0,2,1,6,1,2,1,139691,62.0
144144,11.878575016374095,1,0,4,0,4,4,2,144144,69.0
331298,12.710776569871117,1,2,3,2,8,3,1,331298,77.0
47010,10.758136895861702,1,0,0,5,0,0,3,47010,89.0
15736,9.663769906600864,1,1,1,0,6,3,1,15736,81.0
431758,12.975622841188304,1,1,3,5,8,3,1,431758,104.0
448713,13.014140992725375,0,0,3,6,3,0,3,448713,113.0
57070,10.952051385718224,1,1,0,6,0,3,0,57070,107.0
218207,12.293204015320379,0,2,2,3,7,4,4,218207,96.0
282088,12.549977902965031,1,1,3,2,8,0,0,282088,91.0
50488,10.829510769754663,1,1,3,4,8,2,2,50488,66.0
205110,12.23130657499676,1,0,0,3,0,3,1,205110,74.0
191752,12.163963364478693,1,1,2,1,2,0,2,191752,99.0
495984,13.114300963314284,1,0,4,6,4,4,0,495984,110.0
61643,11.029131180255268,0,2,3,1,3,1,2,61643,80.0
25706,10.154518607337229,1,2,1,2,6,2,2,25706,59.0
276663,12.530559052504003,0,0,3,2,3,4,3,276663,83.0
64565,11.075443235428446,0,2,0,4,5,2,3,64565,96.0
62127,11.036952051971449,0,0,2,2,7,0,1,62127,92.0
229856,12.345212655414974,1,2,1,4,6,0,4,229856,81.0
413608,12.932676362094346,1,1,3,6,8,0,3,413608,112.0
400089,12.899444800781415,0,0,4,4,9,3,3,400089,97.0
24613,10.111070665732282,0,1,3,1,3,0,0,24613,39.0
140352,11.851915956695178,1,0,2,2,2,3,3,140352,50.0
135479,11.816579306931708,0,2,4,1,9,3,1,135479,57.0
425912,12.961990379042557,1,2,2,4,2,2,3,425912,144.0
180749,12.104870140021012,0,2,4,2,9,1,1,180749,67.0
122012,11.71188287541561,1,2,2,2,2,1,3,122012,104.0
293768,12.590549023199854,1,2,3,6,8,3,4,293768,104.0
23647,10.071033823747928,0,1,2,1,7,2,1,23647,73.0
267249,12.495939828887291,0,0,4,3,9,2,3,267249,78.0
94341,11.454681756528737,0,0,1,2,1,3,4,94341,71.0
418560,12.944577916951793,1,0,0,2,0,2,3,418560,85.0
100837,11.521270547705727,0,1,2,2,7,4,2,100837,79.0
286466,12.56537862525676,1,2,1,5,6,4,4,286466,91.0
270444,12.507824029422997,1,0,4,6,4,0,3,270444,53.0
352799,12.773656603114773,0,2,4,6,9,4,1,352799,90.0
427806,12.966427438282922,1,0,1,1,6,2,3,427806,97.0
43892,10.689510133046271,1,2,2,2,2,3,2,43892,82.0
282327,12.550824794586951,0,0,2,3,7,0,3,282327,93.0
456153,13.030585750780443,0,0,3,5,3,4,2,456153,140.0
43045,10.670024590324125,0,1,0,2,5,4,1,43045,52.0
42740,10.662913925885341,1,2,0,5,0,2,4,42740,80.0
297134,12.60194185996489,1,2,4,5,4,3,3,297134,70.0
357967,12.788198875912858,0,1,2,1,7,2,2,357967,116.0
363558,12.803696873651303,1,0,3,6,8,0,4,363558,86.0
260348,12.469778317600376,1,2,3,4,8,3,1,260348,138.0
386905,12.865937048451533,0,1,0,1,5,1,3,386905,128.0
468441,13.057167573637182,0,0,1,1,1,0,2,468441,113.0
262718,12.478840298905217,1,2,3,1,8,4,2,262718,49.0
391865,12.87867522359841,0,2,0,5,5,4,1,391865,140.0
30858,10.337183720985118,1,0,3,2,8,4,1,30858,68.0
398911,12.896496120168523,0,1,1,2,1,1,3,398911,92.0
231502,12.352348111387743,1,1,2,5,2,1,2,231502,79.0
2589,7.859413154693583,0,0,4,6,9,0,2,2589,35.0
311422,12.648907395641675,1,1,2,6,2,3,0,311422,77.0
473583,13.068084578197464,0,0,3,5,3,4,2,473583,133.0
427714,12.966212364911684,1,1,4,0,4,4,3,427714,91.0
178540,12.092573545703441,1,1,0,5,0,0,1,178540,102.0
383068,12.855970408594485,1,1,3,0,8,4,0,383068,111.0
483966,13.089772001556101,1,0,1,0,6,1,2,483966,120.0
162089,11.995907015506221,0,2,4,4,9,2,4,162089,92.0
159812,11.981759660695054,1,2,2,2,2,4,0,159812,70.0
496733,13.115809950534485,0,2,3,6,3,1,4,496733,114.0
17113,9.747652120978,0,1,3,5,3,1,1,17113,50.0
39961,10.595684281560079,0,1,1,5,1,0,1,39961,62.0
68396,11.133084242999656,1,2,1,6,6,4,3,68396,61.0
218120,12.2928052336618,1,2,0,0,0,2,2,218120,78.0
216441,12.285077892150127,0,0,1,1,1,1,1,216441,105.0
150891,11.9243196281087,0,0,1,6,1,4,3,150891,85.0
382788,12.855239202515877,1,0,3,0,8,2,3,382788,120.0
79256,11.280451015914542,1,2,1,2,6,2,2,79256,81.0
477278,13.075856504540212,1,2,3,4,8,1,1,477278,102.0
94041,11.45149676997358,0,0,1,3,1,1,4,94041,105.0
105506,11.566532580408047,1,2,1,2,6,1,0,105506,77.0
110171,11.6097980599317,0,2,1,5,1,3,4,110171,99.0
475950,13.07307018673828,1,0,0,6,0,1,1,475950,103.0
336744,12.727081246352432,1,0,4,2,4,1,0,336744,86.0
309707,12.643385197077459,0,2,2,6,7,3,4,309707,105.0
235275,12.368514572063296,0,0,0,5,5,4,4,235275,101.0
419933,12.947852835054176,0,2,3,3,3,0,1,419933,98.0
403516,12.90797389715532,1,1,1,1,6,3,4,403516,81.0
282458,12.551288686292494,1,2,3,1,8,1,4,282458,94.0
216201,12.28396843483826,0,0,1,6,1,4,1,216201,86.0
59797,10.99872749456338,0,1,2,3,7,2,4,59797,83.0
95087,11.462558057606442,0,2,2,6,7,4,3,95087,101.0
491673,13.105571174230954,0,0,3,0,3,0,0,491673,88.0
418791,12.945129655599317,0,0,1,2,1,4,3,418791,112.0
64546,11.075148919594454,1,1,1,6,6,2,0,64546,89.0
220297,12.302736454219946,0,1,2,0,7,0,4,220297,99.0
471648,13.063990343859489,1,0,3,2,8,3,1,471648,104.0
325409,12.692841204702374,0,2,4,0,9,3,0,325409,114.0
300079,12.61180438475577,0,1,4,3,9,3,2,300079,75.0
358743,12.790364321177432,0,0,3,0,3,4,2,358743,117.0
53658,10.89040448795058,1,0,3,3,8,2,4,53658,72.0
190603,12.157953256340894,0,1,3,0,3,3,0,190603,90.0
123737,11.725921706032102,0,2,2,5,7,3,2,123737,98.0
246928,12.416856124895906,1,1,3,3,8,0,1,246928,90.0
62379,11.040999990161794,0,0,4,2,9,4,4,62379,98.0
351063,12.768723822009118,0,0,3,6,3,2,3,351063,113.0
177897,12.088965631319793,0,0,2,6,7,3,1,177897,108.0
462349,13.044077459005784,0,1,4,6,9,4,0,462349,95.0
490874,13.103944791880311,1,2,4,6,4,2,0,490874,152.0
99670,11.509630041020431,1,1,0,4,0,1,2,99670,70.0
446404,13.008981890703357,1,1,4,0,4,1,0,446404,128.0
217278,12.28893752098547,1,0,3,5,8,1,0,217278,91.0
27038,10.205035547224519,1,2,3,4,8,0,3,27038,72.0
205065,12.231087157524884,0,0,0,0,5,2,2,205065,63.0
395298,12.887397719557317,1,0,3,1,8,1,2,395298,57.0
98513,11.497953949040083,0,2,3,2,3,2,2,98513,54.0
21262,9.964723752006702,1,1,2,3,2,3,0,21262,56.0
91482,11.42390844165235,1,0,2,6,2,1,1,91482,84.0
