slot_n_big,slot_n_big_abs_log1p,slot_n_big_is_even,slot_n_big_mod3,slot_n_big_mod5,slot_n_big_mod7,slot_n_big_mod10,slot_R_big,slot_R_big_abs_log1p,slot_R_big_is_even,slot_R_big_mod3,slot_R_big_mod5,slot_R_big_mod7,slot_R_big_mod10,slot_N_small,slot_N_small_abs_log1p,slot_N_small_is_even,slot_N_small_mod3,slot_N_small_mod5,slot_N_small_mod7,slot_N_small_mod10,slot_r_small,slot_r_small_abs_log1p,slot_r_small_is_even,slot_r_small_mod3,slot_r_small_mod5,slot_r_small_mod7,slot_r_small_mod10,gcd_all,n_multiple_pairs,y
11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,165,5.111987788356544,0,0,0,4,5,8,2.1972245773362196,1,2,3,1,8,1,1,8599.0
5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,227,5.429345628954441,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,2,771.0
9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,123,4.820281565605037,0,0,3,4,3,29,3.4011973816621555,0,2,4,1,9,1,1,90815.0
10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,246,5.5093883366279774,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,18091.0
4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,141,4.955827057601261,0,0,1,1,1,41,3.7376696182833684,0,2,1,6,1,1,0,247142.0
11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,274,5.616771097666572,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,1,0,561.0
5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,465,6.144185634125646,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,1,1,9122.0
11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,261,5.568344503761097,0,0,1,2,1,23,3.1780538303479458,0,2,3,2,3,1,0,10631.0
3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,469,6.152732694704104,0,1,4,0,9,20,3.044522437723423,1,2,0,6,0,1,0,149109.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,1,1809.0
5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,404,6.003887067106539,1,2,4,5,4,11,2.4849066497880004,0,2,1,4,1,1,0,4726.0
3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,322,5.777652323222656,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,31250.0
12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,263,5.575949103146316,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,1,3,4822.0
4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,202,5.313205979041787,1,1,2,6,2,12,2.5649493574615367,1,0,2,5,2,2,1,1363.0
7,2.0794415416798357,0,1,2,0,7,58,4.07753744390572,1,1,3,2,8,472,6.159095388491933,1,1,2,3,2,9,2.302585092994046,0,0,4,2,9,1,0,82207.0
11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,1,1,39.0
7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,0,4,0,216,5.37989735354046,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,2515.0
11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,103,4.6443908991413725,0,1,3,5,3,12,2.5649493574615367,1,0,2,5,2,1,1,47.0
8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,107,4.68213122712422,0,2,2,2,7,13,2.6390573296152584,0,1,3,6,3,1,1,2921.0
3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,301,5.71042701737487,0,1,1,0,1,14,2.70805020110221,1,2,4,0,4,1,1,3215.0
6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,488,6.192362489474872,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,1,2,46047.0
6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,1,0,1479.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,124,4.8283137373023015,1,1,4,5,4,9,2.302585092994046,0,0,4,2,9,1,0,18019.0
4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,373,5.924255797414532,0,1,3,2,3,5,1.791759469228055,0,2,0,5,5,1,1,1044.0
6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,295,5.69035945432406,0,1,0,1,5,12,2.5649493574615367,1,0,2,5,2,1,1,83177.0
9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,0,4,0,110,4.709530201312334,1,2,0,5,0,40,3.713572066704308,1,1,0,5,0,1,0,6157.0
8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,137,4.927253685157205,0,2,2,4,7,2,1.0986122886681098,1,2,2,2,2,1,1,2531.0
6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,245,5.5053315359323625,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,1,0,45049.0
11,2.4849066497880004,0,2,1,4,1,51,3.9512437185814275,0,0,1,2,1,86,4.465908118654584,1,2,1,2,6,11,2.4849066497880004,0,2,1,4,1,1,1,100.0
10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,496,6.208590026096629,1,1,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,1,19099.0
9,2.302585092994046,0,0,4,2,9,52,3.970291913552122,1,1,2,3,2,321,5.7745515455444085,0,0,1,6,1,44,3.8066624897703196,1,2,4,2,4,1,0,22735.0
12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,453,6.118097198041348,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,1,1,2733.0
11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,202,5.313205979041787,1,1,2,6,2,10,2.3978952727983707,1,1,0,3,0,1,0,11411.0
6,1.9459101490553132,1,0,1,6,6,55,4.02535169073515,0,1,0,6,5,31,3.4657359027997265,0,1,1,3,1,52,3.970291913552122,1,1,2,3,2,1,0,14557.0
4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,269,5.598421958998375,0,2,4,3,9,19,2.995732273553991,0,1,4,5,9,1,1,46561.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,492,6.20050917404269,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,4,6799.0
7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,507,6.230481447578482,0,0,2,3,7,23,3.1780538303479458,0,2,3,2,3,1,0,155241.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,189,5.247024072160486,0,0,4,0,9,12,2.5649493574615367,1,0,2,5,2,1,2,12829.0
11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,422,6.0473721790462776,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,0,162416.0
4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,192,5.262690188904886,1,0,2,3,2,16,2.833213344056216,1,1,1,2,6,1,3,78181.0
3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,273,5.6131281063880705,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,1,4,3218.0
12,2.5649493574615367,1,0,2,5,2,57,4.060443010546419,0,0,2,1,7,119,4.787491742782046,0,2,4,0,9,45,3.828641396489095,0,0,0,3,5,1,0,93046.0
4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,2364.0
12,2.5649493574615367,1,0,2,5,2,56,4.04305126783455,1,2,1,0,6,174,5.1647859739235145,1,0,4,6,4,53,3.9889840465642745,0,2,3,4,3,1,0,163123.0
9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,245,5.5053315359323625,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,1,0,2593.0
4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,115,4.7535901911063645,0,1,0,3,5,38,3.6635616461296463,1,2,3,3,8,1,1,14411.0
11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,470,6.154858094016418,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,2,325.0
10,2.3978952727983707,1,1,0,3,0,57,4.060443010546419,0,0,2,1,7,495,6.206575926724928,0,0,0,5,5,40,3.713572066704308,1,1,0,5,0,1,1,59213.0
9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,530,6.274762021241939,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,72764.0
8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,143,4.969813299576001,0,2,3,3,3,35,3.58351893845611,0,2,0,0,5,1,1,2767.0
9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,283,5.648974238161206,0,1,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,141711.0
5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,294,5.68697535633982,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,1,24260.0
6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,263,5.575949103146316,0,2,3,4,3,12,2.5649493574615367,1,0,2,5,2,1,1,55487.0
11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,341,5.834810737062605,0,2,1,5,1,4,1.6094379124341003,1,1,4,4,4,1,1,241.0
11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,412,6.023447592961033,1,1,2,6,2,13,2.6390573296152584,0,1,3,6,3,1,0,32999.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,204,5.3230099791384085,1,0,4,1,4,1,0.6931471805599453,0,1,1,1,1,1,4,2216.0
4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,283,5.648974238161206,0,1,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,6773.0
7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,0,119.0
5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,489,6.194405391104672,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,1,2,3380.0
12,2.5649493574615367,1,0,2,5,2,49,3.912023005428146,0,1,4,0,9,433,6.073044534100405,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,1,0,547047.0
11,2.4849066497880004,0,2,1,4,1,58,4.07753744390572,1,1,3,2,8,362,5.8944028342648505,1,2,2,5,2,45,3.828641396489095,0,0,0,3,5,1,0,14335.0
12,2.5649493574615367,1,0,2,5,2,57,4.060443010546419,0,0,2,1,7,251,5.529429087511423,0,2,1,6,1,49,3.912023005428146,0,1,4,0,9,1,0,679150.0
7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,33,3.5263605246161616,0,0,3,5,3,1,1,943.0
6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,539,6.29156913955832,0,2,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,2,2787.0
10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,1,1,381.0
11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,321,5.7745515455444085,0,0,1,6,1,14,2.70805020110221,1,2,4,0,4,1,0,17335.0
8,2.1972245773362196,1,2,3,1,8,59,4.0943445622221,0,2,4,3,9,487,6.1903154058531475,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,1,0,143322.0
8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,434,6.075346031088684,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,2,2,3274.0
4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,487,6.1903154058531475,0,1,2,4,7,14,2.70805020110221,1,2,4,0,4,1,0,39435.0
4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,126,4.844187086458591,1,0,1,0,6,12,2.5649493574615367,1,0,2,5,2,1,1,3509.0
4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,1,2,193.0
3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,469,6.152732694704104,0,1,4,0,9,15,2.772588722239781,0,0,0,1,5,1,1,3629.0
7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,123,4.820281565605037,0,0,3,4,3,23,3.1780538303479458,0,2,3,2,3,1,0,22663.0
8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,492,6.20050917404269,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,1709.0
3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,1,0,6887.0
5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,1,1,9319.0
4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,309,5.736572297479192,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,1,0,2328.0
6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,478,6.171700597410915,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,1,0,118929.0
10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,473,6.161207321695077,0,2,3,4,3,3,1.3862943611198906,0,0,3,3,3,1,0,5296.0
10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,489,6.194405391104672,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,1,0,315708.0
10,2.3978952727983707,1,1,0,3,0,54,4.007333185232471,1,0,4,5,4,148,5.003946305945459,1,1,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,17677.0
6,1.9459101490553132,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,169,5.135798437050262,0,1,4,1,9,35,3.58351893845611,0,2,0,0,5,1,0,43356.0
4,1.6094379124341003,1,1,4,4,4,58,4.07753744390572,1,1,3,2,8,341,5.834810737062605,0,2,1,5,1,17,2.8903717578961645,0,2,2,3,7,1,0,168944.0
3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,382,5.948034989180646,1,1,2,4,2,7,2.0794415416798357,0,1,2,0,7,1,1,8842.0
5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,87,4.477336814478207,0,0,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,0,3595.0
12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,283,5.648974238161206,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,7223.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,529,6.272877006546167,0,1,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,1,561.0
11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,486,6.18826412308259,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,1,0,7121.0
6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,471,6.156978985585555,0,0,1,2,1,19,2.995732273553991,0,1,4,5,9,1,0,49468.0
4,1.6094379124341003,1,1,4,4,4,39,3.6888794541139363,0,0,4,4,9,394,5.978885764901122,1,1,4,2,4,23,3.1780538303479458,0,2,3,2,3,1,0,59792.0
11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,402,5.998936561946683,1,0,2,3,2,3,1.3862943611198906,0,0,3,3,3,1,3,909.0
9,2.302585092994046,0,0,4,2,9,41,3.7376696182833684,0,2,1,6,1,363,5.8971538676367405,0,0,3,6,3,17,2.8903717578961645,0,2,2,3,7,1,0,42094.0
5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,485,6.186208623900494,0,2,0,2,5,15,2.772588722239781,0,0,0,1,5,1,2,59383.0
4,1.6094379124341003,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,159,5.075173815233827,0,0,4,5,9,34,3.5553480614894135,1,1,4,6,4,1,0,113293.0
6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,319,5.768320995793772,0,1,4,4,9,23,3.1780538303479458,0,2,3,2,3,1,0,187164.0
6,1.9459101490553132,1,0,1,6,6,59,4.0943445622221,0,2,4,3,9,353,5.869296913133774,0,2,3,3,3,28,3.367295829986474,1,1,3,0,8,1,0,582805.0
10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,501,6.218600119691729,0,0,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0,137435.0
11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,298,5.700443573390687,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,0,8227.0
12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,367,5.908082938168931,0,1,2,3,7,28,3.367295829986474,1,1,3,0,8,1,1,30641.0
4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,480,6.175867270105761,1,0,0,4,0,14,2.70805020110221,1,2,4,0,4,2,3,83285.0
11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,331,5.805134968916488,0,1,1,2,1,1,0.6931471805599453,0,1,1,1,1,1,3,311.0
9,2.302585092994046,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,419,6.040254711277414,0,2,4,6,9,17,2.8903717578961645,0,2,2,3,7,1,0,174122.0
5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,230,5.442417710521793,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,1,1,59381.0
10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,146,4.990432586778736,1,2,1,6,6,5,1.791759469228055,0,2,0,5,5,1,2,1079.0
9,2.302585092994046,0,0,4,2,9,59,4.0943445622221,0,2,4,3,9,406,6.008813185442595,1,1,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,0,71248.0
8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,327,5.793013608384144,0,0,2,5,7,4,1.6094379124341003,1,1,4,4,4,1,2,4133.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,288,5.666426688112432,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,2,11171.0
4,1.6094379124341003,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,2,2,2293.0
3,1.3862943611198906,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,392,5.973809611869261,1,2,2,0,2,41,3.7376696182833684,0,2,1,6,1,1,1,797434.0
11,2.4849066497880004,0,2,1,4,1,55,4.02535169073515,0,1,0,6,5,138,4.9344739331306915,1,0,3,5,8,14,2.70805020110221,1,2,4,0,4,1,1,49579.0
11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,67,4.219507705176107,0,1,2,4,7,29,3.4011973816621555,0,2,4,1,9,1,0,7704.0
10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,226,5.424950017481403,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,3,371.0
10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,478,6.171700597410915,1,1,3,2,8,20,3.044522437723423,1,2,0,6,0,1,1,31191.0
9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,324,5.783825182329737,1,0,4,2,4,7,2.0794415416798357,0,1,2,0,7,1,1,52792.0
11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,403,6.0014148779611505,0,1,3,4,3,9,2.302585092994046,0,0,4,2,9,1,1,913.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,165,5.111987788356544,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,1,2,7714.0
3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,121,4.804021044733257,0,1,1,2,1,12,2.5649493574615367,1,0,2,5,2,1,2,2201.0
12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,401,5.996452088619021,0,2,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,0,5144.0
11,2.4849066497880004,0,2,1,4,1,41,3.7376696182833684,0,2,1,6,1,448,6.1070228877422545,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,1,0,421962.0
10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,365,5.902633333401366,0,2,0,1,5,14,2.70805020110221,1,2,4,0,4,1,0,96807.0
8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,2,2,281.0
4,1.6094379124341003,1,1,4,4,4,46,3.8501476017100584,1,1,1,4,6,407,6.0112671744041615,0,2,2,1,7,1,0.6931471805599453,0,1,1,1,1,1,3,9403.0
11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,209,5.3471075307174685,0,2,4,6,9,19,2.995732273553991,0,1,4,5,9,1,2,20044.0
3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,201,5.308267697401205,0,0,1,5,1,11,2.4849066497880004,0,2,1,4,1,1,1,2231.0
5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,157,5.062595033026967,0,1,2,3,7,6,1.9459101490553132,1,0,1,6,6,1,0,12265.0
3,1.3862943611198906,0,0,3,3,3,47,3.871201010907891,0,2,2,5,7,63,4.1588830833596715,0,0,3,0,3,33,3.5263605246161616,0,0,3,5,3,1,2,23753.0
5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,194,5.272999558563747,1,2,4,5,4,17,2.8903717578961645,0,2,2,3,7,1,1,83506.0
3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,426,6.056784013228625,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,1,97286.0
4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,277,5.627621113690637,0,1,2,4,7,34,3.5553480614894135,1,1,4,6,4,1,0,136127.0
4,1.6094379124341003,1,1,4,4,4,49,3.912023005428146,0,1,4,0,9,343,5.840641657373398,0,1,3,0,3,9,2.302585092994046,0,0,4,2,9,1,1,50810.0
6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,154,5.043425116919247,1,1,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1,621.0
8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,234,5.459585514144159,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,3,6803.0
12,2.5649493574615367,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,68,4.23410650459726,1,2,3,5,8,25,3.258096538021482,0,1,0,4,5,1,0,41813.0
7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,526,6.267200548541362,1,1,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,2,723.0
6,1.9459101490553132,1,0,1,6,6,57,4.060443010546419,0,0,2,1,7,382,5.948034989180646,1,1,2,4,2,34,3.5553480614894135,1,1,4,6,4,1,0,247119.0
7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,430,6.066108090103747,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,24239.0
11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,0,4,0,262,5.572154032177765,1,1,2,3,2,47,3.871201010907891,0,2,2,5,7,1,0,239829.0
10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,436,6.07993319509559,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,12028.0
4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,239,5.480638923341991,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,1,0,17957.0
11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,1,0,1229.0
11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,385,5.955837369464831,0,1,0,0,5,19,2.995732273553991,0,1,4,5,9,1,1,54436.0
4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,86,4.465908118654584,1,2,1,2,6,36,3.6109179126442243,1,0,1,1,6,1,2,43289.0
3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,125,4.836281906951478,0,2,0,6,5,12,2.5649493574615367,1,0,2,5,2,1,1,10247.0
6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,580,6.364750756851911,1,1,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,3,23339.0
9,2.302585092994046,0,0,4,2,9,57,4.060443010546419,0,0,2,1,7,135,4.912654885736052,0,0,0,2,5,25,3.258096538021482,0,1,0,4,5,1,1,91222.0
11,2.4849066497880004,0,2,1,4,1,34,3.5553480614894135,1,1,4,6,4,338,5.82600010738045,1,2,3,2,8,26,3.295836866004329,1,2,1,5,6,1,1,148745.0
12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,76,4.343805421853684,1,1,1,6,6,9,2.302585092994046,0,0,4,2,9,1,0,8135.0
3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,364,5.8998973535824915,1,1,4,0,4,13,2.6390573296152584,0,1,3,6,3,1,2,70393.0
11,2.4849066497880004,0,2,1,4,1,46,3.8501476017100584,1,1,1,4,6,360,5.8888779583328805,1,0,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,1,48779.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,354,5.872117789475416,1,0,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,0,58121.0
