slot_a_real,slot_a_real_abs_log1p,slot_a_real_is_even,slot_a_real_mod3,slot_a_real_mod5,slot_a_real_mod7,slot_a_real_mod10,slot_a_imag,slot_a_imag_abs_log1p,slot_a_imag_is_even,slot_a_imag_mod3,slot_a_imag_mod5,slot_a_imag_mod7,slot_a_imag_mod10,slot_b_real,slot_b_real_abs_log1p,slot_b_real_sign,slot_b_real_is_even,slot_b_real_mod3,slot_b_real_mod5,slot_b_real_mod7,slot_b_real_mod10,slot_b_imag,slot_b_imag_abs_log1p,slot_b_imag_sign,slot_b_imag_is_even,slot_b_imag_mod3,slot_b_imag_mod5,slot_b_imag_mod7,slot_b_imag_mod10,slot_radius,slot_radius_abs_log1p,slot_radius_is_even,slot_radius_mod3,slot_radius_mod5,slot_radius_mod7,slot_radius_mod10,gcd_all,n_multiple_pairs,y
103,4.6443908991413725,0,1,3,5,3,112,4.727387818712341,1,1,2,0,2,-12166,9.406482647787449,-1,1,2,4,0,4,-26152,10.171719185666264,-1,1,2,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,3,4633.0
88,4.48863636973214,1,1,3,4,8,26,3.295836866004329,1,2,1,5,6,6432,8.769196271411001,1,1,0,2,6,2,-7816,8.96405612822033,-1,1,2,4,3,4,4,1.6094379124341003,1,1,4,4,4,2,3,2842.0
150,5.017279836814924,1,0,0,3,0,40,3.713572066704308,1,1,0,5,0,-2688,7.896924656268864,-1,1,0,2,0,2,-17600,9.77571099759397,-1,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,2,4,2664.0
28,3.367295829986474,1,1,3,0,8,51,3.9512437185814275,0,0,1,2,1,2592,7.860570785538664,1,1,0,2,2,2,-17469,9.768240403128102,-1,0,0,1,3,1,9,2.302585092994046,0,0,4,2,9,1,2,2460.0
107,4.68213122712422,0,2,2,2,7,99,4.605170185988092,0,0,4,1,9,-134,4.90527477843843,-1,1,1,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,2,245.0
32,3.4965075614664802,1,2,2,4,2,148,5.003946305945459,1,1,3,1,8,3640,8.200013648175434,1,1,1,0,0,0,-9250,9.132486932771318,-1,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,1,2,2738.0
58,4.07753744390572,1,1,3,2,8,16,2.833213344056216,1,1,1,2,6,3344,8.11522197256233,1,1,2,4,5,4,12716,9.450694960020746,1,1,2,1,4,6,4,1.6094379124341003,1,1,4,4,4,2,4,3293.0
141,4.955827057601261,0,0,1,1,1,106,4.672828834461906,1,1,1,1,6,-25824,10.159098293987839,-1,1,0,1,6,6,24424,10.103362476910984,1,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,1,2,3045.0
72,4.290459441148391,1,0,2,2,2,106,4.672828834461906,1,1,1,1,6,-2232,7.711101251840158,-1,1,0,3,1,8,9952,9.205629292246064,1,1,1,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,4,495.0
72,4.290459441148391,1,0,2,2,2,135,4.912654885736052,0,0,0,2,5,-3372,8.12355783506165,-1,1,0,3,2,8,6732,8.814776088545281,1,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,3,338.0
46,3.8501476017100584,1,1,1,4,6,55,4.02535169073515,0,1,0,6,5,11136,9.3180281773931,1,1,0,1,6,6,-11264,9.329455852866344,-1,1,1,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,2552.0
57,4.060443010546419,0,0,2,1,7,21,3.091042453358316,0,0,1,0,1,1428,7.264730177929867,1,1,0,3,0,8,7444,8.915297945118109,1,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,3,3772.0
103,4.6443908991413725,0,1,3,5,3,142,4.962844630259907,1,1,2,2,2,-2532,7.837159650001675,-1,1,0,3,2,8,2794,7.9355873855892,1,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,1,3,1537.0
66,4.204692619390966,1,0,1,3,6,57,4.060443010546419,0,0,2,1,7,-472,6.159095388491933,-1,1,2,3,4,8,-162,5.093750200806762,-1,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,3,221.0
37,3.6375861597263857,0,1,2,2,7,133,4.897839799950911,0,1,3,0,3,-2169,7.682482446534506,-1,0,0,1,1,1,6552,8.787678239039497,1,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,2,1887.0
56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,3696,8.215276958936633,1,1,0,1,0,6,-4016,8.298290634359283,-1,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,4,2842.0
76,4.343805421853684,1,1,1,6,6,42,3.7612001156935624,1,0,2,0,2,-4275,8.360773272144936,-1,0,0,0,2,5,6750,8.81744592104187,1,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,1235.0
19,2.995732273553991,0,1,4,5,9,125,4.836281906951478,0,2,0,6,5,-1936,7.5688956634069955,-1,1,2,4,3,4,5060,8.529319371214077,1,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,2,867.0
90,4.51085950651685,1,0,0,6,0,109,4.700480365792417,0,1,4,4,9,-9120,9.118334726180159,-1,1,0,0,1,0,16776,9.7277641797704,1,1,0,1,4,6,8,2.1972245773362196,1,2,3,1,8,1,2,1295.0
19,2.995732273553991,0,1,4,5,9,113,4.736198448394496,0,2,3,1,3,-2752,7.920446505142607,-1,1,2,3,6,8,10112,9.221577003902171,1,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,1,2,408.0
43,3.784189633918261,0,1,3,1,3,112,4.727387818712341,1,1,2,0,2,-924,6.829793737512425,-1,1,0,1,0,6,5202,8.556990661290303,1,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,2,221.0
81,4.406719247264253,0,0,1,4,1,76,4.343805421853684,1,1,1,6,6,126,4.844187086458591,1,1,0,1,0,6,21924,9.995382817240383,1,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,3,2665.0
17,2.8903717578961645,0,2,2,3,7,139,4.941642422609304,0,1,4,6,9,-1611,7.385230923066573,-1,0,0,4,6,9,7731,8.953122840328222,1,0,0,1,3,1,3,1.3862943611198906,0,0,3,3,3,1,2,2214.0
70,4.2626798770413155,1,1,0,0,0,39,3.6888794541139363,0,0,4,4,9,-7848,8.968141414126814,-1,1,0,2,6,2,-8586,9.058004710672485,-1,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1,2,1887.0
123,4.820281565605037,0,0,3,4,3,55,4.02535169073515,0,1,0,6,5,-9072,9.11305824916963,-1,1,0,3,0,8,1920,7.560601162768557,1,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,250.0
136,4.919980925828125,1,1,1,3,6,23,3.1780538303479458,0,2,3,2,3,-5776,8.661639795781266,-1,1,2,4,6,4,10868,9.293669979563187,1,1,2,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,3,2775.0
68,4.23410650459726,1,2,3,5,8,19,2.995732273553991,0,1,4,5,9,-2420,7.791935956938058,-1,1,1,0,2,0,-875,6.775366090936392,-1,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,1,2,306.0
10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,3980,8.289288323000317,1,1,2,0,4,0,18720,9.837401167408268,1,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,8,4715.0
62,4.143134726391533,1,2,2,6,2,110,4.709530201312334,1,2,0,5,0,-7826,8.965334573804839,-1,1,1,4,0,4,26670,10.191332111786215,1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,3116.0
120,4.795790545596741,1,0,0,1,0,120,4.795790545596741,1,0,0,1,0,-3650,8.202756381655638,-1,1,1,0,4,0,1440,7.273092595999522,1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,5,7,338.0
137,4.927253685157205,0,2,2,4,7,111,4.718498871295094,0,0,1,6,1,-14922,9.610658925931467,-1,1,0,3,2,8,18171,9.807637226879294,1,0,0,1,6,1,9,2.302585092994046,0,0,4,2,9,1,2,1105.0
43,3.784189633918261,0,1,3,1,3,90,4.51085950651685,1,0,0,6,0,-2695,7.899524472032198,-1,0,2,0,0,5,3626,8.196161139282902,1,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,2,140.0
25,3.258096538021482,0,1,0,4,5,122,4.812184355372417,1,2,2,3,2,124,4.8283137373023015,1,1,1,4,5,4,68,4.23410650459726,1,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,1,3,238.0
84,4.442651256490317,1,0,4,0,4,98,4.59511985013459,1,2,3,0,8,-7890,8.973478148521036,-1,1,0,0,6,0,9120,9.118334726180159,1,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,2,2,85.0
42,3.7612001156935624,1,0,2,0,2,140,4.948759890378168,1,2,0,0,0,-1000,6.90875477931522,-1,1,2,0,1,0,2120,7.659642954564682,1,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,4,884.0
65,4.189654742026425,0,2,0,2,5,19,2.995732273553991,0,1,4,5,9,-9920,9.202409001649903,-1,1,1,0,6,0,-9584,9.167954655479745,-1,1,1,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,1530.0
122,4.812184355372417,1,2,2,3,2,71,4.276666119016055,0,2,1,1,1,-10440,9.25349564229011,-1,1,0,0,4,0,3800,8.24301946898925,1,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,374.0
80,4.394449154672439,1,2,0,3,0,46,3.8501476017100584,1,1,1,4,6,-1100,7.00397413672268,-1,1,1,0,6,0,-1475,7.297091005160418,-1,0,1,0,2,5,5,1.791759469228055,0,2,0,5,5,1,3,555.0
146,4.990432586778736,1,2,1,6,6,137,4.927253685157205,0,2,2,4,7,342,5.8377304471659395,1,1,0,2,6,2,6063,8.710124927322207,1,0,0,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,2,1702.0
67,4.219507705176107,0,1,2,4,7,40,3.713572066704308,1,1,0,5,0,427,6.059123195581797,1,0,1,2,0,7,10864,9.29330189269053,1,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,2,1378.0
58,4.07753744390572,1,1,3,2,8,118,4.77912349311153,1,1,3,6,8,1188,7.080867896690782,1,1,0,3,5,8,5166,8.550047528287184,1,1,0,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,2,1482.0
42,3.7612001156935624,1,0,2,0,2,45,3.828641396489095,0,0,0,3,5,-522,6.259581464064923,-1,1,0,3,3,8,-292,5.680172609017068,-1,1,2,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,3,295.0
10,2.3978952727983707,1,1,0,3,0,100,4.61512051684126,1,1,0,2,0,2430,7.796057974316123,1,1,0,0,1,0,-1350,7.208600337960199,-1,1,0,0,1,0,9,2.302585092994046,0,0,4,2,9,1,5,1110.0
135,4.912654885736052,0,0,0,2,5,104,4.653960350157523,1,2,4,6,4,-828,6.720220155135295,-1,1,0,2,5,2,-112,4.727387818712341,-1,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,3,555.0
128,4.859812404361672,1,2,3,2,8,75,4.330733340286331,0,0,0,5,5,-3080,8.033009498596668,-1,1,1,0,0,0,7790,8.960724500330858,1,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,3959.0
17,2.8903717578961645,0,2,2,3,7,108,4.6913478822291435,1,0,3,3,8,-4192,8.341171747170762,-1,1,2,3,1,8,-2388,7.77863014732581,-1,1,0,2,6,2,4,1.6094379124341003,1,1,4,4,4,1,3,1421.0
70,4.2626798770413155,1,1,0,0,0,59,4.0943445622221,0,2,4,3,9,-640,6.46302945692067,-1,1,2,0,4,0,-1364,7.21890970761906,-1,1,1,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,3,820.0
140,4.948759890378168,1,2,0,0,0,95,4.564348191467836,0,2,0,4,5,-5168,8.550434525196039,-1,1,1,2,5,2,10060,9.21642184229205,1,1,1,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,3,2257.0
56,4.04305126783455,1,2,1,0,6,55,4.02535169073515,0,1,0,6,5,-567,6.342121418721152,-1,0,0,3,0,3,-13185,9.486910939673246,-1,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,1,2,2009.0
114,4.74493212836325,1,0,4,2,4,97,4.584967478670572,0,1,2,6,7,-513,6.2422232654551655,-1,0,0,2,5,7,1557,7.351158226430694,1,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,3,285.0
64,4.174387269895637,1,1,4,1,4,94,4.553876891600541,1,1,4,3,4,-750,6.621405651764134,-1,1,0,0,6,0,4390,8.387312270561717,1,1,1,0,1,0,5,1.791759469228055,0,2,0,5,5,1,2,442.0
140,4.948759890378168,1,2,0,0,0,73,4.30406509320417,0,1,3,3,3,3080,8.033009498596668,1,1,2,0,0,0,-3530,8.169336395928386,-1,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,4,2639.0
139,4.941642422609304,0,1,4,6,9,59,4.0943445622221,0,2,4,3,9,-17890,9.792053072089823,-1,1,2,0,2,0,19580,9.882314987303326,1,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,1,2,1425.0
114,4.74493212836325,1,0,4,2,4,86,4.465908118654584,1,2,1,2,6,-4389,8.387084506069217,-1,0,0,1,0,1,5810,8.667507952075105,1,1,2,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,285.0
114,4.74493212836325,1,0,4,2,4,150,5.017279836814924,1,0,0,3,0,-11832,9.37864751738456,-1,1,0,3,5,8,25152,10.132732452708314,1,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,2,2025.0
17,2.8903717578961645,0,2,2,3,7,59,4.0943445622221,0,2,4,3,9,858,6.755768921984255,1,1,0,3,4,8,-1404,7.247792581767846,-1,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,1,2,637.0
58,4.07753744390572,1,1,3,2,8,127,4.852030263919617,0,1,2,1,7,-1110,7.01301578963963,-1,1,0,0,3,0,-873,6.773080375655535,-1,0,0,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,2,700.0
113,4.736198448394496,0,2,3,1,3,42,3.7612001156935624,1,0,2,0,2,-1516,7.324489979348532,-1,1,2,4,3,4,-3480,8.15507488781144,-1,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,1900.0
13,2.6390573296152584,0,1,3,6,3,140,4.948759890378168,1,2,0,0,0,1792,7.491645473605133,1,1,1,2,0,2,4340,8.375860015299594,1,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,1,4,725.0
14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,-1694,7.43543801981455,-1,1,1,1,0,6,-1302,7.172424577124845,-1,1,0,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,5,306.0
135,4.912654885736052,0,0,0,2,5,76,4.343805421853684,1,1,1,6,6,-511,6.238324625039508,-1,0,2,4,0,9,15169,9.627075072342578,1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,1853.0
93,4.543294782270004,0,0,3,2,3,87,4.477336814478207,0,0,2,3,7,-2781,7.930925372483388,-1,0,0,4,5,9,-4887,8.494538500851432,-1,0,0,3,6,3,3,1.3862943611198906,0,0,3,3,3,3,4,1998.0
116,4.762173934797756,1,2,1,4,6,58,4.07753744390572,1,1,3,2,8,-7760,8.95686647085414,-1,1,1,0,3,0,-5400,8.594339400592892,-1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,3,1184.0
95,4.564348191467836,0,2,0,4,5,26,3.295836866004329,1,2,1,5,6,-9079,9.11382947159534,-1,0,2,1,0,1,9569,9.166388484447,1,0,2,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,1343.0
42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,-11850,9.380167531188448,-1,1,0,0,1,0,-31000,10.34177474101152,-1,1,2,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,4,3485.0
108,4.6913478822291435,1,0,3,3,8,106,4.672828834461906,1,1,1,1,6,-1340,7.201170883281678,-1,1,1,0,4,0,100,4.61512051684126,1,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,578.0
11,2.4849066497880004,0,2,1,4,1,143,4.969813299576001,0,2,3,3,3,2812,7.9420068084898565,1,1,1,2,5,2,-10992,9.305013985578864,-1,1,0,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,3,3403.0
140,4.948759890378168,1,2,0,0,0,113,4.736198448394496,0,2,3,1,3,-3504,8.16194579946869,-1,1,0,1,3,6,1188,7.080867896690782,1,1,0,3,5,8,6,1.9459101490553132,1,0,1,6,6,1,2,544.0
109,4.700480365792417,0,1,4,4,9,135,4.912654885736052,0,0,0,2,5,-22976,10.042248994577703,-1,1,1,4,5,4,-8160,9.007121989469242,-1,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,2900.0
55,4.02535169073515,0,1,0,6,5,135,4.912654885736052,0,0,0,2,5,340,5.831882477283517,1,1,1,0,4,0,-2505,7.826443135456014,-1,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,4,1225.0
56,4.04305126783455,1,2,1,0,6,75,4.330733340286331,0,0,0,5,5,-944,6.851184927493743,-1,1,1,1,1,6,8320,9.02653771890043,1,1,1,0,4,0,8,2.1972245773362196,1,2,3,1,8,1,3,550.0
23,3.1780538303479458,0,2,3,2,3,97,4.584967478670572,0,1,2,6,7,8192,9.011035410141815,1,1,2,2,2,2,-7436,8.9142228207033,-1,1,1,4,5,4,4,1.6094379124341003,1,1,4,4,4,1,2,3103.0
37,3.6375861597263857,0,1,2,2,7,75,4.330733340286331,0,0,0,5,5,-2916,7.978310969867722,-1,1,0,4,3,4,9168,9.1235835080499,1,1,0,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,2,2075.0
51,3.9512437185814275,0,0,1,2,1,25,3.258096538021482,0,1,0,4,5,-5520,8.616314282284044,-1,1,0,0,3,0,4608,8.435766192720509,1,1,0,3,2,8,8,2.1972245773362196,1,2,3,1,8,1,2,470.0
92,4.532599493153256,1,2,2,1,2,78,4.3694478524670215,1,0,3,1,8,-135,4.912654885736052,-1,0,0,0,5,5,1626,7.394493107219038,1,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,3,385.0
134,4.90527477843843,1,2,4,1,4,128,4.859812404361672,1,2,3,2,8,-4265,8.358431899031295,-1,0,1,0,5,5,1980,7.591357046698551,1,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,305.0
117,4.770684624465665,0,0,2,5,7,34,3.5553480614894135,1,1,4,6,4,-570,6.3473892096560105,-1,1,0,0,4,0,1962,7.5822291942764615,1,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,3,575.0
107,4.68213122712422,0,2,2,2,7,145,4.983606621708336,0,1,0,5,5,-7091,8.866722667194098,-1,0,1,4,0,9,10570,9.265869681768663,1,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,561.0
94,4.553876891600541,1,1,4,3,4,36,3.6109179126442243,1,0,1,1,6,-510,6.236369590203704,-1,1,0,0,1,0,-2550,7.844240718141811,-1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,1,3,782.0
41,3.7376696182833684,0,2,1,6,1,74,4.31748811353631,1,2,4,4,4,-662,6.4967749901858625,-1,1,1,3,3,8,960,6.8679744089702925,1,1,0,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,3,415.0
27,3.332204510175204,0,0,2,6,7,42,3.7612001156935624,1,0,2,0,2,-9132,9.11964950669168,-1,1,0,3,3,8,-7056,8.86177531100083,-1,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,3,4,1972.0
141,4.955827057601261,0,0,1,1,1,57,4.060443010546419,0,0,2,1,7,3036,8.01862546504575,1,1,0,1,5,6,-3552,8.175547596021026,-1,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,2,2610.0
115,4.7535901911063645,0,1,0,3,5,97,4.584967478670572,0,1,2,6,7,561,6.331501849893691,1,0,0,1,1,1,-4599,8.433811582477187,-1,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1,2,1900.0
60,4.110873864173311,1,0,0,4,0,96,4.574710978503383,1,0,1,5,6,-1344,7.20414929203594,-1,1,0,1,0,6,49,3.912023005428146,1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,3,703.0
129,4.867534450455582,0,0,4,3,9,47,3.871201010907891,0,2,2,5,7,-11610,9.359708203627006,-1,1,0,0,3,0,6420,8.76732914779405,1,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,1,3,215.0
144,4.976733742420574,1,0,4,4,4,134,4.90527477843843,1,2,4,1,4,96,4.574710978503383,1,1,0,1,5,6,2840,7.951911381854188,1,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,4,1200.0
15,2.772588722239781,0,0,0,1,5,105,4.663439094112067,0,0,0,0,5,-2862,7.959625305098115,-1,1,0,3,1,8,-6540,8.785845337961213,-1,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,3,4,1763.0
41,3.7376696182833684,0,2,1,6,1,144,4.976733742420574,1,0,4,4,4,-10,2.3978952727983707,-1,1,2,0,4,0,1104,7.007600613951853,1,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,1,3,275.0
56,4.04305126783455,1,2,1,0,6,53,3.9889840465642745,0,2,3,4,3,-1718,7.449498005382849,-1,1,1,2,4,2,-6428,8.768574284141687,-1,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,3,3403.0
144,4.976733742420574,1,0,4,4,4,104,4.653960350157523,1,2,4,6,4,8624,9.062420241899561,1,1,2,4,0,4,-11368,9.338645632129106,-1,1,2,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,2,3248.0
40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,16740,9.725616079415785,1,1,0,0,3,0,23328,10.057452500830639,1,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,1,2,3219.0
17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,628,6.444131256700441,1,1,1,3,5,8,-720,6.580639137284949,-1,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,3,375.0
97,4.584967478670572,0,1,2,6,7,60,4.110873864173311,1,0,0,4,0,-4325,8.372398606513004,-1,0,1,0,1,5,-495,6.206575926724928,-1,0,0,0,2,5,5,1.791759469228055,0,2,0,5,5,1,3,551.0
56,4.04305126783455,1,2,1,0,6,111,4.718498871295094,0,0,1,6,1,-1178,7.072421900537371,-1,1,1,2,5,2,-3796,8.241966560231802,-1,1,2,4,5,4,2,1.0986122886681098,1,2,2,2,2,1,3,2173.0
57,4.060443010546419,0,0,2,1,7,124,4.8283137373023015,1,1,4,5,4,-3690,8.213652703029998,-1,1,0,0,6,0,9720,9.18204377282107,1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,335.0
60,4.110873864173311,1,0,0,4,0,61,4.127134385045092,0,1,1,5,1,-9585,9.168058979719577,-1,0,0,0,5,5,-11259,9.329011901693681,-1,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,1,2,1875.0
49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,-9600,9.169622538697624,-1,1,0,0,4,0,12380,9.423918318420691,1,1,2,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,1222.0
50,3.9318256327243257,1,2,0,1,0,78,4.3694478524670215,1,0,3,1,8,-408,6.013715156042802,-1,1,0,2,5,2,198,5.293304824724492,1,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,3,493.0
21,3.091042453358316,0,0,1,0,1,46,3.8501476017100584,1,1,1,4,6,-3350,8.11701408773731,-1,1,1,0,3,0,1600,7.3783837129967145,1,1,1,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,325.0
79,4.382026634673881,0,1,4,2,9,33,3.5263605246161616,0,0,3,5,3,-4086,8.315566483564277,-1,1,0,4,2,4,-4332,8.374015421739909,-1,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,2,943.0
84,4.442651256490317,1,0,4,0,4,16,2.833213344056216,1,1,1,2,6,-3240,8.083637203141548,-1,1,0,0,1,0,11691,9.366660126231137,1,0,0,1,1,1,9,2.302585092994046,0,0,4,2,9,1,2,1221.0
111,4.718498871295094,0,0,1,6,1,108,4.6913478822291435,1,0,3,3,8,-3524,8.16763571524637,-1,1,1,1,4,6,-2802,7.938445551164788,-1,1,0,3,5,8,2,1.0986122886681098,1,2,2,2,2,1,3,2233.0
149,5.0106352940962555,0,2,4,2,9,14,2.70805020110221,1,2,4,0,4,-3540,8.172164452111904,-1,1,0,0,2,0,-2916,7.978310969867722,-1,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1,2,646.0
36,3.6109179126442243,1,0,1,1,6,127,4.852030263919617,0,1,2,1,7,-4144,8.329658067569396,-1,1,2,1,0,6,4708,8.457230850243555,1,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,3,2900.0
20,3.044522437723423,1,2,0,6,0,88,4.48863636973214,1,1,3,4,8,240,5.484796933490655,1,1,0,0,2,0,2232,7.711101251840158,1,1,0,2,6,2,3,1.3862943611198906,0,0,3,3,3,1,3,500.0
111,4.718498871295094,0,0,1,6,1,55,4.02535169073515,0,1,0,6,5,-9288,9.136586183387521,-1,1,0,2,1,2,6432,8.769196271411001,1,1,0,2,6,2,8,2.1972245773362196,1,2,3,1,8,1,2,455.0
148,5.003946305945459,1,1,3,1,8,95,4.564348191467836,0,2,0,4,5,-7248,8.888618807300878,-1,1,0,2,4,2,-3604,8.190077049719049,-1,1,2,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,3,1769.0
93,4.543294782270004,0,0,3,2,3,80,4.394449154672439,1,2,0,3,0,-900,6.803505257608338,-1,1,0,0,3,0,1310,7.1785454837637,1,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,3,561.0
29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,-2574,7.853604813097837,-1,1,0,1,2,6,4464,8.4040244933106,1,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,1,3,663.0
72,4.290459441148391,1,0,2,2,2,82,4.418840607796598,1,1,2,5,2,1044,6.951772164398911,1,1,0,4,1,4,6248,8.740176729929082,1,1,2,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,4,3034.0
118,4.77912349311153,1,1,3,6,8,119,4.787491742782046,0,2,4,0,9,-2682,7.894690850425624,-1,1,0,3,6,8,11244,9.327678864393416,1,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,1,2,1189.0
118,4.77912349311153,1,1,3,6,8,140,4.948759890378168,1,2,0,0,0,-1192,7.084226422097916,-1,1,2,3,5,8,1316,7.183111701743281,1,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,4,522.0
75,4.330733340286331,0,0,0,5,5,36,3.6109179126442243,1,0,1,1,6,-14607,9.58932460283475,-1,0,0,3,2,3,-21969,9.997433165378656,-1,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,3,3,2923.0
76,4.343805421853684,1,1,1,6,6,81,4.406719247264253,0,0,1,4,1,-556,6.322565239927284,-1,1,2,4,4,4,-540,6.293419278846481,-1,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,450.0
84,4.442651256490317,1,0,4,0,4,66,4.204692619390966,1,0,1,3,6,-6279,8.745125259462244,-1,0,0,1,0,1,6118,8.71915396346254,1,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,3,515.0
