slot_tube_radius,slot_tube_radius_abs_log1p,slot_tube_radius_is_even,slot_tube_radius_mod3,slot_tube_radius_mod5,slot_tube_radius_mod7,slot_tube_radius_mod10,slot_axis_distance,slot_axis_distance_abs_log1p,slot_axis_distance_is_even,slot_axis_distance_mod3,slot_axis_distance_mod5,slot_axis_distance_mod7,slot_axis_distance_mod10,slot_sphere_radius,slot_sphere_radius_abs_log1p,slot_sphere_radius_is_even,slot_sphere_radius_mod3,slot_sphere_radius_mod5,slot_sphere_radius_mod7,slot_sphere_radius_mod10,gcd_all,n_multiple_pairs,y
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,1,0,581.0
11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,1,0,2611.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,3,0,33.0
5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,32,3.4965075614664802,1,2,2,4,2,1,0,6439.0
9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,1,0,458.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,0,39.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,0,1849.0
19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,44,3.8066624897703196,1,2,4,2,4,1,0,3569.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,1559.0
6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,1,0,4357.0
17,2.8903717578961645,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,42,3.7612001156935624,1,0,2,0,2,1,0,28607.0
15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,0,16.0
3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,3,2,229.0
14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,33,3.5263605246161616,0,0,3,5,3,1,0,12905.0
14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,0,3553.0
8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,2,3,31.0
13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,33,3.5263605246161616,0,0,3,5,3,1,0,4091.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,43,3.784189633918261,0,1,3,1,3,1,2,1511.0
5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,1,1,4531.0
17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,1,0,1657.0
19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,46,3.8501476017100584,1,1,1,4,6,1,2,3503.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,0,79.0
19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,44,3.8066624897703196,1,2,4,2,4,1,0,3519.0
16,2.833213344056216,1,1,1,2,6,21,3.091042453358316,0,0,1,0,1,38,3.6635616461296463,1,2,3,3,8,1,0,2227.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,1,0,827.0
15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,0,787.0
6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,0,485.0
20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,46,3.8501476017100584,1,1,1,4,6,1,1,11009.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,1,1,1603.0
7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,1,0,527.0
2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,1,0,3209.0
16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,2,0,157.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,13.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,1,101.0
5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,1919.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,0,1723.0
14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,35,3.58351893845611,0,2,0,0,5,7,1,43.0
13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,41,3.7376696182833684,0,2,1,6,1,1,0,2321.0
14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,2501.0
18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,3,0,1669.0
16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,1,937.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,755.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,23,3.1780538303479458,0,2,3,2,3,1,2,511.0
14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,1,0,1445.0
12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,33,3.5263605246161616,0,0,3,5,3,3,0,563.0
18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,41,3.7376696182833684,0,2,1,6,1,1,0,30877.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,2,1,21.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,2,1,1361.0
19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,47,3.871201010907891,0,2,2,5,7,1,0,16105.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,1,751.0
13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,1,0,17083.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,4,3,4.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,41.0
15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,41,3.7376696182833684,0,2,1,6,1,1,0,5899.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,2,0,197.0
12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,481.0
10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,1,0,3387.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,0,933.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,1,395.0
10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,32,3.4965075614664802,1,2,2,4,2,1,0,3271.0
13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,1,0,14699.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,1,1721.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,0,67.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,1,0,8013.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,2,1,373.0
11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,41,3.7376696182833684,0,2,1,6,1,1,0,2411.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,17.0
10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,2,1,1559.0
4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,1,1,907.0
20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,4,1,2999.0
17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,1,0,9757.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,1,0,9001.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,1,0,929.0
19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,45,3.828641396489095,0,0,0,3,5,1,0,6401.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,1,1,2137.0
10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,1,0,7189.0
5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,32,3.4965075614664802,1,2,2,4,2,1,0,9319.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,1,53.0
13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,47.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,0,1345.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,1,509.0
19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,1,1,31639.0
12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,38,3.6635616461296463,1,2,3,3,8,1,2,553.0
3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,1,1,272.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,1,2761.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,1,0,293.0
4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,33,3.5263605246161616,0,0,3,5,3,1,0,3449.0
9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,1,0,3727.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,1,0,809.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0,1013.0
18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,0,14029.0
14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,1,0,6469.0
10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,2,0,123.0
2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,1,181.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,46,3.8501476017100584,1,1,1,4,6,1,0,461.0
18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,0,13.0
5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,1,1,4657.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,1,0,1409.0
18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,37,3.6375861597263857,0,1,2,2,7,1,0,23689.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,1,1,5.0
12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,34,3.5553480614894135,1,1,4,6,4,2,0,3925.0
14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,2,1,10.0
20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,1,0,21.0
3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,1,1,431.0
13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,39,3.6888794541139363,0,0,4,4,9,1,1,4.0
15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,1,0,58.0
5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,1,1,5851.0
19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,0,8731.0
18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,6,2,17.0
16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,1,0,59.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,607.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,465.0
8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,1,2,1721.0
3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,1,0,152.0
13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,617.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,1385.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,3,47.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,1,1,5527.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,1,79.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,2,289.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,1,19.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,0,118.0
4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,2,2,31.0
3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,0,523.0
6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,1,17.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,1,359.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,2,2,55.0
16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,1,0,67.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,1,0,1817.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,1,347.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,1,0,391.0
14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,1,0,1189.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,1,1763.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,5,2,313.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,127.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,0,19.0
11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,1,0,371.0
8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,1,1361.0
17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,1,0,2281.0
4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,1,1,1203.0
16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,1,1,8641.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,1,0,3743.0
19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,0,1217.0
11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,39,3.6888794541139363,0,0,4,4,9,1,0,5927.0
12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,41,3.7376696182833684,0,2,1,6,1,1,0,28105.0
4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,1,0,259.0
3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,1,1,259.0
19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,41,3.7376696182833684,0,2,1,6,1,1,0,839.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,1,103.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,523.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,0,3289.0
6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,1,0,1687.0
11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,37,3.6375861597263857,0,1,2,2,7,1,0,1325.0
17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,41,3.7376696182833684,0,2,1,6,1,1,0,3833.0
14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,44,3.8066624897703196,1,2,4,2,4,2,0,8443.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,1,2,431.0
8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,1,0,8441.0
2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,1,581.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,46,3.8501476017100584,1,1,1,4,6,1,0,8747.0
8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,38,3.6635616461296463,1,2,3,3,8,2,0,4297.0
12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,42,3.7612001156935624,1,0,2,0,2,2,0,65.0
17,2.8903717578961645,0,2,2,3,7,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,0,5,0,1,0,31231.0
13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,41,3.7376696182833684,0,2,1,6,1,1,0,10883.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,9.0
11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,1,0,5591.0
10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,1,1,1577.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,1,689.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,1,0,4073.0
18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,2,0,817.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,1,653.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,3,2,39.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,1,0,5011.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,0,149.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,1,317.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,321.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,11.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,0,201.0
14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,0,7429.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,2,3,5.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,1513.0
11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,1,0,446.0
9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,1,2719.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,1,0,1523.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,0,151.0
3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,1,1,347.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,0,631.0
17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,1,0,4597.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,0,451.0
7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,221.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,2,3,19.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,1,1,5183.0
2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,1,1,149.0
17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,1,0,5877.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,37,3.6375861597263857,0,1,2,2,7,1,0,4019.0
